"fiscal_year","system_code","location_code","location_name","beds","managed_by_name","location_type_description","location_category_description","grades_text","grades_final_text","open_date","status_descriptions","primary_building_code","primary_address_line_1","state_code","x_coordinate","y_coordinate","longitude","latitude","community_district","council_district","census_tract","borough_block_lot","nta","nta_name","principal_name","principal_title","principal_phone_number","fax_number","geographical_district_code","administrative_district_code","administrative_district_name","community_school_sup_name","tier_3_support_location_name","tier_3_support_leader_name","tier_2_support_location_name","highschool_network_location","highschool_network_name","highschool_network","community_district_1","police_precinct"
"2020","20K048","K048","P.S. 048 Mapleton","332000010048","DOE","General Academic","Elementary","PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05,SE","1915-07-01T00:00:00.000","Open","K048","6015 18 AVENUE","NY","987813","165699","-73.987165","40.621481","312","44","24400","3055190001","BK88","Borough Park","DIANE PICUCCI","Principal","718-232-3873","718-232-3451","20","20","COMMUNITY SCHOOL DISTRICT 20","COSTANTINO, KARINA","NYCDOE Borough Office - Brooklyn South","Mauriciere de Govia","School Support Team 4- Brooklyn South","NULL","NULL","NULL","312","66"
"2020","14K049","K049","J.H.S. 049 William J. Gaynor","331400010049","DOE","General Academic","Junior High-Intermediate-Middle","08,SE","06,07,08","1937-07-01T00:00:00.000","Closed","K049","223 GRAHAM AVENUE","NY","999873","197948","-73.9436","40.71","301","34","50500","3030250001","BK90","East Williamsburg","Claytisha Walden","PRINCIPAL","718-387-7697","718-302-2318","14","14","COMMUNITY SCHOOL DISTRICT 14","James Quail","NULL","NULL","NULL","NULL","NULL","NULL","301","90"
"2020","14K050","K050","J.H.S. 050 John D. Wells","331400010050","DOE","General Academic","Junior High-Intermediate-Middle","06,07,08,SE","06,07,08","1915-07-01T00:00:00.000","Open","K050","183 SOUTH  3 STREET","NY","995301","198649","-73.960137","40.711915","301","34","52300","3024190001","BK73","North Side-South Side","Benjamin Honoroff","Principal","718-387-4184","718-302-2320","14","14","COMMUNITY SCHOOL DISTRICT 14","WINNICKI, ALICJA","NYCDOE Borough Office - Brooklyn North","NULL","School Support Team 4- Brooklyn North","NULL","NULL","NULL","301","90"
"2020","15K051","K051","M.S. 51 William Alexander","331500010051","DOE","General Academic","Junior High-Intermediate-Middle","06,07,08,SE","06,07,08","1951-07-01T00:00:00.000","Open","K051","350 5 AVENUE","NY","988397","184235","-73.98505","40.672358","306","39","13500","3009810111","BK37","Park Slope-Gowanus","LENORE DILEO BERNER","Principal","718-369-7603","718-499-4948","15","15","COMMUNITY SCHOOL DISTRICT 15","SKOP, ANITA","NYCDOE Borough Office - Brooklyn North","NULL","School Support Team 5- Brooklyn North","NULL","NULL","NULL","306","78"
"2020","22K052","K052","P.S. 052 Sheepshead Bay","332200010052","DOE","General Academic","Elementary","PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05","1950-07-01T00:00:00.000","Open","K052","2675 EAST  29 STREET","NY","1000877","153642","-73.940135","40.588372","315","48","60000","3074740001","BK17","Sheepshead Bay-Gerritsen Beach-Manhattan Beach","KRISTIN HURLEY","Principal","718-648-0882","718-648-4636","22","22","COMMUNITY SCHOOL DISTRICT 22","BOVE, JULIA","NYCDOE Borough Office - Brooklyn South","Mauriciere de Govia","School Support Team 6- Brooklyn South","NULL","NULL","NULL","315","61"
"2020","75K053","K053","P.S. K053","307500013053","DOE","Special Education","K-12 all grades","0K,01,02,03,04,05,06,07,08,09,10,11,12,SE","09,10,11,12,SE","1989-06-26T00:00:00.000","Open","K088","544 7TH AVENUE","NY","987373","180026","-73.988743","40.660805","307","38","14700","3008800001","BK32","Sunset Park West","HEATHER LEYKAM","Principal","718-832-3563","718-965-1734","15","75","CITYWIDE SPECIAL EDUCATION","LOUISSAINT, KETLER","D75 CITYWIDE BCO","Tillman Roberto","Children First Network 755","NULL","NULL","NULL","307","72"
"2020","13K054","K054","P.S. 054 Samuel C. Barnes","331300010054","DOE","General Academic","Elementary","PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05","1922-07-01T00:00:00.000","Open","K054","195 SANDFORD STREET","NY","997421","191619","-73.952504","40.692616","303","33","24100","3017650015","BK75","Bedford","Anthony Pirro","Principal","718-834-6752","718-852-8129","13","13","COMMUNITY SCHOOL DISTRICT 13","SAMUELS, KAMAR","NYCDOE Borough Office - Brooklyn North","NULL","School Support Team 3- Brooklyn North","NULL","NULL","NULL","303","79"
"2020","23K055","K055","I.S. 055 Ocean Hill Brownsville","332300010055","DOE","General Academic","Junior High-Intermediate-Middle","NULL","06,07,08,09","1968-07-01T00:00:00.000","Closed","K055","2021 BERGEN STREET","NY","1008307","184882","-73.9133","40.6741","316","41","36501","3014480001","BK79","Ocean Hill","Alma Summors","Principal","718-495-7736","718-270-8725","23","23","COMMUNITY SCHOOL DISTRICT 23","Donald Conyers","NULL","NULL","NULL","NULL","NULL","NULL","316","73"
"2020","13K056","K056","P.S. 056 Lewis H. Latimer","331300010056","DOE","General Academic","Elementary","PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05","1966-07-01T00:00:00.000","Open","K056","170 GATES AVENUE","NY","995195","188583","-73.960536","40.684286","302","35","23100","3019830010","BK69","Clinton Hill","ERIC GRANDE","Principal","718-857-3149","718-783-7379","13","13","COMMUNITY SCHOOL DISTRICT 13","SAMUELS, KAMAR","NYCDOE Borough Office - Brooklyn North","NULL","School Support Team 3- Brooklyn North","NULL","NULL","NULL","302","88"
"2020","16K057","K057","Whitelaw Reid Academy of Arts and Business","331600010057","DOE","General Academic","Junior High-Intermediate-Middle","06,07,08,SE","06,07,08","1954-07-01T00:00:00.000","Open","K057","125 STUYVESANT AVENUE","NY","1003037","191204","-73.932254","40.691467","303","36","29100","3016160001","BK35","Stuyvesant Heights","ANTHONY LETT","Principal","718-574-2357","718-453-0577","16","16","COMMUNITY SCHOOL DISTRICT 16","MARTIN, YOLANDA","NYCDOE Borough Office - Brooklyn North","NULL","School Support Team 4- Brooklyn North","NULL","NULL","NULL","303","81"
"2020","15K058","K058","P.S. 058 The Carroll","331500010058","DOE","General Academic","Elementary","PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05","1957-07-01T00:00:00.000","Open","K058","330 SMITH STREET","NY","985502","187157","-73.995486","40.680379","306","39","7700","3004490015","BK33","Carroll Gardens-Columbia Street-Red Hook","Katherine Dellostritto","Principal","718-330-9322","718-596-2969","15","15","COMMUNITY SCHOOL DISTRICT 15","SKOP, ANITA","NYCDOE Borough Office - Brooklyn North","NULL","School Support Team 5- Brooklyn North","NULL","NULL","NULL","306","76"
"2020","14K059","K059","P.S. 059 William Floyd","331400010059","DOE","General Academic","Elementary","PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05","1956-07-01T00:00:00.000","Open","K059","211 THROOP AVENUE","NY","999978","193443","-73.943279","40.697619","303","36","28502","3017490001","BK35","Stuyvesant Heights","Cherry ann Joseph Hislop","Principal","718-443-3600","718-574-6634","14","14","COMMUNITY SCHOOL DISTRICT 14","WINNICKI, ALICJA","NYCDOE Borough Office - Brooklyn North","NULL","School Support Team 4- Brooklyn North","NULL","NULL","NULL","303","79"
"2020","17K061","K061","M.S. 061 Dr. Gladstone H. Atwell","331700010061","DOE","General Academic","Junior High-Intermediate-Middle","06,07,08,SE","06,07,08","1958-07-01T00:00:00.000","Open","K061","400 EMPIRE BOULEVARD","NY","998344","181050","-73.949198","40.663605","309","40","32900","3013160015","BK60","Prospect Lefferts Gardens-Wingate","Dewana Daids","Principal","718-774-1002","718-467-4335","17","17","COMMUNITY SCHOOL DISTRICT 17","ELLIS, CLARENCE","NYCDOE Borough Office - Brooklyn South","Mauriciere de Govia","School Support Team 2- Brooklyn South","NULL","NULL","NULL","309","71"
"2020","20K062","K062","J.H.S. 062 Ditmas","332000010062","DOE","General Academic","Junior High-Intermediate-Middle","06,07,08,SE","06,07,08","1957-07-01T00:00:00.000","Open","K062","700 CORTELYOU ROAD","NY","992256","171750","-73.971153","40.638087","312","40","49000","3053910001","BK41","Kensington-Ocean Parkway","Marielen Ciprianosantiag","Principal","718-941-5450","718-693-7433","20","20","COMMUNITY SCHOOL DISTRICT 20","COSTANTINO, KARINA","NYCDOE Borough Office - Brooklyn South","Mauriciere de Govia","School Support Team 4- Brooklyn South","NULL","NULL","NULL","312","66"
"2020","19K065","K065","P.S. 065","331900010065","DOE","General Academic","Elementary","PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05","1873-07-01 00:00:00.000","Open","K798","696 JAMAICA AVENUE","NY","1017987","189423","-73.878353","40.686534","305","37","117601","3041020019","BK83","Cypress Hills-City Line","DAYSI GARCIA","Principal","718-235-2223","718-235-2033","19","19","COMMUNITY SCHOOL DISTRICT 19","THOMAS MCBRYDE JR","NYCDOE Borough Office - Brooklyn North","NULL","School Support Team 6- Brooklyn North","NULL","NULL","NULL","305","75"
"2020","18K066","K066","P.S. 66","331800010066","DOE","General Academic","K-8","PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08","2003-07-01T00:00:00.000","Open","K066","845 EAST  96 STREET","NY","1010039","175647","-73.907064","40.648749","318","42","97000","3081290060","BK50","Canarsie","Tameeka McNeil","I.A. Principal","718-922-3505","718-922-3105","18","18","COMMUNITY SCHOOL DISTRICT 18","WILKINS, BEVERLY","NYCDOE Borough Office - Brooklyn South","Mauriciere de Govia","School Support Team 3- Brooklyn South","NULL","NULL","NULL","318","69"
"2020","13K067","K067","P.S. 067 Charles A. Dorsey","331300010067","DOE","General Academic","Elementary","PK,0K,01,02,03,04,05,06,SE","PK,0K,01,02,03,04,05","1923-07-01T00:00:00.000","Open","K067","51 SAINT EDWARDS STREET","NY","990441","192608","-73.977674","40.695339","302","35","2901","3020390002","BK68","Fort Greene","Kyesha Jackson","Principal","718-834-6756","718-834-6719","13","13","COMMUNITY SCHOOL DISTRICT 13","SAMUELS, KAMAR","NYCDOE Borough Office - Brooklyn North","NULL","School Support Team 3- Brooklyn North","NULL","NULL","NULL","302","88"
"2020","18K068","K068","I.S. 068 Isaac Bildersee","331800010068","DOE","General Academic","Junior High-Intermediate-Middle","06,07,08,SE","06,07,08","1964-07-01T00:00:00.000","Open","K068","956 EAST  82 STREET","NY","1008892","170778","-73.911215","40.635388","318","46","95600","3080180001","BK50","Canarsie","Merve Williams","Principal","718-241-4800","718-241-5582","18","18","COMMUNITY SCHOOL DISTRICT 18","WILKINS, BEVERLY","NYCDOE Borough Office - Brooklyn South","Mauriciere de Govia","School Support Team 3- Brooklyn South","NULL","NULL","NULL","318","69"
"2020","20K069","K069","P.S. 69 Vincent D. Grippo School","332000010069","DOE","General Academic","Elementary","0K,01,02,03,04,05,SE","0K,01,02,03,04,05","2002-07-01T00:00:00.000","Open","K069","6302 9TH AVENUE","NY","981543","169674","-74.009752","40.632392","310","38","12000","3057350032","BK34","Sunset Park East","JAYNEMARIE CAPETANAKIS","Principal","718-630-3899","718-630-3894","20","20","COMMUNITY SCHOOL DISTRICT 20","COSTANTINO, KARINA","NYCDOE Borough Office - Brooklyn South","Mauriciere de Govia","School Support Team 4- Brooklyn South","NULL","NULL","NULL","310","68"
"2020","20K069","K069","P.S. 69 Vincent D. Grippo School","332000010069","DOE","General Academic","Elementary","0K,01,02,03,04,05,SE","0K,01,02,03,04,05","2002-07-01T00:00:00.000","Open","K069","6302 9TH AVENUE","NY","981543","169674","-74.009752","40.632392","310","38","12000","3057350032","BK34","Sunset Park East","JAYNEMARIE CAPETANAKIS","Principal","718-630-3899","718-630-3894","20","20","COMMUNITY SCHOOL DISTRICT 20","COSTANTINO, KARINA","NYCDOE Borough Office - Brooklyn South","Mauriciere de Govia","School Support Team 4- Brooklyn South","NULL","NULL","NULL","310","68"
"2020","14K071","K071","Juan Morel Campos Secondary School","331400011071","DOE","General Academic","Secondary School","06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12","1970-07-01T00:00:00.000","Open","K071","215 HEYWARD STREET","NY","997197","195765","-73.953304","40.703996","301","33","52900","3022270001","BK72","Williamsburg","ESTHER SHALI OGLI","Principal","718-302-7900","718-302-7979","14","14","COMMUNITY SCHOOL DISTRICT 14","WINNICKI, ALICJA","NYCDOE Borough Office - Brooklyn North","NULL","School Support Team 4- Brooklyn North","NULL","NULL","NULL","301","90"
"2020","19K072","K072","P.S./I.S. 072 Annette P Goldman","331900010072","DOE","General Academic","K-8","05,07,08,SE","PK,0K,01,02,03,04,05","1975-07-01T00:00:00.000","Closed","K072","605 SHEPHERD AVENUE","NY","1017780","183165","-73.879131","40.669358","305","42","116400","3040690001","BK82","East New York","Valena Welch Woodley","PRINCIPAL","718-345-4100","718-927-2160","19","19","COMMUNITY SCHOOL DISTRICT 19","MILLS, ROSE MARIE","NULL","NULL","NULL","NULL","NULL","NULL","305","75"
"2020","23K073","K073","P.S. 073 Thomas S. Boyland","332300010073","DOE","General Academic","K-8","5","PK,0K,01,02,03,04,05,06,07,08","1889-07-01 00:00:00.000","Closed","K073","251 MCDOUGAL STREET","NY","1009013","187279","-73.910719","40.680679","316","37","36900","3015280001","BK79","Ocean Hill","Dellie Edwards","I.A. PRINCIPAL","718-573-0288","718-455-1835","23","23","COMMUNITY SCHOOL DISTRICT 23","PATE, MIATHERESA","NULL","NULL","NULL","NULL","NULL","NULL","316","73"
"2020","32K075","K075","P.S. 075 Mayda Cortiella","333200010075","DOE","General Academic","Elementary","PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05","1908-07-01T00:00:00.000","Open","K075","95 GROVE STREET","NY","1006064","191860","-73.921336","40.693261","304","34","41900","3033140001","BK78","Bushwick South","Yolanda Williams","Principal","718-574-0244","718-574-1051","32","32","COMMUNITY SCHOOL DISTRICT 32","GORSKI, SHEILA","NYCDOE Borough Office - Brooklyn North","NULL","School Support Team 2- Brooklyn North","NULL","NULL","NULL","304","83"
"2020","75K077","K077","P.S. K077","307500013077","DOE","Special Education","K-12 all grades","0K,01,02,03,04,05,06,07,08,09,10,11,12,SE","0K,01,02,03,04,05,06,07,08,09,10,11,12","1999-07-01T00:00:00.000","Open","K902","62 PARK PLACE","NY","990727","186586","-73.976648","40.678809","306","39","12902","3009410050","BK37","Park Slope-Gowanus","Ebony Russell","Principal","718-789-1191","718-857-2667","13","75","CITYWIDE SPECIAL EDUCATION","LOUISSAINT, KETLER","D75 CITYWIDE BCO","Tillman Roberto","Children First Network 752","NULL","NULL","NULL","306","78"
"2020","22K078","K078","J.H.S. 078 Roy H. Mann","332200010078","DOE","General Academic","Junior High-Intermediate-Middle","06,07,08,SE","06,07,08","1964-07-01T00:00:00.000","Open","K078","1420 EAST  68 STREET","NY","1008426","165367","-73.912914","40.620537","318","46","69602","3083880002","BK45","Georgetown-Marine Park-Bergen Beach-Mill Basin","Anthony Cusumano","Principal","718-763-4701","718-251-3439","22","22","COMMUNITY SCHOOL DISTRICT 22","BOVE, JULIA","NYCDOE Borough Office - Brooklyn South","Mauriciere de Govia","School Support Team 6- Brooklyn South","NULL","NULL","NULL","318","63"
"2020","16K081","K081","P.S. 081 Thaddeus Stevens","331600010081","DOE","General Academic","Elementary","PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05","1966-07-01T00:00:00.000","Open","K081","990 DEKALB AVENUE","NY","1002241","191713","-73.935123","40.692866","303","36","28900","3016020019","BK35","Stuyvesant Heights","Latrace Finney","I.A. Principal","718-574-2365","718-919-9872","16","16","COMMUNITY SCHOOL DISTRICT 16","MARTIN, YOLANDA","NYCDOE Borough Office - Brooklyn North","NULL","School Support Team 7- Brooklyn North","NULL","NULL","NULL","303","81"
"2020","14K084","K084","P.S. 084 Jose De Diego","331400010084","DOE","General Academic","K-8","PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08","1969-07-01T00:00:00.000","Open","K084","250 BERRY STREET","NY","994283","199805","-73.963808","40.715089","301","34","55100","3023910001","BK73","North Side-South Side","Sereida Rodriguez","Principal","718-384-8063","718-302-2313","14","14","COMMUNITY SCHOOL DISTRICT 14","WINNICKI, ALICJA","NYCDOE Borough Office - Brooklyn North","NULL","School Support Team 4- Brooklyn North","NULL","NULL","NULL","301","90"
"2020","32K086","K086","P.S. 086 The Irvington","333200010086","DOE","General Academic","Elementary","0K,01,02,03,04,05,SE","0K,01,02,03,04,05","1892-07-01 00:00:00.000","Open","K086","220 IRVING AVENUE","NY","1007041","194533","-73.917804","40.700595","304","37","43100","3032890027","BK77","Bushwick North","Tina Moschella Andre","Principal","718-574-0252","718-919-1839","32","32","COMMUNITY SCHOOL DISTRICT 32","GORSKI, SHEILA","NYCDOE Borough Office - Brooklyn North","NULL","School Support Team 2- Brooklyn North","NULL","NULL","NULL","304","83"
"2020","15K088","K088","J.H.S. 088 Peter Rouget","331500010088","DOE","General Academic","Junior High-Intermediate-Middle","06,07,08,SE","06,07,08","1967-07-01T00:00:00.000","Open","K088","544 7TH AVENUE","NY","987373","180026","-73.988743","40.660805","307","38","14700","3008800001","BK32","Sunset Park West","AILENE MITCHELL","Principal","718-788-4482","718-768-0213","15","15","COMMUNITY SCHOOL DISTRICT 15","SKOP, ANITA","NYCDOE Borough Office - Brooklyn North","NULL","School Support Team 5- Brooklyn North","NULL","NULL","NULL","307","72"
"2020","19K089","K089","P.S. 089 Cypress Hills","331900010089","DOE","General Academic","K-8","PK,0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08","1997-09-01T00:00:00.000","Open","K814","265 WARWICK STREET","NY","1015673","186204","-73.886712","40.677707","305","37","117000","3039520047","BK82","East New York","IRENE LEON","Principal","718-964-1180","718-964-1185","19","19","COMMUNITY SCHOOL DISTRICT 19","THOMAS MCBRYDE JR","NYCDOE Borough Office - Brooklyn North","NULL","School Support Team 6- Brooklyn North","NULL","NULL","NULL","305","75"
"2020","21K090","K090","P.S. 90 Edna Cohen School","332100010090","DOE","General Academic","Elementary","PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05","1965-07-01T00:00:00.000","Open","K090","2840 WEST  12 STREET","NY","989698","149928","-73.980387","40.578192","313","47","35000","3072660040","BK23","West Brighton","GRETA HAWKINS","Principal","718-787-3333","718-787-3335","21","21","COMMUNITY SCHOOL DISTRICT 21","DIMOLA, ISABEL","NYCDOE Borough Office - Brooklyn South","Mauriciere de Govia","School Support Team 5- Brooklyn South","NULL","NULL","NULL","313","60"
"2020","17K091","K091","P.S. 091 The Albany Avenue School","331700010091","DOE","General Academic","Elementary","PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05,SE","1904-07-01T00:00:00.000","Open","K091","532 ALBANY AVENUE","NY","1000700","180396","-73.940707","40.661806","309","41","80600","3047940026","BK60","Prospect Lefferts Gardens-Wingate","Tessa Alleyne","Principal","718-756-0243","718-221-1316","17","17","COMMUNITY SCHOOL DISTRICT 17","ELLIS, CLARENCE","NYCDOE Borough Office - Brooklyn South","Mauriciere de Govia","School Support Team 2- Brooklyn South","NULL","NULL","NULL","309","71"
