"prequalified_vendor_master_trade_code","prequalified_vendor_trade_description","prequalified_vendor_name","prequalified_vendor_address","prequalified_vendor_city_name","prequalified_vendor_state_code","prequalified_vendor_zip_code","prequalified_vendor_phone_number","prequalified_vendor_fax_number","prequalified_vendor_contact_person","prequalified_vendor_minority_business_indicator","prequalified_vendor_women_business_indicator","prequalified_vendor_local_business_indicator","prequalified_vendor_over_million_dollar_revenue_indicator","prequalified_vendor_date"
"02200  ","SITE PREPARATION                                                                          ","AMG Demolition Inc. ","152 Toledo Street","Farmingdale                   ","NY","11735          ","516-474-2562                  ","631-592-2858   ","Joan Capobianco               ","N","Y","N","Y","2026-05-03T00:00:00.000"
"02200  ","SITE PREPARATION                                                                          ","Applied Landscape Technologies Inc.","145 River Road","Montville                     ","NJ","07045          ","973-402-6544                  ",,"Cory Handler                  ","N","N","N","Y","2025-08-23T00:00:00.000"
"02200  ","SITE PREPARATION                                                                          ","ATARCH GROUP LLC","2069  Baylis Ave","Elmont                        ","NY","11003          ","347-513-4363                  ","917-444-1045   ","Madinat Lawal                 ","Y","Y","N","N","2026-08-14T00:00:00.000"
"02200  ","SITE PREPARATION                                                                          ","BANCKER CONSTRUCTION CORP.","171 Freeman Avenue","Islip                         ","NY","11751          ","631-582-8880                  ","516-359-4544   ","Phillip M. Beyer              ","N","N","N","Y","2025-01-25T00:00:00.000"
"02200  ","SITE PREPARATION                                                                          ","Base Construction Corp.","10  s denton avenue","new hyde park                 ","NY","11040          ","516-739-7008                  ",,"Bruno Rotondi                 ","N","N","N","N","2025-04-26T00:00:00.000"
"02200  ","SITE PREPARATION                                                                          ","Civetta Cousins JV, LLC","1100 East 156th Street","Bronx                         ","NY","10474          ","718-991-5100                  ","917-716-6762   ","Michele Castelli              ","N","N","N","Y","2025-04-19T00:00:00.000"
"02200  ","SITE PREPARATION                                                                          ","CNC Construction Inc","4  Cambridge Rd","East Hanover                  ","NJ","07936          ","973-992-8850                  ","973-390-6025   ","Regina Esa                    ","N","Y","N","Y","2023-11-09T00:00:00.000"
"02200  ","SITE PREPARATION                                                                          ","COLE PARTNERS, INC.","66  Broadway","Staten Island                 ","NY","10310          ","718-875-8300                  ","347-739-0603   ","Sam Dager                     ","N","N","N","Y","2026-04-26T00:00:00.000"
"02200  ","SITE PREPARATION                                                                          ","Deborah Bradley Construction & Management Services Inc.","481 Manhattan Avenue","New York                      ","NY","10027          ","212-222-2494                  ","917-709-6390   ","Deborah L. Bradley            ","N","Y","N","Y","2025-03-16T00:00:00.000"
"02200  ","SITE PREPARATION                                                                          ","DOYLE-BALDANTE, INC.","535 BROAD HOLLOW ROAD ","MELVILLE                      ","NY","11747          ","631-694-7171                  ","516-395-6311   ","JAMES T. DOYLE                ","N","N","N","Y","2024-01-19T00:00:00.000"
"02200  ","SITE PREPARATION                                                                          ","D & S RESTORATION, INC.","20 CALIFORNIA AVENUE","PATERSON                      ","NJ","07503          ","973-345-8020                  ","973-390-7404   ","DUSKO JOLDZIC                 ","N","N","N","Y","2024-08-31T00:00:00.000"
"02200  ","SITE PREPARATION                                                                          ","Fredante Construction Corp.","18 Woodlee Road","Cold Spring Harbor            ","NY","11724          ","631-367-4479                  ","516-526-9984   ","THOMAS BALDANTE               ","N","N","N","Y","2023-12-17T00:00:00.000"
"02200  ","SITE PREPARATION                                                                          ","FRITCH CONSTRUCTION CO., INC.","2 RAILROAD AVENUE","EAST NORTHPORT                ","NY","11731          ","631-757-5702                  ","631-793-2292   ","MAUREEN FRITCH                ","N","Y","N","Y","2023-11-10T00:00:00.000"
"02200  ","SITE PREPARATION                                                                          ","Gateway Demo/Civil Corp","41 Bethpage Road","Hicksville                    ","NY","11801          ","516-935-1700                  ","516-523-0475   ","Timothy Alex Concannon        ","Y","N","N","Y","2024-07-13T00:00:00.000"
"02200  ","SITE PREPARATION                                                                          ","GAZEBO CONTRACTING, INC.","333  Jericho Turnpike","Jericho                       ","NY","11753          ","718-728-1770                  ","917-440-7028   ","Benedetto Filingeri           ","N","N","N","Y","2024-05-26T00:00:00.000"
"02200  ","SITE PREPARATION                                                                          ","G. Fiore Concrete & Construction Inc.","82  Androvette Street","Staten Island                 ","NY","10309          ","718-967-7635                  ",,"Glenn Fiore                   ","N","N","N","N","2024-05-06T00:00:00.000"
"02200  ","SITE PREPARATION                                                                          ","Grace Industries LLC","336 South Service Road","Melville                      ","NY","11747          ","516-336-6720                  ","516-972-5729   ","Matthew Pirozzi               ","N","N","N","Y","2025-10-17T00:00:00.000"
"02200  ","SITE PREPARATION                                                                          ","Integrity General Contractors Inc.","15 Orchard Terrace","Monroe                        ","NY","10950          ","646-479-8792                  ",,"Nelson Quinones               ","Y","N","N","N","2026-04-26T00:00:00.000"
"02200  ","SITE PREPARATION                                                                          ","JOHN CIVETTA & SONS, INC.","1123 BRONX RIVER AVE.","BRONX                         ","NY","10472          ","718-589-9000                  ","917-885-9501   ","Stefanie Gatti                ","N","N","N","Y","2025-09-13T00:00:00.000"
"02200  ","SITE PREPARATION                                                                          ","J.P. HOGAN CORING & SAWING CORP.","680 GULF AVENUE","STATEN ISLAND                 ","NY","10314          ","718-354-7899                  ","732-778-2240   ","Vanessa Geiss                 ","N","Y","N","N","2024-08-12T00:00:00.000"
"02200  ","SITE PREPARATION                                                                          ","Kelco Construction, Inc.","25 Newton Place","Hauppauge                     ","NY","11788          ","631-462-2952                  ","631-462-3524   ","Mike Shannon                  ","N","N","N","Y","2024-11-03T00:00:00.000"
"02200  ","SITE PREPARATION                                                                          ","knr management inc","168-31 106 ave","jamaica                       ","NY","11433          ","917-655-9436                  ","929-372-7292   ","kumar ramlogan                ","Y","N","N","N","2024-04-28T00:00:00.000"
"02200  ","SITE PREPARATION                                                                          ","Kroywen Realty & Construction Corp.","94-50 158 Street","Jamaica                       ","NY","11433          ","718-297-7272                  ","718-297-7272   ","Elizabeth Madray              ","N","N","N","N","2026-08-07T00:00:00.000"
"02200  ","SITE PREPARATION                                                                          ","LAWS Construction Corp","34 Irvington Street","Pleasantville                 ","NY","10570          ","914-741-2100                  ",,"Steven Vescio                 ","N","N","N","Y","2025-01-13T00:00:00.000"
"02200  ","SITE PREPARATION                                                                          ","Manny P. Concrete Company, Inc.","609 Edgewood Drive","Westbury                      ","NY","11590          ","718-206-1550                  ",,"Manuel Pereira                ","Y","N","N","Y","2025-10-17T00:00:00.000"
"02200  ","SITE PREPARATION                                                                          ","NEW YORK CONCRETE CORP.","708 Sharrotts Road","STATEN ISLAND                 ","NY","10309          ","718-967-3720                  ",,"DONNA MARIE RUSSO             ","N","N","N","Y","2025-01-25T00:00:00.000"
"02200  ","SITE PREPARATION                                                                          ","NY Asphalt, Inc.","151 Industrial Loop","Staten Island                 ","NY","10309          ","718-966-6466                  ",,"Michael Thompson              ","N","N","N","Y","2026-04-18T00:00:00.000"
"02200  ","SITE PREPARATION                                                                          ","PERFETTO ENTERPRISES COMPANY INC","2074 RICHMOND TERRACE","STATEN ISLAND                 ","NY","10302          ","718-442-4212                  ",,"Anthony Perfetto              ","N","N","N","Y","2026-04-21T00:00:00.000"
"02200  ","SITE PREPARATION                                                                          ","PHASE 1 GROUP, INC.","59 ENGLEWOOD AVENUE","STATEN ISLAND                 ","NY","10309          ","718-966-7700                  ",,"Gerard Petri                  ","N","N","N","Y","2026-03-09T00:00:00.000"
"02200  ","SITE PREPARATION                                                                          ","POSILLICO CIVIL, INC.","1750 NEW HIGHWAY","FARMINGDALE                   ","NY","11735          ","631-249-1872                  ","631-275-7266   ","Jillian Brown                 ","N","N","N","Y","2026-03-09T00:00:00.000"
"02200  ","SITE PREPARATION                                                                          ","PRIMA PAVING CORPORATION","1 Burns Avenue","Hicksville                    ","NY","11801          ","516-681-8700                  ","516-681-8002   ","Zahid Khan                    ","N","N","N","Y","2026-08-22T00:00:00.000"
"02200  ","SITE PREPARATION                                                                          ","SH5 CONSTRUCTION CORPORATION","2169 WEST 5TH STREET","Brooklyn                      ","NY","11223          ","718-259-2625                  ","718-909-2281   ","Yasmeen Latif                 ","Y","Y","N","Y","2025-09-26T00:00:00.000"
"02200  ","SITE PREPARATION                                                                          ","Singh Landscaping & Lawn Sprinkler Corp.","99-05  211th Street","Queens Village                ","NY","11429          ","917-968-9821                  ","718-740-3068   ","Ranjit Singh                  ","N","N","N","Y","2026-06-22T00:00:00.000"
"02200  ","SITE PREPARATION                                                                          ","Taru Associates Corporation","1068 Susan Court","North Merrick                 ","NY","11566          ","516-503-1996                  ","               ","Chirag Shah, CEO              ","Y","N","N","N","2025-09-02T00:00:00.000"
