"objectid","boroughcode","buildingnumber","streetname","pssite","plantingspaceonstreet","width","length","parkname","parkzone","crossstreet1","crossstreet2","communityboard","sanitationzone","zipcode","citycouncil","statesenate","stateassembly","congressional","physicalid","psstatus","geometry","globalid","createddate","updateddate","jurisdiction","overheadutilities","treeguard","latitude","longitude","census_tract","bin","bbl","nta","location"
"130022","Staten Island","203","QUINLAN AVENUE","Street",,,,,,"WESTWOOD AVENUE","SOUTH GANNON AVENUE","502.0","5023C","10314.0","49.0","24.0","63.0","11.0","0102061","Empty","POINT (-74.1285209978016439 40.6068294716452840)","968BA8D4-8193-4803-88F7-274297801327","2015-03-10 04:00:00.0000000",,,,,,,,,,,"POINT (-74.12852099780164 40.606829471645284)"
"130422","Queens","43-060","DOUGLASTON PARKWAY","Street",,,,,,"CHURCH STREET","PINE STREET","411.0","4114C","11363.0","19.0","11.0","26.0","3.0","0026163","Empty","POINT (-73.7460711825735586 40.7667712035088741)","A9105105-92B3-475E-9B6D-5980D54AF2CE","2015-03-11 04:00:00.0000000",,,,,,,,,,,"POINT (-73.74607118257356 40.766771203508874)"
"130425","Staten Island","1341","BAY STREET","Street",,,,,,"ANCHOR PLACE","HOPE AVENUE","501.0","5011C","10305.0","49.0","23.0","64.0","11.0","0055687","Empty","POINT (-74.0636598743663797 40.6109077817784723)","DC0872D4-5695-46BB-B18A-BB1BF0C36688","2015-03-11 04:00:00.0000000","2018-02-14 13:31:30.0000000",,,,,,,,,,"POINT (-74.06365987436638 40.61090778177847)"
"130426","Staten Island","263","MARYLAND AVENUE","Street","1f",,,,,"TOMPKINS AVENUE","VERMONT AVENUE","501.0","5011C","10305.0","49.0","23.0","64.0","11.0","0057192","Populated","POINT (-74.0702517467610164 40.6110996332301895)","F2F51901-06E4-4941-8A2C-365346908761","2015-03-11 04:00:00.0000000","2022-06-15 14:03:27.0000000",,,,,,,,,,"POINT (-74.07025174676102 40.61109963323019)"
"130427","Queens","176-040","133 AVENUE","Street",,,,,,"FARMERS BOULEVARD","GARRETT STREET","412.0","4126D","11434.0","27.0","10.0","32.0","5.0","0162726","Populated","POINT (-73.7643556953751585 40.6772078848567062)","B4AA48FB-2B2A-4DAF-A30C-FB09AD01F22A","2015-03-11 04:00:00.0000000","2016-10-14 13:07:23.0000000",,,,"40.677202","-73.764586","334.01","4270560","4125470193","Springfield Gardens (North)-Rochdale Village","POINT (-73.76435569537516 40.677207884856706)"
"130822","Queens","147-65","249 STREET","Street","249 STREET",,,,,,,"413.0","4137E","11422.0","31.0","10.0","29.0","5.0","0034493","Populated","POINT (-73.7387453976871399 40.6556888690116836)","4F63C29D-896E-420E-A44D-F69499BB0CDE","2015-03-11 04:00:00.0000000","2016-11-09 18:22:30.0000000",,,,"40.655803","-73.738792","664.02","4289717","4136400001","Rosedale","POINT (-73.73874539768714 40.65568886901168)"
"130823","Staten Island","1350","BAY STREET","Street",,,,,,"ANCHOR PLACE","HOPE AVENUE","501.0","5011C","10305.0","49.0","23.0","64.0","11.0","0055687","Retired","POINT (-74.0636954026935257 40.6106062188996901)","214BE02E-5353-4879-A6FA-C5BF51ADC799","2015-03-11 04:00:00.0000000","2015-03-25 04:00:00.0000000",,,,,,,,,,"POINT (-74.06369540269353 40.61060621889969)"
"130824","Brooklyn","1845","COLEMAN STREET","Street",,,,,,"FILLMORE AVENUE","AVENUE R","318.0","3187C","11234.0","46.0","22.0","59.0","8.0","0093846","Populated","POINT (-73.9303560964182367 40.6144842589832820)","270BAE85-D920-4B1E-800F-EB240240ED43","2015-03-11 04:00:00.0000000","2016-10-27 14:34:52.0000000",,,,,,,,,,"POINT (-73.93035609641824 40.61448425898328)"
"130827","Brooklyn","942","GREENE AVENUE","Street","GREENE AV","23.0",,,,"PATCHEN AVENUE","MALCOLM X BOULEVARD","303.0","3034B","11221.0","36.0","25.0","56.0","8.0","0044086","Empty","POINT (-73.9301234004764041 40.6907568223457616)","2C87449D-345C-4EB0-9E3C-1821C76ECFB0","2015-03-11 04:00:00.0000000","2017-11-16 15:15:14.0000000",,,,,,,,,,"POINT (-73.9301234004764 40.69075682234576)"
"130828","Bronx","1059","EAST 217 STREET","Street","PAULDING AVENUE",,,,,"LACONIA AVENUE","PAULDING AVENUE","212.0","2122D","10469.0","12.0","36.0","83.0","16.0","0100590","Populated","POINT (-73.8528844806396876 40.8790451737798577)","CA438040-9D99-4154-88AA-2C9FE54A473B","2015-03-11 04:00:00.0000000","2021-09-17 13:23:44.0000000",,,,"40.879119","-73.853979","388","2059496","2047000001","Williamsbridge-Olinville","POINT (-73.85288448063969 40.87904517377986)"
"130829","Staten Island","308","HYLAN BOULEVARD","Street",,,,,,"FOX HILL TERRACE","VAUGHAN STREET","501.0","5011C","10305.0","49.0","23.0","64.0","11.0","0055708","Empty","POINT (-74.0719501534118621 40.6109781192889017)","81408ADA-E137-48C1-9536-76CEEE5D49A0","2015-03-11 04:00:00.0000000",,,,,,,,,,,"POINT (-74.07195015341186 40.6109781192889)"
"130830","Staten Island","440","ELVERTON AVENUE","Street",,,,,,"GURLEY AVENUE","ERIC LANE","503.0","5032D","10308.0","51.0","24.0","62.0","11.0","0055295","Empty","POINT (-74.1567308091018020 40.5607175085773548)","C498BD1C-969E-44A6-906A-35F53F865E61","2015-03-11 04:00:00.0000000","2016-03-07 21:44:00.0000000",,,,,,,,,,"POINT (-74.1567308091018 40.560717508577355)"
"130831","Staten Island","199","HART BOULEVARD","Street","1F",,,,,"NORMA PLACE","FOREST AVENUE","501.0","5012D","10301.0","49.0","24.0","61.0","11.0",,"Populated","POINT (-74.1002335702762025 40.6303509523447062)","D1C8F2EE-716C-48EC-A042-A81157CCD025","2015-03-11 04:00:00.0000000","2019-02-01 18:47:55.0000000",,,,,,,,,,"POINT (-74.1002335702762 40.630350952344706)"
"130832","Queens","176-030","133 AVENUE","Street",,,,,,"FARMERS BOULEVARD","GARRETT STREET","412.0","4126D","11434.0","27.0","10.0","32.0","5.0","0162726","Empty","POINT (-73.7646733199745483 40.6771417263166484)","B24CCE71-476C-471F-8E70-BE4F05A2CDBB","2015-03-11 04:00:00.0000000","2019-12-03 19:28:00.0000000",,,,"40.677137","-73.764864","334.01","4270562","4125470198","Springfield Gardens (North)-Rochdale Village","POINT (-73.76467331997455 40.67714172631665)"
"130833","Queens","23-071","33 STREET","Street","33 STREET",,,,,"24 AVENUE","23 ROAD","401.0","4012D","11105.0","22.0","12.0","36.0","14.0","0082121","Empty","POINT (-73.9135897078403019 40.7720282721250626)","7694AFA5-FD19-4A6A-A37B-3909165D40B2","2015-03-11 04:00:00.0000000","2022-03-25 13:51:38.0000000",,,,"40.772039","-73.913669","117","4017090","4008340010","Astoria (North)-Ditmars-Steinway","POINT (-73.9135897078403 40.77202827212506)"
"130834","Queens","89-090","216 STREET","Street",,,,,,"90 AVENUE","89 AVENUE","413.0","4133C","11427.0","23.0","14.0","33.0","5.0","0031601","Empty","POINT (-73.7455880774780752 40.7248935499503446)","64088F54-019F-48B2-9315-FB9A92ED714F","2015-03-11 04:00:00.0000000",,,,,"40.724984","-73.745689","556","4227994","4106590041","Queens Village","POINT (-73.74558807747808 40.724893549950345)"
"131222","Manhattan","111","CENTRAL PARK NORTH","Street",,,,,,"7 AVENUE","LENOX AVENUE","110.0","1101B","10026.0","9.0","30.0","70.0","13.0","0148645","Populated","POINT (-73.9528555673302463 40.7984793501061347)","AEFED561-2B48-44B5-9362-C727AD875013","2015-03-11 04:00:00.0000000","2020-04-15 18:33:39.0000000",,,,,,,,,,"POINT (-73.95285556733025 40.798479350106135)"
"131223","Staten Island","1409","BAY STREET","Street",,"10.0",,,,"FINGERBOARD ROAD","CLIFF STREET","501.0","5011C","10305.0","49.0","23.0","64.0","11.0","0055691","Empty","POINT (-74.0626105181923151 40.6095016991854365)","60EA9E6B-DC66-4FEC-BF73-737BBF6F2E6B","2015-03-11 04:00:00.0000000","2015-03-25 04:00:00.0000000",,,,,,,,,,"POINT (-74.06261051819232 40.60950169918544)"
"131227","Manhattan","502","W 126 ST","Park",,,,"Sheltering Arms Playground",,"OLD BROADWAY","AMSTERDAM AVENUE","109.0","1092B",,,,,,"0019782","Populated","POINT (-73.9557957277577458 40.8144129515653233)","F8672F08-D92E-440F-8AC3-6248F272F82A","2015-03-11 04:00:00.0000000","2020-04-01 14:15:10.0000000",,,,"40.814395","-73.955936","219","1059702","1019820030","Manhattanville-West Harlem","POINT (-73.95579572775775 40.81441295156532)"
"131228","Bronx","1059","EAST 217 STREET","Street","LACONIA AVENUE",,,,,"LACONIA AVENUE","PAULDING AVENUE","212.0","2122D","10469.0","12.0","36.0","83.0","16.0","0100590","Populated","POINT (-73.8529312477412816 40.8789735414114617)","5434DFCB-E38F-40E2-950A-56FDD523595E","2015-03-11 04:00:00.0000000","2019-07-26 14:14:56.0000000",,,,"40.879119","-73.853979","388","2059496","2047000001","Williamsbridge-Olinville","POINT (-73.85293124774128 40.87897354141146)"
"131229","Staten Island","128","HYLAN BOULEVARD","Street","1f",,,,,"ROSEBANK PLACE","BAY STREET","501.0","5011C","10305.0","49.0","23.0","64.0","11.0","0055706","Empty","POINT (-74.0668141040773804 40.6136566899617080)","088C963B-A7AE-4457-8871-B8B6979D72BE","2015-03-11 04:00:00.0000000","2016-10-11 16:21:59.0000000",,,,,,,,,,"POINT (-74.06681410407738 40.61365668996171)"
"131230","Brooklyn","14","DEWEY PLACE","Street","DEWEY PLACE","10.0",,,,"ATLANTIC AVENUE","HERKIMER STREET","303.0","3035B","11233.0","41.0","25.0","55.0","8.0","0096828","Populated","POINT (-73.9183024350370204 40.6775118220189498)","D309D545-9A62-4C7C-8FAB-8C7FD0619C68","2015-03-11 04:00:00.0000000","2015-03-11 14:05:01.0000000",,,,,,,,,,"POINT (-73.91830243503702 40.67751182201895)"
"131231","Staten Island","460","ARMSTRONG AVENUE","Street","OAKDALE STREET",,,,,"BEND","OAKDALE STREET","503.0","5033D","10308.0","51.0","24.0","64.0","11.0","0057033","Populated","POINT (-74.1575685510680387 40.5444386214490606)","2B19D148-AF75-4D9B-B39E-BDE9490FE2FD","2015-03-11 04:00:00.0000000","2017-04-13 20:29:18.0000000",,,,,,,,,,"POINT (-74.15756855106804 40.54443862144906)"
"131232","Staten Island","218","NICHOLAS AVENUE","Street",,,,,,"HATFIELD PLACE","CHARLES AVENUE","501.0","5013C","10302.0","49.0","23.0","61.0","11.0","0060766","Populated","POINT (-74.1411085892630837 40.6350245049402972)","C338E864-C9B0-4CC5-9FD6-407FEC433652","2015-03-11 04:00:00.0000000","2022-06-28 16:55:18.0000000",,,,,,,,,,"POINT (-74.14110858926308 40.6350245049403)"
"131622","Brooklyn","7802","RIDGE BOULEVARD","Street",,,,,,"79 STREET","78 STREET","310.0","3102D","11209.0","43.0","22.0","64.0","11.0","0037491","Populated","POINT (-74.0315146768094792 40.6298268656186750)","B9C7D141-6C5F-474E-AA8E-003B3B4B11FC","2015-03-11 04:00:00.0000000","2023-01-26 16:21:00.0000000","DPR",,,,,,,,,"POINT (-74.03151467680948 40.629826865618675)"
"131623","Staten Island","397","HYLAN BOULEVARD","Street","yes",,,,,"MARYLAND LANE","REYNOLDS STREET","501.0","5011C","10305.0","49.0","23.0","64.0","11.0","0055710","Empty","POINT (-74.0750582486491282 40.6098445091164706)","64A60C3B-1124-4F2F-80CA-6E6EE6EC5AD4","2015-03-11 04:00:00.0000000","2018-02-23 10:47:08.0000000",,,,,,,,,,"POINT (-74.07505824864913 40.60984450911647)"
"131625","Staten Island","523","HYLAN BOULEVARD NORTH","Street",,,,,,"NARROWS ROAD NORTH","DONLEY AVENUE","501.0","5011C","10305.0","49.0","23.0","64.0","11.0","0055726","Retired","POINT (-74.0774957427307044 40.6071605806965366)","7F633A3C-270C-4143-8BCA-E5C4CA04A930","2015-04-20 11:57:00.0000000","2015-04-20 11:57:00.0000000",,,,,,,,,,"POINT (-74.0774957427307 40.60716058069654)"
"131626","Brooklyn","112","BAINBRIDGE STREET","Street",,,,,,"STUYVESANT AVENUE","LEWIS AVENUE","303.0","3034A","11233.0","36.0","25.0","56.0","8.0","0066215","Populated","POINT (-73.9329766803402748 40.6806903352695173)","E41F7509-8FFB-4533-8AD0-BB53FD9024BA","2015-03-11 04:00:00.0000000","2017-08-14 10:05:37.0000000",,,,,,,,,,"POINT (-73.93297668034027 40.68069033526952)"
"131628","Staten Island","10","SOUTH AVENUE","Street",,,,,,"ARLINGTON PLACE","RICHMOND TERRACE","501.0","5014C","10303.0","49.0","23.0","63.0","11.0","0051856","Retired","POINT (-74.1661195744477340 40.6400136791759934)","6136FB10-0E1C-46DD-9CEC-42DD9E74D41F","2015-03-11 04:00:00.0000000","2018-02-20 09:33:22.0000000",,,,,,,,,,"POINT (-74.16611957444773 40.64001367917599)"
"131629","Staten Island","174","KEMBALL AVENUE","Street",,,,,,"JEWETT AVENUE","WESTCOTT BOULEVARD","501.0","5013E","10314.0","50.0","24.0","63.0","11.0","0100663","Populated","POINT (-74.1289329667216776 40.6147661683141337)","C80C9E73-C3C3-4F1B-B629-1A60815C3347","2015-03-11 04:00:00.0000000","2018-12-04 15:55:08.0000000",,,,,,,,,,"POINT (-74.12893296672168 40.614766168314134)"
"131630","Queens","89-096","216 STREET","Street",,,,,,"90 AVENUE","89 AVENUE","413.0","4133C","11427.0","23.0","14.0","33.0","5.0","0031601","Empty","POINT (-73.7453906882797554 40.7246404610834105)","026741F0-9E70-4ABF-BF84-740E3C184AE3","2015-03-11 04:00:00.0000000",,,,,"40.724893","-73.745588","556","4227997","4106590047","Queens Village","POINT (-73.74539068827976 40.72464046108341)"
"131631","Queens","109-005","142 STREET","Street",,,,,,"GLASSBORO AVENUE","109 AVENUE","412.0","4124C","11435.0","28.0","10.0","32.0","5.0","0097565","Populated","POINT (-73.8044350016714787 40.6879392606431907)","DADC40C1-669C-4778-9862-ED93B881F4BD","2015-03-11 04:00:00.0000000","2016-10-19 17:01:21.0000000",,,,"40.687948","-73.804504","194","4462532","4119280051","South Jamaica","POINT (-73.80443500167148 40.68793926064319)"
"131632","Queens","25-46","BAYSIDE LANE","Street","1F",,,,,"166 STREET","25 DRIVE","407.0","4077D","11358.0","19.0","11.0","40.0","3.0","0096274","Empty","POINT (-73.7981754367322651 40.7734347273561752)","03E02A15-69F8-400D-A398-7A0EAF3D2ECD","2015-03-11 04:00:00.0000000","2017-04-20 07:58:08.0000000",,,,,,,,,,"POINT (-73.79817543673227 40.773434727356175)"
"132023","Queens","80-39","UTOPIA PARKWAY","Street",,,,,,"80 DRIVE","80 ROAD","408.0","4081C","11432.0","24.0","11.0","24.0","5.0",,"Populated","POINT (-73.7910284499714635 40.7246692159508754)","E7C101AF-A22E-40E5-A8D2-BE9163E434CB","2015-03-11 04:00:00.0000000","2019-12-20 21:08:19.0000000",,,,,,,,,,"POINT (-73.79102844997146 40.724669215950875)"
"132422","Queens","237-01","88 AVENUE","Street","88 AVENUE",,,,,"238 STREET","237 STREET","413.0","4132D","11426.0","23.0","11.0","33.0","3.0","0034367","Populated","POINT (-73.7294802227916364 40.7302683097152141)","BBAFBFDC-3381-460F-B26B-6F3DA1D6FBDE","2015-03-11 04:00:00.0000000","2017-04-14 09:18:30.0000000",,,,"40.730205","-73.728917","1621","4166599","4079560022","Bellerose","POINT (-73.72948022279164 40.730268309715214)"
"132822","Brooklyn","69","ENGERT AVENUE","Street","ECKFORD ST","9.0",,,,"GRAHAM AVENUE","ECKFORD STREET","301.0","3013B","11222.0","33.0","26.0","50.0","12.0","0045558","Populated","POINT (-73.9478864845337540 40.7214887778877213)","D62C0BBD-F7A1-4159-A5DF-C3F6819A0F05","2015-03-11 04:00:00.0000000",,,,,,,,,,,"POINT (-73.94788648453375 40.72148877788772)"
"133222","Brooklyn","44","ECKFORD STREET","Street","ECKFORD ST","10.0",,,,"DRIGGS AVENUE","ENGERT AVENUE","301.0","3013B","11222.0","33.0","26.0","50.0","12.0","0047350","Populated","POINT (-73.9478911609904941 40.7215155842919003)","33339081-AC85-4979-82DF-FC584908BD4D","2015-03-11 04:00:00.0000000",,,,,,,,,,,"POINT (-73.9478911609905 40.7215155842919)"
"133622","Brooklyn","2939","QUENTIN ROAD","Street","QUENTIN ROAD",,,,,"BURNETT STREET","STUART STREET","315.0","3152E","11229.0","46.0","22.0","41.0","9.0","0048417","Populated","POINT (-73.9432430677168355 40.6105491921927566)","DB766E89-84DD-4B5D-9053-EBC1DB98D638","2015-03-12 04:00:00.0000000","2023-01-09 15:02:42.0000000",,,,,,,,,,"POINT (-73.94324306771684 40.61054919219276)"
"133623","Brooklyn","764","51 STREET","Street",,,,,,"8 AVENUE","7 AVENUE","307.0","3073E","11220.0","38.0","20.0","49.0","7.0","0042316","Populated","POINT (-74.0049425118961750 40.6408764429972678)","1ABA0A50-DF59-4A68-8DDE-21414609B9F6","2015-03-12 04:00:00.0000000","2019-05-21 19:28:11.0000000",,,,"40.640973","-74.005005","108.01","3013757","3008020033","Sunset Park (Central)","POINT (-74.00494251189618 40.64087644299727)"
"133624","Queens","51-19","GORSLINE STREET","Street","GORSLINE STREET",,,,,"KNEELAND AVENUE","51 AVENUE","404.0","4041E","11373.0","25.0","16.0","39.0","6.0","0100059","Populated","POINT (-73.8846567181651324 40.7366594089017369)","BBB2EB70-F1DD-4DCE-B202-16F6F1E184A2","2015-03-12 04:00:00.0000000","2017-08-23 08:48:35.0000000",,,,,,,,,,"POINT (-73.88465671816513 40.73665940890174)"
"133625","Staten Island","131","3 STREET","Street",,,,,,"ROSE AVENUE","NEW DORP LANE","502.0","5022C","10306.0","50.0","24.0","62.0","11.0","0089718","Empty","POINT (-74.1190033558653028 40.5743626657294243)","2B98B1E0-0756-41BD-B29F-F0683EBD6F21","2015-03-12 04:00:00.0000000","2016-10-24 17:50:00.0000000",,,,"40.574545","-74.118771","134","5057255","5041920007","New Dorp-Midland Beach","POINT (-74.1190033558653 40.574362665729424)"
"133626","Staten Island","24","SYDNEY PLACE","Street","2f",,,,,"GELDNER AVENUE","FOXHOLM STREET","502.0","5022C","10306.0","50.0","24.0","62.0","11.0","0100241","Empty","POINT (-74.1210150664178116 40.5771613439105536)","A8AF2779-7B4F-48D9-BB6E-7353E61828DD","2015-03-12 04:00:00.0000000","2017-03-21 12:30:36.0000000",,,,,,,,,,"POINT (-74.12101506641781 40.577161343910554)"
"133627","Brooklyn","67","76 STREET","Street","76 Street","25.0",,,,"COLONIAL ROAD","NARROWS AVENUE","310.0","3102C","11209.0","43.0","22.0","64.0","11.0","0065488","Populated","POINT (-74.0347178727461852 40.6323709043420749)","4AA47C1B-F43E-4278-BF6E-41976955769C","2015-03-12 04:00:00.0000000","2016-10-07 14:55:36.0000000",,,,"40.632360","-74.034810","44","3148630","3059370060","Bay Ridge","POINT (-74.03471787274619 40.632370904342075)"
"134022","Brooklyn","434","EAST  5 STREET","Street","E 5 ST","43.0",,,,"AVENUE C","BEVERLY ROAD","312.0","3125E","11218.0","39.0","17.0","44.0","10.0","0087948","Populated","POINT (-73.9752479978841961 40.6416600674401280)","222A7188-3635-43AB-89CE-3869AE355AB4","2015-03-12 04:00:00.0000000","2019-06-27 16:56:33.0000000",,,,"40.641725","-73.975209","494","3125423","3053560031","Kensington","POINT (-73.9752479978842 40.64166006744013)"
"134023","Brooklyn","1117","NOSTRAND AVENUE","Street","NOSTRAND AV","12.0",,,,"MIDWOOD STREET","MAPLE STREET","309.0","3093A","11225.0","40.0","20.0","43.0","9.0","0044423","Populated","POINT (-73.9505110963249450 40.6604313169689746)","AC4AF472-64DE-41E8-9622-7D2DFB2AAF1F","2015-03-12 04:00:00.0000000","2018-11-20 18:49:25.0000000",,,,,,,,,,"POINT (-73.95051109632495 40.660431316968975)"
"134422","Brooklyn","1290","NEW YORK AVENUE","Street","NEW YORK AV","24.0",,,,"AVENUE D","CLARENDON ROAD","317.0","3175C","11203.0","45.0","21.0","58.0","9.0","0044196","Empty","POINT (-73.9457555280775551 40.6415227515553710)","0989961B-1F3A-4953-AA99-F87402A19F92","2015-03-12 04:00:00.0000000",,,,,,,,,,,"POINT (-73.94575552807756 40.64152275155537)"
"134423","Brooklyn","1480","PARK PLACE","Street","PARK PL",,,,,"ROCHESTER AVENUE","UTICA AVENUE","308.0","3083A","11213.0","36.0","25.0","55.0","9.0","0060195","Populated","POINT (-73.9284584200400872 40.6721758852251511)","DC245802-CFDC-43D4-9BB6-0D4C9E513DE2","2015-03-12 04:00:00.0000000","2022-12-09 20:02:00.0000000",,,,,,,,,,"POINT (-73.92845842004009 40.67217588522515)"
"134424","Staten Island","62","ROSS AVENUE","Street","1F",,,,,"4 STREET","3 STREET","502.0","5022C","10306.0","50.0","24.0","62.0","11.0","0035065","Populated","POINT (-74.1199640638880481 40.5730999274699826)","882EA2EB-6BFC-4458-AD4F-7B5CF0D54FA0","2015-03-12 04:00:00.0000000","2018-11-09 19:32:25.0000000",,,,,,,,,,"POINT (-74.11996406388805 40.57309992746998)"
"134425","Staten Island","66","1 STREET","Street","1f",,,,,"ROSS AVENUE","ROSE AVENUE","502.0","5022C","10306.0","50.0","24.0","62.0","11.0","0064925","Empty","POINT (-74.1209797629610136 40.5744710455229125)","9B9B49E0-33DF-4DCD-918B-824E767E1760","2015-03-12 04:00:00.0000000","2017-03-23 08:31:34.0000000",,,,"40.574384","-74.121136","134","5057278","5041940028","New Dorp-Midland Beach","POINT (-74.12097976296101 40.57447104552291)"
"134426","Brooklyn","2363","EAST  7 STREET","Street","E 7 STREET","26.0",,,,"CRAWFORD AVENUE","LANCASTER AVENUE","315.0","3155D","11223.0","47.0","22.0","45.0","11.0","0038552","Populated","POINT (-73.9630281666940448 40.5926824181899022)","999E89B0-EDAB-4D0B-87A8-D4621C1573B9","2015-03-12 04:00:00.0000000","2018-08-14 14:14:50.0000000",,,,"40.592656","-73.963082","390","3194995","3071840176","Gravesend (East)-Homecrest","POINT (-73.96302816669404 40.5926824181899)"
"134822","Staten Island","11","FOXHOLM STREET","Street","2f",,,,,"WALDEN AVENUE","SYDNEY PLACE","502.0","5022C","10306.0","50.0","24.0","62.0","11.0","0089531","Populated","POINT (-74.1204474510397517 40.5773693671106273)","BFF766DE-8B28-431D-AE72-10016BD0FE06","2015-03-13 04:00:00.0000000","2016-12-23 07:40:02.0000000",,,,,,,,,,"POINT (-74.12044745103975 40.57736936711063)"
