"school_year","opt_code","name","affiliation","site_type","street_address","city","state","zip","longitude","latitude","door_to_door_service","stop_to_school_service","common_carrier_svc_metrocards","site_reimbursement","mid_day_service","d2d_late_day_programs","s2s_late_day_programs"
"2016-2017","02549","P2G @ THE DOOR","Public","School","121 6TH AVENUE","Manhattan","NY","10013","-74.0047880000","40.7239230000","No","No","Yes","No","No","No","No"
"2016-2017","02551","NEW DESIGN HS","Public","School","350 GRAND STREET","Manhattan","NY","10002","-73.9893030000","40.7168500000","Yes","No","Yes","No","No","No","No"
"2016-2017","02554","ECOLE INTERNATIONALE DE NY","Nonsectarian","School","111 EAST 22ND STREET","Manhattan","NY","10010","-73.9859720000","40.7392490000","No","No","Yes","No","Yes","No","No"
"2016-2017","02555","MANHATTAN COMP NIGHT H.S.","Public","School","240 SECOND AVENUE","Manhattan","NY","10003","-73.9845790000","40.7326690000","No","No","Yes","No","No","No","No"
"2016-2017","02561","URBAN ACADEMY LABORATORY HS","Public","School","317 EAST 67TH STREET","Manhattan","NY","10021","-73.9600200000","40.7654290000","Yes","No","Yes","No","No","No","No"
"2016-2017","02563","ELEANOR ROOSEVELT HIGH SCHOOL","Public","School","411 EAST 76TH STREET","Manhattan","NY","10021","-73.9535630000","40.7702550000","Yes","No","Yes","No","No","No","No"
"2016-2017","02564","P2G @ STANLEY ISAACS NEIGH CTR","Public","School","1792 First Avenue","Manhattan","NY","10128","-73.9462420000","40.7811490000","No","No","Yes","No","No","No","No"
"2016-2017","02565","P2G @ CHELSEA HUDSON GUILD","Public","School","443-447 WEST 25 ST","Manhattan","NY","10001","-74.0016210000","40.7483840000","No","No","Yes","No","No","No","No"
"2016-2017","02566","P138M @ P033M","Public","School","281 NINTH AVE","Manhattan","NY","10001","-73.9997380000","40.7488490000","Yes","Yes","Yes","No","Yes","No","No"
"2016-2017","02568","THE GILLEN BREWER SCHOOL","Nonsectarian","School","410 EAST 92ND STREET","Manhattan","NY","10128","-73.9461540000","40.7804130000","Yes","No","Yes","No","Yes","No","No"
"2016-2017","02569","P2G- THE DOOR","Public","School","121 6TH AVENUE","Manhattan","NY","10012","-74.0047880000","40.7239230000","No","No","Yes","No","No","No","No"
"2016-2017","02571","OFF.OF FITNESS & HEALTH EDUC","Public","Office","52 CHAMBERS STREET ROOM 209","Manhattan","NY","10007","-74.0056230000","40.7137470000","No","No","No","No","No","No","No"
"2016-2017","02573","P2G-DOOR ART ACCESS-","Public","School","121 6TH AVENUE","Manhattan","NY","10012","-74.0047880000","40.7239230000","No","No","Yes","No","No","No","No"
"2016-2017","02574","JOHN V. LINDSAY WILDCAT ACAD.","Charter","School","17 BATTERY PLACE","Manhattan","NY","10004","-74.0161500000","40.7051280000","No","No","Yes","No","No","No","No"
"2016-2017","02580","THE ELLA BAKER SCHOOL","Public","School","317 EAST 67 STREET","Manhattan","NY","10021","-73.9600200000","40.7654290000","Yes","Yes","Yes","No","Yes","No","No"
"2016-2017","02582","HUMANITIES PREP. SCHOOL","Public","School","351 WEST 18 STREET","Manhattan","NY","10011","-74.0020690000","40.7429250000","Yes","No","Yes","No","No","No","No"
"2016-2017","02583","OFF OF ENGLISH LANG LEARNERS","Public","Office","52 CHAMBERS STREET  ROOM 220","Manhattan","NY","10007","-74.0056230000","40.7137470000","No","No","Yes","No","No","No","No"
"2016-2017","02584","ESSEX STREET ACADEMY","Public","School","350 GRAND STREET","Manhattan","NY","10002","-73.9893030000","40.7168500000","Yes","No","Yes","No","No","No","No"
"2016-2017","02587","Y.A.B.C.@ WASHINGTON IRVING HS","Public","School","40 IRVING PLACE","Manhattan","NY","10003","-73.9875440000","40.7354910000","No","No","Yes","No","No","No","No"
"2016-2017","02596","URBAN ASSEMBLY OF DESIGN CONST","Public","School","525 WEST 50TH STREET","Manhattan","NY","10019","-73.9926340000","40.7651370000","Yes","No","Yes","No","No","No","No"
"2016-2017","02601","P169M @ PS 59","Public","School","233 EAST 56TH STREET","Manhattan","NY","10022","-73.9671410000","40.7593030000","Yes","No","Yes","No","Yes","Yes","No"
"2016-2017","02605","P035M @ MANHATTAN SCHOOL","Public","School","317 WEST 52 STREET","Manhattan","NY","10019","-73.9858760000","40.7639280000","Yes","Yes","Yes","No","Yes","No","No"
"2016-2017","02606","P721M @ LEGACY HS","Public","School","34 WEST 14 STREET","Manhattan","NY","10011","-73.9948950000","40.7364460000","Yes","No","Yes","No","No","No","No"
"2016-2017","02609","OFFICE OF SCHOOL QUALITY","Public","Office","52 CHAMBERS STREET  ROOM 310","Manhattan","NY","10007","-74.0056230000","40.7137470000","No","No","Yes","No","No","No","No"
"2016-2017","02611","Keswell School","Nonsectarian","School","331 WEST 25 STREET","Manhattan","NY","10001","-73.9984420000","40.7470490000","Yes","No","Yes","No","No","No","No"
"2016-2017","02612","HS FOR DUAL LANG.& ASIAN STUDY","Public","School","350 GRAND STREET  5TH FLOOR","Manhattan","NY","10002","-73.9893030000","40.7168500000","No","No","Yes","No","Yes","No","No"
"2016-2017","02613","P751M@ HUMANTIES PREPARATORY","Public","School","351 WEST 18TH STREET","Manhattan","NY","10011","-74.0020690000","40.7429250000","No","No","Yes","No","No","No","No"
"2016-2017","02615","LA SCUOLA D'ITALIA G.MARCONI","Nonsectarian","School","406 EAST 67TH STREET","Manhattan","NY","10021","-73.9579500000","40.7643620000","No","No","Yes","No","Yes","No","No"
"2016-2017","02616","P751M @ HUNTER COLLEGE","Public","School","695 PARK AVENUE  12TH FLOOR","Manhattan","NY","10010","-73.9651700000","40.7688880000","No","No","Yes","No","No","No","No"
"2016-2017","02622","A.M.A.C. INC-SECONDARY","Other Religion","School","25 WEST 17 STREET","Manhattan","NY","10011","-73.9932020000","40.7384250000","Yes","No","Yes","No","Yes","No","No"
"2016-2017","02623","P751M @ BARUCH COLLEGE","Public","School","137 EAST 25 STREET","Manhattan","NY","10016","-73.9834210000","40.7407230000","Yes","No","Yes","No","No","No","No"
"2016-2017","02624","P751M @ GOODWILL","Public","School","220 EAST 23RD STREET","Manhattan","NY","10010","-73.9825520000","40.7384830000","No","No","No","No","No","No","No"
"2016-2017","02625","P751M @ V.A. HOSPITAL","Public","School","423 EAST 23RD STREET  FIRST FLOOR","Manhattan","NY","10010","-73.9776440000","40.7366080000","No","No","No","No","No","No","No"
"2016-2017","02628","OFFICE SCHOOL PROGRAMS","Public","Office","52 CHAMBERS STREET  ROOM 205","Manhattan","NY","10007","-74.0056230000","40.7137470000","No","No","Yes","No","No","No","No"
"2016-2017","02629","P402X@ NY PREBYTERIAN HOSP","Public","School","525 EAST 68TH STREET 11TH FLOOR","Manhattan","NY","10021","-73.9552050000","40.7642180000","No","No","Yes","No","No","No","No"
"2016-2017","02631","ROSIE'S BROADWAY KIDS DOE    S","Public","Office","445 WEST 45TH STREET","Manhattan","NY","10036","-73.9924820000","40.7609790000","No","No","No","No","No","No","No"
"2016-2017","02632","HAWTHORNE COUNTRY DAY SCHOOL","Nonsectarian","School","156 WILLIAM STREET","Manhattan","NY","10038","-74.0059290000","40.7099330000","Yes","No","Yes","No","No","No","No"
"2016-2017","02633","CUNY-COLLEGE NOW             S","Public","Office","101 WEST 31ST STREET  14TH FLOOR","Manhattan","NY","10001","-73.9895380000","40.7481500000","No","No","No","No","No","No","No"
"2016-2017","02634","OFF OF SAFETY & YOUTH DEVELOP","Public","Office","52 CHAMBERS STREET  ROOM 218","Manhattan","NY","10007","-74.0056230000","40.7137470000","No","No","Yes","No","No","No","No"
"2016-2017","02635","THE SPENCE SCHOOL","Nonsectarian","School","56 EAST 93RD STREET","Manhattan","NY","10128","-73.9550840000","40.7849950000","No","Yes","Yes","No","Yes","No","No"
"2016-2017","02639","CASSIDY'S PLACE","Nonsectarian","School","419 EAST 86TH STREET","Manhattan","NY","10028","-73.9487120000","40.7766950000","No","No","No","No","No","No","No"
"2016-2017","02645","THE TRANSFIGURATION KDRG.SCH.","Nonsectarian","School","10 CONFUCIUS PLAZA","Manhattan","NY","10002","-73.9974870000","40.7140050000","No","No","No","No","No","No","No"
"2016-2017","02646","FOOD AND FINANCE HS","Public","School","525 WEST 50TH STREET","Manhattan","NY","10019","-73.9926340000","40.7651370000","Yes","No","Yes","No","No","No","No"
"2016-2017","02650","MS 255 SALK SCHOOL OF SCIENCE","Public","School","320 EAST 20TH STREET FOURTH FLOOR","Manhattan","NY","10003","-73.9817200000","40.7356920000","No","Yes","Yes","No","No","No","No"
"2016-2017","02652","PACE HIGH SCHOOL","Public","School","100 HESTER STREET","Manhattan","NY","10002","-73.9931260000","40.7164800000","Yes","No","Yes","No","No","No","No"
"2016-2017","02654","COOKE CENTER ACADEMY","Nonsectarian","School","60 MACDOUGAL STREET","Manhattan","NY","10012","-74.0023310000","40.7276600000","Yes","No","Yes","No","Yes","No","No"
"2016-2017","02539","SOS","Public","School","121 6TH AVENUE","Manhattan","NY","10013","-74.0047880000","40.7239230000","No","No","No","No","No","No","No"
"2016-2017","02541","HS OF GRAPHIC COMM ARTS","Public","School","439 WEST 49TH STREET","Manhattan","NY","10019","-73.9905410000","40.7634360000","No","No","Yes","No","No","No","No"
"2016-2017","02655","CHILD SCH M.S. PATTERSON BLDG","Nonsectarian","School","537 MAIN STREET","Manhattan","NY","10044","-73.9500510000","40.7616610000","Yes","No","Yes","No","No","No","No"
"2016-2017","02656","CLARKE NYC AUDITORY SCHOOL","Nonsectarian","School","80 EAST END AVENUE","Manhattan","NY","10028","-73.9461900000","40.7731660000","No","No","No","No","No","No","No"
"2016-2017","02657","P2G @ MANHATTAN LRNG CTR","Public","School","317 WEST 52 STREET","Manhattan","NY","10019","-73.9858760000","40.7639280000","No","No","Yes","No","No","No","No"
"2016-2017","02658","NOTRE DAME SCHOOL","Parochial","School","327 WEST 13TH STREET","Manhattan","NY","10014","-74.0042390000","40.7396740000","No","No","Yes","No","No","No","No"
"2016-2017","02661","P751M @ FASHION INDUSTRIES HS","Public","School","225 WEST 24TH STREET","Manhattan","NY","10011","-73.9960180000","40.7452180000","Yes","No","Yes","No","No","No","No"
"2016-2017","02663","P751M @ ARMORY","Public","School","68 LEXINGTON AVENUE","Manhattan","NY","10016","-73.9837020000","40.7411170000","Yes","No","Yes","No","No","No","No"
"2016-2017","02664","P751M @ ICD","Public","School","340 EAST 24 STREET","Manhattan","NY","10010","-73.9787720000","40.7377610000","No","Yes","No","No","No","No","No"
"2016-2017","02665","SPECIAL EDUCATION INITIATIVES","Public","Office","52 CHAMBERS STREET ROOM 220","Manhattan","NY","10007","-74.0056230000","40.7137470000","No","No","Yes","No","No","No","No"
"2016-2017","02666","RABBI ARTHUR SCHNEIER PK EA DA","Yeshiva","School","164 EAST 68TH STREET","Manhattan","NY","10065","-73.9634080000","40.7674820000","No","Yes","Yes","No","Yes","No","Yes"
"2016-2017","02667","CHILD SCHOOL- HS EASTWOOD BLDG","Nonsectarian","School","566 MAIN STREET","Manhattan","NY","10044","-73.9492740000","40.7626020000","Yes","No","Yes","No","No","No","No"
"2016-2017","02668","P226M @ MILLENNIUM HS","Public","School","75 BROAD STREET","Manhattan","NY","10004","-74.0114520000","40.7044850000","Yes","No","Yes","No","No","No","No"
"2016-2017","02669","P169M @ METROPOLITAN HOSPITAL","Public","School","1900 2ND AVENUE-8 FLOOR SOUTH","Manhattan","NY","10029","-73.9459990000","40.7855770000","No","No","No","No","No","No","No"
"2016-2017","02677","P138M @ SCHOOL OF THE FUTURE","Public","School","127 EAST 22 STREET","Manhattan","NY","10010","-73.9854390000","40.7390240000","Yes","No","Yes","No","No","No","No"
"2016-2017","02685","P751M @ NYU FED CAP-SCH CAR","Public","School","119 WEST 19 STREET","Manhattan","NY","10011","-73.9953060000","40.7408400000","No","No","Yes","No","No","No","No"
"2016-2017","02686","OFFICE OF HOME SCHOOLING","Public","Office","52 CHAMBERS STREET","Manhattan","NY","10007","-74.0056230000","40.7137470000","No","No","No","No","No","No","No"
"2017-2018","01034","PS 34","Public","School","730 EAST 12TH STREET","Manhattan","NY","10009","-73.9752320000","40.7264040000","Yes","Yes","Yes","No","Yes","No","No"
"2016-2017","02687","ACAD OF INFO-TECHNOLOGY TWEED","Public","Office","52 CHAMBERS STREET  ROOM 209","Manhattan","NY","10007","-74.0056230000","40.7137470000","No","No","No","No","No","No","No"
"2016-2017","02692","BRITISH INTERNATIONAL SCH.N.Y.","Nonsectarian","School","20 WATERSIDE PLAZA","Manhattan","NY","10010","-73.9740000000","40.7372010000","No","Yes","Yes","No","Yes","No","No"
"2016-2017","02696","ALTERNATE LEARNING CENTERS","Public","Office","52 CHAMBERS STREET   ROOM 218","Manhattan","NY","10007","-74.0056230000","40.7137470000","No","No","No","No","No","No","No"
"2016-2017","02697","LINDAMOOD BELL LRNG (IMPARTIAL","Nonsectarian","School","110 E. 55th STREET","Manhattan","NY","10021","-73.9710430000","40.7599380000","No","No","Yes","No","No","No","No"
"2016-2017","02699","LEARNING SPRING ELEM SCHOOL","Nonsectarian","School","247 EAST 20TH STREET","Manhattan","NY","10003","-73.9831200000","40.7364760000","Yes","No","Yes","No","Yes","No","No"
"2016-2017","02706","LA SCUOLA NEW YORK 'G.MARCONI'","Nonsectarian","School","12 EAST 96 STREET","Manhattan","NY","10128","-73.9552680000","40.7876000000","No","Yes","Yes","No","Yes","No","No"
"2016-2017","02707","EAST MANHATTAN SCHOOL","Nonsectarian","School","31-35 WEST 15TH STREET","Manhattan","NY","10011","-73.9942240000","40.7372520000","No","No","No","No","No","No","No"
"2016-2017","02710","LYCEUM KENNEDY FRENCH SCHOOL","Nonsectarian","School","225 EAST 43 ST","Manhattan","NY","10017","-73.9731870000","40.7512130000","No","No","Yes","No","Yes","No","No"
"2016-2017","02711","CONVENT SACRED HEART SCH","Parochial","School","1 EAST 91ST STREET","Manhattan","NY","10128","-73.9578020000","40.7846910000","No","Yes","Yes","No","No","No","No"
"2016-2017","02714","MANHATTAN H.S FOR GIRLS","Yeshiva","School","154 EAST 70 STREET","Manhattan","NY","10021","-73.9627190000","40.7688300000","No","No","Yes","No","Yes","No","No"
"2016-2017","02715","NYCTA-FARE MEDIA PROGRAMS","Nonsectarian","Office","2 BROADWAY    D11.45","Manhattan","NY","10004","-74.0130880000","40.7041290000","No","No","Yes","No","No","No","No"
"2016-2017","02716","OFF OF SCHOOL SAFETY-PBIS-SEL","Public","Office","400 1ST AVENUE  3RD FLOOR","Manhattan","NY","10010","-73.9782140000","40.7370700000","No","No","No","No","No","No","No"
"2016-2017","02717","SACRED HEART JESUS SCH","Parochial","School","456 WEST 52ND STREET","Manhattan","NY","10019","-73.9896500000","40.7653210000","No","No","Yes","No","No","No","No"
"2016-2017","02721","P721M @ MANHATTAN OTC","Public","School","250 WEST HOUSTON STREET","Manhattan","NY","10014","-74.0059750000","40.7287520000","Yes","No","Yes","No","Yes","Yes","No"
"2016-2017","02725","ST STEPHEN OF HUNGARY SCHOOL","Parochial","School","408 EAST 82ND STREET","Manhattan","NY","10028","-73.9508660000","40.7740280000","No","Yes","Yes","No","Yes","No","No"
"2016-2017","02727","TRANSFIGURATION LOWER SCHOOL","Parochial","School","29 MOTT STREET","Manhattan","NY","10013","-73.9989380000","40.7147140000","No","No","Yes","No","Yes","No","No"
"2016-2017","02728","GUARDIAN ANGEL SCHOOL","Parochial","School","193 10TH AVENUE","Manhattan","NY","10011","-74.0049780000","40.7467540000","Yes","No","Yes","No","No","No","No"
"2016-2017","02730","MONTESSORI SCH. OF NEW YORK","Nonsectarian","School","347 EAST 55TH STREET","Manhattan","NY","10022","-73.9650730000","40.7576130000","No","No","Yes","No","Yes","No","No"
"2016-2017","02732","XAVIER HIGH SCHOOL","Parochial","School","30 WEST 16TH STREET","Manhattan","NY","10011","-73.9938340000","40.7377300000","No","No","Yes","No","No","No","No"
"2016-2017","02733","NYC-DOE CENTRAL-","Public","Office","52 CHAMBERS STREET   ROOM 108","Manhattan","NY","10007","-74.0056230000","40.7137470000","No","No","Yes","No","No","No","No"
"2016-2017","02734","THE LANG SCHOOL","Nonsectarian","School","11 BROADWAY  3RD FLOOR","Manhattan","NY","10004","-74.0137640000","40.7054540000","Yes","No","Yes","No","No","No","No"
"2016-2017","02735","ACADEMY OF ST JOSEPH","Parochial","School","111 WASHINGTON PLACE","Manhattan","NY","10014","-74.0009800000","40.7326460000","No","No","Yes","No","No","No","No"
"2016-2017","02737","MESIVTHA TIFERETH JRSLM AMER","Yeshiva","School","145 EAST BROADWAY","Manhattan","NY","10002","-73.9911650000","40.7138830000","Yes","Yes","Yes","No","Yes","No","Yes"
"2016-2017","02748","GRACE CHURCH SCHOOL","Christian","School","86 4TH AVENUE","Manhattan","NY","10003","-73.9904060000","40.7316780000","No","Yes","Yes","No","No","No","No"
"2016-2017","02750","THE FAMILY SCHOOL","Nonsectarian","School","323 EAST 47TH STREET","Manhattan","NY","10017","-73.9691750000","40.7527850000","No","No","Yes","No","No","No","No"
"2016-2017","02751","RAMAZ LOWER SCHOOL","Yeshiva","School","125 EAST 85TH STREET","Manhattan","NY","10028","-73.9566770000","40.7791610000","No","Yes","Yes","No","No","No","No"
"2016-2017","02701","CITY AS SCHOOL","Public","School","16 CLARKSON STREET","Manhattan","NY","10014","-74.0061460000","40.7293330000","No","No","Yes","No","No","No","No"
"2016-2017","02753","PHILOSOPHY DAY SCHOOL","Nonsectarian","School","12 EAST 79 ST","Manhattan","NY","10021","-73.9631400000","40.7766580000","No","No","Yes","No","No","No","No"
"2016-2017","02756","MARYMOUNT SCHOOL OF NY","Parochial","School","1026 5TH AVENUE","Manhattan","NY","10028","-73.9614260000","40.7799750000","No","Yes","Yes","No","No","No","No"
"2016-2017","02760","EPIPHANY LOWER SCHOOL","Parochial","School","234 EAST 22ND STREET","Manhattan","NY","10010","-73.9828120000","40.7377230000","No","Yes","Yes","No","Yes","No","No"
"2016-2017","02761","P094M @ PS 126 CHINATOWN YMCA","Public","School","80 CATHERINE STREET","Manhattan","NY","10038","-73.9968410000","40.7111740000","No","No","No","No","No","No","No"
