"eventid","eventtype","startdatetime","enddatetime","enteredon","eventagency","parkingheld","borough","communityboard_s","policeprecinct_s","category","subcategoryname","country","zipcode_s"
"717242","Shooting Permit","2023-05-23T06:00:00.000","2023-05-23T22:00:00.000","2023-05-17T08:12:36.000","Mayor's Office of Film, Theatre & Broadcasting","EAST   43 STREET between TUDOR CITY PLACE and 2 AVENUE,  EAST   58 STREET between 5 AVENUE and MADISON AVENUE","Manhattan","5, 6, 64, 8","17, 18, 19, 22","Still Photography","Not Applicable","United States of America","10017, 10019, 10022, 10023, 10065"
"717219","DCAS Prep/Shoot/Wrap Permit","2023-05-22T15:00:00.000","2023-05-22T23:00:00.000","2023-05-16T22:26:45.000","Mayor's Office of Film, Theatre & Broadcasting","CHAMBERS STREET between ELK STREET and BROADWAY","Manhattan","1","1, 5","Still Photography","Not Applicable","United States of America","10007"
"717174","Shooting Permit","2023-05-23T06:00:00.000","2023-05-23T21:00:00.000","2023-05-16T18:17:47.000","Mayor's Office of Film, Theatre & Broadcasting","GRAND AVENUE between GATES AVENUE and PUTNAM AVENUE","Brooklyn","2","88","WEB","Not Applicable","United States of America","11238"
"717155","Shooting Permit","2023-05-20T06:00:00.000","2023-05-20T18:00:00.000","2023-05-16T17:04:10.000","Mayor's Office of Film, Theatre & Broadcasting","HERKIMER STREET between METROPOLITAN AVENUE and CITY BOULEVARD","Staten Island","1","120","Film","Feature","United States of America","10301"
"717149","Shooting Permit","2023-05-19T08:00:00.000","2023-05-19T22:00:00.000","2023-05-16T16:58:40.000","Mayor's Office of Film, Theatre & Broadcasting","28 STREET between 20 AVENUE and 21 AVENUE","Queens","1","114","Film","Feature","United States of America","11105"
"717134","Shooting Permit","2023-05-19T02:00:00.000","2023-05-20T05:00:00.000","2023-05-16T16:05:12.000","Mayor's Office of Film, Theatre & Broadcasting","BROOME STREET between CENTRE STREET and CROSBY STREET,  BROOME STREET between ELIZABETH STREET and MOTT STREET,  LAFAYETTE STREET between GRAND STREET and BROOME STREET,  GRAND STREET between BOWERY and CHRYSTIE STREET,  GRAND STREET between CHRYSTIE STREET and BOWERY,  BOWERY between HESTER STREET and GRAND STREET,  FORSYTH STREET between GRAND STREET and BROOME STREET,  CHRYSTIE STREET between CANAL STREET and GRAND STREET","Manhattan","2, 3","5","Film","Feature","United States of America","10002, 10013"
"717132","Shooting Permit","2023-05-22T05:00:00.000","2023-05-22T23:00:00.000","2023-05-16T16:00:52.000","Mayor's Office of Film, Theatre & Broadcasting","THOMPSON STREET between BROOME STREET and SPRING STREET,  BROOME STREET between THOMPSON STREET and SULLIVAN STREET","Manhattan","2","1","Still Photography","Not Applicable","United States of America","10012, 10013"
"717117","Shooting Permit","2023-05-23T07:00:00.000","2023-05-23T22:00:00.000","2023-05-16T15:21:01.000","Mayor's Office of Film, Theatre & Broadcasting","KENT STREET between WEST STREET and DEAD END,  JAVA STREET between WEST STREET and DEAD END","Brooklyn","1","94","Television","Episodic series","United States of America","11222"
"717116","Shooting Permit","2023-05-22T06:00:00.000","2023-05-22T21:00:00.000","2023-05-16T15:18:02.000","Mayor's Office of Film, Theatre & Broadcasting","KENT STREET between WEST STREET and DEAD END,  JAVA STREET between WEST STREET and DEAD END","Brooklyn","1","94","Television","Episodic series","United States of America","11222"
"717107","Shooting Permit","2023-05-18T07:30:00.000","2023-05-18T19:30:00.000","2023-05-16T15:04:31.000","Mayor's Office of Film, Theatre & Broadcasting","BERRY STREET between SOUTH    8 STREET and SOUTH    9 STREET","Brooklyn","1","90","Commercial","Commercial","United States of America","11249"
"717098","Shooting Permit","2023-05-24T06:00:00.000","2023-05-24T23:00:00.000","2023-05-16T14:47:53.000","Mayor's Office of Film, Theatre & Broadcasting","BOWERY between GRAND STREET and DELANCEY STREET,  ELIZABETH STREET between BROOME STREET and GRAND STREET,  ELIZABETH STREET between BROOME STREET and KENMARE STREET,  KENMARE STREET between ELIZABETH STREET and BOWERY,  BROOME STREET between ELIZABETH STREET and BOWERY,  DELANCEY STREET between BOWERY and CHRYSTIE STREET,  DELANCEY STREET between BOWERY and CHRYSTIE STREET,  DELANCEY STREET between CHRYSTIE STREET and ALLEN STREET,  ALLEN STREET between RIVINGTON STREET and DELANCEY STREET","Manhattan","2, 3","5, 7","Television","Episodic series","United States of America","10002, 10012, 10013"
"717094","Shooting Permit","2023-05-23T06:00:00.000","2023-05-23T23:00:00.000","2023-05-16T14:40:45.000","Mayor's Office of Film, Theatre & Broadcasting","BOWERY between GRAND STREET and DELANCEY STREET,  ELIZABETH STREET between BROOME STREET and GRAND STREET,  ELIZABETH STREET between BROOME STREET and KENMARE STREET,  KENMARE STREET between ELIZABETH STREET and BOWERY,  BROOME STREET between ELIZABETH STREET and BOWERY,  DELANCEY STREET between BOWERY and CHRYSTIE STREET,  DELANCEY STREET between BOWERY and CHRYSTIE STREET,  DELANCEY STREET between CHRYSTIE STREET and ALLEN STREET,  ALLEN STREET between RIVINGTON STREET and DELANCEY STREET","Manhattan","2, 3","5, 7","Television","Episodic series","United States of America","10002, 10012, 10013"
"717091","Shooting Permit","2023-05-24T06:00:00.000","2023-05-24T21:00:00.000","2023-05-16T14:25:50.000","Mayor's Office of Film, Theatre & Broadcasting","DEGRAW STREET between HOYT STREET and SMITH STREET","Brooklyn","6","76","WEB","Not Applicable","United States of America","11231"
"717090","Shooting Permit","2023-05-18T07:00:00.000","2023-05-18T19:00:00.000","2023-05-16T14:23:51.000","Mayor's Office of Film, Theatre & Broadcasting","CANAL STREET between LUDLOW STREET and ALLEN STREET,  ALLEN STREET between CANAL STREET and HESTER STREET","Manhattan","3","5, 7","Still Photography","Not Applicable","United States of America","10002"
"717078","Shooting Permit","2023-05-25T06:00:00.000","2023-05-25T23:59:00.000","2023-05-16T13:54:02.000","Mayor's Office of Film, Theatre & Broadcasting","WOODPOINT ROAD between CONSELYEA STREET and SKILLMAN AVENUE,  SKILLMAN AVENUE between GRAHAM AVENUE and WOODPOINT ROAD,  CONSELYEA STREET between HUMBOLDT STREET and WOODPOINT ROAD,  WOODPOINT ROAD between SKILLMAN AVENUE and WITHERS STREET,  WITHERS STREET between HUMBOLDT STREET and WOODPOINT ROAD,  HUMBOLDT STREET between FROST STREET and JACKSON STREET","Brooklyn","1","94","Television","Episodic series","United States of America","11211"
"717074","Shooting Permit","2023-05-26T06:00:00.000","2023-05-26T21:00:00.000","2023-05-16T13:44:18.000","Mayor's Office of Film, Theatre & Broadcasting","MARY WARREN PLACE between SUTTER AVENUE and BELMONT AVENUE","Brooklyn","5","75","Documentary","Not Applicable","United States of America","11207"
"717072","Shooting Permit","2023-05-23T07:00:00.000","2023-05-23T21:00:00.000","2023-05-16T13:42:21.000","Mayor's Office of Film, Theatre & Broadcasting","WEST   46 STREET between 6 AVENUE and 5 AVENUE,  WEST   45 STREET between 6 AVENUE and 5 AVENUE,  WEST   44 STREET between 5 AVENUE and 6 AVENUE,  WEST   51 STREET between 5 AVENUE and 6 AVENUE,  22 STREET between QUEENS PLAZA SOUTH and 43 AVENUE,  43 AVENUE between 21 STREET and 22 STREET,  21 STREET between QUEENS PLAZA SOUTH and 43 AVENUE,  QUEENS PLAZA SOUTH between 21 STREET and 22 STREET,  EAST   45 STREET between 5 AVENUE and MADISON AVENUE,  WEST   45 STREET between 6 AVENUE and 7 AVENUE","Manhattan","2, 5","108, 14, 18","Television","Episodic series","United States of America","10017, 10019, 10020, 10036, 11101"
"717069","Shooting Permit","2023-05-25T06:00:00.000","2023-05-25T21:00:00.000","2023-05-16T13:40:19.000","Mayor's Office of Film, Theatre & Broadcasting","MARY WARREN PLACE between SUTTER AVENUE and BELMONT AVENUE","Brooklyn","5","75","Documentary","Not Applicable","United States of America","11207"
"717067","Shooting Permit","2023-05-24T06:00:00.000","2023-05-24T21:00:00.000","2023-05-16T13:37:15.000","Mayor's Office of Film, Theatre & Broadcasting","MARY WARREN PLACE between SUTTER AVENUE and BELMONT AVENUE","Brooklyn","5","75","Documentary","Not Applicable","United States of America","11207"
"717062","Shooting Permit","2023-05-23T06:00:00.000","2023-05-23T21:00:00.000","2023-05-16T13:31:44.000","Mayor's Office of Film, Theatre & Broadcasting","MARY WARREN PLACE between SUTTER AVENUE and BELMONT AVENUE","Brooklyn","5","75","Documentary","Not Applicable","United States of America","11207"
"717061","Shooting Permit","2023-05-22T06:00:00.000","2023-05-22T21:00:00.000","2023-05-16T13:27:57.000","Mayor's Office of Film, Theatre & Broadcasting","MARY WARREN PLACE between SUTTER AVENUE and BELMONT AVENUE","Brooklyn","5","75","Documentary","Not Applicable","United States of America","11207"
"717060","Shooting Permit","2023-05-19T06:00:00.000","2023-05-19T21:00:00.000","2023-05-16T13:23:31.000","Mayor's Office of Film, Theatre & Broadcasting","MARY WARREN PLACE between BELMONT AVENUE and SUTTER AVENUE","Brooklyn","5","75","Documentary","Not Applicable","United States of America","11207"
"717051","Shooting Permit","2023-05-19T06:00:00.000","2023-05-19T22:00:00.000","2023-05-16T12:56:10.000","Mayor's Office of Film, Theatre & Broadcasting","STARR AVENUE between VAN DAM STREET and BORDEN AVENUE,  STARR AVENUE between VAN DAM STREET and 34 STREET,  REVIEW AVENUE between 35 STREET and 29 STREET","Queens","2","108","Television","Episodic series","United States of America","11101"
"717050","Shooting Permit","2023-05-18T06:00:00.000","2023-05-18T22:00:00.000","2023-05-16T12:55:46.000","Mayor's Office of Film, Theatre & Broadcasting","STARR AVENUE between VAN DAM STREET and BORDEN AVENUE,  STARR AVENUE between VAN DAM STREET and 34 STREET,  REVIEW AVENUE between 35 STREET and 29 STREET","Queens","2","108","Television","Episodic series","United States of America","11101"
"717041","Theater Load in and Load Outs","2023-05-21T00:01:00.000","2023-05-24T06:00:00.000","2023-05-16T12:40:34.000","Mayor's Office of Film, Theatre & Broadcasting","WEST   35 STREET between 8 AVENUE and 9 AVENUE,  WEST   34 STREET between 8 AVENUE and 9 AVENUE","Manhattan","4","14","Theater","Theater","United States of America","10001"
"717038","Shooting Permit","2023-05-23T06:00:00.000","2023-05-23T20:00:00.000","2023-05-16T12:37:04.000","Mayor's Office of Film, Theatre & Broadcasting","DEGRAW STREET between HOYT STREET and SMITH STREET","Brooklyn","6","76","WEB","Not Applicable","United States of America","11231"
"717016","Theater Load in and Load Outs","2023-05-17T06:00:00.000","2023-05-18T05:30:00.000","2023-05-16T12:03:04.000","Mayor's Office of Film, Theatre & Broadcasting","AMSTERDAM AVENUE between WEST   73 STREET and WEST   75 STREET,  WEST   75 STREET between AMSTERDAM AVENUE and BROADWAY,  BROADWAY between WEST   74 STREET and WEST   75 STREET","Manhattan","7","20","Theater","Theater","United States of America","10023"
"716993","Shooting Permit","2023-05-19T11:00:00.000","2023-05-20T03:00:00.000","2023-05-16T11:26:31.000","Mayor's Office of Film, Theatre & Broadcasting","RIVERSIDE DRIVE between WEST  156 STREET and WEST  157 STREET,  WEST  157 STREET between RIVERSIDE DRIVE and EDWARD M MORGAN PLACE","Manhattan","12","33","Film","Feature","United States of America","10032"
"716949","Shooting Permit","2023-05-18T07:00:00.000","2023-05-18T21:00:00.000","2023-05-16T09:54:17.000","Mayor's Office of Film, Theatre & Broadcasting","5 AVENUE between EAST   95 STREET and EAST   96 STREET,  EAST   95 STREET between MADISON AVENUE and PARK AVENUE","Manhattan","11, 64, 8","19, 22, 23","WEB","Not Applicable","United States of America","10024, 10029, 10128"
"716935","Shooting Permit","2023-05-18T07:00:00.000","2023-05-18T20:00:00.000","2023-05-16T09:22:43.000","Mayor's Office of Film, Theatre & Broadcasting","WHITE STREET between BROADWAY and CHURCH STREET,  EAST BROADWAY between PIKE STREET and RUTGERS STREET","Manhattan","1, 2, 3","1, 5, 7, 9","Still Photography","Not Applicable","United States of America","10002, 10003, 10009, 10012, 10013"
"716882","Shooting Permit","2023-05-18T11:00:00.000","2023-05-19T02:00:00.000","2023-05-15T20:48:59.000","Mayor's Office of Film, Theatre & Broadcasting","RIVERSIDE DRIVE between WEST  156 STREET and WEST  157 STREET,  WEST  157 STREET between RIVERSIDE DRIVE and EDWARD M MORGAN PLACE","Manhattan","12","33","Film","Feature","United States of America","10032"
"716860","Shooting Permit","2023-05-19T08:00:00.000","2023-05-19T20:00:00.000","2023-05-15T19:12:03.000","Mayor's Office of Film, Theatre & Broadcasting","54 AVENUE between CENTER BOULEVARD and 2 STREET","Queens","2","108","Still Photography","Not Applicable","United States of America","11101"
"716858","Shooting Permit","2023-05-18T08:00:00.000","2023-05-18T21:00:00.000","2023-05-15T19:08:19.000","Mayor's Office of Film, Theatre & Broadcasting","HOYT AVENUE NORTH between 19 STREET and 21 STREET,  19TH STREET between HOYT AVE NORTH and 24TH RD,  31ST STREET between ASTORIA BLVD and HOYT AVE SOUTH,  ASTORIA BLVD. between 31ST and HOYT AVE SOUTH,  32ND STREET between ASTORIA BOULEVARD and 28 AVENUE","Queens","1","114","Commercial","Commercial","United States of America","11102, 11103, 11105"
"716821","Shooting Permit","2023-05-22T07:00:00.000","2023-05-22T21:00:00.000","2023-05-15T16:52:15.000","Mayor's Office of Film, Theatre & Broadcasting","WEST   46 STREET between 7 AVENUE and 6 AVENUE,  WEST   45 STREET between 7 AVENUE and 5 AVENUE,  WEST   44 STREET between 6 AVENUE and 5 AVENUE,  EAST   44 STREET between 5 AVENUE and VANDERBILT AVENUE,  EAST   43 STREET between 5 AVENUE and VANDERBILT AVENUE,  WEST   51 STREET between 5 AVENUE and 6 AVENUE,  22 STREET between QUEENS PLAZA SOUTH and 43 AVENUE,  43 AVENUE between 22 STREET and 21 STREET,  21 STREET between QUEENS PLAZA SOUTH and 43 AVENUE,  QUEENS PLAZA SOUTH between 21 STREET and 22 STREET","Manhattan","2, 5","108, 14, 18","Television","Episodic series","United States of America","10017, 10019, 10020, 10036, 11101"
"716805","Shooting Permit","2023-05-17T07:30:00.000","2023-05-17T19:30:00.000","2023-05-15T16:00:26.000","Mayor's Office of Film, Theatre & Broadcasting","WEST  122 STREET between RIVERSIDE DRIVE and CLAREMONT AVENUE","Manhattan","9","26","Commercial","Commercial","United States of America","10024, 10027"
"716798","Shooting Permit","2023-05-20T06:00:00.000","2023-05-20T22:00:00.000","2023-05-15T15:55:17.000","Mayor's Office of Film, Theatre & Broadcasting","CLIFTON PLACE between FRANKLIN AVENUE and BEDFORD AVENUE,  FRANKLIN AVENUE between CLIFTON PLACE and GREENE AVENUE","Brooklyn","3","79","Commercial","Commercial","United States of America","11205, 11216, 11238"
"716770","Shooting Permit","2023-05-17T07:00:00.000","2023-05-17T20:00:00.000","2023-05-15T14:50:56.000","Mayor's Office of Film, Theatre & Broadcasting","BAXTER STREET between WORTH STREET and HOGAN PLACE,  ALLEN STREET between CANAL STREET and HESTER STREET","Manhattan","1, 3","5, 7","Still Photography","Not Applicable","United States of America","10002, 10013"
"716745","Theater Load in and Load Outs","2023-05-20T00:01:00.000","2023-05-21T06:00:00.000","2023-05-15T14:18:29.000","Mayor's Office of Film, Theatre & Broadcasting","WEST   55 STREET between 11 AVENUE and 12 AVENUE,  WEST   56 STREET between 11 AVENUE and 12 AVENUE,  11 AVENUE between WEST   55 STREET and WEST   56 STREET","Manhattan","4","18","Theater","Theater","United States of America","10019"
"716720","Theater Load in and Load Outs","2023-05-28T00:01:00.000","2023-05-29T06:00:00.000","2023-05-15T13:55:57.000","Mayor's Office of Film, Theatre & Broadcasting","FROST STREET between DEBEVOISE AVENUE and MORGAN AVENUE,  DEBEVOISE AVENUE between FROST STREET and RICHARDSON STREET","Brooklyn","1","94","Theater","Theater","United States of America","11222"
"716705","Theater Load in and Load Outs","2023-05-21T00:01:00.000","2023-05-23T06:00:00.000","2023-05-15T13:42:22.000","Mayor's Office of Film, Theatre & Broadcasting","FROST STREET between DEBEVOISE AVENUE and MORGAN AVENUE,  DEBEVOISE AVENUE between FROST STREET and RICHARDSON STREET","Brooklyn","1","94","Theater","Theater","United States of America","11222"
"716692","Theater Load in and Load Outs","2023-05-19T00:01:00.000","2023-05-20T23:59:00.000","2023-05-15T13:21:29.000","Mayor's Office of Film, Theatre & Broadcasting","FROST STREET between DEBEVOISE AVENUE and MORGAN AVENUE,  DEBEVOISE AVENUE between FROST STREET and RICHARDSON STREET","Brooklyn","1","94","Theater","Theater","United States of America","11222"
"716636","Shooting Permit","2023-05-22T06:00:00.000","2023-05-22T19:00:00.000","2023-05-15T12:15:22.000","Mayor's Office of Film, Theatre & Broadcasting","WEST   24 STREET between 6 AVENUE and 7 AVENUE","Manhattan","4","13","WEB","Not Applicable","United States of America","10011"
"716605","Shooting Permit","2023-05-27T07:00:00.000","2023-05-27T22:00:00.000","2023-05-15T11:50:44.000","Mayor's Office of Film, Theatre & Broadcasting","BROADWAY between 21 STREET and 23 STREET,  23 STREET between BROADWAY and 31 DRIVE","Queens","1","114","Television","Reality","United States of America","11106"
