"permit_number","expiration_date","address_no","address_st","bo","zip","bbl","bin","census_tract_2010","city_council_district","community_district","nta_code","latitude","longitude"
"40422169","1993-12-31T00:00:00.000","4168","OCEAN AVE","BROOKLYN","11235","3087370087","3246160","062000","48","315","BK17","40.578800841402","-73.947520810365"
"40422170","1992-12-31T00:00:00.000","7216","AVENUE V","BROOKLYN","11234","3084410042","3237949","070600","46","318","BK45","40.618773016044","-73.904722067145"
"40422174","1996-12-31T00:00:00.000","7215","AVENUE Y","BROOKLYN","11234","3084590001","3238402","070600","46","318","BK45","40.614324993847","-73.899786750518"
"40422175","1994-12-31T00:00:00.000","9009","SEAVIEW AVE","BROOKLYN","11236","3082930006","3234168","102400","46","318","BK50","40.630487355395","-73.894848317635"
"40422176","1990-12-31T00:00:00.000","1741","E 93RD ST","BROOKLYN","11236","3083240026","3235176","102800","46","318","BK50","40.630711121565","-73.890524720195"
"40422177","2007-12-31T00:00:00.000","2122","ROYCE ST","BROOKLYN","11234","3084340052","3237786","070000","46","318","BK45","40.621135636087","-73.903955018720"
"40422179","2000-12-31T00:00:00.000","2137","84TH ST","BROOKLYN","11214","3063300063","3165274","029000","47","311","BK28","40.603886348244","-73.993931898594"
"40422180","2014-12-31T00:00:00.000","7502","AVENUE V","BROOKLYN","11234","3084440038","3238034","070600","46","318","BK45","40.620162814590","-73.902573205668"
"40422181","1994-12-31T00:00:00.000","902","65 STREET","BROOKLYN","11219","3057500032","3328856","012000","38","310","BK34","40.631169220518","-74.010134465529"
"40422183","1993-12-31T00:00:00.000","1496","E 51ST ST","BROOKLYN","11234","3078300074","3217745","067600","46","318","BK58","40.624075473442","-73.926425785942"
"40422184","1994-12-31T00:00:00.000","2261","E 38TH ST","BROOKLYN","11234","3085550116","3242272","066200","46","318","BK45","40.606475108710","-73.925195575175"
"40422185","1996-12-31T00:00:00.000","1880","E 26TH ST","BROOKLYN","11229","3068310039","3184393","056200","48","315","BK44","40.605298638355","-73.946682400846"
"40422186","2012-12-31T00:00:00.000","2617","EAST 26 STREET","BROOKLYN","11235","3074710073","3205310","060000","48","315","BK17","40.588545666909","-73.943487856240"
"40422187","2000-12-31T00:00:00.000","8806","24TH AVE","BROOKLYN","11214","3068900052","3186614","030400","47","311","BK29","40.595078317441","-73.993749062836"
"40422188","2000-12-31T00:00:00.000","204","BAY 29 STREET","BROOKLYN","11214","3064467501","3168960","029200","47","311","BK27","40.598325565421","-73.998840495373"
"40422189","2005-12-31T00:00:00.000","170","BAY 29 STREET","BROOKLYN","11214","3064467503","3168955","029200","47","311","BK27","40.598836089098","-73.998303941395"
"40422191","1990-12-31T00:00:00.000","3915","BEDFORD AVE","BROOKLYN","11229","3068310080","3184413","056200","48","315","BK44","40.606309250341","-73.947834031911"
"40422195","2008-12-31T00:00:00.000","104","GIRARD ST","BROOKLYN","11235","3087490247","3246433","062000","48","315","BK17","40.579670115152","-73.945752555623"
"40422196","2008-12-31T00:00:00.000","407","BEACH 124 STREET","QUEENS","11694","4162060037","4304259","093401","32","414","QN10","40.579594549082","-73.845051634111"
"40422197","2011-12-31T00:00:00.000","273","BEACH 139 STREET","QUEENS","11694","4162730011","4306076","092800","32","414","QN10","40.574691599305","-73.857132752843"
"40422201","2009-12-31T00:00:00.000","138-77","QUEENS BLVD","QUEENS","11435","4096450011","4206501","021400","24","408","QN35","40.706853653032","-73.817036139430"
"40422203","2014-12-31T00:00:00.000","162-18","96 STREET","QUEENS","11414","4141970013","4295780","088400","32","410","QN57","40.654088803963","-73.835691419870"
"40422204","1996-12-31T00:00:00.000","1803","AVENUE W","BROOKLYN","11229","3073790050","3200919","059200","48","315","BK17","40.594656934035","-73.952545747123"
"40422205","1996-12-31T00:00:00.000","44611","BEACH 149 STREET","QUEENS","11694","4163140013","4306938","092200","32","414","QN10","40.569726799496","-73.864335019543"
"40422206","1996-12-31T00:00:00.000","149-03","NEWPORT AVE","QUEENS","11694","4163060001","4306837","092200","32","414","QN10","40.572481779668","-73.865992395422"
"40422213","1990-12-31T00:00:00.000","44640","BEACH 149 STREET","QUEENS","11694","4163050053","4306827","092200","32","414","QN10","40.571155041468","-73.865138391132"
"40422215","1993-12-31T00:00:00.000","96-01","161 AVENUE","QUEENS","11414","4141860036","4295576","088400","32","410","QN57","40.656254993783","-73.836078910009"
"40422218","1996-12-31T00:00:00.000","158-29","89TH ST","QUEENS","11414","4139880046","4292992","089200","32","410","QN57","40.659716092404","-73.843888052963"
"40422219","1996-12-31T00:00:00.000","2525","EAST 1 STREET","BROOKLYN","11223","3072170068","3195808","037401","47","313","BK26","40.587844454028","-73.968759513322"
"40422220","1991-12-31T00:00:00.000","2238","HOMECREST AVE","BROOKLYN","11229","3073720022","3200575","058400","48","315","BK25","40.595479982320","-73.958619696829"
"40422221","1991-12-31T00:00:00.000","2650","OCEAN PKWY","BROOKLYN","11235","3072380115","3196066","037401","47","313","BK26","40.585458575899","-73.966438472576"
"40422222","1998-12-31T00:00:00.000","1632","HENDRICKSON STREET PVH","BROOKLYN","11234","3078650046","3219521","065000","46","318","BK58","40.618436596419","-73.933628893844"
"40422223","2003-12-31T00:00:00.000","158-33","88TH ST","QUEENS","11414","4139870044","4292971","089200","32","410","QN57","40.659538915911","-73.844796744938"
"40422224","1993-12-31T00:00:00.000","145","KENSINGTON STREET PVT","BROOKLYN","11235","3087540093","3246608","062000","48","315","BK17","40.579574910866","-73.941918705725"
"40422227","1993-12-31T00:00:00.000","3848","ATLANTIC AVENUE","BROOKLYN","11224","3070430025","3189502","033600","47","313","BK21","40.573658048752","-74.005035855904"
"40422231","1995-12-31T00:00:00.000","21551","BEACH 137 STREET","QUEENS","11694","4162820026","4306353","092800","32","414","QN10","40.572453221331","-73.853872766262"
"40422233","1993-12-31T00:00:00.000","1279","EAST 23 STREET","BROOKLYN","11210","3076410011","3254426","075400","48","314","BK43","40.619568501332","-73.952272219364"
"40422234","1993-12-31T00:00:00.000","159-30","86 STREET","QUEENS","11414","4140060080","4293244","089200","32","410","QN57","40.657622271808","-73.846250095498"
"40422236","1999-12-31T00:00:00.000","1713","STUART ST","BROOKLYN","11229","3068160058","3183829","064000","46","315","BK45","40.609984908280","-73.942896986654"
"40422238","1999-12-31T00:00:00.000","1551","E 7TH ST","BROOKLYN","11230","3065890072","3173905","044200","44","312","BK46","40.613090497948","-73.966957585323"
"40422239","1993-12-31T00:00:00.000","1640","MCDONALD AVE","BROOKLYN","11230","3065820028","3173469","044000","44","311","BK46","40.612919343455","-73.973786562793"
"40422240","2000-12-31T00:00:00.000","2991","QUENTIN RD","BROOKLYN","11229","3077020007","3212047","064400","46","318","BK45","40.611491179795","-73.941674730588"
"40422241","2015-12-31T00:00:00.000","1929","WEST 3 STREET","BROOKLYN","11223","3070850158","3190381","041000","47","311","BK29","40.600474832117","-73.975357929624"
"40422243","1990-12-31T00:00:00.000","1630","85 STREET","BROOKLYN","11214","3063420017","3165679","018000","43","311","BK27","40.610125260949","-74.005794950230"
"40422244","2012-12-31T00:00:00.000","2178","EAST 2 STREET","BROOKLYN","11223","3071280023","3192790","039600","47","315","BK25","40.596254664577","-73.969428919282"
"40422245","2005-12-31T00:00:00.000","2184","E 66TH ST","BROOKLYN","11234","3084660041","3238557","070201","46","318","BK45","40.616076077754","-73.909570499472"
"40422246","1993-12-31T00:00:00.000","535","DAHILL RD","BROOKLYN","11218","3053947502","3391957","047800","39","312","BK88","40.634590477015","-73.978940988256"
"40422247","2004-12-31T00:00:00.000","50-42","175TH ST","QUEENS","11365","4055930022","4126375","141700","20","411","QN48","40.744254306537","-73.794561629472"
"40422248","1993-12-31T00:00:00.000","164-33","85TH ST","QUEENS","11414","4140790043","4535663","089200","32","410","QN57","40.649106361845","-73.845069762499"
"40422253","1990-12-31T00:00:00.000","302","LOCUST AVE","STATEN ISLAND","10306","5036460045","5052810","012200","50","502","SI45","40.573263455250","-74.108678841323"
"40422254","2005-12-31T00:00:00.000","164-27","85TH ST","QUEENS","11414","4140790046","4294528","089200","32","410","QN57","40.649177750387","-73.845087614621"
"40422255","2003-12-31T00:00:00.000","163-53","91 STREET","QUEENS","11414","4140750086","4294462","089200","32","410","QN57","40.651435101250","-73.839925272970"
"40422257","1991-12-31T00:00:00.000","17624","BEACH 133 STREET","QUEENS","11694","4162550068","4305582","092800","32","414","QN10","40.577631404670","-73.852903838508"
"40422258","1992-12-31T00:00:00.000","157","BEACH 140 STREET","QUEENS","11694","4162850030","4306443","092800","32","414","QN10","40.571459873065","-73.856250615824"
"40422259","1995-12-31T00:00:00.000","1820","CROPSEY AVE","BROOKLYN","11214","3064640016","3169702","028000","43","311","BK27","40.602209250909","-74.006658538031"
"40422260","1991-12-31T00:00:00.000","28491","BEACH 142 STREET","QUEENS","11694","4163150072","4306964","092800","32","414","QN10","40.571094300551","-73.858036746275"
"40422261","1998-12-31T00:00:00.000","147-16","ROCKAWAY BEACH BLVD","QUEENS","11694","4163120029","4306911","092200","32","414","QN10","40.569919773465","-73.862736486624"
"40422263","1990-12-31T00:00:00.000","44648","BEACH 149 STREET","QUEENS","11694","4163050059","4306829","092200","32","414","QN10","40.571264905021","-73.865199359726"
"40422268","1996-12-31T00:00:00.000","121-15","NEWPORT AVE","QUEENS","11694","4162170003","4304575","093402","32","414","QN10","40.579980908611","-73.842559562723"
"40422270","1998-12-31T00:00:00.000","637","W 47TH ST","MANHATTAN","10036","1010950011","1027118","012900","3","104","MN15","40.764351423530","-73.996830457789"
"40422272","2018-12-31T00:00:00.000","417","PENDALE ST","STATEN ISLAND","10306","5042980029","5058746","013201","50","503","SI25","40.562106026198","-74.119536766505"
"40422274","1990-12-31T00:00:00.000","44710","BEACH 137 STREET","QUEENS","11694","4162490014","4305461","092200","32","414","QN10","40.577930329285","-73.857032202360"
"40422275","2000-12-31T00:00:00.000","143","BAY 41 STREET","BROOKLYN","11214","3068810021","3186341","030200","47","311","BK29","40.594180384291","-73.988693734002"
"40422276","1993-12-31T00:00:00.000","2149","E 71ST ST","BROOKLYN","11234","3084310020","3237686","070000","46","318","BK45","40.619029779879","-73.906540744272"
"40422281","1996-12-31T00:00:00.000","448","LINCOLN AVE","STATEN ISLAND","10306","5037430031","5054372","011202","50","502","SI45","40.574046551258","-74.098673136082"
"40422285","1991-12-31T00:00:00.000","94-21","85TH ST","QUEENS","11416","4090190032","4187324","003400","32","409","QN53","40.685530532950","-73.856310244668"
"40422287","1991-12-31T00:00:00.000","164-50","87 STREET","QUEENS","11414","4140800029","4294542","089200","32","410","QN57","40.649150483450","-73.843202940208"
"40422288","2004-12-31T00:00:00.000","99-04","98TH ST","QUEENS","11416","4090730032","4188676","003800","32","409","QN53","40.685772091470","-73.843736674713"
"40422289","2011-12-31T00:00:00.000","162-36","85 STREET","QUEENS","11414","4140580020","4294052","089200","32","410","QN57","40.652533027785","-73.845941123097"
"40422290","2004-12-31T00:00:00.000","80-80","KENT ST","QUEENS","11432","4072320034","4155568","127700","24","408","QN06","40.725426977455","-73.785062695970"
"40422291","1992-12-31T00:00:00.000","154-10","CROSS ISLAND PKWY","QUEENS","11357","4047230005","4458410","102900","19","407","QN49","40.786056029261","-73.808237568437"
"40422292","2001-12-31T00:00:00.000","156-16","88TH ST","QUEENS","11414","4139520016","4292348","089200","32","410","QN57","40.663039715051","-73.845686078375"
"40422293","2004-12-31T00:00:00.000","164-03","87TH ST","QUEENS","11414","4140810001","4294553","089200","32","410","QN57","40.649729793857","-73.843320496820"
"40422294","1996-12-31T00:00:00.000","208-12","30TH AVE","QUEENS","11360","4060420010","4134531","109300","19","411","QN46","40.772604026486","-73.782126210610"
"40422296","1996-12-31T00:00:00.000","164-20","86TH ST","QUEENS","11414","4140790015","4294517","089200","32","410","QN57","40.649379671481","-73.844207836817"
"40422297","2003-12-31T00:00:00.000","156-12","88TH ST","QUEENS","11414","4139520014","4292347","089200","32","410","QN57","40.663086390768","-73.845696783364"
"40422300","1993-12-31T00:00:00.000","9526","AVENUE M","BROOKLYN","11236","3082790045","3387170","101000","46","318","BK50","40.636201905964","-73.894749203307"
"40422301","2001-12-31T00:00:00.000","557","BEACH 129 STREET","QUEENS","11694","4161970013","4304053","093401","32","414","QN10","40.580746702543","-73.850751350912"
"40422302","2008-12-31T00:00:00.000","1924","E 13TH ST","BROOKLYN","11229","3072910096","3196687","055600","48","315","BK25","40.602498540240","-73.959000655528"
"40422309","2000-12-31T00:00:00.000","136-16","ROCKAWAY BEACH BLVD","QUEENS","11694","4162700050","4305992","092800","32","414","QN10","40.573583971849","-73.853791091516"
"40422310","1993-12-31T00:00:00.000","47-41","160TH ST","QUEENS","11358","4054900011","4124092","120700","20","407","QN52","40.750954168020","-73.807144345591"
"40422311","2016-12-31T00:00:00.000","96-15","157 AVENUE","QUEENS","11414","4141510021","4294842","088400","32","410","QN57","40.662962698574","-73.837623091971"
"40422312","2004-12-31T00:00:00.000","174","BEACH 135 STREET","QUEENS","11694","4162790082","4306282","092800","32","414","QN10","40.573310421933","-73.852377050833"
"40422313","1993-12-31T00:00:00.000","224","BEACH 136 STREET","QUEENS","11694","4162690061","4305961","092800","32","414","QN10","40.574481833776","-73.854037495150"
"40422315","2004-12-31T00:00:00.000","416","BEACH 141 STREET","QUEENS","11694","4162630049","4305791","092200","32","414","QN10","40.574990654570","-73.859245127529"
"40422316","1996-12-31T00:00:00.000","176","BEACH 146 STREET","QUEENS","11694","4163190061","4307035","092200","32","414","QN10","40.569596744593","-73.861171415756"
"40422319","1996-12-31T00:00:00.000","47-18","160TH ST","QUEENS","11358","4054890042","4124083","120700","20","407","QN52","40.751195688167","-73.807132815935"
"40422321","1996-12-31T00:00:00.000","3931","BEDFORD AVE","BROOKLYN","11229","3068310074","3184410","056200","48","315","BK44","40.606026512800","-73.947780233230"
"40422323","1991-12-31T00:00:00.000","163-15","86TH ST","QUEENS","11414","4140700112","4294319","089200","32","410","QN57","40.651370279819","-73.844678875570"
"40422325","1991-12-31T00:00:00.000","87-45","164TH AVE","QUEENS","11414","4140710086","4294334","089200","32","410","QN57","40.650072412249","-73.842970124830"
"40422326","2003-12-31T00:00:00.000","15-03","209TH ST","QUEENS","11360","4058630376","4130896","099705","19","407","QN47","40.785770188899","-73.783332413055"
"40422327","2013-12-31T00:00:00.000","76-11","NORTHERN BOULEVARD","QUEENS","11372","4011720045","4026661","030903","25","403","QN28","40.754997466399","-73.890741978081"
"40422328","2008-12-31T00:00:00.000","208-11","26TH AVE","QUEENS","11360","4058630250","4130866","099704","19","407","QN47","40.776372999859","-73.783796381576"
"40422330","1996-12-31T00:00:00.000","9302","FOSTER AVE","BROOKLYN","11236","3081430030","3228877","097000","46","318","BK50","40.646317482270","-73.908776213077"
"40422332","1992-12-31T00:00:00.000","160-43","96TH ST","QUEENS","11414","4141860040","4295577","088400","32","410","QN57","40.657150294982","-73.836429907312"
"40422333","2012-12-31T00:00:00.000","99","TENNIS PL","QUEENS","11375","4032310044","4077412","072300","29","406","QN17","40.717938314758","-73.847968250791"
"40422334","1991-12-31T00:00:00.000","54","PAERDEGAT FIRST STREET","BROOKLYN","11236","3080290022","3225382","099800","46","318","BK50","40.632816041697","-73.912484023762"
"40422335","2011-12-31T00:00:00.000","2176","59 STREET","BROOKLYN","11204","3055150036","3132006","024600","44","312","BK88","40.617688025213","-73.978542917928"
"40422336","2011-12-31T00:00:00.000","1875","EAST 22 STREET","BROOKLYN","11229","3068280070","3184262","056000","48","315","BK44","40.605561136652","-73.950568034574"
"40422340","1998-12-31T00:00:00.000","1961","MCDONALD AVE","BROOKLYN","11223",,,"042200","44","315","BK25","40.604860293947","-73.972266389313"
"40422341","1999-12-31T00:00:00.000","2022","59 STREET","BROOKLYN","11204","3055140015","3131938","024600","44","312","BK88","40.619497360541","-73.981539275194"
"40422344","1992-12-31T00:00:00.000","47","OLYMPIA BLVD","STATEN ISLAND","10305","5032820009","5048259","007000","50","502","SI36","40.592809141470","-74.069938982959"
"40422345","1996-12-31T00:00:00.000","187","ADELAIDE AVE","STATEN ISLAND","10306","5046610022","5062898","013204","50","503","SI25","40.561938237707","-74.125006915795"
"40422347","1990-12-31T00:00:00.000","97-31","SUTPHIN BLVD","QUEENS","11435","4100310017","4214602","020800","28","412","QN61","40.696758307421","-73.805336291154"
"40422348","1991-12-31T00:00:00.000","219","BEDFORD AVE","STATEN ISLAND","10306","5035750018","5051487","011402","50","502","SI45","40.579345670866","-74.103004500451"
"40422349","1990-12-31T00:00:00.000","38","HAMLIN PL","STATEN ISLAND","10302","5010420192","5024538","020100","49","501","SI07","40.626703250157","-74.133245091428"
"40422353","1990-12-31T00:00:00.000","209","BAY 44 STREET","BROOKLYN","11214","3069120030","3187151","031400","43","313","BK26","40.590126393849","-73.989328111425"
"40422355","1991-12-31T00:00:00.000","13","TREMONT AVE","STATEN ISLAND","10314","5015080183","5030282","025100","50","501","SI28","40.616806873621","-74.149931112340"
"40422356","2004-12-31T00:00:00.000","411","PENDALE ST","STATEN ISLAND","10306","5042980027","5058745","013201","50","503","SI25","40.562224176092","-74.119418211858"
"40422357","2004-12-31T00:00:00.000","55","BEAUMONT ST","BROOKLYN","11235","3087280083","3245884","061200","48","315","BK17","40.580597753459","-73.951652178226"
"40422358","1994-12-31T00:00:00.000","1005","TODT HILL RD","STATEN ISLAND","10304","5008980100","5023118","018100","50","502","SI24","40.585687147935","-74.110740487076"
"40422368","2006-12-31T00:00:00.000","153","BEACH 135 STREET","QUEENS","11694","4162800030","4306296","092800","32","414","QN10","40.573024783059","-73.852237300852"
"40422370","1996-12-31T00:00:00.000","156-23","95TH ST","QUEENS","11414","4141500049","4294836","088400","32","410","QN57","40.663799098086","-73.839030407727"
"40422371","1996-12-31T00:00:00.000","1159","RANDALL AVE","BRONX","10474","2027650029","2006585","009300","17","202","BX27","40.811211734377","-73.892535071432"
"40422374","2000-12-31T00:00:00.000","2464","BURNETT ST","BROOKLYN","11229","3088290032","3248468","063200","46","315","BK17","40.598415992155","-73.928841600577"
"40422375","1991-12-31T00:00:00.000","65","BAY 35 STREET","BROOKLYN","11214","3068630014","3185487","030000","47","311","BK29","40.598506401563","-73.991364907893"
"40422377","1993-12-31T00:00:00.000","352","PARKINSON AVE","STATEN ISLAND","10305","5033900052","5050115","006400","50","502","SI14","40.592980613034","-74.080499893280"
"40422378","1991-12-31T00:00:00.000","12601","POINT CRES","QUEENS","11357","4044230034","4100923","094500","19","407","QN49","40.789887126058","-73.830548274191"
"40422381","1995-12-31T00:00:00.000","153","HULL AVE","STATEN ISLAND","10306","5035570001","5051044","011402","50","502","SI45","40.582684292169","-74.101936839119"
"40422382","1993-12-31T00:00:00.000","51-01","39 AVENUE","QUEENS","11104","4001170001","4430613","016900","26","402","QN31","40.748802109180","-73.912670323767"
"40422384","2000-12-31T00:00:00.000","2917","E TREMONT AVE","BRONX","10461","2053800025","2074317","028400","13","211","BX37","40.840690427705","-73.840660792213"
"40422386","2000-12-31T00:00:00.000","193-11","CROCHERON AVE","QUEENS","11358","4053130015","4120066","113900","19","411","QN48","40.763880566932","-73.789154535052"
"40422388","2004-12-31T00:00:00.000","2800","BOSTON RD","BRONX","10469","2045160014","2095047","034200","13","211","BX31","40.867040806473","-73.860352820914"
"40422389","1996-12-31T00:00:00.000","2407","BOSTON RD","BRONX","10467","2043460058","2118744","033000","15","211","BX07","40.861100729580","-73.866890838015"
"40422390","2004-12-31T00:00:00.000","1901","E TREMONT AVE","BRONX","10462","2040420325","2043262","023800","13","211","BX37","40.841337062338","-73.863218798350"
"40422392","2003-12-31T00:00:00.000","960","REMSEN AVE","BROOKLYN","11236","3079460001","3222226","096200","45","318","BK50","40.645018454382","-73.911322051154"
"40422393","2011-12-31T00:00:00.000","1650","EAST 28 STREET","BROOKLYN","11229","3067900017","3182728","064200","48","315","BK44","40.610793299641","-73.945828012724"
"40422394","1991-12-31T00:00:00.000","1440","WESTCHESTER AVE","BRONX","10472","2037360038","2023721","005200","17","209","BX55","40.828323456657","-73.882335482861"
"40422395","2003-12-31T00:00:00.000","33","THOMAS ST","MANHATTAN","10007","1001520013","1085517","003300","1","101","MN24","40.716219146308","-74.005984577017"
"40422398","1996-12-31T00:00:00.000","214","ADAMS AVE","STATEN ISLAND","10306","5035730058","5051446","011402","50","502","SI45","40.580909432186","-74.100785717873"
"40422400","2006-12-31T00:00:00.000","2784","CONEY ISLAND AVE","BROOKLYN","11235","3072240070","3196025","037000","48","313","BK19","40.588555532936","-73.960460217083"
"40422402","2008-12-31T00:00:00.000","780","UTICA AVE","BROOKLYN","11203","3046550016","3101371","086800","41","317","BK96","40.654276218175","-73.930666670103"
"40422404","1996-12-31T00:00:00.000","187-03","JAMAICA AVE","QUEENS","11423","4099090005","4212209","048000","27","412","QN61","40.710198720883","-73.772144735928"
"40422405","2013-12-31T00:00:00.000","281","HUSSON STREET","STATEN ISLAND","10306","5035580070","5051102","011402","50","502","SI45","40.581833654838","-74.101658331480"
"40422406","1991-12-31T00:00:00.000","1440","BRUCKNER BLVD","BRONX","10473","2036470030","2127716","002800","17","209","BX09","40.822943243047","-73.881831965570"
"40422407","1996-12-31T00:00:00.000","180-30","JAMAICA AVE","QUEENS","11432","4103230006","4220085","044400","27","412","QN61","40.708512365321","-73.780035278420"
"40422409","1990-12-31T00:00:00.000","1815","86TH STREET","BROOKLYN","11214","3063440069","3165787","027800","47","311","BK28","40.607059458510","-74.002312110964"
"40422412","1996-12-31T00:00:00.000","31-45","DOWNING ST","QUEENS","11354","4044060009","4100767","086900","20","407","QN22","40.767324359736","-73.835627587123"
"40422414","1992-12-31T00:00:00.000","2249","E 29TH ST","BROOKLYN","11229","3073860167","3201603","059402","48","315","BK17","40.597015464875","-73.942249160616"
"40422415","1996-12-31T00:00:00.000","161-27","98 STREET","QUEENS","11414","4141940049","4295753","088400","32","410","QN57","40.655931189965","-73.834227214745"
"40422417","2018-12-31T00:00:00.000","161-05","96 STREET","QUEENS","11414","4141920001","4295677","088400","32","410","QN57","40.655931177419","-73.836126561700"
"40422418","1998-12-31T00:00:00.000","942","E 94TH ST","BROOKLYN","11236","3081430043","3228888","097000","46","318","BK50","40.646267216119","-73.907702425538"
"40422419","1995-12-31T00:00:00.000","2677","E 63RD ST","BROOKLYN","11234","3086470004","3243901","070201","46","318","BK45","40.608159292302","-73.912041075543"
"40422420","1996-12-31T00:00:00.000","960","E 94TH ST","BROOKLYN","11236","3081430050","3228893","097000","46","318","BK50","40.646017217322","-73.907425300744"
"40422423","1995-12-31T00:00:00.000","162-08","87 STREET","QUEENS","11414","4140600008","4294085","089200","32","410","QN57","40.653065861085","-73.844166760408"
"40422427","2000-12-31T00:00:00.000","330","ROSE AVE","STATEN ISLAND","10306","5042260006","5057721","013400","50","502","SI45","40.570248566415","-74.112662085207"
"40422430","2014-12-31T00:00:00.000","1943","EAST 4 STREET","BROOKLYN","11223","3066810365","3178646","041402","47","315","BK25","40.603064312172","-73.968802781111"
"40422431","2005-12-31T00:00:00.000","158-04","84TH ST","QUEENS","11414","4139820010","4292847","089200","32","410","QN57","40.659338168938","-73.848617727031"
"40422434","1996-12-31T00:00:00.000","1010","HAMPTON AVE","BROOKLYN","11235","3087510404","3246484","062000","48","315","BK17","40.580202102733","-73.944704531800"
"40422436","1992-12-31T00:00:00.000","171","BEACH 147 STREET","QUEENS","11694","4163210020","4307058","092200","32","414","QN10","40.569032207091","-73.861906864087"
"40422437","1994-12-31T00:00:00.000","24929","B 133 STREET","QUEENS","11694","4162550001","4305560","092800","32","414","QN10","40.577900592466","-73.853058036743"
"40422440","1992-12-31T00:00:00.000","438","BEACH 127 STREET","QUEENS","11694","4162080062","4304337","093401","32","414","QN10","40.579183767632","-73.847795726477"
"40422442","1991-12-31T00:00:00.000","796","CLAWSON ST","STATEN ISLAND","10306","5046660037","5062958","013204","50","503","SI25","40.560772056059","-74.122136387874"
"40422443","2006-12-31T00:00:00.000","24108","BEACH 142 STREET","QUEENS","11694","4163150066","4306962","092800","32","414","QN10","40.570624602444","-73.857764190023"
"40422444","1993-12-31T00:00:00.000","381","MASON AVE","STATEN ISLAND","10305","5036500092","5052904","011201","50","502","SI36","40.583677297283","-74.089539425590"
"40422445","2003-12-31T00:00:00.000","137","BEACH 138 STREET","QUEENS","11694","4162830039","4306386","092800","32","414","QN10","40.571841932183","-73.854500424806"
"40422449","2017-12-31T00:00:00.000","122","OLYMPIA BOULEVARD","STATEN ISLAND","10305","5034100005","5105975","007000","50","502","SI36","40.592437011618","-74.072484236032"
"40422450","1990-12-31T00:00:00.000","118","INDIANA PL","BROOKLYN","11234","3086080112","3243001","070201","46","318","BK45","40.605680607143","-73.904992917792"
"40422451","2015-12-31T00:00:00.000","715","GRAVESEND NECK ROAD","BROOKLYN","11223","3071590037","3194051","039200","47","315","BK25","40.594293031527","-73.963132147541"
"40422452","2015-12-31T00:00:00.000","135-55","115 STREET","QUEENS","11420","4118020010","4256457","083800","32","410","QN55","40.670919900671","-73.824636865672"
"40422454","1999-12-31T00:00:00.000","81","ROMER RD","STATEN ISLAND","10304","5008710085","5022687","017700","50","502","SI24","40.591620999820","-74.105331483789"
"40422455","1996-12-31T00:00:00.000","2224","82ND ST","BROOKLYN","11214","3063190015","3164787","029600","47","311","BK28","40.603762619576","-73.990744812096"
"40422457","2007-12-31T00:00:00.000","1543","E 96TH ST","BROOKLYN","11236","3082800015","3233676","101000","46","318","BK50","40.635538784835","-73.892992006537"
"40422460","1995-12-31T00:00:00.000","85","LENZIE ST","STATEN ISLAND","10312","5054040029","5069896","017600","51","503","SI01","40.531449593571","-74.163725336539"
"40422461","2013-12-31T00:00:00.000","8661","20 AVENUE","BROOKLYN","11214","3063750009","3166888","028800","47","311","BK28","40.603472044826","-73.999416601600"
"40422462","2019-12-31T00:00:00.000","8883","24 AVENUE","BROOKLYN","11214","3069270035","3187585","030400","43","311","BK29","40.594161651876","-73.995794358301"
"40422463","2019-12-31T00:00:00.000","2460","OCEAN AVENUE","BROOKLYN","11229","3073240010","3198264","057800","48","315","BK44","40.601290765721","-73.951781180394"
"40422464","2017-12-31T00:00:00.000","2450","OCEAN AVENUE","BROOKLYN","11229","3072980045","3000000","056000","48","315","BK44","40.602130738427","-73.951942623291"
"40422465","2002-12-31T00:00:00.000","2740","WHITMAN DR","BROOKLYN","11234","3085990064","3242847","070201","46","318","BK45","40.604944468265","-73.911163007278"
"40422466","1992-12-31T00:00:00.000","2123","AVENUE O","BROOKLYN","11210","3076750106","3254491","075800","48","314","BK43","40.613650947746","-73.952762706389"
"40422467","1996-12-31T00:00:00.000","2272","56TH DR","BROOKLYN","11234","3085950039","3242658","070201","46","318","BK45","40.607286561406","-73.912186287138"
"40422470","2000-12-31T00:00:00.000","5802","AVENUE L","BROOKLYN","11234","3078560039","3219112","069200","46","318","BK58","40.624029667159","-73.919534561038"
"40422472","2005-12-31T00:00:00.000","8806","26 AVENUE","BROOKLYN","11214","3068967502","3421642","030400","47","311","BK29","40.592478672522","-73.989280925859"
"40422473","1991-12-31T00:00:00.000","2347","E 63RD ST","BROOKLYN","11234","3086370021","3243581","070201","46","318","BK45","40.612370653950","-73.909618758799"
"40422474","2017-12-31T00:00:00.000","444","AVENUE T","BROOKLYN","11223","3071060074","3191804","039600","47","315","BK25","40.599765048392","-73.968692696863"
"40422476","2000-12-31T00:00:00.000","258","AVENUE T","BROOKLYN","11223","3071010085","3191308","040000","47","311","BK29","40.599000941774","-73.975639352333"
"40422478","2004-12-31T00:00:00.000","1829","MARINE PKWY","BROOKLYN","11234","3084740023","3238699","063600","46","318","BK45","40.609614939599","-73.938705090626"
"40422479","2000-12-31T00:00:00.000","514","ORIENTAL BLVD","BROOKLYN","11235","3087420084","3255034","061600","48","315","BK17","40.577302822040","-73.948925917397"
