"the_geom","nodeid","oft","onstreetname","fromstreetname","borough_code","work_start_date","work_end_date","purpose"
"POINT (1038791.0014701337 204827.4414447248)","55276","415140424340000000","72 AVENUE","166 STREET","Q","2023-06-19T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE MILLING"
"POINT (1039927.3344992995 203982.0792903155)","55339","415840424590000000","76 AVENUE","170 STREET","Q","2023-06-16T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE MILLING"
"POINT (1015832.5047363043 210280.56702139974)","108553","416490468290000000","79 STREET","WOODSIDE AVENUE","Q","2023-08-10T00:00:00","2023-10-31T00:00:00","DOT IN-HOUSE MILLING"
"POINT (974000.7065103054 170130.41241373122)","11933","310330377130000000","BAY RIDGE PARKWAY","SHORE ROAD","B","2023-08-08T00:00:00","2023-08-16T00:00:00","DOT IN-HOUSE MILLING"
"POINT (1016450.7909013033 206553.4583338946)","45787","417140447290000000","84 STREET","GRAND AVENUE","Q","2023-08-02T00:00:00","2023-09-29T00:00:00","DOT IN-HOUSE MILLING"
"POINT (994634.1101253033 194488.64256855845)","9045714","354000393060000000","KENT AVENUE","WILLIAMSBURG ST WEST","B","2023-08-15T00:00:00","2023-08-18T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1035695.4236717969 198574.3735703081)","34937","441475458890000000","DANIELS STREET","PERSHING CRESCENT","Q","2023-06-19T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (984285.9831838012 214621.27750006318)","9038684","113370134470000000","HUDSON BOULEVARD","WEST   35 STREET","M","2023-07-26T00:00:00","2023-08-12T00:00:00","OCCUPANCY OF ROADWAY AS STIPULATED"
"POINT (1016148.7475421429 242540.36700297892)","48266","226820276450000000","EAST  172 STREET","WEST FARMS ROAD","X","2023-07-24T00:00:00","2023-10-21T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1014521.0441046357 221036.84111247957)","47113","406290406340000000","19 AVENUE","19 ROAD","Q","2023-08-04T00:00:00","2023-10-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1009832.097117722 213862.68551330268)","41914","411120437290000000","53 PLACE","BROADWAY","Q","2023-07-21T00:00:00","2023-09-29T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1003603.648288548 220586.3564491421)","42132","405790428790000000","12 STREET","ASTORIA BOULEVARD","Q","2023-08-04T00:00:00","2023-10-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1038901.1981001347 204087.31858114898)","55279","415740424340000000","75 ROAD","166 STREET","Q","2023-06-19T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1010269.5266890526 246283.71286273003)","47771","229520269220000000","EAST MT EDEN AVENUE","TOPPING AVENUE","X","2023-07-24T00:00:00","2023-10-21T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1010420.3928571343 208038.07806806266)","45159","412290453090000000","59 PLACE","LAUREL HILL BOULEVARD","Q","2023-08-04T00:00:00","2023-10-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1037731.790990144 204418.48885056376)","55200","415390424140000000","73 AVENUE","162 STREET","Q","2023-06-16T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (997933.4171749651 165700.10631372035)","17705","314180318630000000","AVENUE L","BEDFORD AVENUE","B","2023-08-11T00:00:00","2023-08-18T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1008549.7604435533 215837.01555414498)","41849","407990410390000000","31 AVENUE","46 STREET","Q","2023-08-04T00:00:00","2023-10-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1037383.3566476405 203353.74655747414)","55184","415940424040000000","76 ROAD","160 STREET","Q","2023-06-19T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1001244.4174427241 196867.05415031314)","27433","324030353530000000","BUSHWICK PLACE","JOHNSON AVENUE","B","2023-08-18T00:00:00","2023-08-25T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1023560.6326527148 205130.42968389392)","50029","413440419090000000","64 ROAD","98 STREET","Q","2023-07-24T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1046850.3058895469 206571.70960973203)","58955","415690425790000000","75 AVENUE","197 STREET","Q","2023-06-19T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE MILLING"
"POINT (1011012.7902943939 214659.33090163767)","46300","408190412190000000","32 AVENUE","58 STREET","Q","2023-07-21T00:00:00","2023-09-29T00:00:00","DOT IN-HOUSE MILLING"
"POINT (1019276.5628088117 215956.51334664226)","46932","418840451010000000","95 STREET","JACKSON MILL ROAD","Q","2023-08-10T00:00:00","2023-10-31T00:00:00","DOT IN-HOUSE MILLING"
"POINT (1039038.458652392 203153.92116972804)","55331","416090424340000000","77 ROAD","166 STREET","Q","2023-06-19T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE MILLING"
"POINT (1004046.7937277257 211102.67823806405)","41575","408740409840000000","36 STREET","43 AVENUE","Q","2023-07-21T00:00:00","2023-09-29T00:00:00","DOT IN-HOUSE MILLING"
"POINT (1009129.0604660511 216774.59898081422)","41927","407790410390000000","30 AVENUE","46 STREET","Q","2023-08-04T00:00:00","2023-10-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (985768.7699163854 174485.17371730506)","14129","308530364730000000","39 STREET","NEW UTRECHT AVENUE","B","2023-08-10T00:00:00","2023-08-15T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1037273.3437443078 204095.73687139153)","55193","415690424040000000","75 AVENUE","160 STREET","Q","2023-06-16T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1018715.2679996341 219979.23824080825)","46882","418840442490000000","95 STREET","DITMARS BOULEVARD","Q","2023-08-10T00:00:00","2023-10-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1010577.0267302245 246998.38597406447)","47776","220020226880000000","CLAY AVENUE","EAST  174 STREET","X","2023-07-24T00:00:00","2023-10-21T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1008239.239411056 214846.3416824788)","41837","410540437290000000","47 STREET","BROADWAY","Q","2023-08-04T00:00:00","2023-10-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1038937.363054052 203836.16389971972)","55271","415840424340000000","76 AVENUE","166 STREET","Q","2023-06-19T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1038352.9249184728 203238.65886114538)","55267","416040424240000000","77 AVENUE","164 STREET","Q","2023-06-19T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (987139.472555548 167752.22819373012)","13640","306680309380000000","16 AVENUE","56 STREET","B","2023-08-09T00:00:00","2023-08-11T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1040008.0790884644 203445.36776530743)","58470","416090424590000000","77 ROAD","170 STREET","Q","2023-06-16T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE MILLING"
"POINT (1044375.9145128876 205680.32687805593)","58786","415690425225000000","75 AVENUE","187 STREET","Q","2023-06-16T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1010691.2292577177 208197.7562263906)","45172","412690453090000000","60 STREET","LAUREL HILL BOULEVARD","Q","2023-08-04T00:00:00","2023-10-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1010706.1734535545 208865.664995566)","45174","410440412690000000","47 AVENUE","60 STREET","Q","2023-08-04T00:00:00","2023-10-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1033721.9991409779 205505.72453697026)","54913","423090451590000000","147 STREET","JEWEL AVENUE","Q","2023-06-19T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE MILLING"
"POINT (1025332.1146740615 204431.0085105598)","50198","413990419540000000","67 AVENUE","102 STREET","Q","2023-07-24T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1010240.4394768924 214551.17494997382)","46198","408190411590000000","32 AVENUE","55 STREET","Q","2023-07-21T00:00:00","2023-09-29T00:00:00","DOT IN-HOUSE MILLING"
"POINT (1010155.4396468848 207879.89925056696)","45152","412390453090000000","59 STREET","LAUREL HILL BOULEVARD","Q","2023-08-04T00:00:00","2023-10-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (935194.2204751372 139168.7036679834)","2378","526890530510000000","EDGEGROVE AVENUE","GRANTWOOD AVENUE","S","2023-06-29T00:00:00","2023-09-27T00:00:00","MAJOR INSTALLATION - GAS"
"POINT (1011261.1723435521 214694.46206498146)","46301","408190412690000000","32 AVENUE","60 STREET","Q","2023-07-21T00:00:00","2023-09-29T00:00:00","DOT IN-HOUSE PAVING"
"POINT (973175.7606536448 168341.96782788634)","11461","310680377130000000","82 STREET","SHORE ROAD","B","2023-08-08T00:00:00","2023-08-16T00:00:00","DOT IN-HOUSE MILLING"
"POINT (1013088.5600929707 235476.13933356106)","47350","234820236890000000","GARRISON AVENUE","GRINNELL PLACE","X","2023-06-29T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1044375.9145128876 205680.32687805593)","58786","415690425225000000","75 AVENUE","187 STREET","Q","2023-06-16T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE MILLING"
"POINT (1035478.7607192993 199545.08029031754)","34946","441475450190000000","DANIELS STREET","HOOVER AVENUE","Q","2023-06-19T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1035523.6293959767 214459.62985748053)","55772","446595458590000000","GEORGIA ROAD","PARSONS BOULEVARD","Q","2023-07-24T00:00:00","2023-08-25T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1018728.4700729698 217731.02095247805)","46866","407240418740000000","25 AVENUE","94 STREET","Q","2023-08-10T00:00:00","2023-10-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (974040.3521002978 170389.96865314245)","11934","310280377130000000","74 STREET","SHORE ROAD","B","2023-08-08T00:00:00","2023-08-16T00:00:00","DOT IN-HOUSE MILLING"
"POINT (1042610.0519028902 226571.15714356303)","60233","440990460995000000","CROSS ISLAND PARKWAY","ROE PLACE","Q","2023-07-24T00:00:00","2023-08-11T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1034329.6586868018 215468.84076556563)","55700","428590458590000000","ASH AVENUE","PARSONS BOULEVARD","Q","2023-07-24T00:00:00","2023-08-25T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1037099.0035417974 201998.20858614147)","55169","416340458590000000","79 AVENUE","PARSONS BOULEVARD","Q","2023-06-16T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (997163.8058533072 163663.18125373125)","17689","315920335730000000","BAY AVENUE","EAST   21 STREET","B","2023-08-09T00:00:00","2023-08-11T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1026410.5738032162 224101.52986498177)","51683","406440421340000000","20 AVENUE","120 STREET","Q","2023-06-20T00:00:00","2023-09-18T00:00:00","D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
"POINT (999735.4969041348 238777.69080130756)","24305","113510136630000000","BRADHURST AVENUE","WEST  143 STREET","M","2023-06-30T00:00:00","2023-08-18T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1009776.0211143941 246309.949358806)","44274","229520273820000000","EAST MT EDEN AVENUE","WEEKS AVENUE","X","2023-07-24T00:00:00","2023-10-21T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1014973.1987121403 241620.63459047675)","48088","216120233720000000","BRYANT AVENUE","FREEMAN STREET","X","2023-07-21T00:00:00","2023-09-02T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1041817.799878478 204261.77689364552)","58561","415840465690000000","76 AVENUE","UTOPIA PARKWAY","Q","2023-06-19T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1015252.1909362972 236829.46635131538)","47483","221320241620000000","COSTER STREET","HUNTS POINT AVENUE","X","2023-06-29T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1007620.0739827156 223992.25810189545)","42335","406690406740000000","21 ROAD","21 STREET","Q","2023-08-04T00:00:00","2023-10-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1032640.9219067991 217297.82956165075)","55594","408790436590000000","37 AVENUE","BOWNE STREET","Q","2023-07-24T00:00:00","2023-08-11T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1015976.5267579705 233197.1678416431)","47471","221320271750000000","COSTER STREET","VIELE AVENUE","X","2023-06-29T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1010428.6346385479 208370.73816388845)","45168","410590412290000000","48 AVENUE","59 PLACE","Q","2023-08-04T00:00:00","2023-10-31T00:00:00","DOT IN-HOUSE MILLING"
"POINT (1038163.2763476372 202058.68385888636)","55258","424140465590000000","162 STREET","UNION TURNPIKE","Q","2023-06-16T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1011472.3185748011 246642.13832697272)","9008774","250730256820000000","METRO NORTH RR","PARK AVENUE","X","2023-08-07T00:00:00","2023-11-05T00:00:00","CONTRACT ROADWAY MILLING"
"POINT (1013824.3164954782 242933.25991797447)","48024","226760277750000000","EAST  170 STREET","LOUIS NINE BOULEVARD","X","2023-06-29T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1012906.2671504766 209953.26124556363)","66553","414440468290000000","68 STREET","WOODSIDE AVENUE","Q","2023-08-04T00:00:00","2023-10-31T00:00:00","DOT IN-HOUSE MILLING"
"POINT (1011983.5035760552 207805.8475613892)","45265","410790413640000000","50 AVENUE","65 PLACE","Q","2023-08-04T00:00:00","2023-10-31T00:00:00","DOT IN-HOUSE MILLING"
"POINT (1016187.3760738075 210256.87612389028)","66996","416590468290000000","80 STREET","WOODSIDE AVENUE","Q","2023-08-10T00:00:00","2023-10-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1007151.9581210613 224119.6728733033)","42339","406390406640000000","19 STREET","21 DRIVE","Q","2023-08-04T00:00:00","2023-10-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1036239.4120851308 213379.123488307)","55841","452490458590000000","LABURNUM AVENUE","PARSONS BOULEVARD","Q","2023-07-24T00:00:00","2023-08-25T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1035248.4232534766 201624.85959531367)","55038","416240423090000000","78 ROAD","147 STREET","Q","2023-06-16T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE MILLING"
"POINT (1016231.7234260589 233248.4108493924)","47530","231820271750000000","FAILE STREET","VIELE AVENUE","X","2023-06-29T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (995052.9406524748 201218.2396736443)","22024","366230395030000000","NORTH    6 STREET","WYTHE AVENUE","B","2023-08-09T00:00:00","2023-08-11T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1027982.3980873823 202958.1574536413)","50387","414740420390000000","70 AVENUE","110 STREET","Q","2023-07-11T00:00:00","2023-09-29T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1004561.6975535601 211024.0993269831)","41579","409090409840000000","38 STREET","43 AVENUE","Q","2023-07-21T00:00:00","2023-09-29T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1028078.3985515535 202716.66154555976)","50494","414810420390000000","70 ROAD","110 STREET","Q","2023-07-11T00:00:00","2023-09-29T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1009063.7390743941 201552.50704972446)","41202","412090447290000000","58 PLACE","GRAND AVENUE","Q","2023-08-02T00:00:00","2023-09-29T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1012832.5045027137 209127.42300222814)","45404","414440459990000000","68 STREET","QUEENS BOULEVARD","Q","2023-08-04T00:00:00","2023-10-31T00:00:00","DOT IN-HOUSE MILLING"
"POINT (1025232.2297032177 204950.0661994815)","50197","413790419540000000","66 AVENUE","102 STREET","Q","2023-07-24T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1046519.8931645602 208853.41108305752)","58966","413990425870000000","67 AVENUE","199 STREET","Q","2023-06-19T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE MILLING"
"POINT (1044383.0667295605 206450.3450230658)","58792","415390425240000000","73 AVENUE","188 STREET","Q","2023-06-16T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (987624.8029497266 168364.18891206384)","13650","306680309230000000","16 AVENUE","53 STREET","B","2023-08-09T00:00:00","2023-08-11T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1036879.158180967 202753.83371530473)","55114","416090458590000000","77 ROAD","PARSONS BOULEVARD","Q","2023-06-19T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1013111.0275677145 208994.83796556294)","45500","414690459990000000","69 STREET","QUEENS BOULEVARD","Q","2023-08-04T00:00:00","2023-10-31T00:00:00","DOT IN-HOUSE MILLING"
"POINT (1037236.9461793005 204343.3909036368)","55194","415390424040000000","73 AVENUE","160 STREET","Q","2023-06-16T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE MILLING"
"POINT (1039786.7048593014 205505.8849697262)","55354","414890424590000000","71 AVENUE","170 STREET","Q","2023-06-16T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE MILLING"
"POINT (981739.3819778115 202341.50186280906)","20082","115590124400000000","COLLISTER STREET","LAIGHT STREET","M","2023-07-14T00:00:00","2023-09-12T00:00:00","MAJOR INSTALLATION - GAS"
"POINT (1013655.7669638097 210684.28963914514)","46448","409540415340000000","41 AVENUE","72 STREET","Q","2023-08-04T00:00:00","2023-10-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1009576.4414610565 247067.7135913074)","44282","226880229720000000","EAST  174 STREET","EASTBURN AVENUE","X","2023-07-24T00:00:00","2023-10-21T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1010488.3261202276 214586.5587374717)","46199","408190411790000000","32 AVENUE","56 STREET","Q","2023-07-21T00:00:00","2023-09-29T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1051925.5942953825 210382.19739556313)","61709","414240441700000000","68 AVENUE","DEAD END","Q","2023-06-19T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1027887.2079890519 203200.62711305916)","50393","420390451590000000","110 STREET","JEWEL AVENUE","Q","2023-07-24T00:00:00","2023-08-25T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1045104.6758506447 208339.0321905613)","58898","425550413990000000","194 LANE","67 AVENUE","Q","2023-06-19T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1019022.9281454682 217771.97231414914)","46948","407240418840000000","25 AVENUE","95 STREET","Q","2023-08-10T00:00:00","2023-10-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1026805.9732748866 148407.40205405653)","30715","434640457970000000","BEACH  129 STREET","OCEAN PROMENADE","Q","2023-07-17T00:00:00","2023-09-01T00:00:00","PLACE EQUIPMENT OTHER THAN CRANE OR SHOV"
"POINT (1013902.4003288001 235033.2465185672)","47361","236890269790000000","GRINNELL PLACE","TRUXTON STREET","X","2023-06-29T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1040925.7606520504 204129.385098055)","58484","415840424810000000","76 AVENUE","174 STREET","Q","2023-06-19T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE MILLING"
"POINT (1037991.6851553917 202655.04454280436)","55182","416190424140000000","78 AVENUE","162 STREET","Q","2023-06-16T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1017636.3462729752 207450.94341556728)","45897","447290466190000000","GRAND AVENUE","VAN LOON STREET","Q","2023-08-02T00:00:00","2023-09-29T00:00:00","DOT IN-HOUSE MILLING"
"POINT (1025334.6737240553 203863.7888444811)","50189","419540459990000000","102 STREET","QUEENS BOULEVARD","Q","2023-07-24T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1008773.2803377211 242041.19805380702)","44163","220020226670000000","CLAY AVENUE","EAST  167 STREET","X","2023-07-24T00:00:00","2023-10-21T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1002189.3043324649 199579.09925113618)","27531","360530362630000000","METROPOLITAN AVENUE","MORGAN AVENUE","B","2023-08-17T00:00:00","2023-08-21T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1034513.858121559 215313.2997380644)","55701","435590458590000000","BEECH AVENUE","PARSONS BOULEVARD","Q","2023-07-24T00:00:00","2023-08-25T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1019100.3328462988 217216.8881224841)","46949","418840428790000000","95 STREET","ASTORIA BOULEVARD","Q","2023-08-10T00:00:00","2023-10-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1033940.263140142 215805.21443665028)","55641","458590461390000000","PARSONS BOULEVARD","SANFORD AVENUE","Q","2023-07-24T00:00:00","2023-08-25T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1011906.336735636 214785.63084588945)","9034562","408190410225000000","32 AVENUE","BROOKLYN QUEENS EXPWY ET   41 WB","Q","2023-07-21T00:00:00","2023-09-29T00:00:00","DOT IN-HOUSE MILLING"
"POINT (1019022.9281454682 217771.97231414914)","46948","407240418840000000","25 AVENUE","95 STREET","Q","2023-08-10T00:00:00","2023-10-31T00:00:00","DOT IN-HOUSE MILLING"
"POINT (1038393.3841551393 202711.0575541407)","55259","416190424240000000","78 AVENUE","164 STREET","Q","2023-06-19T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1039786.7048593014 205505.8849697262)","55354","414890424590000000","71 AVENUE","170 STREET","Q","2023-06-16T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1025412.376980722 205859.47054864466)","50205","413440468690000000","64 ROAD","YELLOWSTONE BOULEVARD","Q","2023-07-24T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1008831.7582391351 201467.48130114377)","41161","447290461155000000","GRAND AVENUE","RUST STREET","Q","2023-08-02T00:00:00","2023-09-29T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1037494.4719109684 202581.68510948122)","55178","416190424040000000","78 AVENUE","160 STREET","Q","2023-06-16T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1013548.0703288019 243478.00620381534)","48030","213820277750000000","BOSTON ROAD","LOUIS NINE BOULEVARD","X","2023-06-29T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1007389.9694560468 183309.08290672302)","27115","338330380330000000","EAST NEW YORK AVENUE","ST JOHNS PLACE","B","2023-06-30T00:00:00","2023-09-24T00:00:00","D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
"POINT (1013949.7197879702 209895.20033806562)","45516","415340468290000000","72 STREET","WOODSIDE AVENUE","Q","2023-08-04T00:00:00","2023-10-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1010167.6210529655 208378.33329306543)","45167","410590412390000000","48 AVENUE","59 STREET","Q","2023-08-04T00:00:00","2023-10-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1034701.6559742987 215156.1117322296)","55702","438990458590000000","CHERRY AVENUE","PARSONS BOULEVARD","Q","2023-07-24T00:00:00","2023-08-25T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1037456.2141134739 202838.6432569772)","55179","416090424040000000","77 ROAD","160 STREET","Q","2023-06-16T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1046562.0157837272 207357.01971890032)","58958","415390425790000000","73 AVENUE","197 STREET","Q","2023-06-19T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1014449.7515963018 241737.00246797502)","48084","233720240120000000","FREEMAN STREET","HOE AVENUE","X","2023-07-21T00:00:00","2023-09-02T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1005589.2283068895 210869.053377226)","41631","409640409840000000","41 STREET","43 AVENUE","Q","2023-07-21T00:00:00","2023-09-29T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1026353.8449140489 148178.29490073025)","30713","434740457970000000","BEACH  131 STREET","OCEAN PROMENADE","Q","2023-07-17T00:00:00","2023-09-01T00:00:00","OCCUPANCY OF ROADWAY AS STIPULATED"
"POINT (1034703.7163376361 201410.33902697265)","54971","416240454580000000","78 ROAD","MAIN STREET","Q","2023-06-16T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE MILLING"
"POINT (1018823.9980971366 219190.4242016375)","46883","406940418840000000","23 AVENUE","95 STREET","Q","2023-08-10T00:00:00","2023-10-31T00:00:00","DOT IN-HOUSE MILLING"
"POINT (1010409.8810671419 215151.02972139418)","46204","407990411790000000","31 AVENUE","56 STREET","Q","2023-07-21T00:00:00","2023-09-29T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1023460.4415801316 199901.2147486508)","32390","414390468690000000","68 ROAD","YELLOWSTONE BOULEVARD","Q","2023-07-24T00:00:00","2023-08-25T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1043594.8137128949 215838.13136556745)","59387","409740425740000000","42 ROAD","196 STREET","Q","2023-06-29T00:00:00","2023-09-02T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1035875.9974576384 201872.73967698216)","55043","416240423290000000","78 ROAD","150 STREET","Q","2023-06-16T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE MILLING"
"POINT (1026650.8193857223 206345.96531055868)","50306","413440420390000000","64 ROAD","110 STREET","Q","2023-07-24T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1009696.3723235577 207687.54399222136)","41251","412090453090000000","58 PLACE","LAUREL HILL BOULEVARD","Q","2023-08-04T00:00:00","2023-10-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1002399.189083308 198958.53290697932)","27524","359330362630000000","MAUJER STREET","MORGAN AVENUE","B","2023-08-17T00:00:00","2023-08-21T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1011666.6908894777 247101.14233022928)","9046526","250730256820000000","METRO NORTH RR","PARK AVENUE","X","2023-08-07T00:00:00","2023-11-05T00:00:00","CONTRACT ROADWAY MILLING"
"POINT (1033793.3507042974 216101.4113508165)","55646","429290458590000000","BARCLAY AVENUE","PARSONS BOULEVARD","Q","2023-07-24T00:00:00","2023-08-25T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1037877.8402387202 203426.57515197992)","55188","415940424140000000","76 ROAD","162 STREET","Q","2023-06-16T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE MILLING"
"POINT (999582.3607274741 238562.77653297782)","24304","113510119990000000","BRADHURST AVENUE","EDGECOMBE AVENUE","M","2023-06-30T00:00:00","2023-08-18T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1022826.2430453897 207014.03910563886)","49955","419090450290000000","98 STREET","HORACE HARDING EXPRESSWAY","Q","2023-07-24T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE PAVING"
"POINT (973083.7923336327 165757.55993898213)","11442","311130377130000000","91 STREET","SHORE ROAD","B","2023-08-08T00:00:00","2023-08-16T00:00:00","DOT IN-HOUSE MILLING"
"POINT (1004787.0186252147 245041.4217121452)","43793","250520255220000000","MERRIAM AVENUE","OGDEN AVENUE","X","2023-07-24T00:00:00","2023-10-21T00:00:00","DOT IN-HOUSE PAVING"
"POINT (1014175.5759635568 241852.79948048294)","66818","252710277750000000","NYCTA SUBWAY","LOUIS NINE BOULEVARD","X","2023-06-29T00:00:00","2023-08-31T00:00:00","DOT IN-HOUSE PAVING"
