"arrest_key","arrest_date","pd_cd","pd_desc","ky_cd","ofns_desc","law_code","law_cat_cd","arrest_boro","arrest_precinct","jurisdiction_code","age_group","perp_sex","perp_race","x_coord_cd","y_coord_cd","latitude","longitude","lon_lat"
"218518420","2020-09-30T00:00:00.000","339","LARCENY,PETIT FROM OPEN AREAS,","341","PETIT LARCENY","PL 1552500","M","S","120","0","25-44","M","BLACK","962822","174282","40.645022746000045","-74.077216847","POINT (-74.077216847 40.645022746000045)"
"188210546","2018-10-01T00:00:00.000","665",,,,"PL 4902001","F","K","61","0","<18","M","WHITE","995118","155709","40.59406298000005","-73.96086869299995","POINT (-73.96086869299995 40.59406298000005)"
"192389746","2019-01-16T00:00:00.000",,,,,"PL 2203400","F","M","14","0","45-64","M","WHITE","986061","213320","40.752198698000029","-73.993465044999937","POINT (-73.99346504499994 40.75219869800003)"
"196296399","2019-04-22T00:00:00.000","263","ARSON 2,3,4","114","ARSON","PL 1501500","F","S","120","71","<18","M","BLACK","961580","163524","40.615491223000049","-74.081656229999965","POINT (-74.08165622999996 40.61549122300005)"
"219168747","2020-10-14T00:00:00.000","157","RAPE 1","104","RAPE","PL 1303502","F","K","77","0","25-44","M","BLACK","1003606","185050","40.67458330800008","-73.93022154099998","POINT (-73.93022154099998 40.67458330800008)"
"188086113","2018-09-27T00:00:00.000",,,,,,,"B","50","0","25-44","M","WHITE HISPANIC","1012688","270928","40.91027045300007","-73.89711662799994","POINT (-73.89711662799994 40.91027045300007)"
"234699518","2021-10-08T00:00:00.000","101","ASSAULT 3","344","ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","K","79","0","18-24","F","BLACK","1000922","186700","40.67911764600007","-73.93989348699995","POINT (-73.93989348699995 40.67911764600007)"
"23834182","2006-08-13T00:00:00.000","567.0","MARIJUANA, POSSESSION 4 & 5","235.0","DANGEROUS DRUGS","PL 2211001","M","K","71","0.0","18-24","M","BLACK","995628.0","181599.0","40.66512493100004","-73.95898867799998","POINT (-73.95898867799998 40.66512493100004)"
"206009619","2019-12-04T00:00:00.000","440",,,,"PL 1553502","F","Q","114","0","<18","M","WHITE","1009988","221743","40.775280384000041","-73.907073618999959","POINT (-73.90707361899996 40.77528038400004)"
"192751854","2019-01-25T00:00:00.000","440",,,,"PL 1553502","F","M","5","0","<18","M","BLACK","983907","199959","40.715526213000032","-74.001238747999935","POINT (-74.00123874799993 40.71552621300003)"
"187866937","2018-09-21T00:00:00.000","109","ASSAULT 2,1,UNCLASSIFIED","106","FELONY ASSAULT","PL 1200502","F","Q","103","0","25-44","M","BLACK","1040260","197679","40.70909089000003","-73.79797630299998","POINT (-73.79797630299998 40.70909089000003)"
"194591136","2019-03-12T00:00:00.000","157","RAPE 1","104","RAPE","PL 1303501","F","K","77","0","25-44","M","BLACK","1003606","185050","40.674583308000081","-73.930221540999980","POINT (-73.93022154099998 40.67458330800008)"
"234348034","2021-10-01T00:00:00.000","153","RAPE 3","104","RAPE","PL 1302501","F","M","5","0","<18","M","BLACK","984946","200203","40.716195914000025","-73.99749074599998","POINT (-73.99749074599998 40.716195914000025)"
"188893646","2018-10-17T00:00:00.000","397","ROBBERY,UNCLASSIFIED,OPEN AREAS","105","ROBBERY","PL 1601502","F","K","71","0","18-24","M","BLACK","999005","181250","40.66416202000005","-73.94681681999998","POINT (-73.94681681999998 40.66416202000005)"
"191778810","2019-01-02T00:00:00.000","168","SODOMY 1","116","SEX CRIMES","PL 1305003","F","Q","112","0","<18","M","WHITE","1025420","202485","40.722363687000040","-73.851473893999980","POINT (-73.85147389399998 40.72236368700005)"
"218265913","2020-09-24T00:00:00.000","153","RAPE 3","104","RAPE","PL 1302503","F","B","40","2","18-24","M","WHITE HISPANIC","1004926","234532","40.81039601900005","-73.92531074499993","POINT (-73.92531074499993 40.81039601900005)"
"23920935","2006-08-18T00:00:00.000","782.0","WEAPONS, POSSESSION, ETC","236.0","DANGEROUS WEAPONS","PL 2650101","M","K","77","0.0","18-24","M","BLACK","995325.0","185155.0","40.674885741000026","-73.96007501899999","POINT (-73.96007501899999 40.674885741000026)"
"234680826","2021-10-08T00:00:00.000","175","SEXUAL ABUSE 3,2","233","SEX CRIMES","PL 1305500","M","Q","106","0","25-44","M","BLACK","1028713","187853","40.68218640100008","-73.83969048299997","POINT (-73.83969048299997 40.68218640100008)"
"235277304","2021-10-21T00:00:00.000","157","RAPE 1","104","RAPE","PL 1303501","F","M","30","0","45-64","M","BLACK","999794","241252","40.82885104500008","-73.94383419099995","POINT (-73.94383419099995 40.82885104500008)"
"234945567","2021-10-14T00:00:00.000","153","RAPE 3","104","RAPE","PL 1302502","F","K","77","0","25-44","M","BLACK","1003606","185050","40.67458330800008","-73.93022154099998","POINT (-73.93022154099998 40.67458330800008)"
"217780931","2020-09-14T00:00:00.000","105","STRANGULATION 1ST","106","FELONY ASSAULT","PL 1211200","F","M","10","0","25-44","M","BLACK","985783","214675","40.755917883000045","-73.99446811699994","POINT (-73.99446811699994 40.755917883000045)"
"234846393","2021-10-12T00:00:00.000","153","RAPE 3","104","RAPE","PL 1302501","F","Q","112","0","45-64","M","BLACK","1025420","202485","40.72236368700004","-73.85147389399998","POINT (-73.85147389399998 40.72236368700004)"
"219591640","2020-10-22T00:00:00.000","155","RAPE 2","104","RAPE","PL 1303001","F","K","77","0","25-44","M","WHITE HISPANIC","1003606","185050","40.67458330800008","-73.93022154099998","POINT (-73.93022154099998 40.67458330800008)"
"187603736","2018-09-14T00:00:00.000","157","RAPE 1","104","RAPE","PL 1303501","F","B","48","0","25-44","M","WHITE HISPANIC","1011779","246746","40.84390125500005","-73.900504632","POINT (-73.900504632 40.843901255000056)"
"217878582","2020-09-15T00:00:00.000","397","ROBBERY,OPEN AREA UNCLASSIFIED","105","ROBBERY","PL 1601502","F","M","5","0","25-44","M","BLACK","982683","199755","40.71496615000007","-74.00565402799998","POINT (-74.00565402799998 40.71496615000007)"
"188126065","2018-09-28T00:00:00.000",,,,,"PL 1701000","F","M","23","1","25-44","M","WHITE HISPANIC","998736","227214","40.79032242500005","-73.94768749799994","POINT (-73.94768749799994 40.79032242500005)"
"235215296","2021-10-20T00:00:00.000","155","RAPE 2","104","RAPE","PL 1303001","F","B","41","0","45-64","M","BLACK","1013232","236725","40.816391847000034","-73.89529641399997","POINT (-73.89529641399997 40.816391847000034)"
"234396557","2021-10-03T00:00:00.000","109","ASSAULT 2,1,UNCLASSIFIED","106","FELONY ASSAULT","PL 1201001","F","M","32","0","18-24","M","BLACK","999428","236544","40.815929553000046","-73.94516735699995","POINT (-73.94516735699995 40.815929553000046)"
"235213642","2021-10-20T00:00:00.000","157","RAPE 1","104","RAPE","PL 1303501","F","Q","112","0","18-24","M","WHITE HISPANIC","1025420","202485","40.72236368700004","-73.85147389399998","POINT (-73.85147389399998 40.72236368700004)"
"188593338","2018-10-10T00:00:00.000","177",,,,"PL 1306504","F","M","25","0","45-64","M","BLACK","1000555","230994","40.800694331000045","-73.94110928599997","POINT (-73.94110928599997 40.800694331000045)"
"220130349","2020-11-05T00:00:00.000","109","ASSAULT 2,1,UNCLASSIFIED","106","FELONY ASSAULT","PL 1200502","F","Q","102","0","25-44","F","BLACK","1031076","193779","40.69843969400005","-73.83112953899997","POINT (-73.83112953899997 40.69843969400005)"
"188785833","2018-10-15T00:00:00.000",,,,,,,"K","67","0","25-44","M","BLACK","996949","176623","40.651465108000025","-73.95423641599997","POINT (-73.95423641599997 40.651465108000025)"
"188431122","2018-10-06T00:00:00.000","175","SEXUAL ABUSE 3,2","233","FORCIBLE TOUCHING","PL 1305200","M","Q","115","0","25-44","M","WHITE HISPANIC","1018699","215043","40.75686097700003","-73.87565666399996","POINT (-73.87565666399996 40.75686097700003)"
"187900310","2018-09-22T00:00:00.000","203","TRESPASS 3, CRIMINAL","352","CRIMINAL TRESPASS","PL 1401000","M","K","61","0","25-44","M","BLACK","1002206","158439","40.60154475400003","-73.93533946199994","POINT (-73.93533946199994 40.60154475400003)"
"188038653","2018-09-26T00:00:00.000","109","ASSAULT 2,1,UNCLASSIFIED","106","FELONY ASSAULT","PL 1200502","F","K","84","0","45-64","M","BLACK","989235","189579","40.68703414200007","-73.98202677399996","POINT (-73.98202677399996 40.68703414200007)"
"235916883","2021-11-05T00:00:00.000","153","RAPE 3","104","RAPE","PL 1302502","F","B","48","0","25-44","M","WHITE HISPANIC","1011779","246746","40.84390125500005","-73.900504632","POINT (-73.900504632 40.84390125500005)"
"194097220","2019-02-28T00:00:00.000","175","SEXUAL ABUSE 3,2","233","SEX CRIMES","PL 13052A1","M","M","19","1","45-64","M","BLACK","994276","218779","40.767176760000041","-73.963806682999973","POINT (-73.96380668299997 40.76717676000004)"
"234129817","2021-09-27T00:00:00.000","157","RAPE 1","104","RAPE","PL 1303501","F","B","41","0","25-44","M","ASIAN / PACIFIC ISLANDER","1013232","236725","40.816391847000034","-73.89529641399997","POINT (-73.89529641399997 40.816391847000034)"
"187731259","2018-09-18T00:00:00.000","175","SEXUAL ABUSE 3,2","233","FORCIBLE TOUCHING","PL 1305200","M","K","84","0","65+","M","WHITE","989013","192652","40.69546894100006","-73.98282507899995","POINT (-73.98282507899995 40.69546894100006)"
"188855375","2018-10-16T00:00:00.000","793","WEAPONS POSSESSION 3","118","DANGEROUS WEAPONS","PL 2650201","F","K","67","0","45-64","M","BLACK","997704","178037","40.655345114000056","-73.95151270399998","POINT (-73.95151270399998 40.655345114000056)"
"219930393","2020-10-30T00:00:00.000","175","SEXUAL ABUSE 3,2","233","SEX CRIMES","PL 13052A1","M","K","77","0","45-64","M","BLACK","1003606","185050","40.67458330800008","-73.93022154099998","POINT (-73.93022154099998 40.67458330800008)"
"217660955","2020-09-10T00:00:00.000","109","ASSAULT 2,1,UNCLASSIFIED","106","FELONY ASSAULT","PL 1200504","F","K","69","0","25-44","F","BLACK","1010576","175629","40.64870676900005","-73.90513094099998","POINT (-73.90513094099998 40.64870676900005)"
"234858564","2021-10-12T00:00:00.000","157","RAPE 1","104","RAPE","PL 1303501","F","B","41","0","45-64","M","BLACK HISPANIC","1013232","236725","40.816391847000034","-73.89529641399997","POINT (-73.89529641399997 40.816391847000034)"
"193089513","2019-02-02T00:00:00.000","707","IMPERSONATION 2, PUBLIC SERVAN","340","FRAUDS","PL 1902300","M","B","42","0","25-44","M","BLACK","1008690","238862","40.822271041000079","-73.911697779999940","POINT (-73.91169777999994 40.82227104100008)"
"188719020","2018-10-13T00:00:00.000","101","ASSAULT 3","344","ASSAULT 3 & RELATED OFFENSES","PL 1200000","M","M","30","0","25-44","M","BLACK","999751","241188","40.82867545800008","-73.94398971599996","POINT (-73.94398971599996 40.82867545800008)"
"235024576","2021-10-15T00:00:00.000","380","ROBBERY,CAR JACKING","105","ROBBERY","PL 1601003","F","M","17","1","18-24","M","BLACK","992129","214768","40.75616976700008","-73.97156224699995","POINT (-73.97156224699995 40.75616976700008)"
"193256390","2019-02-06T00:00:00.000",,,,,"PL 2203400","F","M","14","0","18-24","M","ASIAN / PACIFIC ISLANDER","986685","215375","40.757839003000072","-73.991212110999982","POINT (-73.99121211099998 40.75783900300007)"
"187848220","2018-09-20T00:00:00.000","101","ASSAULT 3","344","ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","B","48","0","25-44","M","BLACK","1011811","246833","40.844139945000045","-73.90038861799998","POINT (-73.90038861799998 40.84413994500005)"
"188062779","2018-09-27T00:00:00.000","101","ASSAULT 3","344","ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","K","61","0","25-44","M","WHITE","998271","156940","40.597437401000036","-73.94951303399995","POINT (-73.94951303399995 40.597437401000036)"
"219283643","2020-10-15T00:00:00.000","177","SEXUAL ABUSE","116","SEX CRIMES","PL 1306503","F","K","84","0","<18","M","WHITE HISPANIC","989013","192652","40.69546894100006","-73.98282507899995","POINT (-73.98282507899995 40.69546894100006)"
"234820330","2021-10-11T00:00:00.000","339","LARCENY,PETIT FROM OPEN AREAS,","341","PETIT LARCENY","PL 1552500","M","M","18","0","25-44","M","WHITE","987326","216532","40.761014472000056","-73.98889783899993","POINT (-73.98889783899993 40.761014472000056)"
"235786655","2021-11-01T00:00:00.000","177","SEXUAL ABUSE","116","SEX CRIMES","PL 1306503","F","Q","103","0","25-44","M","BLACK","1041749","196938","40.70704747500002","-73.79261190399995","POINT (-73.79261190399995 40.70704747500002)"
"197229430","2019-05-15T00:00:00.000","729","FORGERY,ETC.,UNCLASSIFIED-FELO","113","FORGERY","PL 1702500","F","Q","109","4","25-44","M","BLACK","1032051","217053","40.762315800000067","-73.827448001999983","POINT (-73.82744800199998 40.76231580000007)"
"193276640","2019-02-07T00:00:00.000","153","RAPE 3","104","RAPE","PL 1302501","F","Q","112","0","25-44","M","BLACK","1025420","202485","40.722363687000040","-73.851473893999980","POINT (-73.85147389399998 40.72236368700005)"
"219646343","2020-10-23T00:00:00.000","157","RAPE 1","104","RAPE","PL 1303501","F","B","49","0","25-44","M","WHITE HISPANIC","1027295","251236","40.85616295700004","-73.84439712399995","POINT (-73.84439712399997 40.85616295700004)"
"235794245","2021-11-01T00:00:00.000","175","SEXUAL ABUSE 3,2","233","SEX CRIMES","PL 13052A1","M","K","75","0","45-64","M","BLACK","1017141","183798","40.67110691100004","-73.88143295699997","POINT (-73.88143295699997 40.67110691100004)"
"192531624","2019-01-20T00:00:00.000","155","RAPE 2","104","RAPE","PL 1303001","F","K","69","0","25-44","M","BLACK","1010641","175525","40.648421119000034","-73.904897108999990","POINT (-73.90489710899999 40.648421119000034)"
"23873406","2006-08-15T00:00:00.000","739.0","IDENTITY THFT-1","112.0","THEFT-FRAUD","PL 1908001","F","K","62","0.0","25-44","F","ASIAN / PACIFIC ISLANDER","983503.0","158624.0","40.60207069800003","-74.00269150899999","POINT (-74.00269150899999 40.60207069800003)"
"192449561","2019-01-17T00:00:00.000","157","RAPE 1","104","RAPE","PL 1303501","F","B","41","0","45-64","M","WHITE HISPANIC","1013232","236725","40.816391847000034","-73.895296413999972","POINT (-73.89529641399997 40.816391847000034)"
"234394136","2021-10-02T00:00:00.000","729","FORGERY,ETC.,UNCLASSIFIED-FELO","113","FORGERY","PL 1702500","F","K","73","0","25-44","M","BLACK","1008895","181134","40.66382162100007","-73.91116860799998","POINT (-73.91116860799998 40.66382162100007)"
"234908763","2021-10-13T00:00:00.000","175","SEXUAL ABUSE 3,2","233","SEX CRIMES","PL 13052A1","M","K","78","0","<18","M","BLACK","991374","187228","40.680579719000036","-73.97431655799994","POINT (-73.97431655799994 40.680579719000036)"
"188424593","2018-10-05T00:00:00.000","211","BURGLARY,COMMERCIAL,DAY","107","BURGLARY","PL 1402500","F","K","79","0","18-24","F","BLACK","999507","190206","40.688743368000075","-73.94498708099997","POINT (-73.94498708099997 40.688743368000075)"
"187924175","2018-09-22T00:00:00.000","101","ASSAULT 3","344","ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","M","7","0","25-44","M","WHITE","989038","199686","40.71477560500005","-73.98272992299998","POINT (-73.98272992299998 40.71477560500005)"
"193658990","2019-02-16T00:00:00.000","440",,,,"PL 1553502","F","Q","115","0","25-44","M","WHITE HISPANIC","1018198","214873","40.756396308000035","-73.877465894999943","POINT (-73.87746589499994 40.756396308000035)"
"194992948","2019-03-21T00:00:00.000","157","RAPE 1","104","RAPE","PL 1303501","F","B","41","0","18-24","M","BLACK","1013232","236725","40.816391847000034","-73.895296413999972","POINT (-73.89529641399997 40.816391847000034)"
"235606845","2021-10-28T00:00:00.000","175","SEXUAL ABUSE 3,2","233","SEX CRIMES","PL 13052A1","M","K","84","0","45-64","M","WHITE HISPANIC","989013","192652","40.69546894100006","-73.98282507899995","POINT (-73.98282507899995 40.69546894100006)"
"219271507","2020-10-15T00:00:00.000","397","ROBBERY,OPEN AREA UNCLASSIFIED","105","ROBBERY","PL 160102A","F","K","70","0","25-44","M","BLACK","991591","169049","40.63068215900006","-73.97355396999995","POINT (-73.97355396999995 40.63068215900006)"
"188870335","2018-10-17T00:00:00.000","475",,,,"PL 1651601","M","Q","103","1","25-44","M","BLACK","1039726","195270","40.702482133000046","-73.799922252","POINT (-73.799922252 40.702482133000046)"
"218085934","2020-09-19T00:00:00.000","109","ASSAULT 2,1,UNCLASSIFIED","106","FELONY ASSAULT","PL 1200501","F","K","75","0","25-44","F","BLACK","1015238","180730","40.66269280500006","-73.88830715999995","POINT (-73.88830715999995 40.66269280500006)"
"219676764","2020-10-24T00:00:00.000",,,,,"PL 2650022","M","B","44","0","25-44","M","BLACK","1007770","242308","40.83173182300004","-73.91500973199999","POINT (-73.91500973199999 40.83173182300004)"
"187834762","2018-09-20T00:00:00.000","101","ASSAULT 3","344","ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","S","120","0","25-44","F","WHITE HISPANIC","962822","174282","40.645022746000045","-74.077216847","POINT (-74.077216847 40.645022746000045)"
"218662083","2020-10-02T00:00:00.000","203","TRESPASS 3, CRIMINAL","352","CRIMINAL TRESPASS","PL 140100A","M","M","18","0","18-24","M","WHITE","989202","217133","40.76266321100008","-73.98212549399994","POINT (-73.98212549399994 40.76266321100008)"
"234730076","2021-10-09T00:00:00.000","175","SEXUAL ABUSE 3,2","233","SEX CRIMES","PL 13052A1","M","M","14","15","25-44","M","BLACK","985679","213954","40.75393893800003","-73.99484365499995","POINT (-73.99484365499995 40.75393893800003)"
"220071829","2020-11-04T00:00:00.000","157","RAPE 1","104","RAPE","PL 1303501","F","M","14","0","25-44","M","WHITE","985679","213954","40.75393893800003","-73.99484365499995","POINT (-73.99484365499995 40.75393893800003)"
"218136610","2020-09-21T00:00:00.000","157","RAPE 1","104","RAPE","PL 1303501","F","B","41","0","25-44","M","BLACK","1013232","236725","40.816391847000034","-73.89529641399997","POINT (-73.89529641399997 40.816391847000034)"
