"objectid","meter_number","status","pay_by_cell_number","meter_hours","parking_facility_name","facility","borough","on_street","side_of_street","from_street","to_street","lat","long","x","y","location"
"11009","1433365","Active","101222","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","West 44 Street","S","7 Avenue","Avenue of the Americas","40.7568153613149","-73.9848890983257","988436.392533883","215005.304619148","POINT (-73.984889098326 40.756815361315)"
"11018","1433375","Active","101501","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","West 49 Street","S","6 Avenue","7 Avenue","40.7594609155147","-73.9814635211921","989385.225938052","215969.348622814","POINT (-73.981463521192 40.759460915515)"
"10407","5773002","Active","525704","15HR Pas Mon-Sat 0800-2200","Great Kills","Off Street","Staten Island","Amboy Road","S","Adrienne Place","Hillside Terrace","40.5510563493479","-74.1490575827287","942826.872860715","140076.438401058","POINT (-74.149057582729 40.551056349348)"
"10833","1433131","Active","104185","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","West 46 Street","S","7 Avenue","6 Avenue","40.7583202747477","-73.9845854401741","988520.42287764","215553.608312562","POINT (-73.984585440174 40.758320274748)"
"11060","1433433","Active","104232","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","West 52 Street","N","8 Avenue","Broadway","40.7633817425759","-73.9846869583905","988491.976084143","217397.662039146","POINT (-73.98468695839 40.763381742576)"
"12108","1433339","Active","104051","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","East 49 Street","S","Park Avenue","Madison Avenue","40.75673999491","-73.9749934376794","991177.938888058","214978.47396414","POINT (-73.974993437679 40.75673999491)"
"13644","3773006","Active","342834","15HR Pas Mon-Sat 0800-2200","Grant Avenue","Off Street","Brooklyn","Grant Avenue","W","Pitkin Avenue","Glenmore Avenue","40.6766593338406","-73.8650341386473","1021686.53305447","185830.492890149","POINT (-73.865034138647 40.676659333841)"
"10920","1433238","Active","104289","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","East 54 Street","N","Madison Avenue","Park Avenue","40.7602864479171","-73.9734676317663","991600.26415889","216270.686930895","POINT (-73.973467631766 40.760286447917)"
"9661","1443304","Active","102528","3HR Com Mon-Fri 0800-1800 /6HR Pas Mon-Fri 1800-2400 /6HR Pas Sat 0800-2400",,"On Street","Manhattan","7 Avenue","E","West 39 Street","West 38 Street","40.7537460929691","-73.9885023997609","987435.493945137","213886.918404475","POINT (-73.988502399761 40.753746092969)"
"9767","1443308","Active","101397","3HR Com Mon-Fri 0800-1800 /6HR Pas Mon-Fri 1800-2400 /6HR Pas Sat 0800-2400",,"On Street","Manhattan","7 Avenue","E","West 37 Street","West 36 Street","40.7526001942785","-73.9893457072002","987201.900252223","213469.400866807","POINT (-73.9893457072 40.752600194279)"
"8229","1403051","Active","103104","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","West 47 Street","S","8 Avenue","9 Avenue","40.7609586871514","-73.9888893539481","987327.95216547","216514.687755227","POINT (-73.988889353948 40.760958687151)"
"9552","1443185","Active","101693","3HR Com Mon-Fri 0800-1800 /6HR Pas Mon-Fri 1800-2400 /6HR Pas Sat 0800-2400",,"On Street","Manhattan","West 35 Street","N","Broadway","7 Avenue","40.750941141765","-73.9883203337725","987486.072912216","212864.990658313","POINT (-73.988320333772 40.750941141765)"
"15280","1403175","Active","101845","1HR Com Mon-Sat 0700-1600 /1HR Com Mon-Sat 1900-2200",,"On Street","Manhattan","Tenth Avenue","W","West 44 Street","West 45 Street","40.7613225932952","-73.9943593689134","985812.600209311","216647.125810564","POINT (-73.994359368913 40.761322593295)"
"9553","1443186","Active","101693","3HR Com Mon-Fri 0800-1800 /6HR Pas Mon-Fri 1800-2400 /6HR Pas Sat 0800-2400",,"On Street","Manhattan","West 35 Street","N","Broadway","7 Avenue","40.7511754571548","-73.9888769975798","987331.827813894","212950.339240894","POINT (-73.98887699758 40.751175457155)"
"9389","1443011","Active","104400","3HR Com Mon-Fri 0800-1800 /6HR Pas Mon-Fri 1800-2400 /6HR Pas Sat 0800-2400",,"On Street","Manhattan","West 39 Street","N","Broadway","7 Avenue","40.7539331677953","-73.9877108224102","987654.796656132","213955.105604067","POINT (-73.98771082241 40.753933167795)"
"9374","1442558","Active","102729","3HR Com Mon-Fri 0800-1800 /6HR Pas Mon-Fri 1800-2400 /6HR Pas Sat 0800-2400",,"On Street","Manhattan","West 39 Street","S","5 Avenue","Avenue of the Americas","40.7527197060439","-73.9851158098842","988373.836884722","213513.113705888","POINT (-73.985115809884 40.752719706044)"
"9394","1443016","Active","102478","3HR Com Mon-Fri 0800-1800 /6HR Pas Mon-Fri 1800-2400 /6HR Pas Sat 0800-2400",,"On Street","Manhattan","West 39 Street","S","7 Avenue","8 Avenue","40.7547138856682","-73.9898608369811","987059.08820188","214239.470192805","POINT (-73.989860836981 40.754713885668)"
"10806","1433098","Active","102117","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","West 51 Street","N","6 Avenue","7 Avenue","40.7615998822718","-73.9824049956613","989124.249425888","216748.59050265","POINT (-73.982404995661 40.761599882272)"
"10953","1433285","Active","106372","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","East 43 Street","S","3 Avenue","Lexington Avenue","40.7518975943566","-73.9751637619376","991131.251645476","213214.216993973","POINT (-73.975163761938 40.751897594357)"
"9776","1443317","Active","102141","3HR Com Mon-Sat 1000-1600 /5HR Pas Mon-Sat 1900-2400",,"On Street","Manhattan","Avenue of the Americas","W","West 38 Street","West 39 Street","40.7525358685652","-73.9859240723836","988149.909182966","213446.098748058","POINT (-73.985924072384 40.752535868565)"
"9019","1243052","Active","103300","3HR Com Mon-Sat 0700-1500 / 5 HR Pas Mon-Sat 1900-2400",,"On Street","Manhattan","Canal Street","N","Greene Street","Wooster Street","40.72072602965","-74.003564661439","983261.895008892","201856.478226557","POINT (-74.003564661439 40.72072602965)"
"10812","1433106","Active","103066","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","West 53 Street","N","6 Avenue","7 Avenue","40.7626802944151","-73.9811003480453","989485.584005058","217142.295423895","POINT (-73.981100348045 40.762680294415)"
"9222","1463012","Active","105304","3HR Com Mon-Fri 0700-1400 / 2HR Pas Sat 0700-1400",,"On Street","Manhattan","Gansevoort Street","N","Greenwich Street","Washington Street","40.7394423998286","-74.0068328611753","982356.499509975","208675.489522889","POINT (-74.006832861175 40.739442399829)"
"10309","1443947","Active","104933","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","West 41 Street","S","Avenue of the Americas","Broadway","40.7542804364476","-73.9849727744481","988413.368957892","214081.745114565","POINT (-73.984972774448 40.754280436448)"
"10312","1443951","Active","104933","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","West 41 Street","S","Avenue of the Americas","Broadway","40.7547810340876","-73.9861692735387","988081.84403038","214264.074474305","POINT (-73.986169273539 40.754781034088)"
"10887","1433199","Active","102427","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","East 51 Street","N","Lexington Avenue","Park Avenue","40.7574064796908","-73.9724635100998","991878.765898466","215221.506286472","POINT (-73.9724635101 40.757406479691)"
"11145","1433787","Active","107235","3HR Com Mon-Fri 1000-1600 /6HR Pas Mon-Fri 1800-2400 /6HR Pas Sat 0800-2400",,"On Street","Manhattan","West 44 Street","S","8 Avenue","7 Avenue","40.7575686814019","-73.9866680328227","987943.506708637","215279.683663562","POINT (-73.986668032823 40.757568681402)"
"14536","4153011","Active","414359","12HR Pas Mon-Sat 0700-1900",,"On Street","Queens","Skillman Avenue","N","Honeywell Street","Queens Boulevard","40.7470786469658","-73.9297941143262","1003702.99717122","211465.339258149","POINT (-73.929794114326 40.747078646966)"
"11138","1433780","Active","102914","3HR Com Mon-Sat 1000-1600 /5HR Pas Mon-Sat 1900-2400",,"On Street","Manhattan","Avenue of the Americas","W","West 56 Street","West 57 Street","40.7639748116439","-73.9775758354597","990461.824178562","217614.160949975","POINT (-73.97757583546 40.763974811644)"
"14866","1433271","Active","102282","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","East 56 Street","N","Madison Avenue","Park Avenue","40.7611412394401","-73.9716022307802","992116.935369641","216582.277515054","POINT (-73.97160223078 40.76114123944)"
"15127","1433461","Active","102931","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","West 53 Street","N","Broadway","8 Avenue","40.764061284893","-73.9843603382859","988582.411270723","217645.257672563","POINT (-73.984360338286 40.764061284893)"
"11050","1433419","Active","106965","2HR Pas Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","Broadway","E","West 53 Street","West 52 Street","40.7630618639488","-73.9828846947031","988991.256909728","217281.212140813","POINT (-73.982884694703 40.763061863949)"
"787","4101294","Active","455829","2HR Pas Mon-Sat 0800-2000",,"On Street","Queens","Beach Channel Drive","S","Beach 116 Street","Rockaway Freeway","40.5821026631554","-73.8367432702245","1029597.98770396","151394.385581389","POINT (-73.836743270224 40.582102663155)"
"10926","1433244","Active","101412","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","East 54 Street","N","Park Avenue","Lexington Avenue","40.7592229596343","-73.9709540574303","992296.728317142","215883.444267064","POINT (-73.97095405743 40.759222959634)"
"8228","1403052","Active","102365","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","West 47 Street","N","8 Avenue","9 Avenue","40.7612110947105","-73.9892665743096","987223.44056347","216606.635077894","POINT (-73.98926657431 40.761211094711)"
"1203","4152159","Active","426804","12 HR Pas Mon-Sat 0600-2200",,"On Street","Queens","Borden Avenue","S","2 Street","Vernon Boulevard","40.7420102611348","-73.9585032839562","995748.992738053","209613.69269897","POINT (-73.958503283956 40.742010261135)"
"9025","1243058","Active","104447","3HR Com Mon-Sat 0700-1900 /5HR Pas Mon-Sat 1900-2400",,"On Street","Manhattan","Walker Street","S","Baxter Street","Mulberry Street","40.7172097971062","-73.9991690537589","984480.345984057","200575.387940973","POINT (-73.999169053759 40.717209797106)"
"10803","1433095","Active","104456","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","West 56 Street","N","5 Avenue","6 Avenue","40.7633900627451","-73.9769407661666","990637.803813472","217401.163344473","POINT (-73.976940766167 40.763390062745)"
"217","3013663","Active","300566","2 HR Pas Mon-Sat 0800-1900",,"On Street","Brooklyn","DeKalb Avenue","N","Flatbush Avenue Extention","Bond Street","40.6899908081506","-73.9821719673717","989194.113787472","190659.198127732","POINT (-73.982171967372 40.689990808151)"
"10891","1433203","Active","107253","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","East 51 Street","S","Park Avenue","Madison Avenue","40.7579269535549","-73.973918325688","991475.664342478","215411.008532137","POINT (-73.973918325688 40.757926953555)"
"15169","3743007","Active","342838","4HR Pas Mon-Sat 0700-2200","Gowanus Parking Field","Off Street","Brooklyn","3 Avenue","S","34 Street","35 Street","40.6565658865492","-74.0053317042303","982770.657474309","178481.087313399","POINT (-74.00533170423 40.656565886549)"
"10758","1433043","Active","104674","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","West 44 Street","S","5 Avenue","6 Avenue","40.7552229444504","-73.9811040187532","989485.153231636","214425.338915557","POINT (-73.981104018753 40.75522294445)"
"14796","1433347","Active","104604","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","East 50 Street","N","5 Avenue","Madison Avenue","40.7582675400225","-73.9764481664726","990774.764169469","215534.896735817","POINT (-73.976448166473 40.758267540023)"
"11496","1433362","Active","106391","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","East 48 Street","S","Park Avenue","Lexington Avenue","40.7554942130909","-73.9739752625839","991460.1538748","214524.677299559","POINT (-73.973975262584 40.755494213091)"
"10847","1433147","Active","106073","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","West 56 Street","N","7 Avenue","Broadway","40.7652565919715","-73.9813780116852","989408.46604906","218080.909032226","POINT (-73.981378011685 40.765256591972)"
"9021","1243054","Active","101377","3HR Com Mon-Sat 0800-1900 /5HR Pas Mon-Sat 1900-2400",,"On Street","Manhattan","Canal Street","S","West Broadway","Church Street","40.7206263691695","-74.0037956169424","983197.873811468","201820.171540648","POINT (-74.003795616942 40.72062636917)"
"11144","1433786","Active","107235","3HR Com Mon-Fri 1000-1600 /6HR Pas Mon-Fri 1800-2400 /6HR Pas Sat 0800-2400",,"On Street","Manhattan","West 44 Street","S","8 Avenue","7 Avenue","40.7583658532132","-73.9885681336939","987417.062223464","215570.044959471","POINT (-73.988568133694 40.758365853213)"
"9484","1443113","Active","106021","3HR Com Mon-Fri 0800-1800 /6HR Pas Mon-Fri 1800-2400 /6HR Pas Sat 0800-2400",,"On Street","Manhattan","West 37 Street","S","Broadway","7 Avenue","40.7522456282648","-73.987819284041","987624.832149133","213340.276125059","POINT (-73.987819284041 40.752245628265)"
"1166","4152023","Active","414115","12HR Pas Mon-Sat 0700-1900",,"On Street","Queens","Skillman Avenue","E","49 Avenue","Pearson Place","40.7424124472942","-73.9452339029893","999425.926985219","209762.242270648","POINT (-73.945233902989 40.742412447294)"
"14868","3223058","Active","333479","2 HR Pas Mon-Sat 0900-1900",,"On Street","Brooklyn","Bedford Avenue","N","Lorimer Street","Manhattan Avenue","40.7239158693135","-73.9512618616084","997759.302693799","203022.37320447","POINT (-73.951261861608 40.723915869314)"
"10799","1433090","Active","107068","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","West 56 Street","S","6 Avenue","5 Avenue","40.7630276563236","-73.9763310589991","990806.738843054","217269.171810567","POINT (-73.976331058999 40.763027656324)"
"15374","1113115","Active","101929","2HR Pas Mon-Sat 0800-2200",,"On Street","Manhattan","Varick Street","E","North Moore Street","Franklin Street","40.7193417144897","-74.0067787225926","982370.93550472","201352.182319149","POINT (-74.006778722593 40.71934171449)"
"1164","4152025","Active","414115","12HR Pas Mon-Sat 0700-1900",,"On Street","Queens","Skillman Avenue","E","49 Avenue","Pearson Place","40.7428956377743","-73.9440275937553","999760.088062301","209938.49519898","POINT (-73.944027593755 40.742895637774)"
"10815","1433109","Active","102918","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","West 54 Street","N","Broadway","7 Avenue","40.7638182127798","-73.9818436267489","989279.594915718","217556.832980648","POINT (-73.981843626749 40.76381821278)"
"10956","1433288","Active","104148","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","East 43 Street","N","Madison Avenue","5 Avenue","40.7536510007436","-73.9790731693966","990047.939179555","213852.756727397","POINT (-73.979073169397 40.753651000744)"
"10934","1433253","Active","102808","3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400",,"On Street","Manhattan","East 55 Street","S","3 Avenue","Lexington Avenue","40.759279985182","-73.9693863161929","992731.039456382","215904.368437812","POINT (-73.969386316193 40.759279985182)"
"9517","1443147","Active","104320","3HR Com Mon-Fri 0800-1800 /6HR Pas Mon-Fri 1800-2400 /6HR Pas Sat 0800-2400",,"On Street","Manhattan","West 36 Street","N","Avenue of the Americas","5 Avenue","40.7504196296481","-73.9851434222009","988366.328697637","212675.120303139","POINT (-73.985143422201 40.750419629648)"
"13067","4013126","Active","421243","12HR Pas Mon-Sat 0700-1900",,"On Street","Queens","34 Street","E","43 Avenue","Queens Boulevard","40.7448568548382","-73.9306418332097","1003468.74796781","210655.682412893","POINT (-73.93064183321 40.744856854838)"
