"recordid","address","house_number","street","zip_original","cb_original","site","species","diameter","condition","wires","sidewalk_condition","support_structure","borough","x","y","longitude","latitude","cb_new","zip_new","censustract_2010","censusblock_2010","nta_2010","segmentid","spc_common","spc_latin","location","council_district","bin","bbl"
"213","101 BARCLAY ST","101","BARCLAY ST","10007","101","Front","GIBI","5","Dead","None","Good","None","Manhattan","980953.9963","199311.4118","-74.011889","40.71374","101","10007","21","2006","MN24","23238","GINKGO","GINKGO BILOBA","(40.71374, -74.011889)","1","1001416","1001280002"
"96","33 THOMAS ST","33","THOMAS ST","10013","101","Across","OSVI","3","Excellent","None","Good","None","Manhattan","982537.9002","200245.2749","-74.006176","40.716304","101","10007","33","1007","MN24","31772","EASTERN HOP HORNBEAM","OSTRYA VIRGINIANA","(40.716304, -74.006176)","1","1085517","1001520013"
"97","33 THOMAS ST","33","THOMAS ST","10013","101","Across","OSVI","3","Good","None","Good","None","Manhattan","982537.9002","200245.2749","-74.006176","40.716304","101","10007","33","1007","MN24","31772","EASTERN HOP HORNBEAM","OSTRYA VIRGINIANA","(40.716304, -74.006176)","1","1085517","1001520013"
"98","335 GREENWICH ST","335","GREENWICH ST","10013","101","Front","PYCA","2","Poor","None","Good","Stakes / Wires","Manhattan","981323.8586","200863.4074","-74.010556","40.718","101","10013","39","4007","MN24","31539","PEAR, CALLERY","PYRUS CALLERYANA","(40.718, -74.010556)","1","1001553","1001430021"
"99","33 THOMAS ST","33","THOMAS ST","10013","101","Across","OSVI","4","Good","None","Good","None","Manhattan","982537.9002","200245.2749","-74.006176","40.716304","101","10007","33","1007","MN24","31772","EASTERN HOP HORNBEAM","OSTRYA VIRGINIANA","(40.716304, -74.006176)","1","1085517","1001520013"
"100","335 GREENWICH ST","335","GREENWICH ST","10013","101","Side","PYCA","5","Excellent","None","Good","None","Manhattan","981323.8586","200863.4074","-74.010556","40.718","101","10013","39","4007","MN24","31539","PEAR, CALLERY","PYRUS CALLERYANA","(40.718, -74.010556)","1","1001553","1001430021"
"101","335 GREENWICH ST","335","GREENWICH ST","10013","101","Side","PYCA","4","Excellent","None","Good","None","Manhattan","981323.8586","200863.4074","-74.010556","40.718","101","10013","39","4007","MN24","31539","PEAR, CALLERY","PYRUS CALLERYANA","(40.718, -74.010556)","1","1001553","1001430021"
"102","335 GREENWICH ST","335","GREENWICH ST","10013","101","Side","PYCA","4","Excellent","None","Good","None","Manhattan","981323.8586","200863.4074","-74.010556","40.718","101","10013","39","4007","MN24","31539","PEAR, CALLERY","PYRUS CALLERYANA","(40.718, -74.010556)","1","1001553","1001430021"
"103","335 GREENWICH ST","335","GREENWICH ST","10013","101","Side","PYCA","4","Excellent","None","Good","None","Manhattan","981323.8586","200863.4074","-74.010556","40.718","101","10013","39","4007","MN24","31539","PEAR, CALLERY","PYRUS CALLERYANA","(40.718, -74.010556)","1","1001553","1001430021"
"104","323A GREENWICH ST",,"GREENWICH ST","10013","101","Across","GLTR","2","Good","None","Good","None","Manhattan","981285.4153","200667.0301","-74.010694","40.717461","101","10013","39","4010","MN24","31538","HONEYLOCUST","GLEDITSIA TRIACANTHOS","(40.717461, -74.010694)",,,
"105","52 DUANE ST","52","DUANE ST","10007","101","Front","GIBI","4","Poor","None","Good","None","Manhattan","983200.3877","199553.5664","-74.003786","40.714405","101","10007","31","1015","MN24","23568","GINKGO","GINKGO BILOBA","(40.714405, -74.003786)","1","1001673","1001550003"
"106","323A GREENWICH ST",,"GREENWICH ST","10013","101","Across","GLTR","3","Excellent","None","Good","None","Manhattan","981285.4153","200667.0301","-74.010694","40.717461","101","10013","39","4010","MN24","31538","HONEYLOCUST","GLEDITSIA TRIACANTHOS","(40.717461, -74.010694)",,,
"107","323A GREENWICH ST",,"GREENWICH ST","10013","101","Across","GLTR","11","Excellent","None","Good","None","Manhattan","981285.4153","200667.0301","-74.010694","40.717461","101","10013","39","4010","MN24","31538","HONEYLOCUST","GLEDITSIA TRIACANTHOS","(40.717461, -74.010694)",,,
"108","323A GREENWICH ST",,"GREENWICH ST","10013","101","Across","GLTR","5","Excellent","None","Good","None","Manhattan","981285.4153","200667.0301","-74.010694","40.717461","101","10013","39","4010","MN24","31538","HONEYLOCUST","GLEDITSIA TRIACANTHOS","(40.717461, -74.010694)",,,
"109","323A GREENWICH ST",,"GREENWICH ST","10013","101","Across","GLTR","11","Excellent","None","Good","None","Manhattan","981285.4153","200667.0301","-74.010694","40.717461","101","10013","39","4010","MN24","31538","HONEYLOCUST","GLEDITSIA TRIACANTHOS","(40.717461, -74.010694)",,,
"110","323A GREENWICH ST",,"GREENWICH ST","10013","101","Across","GLTR","11","Excellent","None","Good","None","Manhattan","981285.4153","200667.0301","-74.010694","40.717461","101","10013","39","4010","MN24","31538","HONEYLOCUST","GLEDITSIA TRIACANTHOS","(40.717461, -74.010694)",,,
"111","323A GREENWICH ST",,"GREENWICH ST","10013","101","Across","GLTR","14","Excellent","None","Good","None","Manhattan","981285.4153","200667.0301","-74.010694","40.717461","101","10013","39","4010","MN24","31538","HONEYLOCUST","GLEDITSIA TRIACANTHOS","(40.717461, -74.010694)",,,
"133","134 READE ST","134","READE ST","10013","101","Front","PYCA","9","Excellent","None","Good","None","Manhattan","981612.9281","200253.7415","-74.009513","40.716327","101","10013","39","4010","MN24","31543","PEAR, CALLERY","PYRUS CALLERYANA","(40.716327, -74.009513)","1","1079166","1001410002"
"112","323A GREENWICH ST",,"GREENWICH ST","10013","101","Across","GLTR","11","Excellent","None","Good","None","Manhattan","981285.4153","200667.0301","-74.010694","40.717461","101","10013","39","4010","MN24","31538","HONEYLOCUST","GLEDITSIA TRIACANTHOS","(40.717461, -74.010694)",,,
"113","323A GREENWICH ST",,"GREENWICH ST","10013","101","Across","GLTR","10","Excellent","None","Good","None","Manhattan","981285.4153","200667.0301","-74.010694","40.717461","101","10013","39","4010","MN24","31538","HONEYLOCUST","GLEDITSIA TRIACANTHOS","(40.717461, -74.010694)",,,
"114","323A GREENWICH ST",,"GREENWICH ST","10013","101","Across","GLTR","10","Excellent","None","Good","None","Manhattan","981285.4153","200667.0301","-74.010694","40.717461","101","10013","39","4010","MN24","31538","HONEYLOCUST","GLEDITSIA TRIACANTHOS","(40.717461, -74.010694)",,,
"115","323A GREENWICH ST",,"GREENWICH ST","10013","101","Across","GLTR","12","Excellent","None","Good","None","Manhattan","981285.4153","200667.0301","-74.010694","40.717461","101","10013","39","4010","MN24","31538","HONEYLOCUST","GLEDITSIA TRIACANTHOS","(40.717461, -74.010694)",,,
"116","323A GREENWICH ST",,"GREENWICH ST","10013","101","Across","GLTR","12","Excellent","None","Good","None","Manhattan","981285.4153","200667.0301","-74.010694","40.717461","101","10013","39","4010","MN24","31538","HONEYLOCUST","GLEDITSIA TRIACANTHOS","(40.717461, -74.010694)",,,
"140","49 CHAMBERS ST","49","CHAMBERS ST","10007","101","Across","GLTR","5","Good","None","Good","None","Manhattan","982763.6365","199313.475","-74.005362","40.713746","101","10007","31","1017","MN24","23408","HONEYLOCUST","GLEDITSIA TRIACANTHOS","(40.713746, -74.005362)","1","1079216","1001530018"
"117","323A GREENWICH ST",,"GREENWICH ST","10013","101","Across","GLTR","10","Excellent","None","Good","None","Manhattan","981285.4153","200667.0301","-74.010694","40.717461","101","10013","39","4010","MN24","31538","HONEYLOCUST","GLEDITSIA TRIACANTHOS","(40.717461, -74.010694)",,,
"118","323A GREENWICH ST",,"GREENWICH ST","10013","101","Across","GLTR","12","Excellent","None","Good","None","Manhattan","981285.4153","200667.0301","-74.010694","40.717461","101","10013","39","4010","MN24","31538","HONEYLOCUST","GLEDITSIA TRIACANTHOS","(40.717461, -74.010694)",,,
"119","2 LAFAYETTE ST","2","LAFAYETTE ST","10007","101","Median","PLAC","4","Good","None","Good","None","Manhattan","983246.9002","199274.8349","-74.003618","40.71364","101","10007","31","1015","MN24","23561","LONDON PLANETREE","PLATANUS ACERIFOLIA","(40.71364, -74.003618)","1","1001672","1001550001"
"120","2 LAFAYETTE ST","2","LAFAYETTE ST","10007","101","Median","PLAC","7","Good","None","Good","None","Manhattan","983246.9002","199274.8349","-74.003618","40.71364","101","10007","31","1015","MN24","23561","LONDON PLANETREE","PLATANUS ACERIFOLIA","(40.71364, -74.003618)","1","1001672","1001550001"
"121","311 GREENWICH ST","311","GREENWICH ST","10013","101","Front","PYCA","7","Excellent","None","Good","None","Manhattan","981239.2672","200424.557","-74.010861","40.716795","101","10013","21","2000","MN24","31537","PEAR, CALLERY","PYRUS CALLERYANA","(40.716795, -74.010861)","1","1075706","1001407502"
"122","311 GREENWICH ST","311","GREENWICH ST","10013","101","Front","PYCA","8","Excellent","None","Good","None","Manhattan","981239.2672","200424.557","-74.010861","40.716795","101","10013","21","2000","MN24","31537","PEAR, CALLERY","PYRUS CALLERYANA","(40.716795, -74.010861)","1","1075706","1001407502"
"123","311 GREENWICH ST","311","GREENWICH ST","10013","101","Front","PYCA","8","Excellent","None","Good","None","Manhattan","981239.2672","200424.557","-74.010861","40.716795","101","10013","21","2000","MN24","31537","PEAR, CALLERY","PYRUS CALLERYANA","(40.716795, -74.010861)","1","1075706","1001407502"
"124","154 READE ST","154","READE ST","10013","101","Across","PYCA","5","Excellent","None","Good","None","Manhattan","981500.4983","200320.8004","-74.009918","40.716511","101","10013","39","4010","MN24","31543","PEAR, CALLERY","PYRUS CALLERYANA","(40.716511, -74.009918)","1","1001514","1001410012"
"125","154 READE ST","154","READE ST","10013","101","Across","PYCA","7","Excellent","None","Good","None","Manhattan","981500.4983","200320.8004","-74.009918","40.716511","101","10013","39","4010","MN24","31543","PEAR, CALLERY","PYRUS CALLERYANA","(40.716511, -74.009918)","1","1001514","1001410012"
"126","154 READE ST","154","READE ST","10013","101","Across","PYCA","5","Excellent","None","Good","None","Manhattan","981500.4983","200320.8004","-74.009918","40.716511","101","10013","39","4010","MN24","31543","PEAR, CALLERY","PYRUS CALLERYANA","(40.716511, -74.009918)","1","1001514","1001410012"
"127","152 READE ST","152","READE ST","10013","101","Across","PYCA","7","Excellent","None","Good","None","Manhattan","981511.8725","200314.0163","-74.009877","40.716492","101","10013","39","4010","MN24","31543","PEAR, CALLERY","PYRUS CALLERYANA","(40.716492, -74.009877)","1","1085923","1001410011"
"128","152 READE ST","152","READE ST","10013","101","Across","PYCA","6","Excellent","None","Good","None","Manhattan","981511.8725","200314.0163","-74.009877","40.716492","101","10013","39","4010","MN24","31543","PEAR, CALLERY","PYRUS CALLERYANA","(40.716492, -74.009877)","1","1085923","1001410011"
"129","134 READE ST","134","READE ST","10013","101","Front","PYCA","11","Excellent","None","Good","None","Manhattan","981612.9281","200253.7415","-74.009513","40.716327","101","10013","39","4010","MN24","31543","PEAR, CALLERY","PYRUS CALLERYANA","(40.716327, -74.009513)","1","1079166","1001410002"
"130","134 READE ST","134","READE ST","10013","101","Front","PYCA","10","Excellent","None","Good","None","Manhattan","981612.9281","200253.7415","-74.009513","40.716327","101","10013","39","4010","MN24","31543","PEAR, CALLERY","PYRUS CALLERYANA","(40.716327, -74.009513)","1","1079166","1001410002"
"131","134 READE ST","134","READE ST","10013","101","Front","PYCA","12","Excellent","None","Good","None","Manhattan","981612.9281","200253.7415","-74.009513","40.716327","101","10013","39","4010","MN24","31543","PEAR, CALLERY","PYRUS CALLERYANA","(40.716327, -74.009513)","1","1079166","1001410002"
"132","134 READE ST","134","READE ST","10013","101","Front","PYCA","11","Excellent","None","Good","None","Manhattan","981612.9281","200253.7415","-74.009513","40.716327","101","10013","39","4010","MN24","31543","PEAR, CALLERY","PYRUS CALLERYANA","(40.716327, -74.009513)","1","1079166","1001410002"
"134","13 HUDSON ST","13","HUDSON ST","10013","101","Front","PYCA","11","Excellent","None","Good","None","Manhattan","981700.097","200225.3933","-74.009198","40.716249","101","10013","39","4010","MN24","31544","PEAR, CALLERY","PYRUS CALLERYANA","(40.716249, -74.009198)","1","1001511","1001410001"
"135","13 HUDSON ST","13","HUDSON ST","10013","101","Front","FRPE","5","Excellent","None","Good","None","Manhattan","981700.097","200225.3933","-74.009198","40.716249","101","10013","39","4010","MN24","31544","ASH, GREEN","FRAXINUS PENNSYLVANICA","(40.716249, -74.009198)","1","1001511","1001410001"
"136","31 CHAMBERS ST","31","CHAMBERS ST","10007","101","Across","GLTR","4","Excellent","None","Good","None","Manhattan","982941.4458","199200.1121","-74.00472","40.713435","101","10007","31","1020","MN24","23556","HONEYLOCUST","GLEDITSIA TRIACANTHOS","(40.713435, -74.00472)","1","1001670","1001530024"
"137","13 HUDSON ST","13","HUDSON ST","10013","101","Front","GLTR","4","Poor","None","Good","None","Manhattan","981700.097","200225.3933","-74.009198","40.716249","101","10013","39","4010","MN24","31544","HONEYLOCUST","GLEDITSIA TRIACANTHOS","(40.716249, -74.009198)","1","1001511","1001410001"
"230","140 PARK PL","140","PARK PL","10007","101","Front","GIBI","5","Dead","None","Good","None","Manhattan","980624.981","199764.7852","-74.013076","40.714984","101","10007","21","2006","MN24","162338","GINKGO","GINKGO BILOBA","(40.714984, -74.013076)",,,
"138","31 CHAMBERS ST","31","CHAMBERS ST","10007","101","Across","GLTR","4","Excellent","None","Good","None","Manhattan","982941.4458","199200.1121","-74.00472","40.713435","101","10007","31","1020","MN24","23556","HONEYLOCUST","GLEDITSIA TRIACANTHOS","(40.713435, -74.00472)","1","1001670","1001530024"
"139","31 CHAMBERS ST","31","CHAMBERS ST","10007","101","Across","GLTR","6","Excellent","None","Good","None","Manhattan","982941.4458","199200.1121","-74.00472","40.713435","101","10007","31","1020","MN24","23556","HONEYLOCUST","GLEDITSIA TRIACANTHOS","(40.713435, -74.00472)","1","1001670","1001530024"
"212","101 W BROADWAY","101","W BROADWAY","10013","101","Front","GIBI","6","Excellent","None","Good","None","Manhattan","981746.5001","200049.9999","-74.009031","40.715767","101","10013","21","1000","MN24","23257","GINKGO","GINKGO BILOBA","(40.715767, -74.009031)","1","1001585","1001450015"
"141","51 CHAMBERS ST","51","CHAMBERS ST","10007","101","Across","GLTR","4","Excellent","None","Good","None","Manhattan","982739.3758","199329.3636","-74.005449","40.71379","101","10007","31","1017","MN24","23408","HONEYLOCUST","GLEDITSIA TRIACANTHOS","(40.71379, -74.005449)","1","1079216","1001530018"
"142","61 CHAMBERS ST","61","CHAMBERS ST","10007","101","Across","GLTR","5","Excellent","None","Good","None","Manhattan","982619.2276","199408.05","-74.005883","40.714006","101","10007","31","1017","MN24","23408","HONEYLOCUST","GLEDITSIA TRIACANTHOS","(40.714006, -74.005883)","1","1079215","1001530001"
"143","61 CHAMBERS ST","61","CHAMBERS ST","10007","101","Across","GLTR","7","Excellent","None","Good","None","Manhattan","982619.2276","199408.05","-74.005883","40.714006","101","10007","31","1017","MN24","23408","HONEYLOCUST","GLEDITSIA TRIACANTHOS","(40.714006, -74.005883)","1","1079215","1001530001"
"144","162 CHAMBERS ST","162","CHAMBERS ST","10007","101","Front","GLTR","3","Excellent","None","Good","None","Manhattan","981304.071","200189.0289","-74.010627","40.716149","101","10007","21","2001","MN24","23255","HONEYLOCUST","GLEDITSIA TRIACANTHOS","(40.716149, -74.010627)","1","1001491","1001370026"
"145","164 CHAMBERS ST","164","CHAMBERS ST","10007","101","Front","GLTR","6","Good","None","Good","None","Manhattan","981275.264","200206.1689","-74.010731","40.716196","101","10007","21","2001","MN24","23255","HONEYLOCUST","GLEDITSIA TRIACANTHOS","(40.716196, -74.010731)","1","1066187","1001377502"
"146","166 CHAMBERS ST","166","CHAMBERS ST","10007","101","Front","GLTR","5","Good","None","Good","None","Manhattan","981245.9923","200223.5852","-74.010836","40.716244","101","10007","21","2001","MN24","23255","HONEYLOCUST","GLEDITSIA TRIACANTHOS","(40.716244, -74.010836)","1","1066187","1001377502"
"147","166 CHAMBERS ST","166","CHAMBERS ST","10007","101","Front","GLTR","5","Excellent","None","Good","None","Manhattan","981245.9923","200223.5852","-74.010836","40.716244","101","10007","21","2001","MN24","23255","HONEYLOCUST","GLEDITSIA TRIACANTHOS","(40.716244, -74.010836)","1","1066187","1001377502"
"148","166 CHAMBERS ST","166","CHAMBERS ST","10007","101","Front","GLTR","5","Good","None","Good","None","Manhattan","981245.9923","200223.5852","-74.010836","40.716244","101","10007","21","2001","MN24","23255","HONEYLOCUST","GLEDITSIA TRIACANTHOS","(40.716244, -74.010836)","1","1066187","1001377502"
"149","199 CHAMBERS ST","199","CHAMBERS ST","10013","101","Adjacent","QUPA","8","Excellent","None","Good","None","Manhattan","980845.5519","200470.0634","-74.012281","40.71692","101","10013","39","3000","MN24","31478","OAK, PIN","QUERCUS PALUSTRIS","(40.71692, -74.012281)","1","1066406","1001420050"
"150","199 CHAMBERS ST","199","CHAMBERS ST","10013","101","Adjacent","QUPA","6","Good","None","Good","None","Manhattan","980845.5519","200470.0634","-74.012281","40.71692","101","10013","39","3000","MN24","31478","OAK, PIN","QUERCUS PALUSTRIS","(40.71692, -74.012281)","1","1066406","1001420050"
"151","199 CHAMBERS ST","199","CHAMBERS ST","10013","101","Adjacent","QUPA","5","Good","None","Good","None","Manhattan","980845.5519","200470.0634","-74.012281","40.71692","101","10013","39","3000","MN24","31478","OAK, PIN","QUERCUS PALUSTRIS","(40.71692, -74.012281)","1","1066406","1001420050"
