"projectcode","groupowner","locationdescription","borough","description","projectstatus","nextstep","dateadded","bctsnum","ccunum","requestorletterreplydate","cbletterrequestdate","cbletterrecieveddate","oldsign","newsign","markingsdate","installationdate","secondstudycode","closeddate","speedcushion","requestdate","requestortype","segmentid","onstreet","fromstreet","tostreet","geoboroughname","lionkey","fromlatitude","fromlongitude","tolatitude","tolongitude","oft","cb","segmentstatus","segmentstatusdescription","denialreason","numsrproposed","trafficdirection","trafficdirectiondesc","oldsign1","newsign1","oldsign2","newsign2"
"SR-20210914-26463","SI BC","ANDERSON STREET from CLIFTON AVENUE to LYNHURST AVENUE","Staten Island","Citizen speed hump request due to speeding concerns.","BC accept planning proposal of Not Feasible, requestor reply sent - closed",,"2021-09-14T09:31:16.000","DOT-514886-R9L3",,"2023-07-28T00:00:00.000",,,,,,,,"2023-07-28T15:00:00.000","No","2021-08-19T00:00:00.000","Citizen","15831","ANDERSON STREET","KALTENMEIER LANE","ST MARYS AVENUE","Staten Island","5033400040","40.615862","-74.069737","40.615464","-74.069462","515810534895549250","501","No","Not Feasible","Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%",,"T","Two-way",,,,
"SR-20191017-16963","Queens BC","86 AVENUE from HOLLIS HILLS TERRACE to BELL BOULEVARD","Queens","Elected Official Rep. speed hump suggestion due to speeding.","CB accepted proposal","Planning actions","2019-10-17T17:11:35.000","DOT-410322-K5Z6",,,"2023-07-28T00:00:00.000","2023-07-28T00:00:00.000",,,,,,,"No","2019-04-03T00:00:00.000","Council Member","100166","86 AVENUE","213 STREET","214 STREET","Queens","4598210020","40.728266","-73.755404","40.728508","-73.754519","417390426490426545","411","No","Not Feasible","other",,"T","Two-way",,,,
"SR-20210923-26559","Manhattan BC","EAST   10 STREET from 3 AVENUE to 2 AVENUE","Manhattan","Citizen speed hump request due to speeding concerns.","BC accept planning proposal of Not Feasible, requestor reply sent - closed",,"2021-09-23T10:32:09.000","DOT-518273-B2X8",,"2023-07-28T00:00:00.000",,,,,,,,"2023-07-28T15:05:00.000","No","2021-09-16T00:00:00.000","Citizen","32933","EAST   10 STREET","STUYVESANT STREET","2 AVENUE","Manhattan","1137000060","40.730007","-73.987361","40.729777","-73.986809","117190131790110110","103","No","Not Feasible","Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%",,"W","One-way",,,,
"SR-20210916-26504","Brooklyn BC","CROWN STREET from FRANKLIN AVENUE to WASHINGTON AVENUE","Brooklyn","Citizen speed hump request due to speeding concerns. Little Angel Day Care Center.","BC accept planning proposal of Not Feasible, requestor reply sent - closed",,"2021-09-16T11:44:04.000","DOT-516391-C0B6",,"2023-07-28T00:00:00.000",,,,,,,,"2023-07-28T15:02:00.000","No","2021-09-02T00:00:00.000","Citizen","29401","CROWN STREET","FRANKLIN AVENUE SHUTTLE LINE","FRANKLIN AVENUE","Brooklyn","3232800015","40.667363","-73.960323","40.667143","-73.959246","330930367047341930","309","No","Not Feasible","Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%",,"T","Two-way",,,,
"SR-20210914-26463","SI BC","ANDERSON STREET from CLIFTON AVENUE to LYNHURST AVENUE","Staten Island","Citizen speed hump request due to speeding concerns.","BC accept planning proposal of Not Feasible, requestor reply sent - closed",,"2021-09-14T09:31:16.000","DOT-514886-R9L3",,"2023-07-28T00:00:00.000",,,,,,,,"2023-07-28T15:00:00.000","No","2021-08-19T00:00:00.000","Citizen","15825","ANDERSON STREET","CHESTNUT AVENUE","BUTLER PLACE","Staten Island","5033400020","40.616762","-74.070368","40.616188","-74.069957","515810522720521060","501","No","Not Feasible","Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%",,"T","Two-way",,,,
"SR-20191017-16963","Queens BC","86 AVENUE from HOLLIS HILLS TERRACE to BELL BOULEVARD","Queens","Elected Official Rep. speed hump suggestion due to speeding.","CB accepted proposal","Planning actions","2019-10-17T17:11:35.000","DOT-410322-K5Z6",,,"2023-07-28T00:00:00.000","2023-07-28T00:00:00.000",,,,,,,"No","2019-04-03T00:00:00.000","Council Member","100170","86 AVENUE","214 STREET","215 STREET","Queens","4598210030","40.728508","-73.754519","40.728753","-73.753641","417390426545426640","411","No","Not Feasible","curve in roadway",,"T","Two-way",,,,
"SR-20191017-16958","SI BC","EDGEGROVE AVENUE from ELLSWORTH AVENUE to MARCY AVENUE","Staten Island","Citizen speed hump request due to speeding concern.","CB accepted proposal","Planning actions","2019-10-17T16:17:41.000","DOT-411564-D5K6",,,"2023-07-28T00:00:00.000","2023-07-28T00:00:00.000",,,,,,,"No","2019-04-13T00:00:00.000","Citizen","2117","EDGEGROVE AVENUE","ELLSWORTH AVENUE","MARCY AVENUE","Staten Island","5229400220","40.536505","-74.196805","40.535836","-74.199224","526890527425538200","503","Yes","Feasible",,"1","T","Two-way",,,,
"SR-20210914-26463","SI BC","ANDERSON STREET from CLIFTON AVENUE to LYNHURST AVENUE","Staten Island","Citizen speed hump request due to speeding concerns.","BC accept planning proposal of Not Feasible, requestor reply sent - closed",,"2021-09-14T09:31:16.000","DOT-514886-R9L3",,"2023-07-28T00:00:00.000",,,,,,,,"2023-07-28T15:00:00.000","No","2021-08-19T00:00:00.000","Citizen","291908","ANDERSON STREET","LYNHURST AVENUE","CHESTNUT AVENUE","Staten Island","5033400005","40.617431","-74.070855","40.616855","-74.070433","515810537310522720","501","No","Not Feasible","Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%",,"T","Two-way",,,,
"SR-20210920-26550","Brooklyn BC","EAST   34 STREET from CLARENDON ROAD to CORTELYOU ROAD","Brooklyn","Anonymous speed hump request due to speeding concerns.","BC accept planning proposal of Not Feasible, requestor reply sent - closed",,"2021-09-20T12:15:46.000","DOT-517753-D0X7",,"2023-07-28T00:00:00.000",,,,,,,,"2023-07-28T15:05:00.000","No","2021-09-14T00:00:00.000","Anonymous","28812","EAST   34 STREET","CORTELYOU ROAD","CLARENDON ROAD","Brooklyn","3295601040","40.644569","-73.945015","40.643485","-73.944900","336330329630326430","317","No","Not Feasible","Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%",,"W","One-way",,,,
"SR-20210913-26438","Queens BC","POWELL COVE BOULEVARD from JULIUS ROAD to SCHORR DRIVE","Queens","Citizen speed hump request due to speeding concerns.","Study request passed to planning","Awaiting  planning decision","2021-09-13T08:42:44.000","DOT-514066-H1K6",,,,,,,,,,,"No","2021-08-11T00:00:00.000","Citizen","85013","POWELL COVE BOULEVARD","JULIUS ROAD","SCHORR DRIVE","Queens","4386800510","40.793410","-73.839786","40.792950","-73.838873","459390421790421840","407","No","Not Feasible","Insufficient radar speed data recorded or provided.",,"T","Two-way",,,,
"SR-20160928-12315","Queens BC","BEACH   84 STREET from SHORE FRONT PARKWAY to ROCKAWAY BEACH BOULEVARD","Queens","Queens - Requesting speed bump - Beach 84th Street (154 Beach 84th Street) - DOT-308565-J7Q1","MOSAICS Entry - actual - closed",,"2016-09-28T08:32:50.000","308565-J7Q1",,,"2018-10-03T00:00:00.000","2019-01-29T00:00:00.000",,,"2021-12-27T00:00:00.000","2021-12-15T00:00:00.000",,"2022-01-10T11:48:00.000","No","2016-09-28T00:00:00.000",,"53935","BEACH 84 STREET","HOLLAND AVENUE","ROCKAWAY BEACH BOULEVARD","Queens","4099000200","40.58699","-73.809790000000007","40.587741999999999","-73.809866999999997","432740449890460790","414","No","Not Feasible","stop controls at end of roadway",,"T","Two-way",,,,
"SR-20210914-26468","Brooklyn BC","PARKVILLE AVENUE from MCDONALD AVENUE to SETON PLACE","Brooklyn","Citizen speed hump request due to speeding concerns.","BC accept planning proposal of Not Feasible, requestor reply sent - closed",,"2021-09-14T11:27:07.000","DOT-514050-D4J6",,"2023-07-28T00:00:00.000",,,,,,,,"2023-07-28T15:01:00.000","No","2021-08-11T00:00:00.000","Citizen","26575","PARKVILLE AVENUE","MCDONALD AVENUE","SETON PLACE","Brooklyn","3624000020","40.628356","-73.976695","40.629398","-73.974515","369730359430334930","314","No","Not Feasible","Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%",,"A","One-way",,,,
"SR-20210916-26513","Manhattan BC","HAMILTON PLACE from WEST  143 STREET to WEST  142 STREET","Manhattan","Citizen speed hump request due to speeding concerns.","BC accept planning proposal of Not Feasible, requestor reply sent - closed",,"2021-09-16T14:45:25.000","DOT-516795-K9X7",,"2023-07-28T00:00:00.000",,,,,,,,"2023-07-28T15:02:00.000","No","2021-09-06T00:00:00.000","Citizen","38787","HAMILTON PLACE","WEST  142 STREET","WEST  143 STREET","Manhattan","1274000070","40.823603","-73.949694","40.824100","-73.948910","122190136610136630","109","No","Not Feasible","Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%",,"A","One-way",,,,
"SR-20210920-26544","SI BC","ELIZABETH STREET from FOREST AVENUE to CARY AVENUE","Staten Island","Community Board speed hump request.","BC accept planning proposal of Not Feasible, requestor reply sent - closed",,"2021-09-20T09:53:15.000","DOT-518078-F3J8",,"2023-07-28T00:00:00.000",,,,,,,,"2023-07-28T15:04:00.000","No","2021-09-15T00:00:00.000","Community Board","118500","ELIZABETH STREET","CARY AVENUE","DELAFIELD AVENUE","Staten Island","5236400012","40.632239","-74.120438","40.630173","-74.119904","527380521650525740","501","No","Not Feasible","Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%",,"A","One-way",,,,
"SR-20190425-14786","Queens BC","NOEL ROAD from CROSS BAY BOULEVARD to WEST ROAD","Queens","CIVIC ASSOCIATION SPEED HUMP REQUEST.  SEE SR-20110608-5717, 2 HUMPS FEASIBLE.","BC accept planning proposal of Not Feasible, requestor reply sent - closed",,"2019-04-25T17:37:45.000","DOT-407775-C6H2",,"2022-11-17T00:00:00.000",,,,,,,,"2022-11-17T09:49:00.000","No","2019-03-12T00:00:00.000","Civic Association","54190","NOEL ROAD","101 STREET","102 STREET","Queens","4341400020","40.607823000000003","-73.818331000000001","40.607875999999997","-73.817066999999994","457530419390419540","414","No","Not Feasible","Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%","0","T","Two-way",,,,
"SR-20200902-18855","Queens BC","58 STREET from 37 AVENUE to 38 AVENUE","Queens","Citizen speed hump request. Bus Route Q18","Study request passed to planning","Awaiting  planning decision","2020-09-02T15:48:27.000","DOT-441571-Y7Z1",,,,,,,,,,,"Yes","2019-11-29T00:00:00.000","Citizen","75394","58 STREET","37 AVENUE","38 AVENUE","Queens","4565000060","40.750161","-73.904335","40.748383","-73.905136","412190408790408990","402","No","Not Feasible",,,"T","Two-way",,,,
"SR-20191023-16980","Bronx BC","PENNYFIELD AVENUE from ERBEN AVENUE to HARDING AVENUE","Bronx","Requesting for speed reducer on bus route - Multiple customers concerned about speeding cars. Extended boundary for DOT-457329-F1N1, pd-6/28/2022","BC denied pre-inspection - closed",,"2019-10-23T18:00:14.000","DOT-401309-Z7P6",,"2022-11-17T00:00:00.000",,,,,,,,"2022-11-17T15:51:00.000","Yes","2019-01-04T00:00:00.000","Citizen","94016","PENNYFIELD AVENUE","FERN PLACE","FEARN PLACE","Bronx","2566003130","40.811181","-73.804969","40.811307","-73.805085","257930232440213635","210","No","Not Feasible",,,"T","Two-way",,,,
"SR-20191023-16979","Bronx BC","BRUCKNER BOULEVARD from MIDDLETOWN ROAD to ROBERTS AVENUE","Bronx","Request for speed reducer on bus route - speeding concerns","BC denied pre-inspection - closed",,"2019-10-23T17:00:15.000","DOT-401153-J0X1",,"2022-11-17T00:00:00.000",,,,,,,,"2022-11-17T16:30:00.000","Yes","2019-01-02T00:00:00.000","Citizen","94620","BRUCKNER BOULEVARD","MIDDLETOWN ROAD","ROBERTS AVENUE","Bronx","2114801090","40.845339","-73.826114","40.846905","-73.826884","215920250920261620","210","No","Not Feasible",,,"A","One-way",,,,
"SR-20191126-17122","Brooklyn BC","WEST    5 STREET from NEPTUNE AVENUE to WEST BRIGHTON AVENUE","Brooklyn","Speed Reducer Request on Bus Route","Study request passed to planning","Awaiting  planning decision","2019-11-26T10:25:24.000","DOT-437453-Q3F0",,,,,,,,,,,"Yes","2019-10-25T00:00:00.000","Citizen","163101","WEST    5 STREET","NEPTUNE AVENUE","WEST BRIGHTON AVENUE","Brooklyn","3838402040","40.579805","-73.971834 ","40.576706","-73.972818 ","390730364230392240","313","No","Not Feasible",,,"T   ","Two-way",,,,
"SR-20230202-29204","Brooklyn BC","EAST   98 STREET from AVENUE J to FLATLANDS AVENUE","Brooklyn","Citizen speed hump request.","BC accept planning proposal of Not Feasible, requestor reply sent - closed",,"2023-02-02T09:54:49.000","DOT-576765-K2D8",,"2023-07-31T00:00:00.000",,,,,,,,"2023-07-31T12:52:00.000","No","2022-12-29T00:00:00.000",,"46513","EAST   98 STREET","TRUCKLEMANS LANE","AVENUE J","Brooklyn","3325205020","40.643539","-73.899025","40.642575","-73.897950","338130385870314080","318","No","Not Feasible","Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%",,"T","Two-way",,,,
"SR-20191023-16980","Bronx BC","PENNYFIELD AVENUE from ERBEN AVENUE to HARDING AVENUE","Bronx","Requesting for speed reducer on bus route - Multiple customers concerned about speeding cars. Extended boundary for DOT-457329-F1N1, pd-6/28/2022","BC denied pre-inspection - closed",,"2019-10-23T18:00:14.000","DOT-401309-Z7P6",,"2022-11-17T00:00:00.000",,,,,,,,"2022-11-17T15:51:00.000","Yes","2019-01-04T00:00:00.000","Citizen","93861","PENNYFIELD AVENUE","HATTING PLACE","CHAFFEE AVENUE","Bronx","2566003240","40.814089","-73.807493","40.814570","-73.807983","257930238600218970","210","No","Not Feasible",,,"T","Two-way",,,,
"SR-20191121-17119","SI BC","SOUTH AVENUE from ARLINGTON PLACE to BRABANT STREET","Staten Island","Request for Speed Cushion from City Council ","Study request passed to planning","Awaiting  planning decision","2019-11-21T17:23:20.000","DOT-436236-T9H6",,,,,,,,,,,"Yes","2019-09-18T00:00:00.000","Council Member","194744","SOUTH AVENUE","ARLINGTON PLACE","STATEN ISLAND RAILWAY LINE","Staten Island","5648400004","40.635855","-74.166188 ","40.633532","-74.166279 ","548500516410549876","501","No","Not Feasible",,,"T   ","Two-way",,,,
"SR-20191121-17119","SI BC","SOUTH AVENUE from ARLINGTON PLACE to BRABANT STREET","Staten Island","Request for Speed Cushion from City Council ","Study request passed to planning","Awaiting  planning decision","2019-11-21T17:23:20.000","DOT-436236-T9H6",,,,,,,,,,,"Yes","2019-09-18T00:00:00.000","Council Member","5727","SOUTH AVENUE","STATEN ISLAND RAILWAY LINE","BRABANT STREET","Staten Island","5648400010","40.633532","-74.166279 ","40.632165","-74.166330 ","548500549876519550","501","No","Not Feasible",,,"T   ","Two-way",,,,
"SR-20210901-26361","Queens BC","BORDEN AVENUE from CENTER BOULEVARD to 25 STREET","Queens","NYPD speed hump request. Truck route. Also, DOT-456372-M4H8, DOT-427779-R4L8. Extended boundary for DOT-531075-Z3M0,PD-3/24/2022. Elected Official request DOT-497176-N9Z3.","Study request passed to planning","Awaiting  planning decision","2021-09-01T10:31:47.000","DOT-511768-K8K8",,,,,,,,,,,"Yes","2021-07-25T00:00:00.000","Police Department","235766","BORDEN AVENUE","11 STREET","PULASKI BRIDGE BIKE PATH","Queens","4135201052","40.740917","-73.952257","40.740906","-73.952200","436490405690497120","402","No","Not Feasible","Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%",,"T","Two-way",,,,
"SR-20210326-25575","Brooklyn BC","WESTMINSTER ROAD from CORTELYOU ROAD to DITMAS AVENUE","Brooklyn","Citizen speed hump request due to speeding concerns.","Study request passed to planning","Awaiting  planning decision","2021-03-26T14:36:33.000","DOT-481165-Q5Y3",,,,,,,,,,,"No","2020-11-06T00:00:00.000","Citizen","28062","WESTMINSTER ROAD","DORCHESTER ROAD","DITMAS AVENUE","Brooklyn","3854400070","40.638031","-73.966664","40.635868","-73.966254","335330333530332930","314","No","Not Feasible",,,"W","One-way",,,,
"SR-20191115-17116","Bronx BC","WESTCHESTER AVENUE from ROBERTS AVENUE to ST THERESA AVENUE","Bronx","Request for Speed Cushion on Bus Route ","Study request passed to planning","Awaiting  planning decision","2019-11-15T10:50:14.000","DOT-434723-R0P5",,,,,,,,,,,"Yes","2019-10-04T00:00:00.000","Citizen","94271","WESTCHESTER AVENUE","ROBERTS AVENUE","PILGRIM AVENUE","Bronx","2822002350","40.845511","-73.834214","40.846075","-73.833504","276950261620258420","210","No","Not Feasible",,,"T   ","Two-way",,,,
"SR-20191115-17116","Bronx BC","WESTCHESTER AVENUE from ROBERTS AVENUE to ST THERESA AVENUE","Bronx","Request for Speed Cushion on Bus Route ","Study request passed to planning","Awaiting  planning decision","2019-11-15T10:50:14.000","DOT-434723-R0P5",,,,,,,,,,,"Yes","2019-10-04T00:00:00.000","Citizen","94275","WESTCHESTER AVENUE","PILGRIM AVENUE","EDISON AVENUE","Bronx","2822002360","40.846075","-73.833504 ","40.846847","-73.832497 ","276950258420230120","210","No","Not Feasible",,,"T   ","Two-way",,,,
"SR-20191115-17116","Bronx BC","WESTCHESTER AVENUE from ROBERTS AVENUE to ST THERESA AVENUE","Bronx","Request for Speed Cushion on Bus Route ","Study request passed to planning","Awaiting  planning decision","2019-11-15T10:50:14.000","DOT-434723-R0P5",,,,,,,,,,,"Yes","2019-10-04T00:00:00.000","Citizen","94279","WESTCHESTER AVENUE","EDISON AVENUE","BUHRE AVENUE","Bronx","2822002370","40.846847","-73.832497 ","40.847006","-73.832280 ","276950230120216420","210","No","Not Feasible",,,"T   ","Two-way",,,,
"SR-20191115-17116","Bronx BC","WESTCHESTER AVENUE from ROBERTS AVENUE to ST THERESA AVENUE","Bronx","Request for Speed Cushion on Bus Route ","Study request passed to planning","Awaiting  planning decision","2019-11-15T10:50:14.000","DOT-434723-R0P5",,,,,,,,,,,"Yes","2019-10-04T00:00:00.000","Citizen","94281","WESTCHESTER AVENUE","BUHRE AVENUE","HOBART AVENUE","Bronx","2822002380","40.847006","-73.832280 ","40.847661","-73.831505 ","276950216420240020","210","No","Not Feasible",,,"T   ","Two-way",,,,
"SR-20191115-17116","Bronx BC","WESTCHESTER AVENUE from ROBERTS AVENUE to ST THERESA AVENUE","Bronx","Request for Speed Cushion on Bus Route ","Study request passed to planning","Awaiting  planning decision","2019-11-15T10:50:14.000","DOT-434723-R0P5",,,,,,,,,,,"Yes","2019-10-04T00:00:00.000","Citizen","94299","WESTCHESTER AVENUE","HOBART AVENUE","HOBART AVENUE","Bronx","2822002390","40.847661","-73.831505 ","40.848163","-73.831171 ","276950240020240020","210","No","Not Feasible",,,"T   ","Two-way",,,,
"SR-20191115-17116","Bronx BC","WESTCHESTER AVENUE from ROBERTS AVENUE to ST THERESA AVENUE","Bronx","Request for Speed Cushion on Bus Route ","Study request passed to planning","Awaiting  planning decision","2019-11-15T10:50:14.000","DOT-434723-R0P5",,,,,,,,,,,"Yes","2019-10-04T00:00:00.000","Citizen","94451","WESTCHESTER AVENUE","HOBART AVENUE","ST THERESA AVENUE","Bronx","2822002400","40.848163","-73.831171 ","40.849211","-73.830550 ","276950240020211625","210","No","Not Feasible",,,"T   ","Two-way",,,,
