"dbn","location_name","location_category","administrative_district","_0k_removals","_0k_principal","_0k_superintendent","_0k_expulsions","_01_removals","_01_principal","_01_superintendent","_01_expulsions","_02_removals","_02_principal","_02_superintendent","_02_expulsions","_03_removals","_03_principal","_03_superintendent","_03_expulsions","_04_removals","_04_principal","_04_superintendent","_04_expulsions","_05_removals","_05_principal","_05_superintendent","_05_expulsions","_06_removals","_06_principal","_06_superintendent","_06_expulsions","_07_removals","_07_principal","_07_superintendent","_07_expulsions","_08_removals","_08_principal","_08_superintendent","_08_expulsions","_09_removals","_09_principal","_09_superintendent","_09_expulsions","_10_removals","_10_principal","_10_superintendent","_10_expulsions","_11_removals","_11_principal","_11_superintendent","_11_expulsions","_12_removals","_12_principal","_12_superintendent","_12_expulsions"
"02M408","Professional Performing Arts High School","Secondary School","2","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"02M411","Baruch College Campus High School","High school","2","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","7","*","*","*","*","*","*"
"02M412","N.Y.C. Lab School for Collaborative Studies","High school","2","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","6","*","*"
"02M413","School of the Future High School","Secondary School","2","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"02M414","N.Y.C. Museum School","High school","2","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","8","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"02M416","Eleanor Roosevelt High School","High school","2","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"02M418","Millennium High School","High school","2","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"02M419","Landmark High School","High school","2","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"02M420","High School for Health Professions and Human Servi","High school","2","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","26","6","*","*","21","*","*","*","7","*","*","*","*","*","*"
"02M422","Quest to Learn","Secondary School","2","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","8","*","*","*","*","*","*","13","21","13","*","*","*","*","*","*","8","*","*","*","*","*","*","*","*","*","*"
"02M425","Leadership and Public Service High School","High school","2","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","19","*","*","*","14","*","*","*","8","*","*","*","10","*","*"
"02M427","MANHATTAN ACADEMY FOR ARTS & LANGUAGE","High school","2","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","14","*","*","*","10","*","*","*","*","*","*","*","*","*","*"
"02M432","Murray Hill Academy","High school","2","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","25","*","*","*","16","*","*","*","6","*","*","*","6","*","*"
"02M437","Hudson High School of Learning Technologies","High school","2","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","46","*","*","*","53","*","*","6","26","*","*","*","11","*","*"
"02M438","International High School at Union Square","High school","2","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","13","*","*","*","*","*","*","*","*","*","*"
"02M439","Manhattan Village Academy","High school","2","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","9","*","*","*","*","*","*"
"02M442","Ballet Tech, NYC Public School for Dance","K-8","2","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"02M444","Home Schooling","Central-HQ-Citywide","2","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"02M449","Vanguard High School","High school","2","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","9","*","*","*","*","*","*","*","*","*","*"
"02M459","Manhattan International High School","High school","2","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"02M473","Washington Irving Yabc","High school","2","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"02M475","Stuyvesant High School","High school","2","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","8","*","*","*","*","*","*","*","23","*","*"
"02M489","High School of Economics and Finance","High school","2","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","6","*","*","*","8","*","*","*","*","*","*","*","*","*","*"
"02M500","Unity Center for Urban Technologies","High school","2","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"02M507","Urban Assembly Gateway School for Technology","High school","2","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","17","*","*","*","6","*","*","*","7","*","*","*","8","*","*"
"02M519","Talent Unlimited High School","High school","2","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"02M520","Murry Bergtraum High School for Business Careers","High school","2","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"02M527","P.S. 527 - East Side School for Social Action","Elementary","2","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"02M529","Jacqueline Kennedy Onassis High School","High school","2","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","31","41","12","*","20","36","14","*","*","21","*","*","*","7","*","*"
"02M531","Repertory Company High School for Theatre Arts","High school","2","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"02M533","Union Square Academy for Health Sciences","High school","2","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"02M534","Harvest Collegiate High School","High school","2","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","8","*","*","*","15","*","*","*","6","*","*","*","*","*","*"
"02M542","Manhattan Bridges High School","High school","2","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"02M543","New Design High School","High school","2","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","12","*","*","*","7","*","*","*","*","*","*","*","*","*"
"02M544","Independence High School","High school","2","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","7","*","*","*","*","*","*","*","6","*","*"
"02M545","High School for Dual Language and Asian Studies","High school","2","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"02M546","Academy for Software Engineering","High school","2","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","12","*","*","*","7","*","*","*","*","*","*"
"02M550","Liberty High School Academy for Newcomers","High school","2","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","6","*","*","*","8","*","*","*","*","*","*","*","*","*","*"
"02M551","Urban Assembly New York Harbor School","High school","2","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","15","*","*","*","8","7","*","*","7","*","*","*","*","*","*"
"02M560","High School M560 - City As School","High school","2","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"02M565","Urban Academy Laboratory High School","High school","2","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"02M570","Satellite Academy High School","High school","2","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"02M575","Manhattan Comprehensive Night and Day High School","High school","2","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"06M189","P.S. 189","Elementary","6","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"02M580","Richard R. Green High School of Teaching","High school","2","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","24","23","*","*","7","9","*","*","*","*","*","*","*","*","*"
"02M586","Harvey Milk High School","High school","2","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","10","*","*"
"02M600","The High School of Fashion Industries","High school","2","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","11","*","*","*","8","*","*","*","6","*","*","*","*","*","*"
"02M605","Humanities Preparatory Academy","High school","2","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"02M615","Chelsea Career and Technical Education High School","High school","2","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","7","*","*","*","*","*","*","*","*","*","*","*","9","*","*"
"02M625","High School of Graphic Communication Arts","High school","2","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"02M630","Art and Design High School","High school","2","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","23","*","*","*","18","*","*","*","18","*","*","*","*","*","*"
"02M655","Life Sciences Secondary School","Secondary School","2","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","11","*","*","*","7","*","*","*","21","*","*","*","29","26","*","*","13","10","*","*","7","8","*","*","*","*","*"
"02M893","Jacob Riis School","Junior High-Intermediate-Middle","2","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"02M896","Lower Manhattan Community Middle School","Junior High-Intermediate-Middle","2","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"02M902","Washington Irving Evng Hs T/R @NTHS","Ungraded","2","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"02M933","City Knoll Middle School","Junior High-Intermediate-Middle","2","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"02M972","Office of Academic Policy","High school","2","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"03M009","P.S. 009 Sarah Anderson","Elementary","3","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"03M054","J.H.S. 054 Booker T. Washington","Junior High-Intermediate-Middle","3","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","21","12","*","*","15","11","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"03M075","P.S. 075 Emily Dickinson","Elementary","3","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"03M076","P.S. 076 A. Philip Randolph","K-8","3","6","*","*","*","*","*","*","*","*","*","*","*","9","*","*","*","*","*","*","*","6","*","*","*","*","*","6","*","*","*","*","*","8","10","6","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"03M084","P.S. 084 Lillian Weber","Elementary","3","*","*","*","*","*","*","*","*","6","*","*","*","*","*","*","*","9","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"03M087","P.S. 087 William Sherman","Elementary","3","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"03M145","P.S. 145, The Bloomingdale School","Elementary","3","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
