"status","date","start_time","end_time","type","event","borough","event_location","event_address","actual_participants","postcode","latitude","longitude","community_board","council_district","bin","bbl","census_tract","nta"
"Completed (59)","2016-03-08T00:00:00.000","10:45 AM","12:59 PM","RNY General Presentation (GEN)","Winter Storm Prep","Manhattan","CPC Project Open Door Senior Center","168 Grand Streeet","200",,,,,,,,,
"Completed (59)","2016-03-08T00:00:00.000","03:30 PM","04:30 PM","RNY General Presentation (GEN)","General Preparedness","Brooklyn","PS 67 Charles Dorsey","51 Edward St","10",,,,,,,,,
"Completed (59)","2016-03-09T00:00:00.000","09:00 AM","11:00 AM","RNY General Presentation (GEN)","RNY ESOL Students","Manhattan","Tenzer Learning Center","198 Forsythe","40",,,,,,,,,
"Completed (59)","2016-03-10T00:00:00.000","11:00 AM","12:59 PM","RNY General Presentation (GEN)","Winter Storm Prep","Bronx","CCNS St Louis Senior Center","230 Kingston Avenue","5",,,,,,,,,
"Completed (59)","2016-03-10T00:00:00.000","09:00 AM","10:30 AM","RNY for Kids (KIDS)","Youth Preparedness","Manhattan","PS 84","32 West 92nd Street","570","10025","40.789526","-73.967574","107","6","1081042","1012050006","177","MN0702"
"Completed (59)","2016-03-10T00:00:00.000","11:00 AM","02:30 PM","RNY Fair (FAIR)","UCP of NYC's Family Connect Summit","Manhattan","New York Academy of Medicine","1215 5th Ave at 103rd St","200","10029","40.79181","-73.9529","111","8","1051491","1016080001","168","MN1101"
"Completed (59)","2016-03-11T00:00:00.000","09:30 AM","01:00 PM","RNY General Presentation (GEN)","RNY ESOL Presentation","Queens","Forest Hills High School","67-01 110th Street","400","11375","40.729402","-73.845637","406","29","4052143","4021890002","747","QN0602"
"Completed (59)","2016-03-11T00:00:00.000","09:00 AM","10:30 AM","RNY for Kids (KIDS)","Ready Girl","Queens","PS 144","93-02 69th Avenue","600","11375","40.714978","-73.853372","406","29","4076870","4032120001","729","QN0602"
"Completed (59)","2016-03-12T00:00:00.000","10:00 AM","12:00 PM","RNY General Presentation (GEN)","Parent Meeting","Bronx","Celia Cruz Bronx High School of Music","2780 Reservoir Ave","23","10468","40.870293","-73.898309","207","11","2015241","2032470070","409","BX0702"
"Completed (59)","2016-03-12T00:00:00.000","10:00 AM","03:00 PM","RNY Fair (FAIR)","Child Care Resource Summer Camp Fair","Brooklyn","Child Development Support Corporation Office","352-358 Classon Avenue","100","11238","40.688478","-73.959936","302","35","3335008","3019480035","231","BK0204"
"Completed (59)","2016-03-14T00:00:00.000","03:00 PM","04:00 PM","RNY General Presentation (GEN)","PS 254Q","Queens","PS 254Q","84-40 101 St","100","11418","40.697961","-73.84796","409","29","4191296","4091770023","24","QN0902"
"Completed (59)","2016-03-14T00:00:00.000","03:30 PM","05:00 PM","RNY General Presentation (GEN)","Emergency Preparedness","Manhattan","VISIONS Services for the Blind","135 W 23 St","60","10011","40.743386","-73.993916","104","3","1014949","1007990021","91","MN0401"
"Completed (59)","2016-03-14T00:00:00.000","10:30 AM","12:30 PM","RNY General Presentation (GEN)","RNY ESOL Presentation","Brooklyn","Arab American Association New York","7111 5th AVe","50","11209","40.63238","-74.021444","310","47","3146649","3058930010","130","BK1001"
"Completed (59)","2016-03-14T00:00:00.000","08:00 AM","11:00 AM","RNY for Kids (KIDS)","Youth Preparedness","Staten Island","PS 60","55 Merrill Ave","420","10314","40.610073","-74.162129","502","50","5031151","5015800044","29104","SI0204"
"Completed (59)","2016-03-15T00:00:00.000","11:00 AM","12:59 PM","RNY General Presentation (GEN)","Winter Prep","Brooklyn","Brookdale Senior Center","817 Avenue H","25","11230","40.629268","-73.968686","314","45","3170160","3064960039","460","BK1402"
"Completed (59)","2016-03-15T00:00:00.000","06:00 PM","08:00 PM","RNY Fair/Presentation (FP)","Citizen Preparedness Training","Bronx","Woodstock Community Center","890 Trinity Ave","130","10456","40.822064","-73.906291","203","17","2091950","2026380001","133","BX0301"
"Completed (59)","2016-03-15T00:00:00.000","10:00 AM","12:00 PM","RNY Business (B)","Becoming Resilient: Diaster Planning and Recovery","Queens","Laguardia Community College","30-20 Thomson Ave","10","11101","40.745095","-73.936635","402","26","4003517","4002740001","17902","QN0202"
"Completed (59)","2016-03-16T00:00:00.000","10:30 AM","12:59 PM","RNY General Presentation (GEN)","Winter Prep","Queens","Sunnyside Community Services","43-31 39 Street","60","11104","40.74519","-73.925909","402","26","4436677","4001910005","17901","QN0202"
"Completed (59)","2016-03-16T00:00:00.000","08:45 AM","09:45 PM","RNY General Presentation (GEN)","Emergency Preparedness Presentation","Bronx","PS 277X","519 Saint Anns Ave","70","10455","40.813517","-73.913402","201","8","2000114","2022740023","43","BX0101"
"Completed (59)","2016-03-16T00:00:00.000","10:00 AM","11:00 AM","RNY for Kids (KIDS)","Teen Preparedness","Brooklyn","Brooklyn Alternate Learning Center","960 Prospect Place","60","11213","40.674029","-73.945106","308","36","3031296","3012350037","341","BK0802"
"Completed (59)","2016-03-16T00:00:00.000","07:00 PM","09:00 PM","RNY Fair/Presentation (FP)","Citizen Preparedness Training","Bronx","Glory of Christ Church","2137 Ellis Ave","75","10462","40.832411","-73.853023","209","18","2026584","2038130066","92","BX0903"
"Completed (59)","2016-03-16T00:00:00.000","08:30 AM","11:00 AM","RNY Fair (FAIR)","Volunteer Summit for Executive Directors","Manhattan","UJA-Federation of NY","130 E 59 St","100","10022","40.762367","-73.96854","105","4","1087267","1013137502","11203","MN0604"
"Completed (59)","2016-03-17T00:00:00.000","10:00 AM","11:59 PM","RNY General Presentation (GEN)","Winter prep","Queens","Elmhurst Jackson Heights Senior Center","75-01 Broadway","80","11373","40.746172","-73.890208","404","25","4036730","4014860013","267","QN0401"
"Completed (59)","2016-03-17T00:00:00.000","08:30 AM","09:30 AM","RNY General Presentation (GEN)","ESOL Presentation","Brooklyn","The Aldred De B. Mason School","6006 23rd Ave","35","11204","40.615252","-73.97635","312","44","3172071","3065490024","446","BK1204"
"Completed (59)","2016-03-17T00:00:00.000","09:00 AM","11:00 AM","RNY for Kids (KIDS)","Ready Girl","Brooklyn","PS 147","325 Bushwick Ave","300","11206","40.705204","-73.939407","301","34","3071418","3030910001","485","BK0104"
"Completed (59)","2016-03-17T00:00:00.000","06:30 PM","08:30 PM","RNY Fair/Presentation (FP)","Citizen Preparedness Training","Brooklyn","Maimonides Medical Center","4802 10th Ave, Schreiber Auditorium","150","11219","40.639488","-73.998242","312","38","3336293","3056310038","114","BK1201"
"Completed (59)","2016-03-17T00:00:00.000","06:00 PM","08:00 PM","RNY Fair (FAIR)","Parent Teachers Conference","Brooklyn","MS 61","400 Empire Blvd","150","11225","40.664007","-73.94922","309","40","3337872","3013160015","329","BK0902"
"Completed (59)","2016-03-17T00:00:00.000","09:00 AM","02:00 PM","RNY Fair (FAIR)","MSM Wellness, Campus Safety & Crime Prevention Fair","Manhattan","Manhattan School of Music","120 Claremont Ave","100","10027","40.812475","-73.961931","109","7","1076684","1019930001","211","MN0901"
"Completed (59)","2016-03-17T00:00:00.000","06:00 PM","08:30 PM","RNY Fair (FAIR)","RNY Parents Teacher Coneferece Fair","Brooklyn","M.S. 61","500 Empire Blvd.","200","11225","40.664192","-73.945965","309","40","3034859","3013170041","329","BK0902"
"Completed (59)","2016-03-18T00:00:00.000","12:00 PM","02:00 PM","RNY General Presentation (GEN)","LaSalle Career Day","Manhattan","LaSalle Academy","215 E 6 St","80","10003","40.727954","-73.98984","103","2","1006643","1004620004","38","MN0303"
"Completed (59)","2016-03-18T00:00:00.000","10:30 AM","12:30 PM","RNY General Presentation (GEN)","RNY ESOL Presenation","Brooklyn","Cypress Hills Fulton Street","3208 Fulton St.","30","11208","40.682337","-73.876771","305","37","3092631","3041400013","1178","BK0501"
"Completed (59)","2016-03-18T00:00:00.000","10:30 AM","12:30 PM","RNY General Presentation (GEN)","RNY ESOL Presentation","Manhattan","Cypress Hill Fulton Senior Center","3208 Fulton Street","30",,,,,,,,,
"Completed (59)","2016-03-18T00:00:00.000","12:45 PM","01:30 PM","RNY for Kids (KIDS)","Youth Preparedness","Manhattan","PS 145 M","150 W. 105th St.","150","10025","40.799376","-73.965308","107","7","1083561","1018590001","189","MN0703"
"Completed (59)","2016-03-18T00:00:00.000","04:00 PM","05:30 PM","RNY for Kids (KIDS)","Ready Girl","Brooklyn","PS 230","1 Albermale Road","20",,,,,,,,,
"Completed (59)","2016-03-19T00:00:00.000","09:00 AM","02:00 PM","RNY Fair (FAIR)","Key to the City","Manhattan","COOP Tech","321 East 96th Street","150","10128","40.783638","-73.945626","111","8","1083927","1016680001","15602","MN1101"
"Completed (59)","2016-03-21T00:00:00.000","01:30 PM","02:30 PM","RNY Hurricane (H)","Hurricane Preparedness","Brooklyn","Our Lady of Solace Church","2866 West 17th Street","20","11224","40.577499","-73.984949","313","47","3329329","3070200039","326","BK1302"
"Completed (59)","2016-03-21T00:00:00.000","06:00 PM","07:00 PM","RNY General Presentation (GEN)","RNY ESOL Presentation","Staten Island","YMCA Staten Island","1546 Castleton Ave","40","10302","40.63586","-74.134431","501","49","5000000","5010350012","20702","SI0106"
"Completed (59)","2016-03-21T00:00:00.000","09:00 AM","09:45 AM","RNY for Kids (KIDS)","Ready NY for Pre-K","Queens","PS 378","44-16 76th St.","120","11373","40.741545","-73.888524","404","25",,,"48301","QN0401"
"Completed (59)","2016-03-22T00:00:00.000","01:00 PM","03:59 PM","RNY General Presentation (GEN)","Winter Prep","Queens","CCNS Hillcrest Senior Center","168-01 Hillside Avenue","29","11432","40.710071","-73.79461","408","24","4210504","4098400001","454","QN0805"
"Completed (59)","2016-03-22T00:00:00.000","07:00 PM","08:00 PM","RNY General Presentation (GEN)","Emergency Preparedness/ PTA Meeting","Queens","MS 158Q","4635 Oceania Street","14","11361","40.756139","-73.772862","411","19","4438325","4073120001","1447","QN1102"
"Completed (59)","2016-03-22T00:00:00.000","09:00 AM","09:45 AM","RNY General Presentation (GEN)","Preparedness for Parents","Bronx","PS 61","1550 Crotona Park East","15","10460","40.836575","-73.892817","203","15","2009865","2029390045","153","BX0303"
"Completed (59)","2016-03-22T00:00:00.000","08:15 AM","10:30 AM","RNY for Kids (KIDS)","Youth Preparedness","Bronx","PS 61","1550 Crotona Park East","320","10460","40.836575","-73.892817","203","15","2009865","2029390045","153","BX0303"
"Completed (59)","2016-03-23T00:00:00.000","12:15 PM","02:00 PM","RNY General Presentation (GEN)","Columbia School of Social Work Career Panel","Manhattan","Columbia School of Social Work","1255 Amsterdam Ave","40","10027","40.810476","-73.95837","109","7","1087901","1019630060","20701","MN0901"
"Completed (59)","2016-03-23T00:00:00.000","09:00 AM","09:45 AM","RNY for Kids (KIDS)","Pre-K Preparedness","Queens","Holy Cross","56-01 61st St.","30","11378","40.724967","-73.904289","405","30","4437553","4027090040","517","QN0501"
"Completed (59)","2016-03-24T00:00:00.000","03:00 PM","04:00 PM","RNY General Presentation (GEN)","General Ready New York Presentation","Manhattan","International High School at Union Square","40 Irving Place","35","10003","40.735494","-73.987659","106","2","1017828","1008720057","50","MN0602"
"Completed (59)","2016-03-24T00:00:00.000","10:15 AM","12:30 PM","RNY General Presentation (GEN)","Presentation to the Professional Immersion Class","Manhattan","Columbia School of Social Work","1255 Amsterdam Ave","20","10027","40.810476","-73.95837","109","7","1087901","1019630060","20701","MN0901"
"Completed (59)","2016-03-24T00:00:00.000","06:30 PM","08:30 PM","RNY General Presentation (GEN)","RNY ESOL General Presentation","Manhattan","Pace High School","100 Hester","60",,,,,,,,,
"Completed (59)","2016-03-24T00:00:00.000","06:00 PM","08:00 PM","RNY Business (B)","Business Solutions","Manhattan","Upper Manhattan Center","361 W 125th St","10","10027","40.810952","-73.953005","109","9","1059308","1019520009","20901","MN0901"
"Completed (59)","2016-03-29T00:00:00.000","12:30 PM","02:00 PM","RNY General Presentation (GEN)","Winter Prep","Brooklyn","Albany Senior Center","196 Albany Avenue","35","11213","40.67388","-73.938974","308","36","3031082","3012300044","343","BK0802"
"Completed (59)","2016-03-29T00:00:00.000","10:30 AM","12:00 PM","RNY General Presentation (GEN)","Emergency Preparedness for Parents","Bronx","St. Joseph's School for the Deaf","1000 Hutchinson River Parkway","10","10465","40.827733","-73.835812","210","13","2079869","2055400003","110","BX1091"
"Completed (59)","2016-03-29T00:00:00.000","08:15 AM","09:45 AM","RNY for Kids (KIDS)","Extreme Weather for Tweens","Queens","MS 137","109-15 98th Street","27","11417","40.6781","-73.839948","410","32","4467457","4091720001","86","QN1002"
"Completed (59)","2016-03-30T00:00:00.000","09:30 AM","11:00 AM","RNY Fair/Presentation (FP)","Citizen Preparedness Training","Brooklyn","Shorefront Y","3300 Coney Island Ave","90","11235","40.575566","-73.95946","313","48","3326880","3086930001","36002","BK1303"
"Completed (59)","2016-03-30T00:00:00.000","06:00 PM","08:00 PM","RNY Business (B)","Business Solutions","Brooklyn","Brooklyn Center","9 Bond St","18","11201","40.689376","-73.983164","302","33","3329441","3001600007","37","BK0202"
"Completed (59)","2016-03-31T00:00:00.000","10:15 AM","11:00 AM","RNY for Kids (KIDS)","Tween Preparedness","Queens","PS 1S 78 Q","189-10 Radnor Road","200","11423","40.724479","-73.777454","408","23","4156558","4072770001","1277","QN0804"
"Completed (59)","2016-03-31T00:00:00.000","09:45 AM","10:15 AM","RNY for Kids (KIDS)","Youth Preparedness","Queens","PS IS 78 Q","189-10 Radnor Road","400","11423","40.724479","-73.777454","408","23","4156558","4072770001","1277","QN0804"
"Completed (59)","2016-03-31T00:00:00.000","09:00 AM","09:45 AM","RNY for Kids (KIDS)","Pre-K Preparedness","Queens","PS IS 78 Q","189-10 Radnor Road","30","11423","40.724479","-73.777454","408","23","4156558","4072770001","1277","QN0804"
"Completed (59)","2016-03-31T00:00:00.000","10:00 AM","12:00 PM","RNY Business (B)","RNY Business","Queens","Laguardia Community College","30-20 Thomson Avenue - B-201","6",,,,,,,,,
"Completed (59)","2016-04-01T00:00:00.000","09:00 AM","09:45 AM","RNY for Kids (KIDS)","Ready NY for Pre-K","Queens","St. Pancras","68-20 Myrtle Avenue","50","11385","40.701684","-73.883891","405","32","4090330","4037030007","629","QN0503"
"Completed (59)","2016-04-02T00:00:00.000","11:15 AM","02:45 PM","RNY General Presentation (GEN)","RNY ESOL Class","Manhattan","175 Eldridge","175 Eldridge","60",,,,,,,,,
"Completed (59)","2016-04-02T00:00:00.000","10:00 AM","02:00 PM","RNY for Kids (KIDS)","Emergency Preparedness Day Out","Brooklyn","Marine Park Parking Lot","Avenue U","100",,,,,,,,,
"Completed (59)","2016-04-02T00:00:00.000","10:00 AM","02:00 PM","RNY Fair (FAIR)","Edgemere Community Workshop","Queens","Cornerstone Community Center","426 Beach 40th. Street","50","11691","40.596249","-73.772408","414","31","4302129","4159550003","97206","QN1402"
"Completed (59)","2016-04-04T00:00:00.000","09:30 AM","10:30 AM","RNY for Kids (KIDS)","Ready NY for Pre-K","Queens","PS 315","43-18 97th Place","500","11368","40.745995","-73.866372","404","21","4439257","4016130017","37501","QN0402"
"Completed (59)","2016-04-04T00:00:00.000","10:00 AM","05:00 PM","RNY Fair (FAIR)","LTCEMP Learning Session","Manhattan","aruch College, The William & Anita Newman Vertical Campus Conf Center","55 Lexington Ave, room 14-220","125","10010","40.740596","-73.983938","106","2","1086514","1008800024","68","MN0602"
"Completed (59)","2016-04-04T00:00:00.000","07:30 PM","09:30 PM","NYCEM 101 (NYCEM)","Presentation for CB 11 Q","Queens","MS 158","46-35 Oceania Ave","40",,,,,,,,,
"Completed (59)","2016-04-05T00:00:00.000","05:30 PM","07:00 PM","RNY General Presentation (GEN)","Emergency Preparedness for Parents","Manhattan","All Souls School","1157 Lexington Avenue","25","10075","40.775377","-73.95858","108","4","1047486","1015080053","140","MN0802"
"Completed (59)","2016-04-05T00:00:00.000","11:00 AM","01:00 PM","RNY General Presentation (GEN)","Senior Center Severe Weather","Brooklyn","Hope Gardens Multi Service Senior Center","195 Linden Street","27","11221","40.69537","-73.917486","304","37","3076116","3033240019","417","BK0402"
"Completed (59)","2016-04-05T00:00:00.000","05:30 PM","08:30 PM","RNY Fair/Presentation (FP)","Edgemere Community Workshop","Queens","Cornerstone Community Center","426 Beach 40th St","20","11691","40.596249","-73.772408","414","31","4302129","4159550003","97206","QN1402"
"Completed (59)","2016-04-06T00:00:00.000","10:30 AM","12:30 PM","RNY General Presentation (GEN)","Senior Severe Weather prep","Manhattan","Carver Senior Center","55 East 102 Street","45","10029","40.79084","-73.950853","111","8","1082659","1016080023","168","MN1101"
