"workscheduleprojectlocationid","boroughname","day","date","onstreetname","fromstreetname","tostreetname","communityboard","area","worktype","crewtype","shifttype","oftcode"
"107789","MANHATTAN","Wednesday","2021-10-13T00:00:00.000","10 AVENUE","WEST 25 STREET","WEST 26 STREET","104","Hudson Yards-Chelsea-Flatiron-Union Square","IN-HOUSE CREW","PAVING","NIGHT SHIFT","111010134270134290"
"107801","MANHATTAN","Thursday","2021-10-14T00:00:00.000","10 AVENUE","WEST 25 STREET","WEST 26 STREET","104","Hudson Yards-Chelsea-Flatiron-Union Square","IN-HOUSE CREW","PAVING","NIGHT SHIFT","111010134270134290"
"103346","MANHATTAN","Tuesday","2021-09-28T00:00:00.000","10 AVENUE","WEST 26 STREET",,"104",,"CONTRACT WORK","MILLING","NIGHT SHIFT","111010134290000000"
"103955","MANHATTAN","Friday","2021-09-24T00:00:00.000","10 AVENUE","WEST 26 STREET",,"104",,"CONTRACT WORK","MILLING","NIGHT SHIFT","111010134290000000"
"103967","MANHATTAN","Monday","2021-09-27T00:00:00.000","10 AVENUE","WEST 26 STREET",,"104",,"CONTRACT WORK","MILLING","NIGHT SHIFT","111010134290000000"
"107077","MANHATTAN","Friday","2021-10-08T00:00:00.000","10 AVENUE","WEST 26 STREET",,"104",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","111010134290000000"
"107778","MANHATTAN","Tuesday","2021-10-12T00:00:00.000","10 AVENUE","WEST 26 STREET",,"104",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","111010134290000000"
"107790","MANHATTAN","Wednesday","2021-10-13T00:00:00.000","10 AVENUE","WEST 26 STREET",,"104",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","111010134290000000"
"107802","MANHATTAN","Thursday","2021-10-14T00:00:00.000","10 AVENUE","WEST 26 STREET",,"104",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","111010134290000000"
"107803","MANHATTAN","Thursday","2021-10-14T00:00:00.000","10 AVENUE","WEST 26 STREET","WEST 27 STREET","104","Hudson Yards-Chelsea-Flatiron-Union Square","IN-HOUSE CREW","PAVING","NIGHT SHIFT","111010134290134310"
"107078","MANHATTAN","Friday","2021-10-08T00:00:00.000","10 AVENUE","WEST 26 STREET","WEST 27 STREET","104","Hudson Yards-Chelsea-Flatiron-Union Square","IN-HOUSE CREW","PAVING","NIGHT SHIFT","111010134290134310"
"107779","MANHATTAN","Tuesday","2021-10-12T00:00:00.000","10 AVENUE","WEST 26 STREET","WEST 27 STREET","104","Hudson Yards-Chelsea-Flatiron-Union Square","IN-HOUSE CREW","PAVING","NIGHT SHIFT","111010134290134310"
"107791","MANHATTAN","Wednesday","2021-10-13T00:00:00.000","10 AVENUE","WEST 26 STREET","WEST 27 STREET","104","Hudson Yards-Chelsea-Flatiron-Union Square","IN-HOUSE CREW","PAVING","NIGHT SHIFT","111010134290134310"
"103347","MANHATTAN","Tuesday","2021-09-28T00:00:00.000","10 AVENUE","WEST 26 STREET","WEST 27 STREET","104","Hudson Yards-Chelsea-Flatiron-Union Square","CONTRACT WORK","MILLING","NIGHT SHIFT","111010134290134310"
"103956","MANHATTAN","Friday","2021-09-24T00:00:00.000","10 AVENUE","WEST 26 STREET","WEST 27 STREET","104","Hudson Yards-Chelsea-Flatiron-Union Square","CONTRACT WORK","MILLING","NIGHT SHIFT","111010134290134310"
"103968","MANHATTAN","Monday","2021-09-27T00:00:00.000","10 AVENUE","WEST 26 STREET","WEST 27 STREET","104","Hudson Yards-Chelsea-Flatiron-Union Square","CONTRACT WORK","MILLING","NIGHT SHIFT","111010134290134310"
"138156","MANHATTAN","Tuesday","2022-06-21T00:00:00.000","10 AVENUE","WEST 41 STREET",,"104",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","111010134590000000"
"138167","MANHATTAN","Wednesday","2022-06-22T00:00:00.000","10 AVENUE","WEST 41 STREET",,"104",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","111010134590000000"
"133835","MANHATTAN","Friday","2022-05-27T00:00:00.000","10 AVENUE","WEST 41 STREET",,"104",,"CONTRACT WORK","MILLING","NIGHT SHIFT","111010134590000000"
"138157","MANHATTAN","Tuesday","2022-06-21T00:00:00.000","10 AVENUE","WEST 41 STREET","WEST 42 STREET","104","Hudson Yards-Chelsea-Flatiron-Union Square","IN-HOUSE CREW","PAVING","NIGHT SHIFT","111010134590134610"
"138168","MANHATTAN","Wednesday","2022-06-22T00:00:00.000","10 AVENUE","WEST 41 STREET","WEST 42 STREET","104","Hudson Yards-Chelsea-Flatiron-Union Square","IN-HOUSE CREW","PAVING","NIGHT SHIFT","111010134590134610"
"133836","MANHATTAN","Friday","2022-05-27T00:00:00.000","10 AVENUE","WEST 41 STREET","WEST 42 STREET","104","Hudson Yards-Chelsea-Flatiron-Union Square","CONTRACT WORK","MILLING","NIGHT SHIFT","111010134590134610"
"152707","MANHATTAN","Wednesday","2022-09-07T00:00:00.000","10 AVENUE","WEST 58 STREET",,"104",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","111010134930000000"
"152689","MANHATTAN","Tuesday","2022-09-06T00:00:00.000","10 AVENUE","WEST 58 STREET",,"104",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","111010134930000000"
"147644","MANHATTAN","Thursday","2022-08-04T00:00:00.000","10 AVENUE","WEST 58 STREET",,"104",,"CONTRACT WORK","MILLING","NIGHT SHIFT","111010134930000000"
"147662","MANHATTAN","Friday","2022-08-05T00:00:00.000","10 AVENUE","WEST 58 STREET",,"104",,"CONTRACT WORK","MILLING","NIGHT SHIFT","111010134930000000"
"147897","MANHATTAN","Monday","2022-08-08T00:00:00.000","10 AVENUE","WEST 58 STREET",,"104",,"CONTRACT WORK","MILLING","NIGHT SHIFT","111010134930000000"
"151642","MANHATTAN","Wednesday","2022-08-31T00:00:00.000","10 AVENUE","WEST 58 STREET",,"104",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","111010134930000000"
"151678","MANHATTAN","Friday","2022-09-02T00:00:00.000","10 AVENUE","WEST 58 STREET",,"104",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","111010134930000000"
"151660","MANHATTAN","Thursday","2022-09-01T00:00:00.000","10 AVENUE","WEST 58 STREET",,"104",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","111010134930000000"
"104115","MANHATTAN","Monday","2021-09-27T00:00:00.000","11 AVENUE","WEST 50 STREET",,"104",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","111110134770000000"
"101800","MANHATTAN","Friday","2021-09-24T00:00:00.000","11 AVENUE","WEST 50 STREET",,"104",,"CONTRACT WORK","MILLING","NIGHT SHIFT","111110134770000000"
"104135","MANHATTAN","Tuesday","2021-09-28T00:00:00.000","11 AVENUE","WEST 50 STREET",,"104",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","111110134770000000"
"103885","MANHATTAN","Wednesday","2021-09-22T00:00:00.000","11 AVENUE","WEST 50 STREET",,"104",,"CONTRACT WORK","MILLING","NIGHT SHIFT","111110134770000000"
"104155","MANHATTAN","Wednesday","2021-09-29T00:00:00.000","11 AVENUE","WEST 50 STREET",,"104",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","111110134770000000"
"103299","MANHATTAN","Monday","2021-09-27T00:00:00.000","11 AVENUE","WEST 50 STREET",,"104",,"CONTRACT WORK","MILLING","NIGHT SHIFT","111110134770000000"
"103858","MANHATTAN","Tuesday","2021-09-21T00:00:00.000","11 AVENUE","WEST 50 STREET",,"104",,"CONTRACT WORK","MILLING","NIGHT SHIFT","111110134770000000"
"103860","MANHATTAN","Tuesday","2021-09-21T00:00:00.000","11 AVENUE","WEST 51 STREET",,"104",,"CONTRACT WORK","MILLING","NIGHT SHIFT","111110134790000000"
"104117","MANHATTAN","Monday","2021-09-27T00:00:00.000","11 AVENUE","WEST 51 STREET",,"104",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","111110134790000000"
"101802","MANHATTAN","Friday","2021-09-24T00:00:00.000","11 AVENUE","WEST 51 STREET",,"104",,"CONTRACT WORK","MILLING","NIGHT SHIFT","111110134790000000"
"118878","MANHATTAN","Monday","2022-03-14T00:00:00.000","AVENUE OF THE AMERICAS","CANAL STREET",,"101",,"CONTRACT WORK","MILLING","NIGHT SHIFT","110510114010000000"
"118879","MANHATTAN","Monday","2022-03-14T00:00:00.000","AVENUE OF THE AMERICAS","CANAL STREET",,"101",,"CONTRACT WORK","MILLING","NIGHT SHIFT","110510114010000000"
"141986","MANHATTAN","Friday","2022-07-15T00:00:00.000","AVENUE OF THE AMERICAS","WEST 25 STREET",,"105",,"CONTRACT WORK","MILLING","NIGHT SHIFT","110510134270000000"
"141283","MANHATTAN","Friday","2022-07-15T00:00:00.000","AVENUE OF THE AMERICAS","WEST 25 STREET",,"105",,"CONTRACT WORK","MILLING","NIGHT SHIFT","110510134270000000"
"142010","MANHATTAN","Thursday","2022-07-14T00:00:00.000","AVENUE OF THE AMERICAS","WEST 25 STREET",,"105",,"CONTRACT WORK","MILLING","NIGHT SHIFT","110510134270000000"
"150489","MANHATTAN","Thursday","2022-08-25T00:00:00.000","AVENUE OF THE AMERICAS","WEST 25 STREET",,"105",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","110510134270000000"
"8443","MANHATTAN","Friday","2020-05-15T00:00:00.000","AVENUE OF THE AMERICAS","WEST 26 STREET",,"105",,"CONTRACT WORK","MILLING","NIGHT SHIFT","110510134290000000"
"14402","MANHATTAN","Wednesday","2020-06-03T00:00:00.000","AVENUE OF THE AMERICAS","WEST 26 STREET",,"105",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","110510134290000000"
"14415","MANHATTAN","Thursday","2020-06-04T00:00:00.000","AVENUE OF THE AMERICAS","WEST 26 STREET",,"105",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","110510134290000000"
"14455","MANHATTAN","Monday","2020-06-01T00:00:00.000","AVENUE OF THE AMERICAS","WEST 26 STREET",,"105",,"CONTRACT WORK","MILLING","NIGHT SHIFT","110510134290000000"
"19307","MANHATTAN","Tuesday","2020-06-16T00:00:00.000","AVENUE OF THE AMERICAS","WEST 26 STREET",,"105",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","110510134290000000"
"18850","MANHATTAN","Monday","2020-06-15T00:00:00.000","AVENUE OF THE AMERICAS","WEST 26 STREET",,"105",,"CONTRACT WORK","MILLING","NIGHT SHIFT","110510134290000000"
"103341","MANHATTAN","Tuesday","2021-09-28T00:00:00.000","10 AVENUE","WEST 23 STREET","WEST 24 STREET","104","Hudson Yards-Chelsea-Flatiron-Union Square","CONTRACT WORK","MILLING","NIGHT SHIFT","111010134230134250"
"103950","MANHATTAN","Friday","2021-09-24T00:00:00.000","10 AVENUE","WEST 23 STREET","WEST 24 STREET","104","Hudson Yards-Chelsea-Flatiron-Union Square","CONTRACT WORK","MILLING","NIGHT SHIFT","111010134230134250"
"103962","MANHATTAN","Monday","2021-09-27T00:00:00.000","10 AVENUE","WEST 23 STREET","WEST 24 STREET","104","Hudson Yards-Chelsea-Flatiron-Union Square","CONTRACT WORK","MILLING","NIGHT SHIFT","111010134230134250"
"107072","MANHATTAN","Friday","2021-10-08T00:00:00.000","10 AVENUE","WEST 23 STREET","WEST 24 STREET","104","Hudson Yards-Chelsea-Flatiron-Union Square","IN-HOUSE CREW","PAVING","NIGHT SHIFT","111010134230134250"
"107773","MANHATTAN","Tuesday","2021-10-12T00:00:00.000","10 AVENUE","WEST 23 STREET","WEST 24 STREET","104","Hudson Yards-Chelsea-Flatiron-Union Square","IN-HOUSE CREW","PAVING","NIGHT SHIFT","111010134230134250"
"107785","MANHATTAN","Wednesday","2021-10-13T00:00:00.000","10 AVENUE","WEST 23 STREET","WEST 24 STREET","104","Hudson Yards-Chelsea-Flatiron-Union Square","IN-HOUSE CREW","PAVING","NIGHT SHIFT","111010134230134250"
"107797","MANHATTAN","Thursday","2021-10-14T00:00:00.000","10 AVENUE","WEST 23 STREET","WEST 24 STREET","104","Hudson Yards-Chelsea-Flatiron-Union Square","IN-HOUSE CREW","PAVING","NIGHT SHIFT","111010134230134250"
"107787","MANHATTAN","Wednesday","2021-10-13T00:00:00.000","10 AVENUE","WEST 24 STREET","WEST 25 STREET","104","Hudson Yards-Chelsea-Flatiron-Union Square","IN-HOUSE CREW","PAVING","NIGHT SHIFT","111010134250134270"
"107799","MANHATTAN","Thursday","2021-10-14T00:00:00.000","10 AVENUE","WEST 24 STREET","WEST 25 STREET","104","Hudson Yards-Chelsea-Flatiron-Union Square","IN-HOUSE CREW","PAVING","NIGHT SHIFT","111010134250134270"
"103343","MANHATTAN","Tuesday","2021-09-28T00:00:00.000","10 AVENUE","WEST 24 STREET","WEST 25 STREET","104","Hudson Yards-Chelsea-Flatiron-Union Square","CONTRACT WORK","MILLING","NIGHT SHIFT","111010134250134270"
"103952","MANHATTAN","Friday","2021-09-24T00:00:00.000","10 AVENUE","WEST 24 STREET","WEST 25 STREET","104","Hudson Yards-Chelsea-Flatiron-Union Square","CONTRACT WORK","MILLING","NIGHT SHIFT","111010134250134270"
"103964","MANHATTAN","Monday","2021-09-27T00:00:00.000","10 AVENUE","WEST 24 STREET","WEST 25 STREET","104","Hudson Yards-Chelsea-Flatiron-Union Square","CONTRACT WORK","MILLING","NIGHT SHIFT","111010134250134270"
"107074","MANHATTAN","Friday","2021-10-08T00:00:00.000","10 AVENUE","WEST 24 STREET","WEST 25 STREET","104","Hudson Yards-Chelsea-Flatiron-Union Square","IN-HOUSE CREW","PAVING","NIGHT SHIFT","111010134250134270"
"107775","MANHATTAN","Tuesday","2021-10-12T00:00:00.000","10 AVENUE","WEST 24 STREET","WEST 25 STREET","104","Hudson Yards-Chelsea-Flatiron-Union Square","IN-HOUSE CREW","PAVING","NIGHT SHIFT","111010134250134270"
"103348","MANHATTAN","Tuesday","2021-09-28T00:00:00.000","10 AVENUE","WEST 27 STREET",,"104",,"CONTRACT WORK","MILLING","NIGHT SHIFT","111010134310000000"
"103957","MANHATTAN","Friday","2021-09-24T00:00:00.000","10 AVENUE","WEST 27 STREET",,"104",,"CONTRACT WORK","MILLING","NIGHT SHIFT","111010134310000000"
"103969","MANHATTAN","Monday","2021-09-27T00:00:00.000","10 AVENUE","WEST 27 STREET",,"104",,"CONTRACT WORK","MILLING","NIGHT SHIFT","111010134310000000"
"107079","MANHATTAN","Friday","2021-10-08T00:00:00.000","10 AVENUE","WEST 27 STREET",,"104",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","111010134310000000"
"107780","MANHATTAN","Tuesday","2021-10-12T00:00:00.000","10 AVENUE","WEST 27 STREET",,"104",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","111010134310000000"
"107792","MANHATTAN","Wednesday","2021-10-13T00:00:00.000","10 AVENUE","WEST 27 STREET",,"104",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","111010134310000000"
"107804","MANHATTAN","Thursday","2021-10-14T00:00:00.000","10 AVENUE","WEST 27 STREET",,"104",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","111010134310000000"
"138158","MANHATTAN","Tuesday","2022-06-21T00:00:00.000","10 AVENUE","WEST 43 STREET",,"104",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","111010134630000000"
"138169","MANHATTAN","Wednesday","2022-06-22T00:00:00.000","10 AVENUE","WEST 43 STREET",,"104",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","111010134630000000"
"133837","MANHATTAN","Friday","2022-05-27T00:00:00.000","10 AVENUE","WEST 43 STREET",,"104",,"CONTRACT WORK","MILLING","NIGHT SHIFT","111010134630000000"
"138159","MANHATTAN","Tuesday","2022-06-21T00:00:00.000","10 AVENUE","WEST 44 STREET",,"104",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","111010134650000000"
"75052","MANHATTAN","Friday","2021-06-11T00:00:00.000","AVENUE C","EAST 11 STREET","EAST 12 STREET","103","Lower East Side","IN-HOUSE CREW","MILLING","NIGHT SHIFT","112310117210117230"
"80786","MANHATTAN","Tuesday","2021-07-13T00:00:00.000","AVENUE C","EAST 11 STREET","EAST 12 STREET","103","Lower East Side","IN-HOUSE CREW","PAVING","NIGHT SHIFT","112310117210117230"
"80819","MANHATTAN","Wednesday","2021-07-14T00:00:00.000","AVENUE C","EAST 11 STREET","EAST 12 STREET","103","Lower East Side","IN-HOUSE CREW","PAVING","NIGHT SHIFT","112310117210117230"
"76580","MANHATTAN","Wednesday","2021-06-23T00:00:00.000","AVENUE C","EAST 11 STREET","EAST 12 STREET","103","Lower East Side","IN-HOUSE CREW","MILLING","NIGHT SHIFT","112310117210117230"
"74381","MANHATTAN","Thursday","2021-06-03T00:00:00.000","AVENUE C","EAST 11 STREET","EAST 12 STREET","103","Lower East Side","IN-HOUSE CREW","PAVING","NIGHT SHIFT","112310117210117230"
"74404","MANHATTAN","Friday","2021-06-04T00:00:00.000","AVENUE C","EAST 11 STREET","EAST 12 STREET","103","Lower East Side","IN-HOUSE CREW","PAVING","NIGHT SHIFT","112310117210117230"
"74429","MANHATTAN","Thursday","2021-06-03T00:00:00.000","AVENUE C","EAST 11 STREET","EAST 12 STREET","103","Lower East Side","IN-HOUSE CREW","MILLING","NIGHT SHIFT","112310117210117230"
"16818","MANHATTAN","Monday","2020-06-08T00:00:00.000","AVENUE D","EAST 5 STREET","EAST 6 STREET","103","Lower East Side","IN-HOUSE CREW","MILLING","NIGHT SHIFT","112410117090117110"
"19586","MANHATTAN","Thursday","2020-06-18T00:00:00.000","AVENUE D","EAST 5 STREET","EAST 6 STREET","103","Lower East Side","IN-HOUSE CREW","PAVING","NIGHT SHIFT","112410117090117110"
"19609","MANHATTAN","Friday","2020-06-19T00:00:00.000","AVENUE D","EAST 5 STREET","EAST 6 STREET","103","Lower East Side","IN-HOUSE CREW","PAVING","NIGHT SHIFT","112410117090117110"
"8452","MANHATTAN","Friday","2020-05-15T00:00:00.000","AVENUE OF THE AMERICAS","WEST 30 STREET","WEST 31 STREET","105","Midtown-Midtown South","CONTRACT WORK","MILLING","NIGHT SHIFT","110510134370134390"
"14411","MANHATTAN","Wednesday","2020-06-03T00:00:00.000","AVENUE OF THE AMERICAS","WEST 30 STREET","WEST 31 STREET","105","Midtown-Midtown South","IN-HOUSE CREW","PAVING","NIGHT SHIFT","110510134370134390"
"14464","MANHATTAN","Monday","2020-06-01T00:00:00.000","AVENUE OF THE AMERICAS","WEST 30 STREET","WEST 31 STREET","105","Midtown-Midtown South","CONTRACT WORK","MILLING","NIGHT SHIFT","110510134370134390"
"14424","MANHATTAN","Thursday","2020-06-04T00:00:00.000","AVENUE OF THE AMERICAS","WEST 30 STREET","WEST 31 STREET","105","Midtown-Midtown South","IN-HOUSE CREW","PAVING","NIGHT SHIFT","110510134370134390"
"19316","MANHATTAN","Tuesday","2020-06-16T00:00:00.000","AVENUE OF THE AMERICAS","WEST 30 STREET","WEST 31 STREET","105","Midtown-Midtown South","IN-HOUSE CREW","PAVING","NIGHT SHIFT","110510134370134390"
"18849","MANHATTAN","Monday","2020-06-15T00:00:00.000","AVENUE OF THE AMERICAS","WEST 30 STREET","WEST 31 STREET","105","Midtown-Midtown South","CONTRACT WORK","MILLING","NIGHT SHIFT","110510134370134390"
"14426","MANHATTAN","Thursday","2020-06-04T00:00:00.000","AVENUE OF THE AMERICAS","WEST 31 STREET","WEST 32 STREET","105","Midtown-Midtown South","IN-HOUSE CREW","PAVING","NIGHT SHIFT","110510134390134410"
"19318","MANHATTAN","Tuesday","2020-06-16T00:00:00.000","AVENUE OF THE AMERICAS","WEST 31 STREET","WEST 32 STREET","105","Midtown-Midtown South","IN-HOUSE CREW","PAVING","NIGHT SHIFT","110510134390134410"
"18861","MANHATTAN","Monday","2020-06-15T00:00:00.000","AVENUE OF THE AMERICAS","WEST 31 STREET","WEST 32 STREET","105","Midtown-Midtown South","CONTRACT WORK","MILLING","NIGHT SHIFT","110510134390134410"
"8454","MANHATTAN","Friday","2020-05-15T00:00:00.000","AVENUE OF THE AMERICAS","WEST 31 STREET","WEST 32 STREET","105","Midtown-Midtown South","CONTRACT WORK","MILLING","NIGHT SHIFT","110510134390134410"
"14413","MANHATTAN","Wednesday","2020-06-03T00:00:00.000","AVENUE OF THE AMERICAS","WEST 31 STREET","WEST 32 STREET","105","Midtown-Midtown South","IN-HOUSE CREW","PAVING","NIGHT SHIFT","110510134390134410"
"14466","MANHATTAN","Monday","2020-06-01T00:00:00.000","AVENUE OF THE AMERICAS","WEST 31 STREET","WEST 32 STREET","105","Midtown-Midtown South","CONTRACT WORK","MILLING","NIGHT SHIFT","110510134390134410"
"78339","MANHATTAN","Friday","2021-07-02T00:00:00.000","AVENUE C","EAST 8 STREET","EAST 9 STREET","103","Lower East Side","IN-HOUSE CREW","PAVING","NIGHT SHIFT","112310117150117170"
"74936","MANHATTAN","Monday","2021-06-07T00:00:00.000","AVENUE C","EAST 8 STREET","EAST 9 STREET","103","Lower East Side","IN-HOUSE CREW","MILLING","NIGHT SHIFT","112310117150117170"
"80864","MANHATTAN","Wednesday","2021-07-14T00:00:00.000","AVENUE C","EAST 8 STREET","EAST 9 STREET","103","Lower East Side","IN-HOUSE CREW","PAVING","NIGHT SHIFT","112310117150117170"
"80884","MANHATTAN","Thursday","2021-07-15T00:00:00.000","AVENUE C","EAST 8 STREET","EAST 9 STREET","103","Lower East Side","IN-HOUSE CREW","PAVING","NIGHT SHIFT","112310117150117170"
"80904","MANHATTAN","Friday","2021-07-16T00:00:00.000","AVENUE C","EAST 8 STREET","EAST 9 STREET","103","Lower East Side","IN-HOUSE CREW","PAVING","NIGHT SHIFT","112310117150117170"
"78983","MANHATTAN","Thursday","2021-07-08T00:00:00.000","AVENUE C","EAST 8 STREET","EAST 9 STREET","103","Lower East Side","IN-HOUSE CREW","PAVING","NIGHT SHIFT","112310117150117170"
"79003","MANHATTAN","Friday","2021-07-09T00:00:00.000","AVENUE C","EAST 8 STREET","EAST 9 STREET","103","Lower East Side","IN-HOUSE CREW","PAVING","NIGHT SHIFT","112310117150117170"
"78963","MANHATTAN","Wednesday","2021-07-07T00:00:00.000","AVENUE C","EAST 8 STREET","EAST 9 STREET","103","Lower East Side","IN-HOUSE CREW","PAVING","NIGHT SHIFT","112310117150117170"
"74956","MANHATTAN","Tuesday","2021-06-08T00:00:00.000","AVENUE C","EAST 8 STREET","EAST 9 STREET","103","Lower East Side","IN-HOUSE CREW","MILLING","NIGHT SHIFT","112310117150117170"
"82937","MANHATTAN","Monday","2021-07-19T00:00:00.000","AVENUE C","EAST 8 STREET","EAST 9 STREET","103","Lower East Side","IN-HOUSE CREW","PAVING","NIGHT SHIFT","112310117150117170"
"74976","MANHATTAN","Wednesday","2021-06-09T00:00:00.000","AVENUE C","EAST 8 STREET","EAST 9 STREET","103","Lower East Side","IN-HOUSE CREW","MILLING","NIGHT SHIFT","112310117150117170"
"82939","MANHATTAN","Monday","2021-07-19T00:00:00.000","AVENUE C","EAST 9 STREET","EAST 10 STREET","103","Lower East Side","IN-HOUSE CREW","PAVING","NIGHT SHIFT","112310117170117190"
"74978","MANHATTAN","Wednesday","2021-06-09T00:00:00.000","AVENUE C","EAST 9 STREET","EAST 10 STREET","103","Lower East Side","IN-HOUSE CREW","MILLING","NIGHT SHIFT","112310117170117190"
"74938","MANHATTAN","Monday","2021-06-07T00:00:00.000","AVENUE C","EAST 9 STREET","EAST 10 STREET","103","Lower East Side","IN-HOUSE CREW","MILLING","NIGHT SHIFT","112310117170117190"
"80866","MANHATTAN","Wednesday","2021-07-14T00:00:00.000","AVENUE C","EAST 9 STREET","EAST 10 STREET","103","Lower East Side","IN-HOUSE CREW","PAVING","NIGHT SHIFT","112310117170117190"
"80886","MANHATTAN","Thursday","2021-07-15T00:00:00.000","AVENUE C","EAST 9 STREET","EAST 10 STREET","103","Lower East Side","IN-HOUSE CREW","PAVING","NIGHT SHIFT","112310117170117190"
"138170","MANHATTAN","Wednesday","2022-06-22T00:00:00.000","10 AVENUE","WEST 44 STREET",,"104",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","111010134650000000"
"152675","MANHATTAN","Tuesday","2022-09-06T00:00:00.000","10 AVENUE","WEST 51 STREET",,"104",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","111010134790000000"
"147648","MANHATTAN","Friday","2022-08-05T00:00:00.000","10 AVENUE","WEST 51 STREET",,"104",,"CONTRACT WORK","MILLING","NIGHT SHIFT","111010134790000000"
"147883","MANHATTAN","Monday","2022-08-08T00:00:00.000","10 AVENUE","WEST 51 STREET",,"104",,"CONTRACT WORK","MILLING","NIGHT SHIFT","111010134790000000"
"151628","MANHATTAN","Wednesday","2022-08-31T00:00:00.000","10 AVENUE","WEST 51 STREET",,"104",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","111010134790000000"
"151664","MANHATTAN","Friday","2022-09-02T00:00:00.000","10 AVENUE","WEST 51 STREET",,"104",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","111010134790000000"
"151646","MANHATTAN","Thursday","2022-09-01T00:00:00.000","10 AVENUE","WEST 51 STREET",,"104",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","111010134790000000"
"152693","MANHATTAN","Wednesday","2022-09-07T00:00:00.000","10 AVENUE","WEST 51 STREET",,"104",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","111010134790000000"
"147630","MANHATTAN","Thursday","2022-08-04T00:00:00.000","10 AVENUE","WEST 51 STREET",,"104",,"CONTRACT WORK","MILLING","NIGHT SHIFT","111010134790000000"
"147632","MANHATTAN","Thursday","2022-08-04T00:00:00.000","10 AVENUE","WEST 52 STREET",,"104",,"CONTRACT WORK","MILLING","NIGHT SHIFT","111010134810000000"
"147650","MANHATTAN","Friday","2022-08-05T00:00:00.000","10 AVENUE","WEST 52 STREET",,"104",,"CONTRACT WORK","MILLING","NIGHT SHIFT","111010134810000000"
"147885","MANHATTAN","Monday","2022-08-08T00:00:00.000","10 AVENUE","WEST 52 STREET",,"104",,"CONTRACT WORK","MILLING","NIGHT SHIFT","111010134810000000"
"151648","MANHATTAN","Thursday","2022-09-01T00:00:00.000","10 AVENUE","WEST 52 STREET",,"104",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","111010134810000000"
"29900","MANHATTAN","Friday","2020-07-24T00:00:00.000","5 AVENUE","EAST 105 STREET","EAST 106 STREET","111","East Harlem South","CONTRACT WORK","MILLING","NIGHT SHIFT","110410119070119090"
"36100","MANHATTAN","Tuesday","2020-08-18T00:00:00.000","5 AVENUE","EAST 105 STREET","EAST 106 STREET","111","East Harlem South","IN-HOUSE CREW","PAVING","NIGHT SHIFT","110410119070119090"
"109287","MANHATTAN","Friday","2021-10-22T00:00:00.000","5 AVENUE","WASHINGTON SQUARE NORTH",,"102",,"CONTRACT WORK","MILLING","NIGHT SHIFT","110410133090000000"
"116442","MANHATTAN","Tuesday","2021-11-23T00:00:00.000","5 AVENUE","WASHINGTON SQUARE NORTH",,"102",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","110410133090000000"
"116414","MANHATTAN","Monday","2021-11-22T00:00:00.000","5 AVENUE","WASHINGTON SQUARE NORTH",,"102",,"IN-HOUSE CREW","PAVING","NIGHT SHIFT","110410133090000000"
"135633","QUEENS","Tuesday","2022-05-31T00:00:00.000","AVENUE OF THE AMERICAS","WEST 10 STREET",,"102",,"IN-HOUSE CREW","MILLING","NIGHT SHIFT","110510133970000000"
"135242","MANHATTAN","Thursday","2022-06-02T00:00:00.000","AVENUE OF THE AMERICAS","WEST 10 STREET",,"102",,"IN-HOUSE CREW","MILLING","NIGHT SHIFT","110510133970000000"
