"dbn","location","location_type","total_gc_sw","total_gc","full_time","part_time","bilingual","serving_more_than_one_location","atr","_2014_enrollment_pk_12","ratio_gc_sw","ratio_gc_only"
"16K669","16K669 - RESEARCH AND SERVICE HIGH SCHOOL","HIGH SCHOOL","1","1","1",,,,,"209","209","209"
"16K681","16K681 - MADIBA PREP MIDDLE SCHOOL","JUNIOR HIGH-INTERMEDIATE-MIDDLE","0.2","0.2",,"0.2",,,,"208","208","208"
"16K688","16K688 - THE BROOKLYN ACADEMY OF GLOBAL FINANCE","HIGH SCHOOL","1","1","1",,,,,"152","152","152"
"16K765","16K765 - NELSON MANDELA HIGH SCHOOL","HIGH SCHOOL","1","1","1",,,,,"124","124","124"
"17K002","17K002 - PARKSIDE PREPARATORY ACADEMY","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1","1","1",,,,,"478","478","478"
"17K006","17K006 - P.S. 006","ELEMENTARY","1.5","1","1",,,,,"750","375","750"
"17K012","17K012 - DR. JACQUELINE PEEK-DAVIS SCHOOL","ELEMENTARY","2","1","1",,,,,"215","108","215"
"17K061","17K061 - M.S. 061 DR. GLADSTONE H. ATWELL","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1.4","1.4","1","0.4",,,,"802","401","401"
"17K091","17K091 - P.S. 091 THE ALBANY AVENUE SCHOOL","ELEMENTARY","2","1","1",,,,,"428","214","428"
"17K092","17K092 - P.S. 092 ADRIAN HEGEMAN","ELEMENTARY","1","1","1",,,,,"482","482","482"
"17K122","17K122 - PATHWAYS IN TECHNOLOGY EARLY COLLEGE HIGH SCHOOL (","HIGH SCHOOL","2","2","2",,,,,"438","219","219"
"17K138","17K138 - P.S. 138 BROOKLYN","K-8","3","1","1",,,,,"679","227","679"
"17K161","17K161 - P.S. 161 THE CROWN","K-8","1.8192","0.8192",,"0.8192",,"0.8192",,"433","217","433"
"17K167","17K167 - P.S. 167 THE PARKWAY","ELEMENTARY","1.4","0",,,,,,"104","52",
"17K181","17K181 - P.S. 181 BROOKLYN","K-8","2","1","1",,,,,"985","493","985"
"17K189","17K189 - P.S. 189 THE BILINGUAL CENTER","K-8","3","2","2",,"2",,,"1092","364","546"
"17K191","17K191 - P.S. 191 PAUL ROBESON","ELEMENTARY","1","1","1",,,,,"206","206","206"
"17K221","17K221 - P.S. 221 TOUSSAINT L'OUVERTURE","ELEMENTARY","1","1","1",,,,,"424","424","424"
"17K241","17K241 - P.S. 241 EMMA L. JOHNSTON","ELEMENTARY","2","1","1",,,,,"603","302","603"
"17K246","17K246 - M.S. 246 WALT WHITMAN","JUNIOR HIGH-INTERMEDIATE-MIDDLE","3","2","2",,,,,"573","191","287"
"17K249","17K249 - P.S. 249 THE CATON","ELEMENTARY","0.7808","0.7808",,"0.7808",,"0.1808",,"901","901","901"
"17K289","17K289 - P.S. 289 GEORGE V. BROWER","ELEMENTARY","2","1","1",,,,,"433","217","433"
"17K316","17K316 - P.S. 316 ELIJAH STROUD","ELEMENTARY","2","1","1",,,,,"360","180","360"
"17K334","17K334 - MIDDLE SCHOOL FOR ACADEMIC AND SOCIAL EXCELLENCE","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1","1","1",,,,,"129","129","129"
"17K340","17K340 - I.S. 340","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1","1","1",,,,,"200","200","200"
"17K352","17K352 - EBBETS FIELD MIDDLE SCHOOL","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1","1","1",,,,"1","233","117","117"
"17K353","17K353 - ELIJAH STROUD MIDDLE SCHOOL","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1","1","1",,,,,"253","253","253"
"17K354","17K354 - THE SCHOOL OF INTEGRATED LEARNING","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1","1","1",,,,,"226","226","226"
"17K375","17K375 - P.S. 375 JACKIE ROBINSON SCHOOL","ELEMENTARY","3","1","1",,,,"2","496","100","166"
"17K382","17K382 - ACADEMY FOR COLLEGE PREPARATION AND CAREER EXPLORA","SECONDARY SCHOOL","3","3","3",,,,,"505","169","169"
"17K394","17K394 - M.S. K394","K-8","1","1","1",,,,,"601","601","601"
"17K397","17K397 - P.S. 397 FOSTER-LAURIE","ELEMENTARY","1","1","1",,,,,"314","314","314"
"17K398","17K398 - P.S. 398 WALTER WEAVER","ELEMENTARY","1.8","0.8",,"0.8",,"0.8",,"415","208","415"
"17K399","17K399 - P.S. 399 STANLEY EUGENE CLARK","ELEMENTARY","1","1","1",,,,,"501","501","501"
"17K408","17K408 - ACADEMY OF HOSPITALITY AND TOURISM","HIGH SCHOOL","2","2","2",,,,,"285","143","143"
"17K484","17K484 - RONALD EDMONDS LEARNING CENTER II","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1","0",,,,,,"152","152",
"17K489","17K489 - W.E.B. DUBOIS ACADEMIC HIGH SCHOOL","HIGH SCHOOL","1","1","1",,,,,"126","126","126"
"17K524","17K524 - INTERNATIONAL HIGH SCHOOL AT PROSPECT HEIGHTS","HIGH SCHOOL","3","1","1",,"1",,,"414","138","414"
"17K528","17K528 - THE HIGH SCHOOL FOR GLOBAL CITIZENSHIP","HIGH SCHOOL","1","1","1",,,,,"246","246","246"
"17K531","17K531 - SCHOOL FOR HUMAN RIGHTS, THE","SECONDARY SCHOOL","2","1","1",,,,,"424","212","424"
"17K532","17K532 - NEW BRIDGES ELEMENTARY","ELEMENTARY","1","1","1",,,,,"345","345","345"
"17K533","17K533 - SCHOOL FOR DEMOCRACY AND  LEADERSHIP","SECONDARY SCHOOL","4","2","2",,,,,"319","80","160"
"17K537","17K537 - HIGH SCHOOL FOR YOUTH AND COMMUNITY DEVELOPMENT AT","HIGH SCHOOL","3","2","2",,,,,"384","128","192"
"17K539","17K539 - HIGH SCHOOL FOR SERVICE & LEARNING AT ERASMUS","HIGH SCHOOL","2","2","2",,,,"1","445","149","149"
"17K543","17K543 - SCIENCE, TECHNOLOGY AND RESEARCH EARLY COLLEGE HIG","SECONDARY SCHOOL","1","1","1",,,,,"516","516","516"
"17K544","17K544 - INTERNATIONAL ARTS BUSINESS SCHOOL","HIGH SCHOOL","2","1","1",,,,,"12","6","12"
"17K546","17K546 - HIGH SCHOOL FOR PUBLIC SERVICE: HEROES  OF TOMORRO","HIGH SCHOOL","2","1","1",,,,,"454","227","454"
"17K547","17K547 - BROOKLYN ACADEMY OF SCIENCE AND THE ENVIRONMENT","HIGH SCHOOL","2","2","2",,,,,"453","227","227"
"17K548","17K548 - BROOKLYN SCHOOL FOR MUSIC & THEATRE","HIGH SCHOOL","2","2","2",,,,,"386","193","193"
"17K568","17K568 - BROWNSVILLE ACADEMY HIGH SCHOOL","HIGH SCHOOL","2","1","1",,,,,"197","99","197"
"17K590","17K590 - MEDGAR EVERS COLLEGE PREPARATORY SCHOOL","SECONDARY SCHOOL","3","3","3",,,,,"1271","424","424"
"17K600","17K600 - CLARA BARTON HIGH SCHOOL","HIGH SCHOOL","6","4","4",,,,,"1499","250","375"
"17K705","17K705 - BROOKLYN ARTS AND SCIENCE ELEMENTARY SCHOOL","ELEMENTARY","1.2","0.2",,"0.2",,"0.2",,"340","170","340"
"17K722","17K722 - NEW HEIGHTS MIDDLE SCHOOL","JUNIOR HIGH-INTERMEDIATE-MIDDLE","3","1","1",,"1",,,"324","108","324"
"17K745","17K745 - BROOKLYN INSTITUTE FOR LIBERAL ARTS","HIGH SCHOOL","2","2","2",,,,,"253","127","127"
"17K751","17K751 - ACADEMY FOR HEALTH CAREERS","HIGH SCHOOL","2","2","2",,,,,"373","187","187"
"17K770","17K770 - P.S. 770 NEW AMERICAN ACADEMY","ELEMENTARY","0.2","0.2",,"0.2",,"0.2",,"294","294","294"
"18K066","18K066 - P.S. 66","K-8","1","1","1",,,,,"815","815","815"
"18K068","18K068 - I.S. 068 ISAAC BILDERSEE","JUNIOR HIGH-INTERMEDIATE-MIDDLE","3","3","3",,,,,"547","183","183"
"18K114","18K114 - P.S. 114 RYDER ELEMENTARY","ELEMENTARY","2","1","1",,,,,"600","300","600"
"18K115","18K115 - P.S. 115 DANIEL MUCATEL SCHOOL","ELEMENTARY","2","1","1",,,,,"1160","580","1160"
"18K135","18K135 - P.S. 135 SHELDON A. BROOKNER","ELEMENTARY","3","2","2",,,,,"668","223","334"
"18K208","18K208 - P.S. 208 ELSA EBELING","ELEMENTARY","1","1","1",,,,,"459","459","459"
"18K211","18K211 - I.S. 211 JOHN WILSON","JUNIOR HIGH-INTERMEDIATE-MIDDLE","3","2","2",,,,,"624","208","312"
"18K219","18K219 - P.S. 219 KENNEDY-KING","ELEMENTARY","2","1","1",,,,"1","564","188","282"
"18K233","18K233 - P.S. 233 LANGSTON HUGHES","ELEMENTARY","2","1","1",,,,,"527","264","527"
"18K235","18K235 - P.S. 235 LENOX SCHOOL","K-8","3","2","2",,,,,"1274","425","637"
"18K244","18K244 - P.S. 244 RICHARD R. GREEN","ELEMENTARY","4","3","3",,,,,"652","163","218"
"18K268","18K268 - P.S. 268 EMMA LAZARUS","ELEMENTARY","2","1","1",,,,,"438","219","438"
"18K272","18K272 - P.S. 272 CURTIS ESTABROOK","ELEMENTARY","2","2","2",,,,,"509","255","255"
"18K276","18K276 - P.S. 276 LOUIS MARSHALL","ELEMENTARY","2","1","1",,,,,"754","377","754"
"18K279","18K279 - P.S. 279 HERMAN SCHREIBER","ELEMENTARY","1","1","1",,,,,"515","515","515"
"18K285","18K285 - I.S. 285 MEYER LEVIN","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1","1","1",,,,,"807","807","807"
"18K366","18K366 - THE SCIENCE AND MEDICINE MIDDLE SCHOOL","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1","1","1",,,,,"509","509","509"
"18K563","18K563 - IT TAKES A VILLAGE ACADEMY","HIGH SCHOOL","2","2","2",,,,,"566","283","283"
"18K566","18K566 - BROOKLYN GENERATION SCHOOL","HIGH SCHOOL","3.2","1","1",,,,,"286","72","286"
"18K567","18K567 - BROOKLYN THEATRE ARTS HIGH SCHOOL","HIGH SCHOOL","3.2","2","2",,,,,"395","99","198"
"18K569","18K569 - KURT HAHN EXPEDITIONARY LEARNING SCHOOL","HIGH SCHOOL","1.4","1.4","1","0.4",,"0.4",,"341","171","171"
"18K576","18K576 - VICTORY COLLEGIATE HIGH SCHOOL","HIGH SCHOOL","1.2","0",,,,,,"331","166",
"18K578","18K578 - BROOKLYN BRIDGE ACADEMY","HIGH SCHOOL","1.2","1","1",,,,,"176","88","176"
"18K581","18K581 - EAST FLATBUSH COMMUNITY RESEARCH SCHOOL","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1.6","1.6","1","0.6",,"0.6",,"182","91","91"
"18K588","18K588 - MIDDLE SCHOOL FOR ART AND PHILOSOPHY","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1","1","1",,,,,"251","251","251"
"18K589","18K589 - ARTS & MEDIA PREPARATORY ACADEMY","HIGH SCHOOL","1","1","1",,,,,"279","279","279"
"18K598","18K598 - MIDDLE SCHOOL OF MARKETING AND LEGAL STUDIES","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1","1","1",,,,,"238","238","238"
"18K617","18K617 - HIGH SCHOOL FOR INNOVATION IN ADVERTISING AND MEDI","HIGH SCHOOL","1","1","1",,,,,"303","303","303"
"18K629","18K629 - CULTURAL ACADEMY FOR THE ARTS AND SCIENCES","HIGH SCHOOL","1","1","1",,,,,"353","353","353"
"18K633","18K633 - HIGH SCHOOL FOR MEDICAL PROFESSIONS","HIGH SCHOOL","3","1","1",,,,,"432","144","432"
"18K635","18K635 - OLYMPUS ACADEMY","HIGH SCHOOL","0","0",,,,,"1","190","190","190"
"18K637","18K637 - ACADEMY FOR CONSERVATION AND THE ENVIRONMENT","HIGH SCHOOL","1.2","1","1",,,,,"308","154","308"
"18K642","18K642 - URBAN ACTION ACADEMY","HIGH SCHOOL","2","2","2",,,,,"309","155","155"
"18K673","18K673 - EAST BROOKLYN COMMUNITY HIGH SCHOOL","HIGH SCHOOL","0","0",,,,,,"191",,
"18K763","18K763 - BROOKLYN SCIENCE AND ENGINEERING ACADEMY","JUNIOR HIGH-INTERMEDIATE-MIDDLE","0","0",,,,,,"78",,
"19K007","19K007 - P.S. 007 ABRAHAM LINCOLN","ELEMENTARY","2","1","1",,"1",,,"1037","519","1037"
"19K013","19K013 - P.S. 013 ROBERTO CLEMENTE","ELEMENTARY","1","0",,,,,,"455","455",
"19K065","19K065 - P.S. 065","ELEMENTARY","1","1","1",,,,,"647","647","647"
"19K089","19K089 - P.S. 089 CYPRESS HILLS","K-8","1","1","1",,"1",,,"454","454","454"
"19K108","19K108 - P.S. 108 SAL ABBRACCIAMENTO","ELEMENTARY","2","1","1",,,,,"905","453","905"
"19K149","19K149 - P.S. 149 DANNY KAYE","ELEMENTARY","1.4","1.4","1","0.4",,,,"699","350","350"
"19K158","19K158 - P.S. 158 WARWICK","ELEMENTARY","1","1","1",,,,,"583","583","583"
"19K159","19K159 - P.S. 159 ISAAC PITKIN","ELEMENTARY","2","1","1",,,,,"827","414","827"
"19K166","19K166 - J.H.S. 166 GEORGE GERSHWIN","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1.2","1.2","1","0.2",,,,"105","53","53"
"19K171","19K171 - I.S. 171 ABRAHAM LINCOLN","JUNIOR HIGH-INTERMEDIATE-MIDDLE","3","2","2",,,,,"634","212","317"
"19K174","19K174 - P.S. 174 DUMONT","K-8","1.8","1.8","1","0.8",,"0.8",,"129","65","65"
"19K190","19K190 - P.S. 190 SHEFFIELD","ELEMENTARY","1","1","1",,,,,"175","175","175"
"19K202","19K202 - P.S. 202 ERNEST S. JENKYNS","K-8","2","1","1",,,,,"547","274","547"
"19K213","19K213 - P.S. 213 NEW LOTS","ELEMENTARY","2","1","1",,,,,"396","198","396"
"19K214","19K214 - P.S. 214 MICHAEL FRIEDSAM","ELEMENTARY","1","1","1",,,,,"986","986","986"
"19K218","19K218 - J.H.S. 218 JAMES P. SINNOTT","JUNIOR HIGH-INTERMEDIATE-MIDDLE","2","1","1",,,,,"462","231","462"
"19K224","19K224 - P.S. 224 HALE A. WOODRUFF","ELEMENTARY","3","2","2",,,,,"520","174","260"
"19K273","19K273 - P.S. 273 WORTMAN","ELEMENTARY","2","1","1",,,,,"340","170","340"
"19K290","19K290 - P.S. 290 JUAN MOREL CAMPOS","ELEMENTARY","0.4","0.4",,"0.4",,,,"587","587","587"
"19K292","19K292 - J.H.S. 292 MARGARET S. DOUGLAS","JUNIOR HIGH-INTERMEDIATE-MIDDLE","2","2","2",,,,,"694","347","347"
"19K302","19K302 - J.H.S. 302 RAFAEL CORDERO","JUNIOR HIGH-INTERMEDIATE-MIDDLE","3","2","2",,,,,"268","90","134"
"19K306","19K306 - P.S. 306 ETHAN ALLEN","K-8","4","2","2",,,,"1","625","125","209"
"19K311","19K311 - ESSENCE SCHOOL","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1","0",,,,,,"135","135",
"19K325","19K325 - THE FRESH CREEK SCHOOL","ELEMENTARY","0","0",,,,,,"249",,
"19K328","19K328 - P.S. 328 PHYLLIS WHEATLEY","ELEMENTARY","2","1","1",,,,,"288","144","288"
"19K345","19K345 - P.S. 345 PATROLMAN ROBERT BOLDEN","ELEMENTARY","1","1","1",,,,,"634","634","634"
"19K346","19K346 - P.S. 346 ABE STARK","ELEMENTARY","1.6","0.6",,"0.6",,"0.6",,"635","318","635"
"19K364","19K364 - I.S. 364 GATEWAY","JUNIOR HIGH-INTERMEDIATE-MIDDLE","0.4","0.4",,"0.4",,"0.4",,"346","346","346"
"19K404","19K404 - ACADEMY FOR YOUNG WRITERS","HIGH SCHOOL","3","3","3",,,,,"547","183","183"
"19K409","19K409 - EAST NEW YORK FAMILY ACADEMY","SECONDARY SCHOOL","3","3","3",,,,,"479","160","160"
"19K422","19K422 - SPRING CREEK COMMUNITY SCHOOL","SECONDARY SCHOOL","1","1","1",,,,,"229","229","229"
"19K452","19K452 - FREDERICK DOUGLASS ACADEMY VIII MIDDLE SCHOOL","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1","1","1",,,,,"289","289","289"
"19K502","19K502 - FDNY HIGH SCHOOL FOR FIRE AND LIFE SAFETY","HIGH SCHOOL","3","2","2",,,,,"324","108","162"
"19K504","19K504 - HIGH SCHOOL FOR CIVIL RIGHTS","HIGH SCHOOL","1","1","1",,"1",,,"319","319","319"
"19K507","19K507 - PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL","HIGH SCHOOL","1","1","1",,,,,"406","406","406"
"19K510","19K510 - WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH HIGH SCHO","HIGH SCHOOL","2","2","2",,,,,"284","142","142"
"19K557","19K557 - BROOKLYN GARDENS ELEMENTARY SCHOOL","ELEMENTARY","1.2","0.2",,"0.2",,"0.2",,"228","114","228"
"19K583","19K583 - MULTICULTURAL HIGH SCHOOL","HIGH SCHOOL","2","2","2",,,,,"229","115","115"
"19K615","19K615 - TRANSIT TECH CAREER AND TECHNICAL EDUCATION HIGH S","HIGH SCHOOL","6","5","5",,,,"1","1093","157","183"
"19K618","19K618 - ACADEMY OF INNOVATIVE TECHNOLOGY","HIGH SCHOOL","2","2","2",,,,,"413","207","207"
"19K639","19K639 - BROOKLYN LAB SCHOOL","HIGH SCHOOL","1","1","1",,,,,"334","334","334"
"19K654","19K654 - VAN SICLEN COMMUNITY MIDDLE SCHOOL","JUNIOR HIGH-INTERMEDIATE-MIDDLE","2","1","1",,,,,"213","107","213"
"19K659","19K659 - CYPRESS HILLS COLLEGIATE PREPARATORY SCHOOL","HIGH SCHOOL","1","1","1",,,,,"330","330","330"
"19K660","19K660 - W. H. MAXWELL CAREER AND TECHNICAL EDUCATION HIGH","HIGH SCHOOL","3","3","3",,,,"1","506","127","127"
"19K661","19K661 - VISTA ACADEMY","JUNIOR HIGH-INTERMEDIATE-MIDDLE","0","0",,,,,,"225",,
"19K662","19K662 - LIBERTY AVENUE MIDDLE SCHOOL","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1","1","1",,"1",,,"292","292","292"
"19K663","19K663 - SCHOOL OF THE FUTURE BROOKLYN","JUNIOR HIGH-INTERMEDIATE-MIDDLE","0","0",,,,,,"105",,
"19K677","19K677 - EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE","ELEMENTARY","2","1","1",,,,,"590","295","590"
"19K678","19K678 - EAST NEW YORK MIDDLE SCHOOL OF EXCELLENCE","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1","1","1",,"1",,,"263","263","263"
"19K683","19K683 - THE SCHOOL FOR CLASSICS: AN ACADEMY OF THINKERS, W","HIGH SCHOOL","1","1","1",,,,,"308","308","308"
"19K760","19K760 - HIGHLAND PARK COMMUNITY SCHOOL","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1","0",,,,,,"115","115",
"19K764","19K764 - THE URBAN ASSEMBLY SCHOOL FOR COLLABORATIVE HEALTH","HIGH SCHOOL","1","0",,,,,,"62","62",
"20K030","20K030 - PS/IS 30 MARY WHITE OVINGTON","K-8","1","1","1",,,,,"621","621","621"
"20K048","20K048 - P.S. 048 MAPLETON","ELEMENTARY","2","1","1",,,,,"640","320","640"
"20K062","20K062 - J.H.S. 062 DITMAS","JUNIOR HIGH-INTERMEDIATE-MIDDLE","3","3","3",,,,,"1283","428","428"
"20K069","20K069 - P.S. 69 VINCENT D. GRIPPO SCHOOL","ELEMENTARY","1","1","1",,,,,"843","843","843"
"20K102","20K102 - P.S. 102 THE BAYVIEW","ELEMENTARY","2","1","1",,,,,"1388","694","1388"
"20K104","20K104 - P.S./I.S. 104 THE FORT HAMILTON SCHOOL","K-8","1.6","0.6",,"0.6",,,,"1199","600","1199"
"20K105","20K105 - P.S. 105 THE BLYTHEBOURNE","ELEMENTARY","3","2","2",,"2",,,"1733","578","867"
