"order_number","record_type","order_type","borough","on_street","on_street_suffix","from_street","from_street_suffix","to_street","to_street_suffix","side_of_street","order_completed_on_date","sign_code","sign_description","sign_size","sign_design_voided_on_date","sign_location","distance_from_intersection","arrow_direction","facing_direction","sheeting_type","support","sign_notes","sign_x_coord","sign_y_coord"
"ST01533945","Current","ST","Queens","RUSHMORE AVENUE",,"241 STREET",,,,"@","2021-06-21T00:00:00.000","SI-XXXXACG","STREET NAME SIGN (PROPER NAME TO BE SPECIFIED) THAT IS ALL-CAPS","XXX X 009",,"N/W C","0",,,"TIII","TIII","241 ST","1055223","217074"
"S-514598","Historical","S-","Brooklyn","VANDERBILT AVENUE",,"WILLOUGHBY AVENUE",,"DE KALB AVENUE",,"W","2017-04-12T00:00:00.000","PS-40BA","NO PARKING (SANITATION BROOM SYMBOL) THURSDAY 11:30AM-1PM --> (SUPERSEDES SP-463CA)","018 X 012",,,"379","South",,"PNTD","PNTD",,"992742","190840"
"ST01501348","Historical","ST","Queens","159 AVENUE",,"80 STREET",,,,"@","2021-01-19T00:00:00.000","SI-XXXXG","STREET NAME SIGN (PROPER NAME TO BE SPECIFIED) (TO BE USED FOR STREET NAME SIGNS WHERE WIDTH IS GREATER THAN 36"" OR UNKNOWN OR FOR LOCAL LAW SNS)","XXX X 009",,"N/E C","0",,,"TIII","TIII","159 AV","1025278","178824"
"R-01535554","Historical","R-","Queens","BEACH   95 STREET",,"ROCKAWAY FREEWAY",,,,"@","2021-06-29T00:00:00.000","SI-81G","HOSPITAL ""PROPER NAME"" RIDER","036 X 009",,"S MED","28",,"North","TIII","TIII","ST JOHN'S EPISCOPAL","1034872","152980"
"S-01304830","Current","S-","Brooklyn","LEWIS AVENUE",,"PUTNAM AVENUE",,"MADISON STREET",,"E","2018-07-26T00:00:00.000","CL","CURB LINE","N/A",,,"237",,,,,,,
"C-01543183","Current","C-","Queens","VLEIGH PLACE",,"72 AVENUE",,,,"@","2021-12-10T00:00:00.000","W3-1","STOP AHEAD (SYMBOL)","030 X 030",,"W SSD","70",,"West","TIII","TIII",,"1033806","204133"
"C-01512525","Current","C-","Queens","51 AVENUE",,"97 STREET",,,,"@","2021-03-02T00:00:00.000","R6-1","ONE WAY ARROW","036 X 012",,"N/W C","0","South",,"TIII","TIII",,"1021474","209319"
"R-01532971","Historical","R-","Staten Island","VICTORY BOULEVARD",,"BAY STREET",,"WILD AVENUE","W LEG","N","2021-06-15T00:00:00.000","SR-2191","CITY SPEED LIMIT 25 PHOTO ENFORCED (SUPERSEDES SR-2166)","030 X 048",,,"0",,"East","TIII","TIII","65' WEST OF TRAVIS AVE","962924","171635"
"R-01530864","Historical","R-","Queens","76 AVENUE",,"HEWLETT STREET",,"DEAD END",,"S","2021-06-04T00:00:00.000","PL","PROPERTY LINE","N/A",,,"10",,,,,,,
"R-01547816","Historical","R-","Queens","21 STREET",,"QUEENSBORO BRIDGE","EXT RAMP",,,"@","2022-03-04T00:00:00.000","W14-2C","DIAMOND DELINEATOR (BLANK) MAY BE USED AS SUBSTITUTE OR REPLACMENT FOR W14-2A & W14-2B (REVISED 4/24/2013)","009 X 009",,"*NOTE","0",,"East","ENGG","ENGG","UNDER W1-7","999775","213402"
"S-01375695","Historical","S-","Queens","QUEENS BOULEVARD","S S/R","70 ROAD",,"71 AVENUE",,"N","2019-06-10T00:00:00.000","CL","CURB LINE","N/A",,,"276",,,,,,,
"R-01559928","Historical","R-","Manhattan","CATHEDRAL PARKWAY",,"AMSTERDAM AVENUE",,"COLUMBUS AVENUE",,"S","2021-12-07T00:00:00.000","PS-1GA","NO STANDING ANYTIME --> (SUPERSEDES SP-1044BA, SP-10BA, SP-216BA & SP-270BA)","018 X 012",,,"744","East",,"PNTD","PNTD","N/S/A INSTALLED FOR &#39;RIGHT TURN BAY/LANE&#39;","994906","231463"
"R-01533896","Historical","R-","Brooklyn","ADAMS STREET",,"TILLARY STREET",,,,"@","2021-06-21T00:00:00.000","SR-1254","BROOKLYN BR WEIGHT LIMIT 3 TONS NO TRUCKS OR BUSES","048 X 048",,"N CML","75",,"South","TIII","TIII","75&#39; NORTH ON N CML - MOUNT ON GANTRY POLE","987365","192919"
"S-01358217","Current","S-","Brooklyn","KINGS HIGHWAY","W S/R","EAST   96 STREET",,"EAST   95 STREET",,"N","2019-10-09T00:00:00.000","PL","PROPERTY LINE","N/A",,,"342",,,,,,,
"P-157917","Historical","P-","Manhattan","3 AVENUE",,"EAST   11 STREET",,"EAST   10 STREET",,"W","2006-02-10T00:00:00.000","CL","CURB LINE","N/A",,,"0",,,,,,,
"P-01533880","Current","P-","Bronx","WEST  231 STREET",,"GODWIN TERRACE",,"BROADWAY",,"S","2021-06-30T00:00:00.000","PS-9A","PAY-BY-CELL LOCATOR NUMBER","018 X 006",,,"233",,,"PNTD","PNTD","208627","1010504","259529"
"P-01457353","Historical","P-","Brooklyn","FULTON STREET",,"SOUTH PORTLAND AVENUE",,"SOUTH OXFORD STREET",,"S","2020-07-31T00:00:00.000","SI-1878G","LOCAL MTA BUS ROUTE PANEL (TEXT TO BE MODIFIED AS REQUESTED)","14.12 X 6",,,"100",,,"PNTD","PNTD","B52","991418","189255"
"R-793603","Historical","R-","Brooklyn","STERLING PLACE",,"BUTLER PLACE",,"VANDERBILT AVENUE",,"S","2009-07-14T00:00:00.000","PL","PROPERTY LINE","N/A",,,"21",,,,,,,
"R-01531852","Historical","R-","Manhattan","BROADWAY",,"WEST  179 STREET",,,,"@","2021-06-10T00:00:00.000","SI-439G","N Y STATE CARDINAL DIRECTION ROUTE MARKER (SOUTH)","024 X 012",,"N/W C","0",,"North","TIII","TIII",,"1001657","248614"
"S-066946","Historical","S-","Manhattan","PIKE STREET",,"HENRY STREET",,"MADISON STREET",,"W","2001-03-02T00:00:00.000","CL","CURB LINE","N/A",,,"0",,,,,,,
"S-216303","Historical","S-","Manhattan","AVENUE OF AMERICAS",,"WEST   50 STREET",,"WEST   51 STREET",,"W","2010-01-14T00:00:00.000","BL","BUILDING LINE","N/A",,,"215",,,,,,,
"P-01528789","Current","P-","Bronx","GRAND AVENUE",,"WEST  190 STREET",,"WEST FORDHAM ROAD",,"E","2021-06-17T00:00:00.000","PS-7A","METERS ARE NOT IN EFFECT ABOVE TIMES (TO BE USED ONLY FOR CONFLICTING STREET CLEANING AND METERED PARKING REGULATIONS) (SUPERSEDES SW-473)","018 X 006",,,"555",,,"PNTD","PNTD",,"1011096","253791"
"S-110582","Historical","S-","Brooklyn","EAST   91 STREET",,"KINGS HIGHWAY",,"WILLMOHR STREET",,"E","2003-04-24T00:00:00.000","CL","CURB LINE","N/A",,,"0",,,,,,,
"ST01531314","Current","ST","Queens","UTOPIA PARKWAY",,"20 AVENUE",,,,"@","2021-06-09T00:00:00.000","SI-XXXXACG","STREET NAME SIGN (PROPER NAME TO BE SPECIFIED) THAT IS ALL-CAPS","XXX X 009",,"*NOTE","0",,,"TIII","TIII","UTOPIA PKWYEAST CURB OF UTOPIA PKWY OPPOSITE S/W C","1041337","223403"
"R-01503979","Historical","R-","Manhattan","5 AVENUE",,"WEST   10 STREET",,"WEST    9 STREET",,"W","2021-06-28T00:00:00.000","SI-1912G","NIGHT SERVICE ONLY ROUTE PANEL (TEXT TO BE MODIFIED AS REQUESTED)","14.12 X 6",,,"83",,,"PNTD","PNTD","M2","985431","206413"
"R-617772","Historical","R-","Manhattan","2 AVENUE",,"EAST   44 STREET",,"EAST   43 STREET",,"W","2000-11-03T00:00:00.000","PL","PROPERTY LINE","N/A",,,"214",,,,,,,
"P-01421286","Historical","P-","Bronx","BARTOW AVENUE",,"CO-OP CITY BOULEVARD",,"ASCH LOOP",,"N","2020-12-14T00:00:00.000","PS-54CA","2 HOUR METERED PARKING 9AM-7PM EXCEPT SUNDAY --> (SUPERSEDES R7-182RBA)","018 X 018",,,"428","East",,"PNTD","PNTD",,"1031899","256057"
"P-01333864","Historical","P-","Manhattan","EAST   99 STREET",,"PARK AVENUE",,"MADISON AVENUE",,"N","2019-01-22T00:00:00.000","PS-9A","PAY-BY-CELL LOCATOR NUMBER","018 X 006",,,"49",,,"PNTD","PNTD","109266","997701","226627"
"ST860551","Historical","ST","Staten Island","CLOVE LAKE PLACE",,"ELIZABETH PLACE",,,,"@","1972-01-22T00:00:00.000","SI-XXXG","36"" STREET NAME SIGN (PROPER NAME TO BE SPECIFIED)","036 X 009",,"*NOTE","0",,,"ENGG","ENGG","SOUTH CURB LINE                                         CLOVE LAKE PL",,
"S-274821","Historical","S-","Queens","FURMANVILLE AVENUE",,"77 STREET",,"75 PLACE",,"N","1973-08-06T00:00:00.000","BL","BUILDING LINE","N/A",,,"0",,,,,,,
"C-01525654","Current","C-","Bronx","ALEXANDER AVENUE",,"EAST  132 STREET",,,,"@","2021-06-11T00:00:00.000","R1-1","STOP","030 X 030",,"S/E C","0",,"East","TIII","TIII",,"1004188","232991"
"S-210038","Historical","S-","Manhattan","CHRISTOPHER STREET",,"BLEECKER STREET",,"HUDSON STREET",,"N","2010-02-17T00:00:00.000","CL","CURB LINE","N/A",,,"0",,,,,,,
"S-970317","Historical","S-","Bronx","VYSE AVENUE",,"EAST  178 STREET",,"EAST  179 STREET",,"E","1998-07-21T00:00:00.000","BL","BUILDING LINE","N/A",,,"277",,,,,,,
"S-01377274","Current","S-","Queens","QUEENS BOULEVARD","S S/R","70 ROAD",,"71 AVENUE",,"N","2021-06-17T00:00:00.000","PS-1G","NO STANDING ANYTIME <-> (SUPERSEDES SP-1044B, SP-10B, SP-216B & SP-270B)","018 X 012",,,"4",,,"PNTD","PNTD",,"1027498","202159"
"R-01530887","Historical","R-","Manhattan","FDR DRIVE",,"EAST  106 STREET",,,,"@","2021-06-07T00:00:00.000","SR-731","ALL WAY","018 X 006",,"N/W C","0",,"North","TIII","TIII",,"1001446","226670"
"S-395455","Historical","S-","Manhattan","EAST  104 STREET",,"3 AVENUE",,"2 AVENUE",,"S","2016-08-29T00:00:00.000","CL","CURB LINE","N/A",,,"643",,,,,,,
"P-384620","Historical","P-","Queens","101 AVENUE",,"118 STREET",,"LEFFERTS BOULEVARD",,"S","2016-04-05T00:00:00.000","BL","BUILDING LINE","N/A",,,"15",,,,,,,
"R-01531024","Historical","R-","Staten Island","NECKAR AVENUE",,"PIERCE STREET",,,,"@","2021-06-07T00:00:00.000","SI-XXG","30"" STREET NAME SIGN (PROPER NAME TO BE SPECIFIED)","030 X 009",,"S/E C","0",,,"TIII","TIII","PIERCE ST","960819","160873"
"R-01533289","Historical","R-","Staten Island","ALBEE AVENUE",,"DRUMGOOLE ROAD WEST",,,,"@","2021-06-16T00:00:00.000","SI-635G","SOUTH (GREEN/WHITE) ROUTE MARKER","024 X 012",,"N WSD","85",,"North","TIII","TIII",,"932697","136862"
"R-01532662","Historical","R-","Bronx","METROPOLITAN AVENUE",,"BENEDICT AVENUE",,"MCGRAW AVENUE",,"E","2021-06-28T00:00:00.000","PS-22B","NO PARKING (SANITATION BROOM SYMBOL) 8AM-8:30AM EXCEPT SUNDAY <-> (SUPERSEDES SP-858C)","018 X 012",,,"61",,,"PNTD","PNTD",,"1022769","243233"
"R-01372652","Historical","R-","Bronx","JACKSON AVENUE",,"EAST  138 STREET",,,,"@","2021-06-03T00:00:00.000","SI-184G","TRUCK ROUTE W/ TRUCK SYMBOL","036 X 024",,"S/E C","0",,"West","TIII","TIII",,"1008410","232477"
"S-535613","Current","S-","Brooklyn","PACIFIC STREET",,"4 AVENUE",,"3 AVENUE",,"S","2021-06-04T00:00:00.000","BL","BUILDING LINE","N/A",,,"16",,,,,,,
"P-01450755","Historical","P-","Brooklyn","NOSTRAND AVENUE",,"HAWTHORNE STREET",,"WINTHROP STREET",,"W","2020-06-27T00:00:00.000","SI-584G","14 STREET & UNION SQ (BOTTOM LOCATION PANEL)(USE AS EXAMPLE FOR DIFFERENT LOCATION)","016 X 008",,,"120",,,"PNTD","PNTD","NOSTRAND AV & HAWTHORNE ST","998021","178812"
"S-01526630","Current","S-","Brooklyn","EAST   57 STREET",,"TILDEN AVENUE",,"SNYDER AVENUE",,"E","2021-06-10T00:00:00.000","PL","PROPERTY LINE","N/A",,,"10",,,,,,,
"R-01532979","Historical","R-","Bronx","THIRD AVENUE",,"EAST  170 STREET",,"EAST  169 STREET",,"W","2021-06-16T00:00:00.000","SI-1879G","LOCAL MTA BUS DESTINATION PANEL (TEXT TO BE MODIFIED AS REQUIRED)","18.12 X 6",,,"839",,,"PNTD","PNTD","MANHATTANVILLE","1010570","242759"
"S-991647","Historical","S-","Queens","75 AVENUE",,"183 STREET",,"182 STREET",,"N","2000-03-18T00:00:00.000","CL","CURB LINE","N/A",,,"230",,,,,,,
"ST01530034","Current","ST","Queens","158 AVENUE",,"91 STREET",,,,"@","2021-06-09T00:00:00.000","SI-XXXXACG","STREET NAME SIGN (PROPER NAME TO BE SPECIFIED) THAT IS ALL-CAPS","XXX X 009",,"N/W C","0",,,"TIII","TIII","158 AV","1028030","179981"
"S-01527625","Current","S-","Queens","SUTPHIN BOULEVARD",,"ARCHER AVENUE",,"JAMAICA AVENUE",,"E","2021-06-11T00:00:00.000","PL","PROPERTY LINE","N/A",,,"15",,,,,,,
"P-151201","Historical","P-","Manhattan","BROADWAY",,"WEST   93 STREET",,"WEST   92 STREET",,"W","2005-12-02T00:00:00.000","BL","BUILDING LINE","N/A",,,"218",,,,,,,
"R-01532040","Historical","R-","Queens","135 AVENUE",,"131 STREET",,"130 PLACE",,"N","2021-06-10T00:00:00.000","CL","CURB LINE","N/A",,,"271",,,"PNTD","PNTD",,,
"R-01531463","Historical","R-","Manhattan","PIKE SLIP",,"CHERRY STREET",,"SOUTH STREET",,"W","2021-06-08T00:00:00.000","CL","CURB LINE","N/A",,,"0",,,,,,,
"S-282158","Historical","S-","Brooklyn","STERLING PLACE",,"NEW YORK AVENUE",,"NOSTRAND AVENUE",,"S","2011-08-06T00:00:00.000","SP-63C","NO PARKING (SANITATION BROOM SYMBOL)9:30-11AM TUES & FRI <---->(SUPERSEDES SP-63C DATED 6-24-85 (12X18) & SUPERSEDED SP-358C DATED 6-17-92. (SUPERSEDED BY PS-50B)","018 X 012","2019-06-05T00:00:00.000",,"500",,,"PNTD","PNTD",,"998303","184266"
"ST01455404","Historical","ST","Manhattan","MOTT STREET",,"PELL STREET",,,,"@","2020-07-10T00:00:00.000","SI-XXXXG","STREET NAME SIGN (PROPER NAME TO BE SPECIFIED) (TO BE USED FOR STREET NAME SIGNS WHERE WIDTH IS GREATER THAN 36"" OR UNKNOWN OR FOR LOCAL LAW SNS)","XXX X 009",,"W   C","0",,,"TIII","TIII","MOTT ST BILINGUAL SNS","984563","199767"
"R-782204","Historical","R-","Manhattan","BROADWAY",,"WEST  130 STREET",,"WEST  129 STREET",,"W","2009-03-12T00:00:00.000","PL","PROPERTY LINE","N/A",,,"214",,,,,,,
"S-113063","Historical","S-","Brooklyn","EAST   35 STREET",,"AVENUE L",,"AVENUE K",,"W","2003-05-20T00:00:00.000","SP-393C","NO PARKING (SANITATION BROOM SYMBOL) 8:30-10AM THURS <---> (SUPERSEDED BY SP-461C DATED 8-2-99)","018 X 012","2019-05-22T00:00:00.000",,"684",,,"PNTD","PNTD",,"1000443","166774"
"R-01522030","Historical","R-","Bronx","EDSON AVENUE",,"BARTOW AVENUE",,,,"@","2021-06-04T00:00:00.000","SI-99G","TO (INTERSTATE ROUTE MARKER)","024 X 012",,"W CML","0",,"West","TIII","TIII","W/APX OF MAL","1030395","255673"
"R-01530176","Historical","R-","Manhattan","WEST   65 STREET",,"RIVERSIDE BOULEVARD",,"DEAD END",,"S","2021-06-04T00:00:00.000","PS-1GA","NO STANDING ANYTIME --> (SUPERSEDES SP-1044BA, SP-10BA, SP-216BA & SP-270BA)","018 X 012",,,"63","East",,"PNTD","PNTD",,,
"R-840660","Historical","R-","Bronx","WALTON AVENUE",,"EAST  167 STREET",,"TUDOR PLACE",,"E","2011-07-06T00:00:00.000","CL","CURB LINE","N/A",,,"255",,,,,,,
"R-01532283","Historical","R-","Manhattan","5 AVENUE",,"EAST    9 STREET",,,,"@","2021-06-14T00:00:00.000","SI-1174G","BIKE (SYMBOL) DOWNTOWN W/ 9 O'CLOCK ARROW","024 X 030",,"S/E C","0",,"East","TIII","TIII",,"985394","206243"
"R-01531644","Historical","R-","Manhattan","HORATIO STREET",,"WASHINGTON STREET",,,,"@","2021-06-09T00:00:00.000","R6-1","ONE WAY ARROW","036 X 012",,"N/E C","0","South",,"TIII","TIII",,"982029","208444"
"S-139933","Historical","S-","Staten Island","WOODROW ROAD",,"WINSTON STREET",,"CHATHAM STREET",,"W","2005-02-17T00:00:00.000","PL","PROPERTY LINE","N/A",,,"215",,,,,,,
"R-01531795","Historical","R-","Queens","METROPOLITAN AVENUE",,"61 STREET",,"FRESH POND ROAD",,"S","2021-06-10T00:00:00.000","PS-1G","NO STANDING ANYTIME <-> (SUPERSEDES SP-1044B, SP-10B, SP-216B & SP-270B)","018 X 012",,,"122",,,"PNTD","PNTD",,"1011472","198963"
"S-980169","Historical","S-","Queens","ASTORIA BOULEVARD","N","73 STREET",,"72 STREET",,"N","1998-12-16T00:00:00.000","CL","CURB LINE","N/A",,,"0",,,,,,,
"P-141981","Historical","P-","Queens","NORTHERN BOULEVARD",,"83 STREET",,"82 STREET",,"N","2005-03-31T00:00:00.000","CL","CURB LINE","N/A",,,"0",,,,,,,
"SC196806","Historical","SC","Queens","FERNSIDE PLACE",,"CAMP ROAD",,,,"@","2011-05-03T00:00:00.000","W9-1","SCHOOL CROSSING SYMBOL (ADVANCE WARNING)","030 X 030",,"*NOTE","150",,"North","HRFL","HRFL","WEST CURB, 150' NORTH OF SC X-WALK","1051800","157068"
"R-01534408","Historical","R-","Staten Island","BEACH ROAD",,"KING STREET",,,,"@","2021-06-22T00:00:00.000","W3-1","STOP AHEAD (SYMBOL)","030 X 030",,"S ESD","157",,"South","TIII","TIII",,"941772","135210"
"R-01512985","Historical","R-","Queens","QUEENS BOULEVARD",,"39 STREET",,"39 PLACE",,"S","2021-06-08T00:00:00.000","PS-23BA","NO PARKING (SANITATION BROOM SYMBOL) 7:30AM-8AM EXCEPT SUNDAY --> (SUPERSEDES SP-859CA) (SUPERSEDED BY PS-121BA)","018 X 012","2019-05-22T00:00:00.000",,"149","East",,"PNTD","PNTD",,"1004860","210333"
"R-01534974","Historical","R-","Queens","99 AVENUE",,"195 STREET",,,,"@","2021-06-25T00:00:00.000","W12-5RV","3 & 12 O'CLOCK COMBO ARROW (DIRECTIONAL WARNING RIDER)","024 X 018",,"W SSD","21",,"West","TIII","TIII","BELOW W12-5.","1049580","198216"
"ST01465074","Historical","ST","Queens","141 AVENUE",,"184 STREET",,,,"@","2020-08-27T00:00:00.000","SI-XG","24"" STREET NAME SIGN (PROPER NAME TO BE SPECIFIED)","024 X 009",,"S/W C","0",,,"TIII","TIII","184 ST","1050862","183805"
"P-01511560","Current","P-","Staten Island","FOREST AVENUE",,"BROADWAY",,"NORTH BURGHER AVENUE",,"S","2021-04-29T00:00:00.000","SI-1879G","LOCAL MTA BUS DESTINATION PANEL (TEXT TO BE MODIFIED AS REQUIRED)","18.12 X 6",,,"675",,,"PNTD","PNTD","SAINT GEORGE","952665","168542"
"R-01529780","Historical","R-","Manhattan","CATHERINE SLIP","N RDWY","SOUTH STREET",,"WATER STREET",,"N","2021-06-03T00:00:00.000","CL","CURB LINE","N/A",,,"169",,,,,,,
"ST01503108","Historical","ST","Queens","SPRINGFIELD BOULEVARD",,"67 AVENUE",,,,"@","2021-01-25T00:00:00.000","SI-XXXXG","STREET NAME SIGN (PROPER NAME TO BE SPECIFIED) (TO BE USED FOR STREET NAME SIGNS WHERE WIDTH IS GREATER THAN 36"" OR UNKNOWN OR FOR LOCAL LAW SNS)","XXX X 009",,"N/E C","0",,,"TIII","TIII","67 AV",,
"S-843821","Historical","S-","Manhattan","EAST  108 STREET",,"MADISON AVENUE",,"PARK AVENUE",,"N","1988-12-21T00:00:00.000","BL","BUILDING LINE","N/A",,,"13",,,,,,,
"R-670760","Historical","R-","Bronx","CARROLL STREET","W","CITY ISLAND AVENUE",,"DEAD END",,"N","2003-12-04T00:00:00.000","PL","PROPERTY LINE","N/A",,,"0",,,,,,,
"R-01532971","Historical","R-","Staten Island","VICTORY BOULEVARD",,"BAY STREET",,"WILD AVENUE","W LEG","N","2021-06-15T00:00:00.000","SR-2191","CITY SPEED LIMIT 25 PHOTO ENFORCED (SUPERSEDES SR-2166)","030 X 048",,,"0",,"East","TIII","TIII","150&#39; WEST OF WILD AVEFOR FIXED SPEED CAMERA",,
"ST983089","Historical","ST","Queens","90 AVENUE",,"172 STREET",,,,"@","1999-06-17T00:00:00.000","INSERT","DESCRIPTION NOT AVAILABLE","N/A",,"N/W C","0","West",,"ENGG","ENGG",,"1042812","197786"
"S-01517977","Current","S-","Queens","96 STREET",,"25 AVENUE",,"JACKSON MILL ROAD",,"E","2021-06-23T00:00:00.000","CL","CURB LINE","N/A",,,"458",,,,,,,
"S-01356531","Current","S-","Brooklyn","48 STREET",,"9 AVENUE",,"10 AVENUE",,"S","2021-06-21T00:00:00.000","PS-112D","CROSS (SYMBOL) DOCTOR LICENSE PLATES ONLY 7AM-7PM ALL DAYS <->","018 X 018",,,"629",,,"PNTD","PNTD",,"984648","172384"
"S-01456046","Historical","S-","Brooklyn","RIVERDALE AVENUE",,"LEGION STREET",,"GRAFTON STREET",,"N","2020-07-14T00:00:00.000","SI-1878G","LOCAL MTA BUS ROUTE PANEL (TEXT TO BE MODIFIED AS REQUESTED)","14.12 X 6",,,"94",,,"PNTD","PNTD","B7","1007452","179688"
"P-01515047","Historical","P-","Bronx","GRAND CONCOURSE",,"EAST  173 STREET",,"EASTBURN AVENUE",,"E","2020-12-09T00:00:00.000","PS-1GA","NO STANDING ANYTIME --> (SUPERSEDES SP-1044BA, SP-10BA, SP-216BA & SP-270BA)","018 X 012",,,"644","South",,"PNTD","PNTD","PED CROSSING &amp; HYDRANT",,
"R-955419","Historical","R-","Queens","97 STREET",,"ASTORIA BOULEVARD",,"25 AVENUE",,"W","2017-05-02T00:00:00.000","CL","CURB LINE","N/A",,,"0",,,,,,,
"S-396388","Historical","S-","Brooklyn","MARCUS GARVEY BOULEVARD",,"LEXINGTON AVENUE",,"QUINCY STREET",,"E","2016-11-15T00:00:00.000","CL","CURB LINE","N/A",,,"0",,,,,,,
"P-01336499","Historical","P-","Manhattan","UNION SQUARE EAST",,"EAST   15 STREET",,"EAST   16 STREET",,"E","2019-01-09T00:00:00.000","SI-1882G","LIMITED MTA BUS ROUTE PANEL (TEXT TO BE MODIFIED AS REQUESTED)","14.12 X 6",,,"170",,,"PNTD","PNTD","M1LTD","987120","207335"
"P-01531060","Current","P-","Bronx","JEROME AVENUE",,"WEST  195 STREET",,"WEST KINGSBRIDGE ROAD",,"W","2021-06-17T00:00:00.000","PS-1G","NO STANDING ANYTIME <-> (SUPERSEDES SP-1044B, SP-10B, SP-216B & SP-270B)","018 X 012",,,"351",,,"PNTD","PNTD",,"1012681","255432"
"ST01491020","Current","ST","Queens","VAN DAM STREET",,"34 STREET",,,,"@","2020-12-30T00:00:00.000","SI-XXXXG","STREET NAME SIGN (PROPER NAME TO BE SPECIFIED) (TO BE USED FOR STREET NAME SIGNS WHERE WIDTH IS GREATER THAN 36"" OR UNKNOWN OR FOR LOCAL LAW SNS)","XXX X 009",,"S/E C","0",,,"TIII","TIII","34 ST",,
"S-01293866","Historical","S-","Manhattan","CENTRAL PARK WEST",,"WEST   81 STREET",,"WEST   77 STREET",,"W","2018-05-09T00:00:00.000","SI-1882G","LIMITED MTA BUS ROUTE PANEL (TEXT TO BE MODIFIED AS REQUESTED)","14.12 X 6",,,"129",,,"PNTD","PNTD","BXM2","991979","224069"
"R-01534685","Historical","R-","Manhattan","EAST   29 STREET",,"2 AVENUE",,"3 AVENUE",,"S","2021-06-24T00:00:00.000","PS-54CA","2 HOUR METERED PARKING 9AM-7PM EXCEPT SUNDAY --> (SUPERSEDES R7-182RBA)","018 X 018",,,"515","West",,"PNTD","PNTD",,"989741","209787"
"R-01533449","Historical","R-","Brooklyn","STILLWELL AVENUE",,"SURF AVENUE",,"BOARDWALK",,"W","2021-06-17T00:00:00.000","CL","CURB LINE","N/A",,,"728",,,,,,,
"R-890476","Historical","R-","Bronx","METROPOLITAN        AV",,"WOOD                RD",,"WOOD                AV",,"W","2013-08-29T00:00:00.000","CL","CURB LINE","N/A",,,"702",,,,,,,
"C-084765","Historical","C-","Staten Island","HEMLOCK STREET",,"MASON BOULEVARD",,,,"@","2002-02-27T00:00:00.000","R1-1","STOP","030 X 030",,"N/W C","0",,"North","ENGG","ENGG",,"925869","137617"
"R-01523021","Historical","R-","Bronx","HUNTS POINT AVENUE",,"GARRISON AVENUE",,"LAFAYETTE AVENUE",,"W","2021-06-21T00:00:00.000","PS-18B","NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 11AM-12:30PM <-> (SUPERSEDES SP-853C)","018 X 012",,,"303",,,"PNTD","PNTD",,"1014908","237510"
"P-01364752","Historical","P-","Manhattan","CHURCH STREET",,"DUANE STREET",,"THOMAS STREET",,"W","2019-10-23T00:00:00.000","PS-214CA","2 HMP MONDAY-FRIDAY 10AM-4PM SATURDAY 9AM-7PM -->","018 X 024",,,"120","South",,"PNTD","PNTD",,"982326","200263"
"R-01534615","Historical","R-","Manhattan","ALLEN STREET",,"DIVISION STREET",,,,"@","2021-06-23T00:00:00.000","R6-1","ONE WAY ARROW","036 X 012",,"S MAL","0","West",,"TIII","TIII","WEST CURB OF S MAL BETWEEN N/B & S/B ALLEN ST","986186","199536"
"S-235172","Historical","S-","Brooklyn","SACKETT STREET",,"HENRY STREET",,"HICKS STREET",,"N","2010-08-04T00:00:00.000","PL","PROPERTY LINE","N/A",,,"15",,,,,,,
"R-01530560","Historical","R-","Brooklyn","FLATBUSH AVENUE",,"AVENUE T",,,,"@","2021-06-04T00:00:00.000","SI-XXXG","36"" STREET NAME SIGN (PROPER NAME TO BE SPECIFIED)","036 X 009",,"S/E C","0",,,"TIII","TIII","FLATBUSH AV","1005250","162057"
"R-581182","Historical","R-","Brooklyn","NEW YORK AVENUE",,"STERLING PLACE",,,,"@","1998-07-06T00:00:00.000","R6-1","ONE WAY ARROW","036 X 012",,"S/E C","0","West",,"HRFL","HRFL",,,
"R-01531896","Historical","R-","Manhattan","CABRINI BOULEVARD",,"WEST  186 STREET",,,,"@","2021-06-11T00:00:00.000","R5-1","DO NOT ENTER (SYMBOL)","030 X 030",,"S/W C","0",,"East","TIII","TIII",,"1001198","250657"
"R-01530761","Historical","R-","Bronx","STRATFORD AVENUE",,"WESTCHESTER AVENUE",,"EAST  172 STREET",,"W","2021-06-07T00:00:00.000","BL","BUILDING LINE","N/A",,,"820",,,,,,,
"P-01530577","Current","P-","Bronx","BROADWAY",,"WEST  228 STREET",,"WEST  225 STREET",,"W","2021-06-07T00:00:00.000","PS-2GA","NO PARKING ANYTIME --> (SUPERSEDES SP-854CA)","018 X 012",,,"240","North",,"PNTD","PNTD",,,
"R-01531956","Historical","R-","Manhattan","WEST   87 STREET",,"AMSTERDAM AVENUE",,"BROADWAY",,"S","2021-06-16T00:00:00.000","PS-50B","NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 9:30AM-11AM <-> (SUPERSEDES SP-63C)","018 X 012",,,"249",,,"PNTD","PNTD",,"991061","226615"
"R-01532631","Historical","R-","Bronx","WESTCHESTER AVENUE",,"ELDER AVENUE",,"BOYNTON AVENUE",,"S","2021-06-22T00:00:00.000","CL","CURB LINE","N/A",,,"227",,,,,,,
