"development_name","borough","account_name","location","meter_amr","meter_scope","tds","edp","rc_code","funding_source","amp","vendor_name","umis_bill_id","revenue_month","service_start_date","service_end_date","days","meter_number","estimated","current_charges","rate_class","bill_analyzed","consumption_therms","es_commodity","underlying_utility"
"ALBANY II","BROOKLYN","ALBANY/ALBANY II","ALBANY BLD 04","AMR","BLD 7-9","85","524","K008500","FEDERAL","NY005010310P","National Grid NYC","12203125","2023-01","2022-12-27T00:00:00.000","2023-01-26T00:00:00.000","30","08372362-33.2%","N","27111.58","T3 TRAN MULT FAM","Yes","51182.78","UTILITY GAS","NatGrid NYC"
"CLAREMONT REHAB (GROUP 2)","BRONX","CLAREMONT REHAB (GROUP 2)","BLD 04","NONE",,"307","330","B030700","FEDERAL","NY005013080P","CONSOLIDATED EDISON COMPANY OF NY","12142807","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3337546","Y","3648.98","TRMDH","Yes","2646","UTILITY GAS","ConEd"
"BETHUNE GARDENS","MANHATTAN","BETHUNE GARDENS","BLD 01","NONE",,"160","271","M016000","FEDERAL","NY005010030P","CONSOLIDATED EDISON COMPANY OF NY","12182507","2023-01","2023-01-25T00:00:00.000","2023-01-31T00:00:00.000","6","3893285","Y","6026.67","TRMDHDF","Yes","4648","UTILITY GAS","ConEd"
"SAMUEL (CITY)","MANHATTAN","SAMUEL (CITY)","BLD 08","NONE",,"377","650","M037700","MIXED FINANCE/LLC1","NY005023770P","CONSOLIDATED EDISON COMPANY OF NY","12142254","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3661507","N","4458.33","TRMDH","Yes","3242","UTILITY GAS","ConEd"
"LOWER EAST SIDE I INFILL","MANHATTAN","LOWER EAST SIDE I INFILL","BLD 01","NONE",,"326","784","M032600","FEDERAL","NY005011000P","CONSOLIDATED EDISON COMPANY OF NY","12142216","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3795788","N","8531.34","TRMDH","Yes","6844","UTILITY GAS","ConEd"
"LENOX ROAD-ROCKAWAY PARKWAY","BROOKLYN","LENOX ROAD-ROCKAWAY PARKWAY","BLD 02","AMR",,"348","763","K034800","FEDERAL","NY005011670P","National Grid NYC","12203235","2023-01","2022-12-27T00:00:00.000","2023-01-26T00:00:00.000","30","6082443","N","1522.12","T3 TRAN MULT FAM","Yes","2683.87","UTILITY GAS","NatGrid NYC"
"#N/A","NON DEVELOPMENT FACILITY","NDF - PSA 4, 130 AVENUE C","BLD 04","NONE",,"#N/A","999","1011400","NON-DEVELOPMENT",,"CONSOLIDATED EDISON COMPANY OF NY","12141284","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3318877","N","4791.02","TR II NR","Yes","4698","UTILITY GAS","ConEd"
"LA GUARDIA ADDITION","MANHATTAN","LA GUARDIA/LA GUARDIA ADDITION","LA GUARDIA BLD 04","NONE",,"152","262","M015200","FEDERAL","NY005010760P","CONSOLIDATED EDISON COMPANY OF NY","12167083","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3485958-9.3%","N","28244.98","TRMDHDF","Yes","24993.56","UTILITY GAS","ConEd"
"NEW LANE AREA","STATEN ISLAND","NEW LANE AREA","BLD 01","AMR","BLD 1","314","306","S031400","FEDERAL","NY005010350P","National Grid NYC","12203548","2023-01","2023-01-11T00:00:00.000","2023-02-08T00:00:00.000","28","5237479","Y","9644.96","T3 TRAN MULT FAM","Yes","19800","UTILITY GAS","NatGrid NYC"
"STERLING PLACE REHABS (SAINT JOHNS-STERLING)","BROOKLYN","STERLING PLACE REHABS (SAINT JOHNS-STERLING)","BLD 02","AMR",,"366","801","K036600","FEDERAL","NY005013510P","National Grid NYC","12203156","2023-01","2022-12-27T00:00:00.000","2023-01-26T00:00:00.000","30","5151826","N","1397.87","T3 TRAN MULT FAM","Yes","2367","UTILITY GAS","NatGrid NYC"
"SOUTH BRONX AREA (SITE 402)","BRONX","SOUTH BRONX AREA (SITE 402)","BLD 03","NONE",,"305","550","B030500","FEDERAL","NY005013420P","CONSOLIDATED EDISON COMPANY OF NY","12157648","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3466661","Y","2673.94","TRMDH","Yes","1928","UTILITY GAS","ConEd"
"OCEAN BAY APARTMENTS (OCEANSIDE)","QUEENS","OCEAN BAY APARTMENTS (OCEANSIDE)","BLD 5",,"BACKUP GENERATOR","51","573","Q005100","FEDERAL","NY005010980P","National Grid LI","12206509","2023-01","2022-12-30T00:00:00.000","2023-01-31T00:00:00.000","32","7400625","N","81.36","250 Gas Non Resid General Use","Yes","14","UTILITY GAS","NatGrid LI"
"STERLING PLACE REHABS (STERLING-BUFFALO)","BROOKLYN","STERLING PLACE REHABS (STERLING-BUFFALO)","BLD 06","AMR",,"368","837","K036800","FEDERAL","NY005013510P","National Grid NYC","12202872","2023-01","2022-12-27T00:00:00.000","2023-01-25T00:00:00.000","29","7350583","Y","3156.32","T3 TRAN MULT FAM","Yes","5684","UTILITY GAS","NatGrid NYC"
"EAST NEW YORK CITY LINE","BROOKLYN","EAST NEW YORK CITY LINE","BLD 07","AMR","BLD 7-8","263","378","K026300","FEDERAL","NY005010700P","National Grid NYC","12203373","2023-01","2022-12-27T00:00:00.000","2023-01-26T00:00:00.000","30","4559179","N","389.53","T3 TRAN MULT FAM","Yes","550","UTILITY GAS","NatGrid NYC"
"LEHMAN VILLAGE","MANHATTAN","LEHMAN VILLAGE","BLD 04","NONE","BLD 1-4","101","238","M010100","FEDERAL","NY005001010P","CONSOLIDATED EDISON COMPANY OF NY","12157301","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3383841","N","122238.03","TRMDHDF","Yes","107733","UTILITY GAS","ConEd"
"STAPLETON","STATEN ISLAND","STAPLETON","BLD 07 - Community Center","AMR",,"114","436","S211400","MIXED FINANCE/LLC1","NY005021140P","National Grid NYC","12203523","2023-01","2022-12-29T00:00:00.000","2023-01-30T00:00:00.000","32","5236305","N","2084.68","T2-2 TRAN GENERAL","Exception","2380","UTILITY GAS","NatGrid NYC"
"ASTORIA","QUEENS","ASTORIA","BLD 23","NONE",,"26","517","Q002600","FEDERAL","NY005000260P","CONSOLIDATED EDISON COMPANY OF NY","12158083","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","6900838","N","39.86","GS2","Exception","0","UTILITY GAS","ConEd"
"BUSHWICK II (GROUPS B & D)","BROOKLYN","BUSHWICK II (GROUPS B & D)","BLD 34","AMR",,"303","566","K030300","FEDERAL","NY005012470P","National Grid NYC","12202970","2023-01","2022-12-23T00:00:00.000","2023-01-26T00:00:00.000","34","6401552","N","550.35","T3 TRAN MULT FAM","Yes","849","UTILITY GAS","NatGrid NYC"
"EAST 165TH STREET-BRYANT AVENUE","BRONX","EAST 165TH STREET-BRYANT AVENUE","BLD 04","NONE",,"304","552","B030400","FEDERAL","NY005015300P","CONSOLIDATED EDISON COMPANY OF NY","12202702","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3571447","N","4363.29","TRMDH","Yes","3172","UTILITY GAS","ConEd"
"HARRISON AVENUE REHAB (GROUP B)","BRONX","HARRISON AVENUE REHAB (GROUP B)","BLD 01","NONE",,"547","773","B054700","FEDERAL","NY005013410P","CONSOLIDATED EDISON COMPANY OF NY","12142215","2023-01","2022-11-22T00:00:00.000","2022-12-23T00:00:00.000","31","3027548","N","27.15","TRMDH","Exception","0","UTILITY GAS","ConEd"
"BUSHWICK II (GROUPS B & D)","BROOKLYN","BUSHWICK II (GROUPS B & D)","BLD 37","AMR",,"303","566","K030300","FEDERAL","NY005012470P","National Grid NYC","12202964","2023-01","2022-12-27T00:00:00.000","2023-01-26T00:00:00.000","30","53659879","N","638.69","T3 TRAN MULT FAM","Exception","943","UTILITY GAS","NatGrid NYC"
"PARKSIDE","BRONX","PARKSIDE","BLD 04","NONE","BLD 1-14","47","580","B004700","FEDERAL","NY005010470P","CONSOLIDATED EDISON COMPANY OF NY","12157741","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3382754","N","5473.01","TRMDHDF","Yes","0","UTILITY GAS","ConEd"
"TAPSCOTT STREET REHAB","BROOKLYN","TAPSCOTT STREET REHAB","BLD 02","AMR",,"354","775","K035400","FEDERAL","NY005011670P","National Grid NYC","12203246","2023-01","2022-12-27T00:00:00.000","2023-01-26T00:00:00.000","30","5610494","N","864.69","T3 TRAN MULT FAM","Yes","1500.21","UTILITY GAS","NatGrid NYC"
"TAPSCOTT STREET REHAB","BROOKLYN","TAPSCOTT STREET REHAB","BLD 05","AMR",,"354","775","K035400","FEDERAL","NY005011670P","National Grid NYC","12203229","2023-01","2022-12-27T00:00:00.000","2023-01-26T00:00:00.000","30","5297875","N","21.35","T3 TRAN MULT FAM","Yes","0","UTILITY GAS","NatGrid NYC"
"BETHUNE GARDENS","MANHATTAN","BETHUNE GARDENS","BLD 01","NONE",,"160","271","M016000","FEDERAL","NY005010030P","CONSOLIDATED EDISON COMPANY OF NY","12191203","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3893285","N","32791.05","TRMDHDF","Yes","28369","UTILITY GAS","ConEd"
"LENOX ROAD-ROCKAWAY PARKWAY","BROOKLYN","LENOX ROAD-ROCKAWAY PARKWAY","BLD 03","AMR",,"348","763","K034800","FEDERAL","NY005011670P","National Grid NYC","12202888","2023-01","2022-12-27T00:00:00.000","2023-01-25T00:00:00.000","29","7361557","Y","897.4","T3 TRAN MULT FAM","Yes","1553","UTILITY GAS","NatGrid NYC"
"TAPSCOTT STREET REHAB","BROOKLYN","TAPSCOTT STREET REHAB","BLD 02","AMR",,"354","775","K035400","FEDERAL","NY005011670P","National Grid NYC","12203246","2023-01","2022-12-27T00:00:00.000","2023-01-26T00:00:00.000","30","5205818","N","908.25","T3 TRAN MULT FAM","Yes","1575.79","UTILITY GAS","NatGrid NYC"
"HUNTS POINT AVENUE REHAB","BRONX","HUNTS POINT AVENUE REHAB","BLD 10","NONE","BLD 10-12","367","806","B036700","FEDERAL","NY005015300P","CONSOLIDATED EDISON COMPANY OF NY","12142029","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3775079","N","5372.24","TRMDH","Yes","4041","UTILITY GAS","ConEd"
"WASHINGTON","MANHATTAN","WASHINGTON","BLD 06","NONE","BLD 1-15","62","217","M006200","FEDERAL","NY005010620P","CONSOLIDATED EDISON COMPANY OF NY","12141351","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3355706","N","220118.7","TRMDHDF","Yes","194580","UTILITY GAS","ConEd"
"BUSHWICK II (GROUPS A & C)","BROOKLYN","BUSHWICK II (GROUPS A & C)","BLD 15","AMR",,"302","565","K030200","FEDERAL","NY005012470P","National Grid NYC","12203000","2023-01","2022-12-27T00:00:00.000","2023-01-26T00:00:00.000","30","6943164","N","576.56","T3 TRAN MULT FAM","Yes","845","UTILITY GAS","NatGrid NYC"
"VLADECK","MANHATTAN","VLADECK/VLADECK II","VLADECK BLD 02","NONE",,"6","204","M000600","FEDERAL","NY005010060P","CONSOLIDATED EDISON COMPANY OF NY","12147530","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3383842-69.8%","N","94351.64","TRMDHDF","Yes","83209.28","UTILITY GAS","ConEd"
"BUSHWICK II CDA (GROUP E)","BROOKLYN","BUSHWICK II CDA (GROUP E)","BLD 02","AMR",,"324","758","K032400","FEDERAL","NY005012470P","National Grid NYC","12202856","2023-01","2022-12-27T00:00:00.000","2023-01-25T00:00:00.000","29","7350699","Y","4048.87","T3 TRAN MULT FAM","Yes","7368","UTILITY GAS","NatGrid NYC"
"LOWER EAST SIDE I INFILL","MANHATTAN","LOWER EAST SIDE I INFILL","BLD 03","NONE",,"326","784","M032600","FEDERAL","NY005011000P","CONSOLIDATED EDISON COMPANY OF NY","12142230","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2544277","Y","3555.29","TRMDH","Yes","2577","UTILITY GAS","ConEd"
"RED HOOK EAST","BROOKLYN","RED HOOK EAST","BLD 01","AMR","BLD 1,3,27-28","4","202","K000400","FEDERAL","NY005000040P","National Grid NYC","12203104","2023-01","2022-12-27T00:00:00.000","2023-01-26T00:00:00.000","30","17291578","N","32945.2","T3 TRAN MULT FAM","Exception","62031","UTILITY GAS","NatGrid NYC"
"OCEAN BAY APARTMENTS (OCEANSIDE)","QUEENS","OCEAN BAY APARTMENTS (OCEANSIDE)","BLD 6",,"BACKUP GENERATOR","51","573","Q005100","FEDERAL","NY005010980P","National Grid LI","12206487","2023-01","2022-12-30T00:00:00.000","2023-01-31T00:00:00.000","32","7400630","N","69.46","250 Gas Non Resid General Use","Yes","10","UTILITY GAS","NatGrid LI"
"MILL BROOK EXTENSION","BRONX","MILL BROOK/MILL BROOK EXTENSION","MILL BROOK BLD 05","NONE","BLD 1-10","132","570","B013200","FEDERAL","NY005010840P","CONSOLIDATED EDISON COMPANY OF NY","12166987","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3333978-10.1%","N","27499.44","TRMDHDF","Yes","24326.25","UTILITY GAS","ConEd"
"WEST FARMS SQUARE CONVENTIONAL","BRONX","WEST FARMS SQUARE CONVENTIONAL","BLD 02","NONE",,"526","481","B052600","FEDERAL","NY005015310P","CONSOLIDATED EDISON COMPANY OF NY","12186636","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3267461","N","1884.94","TRMDH","Yes","1347","UTILITY GAS","ConEd"
"WOODSON","BROOKLYN","WOODSON","BLD 02","AMR","BLD 1-2","182","285","K018200","FEDERAL","NY005011680P","National Grid NYC","12203324","2023-01","2022-12-27T00:00:00.000","2023-01-26T00:00:00.000","30","6307418","N","22857.63","T3 TRAN MULT FAM","Yes","42953","UTILITY GAS","NatGrid NYC"
"RED HOOK WEST","BROOKLYN","RED HOOK WEST","BLD 01","AMR","BLD 1-3","79","230","K007900","FEDERAL","NY005000790P","National Grid NYC","12203107","2023-01","2022-12-27T00:00:00.000","2023-01-26T00:00:00.000","30","5480186","N","33510.94","T3 TRAN MULT FAM","Yes","63089","UTILITY GAS","NatGrid NYC"
"HOWARD AVENUE-PARK PLACE","BROOKLYN","HOWARD AVENUE-PARK PLACE","BLD 01","AMR",,"365","551","K036500","FEDERAL","NY005013510P","National Grid NYC","12202875","2023-01","2022-12-27T00:00:00.000","2023-01-25T00:00:00.000","29","7409023","Y","1385.14","T3 TRAN MULT FAM","Yes","2345","UTILITY GAS","NatGrid NYC"
"SACK WERN","BRONX","SACK WERN","BLD 06","NONE",,"280","506","B028000","FEDERAL","NY005012800P","CONSOLIDATED EDISON COMPANY OF NY","12142219","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3512691","N","28.81","TRMDH","Yes","0","UTILITY GAS","ConEd"
"BORINQUEN PLAZA I","BROOKLYN","BORINQUEN PLAZA I","BLD 04","AMR",,"243","353","K024300","FEDERAL","NY005012430P","National Grid NYC","12202920","2023-01","2022-12-27T00:00:00.000","2023-01-26T00:00:00.000","30","5066229","N","1114.03","T3 TRAN MULT FAM","Yes","1831","UTILITY GAS","NatGrid NYC"
"DAVIDSON","BRONX","DAVIDSON","BLD 01","NONE",,"190","301","B019000","FEDERAL","NY005013420P","CONSOLIDATED EDISON COMPANY OF NY","12202664","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2544131","N","42782.33","TRMDHDF","Yes","37234","UTILITY GAS","ConEd"
"SAINT NICHOLAS","MANHATTAN","SAINT NICHOLAS","BLD 01","NONE","BLD 1-13","38","211","M003800","FEDERAL","NY005000380P","CONSOLIDATED EDISON COMPANY OF NY","12145902","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2545238","N","287460.9","TRMDHDF","Yes","254331","UTILITY GAS","ConEd"
"MITCHEL","BRONX","MITCHEL","BLD 04","NONE","BLD 1-11","145","249","B014500","FEDERAL","NY005011450P","CONSOLIDATED EDISON COMPANY OF NY","12175356","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3382761","N","332980.09","TRMDHDF","Yes","297719","UTILITY GAS","ConEd"
"FENIMORE-LEFFERTS","BROOKLYN","FENIMORE-LEFFERTS","BLD 17","AMR",,"205","322","K020500","FEDERAL","NY005011670P","National Grid NYC","12203197","2023-01","2022-12-27T00:00:00.000","2023-01-26T00:00:00.000","30","4778423","N","355.71","T1B TRAN RES HEAT","Yes","364","UTILITY GAS","NatGrid NYC"
"MONROE","BRONX","MONROE","BLD 01","NONE","BLD 1-13","88","234","B008800","FEDERAL","NY005000880P","CONSOLIDATED EDISON COMPANY OF NY","12204330","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3377616","N","323231.14","TRMDH","Yes","286069","UTILITY GAS","ConEd"
"WEST FARMS ROAD REHAB","BRONX","WEST FARMS ROAD REHAB","BLD 03","NONE",,"360","780","B053000","FEDERAL","NY005015300P","CONSOLIDATED EDISON COMPANY OF NY","12142028","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3926453","N","8373.58","TRMDH","Yes","6704","UTILITY GAS","ConEd"
"BETHUNE GARDENS","MANHATTAN","BETHUNE GARDENS","BLD 01","NONE",,"160","271","M016000","FEDERAL","NY005010030P","CONSOLIDATED EDISON COMPANY OF NY","12184321","2023-01","2022-03-25T00:00:00.000","2022-04-25T00:00:00.000","31","3893285","Y","17644.8","TRMDHDF","Yes","20541","UTILITY GAS","ConEd"
"#N/A","NON DEVELOPMENT FACILITY","NDF - PSA 1, 2860 WEST 23 ST","BLD 01","AMR",,"#N/A","999","1011100","NON-DEVELOPMENT",,"National Grid NYC","12203464","2023-01","2022-12-27T00:00:00.000","2023-01-26T00:00:00.000","30","5768973","N","1618.83","T2-2 TRAN GENERAL","Yes","1913","UTILITY GAS","NatGrid NYC"
"RALPH AVENUE REHAB","BROOKLYN","RALPH AVENUE REHAB","BLD 01","AMR",,"352","771","K035200","FEDERAL","NY005011670P","National Grid NYC","12203249","2023-01","2022-12-27T00:00:00.000","2023-01-26T00:00:00.000","30","4885977","N","1139.94","T3 TRAN MULT FAM","Yes","1880","UTILITY GAS","NatGrid NYC"
"THROGGS NECK","BRONX","THROGGS NECK","BLD 14","NONE","BLD 1-29","63","218","B006300","FEDERAL","NY005010630P","CONSOLIDATED EDISON COMPANY OF NY","12204335","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3382741","N","324457.36","TRMDHDF","Yes","287157","UTILITY GAS","ConEd"
"FENIMORE-LEFFERTS","BROOKLYN","FENIMORE-LEFFERTS","BLD 15","AMR",,"205","322","K020500","FEDERAL","NY005011670P","National Grid NYC","12203194","2023-01","2022-12-27T00:00:00.000","2023-01-26T00:00:00.000","30","5470680","N","343.47","T1B TRAN RES HEAT","Exception","349","UTILITY GAS","NatGrid NYC"
"GARVEY (GROUP A)","BROOKLYN","GARVEY (GROUP A)","BLD 02","AMR","BLD 1-3","252","381","K025200","FEDERAL","NY005012520P","National Grid NYC","12202889","2023-01","2022-12-27T00:00:00.000","2023-01-25T00:00:00.000","29","8621244","Y","44508.43","T3 TRAN MULT FAM","Yes","83640","UTILITY GAS","NatGrid NYC"
"BUSHWICK II (GROUPS A & C)","BROOKLYN","BUSHWICK II (GROUPS A & C)","BLD 25","AMR",,"302","565","K030200","FEDERAL","NY005012470P","National Grid NYC","12202990","2023-01","2022-12-27T00:00:00.000","2023-01-26T00:00:00.000","30","1308897","N","736.16","T3 TRAN MULT FAM","Yes","1116","UTILITY GAS","NatGrid NYC"
"BUSHWICK II (GROUPS A & C)","BROOKLYN","BUSHWICK II (GROUPS A & C)","BLD 13","AMR",,"302","565","K030200","FEDERAL","NY005012470P","National Grid NYC","12202992","2023-01","2022-12-27T00:00:00.000","2023-01-26T00:00:00.000","30","5150515","N","640.59","T3 TRAN MULT FAM","Yes","946","UTILITY GAS","NatGrid NYC"
"HOWARD AVENUE-PARK PLACE","BROOKLYN","HOWARD AVENUE-PARK PLACE","BLD 08","AMR",,"365","551","K036500","FEDERAL","NY005013510P","National Grid NYC","12203152","2023-01","2022-12-27T00:00:00.000","2023-01-26T00:00:00.000","30","5298288","N","1451.56","T3 TRAN MULT FAM","Yes","2469","UTILITY GAS","NatGrid NYC"
"BAYCHESTER","BRONX","BAYCHESTER","BLD 02","NONE","BLD 1-11","126","440","B012600","MIXED FINANCE/LLC2","NY005021260P","CONSOLIDATED EDISON COMPANY OF NY","12142008","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3757656","N","44490.19","TR II NR","Yes","52449","UTILITY GAS","ConEd"
"CHELSEA ADDITION","MANHATTAN","ELLIOTT/CHELSEA ADDITION","ELLIOTT BLD 04","NONE",,"176","451","M017600","FEDERAL","NY005011340P","CONSOLIDATED EDISON COMPANY OF NY","12158020","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3333970-20.4%","N","20160.7","TRMDHDF","Yes","17740.04","UTILITY GAS","ConEd"
"FORT INDEPENDENCE STREET-HEATH AVENUE","BRONX","FORT INDEPENDENCE STREET-HEATH AVENUE","BLD 01","NONE",,"197","308","B019700","FEDERAL","NY005012020P","CONSOLIDATED EDISON COMPANY OF NY","12204157","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3889048","N","38561.54","TRMDHDF","Yes","33489","UTILITY GAS","ConEd"
"#N/A","BROOKLYN","ROOSEVELT II","BLD 09 - Community Center","AMR",,"#N/A","281","K217700","FEDERAL","NY005011350P","National Grid NYC","12203080","2023-01","2022-12-27T00:00:00.000","2023-01-26T00:00:00.000","30","4927206","N","67.85","T2-2 TRAN GENERAL","Exception","34","UTILITY GAS","NatGrid NYC"
"LOWER EAST SIDE I INFILL","MANHATTAN","LOWER EAST SIDE I INFILL","BLD 04","NONE",,"326","784","M032600","FEDERAL","NY005011000P","CONSOLIDATED EDISON COMPANY OF NY","12141757","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3591508","N","5422.98","TRMDH","Yes","4086","UTILITY GAS","ConEd"
"MARBLE HILL","BRONX","MARBLE HILL","BLD 04","NONE","BLD 1-11","49","638","B004900","MIXED FINANCE/LLC1","NY005020490P","CONSOLIDATED EDISON COMPANY OF NY","12204158","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3377618","N","418653.7","TRMDHDF","Yes","370735","UTILITY GAS","ConEd"
"BUSHWICK II (GROUPS A & C)","BROOKLYN","BUSHWICK II (GROUPS A & C)","BLD 14","AMR",,"302","565","K030200","FEDERAL","NY005012470P","National Grid NYC","12202996","2023-01","2022-12-27T00:00:00.000","2023-01-26T00:00:00.000","30","6944006","N","813.89","T3 TRAN MULT FAM","Yes","1263","UTILITY GAS","NatGrid NYC"
"BUSHWICK II (GROUPS A & C)","BROOKLYN","BUSHWICK II (GROUPS A & C)","BLD 11","AMR",,"302","565","K030200","FEDERAL","NY005012470P","National Grid NYC","12203011","2023-01","2022-12-27T00:00:00.000","2023-01-26T00:00:00.000","30","6147454","N","686.99","T3 TRAN MULT FAM","Yes","1023","UTILITY GAS","NatGrid NYC"
"RICHMOND TERRACE","STATEN ISLAND","RICHMOND TERRACE","BLD 03","AMR","BLD 1-6","117","241","S011700","FEDERAL","NY005011170P","National Grid NYC","12202909","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","6676578","N","45778.99","T3 TRAN MULT FAM","Yes","93359","UTILITY GAS","NatGrid NYC"
"MILL BROOK","BRONX","MILL BROOK/MILL BROOK EXTENSION","MILL BROOK BLD 05","NONE","BLD 1-10","84","570","B008400","FEDERAL","NY005010840P","CONSOLIDATED EDISON COMPANY OF NY","12166987","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3333978-89.9%","N","244772.25","TRMDHDF","Yes","216527.75","UTILITY GAS","ConEd"
"SACK WERN","BRONX","SACK WERN","BLD 01","NONE",,"280","506","B028000","FEDERAL","NY005012800P","CONSOLIDATED EDISON COMPANY OF NY","12142035","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","3512698","N","9567.58","TR II NR","Yes","10168","UTILITY GAS","ConEd"
"REHAB PROGRAM (DOUGLASS REHABS)","MANHATTAN","REHAB PROGRAM (DOUGLASS REHABS)","BLD 04","NONE",,"515","255","M051500","FEDERAL","NY005013170P","CONSOLIDATED EDISON COMPANY OF NY","12141914","2023-01","2022-09-22T00:00:00.000","2023-01-25T00:00:00.000","125","3337864","N","2082.94","TR I NR","Yes","2573","UTILITY GAS","ConEd"
