"objectid","wotype","wostatus","wopriority","boroughcode","communityboard","buildingnumber","streetname","locationdetails","actualfinishdate","wocontract","parkname","parkzone","cancelreason","wocategory","sanitationassigneddate","sanitationremovaldate","sanitationupdateddate","wowoodremains","woequipment","zipcode","citycouncil","statesenate","stateassembly","congressional","sanitationzone","physicalid","crossstreet1","crossstreet2","plantingspaceglobalid","treepointglobalid","inspectionglobalid","globalid","sidewalkdamage","wowireconflict","crewglobalid","geometry","closeddate","canceldate","createddate","updateddate","woentity","projstartdate","woproject","recommendedspecies","latitude","longitude","census_tract","bin","bbl","nta","location"
"11365747","Block Pruning","Open",,"Brooklyn","316.0","417","JUNIUS STREET","10P",,"BP-B21","Livonia Park",,,"Block Pruning",,,,"No Wood Debris",,,,,,,"3162B",,,,,,"67DD2F9A-25DF-480F-AF43-FD51DEDD2E33","67ACC9A4-B04F-4967-9BAD-1B545E23C038",,"No Util Conflict Present",,"POINT (-73.9018674042459907 40.6640229385564638)",,,"2020-03-20 11:43:00.0000000",,"Expense",,,,,,,,,,"POINT (-73.90186740424599 40.664022938556464)"
"15585415","Block Pruning","Open",,"Bronx","212.0","3557","CORSA AVENUE",,,"BP-X22",,,,"Block Pruning",,,,"No Wood Debris",,"10469.0","12.0","36.0","83.0","16.0","2122D",,"CORSA AV","HICKS ST",,,"A15FC995-EBA3-4113-959A-8D6F0360B87A","4DB688DB-86AA-44AA-B95F-1B14190FAE85",,"No Util Conflict Present",,"POINT (-73.8483934903502615 40.8786079940934712)",,,"2021-10-25 13:40:55.0000000",,"Expense",,,,,,,,,,"POINT (-73.84839349035026 40.87860799409347)"
"19098461","Tree Plant-Street Tree","Open",,"Staten Island","502.0","715L","OCEAN TERRACE","29323",,,,,,"Tree Planting",,,,"No Wood Debris",,,,,,,"5023D",,,,,,"E3F1B9CD-E734-43B7-AECF-940E3D13993D","5DC63203-7383-455F-BB01-1AFECBF9027A",,"No Util Conflict Present",,"POINT (-74.1062765830601080 40.6096803059927538)",,,"2022-09-27 16:45:00.0000000",,"Permitted",,,,,,,,,,"POINT (-74.10627658306011 40.609680305992754)"
"11138307","Block Pruning","Open",,"Bronx","201.0","*","*","NW SECTION",,"BP-X23","El Flamboyan Garden",,,"Block Pruning",,,,"No Wood Debris",,,,,,,"2012B",,,,,,"F090AF14-E79C-42C4-BD2F-84E5F4836FDF","DC2B7839-9197-4F19-86C7-1BD8254C8C3A",,"No Util Conflict Present",,"POINT (-73.9057551724381341 40.8137911335588655)",,,"2020-02-14 15:21:00.0000000",,"Expense",,,,,,,,,,"POINT (-73.90575517243813 40.813791133558865)"
"7486525","Tree Removal","Pending","5","Bronx","212.0",,,"tree #58",,,"Bronx River Parkway","X002-ZN03",,"Risk Mitigation",,,,"No Wood Debris",,,,,,,"2121C",,,,,,"93855E6A-7A3A-40DA-A840-1091032FFA67","CC46F76C-79B8-415D-AE19-1BC833568625",,"No Util Conflict Present",,"POINT (-73.8707055521712164 40.8754263027688225)",,,"2018-01-22 10:13:51.0000000","2018-11-15 22:20:59.0000000","Permitted",,,,,,,,,,"POINT (-73.87070555217122 40.87542630276882)"
"17437558","Block Pruning","Open",,"Manhattan","106.0","35","SUTTON PLACE","1F",,"BP-M23",,,,"Block Pruning",,,,"No Wood Debris",,"10022.0","5.0","28.0","73.0","12.0","1063B","23371","E 59 ST","SUTTON PL",,,"CD480ACA-9E6E-4675-88FF-99577D6708D7","AE01C534-893A-4B75-A947-1BA9B7D33379","1.0","No Util Conflict Present",,"POINT (-73.9597962422475774 40.7583721121433626)",,,"2022-04-13 14:57:59.0000000",,"Expense",,"Block Pruning",,,,,,,,"POINT (-73.95979624224758 40.75837211214336)"
"20059867","Block Pruning","Open",,"Bronx","204.0","/","/",,,"BP-X23","Mount Eden Malls",,,"Block Pruning",,,,"No Wood Debris",,,,,,,"2043B",,,,,,"5C24DD44-655D-4B5E-BB1F-307D70AEC0A3","DABB0EA7-261A-47B2-970A-1CA429DBB0CD",,"No Util Conflict Present",,"POINT (-73.9090875963968301 40.8428032091622981)",,,"2023-03-15 11:00:00.0000000",,"Expense",,,,,,,,,,"POINT (-73.90908759639683 40.8428032091623)"
"9088110","Pruning","Open","9","Queens","404.0",,,"20"" LP",,,"Hoffman Park",,,"Risk Mitigation",,,,"No Wood Debris",,,,,,,"4041D",,,,,,"2D61B188-5F42-4658-BBAD-835F61A95F13","8EF14324-BFFE-4C7A-930A-1E25D3017D1D",,"No Util Conflict Present",,"POINT (-73.8720525830784993 40.7331529573303541)",,,"2018-11-01 11:05:48.0000000","2018-11-01 15:05:49.0000000","In-House",,,,,,,,,,"POINT (-73.8720525830785 40.733152957330354)"
"11060798","Block Pruning","Open",,"Bronx","204.0","*","*","CENTRAL",,"BP-X23","College Avenue Garden",,,"Block Pruning",,,,"No Wood Debris",,,,,,,"2043B",,,,,,"1FE0C82E-B74D-4F03-9834-84EA4BE019EA","705602A8-8133-42CE-81F6-20830D61176F",,"No Util Conflict Present",,"POINT (-73.9098732163615040 40.8379869514852913)",,,"2020-01-29 18:56:00.0000000",,"Expense",,,,,,,,,,"POINT (-73.9098732163615 40.83798695148529)"
"14968137","Block Pruning","Open",,"Bronx","212.0","978","BURKE AVENUE","1F",,"BP-X21",,,,"Block Pruning",,,,"No Wood Debris",,"10469.0","12.0","36.0","83.0","16.0","2121E",,"BURKE AV","COLDEN AV",,,"9A6CDE47-CAE2-4C6E-9D1C-9D00604B3DA5","E80600C4-41C1-44C9-8498-21113B5FB100",,"No Util Conflict Present",,"POINT (-73.8590995228154412 40.8711937485532530)",,,"2021-08-30 12:58:15.0000000",,"Expense",,"Block Pruning",,,,,,,,"POINT (-73.85909952281544 40.87119374855325)"
"11098323","Block Pruning","Open",,"Bronx","203.0","*","*","EAST CENTRAL",,"BP-X23","Victory Garden",,,"Block Pruning",,,,"No Wood Debris",,,,,,,"2031B",,,,,,"BC888B67-89D7-4AC6-ADDF-440F17E30305","3D5E778A-2E6A-4AEA-9195-21105B1C4842",,"No Util Conflict Present",,"POINT (-73.9000338757209079 40.8353150382604611)",,,"2020-02-06 16:51:00.0000000",,"Expense",,,,,,,,,,"POINT (-73.90003387572091 40.83531503826046)"
"19549772","Stump Removal","Open",,"Brooklyn","313.0","1940","SHORE PARKWAY","1f",,"TRS-B23",,,,"Stump Removal",,,,"No Wood Debris",,"11214.0","43.0","23.0","46.0","11.0","3131C","65618","BAY   44 STREET","26 AVENUE",,,"25E4C9C0-C7D8-4029-A3F5-4184ED1FC083","76900D20-0648-49D9-B653-20E38DD46E4B",,"No Util Conflict Present",,"POINT (-73.9928135410892764 40.5884211679283169)",,,"2022-12-15 21:14:00.0000000",,"Expense",,,,,,,,,,"POINT (-73.99281354108928 40.58842116792832)"
"15158991","Tree Plant-Street Tree","Open",,"Brooklyn","303.0","521","PUTNAM AVENUE",,,,,,,"Tree Planting",,,,"No Wood Debris",,"11221.0","36.0","25.0","56.0","8.0","3033B","63708","PUTNAM AV","THROOP AV",,,"0F56CB29-91CE-4BD7-B894-B4F27DF2DBA0","0A0691E5-97EC-481C-9FF1-21BF857CAD1A",,"No Util Conflict Present",,"POINT (-73.9403814747644930 40.6851886166461938)",,,"2021-09-13 16:16:00.0000000",,"Permitted",,,,,,,,,,"POINT (-73.9403814747645 40.685188616646194)"
"19324324","Tree Plant-Park Tree","Pending",,"Queens","412.0","0","0","Z LPA 72X72 [RUFUS KING PARK] CRPHWA",,,"Rufus King Park",,,"Tree Planting",,,,"No Wood Debris",,,,,,,"4121C",,,,,,"85212F6C-D113-438F-AF23-EB1B46552D39","19224817-E3AA-4E9A-A444-21A113D04869",,"No Util Conflict Present",,"POINT (-73.8048286024952631 40.7038030487573792)",,,"2022-10-27 18:17:00.0000000",,"Capital",,,,,,,,,,"POINT (-73.80482860249526 40.70380304875738)"
"17603456","Stump Removal","Open",,"Bronx","208.0","3800","JOHNSON AVENUE","1M",,"TRS-X22",,,,"Stump Removal",,,,"No Wood Debris",,"10463.0","11.0","34.0","81.0","16.0","2082B","59514","HENRY HUDSON PKWY E","JOHNSON AV",,,"56B18BA0-F310-44EF-A893-57EC8D75FBD8","938C90EC-C2C8-40D9-A498-221EF6BAAE29",,"No Util Conflict Present",,"POINT (-73.9092002852125347 40.8886163758577581)",,,"2022-04-29 18:57:59.0000000",,"Expense",,,,,,,,,,"POINT (-73.90920028521253 40.88861637585776)"
"18903130","Stump Removal","Open",,"Brooklyn","355.0","0","park",,,"TRS-B23",,,,"Stump Removal",,,,"No Wood Debris",,,,,,,,,,,,,"1721529F-D97C-4681-B790-9C877F45A771","C4A6F51A-1156-41C4-AB19-22F7CC2CDB8A",,"No Util Conflict Present",,"POINT (-73.9676773342798413 40.6718891389063515)",,,"2022-08-29 18:34:00.0000000",,"Expense",,,,,,,,,,"POINT (-73.96767733427984 40.67188913890635)"
"20388945","Pruning","Open","8","Bronx","226.0",,,,,,"Van Cortlandt Park",,,"Risk Mitigation",,,,"No Wood Debris",,"10463.0","11.0","34.0","81.0","16.0",,,"BROADWAY","VAN CORTLANDT PARK S",,,"B862A3BC-1EBE-4E61-8254-F0A25B0965A2","0C40FEE4-2E2B-4F54-BA4C-22E806BAF5FA",,"No Util Conflict Present",,"POINT (-73.8984801114049077 40.8870490934366018)",,,"2023-04-20 15:15:36.0000000",,"In-House",,,,,,,,,,"POINT (-73.89848011140491 40.8870490934366)"
"11382032","Block Pruning","Open",,"Brooklyn","309.0","621","LEFFERTS AVE","3P",,"BP-B21","Hamilton Metz Field",,,"Block Pruning",,,,"No Wood Debris",,,,,,,"3092B",,,,,,"23B3E434-6E5F-470E-920A-08D3689BE8F7","C16314FF-55A8-458D-919F-22B99D744A62",,"No Util Conflict Present",,"POINT (-73.9404000698623491 40.6628549207342473)",,,"2020-03-24 12:49:00.0000000",,"Expense",,,,,,,,,,"POINT (-73.94040006986235 40.66285492073425)"
"11388874","Block Pruning","Open",,"Brooklyn","304.0","263","Suydam",,,"BP-B21","Maria Hernandez Park",,,"Block Pruning",,,,"No Wood Debris",,,,,,,"3041B",,,,,,"141DBEA6-0C57-4C74-B8E4-8829E4C6F42A","E45C4842-EA85-432D-ABD0-25519D47C672",,"No Util Conflict Present",,"POINT (-73.9239410172551032 40.7027207306265666)",,,"2020-03-24 19:26:00.0000000",,"Expense",,,,,,,,,,"POINT (-73.9239410172551 40.70272073062657)"
"16465026","Block Pruning","Open",,"Queens","405.0","59-78","FRESH POND RD","1F",,"BP-Q22",,,,"Block Pruning",,,,"No Wood Debris",,"11378.0","30.0","15.0","30.0","6.0","4051D","15025","59 DR","FRESH POND RD",,,"EFACAE08-8208-4272-9087-FE7C27F1DF1F","8C38276F-25BF-4FAE-8775-254B9B9CF45A",,"Electric Utility Open",,"POINT (-73.9020548427926656 40.7175002016185275)",,,"2022-02-02 17:30:18.0000000",,"Expense",,,,,,,,,,"POINT (-73.90205484279267 40.71750020161853)"
"637882","Pruning","Closed",,"Brooklyn","311.0",,,,"2015-07-06 13:30:47.0000000",,"Bensonhurst Park",,,"Risk Mitigation",,,,"All Wood Removed",,,,,,,"3115E",,,,,,"DC2C43C2-2747-4AEE-BB65-C96F924C7474","671A1C50-9609-4064-8E2B-2647E7D796F9",,"No Util Conflict Present",,"POINT (-74.0020594660426809 40.5960994662635386)","2015-07-06 13:52:30.0000000",,"2015-07-06 13:52:30.0000000","2018-04-26 15:34:01.0000000",,,,,,,,,,,"POINT (-74.00205946604268 40.59609946626354)"
"15899046","Block Pruning","Open",,"Bronx","211.0","2451","BARNES AVENUE","1F",,"BP-X22",,,,"Block Pruning",,,,"No Wood Debris",,"10467.0","13.0","34.0","80.0","14.0","2112C",,"BARNES AV","MACE AV",,,"4E94AA1F-B4DF-466E-9A13-E089AEC15197","C6D5ED28-65E6-49FD-A22B-2639C62DD34C",,"No Util Conflict Present",,"POINT (-73.8636759213629404 40.8626834668740955)",,,"2021-11-24 16:31:29.0000000",,"Expense",,"Block Pruning",,,,,,,,"POINT (-73.86367592136294 40.862683466874095)"
"19881841","Misc Work","Open",,"Queens","404.0","85-018","57 ROAD",,,"EAB-TRT-Q23",,,,"Misc Work",,,,"No Wood Debris",,,,,,,,,,,,,"F2C718CC-FEAC-46C5-8286-0A70220AA497","9A58E814-F711-471D-BB0A-2635B2970484",,"No Util Conflict Present",,"POINT (-73.8758349021858152 40.7317703045495989)",,,"2023-02-14 16:09:00.0000000",,"Expense",,,,"40.731675","-73.875691","475","4065471","4028830008","Elmhurst","POINT (-73.87583490218582 40.7317703045496)"
"10885170","Block Pruning","Open",,"Brooklyn","316.0","*","*","SE SECTION",,"BP-B20","Fantasy Garden",,,"Block Pruning",,,,"No Wood Debris",,,,,,,"3162B",,,,,,"BF1BA74E-C0FE-4E6E-9275-C6988090E07E","97A11480-34A0-4167-B7B7-25FD4D4325BB",,"No Util Conflict Present",,"POINT (-73.9168562094388477 40.6642869560529121)",,,"2019-12-30 17:05:00.0000000",,"Expense",,,"Acer platanoides - Norway maple",,,,,,,"POINT (-73.91685620943885 40.66428695605291)"
"16596547","Block Pruning","Open",,"Brooklyn","313.0","3121","SURF AVENUE","2F",,"BP-B22",,,,"Block Pruning",,,,"No Wood Debris",,"11224.0","47.0","23.0","46.0","8.0","3132B",,"SURF AV","W 32 ST",,,"450A45BB-FD77-4945-A245-B58A3BEBB9BD","16E58C76-60A6-4F3A-8A04-26DD0D23C72D",,"No Util Conflict Present",,"POINT (-73.9977362079113874 40.5728474186314259)",,,"2022-02-11 14:11:20.0000000",,"Expense",,"Block Pruning",,,,,,,,"POINT (-73.99773620791139 40.572847418631426)"
"19770544","Stump Removal","Open",,"Brooklyn","316.0","2304","ATLANTIC AVENUE","1x",,"TRS-B23",,,,"Stump Removal",,,,"No Wood Debris",,"11233.0","37.0","25.0","55.0","8.0","3161B",,"EASTERN PARKWAY","MONACO PLACE",,,"2A93A893-6DF0-4372-8235-504FE30D729B","02E2C6EB-6B6A-4ECC-9554-28DC51647D00",,"No Util Conflict Present",,"POINT (-73.9089605660766154 40.6762290446373456)",,,"2023-01-27 20:01:00.0000000",,"Expense",,,,,,,,,,"POINT (-73.90896056607662 40.676229044637346)"
"11190035","Block Pruning","Open",,"Queens","401.0","ST MICHAEL","ST MICHAEL'S PLAYGROUND",,,"BP-Q20","St. Michael's Playground",,,"Block Pruning",,,,"No Wood Debris",,,,,,,"4015D",,,,,,"4F764754-D6F9-4FE1-95F9-90C95F0357AA","945BCE37-D5B0-4D10-B51C-292BC166C7DC",,"No Util Conflict Present",,"POINT (-73.8999811598912544 40.7582998668388825)",,,"2020-02-25 14:07:00.0000000",,"Expense",,,,,,,,,,"POINT (-73.89998115989125 40.75829986683888)"
"12357092","Misc Wood","Open","6","Queens","404.0","40-049","WARREN STREET",,,,,,,"Post-Failure Tree/Debris Removal",,,,"Unprocessed Wood",,"11373.0","21.0","13.0","34.0","14.0","4042D","80448","41 AVENUE","40 ROAD",,,,"0CCA9DE1-07E0-42A4-B665-2A5251002597",,"No Util Conflict Present",,"POINT (-73.8695553988936808 40.7477992474155073)",,,"2020-08-10 20:09:00.0000000",,"In-House",,"Storm",,,,,,,,"POINT (-73.86955539889368 40.74779924741551)"
"7047255","Canopy Reduction","Closed","4","Brooklyn","313.0","0","park",,"2017-11-11 05:00:00.0000000",,"West Playground",,,"Risk Mitigation",,,,"No Wood Debris",,,,,,,"3131E",,,,,,"770891A6-9396-42E5-ABA0-54AC160F2065","A64AB310-65A6-4387-AD7D-29D13B2F37E0",,"No Util Conflict Present",,"POINT (-73.9696480276939212 40.5865369751670073)","2017-11-14 21:20:00.0000000",,"2017-11-01 15:07:00.0000000","2017-11-14 21:20:00.0000000","In-House",,,,,,,,,,"POINT (-73.96964802769392 40.58653697516701)"
"17399650","Block Pruning","Open",,"Brooklyn","301.0","475","DRIGGS AVENUE","1f",,"BP-B22",,,,"Block Pruning",,,,"No Wood Debris",,"11211.0","33.0","26.0","50.0","12.0","3011A","45586","DRIGGS AV","N 11 ST",,,"5D30AAB5-4AED-490C-B3C0-826A6BBD5B6C","92006297-8BA7-467C-B156-29BFDA450DD1","0.0","No Util Conflict Present",,"POINT (-73.9540862414712308 40.7191345403210860)",,,"2022-04-08 16:27:41.0000000",,"Expense",,"Block Pruning",,,,,,,,"POINT (-73.95408624147123 40.719134540321086)"
"10459748","Block Pruning","Open",,"Manhattan","110.0","*","*","SOUTH END",,"BP-M19","Garden Of Love",,,"Block Pruning",,,,"No Wood Debris",,,,,,,"1101A",,,,,,"797D98A5-52AE-43F9-A59E-45C00D6490B2","EE2BC6B6-CAF1-412E-90A3-2CD59001C5F0",,"No Util Conflict Present",,"POINT (-73.9561141313619288 40.8043172757598143)",,,"2019-10-31 15:51:00.0000000",,"Expense",,,,,,,,,,"POINT (-73.95611413136193 40.804317275759814)"
"6162489","Pruning","Closed",,"Brooklyn","318.0","0","0","AMPS","2017-04-22 04:00:00.0000000",,"Breukelen Ballfields",,,"Risk Mitigation",,,,"No Wood Debris",,,,,,,,,,,,,,"2A9495DC-6036-4A36-A097-2E078B47F00C",,"No Util Conflict Present",,"POINT (-73.8933054629069801 40.6541053323406416)","2017-04-25 14:11:00.0000000",,"2017-04-24 14:48:00.0000000","2017-04-25 14:11:00.0000000","In-House",,,,,,,,,,"POINT (-73.89330546290698 40.65410533234064)"
"4585461","Block Pruning","Closed",,"Manhattan","108.0","1160","PARK AVENUE",,"2016-03-19 04:00:00.0000000","BP-20150000962",,,,"Block Pruning",,,,"All Wood Removed",,,,,,,,,,,,,,"0ECEF782-1295-43E5-BDED-2DE20C08C069",,"No Util Conflict Present",,"POINT (-73.9544436123650399 40.7842782225195961)","2016-08-25 17:39:00.0000000",,"2016-08-25 17:39:00.0000000","2016-08-25 17:39:00.0000000","Expense",,"Commitment",,,,,,,,"POINT (-73.95444361236504 40.784278222519596)"
"11055358","Block Pruning","Open",,"Bronx","201.0","*","*","NORTH CENTRAL",,"BP-X23","Brook Park",,,"Block Pruning",,,,"No Wood Debris",,,,,,,"2011A",,,,,,"8C5CD8E2-D6D7-48E2-A07D-D9CC8E9C5ACA","9B8AF1DA-15B4-4220-916E-2DDB9D50602D",,"No Util Conflict Present",,"POINT (-73.9186836089634340 40.8096111918925786)",,,"2020-01-29 14:23:00.0000000",,"Expense",,,,,,,,,,"POINT (-73.91868360896343 40.80961119189258)"
"16385798","Block Pruning","Open",,"Brooklyn","315.0","2401","AVENUE R","1S",,"BP-B22",,,,"Block Pruning",,,,"No Wood Debris",,"11229.0","48.0","17.0","41.0","9.0","3152D",,"AV R","E 24 ST",,,"279658C2-FECB-406D-A786-3B08803CE0F3","98F223D6-068E-4C5F-90E8-2F57158F0A0B",,"No Util Conflict Present",,"POINT (-73.9489049637536340 40.6070762936116338)",,,"2022-01-27 15:40:21.0000000",,"Expense",,"Block Pruning",,,,,,,,"POINT (-73.94890496375363 40.607076293611634)"
"16880183","Stump Removal","Open",,"Bronx","211.0","2188","WHITE PLAINS ROAD","IFO",,"TRS-X22",,,,"Stump Removal",,,,"All Wood Removed",,"10462.0","13.0","34.0","80.0","14.0","2111C",,"PELHAM PKWY S","WHITE PLAINS RD",,,"D02ABBF4-CECB-44C1-A8E1-58DBD386B312","0ADDD659-C090-42E8-BFF8-30117CBDF897",,"No Util Conflict Present",,"POINT (-73.8675042257254546 40.8561897153246321)",,,"2022-03-01 22:49:49.0000000",,"Expense",,,,,,,,,,"POINT (-73.86750422572545 40.85618971532463)"
"18785903","Pruning","Open","8","Brooklyn","305.0","153","LOGAN STREET","1f",,,,,,"Risk Mitigation",,,,"No Wood Debris",,"11208.0","37.0","18.0","54.0","7.0","3052E","74172","FORCE TUBE AV","LOGAN ST",,,"F762FC94-A73B-4BE6-9104-89830A9B7670","1310011A-FDDA-47A0-A493-300F6BCD0BCF",,"No Util Conflict Present",,"POINT (-73.8780706753088765 40.6830872293032755)",,,"2022-08-17 17:18:11.0000000",,"In-House",,,,,,,,,,"POINT (-73.87807067530888 40.683087229303275)"
"20006819","Pruning","Open","9","Brooklyn","315.0","31","CASS PLACE","1f",,,,,,"Risk Mitigation",,,,"No Wood Debris",,"11235.0","48.0","23.0","45.0","8.0","3153C","85308","CASS PL","CORBIN PL",,,"85ADE191-CD00-41B4-884D-21D429614C74","CBA37BF1-025B-4B52-855F-2FAF37DD3EE8",,"No Util Conflict Present",,"POINT (-73.9550233605373961 40.5821270733088681)",,,"2023-03-06 16:41:20.0000000",,"In-House",,,,,,,,,,"POINT (-73.9550233605374 40.58212707330887)"
"3815657","Tree Removal","Closed",,"Queens","407.0","Q458","Fort Totten Park",,"2016-06-11 04:00:00.0000000",,,,,"Risk Mitigation",,,,"No Wood Debris",,,,,,,,,,,,,"AA23D9A3-83A3-4900-A785-F6CD76E6E514","70ED37A1-3EB9-4CC6-8BBA-3331CE3E4AF8",,"No Util Conflict Present",,"POINT (-73.7776011793682187 40.7940885682693093)","2016-06-13 13:48:00.0000000",,"2016-06-13 13:48:00.0000000",,"In-House",,,,,,,,,,"POINT (-73.77760117936822 40.79408856826931)"
"10427605","Tree Removal","Open","7","Bronx","201.0",,,,,,"People's Park",,,"Risk Mitigation",,,,"No Wood Debris",,,,,,,"2012A",,,,,,"4EB16667-98CD-47B2-AB0D-3615377DC15D","D915A9F9-C067-4155-B466-332905DE5E1D",,"No Util Conflict Present",,"POINT (-73.9174485716294782 40.8096051889699751)",,,"2019-08-14 13:05:54.0000000","2019-08-14 17:05:54.0000000","Permitted",,,,,,,,,,"POINT (-73.91744857162948 40.809605188969975)"
"10815690","Block Pruning","Open",,"Brooklyn","305.0","*","*","CENTER",,"BP-B20","Success Garden",,,"Block Pruning",,,,"No Wood Debris",,,,,,,"3054C",,,,,,"307B1DAF-2581-4CDF-A7B6-EDA6126F9CBE","FA6E4F19-10B9-4F58-AA82-32D37F3E0A59",,"No Util Conflict Present",,"POINT (-73.8973890901526573 40.6645241146698737)",,,"2019-12-16 14:04:00.0000000",,"Expense",,,"Ilex - holly",,,,,,,"POINT (-73.89738909015266 40.664524114669874)"
"14323056","Tree Removal","Open","7","Bronx","207.0","/","/",,,,"St. James Park",,,"Risk Mitigation",,,,"No Wood Debris",,,,,,,"2071A",,,,,,"467FD8B2-367F-4892-B25C-2DFDA8F0FC8D","7689B7FA-7067-4FAB-9C61-337B19B5A50B",,"No Util Conflict Present",,"POINT (-73.8993011735784080 40.8644807882630090)",,,"2021-06-24 20:56:00.0000000","2021-06-24 20:56:44.0000000","In-House",,,,,,,,,,"POINT (-73.89930117357841 40.86448078826301)"
"11059905","Stump Removal","Open",,"Bronx","206.0","*","*","EAST SIDE",,"TRS-X20","Farm in the Bronx",,,"Stump Removal",,,,"No Wood Debris",,,,,,,"2061B",,,,,,"D7122C54-D1FC-4682-93E8-66CDCC8764A1","2E66A469-98B1-4787-88B6-3364890B3B64",,"No Util Conflict Present",,"POINT (-73.8937596771704364 40.8534316700577662)",,,"2020-01-29 19:35:00.0000000",,"Expense",,,,,,,,,,"POINT (-73.89375967717044 40.853431670057766)"
"11067257","Stump Removal","Open",,"Queens","407.0","0","0","NEAR SWINGS",,"TRS-Q20","Four Winds Playground",,,"Stump Removal",,,,"No Wood Debris",,,,,,,"4072E",,,,,,"3615BE09-F077-4253-B604-44659A276099","CC583AD6-F2E2-48A0-97D3-344DDEC7B842",,"No Util Conflict Present",,"POINT (-73.8079585690181972 40.7424305558232263)",,,"2020-01-30 17:16:00.0000000",,"Expense",,,,,,,,,,"POINT (-73.8079585690182 40.742430555823226)"
"20944572","Stump Removal","Open",,"Queens","404.0","40-15","NATIONAL STREET","1SX",,"TRS-Q23",,,,"Stump Removal",,,,"No Wood Debris",,"11368.0","21.0","13.0","39.0","14.0","4043C","103680","103 ST","41 AV",,,"6172749C-77B9-43B4-902E-DF520CCF3675","65B528A6-1F5C-4E41-88FA-341BB90B9740",,"No Util Conflict Present",,"POINT (-73.8627710757994862 40.7488364324259251)",,,"2023-06-23 13:25:15.0000000",,"Expense",,,,,,,,,,"POINT (-73.86277107579949 40.748836432425925)"
"11244716","Block Pruning","Open",,"Queens","409.0","86-014","WOODHAVEN BOULEVARD","1F",,"BP-Q21",,,,"Block Pruning",,,,"No Wood Debris",,"11421.0","32.0","15.0","38.0","7.0","4092E",,"86 ROAD","86 AVENUE",,,"048E1D7E-E8C2-4BD7-AC33-B6CF4299C0A5","7BBB9EB4-5DFD-4075-885D-340B03C2AF76",,"No Util Conflict Present",,"POINT (-73.8529139635017486 40.6949909082207242)",,,"2020-03-04 15:53:00.0000000",,"Expense",,,,,,,,,,"POINT (-73.85291396350175 40.694990908220724)"
"17375496","Block Pruning","Open",,"Brooklyn","301.0","254","BEDFORD AV","1X",,"BP-B22",,,,"Block Pruning",,,,"No Wood Debris",,"11211.0","34.0","18.0","50.0","12.0","3012B","38284","BEDFORD AV","N 3 ST",,,"F1104743-3237-4ADE-A391-C9D0A64CD64C","D6ED8325-B25E-43FD-9CA6-34086F4B5E42",,"No Util Conflict Present",,"POINT (-73.9601583766038857 40.7154716831655819)",,,"2022-04-06 16:22:52.0000000",,"Expense",,"Block Pruning",,,,,,,,"POINT (-73.96015837660389 40.71547168316558)"
"3127991","Tree Removal","Open","6","Bronx","226.0","/","/",,,,"Van Cortlandt Park","X092-ZN15",,"Risk Mitigation",,,,"No Wood Debris",,,,,,,,,,,,,"3DE9EFF7-A3D8-46C7-A9D1-0228F093422B","D9861BBF-3A66-4248-B638-35381C38834B",,"No Util Conflict Present",,"POINT (-73.8913800758093089 40.8853597892523482)",,,"2016-03-25 11:01:00.0000000","2016-03-26 15:31:00.0000000","In-House",,,,,,,,,,"POINT (-73.89138007580931 40.88535978925235)"
"19200790","Stump Removal","Open",,"Bronx","210.0","742","WILCOX AVENUE","IFO",,"TRS-X23",,,,"Stump Removal",,,,"All Wood Removed",,"10465.0","13.0","34.0","82.0","14.0","2102D","64563","PHILIP AV","WILCOX AV",,,"163126D7-340B-42E1-9981-C1D37B5970E7","123A068C-6F41-4087-9DA6-3535CE12DCEC",,"No Util Conflict Present",,"POINT (-73.8166721786428326 40.8302675226617993)",,,"2022-10-12 17:40:02.0000000",,"Expense",,,,,,,,,,"POINT (-73.81667217864283 40.8302675226618)"
