"school_year","busbreakdown_id","run_type","bus_no","route_number","reason","schools_serviced","occurred_on","created_on","boro","bus_company_name","how_long_delayed","number_of_students_on_the_bus","has_contractor_notified_schools","has_contractor_notified_parents","have_you_alerted_opt","informed_on","incident_number","last_updated_on","breakdown_or_running_late","school_age_or_prek"
"2015-2016","1227653","General Ed AM Run","706","R1275","Heavy Traffic","31011","2015-11-06T06:05:00.000","2015-11-06T06:17:00.000","Staten Island","PIONEER TRANSPORTATION CO","15-20MINS","0","Yes","No","No","2015-11-06T06:17:00.000",,"2015-11-06T06:17:47.000","Running Late","School-Age"
"2015-2016","1227656","General Ed AM Run","2706","K1606","Heavy Traffic","16005","2015-11-06T06:21:00.000","2015-11-06T06:23:00.000","Brooklyn","MV TRANSPORTATION, INC.","1hr","0","Yes","No","Yes","2015-11-06T06:23:00.000",,"2015-11-06T06:23:03.000","Running Late","School-Age"
"2015-2016","1227658","Special Ed AM Run","2120","X040","Heavy Traffic","10085","2015-11-06T06:15:00.000","2015-11-06T06:23:00.000","Bronx","PIONEER TRANSPORTATION CO","15 minutes","0","Yes","No","No","2015-11-06T06:23:00.000",,"2015-11-06T06:23:37.000","Running Late","School-Age"
"2015-2016","1227659","Special Ed AM Run","48275","Q946","Other","24422","2015-11-06T06:22:00.000","2015-11-06T06:25:00.000","Queens","BORO TRANSIT, INC.","45 MINUTES","0","Yes","No","No","2015-11-06T06:25:00.000",,"2015-11-06T06:25:39.000","Running Late","School-Age"
"2015-2016","1227660","Special Ed AM Run","08436","X847","Heavy Traffic","28488","2015-11-06T06:20:00.000","2015-11-06T06:25:00.000","Queens","HOYT TRANSPORTATION CORP.","15 mint","0","Yes","Yes","No","2015-11-06T06:25:00.000",,"2015-11-06T07:04:06.000","Running Late","School-Age"
"2015-2016","1227662","Special Ed AM Run","48180","K827","Other","22541","2015-11-06T06:26:00.000","2015-11-06T06:27:00.000","Brooklyn","BORO TRANSIT, INC.",,"0","Yes","No","No","2015-11-06T06:27:00.000",,"2015-11-06T06:27:11.000","Running Late","School-Age"
"2015-2016","1227663","Special Ed AM Run","6013","X060","Heavy Traffic","07449","2015-11-06T06:23:00.000","2015-11-06T06:28:00.000","Bronx","PIONEER TRANSPORTATION CO","15 minutes","0","Yes","No","No","2015-11-06T06:28:00.000",,"2015-11-06T06:28:05.000","Running Late","School-Age"
"2015-2016","1227664","Special Ed AM Run","6228","P541","Heavy Traffic","28695,29238","2015-11-06T06:25:00.000","2015-11-06T06:29:00.000","Queens","JOFAZ TRANSPORTATION INC.","45miin","0","Yes","Yes","No","2015-11-06T06:29:00.000",,"2015-11-06T06:29:45.000","Running Late","School-Age"
"2017-2018","1418988","Special Ed AM Run","31325","K432","Problem Run","15003,15460","2018-03-08T07:40:00.000","2018-03-08T07:43:00.000","Brooklyn","BORO TRANSIT, INC.","16-30 Min","0","Yes","Yes","No","2018-03-08T07:43:00.000",,"1900-01-01T00:00:00.000","Running Late","School-Age"
"2017-2018","1420938","General Ed AM Run","2281","K1426","Other","14037","2018-03-14T07:48:00.000","2018-03-14T07:53:00.000","Brooklyn","ALLIED TRANSIT CORP.","0-15 Min","29","Yes","No","No","2018-03-14T07:53:00.000",,"1900-01-01T00:00:00.000","Running Late","School-Age"
"2017-2018","1421913","General Ed AM Run","014","R1039","Heavy Traffic","31051","2018-03-19T06:24:00.000","2018-03-19T06:25:00.000","Staten Island","PIONEER TRANSPORTATION CORP","16-30 Min","0","Yes","No","No","2018-03-19T06:25:00.000",,"1900-01-01T00:00:00.000","Running Late","School-Age"
"2017-2018","1421933","Special Ed AM Run","8924D","N606","Won`t Start","75691","2018-03-19T06:29:00.000","2018-03-19T06:30:00.000","Nassau County","LOGAN BUS COMPANY INC.",,"0","Yes","Yes","No","2018-03-19T06:30:00.000",,"2018-03-19T11:39:30.000","Breakdown","School-Age"
"2015-2016","1227665","Special Ed AM Run","TNO407","L641","Won`t Start","15628","2015-11-06T06:15:00.000","2015-11-06T06:29:00.000","Manhattan","TWENTY FIRST AV TRANSP (B","20mins","0","No","No","No","2015-11-06T06:29:00.000",,"2015-11-06T06:29:59.000","Running Late","School-Age"
"2015-2016","1227666","Special Ed AM Run","2092","X714","Heavy Traffic","11370","2015-11-06T06:28:00.000","2015-11-06T06:30:00.000","Bronx","RELIANT TRANS, INC. (B232","20 MIN","0","No","No","Yes","2015-11-06T06:30:00.000",,"2015-11-06T06:30:18.000","Running Late","School-Age"
"2015-2016","1227668","Special Ed AM Run","11581","X413","Heavy Traffic","12084","2015-11-06T06:20:00.000","2015-11-06T06:31:00.000","Bronx","PRIDE TRANSPORTATION (SCH","40 Minutes","0","Yes","Yes","Yes","2015-11-06T06:31:00.000",,"2015-11-06T06:31:31.000","Running Late","School-Age"
"2015-2016","1227670","Special Ed AM Run","TNO423","M325","Won`t Start","02566","2015-11-06T06:25:00.000","2015-11-06T06:33:00.000","Manhattan","TWENTY FIRST AV TRANSP (B","10-15mins","0","No","No","No","2015-11-06T06:33:00.000",,"2015-11-06T06:33:34.000","Running Late","School-Age"
"2015-2016","1227671","Special Ed AM Run","6200","P653","Mechanical Problem","30145","2015-11-06T06:20:00.000","2015-11-06T06:35:00.000","Queens","JOFAZ TRANSPORTATION INC.",,"0","Yes","Yes","No","2015-11-06T06:35:00.000",,"2015-11-06T07:14:42.000","Breakdown","School-Age"
"2015-2016","1227672","Special Ed AM Run","8936D","P305","Flat Tire","27874","2015-11-06T06:32:00.000","2015-11-06T06:36:00.000","Queens","LOGAN BUS COMPANY INC.",,"0","Yes","Yes","No","2015-11-06T06:36:00.000",,"2015-11-06T08:11:41.000","Breakdown","School-Age"
"2015-2016","1227673","Special Ed AM Run","1500","M167","Heavy Traffic","06153","2015-11-06T06:36:00.000","2015-11-06T06:36:00.000","Manhattan","LEESEL TRANSP CORP (B2192","30","3","Yes","Yes","No","2015-11-06T06:36:00.000",,"2015-11-06T06:36:48.000","Running Late","School-Age"
"2015-2016","1227674","Special Ed AM Run","85","M178","Heavy Traffic","02035","2015-11-06T06:31:00.000","2015-11-06T06:37:00.000","Manhattan","CAREFUL BUS","30min","2","Yes","Yes","No","2015-11-06T06:37:00.000",,"2015-11-06T06:37:22.000","Running Late","School-Age"
"2015-2016","1227675","Special Ed AM Run","14100","M179","Heavy Traffic","06322","2015-11-06T06:37:00.000","2015-11-06T06:37:00.000","Manhattan","LEESEL TRANSP CORP (B2192","30","1","Yes","Yes","No","2015-11-06T06:37:00.000",,"2015-11-06T06:37:36.000","Running Late","School-Age"
"2015-2016","1227676","Special Ed AM Run","8013","M497","Heavy Traffic","03279","2015-11-06T06:20:00.000","2015-11-06T06:38:00.000","Manhattan","LEESEL TRANSP CORP (B2192","30","1","Yes","Yes","Yes","2015-11-06T06:38:00.000",,"2015-11-06T06:38:11.000","Running Late","School-Age"
"2015-2016","1227677","Special Ed AM Run","11267","X417","Heavy Traffic","12486","2015-11-06T06:25:00.000","2015-11-06T06:39:00.000","Bronx","PRIDE TRANSPORTATION (SCH","45 Minutes","0","Yes","Yes","Yes","2015-11-06T06:39:00.000",,"2015-11-06T06:39:01.000","Running Late","School-Age"
"2015-2016","1227678","Special Ed AM Run","1427","M185","Heavy Traffic","01400","2015-11-06T06:38:00.000","2015-11-06T06:39:00.000","Manhattan","LEESEL TRANSP CORP (B2192","20","2","Yes","Yes","No","2015-11-06T06:39:00.000",,"2015-11-06T06:39:02.000","Running Late","School-Age"
"2015-2016","1227679","Special Ed AM Run","2008","L541","Heavy Traffic","13265","2015-11-06T06:37:00.000","2015-11-06T06:40:00.000","Brooklyn","RELIANT TRANS, INC. (B232","20","1","Yes","No","No","2015-11-06T06:40:00.000",,"2015-11-06T06:40:07.000","Running Late","School-Age"
"2015-2016","1227680","Special Ed AM Run","1472","M196","Heavy Traffic","02006","2015-11-06T06:40:00.000","2015-11-06T06:40:00.000","Manhattan","LEESEL TRANSP CORP (B2192","30","3","Yes","Yes","No","2015-11-06T06:40:00.000",,"2015-11-06T06:40:28.000","Running Late","School-Age"
"2015-2016","1227681","Special Ed AM Run","2019","K294","Other","16308","2015-11-06T06:30:00.000","2015-11-06T06:40:00.000","Brooklyn","EMPIRE CHARTER SERVICE IN","20-30 min","2","Yes","Yes","No","2015-11-06T06:40:00.000",,"2015-11-06T06:40:38.000","Running Late","School-Age"
"2015-2016","1227682","Special Ed AM Run","2301","R536","Heavy Traffic","31435","2015-11-06T06:40:00.000","2015-11-06T06:41:00.000","Staten Island","RELIANT TRANS, INC. (B232",,"0","Yes","Yes","Yes","2015-11-06T06:41:00.000",,"2015-11-06T06:41:24.000","Running Late","School-Age"
"2015-2016","1227683","Special Ed AM Run","1424","M197","Heavy Traffic","02006","2015-11-06T06:40:00.000","2015-11-06T06:41:00.000","Manhattan","LEESEL TRANSP CORP (B2192","20","1","Yes","Yes","No","2015-11-06T06:41:00.000",,"2015-11-06T06:41:31.000","Running Late","School-Age"
"2015-2016","1227684","Special Ed AM Run","594D","X890","Heavy Traffic","11153","2015-11-06T06:37:00.000","2015-11-06T06:41:00.000","Bronx","LITTLE LISA BUS CO. INC.","20 mins.","0","Yes","Yes","No","2015-11-06T06:41:00.000",,"2015-11-06T08:13:19.000","Running Late","School-Age"
"2015-2016","1227685","Special Ed AM Run","6004","X051","Heavy Traffic","07475","2015-11-06T06:28:00.000","2015-11-06T06:42:00.000","Bronx","PIONEER TRANSPORTATION CO","15 minutes","0","Yes","No","No","2015-11-06T06:42:00.000",,"2015-11-06T06:42:07.000","Running Late","School-Age"
"2015-2016","1227687","Special Ed AM Run","1403","M367","Heavy Traffic","02533","2015-11-06T06:42:00.000","2015-11-06T06:42:00.000","Manhattan","LEESEL TRANSP CORP (B2192","15","1","Yes","Yes","No","2015-11-06T06:42:00.000",,"2015-11-06T06:42:56.000","Running Late","School-Age"
"2015-2016","1227688","Special Ed AM Run","1403","M367","Heavy Traffic","02533","2015-11-06T06:43:00.000","2015-11-06T06:43:00.000","Manhattan","LEESEL TRANSP CORP (B2192","15","2","Yes","Yes","No","2015-11-06T06:43:00.000",,"2015-11-06T06:43:48.000","Running Late","School-Age"
"2015-2016","1214953","Pre-K/EI","GV0365","3","Heavy Traffic","C579","2015-09-16T07:57:00.000","2015-09-16T07:58:00.000","Bronx","G.V.C., LTD.","10MIN","4","Yes","Yes","No","2015-09-16T07:58:00.000",,"2015-09-16T07:58:19.000","Running Late","Pre-K"
"2015-2016","1215730","Special Ed AM Run","5628D","Q363","Heavy Traffic","26177","2015-09-18T07:50:00.000","2015-09-18T07:04:00.000","Queens","LORINDA ENT. LTD.","45MINS","0","Yes","Yes","No","2015-09-18T07:04:00.000",,"2015-09-18T07:04:29.000","Running Late","School-Age"
"2015-2016","1227689","Special Ed AM Run","NI1504","K238","Won`t Start","21239","2015-11-06T06:30:00.000","2015-11-06T06:44:00.000","Brooklyn","NEW DAWN TRANSIT, LLC (B2","15","0","Yes","Yes","No","2015-11-06T06:44:00.000",,"2015-11-06T06:44:18.000","Running Late","School-Age"
"2015-2016","1227690","Special Ed AM Run","1386","M486","Heavy Traffic","02419","2015-11-06T06:44:00.000","2015-11-06T06:44:00.000","Manhattan","LEESEL TRANSP CORP (B2192","20","2","Yes","Yes","No","2015-11-06T06:44:00.000",,"2015-11-06T06:44:28.000","Running Late","School-Age"
"2015-2016","1227691","Special Ed AM Run","1354","M521","Heavy Traffic","02566","2015-11-06T06:44:00.000","2015-11-06T06:45:00.000","Manhattan","LEESEL TRANSP CORP (B2192","1354","2","Yes","Yes","No","2015-11-06T06:45:00.000",,"2015-11-06T06:45:16.000","Running Late","School-Age"
"2015-2016","1227692","Special Ed AM Run","1388","M525","Heavy Traffic","02011","2015-11-06T06:45:00.000","2015-11-06T06:45:00.000","Manhattan","LEESEL TRANSP CORP (B2192","1388","2","Yes","Yes","No","2015-11-06T06:45:00.000",,"2015-11-06T06:45:48.000","Running Late","School-Age"
"2015-2016","1227693","Special Ed AM Run","1470","M542","Heavy Traffic","02533","2015-11-06T06:46:00.000","2015-11-06T06:46:00.000","Manhattan","LEESEL TRANSP CORP (B2192","20","3","Yes","Yes","No","2015-11-06T06:46:00.000",,"2015-11-06T06:46:19.000","Running Late","School-Age"
"2015-2016","1227694","Special Ed AM Run","21288","X429","Heavy Traffic","08152","2015-11-06T06:30:00.000","2015-11-06T06:46:00.000","Bronx","PRIDE TRANSPORTATION (SCH","30 Minutes","0","Yes","Yes","Yes","2015-11-06T06:46:00.000",,"2015-11-06T06:46:24.000","Running Late","School-Age"
"2015-2016","1227699","General Ed AM Run","2407","K1518","Other","15029","2015-11-06T06:39:00.000","2015-11-06T06:48:00.000","Brooklyn","ALL AMERICAN SCHOOL BUS C",,"0","Yes","No","No","2015-11-06T06:48:00.000",,"2015-11-06T07:26:52.000","Breakdown","School-Age"
"2015-2016","1227700","Special Ed AM Run","2113","K077","Other","14380","2015-11-06T06:40:00.000","2015-11-06T06:49:00.000","Brooklyn","NEW DAWN TRANSIT, LLC (B2","15","3","Yes","Yes","No","2015-11-06T06:49:00.000",,"2015-11-06T06:49:22.000","Running Late","School-Age"
"2015-2016","1227701","Pre-K/EI","0047","18 AM","Flat Tire","C074","2015-11-06T06:30:00.000","2015-11-06T06:49:00.000","Brooklyn","PENNY TRANSPORTATION","35 Minutes","0","Yes","Yes","No","2015-11-06T06:49:00.000",,"2015-11-06T06:49:06.000","Running Late","Pre-K"
"2015-2016","1227705","Pre-K/EI","0047","18 AM","Flat Tire","C249","2015-11-06T06:30:00.000","2015-11-06T06:50:00.000","Brooklyn","PENNY TRANSPORTATION","35 Minutes","0","Yes","Yes","No","2015-11-06T06:50:00.000",,"2015-11-06T06:50:26.000","Running Late","Pre-K"
"2015-2016","1227706","Special Ed AM Run","1436","M744","Heavy Traffic","04671","2015-11-06T06:50:00.000","2015-11-06T06:50:00.000","Manhattan","LEESEL TRANSP CORP (B2192","30","1","Yes","Yes","No","2015-11-06T06:50:00.000",,"2015-11-06T06:50:30.000","Running Late","School-Age"
"2015-2016","1227710","Special Ed AM Run","1389","M786","Heavy Traffic","03481","2015-11-06T06:51:00.000","2015-11-06T06:53:00.000","Manhattan","LEESEL TRANSP CORP (B2192","15","1","Yes","Yes","No","2015-11-06T06:53:00.000",,"2015-11-06T06:53:22.000","Running Late","School-Age"
"2015-2016","1227711","Special Ed AM Run","1603","M879","Heavy Traffic","03475","2015-11-06T06:53:00.000","2015-11-06T06:54:00.000","Manhattan","LEESEL TRANSP CORP (B2192","1603","2","Yes","Yes","No","2015-11-06T06:54:00.000",,"2015-11-06T06:54:15.000","Running Late","School-Age"
"2015-2016","1227712","Special Ed AM Run","1138","X090","Other","07644","2015-11-06T06:50:00.000","2015-11-06T06:54:00.000","Bronx","PIONEER TRANSPORTATION CO","15 minutes","1","Yes","No","No","2015-11-06T06:54:00.000",,"2015-11-06T06:54:31.000","Running Late","School-Age"
"2015-2016","1227713","General Ed AM Run","608","R1152","Heavy Traffic","31013","2015-11-06T06:51:00.000","2015-11-06T06:54:00.000","Staten Island","PIONEER TRANSPORTATION CO","20-30MINS","0","Yes","No","No","2015-11-06T06:54:00.000",,"2015-11-06T06:54:42.000","Running Late","School-Age"
"2015-2016","1227714","Special Ed AM Run","1458","M941","Heavy Traffic","05030","2015-11-06T06:54:00.000","2015-11-06T06:54:00.000","Manhattan","LEESEL TRANSP CORP (B2192","30","2","Yes","Yes","No","2015-11-06T06:54:00.000",,"2015-11-06T06:54:54.000","Running Late","School-Age"
"2015-2016","1227715","General Ed AM Run","3389","X2147","Other","11068","2015-11-06T06:50:00.000","2015-11-06T06:55:00.000","Bronx","GRANDPA`S BUS CO., INC.",,"0","Yes","Yes","No","2015-11-06T06:55:00.000",,"2015-11-06T07:21:47.000","Breakdown","School-Age"
"2017-2018","1422046","Pre-K/EI","2626","J47#5","Heavy Traffic","S047","2018-03-19T06:53:00.000","2018-03-19T06:54:00.000","Bronx","SELBY TRANSPORTATION","61-90 Min","7","Yes","No","No","2018-03-19T06:54:00.000",,"1900-01-01T00:00:00.000","Running Late","Pre-K"
"2017-2018","1422048","Special Ed AM Run","60","M389","Heavy Traffic","02312,02358,02465,02911","2018-03-19T06:53:00.000","2018-03-19T06:54:00.000","Manhattan","CAREFUL BUS","16-30 Min","5","Yes","Yes","No","2018-03-19T06:54:00.000",,"1900-01-01T00:00:00.000","Running Late","School-Age"
"2015-2016","1226326","Pre-K/EI","0003","03 AM","Other","C494","2015-10-30T06:30:00.000","2015-10-30T06:57:00.000","Brooklyn","L & M BUS CORP.","35 Minutes","0","Yes","Yes","No","2015-10-30T06:57:00.000",,"2015-10-30T06:57:13.000","Running Late","Pre-K"
"2015-2016","1226703","Special Ed AM Run","NI-4490","K103","Other","17161","2015-11-02T07:18:00.000","2015-11-02T07:20:00.000","Brooklyn","NEW DAWN TRANSIT, LLC (B2","30 mins","7","Yes","Yes","No","2015-11-02T07:20:00.000",,"2015-11-02T07:21:08.000","Running Late","School-Age"
"2015-2016","1227716","Special Ed AM Run","1445","M944","Heavy Traffic","03856","2015-11-06T06:55:00.000","2015-11-06T06:55:00.000","Manhattan","LEESEL TRANSP CORP (B2192","30","10","Yes","Yes","No","2015-11-06T06:55:00.000",,"2015-11-06T06:55:59.000","Running Late","School-Age"
"2015-2016","1227717","Special Ed AM Run","1448","M945","Heavy Traffic","02806","2015-11-06T06:56:00.000","2015-11-06T06:56:00.000","Manhattan","LEESEL TRANSP CORP (B2192)","30","1","Yes","Yes","No","2015-11-06T06:56:00.000",,"2015-11-06T06:57:08.000","Running Late","School-Age"
"2015-2016","1227718","Special Ed AM Run","1120","L519","Heavy Traffic","17862","2015-11-06T06:51:00.000","2015-11-06T06:57:00.000","Queens","RELIANT TRANS, INC. (B232",,"0","Yes","Yes","Yes","2015-11-06T06:57:00.000",,"2015-11-06T06:57:04.000","Running Late","School-Age"
"2015-2016","1227721","Special Ed AM Run","1332","M946","Heavy Traffic","02104","2015-11-06T06:57:00.000","2015-11-06T06:57:00.000","Manhattan","LEESEL TRANSP CORP (B2192","20","3","Yes","Yes","No","2015-11-06T06:57:00.000",,"2015-11-06T06:57:44.000","Running Late","School-Age"
"2015-2016","1227722","General Ed AM Run","3354","X2049","Won`t Start","11108","2015-11-06T06:51:00.000","2015-11-06T06:57:00.000","Bronx","GRANDPA`S BUS CO., INC.",,"0","Yes","Yes","No","2015-11-06T06:57:00.000",,"2015-11-06T07:10:16.000","Breakdown","School-Age"
"2015-2016","1227723","Special Ed AM Run","1492","M966","Heavy Traffic","02347","2015-11-06T06:58:00.000","2015-11-06T06:58:00.000","Manhattan","LEESEL TRANSP CORP (B2192","20","3","Yes","Yes","No","2015-11-06T06:58:00.000",,"2015-11-06T06:58:18.000","Running Late","School-Age"
"2015-2016","1227724","Special Ed AM Run","818D","Q676","Heavy Traffic","29033","2015-11-06T06:51:00.000","2015-11-06T06:58:00.000","Queens","LITTLE RICHIE BUS SERVICE","40MIIN","0","Yes","Yes","No","2015-11-06T06:58:00.000",,"2015-11-06T06:58:44.000","Running Late","School-Age"
"2015-2016","1227725","Special Ed AM Run","1450","M967","Heavy Traffic","02347","2015-11-06T06:58:00.000","2015-11-06T06:58:00.000","Manhattan","LEESEL TRANSP CORP (B2192","20","3","Yes","Yes","No","2015-11-06T06:58:00.000",,"2015-11-06T06:58:55.000","Running Late","School-Age"
"2015-2016","1227726","Special Ed AM Run","2118","X070","Flat Tire","07155","2015-11-06T06:58:00.000","2015-11-06T06:59:00.000","Bronx","PIONEER TRANSPORTATION CO","15minutes","0","Yes","No","No","2015-11-06T06:59:00.000",,"2015-11-06T06:59:16.000","Running Late","School-Age"
"2015-2016","1227727","General Ed AM Run","2407","K1519","Other","15404","2015-11-06T06:50:00.000","2015-11-06T06:59:00.000","Brooklyn","ALL AMERICAN SCHOOL BUS C","30","0","Yes","No","No","2015-11-06T06:59:00.000",,"2015-11-06T07:41:42.000","Running Late","School-Age"
"2015-2016","1227728","Special Ed AM Run","1449","M985","Heavy Traffic","03075","2015-11-06T06:59:00.000","2015-11-06T06:59:00.000","Manhattan","LEESEL TRANSP CORP (B2192","20","3","Yes","Yes","No","2015-11-06T06:59:00.000",,"2015-11-06T06:59:30.000","Running Late","School-Age"
"2015-2016","1227729","Special Ed AM Run","1425","M990","Heavy Traffic","02035","2015-11-06T06:59:00.000","2015-11-06T07:00:00.000","Manhattan","LEESEL TRANSP CORP (B2192","1425","2","Yes","Yes","No","2015-11-06T07:00:00.000",,"2015-11-06T07:00:08.000","Running Late","School-Age"
"2015-2016","1227733","Special Ed AM Run","12533","P548","Heavy Traffic","24058","2015-11-06T06:45:00.000","2015-11-06T07:01:00.000",,"ACME BUS CORP. (B2321)","15 min","0","Yes","Yes","Yes","2015-11-06T07:01:00.000",,"2015-11-06T07:01:28.000","Running Late","School-Age"
"2015-2016","1227736","Special Ed AM Run","2683","L607","Heavy Traffic","20685","2015-11-06T07:01:00.000","2015-11-06T07:03:00.000","Queens","RELIANT TRANS, INC. (B232",,"1","Yes","Yes","Yes","2015-11-06T07:03:00.000",,"2015-11-06T07:03:21.000","Running Late","School-Age"
"2015-2016","1227739","Special Ed AM Run","4538","X756","Other","11742","2015-11-06T07:03:00.000","2015-11-06T07:05:00.000","Bronx","RELIANT TRANS, INC. (B232","15","0","Yes","Yes","Yes","2015-11-06T07:05:00.000",,"2015-11-06T07:05:22.000","Running Late","School-Age"
"2015-2016","1227740","Special Ed AM Run","43236","K832","Other","23396","2015-11-06T06:50:00.000","2015-11-06T07:05:00.000","Brooklyn","BORO TRANSIT, INC.","30 min","0","Yes","Yes","No","2015-11-06T07:05:00.000",,"2015-11-06T07:05:38.000","Running Late","School-Age"
