"bin","borough","zip","house_num","street_name","block","lot","confirmation_num","reporting_year","tank_num","inspection_by_firm","inspection_performed","inspection_date","gi_req_internal_structure","gi_result_internal_structure","gi_req_external_structure","gi_result_external_structure","gi_req_overflow_pipes","gi_result_overflow_pipes","gi_req_access_ladders","gi_result_access_ladders","gi_req_air_vents","gi_result_air_vents","gi_req_roof_access","gi_result_roof_access","si_req_sediment","si_result_sediment","si_req_biological_growth","si_result_biological_growth","si_req_debris_insects","si_result_debris_insects","si_req_rodent_bird","si_result_rodent_bird","sample_collected","lab_name","nys_certified","analytes","coliform","ecoli","meet_standards","deleted","latitude","longitude","community_board","council_district","census_tract","bbl","nta","batch_date"
"1041352","MANHATTAN","10021","900","FIFTH AVENUE","01386","0001","WTI5556084602","2022","1","ISSEKS BROS., INC.","Y","08/11/2022","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","ENVIRONMENTAL BUILDING SOLUTIONS, LLC","Y","B","A","A",,"No","40.77197","-73.96738","8","4","130","1013860001","Upper East Side-Carnegie Hill","2023-08-25T12:15:32.000"
"1001862","MANHATTAN","10013","366","BROADWAY","172","1","WTI4245781361","2019","1","Rosenwach Tank Co. LLC","Y","09/26/2019","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL Analytical","Y","B","A","A","Y","No","40.717591","-74.003402","1","1","31","1001720001","SoHo-TriBeCa-Civic Center-Little Italy","2023-08-25T12:15:24.000"
"1043948","MANHATTAN","10021","242","EAST   72 STREET","1426","29","WTI2512900542","2016","1","Rosenwach Tank Co. LLC","Y","04/21/2016","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A","Y","No","40.769314","-73.959602","8","4","126","1014260029","Lenox Hill-Roosevelt Island","2023-08-25T12:15:13.000"
"1086570","MANHATTAN","10128","215","EAST   96 STREET","1646","7502","WTI6130293974","2017","1","Rosenwach Tank Co. LLC","Y","12/29/2017","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A","Y","No","40.784795","-73.948369","11","5","15602","1016467502","East Harlem South","2023-08-25T12:15:13.000"
"1082816","MANHATTAN","10013","388","Greenwich Street","00216","0001","WTI6006149817","2019","2","Atlantank, LLC.","Y","11/09/2019","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","Atlas Environmental Lab Corp.","Y","B","A","A",,"No","40.720659","-74.010098","1","1","39","1002160001","SoHo-TriBeCa-Civic Center-Little Italy","2023-08-25T12:15:30.000"
"1083955","MANHATTAN","10029","2130","FIRST AVENUE","01701","0001","WTI9145262231","2017","1","AMERICAN PIPE & TANK","Y","12/06/2017","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EBS","Y","B","A","A",,"No","40.791957","-73.938349","11","8","162","1017010001","East Harlem South","2023-08-25T12:15:21.000"
"2087530","BRONX","10463","2521","PALISADE AVE","05745","7501","WTI8156978211","2018","1","ISSEKS BROS INC","Y","07/18/2018","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","ENVIRONMENTAL BUILDING SOLUTIONS LLC","Y","B","A","A",,"No","40.881059","-73.922066","8","11","29301","2057457501","Spuyten Duyvil-Kingsbridge","2023-08-25T12:15:23.000"
"1015938","MANHATTAN","10018","404","5 AVENUE","838","48","WTI9553738844","2020","1","Rosenwach Tank Co. LLC","Y","05/29/2020","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL Analytical","Y","B","A","A","Y","No","40.750183","-73.983304","5","4","84","1008380048","Midtown-Midtown South","2023-08-25T12:15:40.000"
"1081301","MANHATTAN","10025","875","COLUMBUS AVE","01836","0001","WTI1841438334","2015","1","ROSENWACH TANK CO","Y","03/17/2015","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","ATLAS ENVIRONMENTAL LAB","Y","B","A","A",,"No","40.797342","-73.964251","7","7","189","1018360001","Upper West Side","2023-08-25T12:15:16.000"
"1001112","MANHATTAN","10038","75","MAIDEN LANE","68","11","WTI7101815724","2019","1","Rosenwach Tank Co. LLC","Y","12/21/2019","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL Analytical","Y","B","A","A","Y","No","40.707657","-74.007758","1","1","1502","1000680011","Battery Park City-Lower Manhattan","2023-08-25T12:15:39.000"
"1008506","MANHATTAN","10012","684","BROADWAY","00531","0001","WTI6129412564","2019","1","ISSEKS BROS INC","Y","08/16/2019","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","ENVIRONMENTAL BUILDING SOLUTIONS LLC","Y","B","A","A",,"No","40.727905","-73.994667","2","1","5502","1005310001","West Village","2023-08-25T12:15:23.000"
"3187596","BROOKLYN","11214","2424","CROPSEY AVENUE","6927","60","WTI2085555486","2019","1","Rosenwach Tank Co. LLC","Y","06/11/2019","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A","Y","No","40.593993","-73.994804","11","43","304","3069270060","Bensonhurst East","2023-08-25T12:15:23.000"
"3055374","BROOKLYN","11205","21","Saint James Place","01933","0001","WTI2088946800","2021","1","Rosenwach Tank Co. LLC","Y","09/14/2021","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A",,"No","40.689103","-73.965001","2","35","193","3019330001","Clinton Hill","2023-08-25T12:15:30.000"
"1031607","MANHATTAN","10024","300","Central Park West","01204","0029","WTI1930299909","2022","2","Rosenwach Tank Co. LLC","Y","08/16/2022","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A",,"No","40.788063","-73.967315","7","6","177","1012040029","Upper West Side","2023-08-25T12:15:42.000"
"1038472","MANHATTAN","10022","251","EAST 51 STREET","01325","0024","WTI1091190370","2017","1","ISSEKS BROS INC","Y","08/30/2017","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","ENVIRONMENTAL BUILDING SOLUTIONS LLC","Y","B","A","A",,"No","40.75598","-73.969171","6","4","98","1013250024","Turtle Bay-East Midtown","2023-08-25T12:15:13.000"
"1022563","MANHATTAN","10018","1440","BROADWAY","00993","0011","WTI7373538555","2017","1","ISSEKS BROS INC","Y","12/04/2017","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","ENVIRONMENTAL BUILDING SOLUTIONS LLC","Y","B","A","A",,"No","40.754611","-73.986761","5","4","113","1009930011","Midtown-Midtown South","2023-08-25T12:15:20.000"
"1009093","MANHATTAN","10003","29","East 9th Street","00561","0001","WTI6445497264","2018","1","isseks Bros","Y","09/12/2018","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","enviormental building solutions llc","Y","B","A","A",,"No","40.731989","-73.993859","2","2","59","1005610001","West Village","2023-08-25T12:15:27.000"
"1044369","MANHATTAN","10065","359","East 62nd Street","01437","0022","WTI9200959048","2015","1","Isseks Brothers Inc.","Y","06/08/2015","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","Environmental Building Solutions LLC","Y","B","A","A",,"No","40.761816","-73.961361","8","5","110","1014370022","Lenox Hill-Roosevelt Island","2023-08-25T12:15:16.000"
"1080644","MANHATTAN","10011","620","AVENUE OF THE AMERICAS","820","1","WTI2964790784","2017","2","Rosenwach Tank Co. LLC","Y","11/04/2017","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A","Y","No","40.740081","-73.994843","5","3","54","1008207505","Hudson Yards-Chelsea-Flatiron-Union Square","2023-08-25T12:15:14.000"
"4075226","QUEENS","11375","67-87","Booth Street","03173","0070","WTI6676837971","2023","1","American Pipe and Tank","Y","05/01/2023","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EBS","Y","B","A","A",,"No","40.724769","-73.851893","6","29","71305","4031730070","Forest Hills","2023-08-25T12:15:31.000"
"1015951","MANHATTAN","10018","40","WEST   37 STREET","838","72","WTI1972589034","2020","1","Rosenwach Tank Co. LLC","Y","12/05/2020","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL Analytical","Y","B","A","A","Y","No","40.750916","-73.984556","5","4","84","1008380072","Midtown-Midtown South","2023-08-25T12:15:36.000"
"1012854","MANHATTAN","10001","440","West 34th Street","00731","0065","WTI6959582061","2021","1","Rosenwach Tank Co. LLC","Y","08/11/2021","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A",,"No","40.754022","-73.997842","4","3","103","1007310065","Hudson Yards-Chelsea-Flatiron-Union Square","2023-08-25T12:15:39.000"
"1046802","MANHATTAN","10028","25","East 83rd Street","01495","7501","WTI6784434510","2017","1","Culligan of Manhattan","Y","01/04/2017","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","A","Y","N","Y","N","Y","N","Y","Certified Laboratories","Y","B","A","A",,"No","40.779135","-73.960751","8","4","142","1014957501","Upper East Side-Carnegie Hill","2023-08-25T12:15:12.000"
"1000029","MANHATTAN","10004","2","BROADWAY","11","1","WTI5328251933","2019","1","Rosenwach Tank Co. LLC","Y","03/09/2019","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A","Y","No","40.704119","-74.013186","1","1","9","1000110001","Battery Park City-Lower Manhattan","2023-08-25T12:15:38.000"
"1009197","MANHATTAN","10003","113","UNIVERSITY PLACE","00564","0007","WTI8697671740","2022","1","ISSEKS BROS INC","Y","12/14/2022","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","ENVIRONMENTAL BUILDING SOLUTIONS LLC","Y","B","A","A",,"No","40.734375","-73.99239","2","2","61","1005640007","West Village","2023-08-25T12:15:43.000"
"1050396","MANHATTAN","10028","444","East 82nd Street","01561","0021","WTI2623718522","2015","2","Rosenwach Tank Co. LLC","Y","08/07/2015","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","ESML","Y","B","A","A",,"No","40.773844","-73.950223","8","5","136","1015610021","Yorkville","2023-08-25T12:15:16.000"
"1059927","MANHATTAN","10027","622","WEST  132 STREET","1998","17","WTI4112901289","2019","1","Rosenwach Tank Co. LLC","Y","03/23/2019","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A","Y","No","40.81857","-73.957433","9","7","219","1019980017","Manhattanville","2023-08-25T12:15:23.000"
"1031100","MANHATTAN","10024","375","WEST END AVENUE","1186","33","WTI6264071908","2016","1","Rosenwach Tank Co. LLC","Y","12/12/2016","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A","Y","No","40.78348","-73.981804","7","6","163","1011860033","Upper West Side","2023-08-25T12:15:12.000"
"1015598","MANHATTAN","10010","19","WEST 24 STREET","00826","0026","WTI4514022873","2019","1","ISSEKS BROS INC","Y","08/02/2019","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","ENVIRONMENTAL BUILDING SOLUTIONS LLC","Y","B","A","A",,"No","40.742633","-73.990094","5","3","58","1008260026","Hudson Yards-Chelsea-Flatiron-Union Square","2023-08-25T12:15:23.000"
"1015225","MANHATTAN","10001","131","WEST   35 STREET","811","16","WTI8505081907","2020","1","Rosenwach Tank Co. LLC","Y","07/18/2020","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL Analytical","Y","B","A","A","Y","No","40.750999","-73.988559","5","3","109","1008110016","Midtown-Midtown South","2023-08-25T12:15:38.000"
"1077286","MANHATTAN","10020","1","ROCKEFELLER PLAZA","01264","0005","WTI1184233452","2017","1","ISSEKS BROS INC","Y","08/08/2017","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","ENVIRONMENTAL BUILDING SOLUTIONS LLC","Y","B","A","A",,"No","40.757904","-73.979288","5","4","96","1012640005","Midtown-Midtown South","2023-08-25T12:15:17.000"
"1016064","MANHATTAN","10003","5","UNION SQUARE","842","23","WTI7527069537","2019","1","Rosenwach Tank Co. LLC","Y","12/14/2019","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL Analytical","Y","B","A","A","Y","No","40.735453","-73.991549","5","2","52","1008420023","Hudson Yards-Chelsea-Flatiron-Union Square","2023-08-25T12:15:30.000"
"1014726","MANHATTAN","10011","151","WEST 19 STREET","00795","0012","WTI1789635709","2021","1","ISSEKS BROS., INC.","Y","07/24/2021","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","ENVIRONMENTAL BUILDING SOLUTIONS, LLC","Y","B","A","A",,"No","40.741058","-73.99603","4","3","87","1007950012","Hudson Yards-Chelsea-Flatiron-Union Square","2023-08-25T12:15:28.000"
"1075639","MANHATTAN","10022","750","LEXINGTON AVENUE","1394","13","WTI6551351749","2020","1","Rosenwach Tank Co. LLC","Y","02/17/2020","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL Analytical","Y","B","A","A","Y","No","40.762515","-73.968555","8","4","11402","1013940013","Upper East Side-Carnegie Hill","2023-08-25T12:15:24.000"
"1084781","MANHATTAN","10065","525","E 68th Street","01480","0001","WTI6807726234","2019","6","Nalco Company","Y","12/17/2019","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A",,"No","40.764149","-73.955251","8","5","116","1014800001","Lenox Hill-Roosevelt Island","2023-08-25T12:15:30.000"
"1036879","MANHATTAN","10022","165","East 56 Street","01311","0033","WTI2534430538","2022","1","isseks bros., inc.","Y","06/06/2022","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","ENVIRONMENTAL BUILDING SOLUTIONS, LLC","Y","B","A","A",,"No","40.759952","-73.968892","6","4","11203","1013110033","Turtle Bay-East Midtown","2023-08-25T12:15:33.000"
"1032678","MANHATTAN","10024","265","West 81st Street","01229","0006","WTI5015033824","2020","1","ISSEKS BROS INC","Y","09/03/2020","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","Environmental Building","Y","B","A","A",,"No","40.785425","-73.979612","7","6","167","1012290006","Upper West Side","2023-08-25T12:15:31.000"
"1051496","MANHATTAN","10029","1216","5th Avenue","01608","0069","WTI5580282308","2022","1","American Pipe and Tank","Y","12/21/2022","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EBS","Y","B","A","A",,"No","40.792101","-73.952174","11","8","168","1016080069","East Harlem South","2023-08-25T12:15:42.000"
"1082666","MANHATTAN","10002","77","columbia street","00333","0001","WTI4659683573","2015","2","New York Plumbing Heating Cooling","Y","03/26/2015","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","Ambient Group Inc","Y","B","A","A",,"No","40.717619","-73.979961","3","2","2201","1003330001","Lower East Side","2023-08-25T12:15:20.000"
"1028688","MANHATTAN","10023","54","WEST   74 STREET","1126","7502","WTI2467034367","2018","1","Rosenwach Tank Co. LLC","Y","05/01/2018","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A","Y","No","40.778157","-73.976502","7","6","157","1011267502","Lincoln Square","2023-08-25T12:15:23.000"
"1034510","MANHATTAN","10119","1290","AVENUE OF THE AMERICAS","1267","1","WTI3973426206","2019","2","Rosenwach Tank Co. LLC","Y","08/17/2019","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A","Y","No","40.760857","-73.979717","5","4","104","1012670001","Midtown-Midtown South","2023-08-25T12:15:24.000"
"1043047","MANHATTAN","10021","174","EAST 74 STREET","01408","0040","WTI1633666841","2021","1","ISSEKS BROS INC","Y","10/19/2021","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","ENVIRONMENTAL BUILDING SOLUTIONS LLC","Y","B","A","A",,"No","40.771367","-73.960384","8","4","128","1014080040","Upper East Side-Carnegie Hill","2023-08-25T12:15:40.000"
"1025424","MANHATTAN","10019","347","WEST   55 STREET","1046","9","WTI7882994331","2016","1","Rosenwach Tank Co. LLC","Y","10/26/2016","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A","Y","No","40.765999","-73.985177","4","3","139","1010460009","Clinton","2023-08-25T12:15:13.000"
"1080830","MANHATTAN","10036","230","WEST41 STREET","01012","0015","WTI8127194493","2015","2","American Pipe & Tank Lining Co., Inc","Y","09/26/2015","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","ENVIROMENTAL BUILDING SOLUTIONS","Y","B","A","A",,"No","40.755802","-73.988482","5","3","113","1010120015","Midtown-Midtown South","2023-08-25T12:15:10.000"
"1051446","MANHATTAN","10128","65","East 96th Street","01602","7501","WTI2663673971","2018","1","Isseks","Y","09/05/2018","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","Environmental Building","Y","B","A","A",,"No","40.78685","-73.953243","11","4","16002","1016027501","East Harlem South","2023-08-25T12:15:27.000"
"4436343","QUEENS","11434","172-10","133 AVENUE","12495","2","WTI6906624965","2018","1","Rosenwach Tank Co. LLC","Y","05/23/2018","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A","Y","No","40.675427","-73.76903","12","28","33402","4124950002","Springfield Gardens North","2023-08-25T12:15:23.000"
"1082731","MANHATTAN","10016","480","Second Avenue","00934","0001","WTI7940794906","2021","1","Isseks","Y","10/14/2021","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","Environmental Building Solutions LLC","Y","B","A","A",,"No","40.740485","-73.978998","6","2","66","1009340001","Murray Hill-Kips Bay","2023-08-25T12:15:40.000"
"4038182","QUEENS","11373","81-11","45 AVENUE","1527","1","WTI9780512262","2016","1","Rosenwach Tank Co. LLC","Y","12/14/2016","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A","Y","No","40.741537","-73.88367","4","25","481","4015270001","Elmhurst","2023-08-25T12:15:13.000"
"1047704","MANHATTAN","10028","171","East 84th Street","01513","7501","WTI2040702053","2015","1","Rosenwach Tank Co. LLC","Y","08/15/2015","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","ESML","Y","B","A","A",,"No","40.777843","-73.955722","8","5","14801","1015137501","Upper East Side-Carnegie Hill","2023-08-25T12:15:20.000"
"1043992","MANHATTAN","10021","235","East 73rd Street","01428","0017","WTI6075888727","2022","1","Isseks Bros., Inc","Y","10/20/2022","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","Environmental Building Solutions, LLC","Y","B","A","A",,"No","40.770068","-73.959222","8","4","126","1014280017","Lenox Hill-Roosevelt Island","2023-08-25T12:15:35.000"
"1037166","MANHATTAN","10022","133","EAST   58 STREET","1313","14","WTI7832102524","2016","1","Rosenwach Tank Co. LLC","Y","04/30/2016","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A","Y","No","40.761703","-73.968862","5","4","11203","1013130014","Turtle Bay-East Midtown","2023-08-25T12:15:19.000"
"1014467","MANHATTAN","10018","256","WEST 38 STREET","00787","0072","WTI5967799741","2015","1","ISSEKS BROS INC","Y","10/04/2015","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","ENVIRONMENTAL BUILDING SOLUTIONS LLC","Y","B","A","A",,"No","40.754164","-73.990356","5","3","109","1007870072","Midtown-Midtown South","2023-08-25T12:15:15.000"
"1048263","MANHATTAN","10128","181","East 90th Street","01519","7501","WTI3413061933","2022","1","Rosenwach Tank Co. LLC","Y","05/10/2022","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A",,"No","40.781635","-73.95269","8","5","14802","1015197501","Upper East Side-Carnegie Hill","2023-08-25T12:15:34.000"
"1064114","MANHATTAN","10040","45","FAIRVIEW AVENUE","2170","520","WTI1253834579","2019","1","Rosenwach Tank Co. LLC","Y","06/10/2019","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","N","Y","EMSL","Y","B","A","A","Y","No","40.857413","-73.929432","12","10","283","1021700520","Washington Heights North","2023-08-25T12:15:38.000"
