"permitno","expiration_date","companyname","city","state","zipcode","issuedate","permitprintdate","permittype","location","validdates","validtimes","platestate","reason","purpose","conditionrestrictions"
"45","2008-12-31T00:00:00.000","DEPARTMENT OF TRANSPORTATION TRAFFIC OPERATIONS","LONG ISLAND CITY","NY","11101","2007-12-10T00:00:00.000","2007-12-10T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","DECEMBER 10, 2007 - DECEMBER 31, 2008","24 HOURS SEVEN DAYS A WEEK","NJ","OFFICIAL CITY BUSINESS","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES:  NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS."
"46","2008-12-31T00:00:00.000","DEPARTMENT OF TRANSPORTATION TRAFFIC OPERATIONS","LONG ISLAND CITY","NY","11101","2007-12-11T00:00:00.000","2007-12-11T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","DECEMBER 10, 2007 - DECEMBER 31, 2008","24 HOURS SEVEN DAYS A WEEK","NY","OFFICIAL CITY BUSINESS","OFFICIAL CITY BUSINESS","MAY PARK IN AREAS SIGNED; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; NO PARKING ANYTIME AND AT METERS."
"47","2008-01-28T00:00:00.000","WFUV RADIO/FORDHAM UNIVERSITY","BRONX","NY","10458","2008-01-09T00:00:00.000","2008-01-09T00:00:00.000","SPECIAL PARKING PERMIT","19 W. 24TH STREET (BETWEEN 6TH & 5TH AVENUE)","JANUARY 28, 2008","MONDAY 12:00 NOON - 12 MIDNIGHT","NJ","FUND RAISER","FUNDRAISER FOR NON -PROFIT","MAY PARK IN AREAS SIGNED:  NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; NO PARKING ANYTIME SPECIFIC HOURS AND AT METERS."
"48","2008-01-28T00:00:00.000","WFUV RADIO/FORDHAM UNIVERSITY","BRONX","NY","10458","2008-01-09T00:00:00.000","2008-01-09T00:00:00.000","SPECIAL PARKING PERMIT","19 W. 24TH STREET (BETWEEN 6TH & 5TH AVENUE)","JANUARY 28, 2008","MONDAY 12:00NOON - 12 MIDNIGHT","NY","FUND RAISER","FUND RAISER FOR NON-PROFIT","MAY PARK IN AREAS SIGNED:  NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; NO PARKING ANYTIME SPECIFIC HOURS AND AT METERS"
"49","2008-01-28T00:00:00.000","WFUV RADIO/FORDHAM UNIVERSITY","BRONX","NY","10458","2008-01-09T00:00:00.000","2008-01-09T00:00:00.000","SPECIAL PARKING PERMIT","19 W. 24TH STREET (BETWEEN 6TH & 5TH AVENUE)","JANUARY 28, 2008","MONDAY 12:00 NOON - 12 MIDNIGHT","NY","FUND RAISER","FUND RAISER FOR NON-PROFIT","MAY PARK IN AREAS SIGNED:   NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; NO PARKING ANYTIME SPECIFIC HOURS AND AT METERS."
"50","2008-01-28T00:00:00.000","WFUV RADIO/FORDHAM UNIVERSITY","BRONX","NY","10458","2008-01-09T00:00:00.000","2008-01-09T00:00:00.000","SPECIAL PARKING PERMIT","19 W. 24TH STREET (BETWEEN 6TH & 5TH AVENUE)","JANUARY 28, 2008","MONDAY 12:00 NOON - 12 MIDNIGHT","NY","FUND RAISER","FUND RAISER FOR NON-PROFIT","MAY PARK IN  AREAS SIGNED:   NO STANDING EXCEPT TRUCKS LOADING/UNLOADING;  NO PARKING ANYTIME SPECIFIC HOURS AND AT METERS."
"51","2008-01-17T00:00:00.000","P.S. 156  AND I.S. 392, DISTRICT 23, WAVERLY SCHOOL","BROOKLYN","NY","11212","2008-01-09T00:00:00.000","2008-01-09T00:00:00.000","SPECIAL PARKING PERMIT","SUTTER AVE BETWEEN GRAFTON ST AND LEGION AVE","JANUARY 17, 2008","THURSDAY (9:00AM - 2:30PM)",,"SPECIAL REQUEST","DENTAL EVALUATIONS FOR STUDENTS","MAY PARK IN ALL AREAS SIGNED:  NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; NO PARKING ANYTIME SPECIFIC HOURS AND AT METERS"
"52","2008-07-31T00:00:00.000","DEPARTMENT OF TRANSPORTATION","LONG ISLAND CITY","NY","11101","2008-01-16T00:00:00.000","2008-01-16T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","JANUARY 14 2008 - JULY 31, 2008","7 DAYS A WEEK 24 HOURS A DAY",,"OFFICIAL BUSINESS","OFFICIAL BUSINESS","MAY PARK IN ALL AREAS SIGNED:  NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; NO PARKING ANYTIME  SPECIFIC HOURS AND AT METERS."
"53","2008-12-31T00:00:00.000","DEPARTMENT OF TRANSPORTATION TRAFFIC OPERATIONS","LONG ISLAND CITY","NY","11101","2008-01-28T00:00:00.000","2008-01-28T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","JANUARY 28, 2008 - DECEMBER 31, 2008","24 HOURS SEVEN DAYS A WEEK","NY","OFFICIAL CITY BUSINESS","OFFICIAL CITY BUSINESS","MAY PARK IN AREAS SIGNED; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; NO PARKING ANYTIME SPECIFIC HOURS AND AT METERS."
"54","2008-12-31T00:00:00.000","NYC DEPARTMENT OF TRANSPORTATION - TRAFFIC OPERATIONS","LIC","NY","11101","2008-02-12T00:00:00.000","2008-02-12T00:00:00.000","SPECIAL PARKING PERMIT","KENNEDY LOT","FEBRUARY 12, 2008 - DECEMBER 31, 2008","MONDAY - FRIDAY 7AM - 6PM","NY","OFFICIAL BUSINESS","KENNEDY LOT","VALID IN THE KENNEDY LOT ONLY"
"55","2008-03-19T00:00:00.000","P.S. 290 KNOWLEDGE NETWORK LEARNING  ORGANIZATION","BROOKLYN","NY","11207","2008-02-14T00:00:00.000","2008-02-14T00:00:00.000","SPECIAL PARKING PERMIT","135 SCHENCK AVENUE BET, HENDRIX ST & BARBIE ST.","MARCH 18, 2008","TUESDAY (8:00AM - 3:00PM)","NY","SPECIAL REQUEST","MUSEUM BUS FOR EDUCATING STUDENTS","MAY PARK IN  AREAS SIGNED; NO PARKING ANYTIME SPECIFIC HOURS; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"56","2008-03-13T00:00:00.000","SLOAN PUBLIC SERVICE AWARDS (OFFICIAL CITY BUSINESS)","NEW YORK","NY","10013","2008-03-03T00:00:00.000","2008-03-03T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","MARCH 12, 2008","6:00AM - 6:00PM (WEDNESDAY)","NY","OFFICIAL CITY BUSINESS","OFFICIAL CITY BUSINESS","PERMIT VALID FOR UP TO 45 MINUTES PER LOCATION INCLUDING NO PERMIT AREAS; NO PARKING ANYTIME AND SPECIFIC HOURS; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING AND AT METERS."
"57","2008-12-31T00:00:00.000","NYC DEPARTMENT OF TRANSPORTATION TRAFFIC OPERATIONS","LONG ISLAND CITY","NY","11101","2008-04-23T00:00:00.000","2008-04-23T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","APRIL 24, 2008 - DECEMBER 31, 2008","24 HOURS SEVEN DAYS A WEEK","NY","OFFICIAL CITY BUSINESS","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS."
"58","2008-12-31T00:00:00.000","NYC DEPARTMENT OF TRANSPORTATION TRAFFIC OPERATIONS","LONG ISLAND CITY","NY","11101","2008-04-23T00:00:00.000","2008-04-23T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","APRIL 24, 2008 - DECEMBER 31, 2008","24 HOURS SEVEN DAYS A WEEK","NJ","OFFICIAL CITY BUSINESS","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING ZONES; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS."
"59","2009-02-01T00:00:00.000","DEPARTMENT OF TRANSPORTATION - EXECUTIVE","NEW YORK","NY","10013","2008-05-01T00:00:00.000","2008-05-01T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","MAY 1, 2008 - FEBRUARY 1, 2009","7 DAYS A WEEK 24 HOURS A DAY","NY","SPECIAL REQUEST","OFFICIAL CITY BUSINESS","MAY PARK IN ALL NO PARKING SIGNS; NO STANDING EXCEPT AUTHORIZED VEHICLES; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; BLUE ZONE; NO PERMIT AREAS AND AT METERS. NOT VALID AT TAXI STANDS OR ON GARMENT DISTRICT STREETS."
"60","2008-05-29T00:00:00.000","NYC U.S.  MARINES CORPS. (FLEET WEEK)","NEW YORK","NY","10022","2008-05-15T00:00:00.000","2008-05-15T00:00:00.000","SPECIAL PARKING PERMIT","TIMES SQUARE/ 43RD & 44TH ST., BTWN BROADWAY & 7TH - 9TH AVE","MAY 24, 2008","8:00 AM -  6:00 PM",,"SPECIAL REQUEST","FLEET WEEK","MAY PARK IN ALL NO PARKING ZONES INCLUDING: NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"61","2008-05-29T00:00:00.000","NYC U.S. MARINES CORPS. (FLEET WEEK)","NEW YORK","NY","10022","2008-05-16T00:00:00.000","2008-05-16T00:00:00.000","SPECIAL PARKING PERMIT","TIMES SQUARE/ 43RD & 44TH ST., BTWN BROADWAY & 7TH  - 9TH AVE","MAY 24, 2008","8:00 AM - 6:00 PM",,"SPECIAL REQUEST","FLEET WEEK","MAY PARK IN ALL NO PARKING ZONES INCLUDING;  NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"62","2008-05-29T00:00:00.000","NYC U.S. MARINES CORPS. (FLEET WEEK)","NEW YORK","NY","10022","2008-05-16T00:00:00.000","2008-05-16T00:00:00.000","SPECIAL PARKING PERMIT","TIMES SQUARE/ 43RD & 44TH ST., BTWN BROADWAY & 7TH  - 9TH AVE","MAY 24, 2008","8:00 AM - 6:00 PM",,"SPECIAL REQUEST","FLEET WEEK","MAY PARK IN ALL NO PARKING ZONES INCLUDING:  NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"63","2008-05-29T00:00:00.000","NYC U.S. MARINES CORPS. (FLEET WEEK)","NEW YORK","NY","10022","2008-05-16T00:00:00.000","2008-05-16T00:00:00.000","SPECIAL PARKING PERMIT","CENTRAL PARK","MAY 23, 2008","8:00 AM - 4:00 PM",,"SPECIAL REQUEST","FLEET WEEK","MAY PARK IN ALL NO PARKING ZONES INCLUDING: NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"64","2008-05-29T00:00:00.000","NYC U.S. MARINES CORPS. (FLEET WEEK)","NEW YORK","NY","10022","2008-05-16T00:00:00.000","2008-05-16T00:00:00.000","SPECIAL PARKING PERMIT","CENTRAL PARK","MAY 23, 2008","8:00 AM - 4:00 PM",,"SPECIAL REQUEST","FLEET WEEK","MAY PARK IN ALL NO PARKING ZONES INCLUDING: NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"65","2008-05-28T00:00:00.000","NYC U.S. MARINES CORP. (FLEET WEEK)","NEW YORK","NY","10022","2008-05-16T00:00:00.000","2008-05-16T00:00:00.000","SPECIAL PARKING PERMIT","CENTRAL PARK","MAY 23, 2008","8:00 AM - 4:00 PM",,"SPECIAL REQUEST","FLEET WEEK","MAY PARK IN ALL NO PARKING ZONES INCLUDING: NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"66","2008-05-29T00:00:00.000","NYC U.S. MARINES CORPS. (FLEET WEEK)","NEW YORK","NY","10022","2008-05-16T00:00:00.000","2008-05-16T00:00:00.000","SPECIAL PARKING PERMIT","50TH STREET & THIRD AVENUE","MAY 21, 2008 - MAY 28, 2008","8:00AM - 6:00PM",,"SPECIAL REQUEST","FLEET WEEK","MAY PARK IN ALL NO PARKING ZONES INCLUDING: NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"67","2008-05-29T00:00:00.000","NYC U.S. MARINES CORPS. (FLEET WEEK)","NEW YORK","NY","10022","2008-05-16T00:00:00.000","2008-05-16T00:00:00.000","SPECIAL PARKING PERMIT","50TH STREET & THIRD AVENUE","MAY 21, 2008 - MAY 28, 2008","8:00 AM - 6:00 PM",,"SPECIAL REQUEST","FLEET WEEK","MAY PARK IN ALL NO PARKING ZONES INCLUDING: NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"68","2008-05-29T00:00:00.000","NYC U.S. MARINES CORPS. (FLEET WEEK)","NEW YORK","NY","10022","2008-05-16T00:00:00.000","2008-05-16T00:00:00.000","SPECIAL PARKING PERMIT","50TH STREET  & THIRD  AVE","MAY 21, 2008 -  MAY 28, 2008","8:00 AM - 6:00 PM",,"SPECIAL REQUEST","FLEET WEEK","MAY PARK IN ALL NO PARKING ZONES INCLUDING:  NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"69","2008-05-29T00:00:00.000","NYC U.S. MARINES CORPS. (FLEET WEEK)","NEW YORK","NY","10022","2008-05-16T00:00:00.000","2008-05-16T00:00:00.000","SPECIAL PARKING PERMIT","CENTRAL PARK","MAY 23, 2008","8:00 AM - 4:00 PM",,"SPECIAL REQUEST","FLEET WEEK","MAY PARK IN ALL NO PARKING ZONES INCLUDING: NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"70","2008-05-29T00:00:00.000","NYC U.S. MARINES CORP. (FLEET WEEK)","NEW YORK","NY","10022","2008-05-16T00:00:00.000","2008-05-16T00:00:00.000","SPECIAL PARKING PERMIT","CENTRAL PARK","MAY 23, 2008","8:00 AM - 4:00 PM",,"SPECIAL REQUEST","FLEET WEEK","MAY PARK IN ALL NO PARKING ZONES INCLUDING: NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"71","2008-05-29T00:00:00.000","NYC U.S. MARINES CORP. (FLEET WEEK)","NEW YORK","NY","10022","2008-05-16T00:00:00.000","2008-05-16T00:00:00.000","SPECIAL PARKING PERMIT","TIMES SQUARE/ 43RD & 44TH ST., BTWN BROADWAY & 7TH - 9TH AVE","MAY 24, 2008","8:00 AM - 4:00 PM",,"SPECIAL REQUEST","FLEET WEEK","MAY PARK IN ALL NO PARKING ZONES INCLUDING: NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"72","2008-05-29T00:00:00.000","NYC U.S. MARINES CORP. (FLEET WEEK)","NEW YORK","NY","10022","2008-05-16T00:00:00.000","2008-05-16T00:00:00.000","SPECIAL PARKING PERMIT","TIMES SQUARE/ 43RD & 44TH ST., BTWN BROADWAY & 7TH - 9TH AVE","MAY 24, 2008","8:00 AM - 4:00 PM",,"SPECIAL REQUEST","FLEET WEEK","MAY PARK IN ALL NO PARKING ZONES INCLUDING:  NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"73","2008-05-29T00:00:00.000","NYC U.S MARINES CORPS. (FLEET WEEK)","NEW YORK","NY","10022","2008-05-16T00:00:00.000","2008-05-16T00:00:00.000","SPECIAL PARKING PERMIT","WORLD TRADE CENTER /DEY ST & TRINITY PL.","MAY 23, 2008","9:30AM - 12 NOON",,"SPECIAL REQUEST","FLEET WEEK","MAY PARK IN ALL NO PARKING ZONES INCLUDING:  NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"74","2008-05-29T00:00:00.000","NYC U.S. MARINES CORPS. (FLEET WEEK)","NEW YORK","NY","10022","2008-05-16T00:00:00.000","2008-05-16T00:00:00.000","SPECIAL PARKING PERMIT","WORLD TRADE CENTER/ DEY ST & TRINITY PL.","MAY 23, 2008","9:30AM - 12NOON",,"SPECIAL REQUEST","FLEET WEEK","MAY PARK IN ALL NO PARKING ZONES INCLUDING: NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"75","2008-05-29T00:00:00.000","NYC U.S. MARINES CORPS (FLEET)","NEW YORK","NY","10022","2008-05-16T00:00:00.000","2008-05-16T00:00:00.000","SPECIAL PARKING PERMIT","WORLD TRADE CENTER/ DEY ST & TRINITY PL","MAY 23, 2008","9:30AM - 12 NOON",,"SPECIAL REQUEST","FLEET WEEK","MAY PARK IN ALL NO PARKING ZONES INCLUDING: NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"76","2008-05-29T00:00:00.000","NYC U.S. MARINES CORPS. (FLEET WEEK)","NEW YORK","NY","10022","2008-05-19T00:00:00.000","2008-05-19T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS: INCLUDING MANHATTAN & BROOKLYN NO PERMIT AREAS","MAY 21, 2008 - MAY 28, 2008","8:00 AM - 10:00 PM",,"SPECIAL REQUEST","FLEET WEEK","MAY PARK IN ALL NO PARKING ZONES INCLUDING: NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"77","2008-05-29T00:00:00.000","NYC U.S. MARINES CORPS. (FLEET WEEK)","NEW YORK","NY","10022","2008-05-19T00:00:00.000","2008-05-19T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS: INCLUDING MANHATTAN & BROOKLYN NO PERMIT AREAS","MAY 21, 2008 - MAY 28, 2008","8:00 AM - 10:00 PM",,"SPECIAL REQUEST","FLEET WEEK","MAY PARK IN ALL NO PARKING ZONES INCLUDING: NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"78","2008-05-29T00:00:00.000","NYC U.S. MARINES CORPS. (FLEET WEEK)","NEW YORK","NY","10022","2008-05-20T00:00:00.000","2008-05-20T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS: INCLUDING MANHATTAN & BROOKLYN NO PERMIT AREAS","MAY 21, 2008 - MAY 28, 2008","8:00 AM - 10:00 PM",,"SPECIAL REQUEST","FLEET WEEK","MAY PARK IN ALL NO PARKING ZONES INCLUDING: NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"79","2008-05-29T00:00:00.000","NYC U.S. MARINES COPRS. (FLEET WEEK)","NEW YORK","NY","10022","2008-05-20T00:00:00.000","2008-05-20T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS: INCLUDING MANHATTAN & BROOKLYN NO PERMIT AREAS","MAY 21, 2008 - MAY 28, 2008","8:00 AM - 10:00 PM",,"SPECIAL REQUEST","FLEET WEEK","MAY PARK IN ALL NO PARKING ZONES INCLUDING: NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"80","2008-05-29T00:00:00.000","NYC U.S. MARINES CORPS. (FLEET WEEK)","NEW YORK","NY","10022","2008-05-20T00:00:00.000","2008-05-20T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS: INCLUDING MANHATTAN & BROOKLYN  NO PERMIT AREAS","MAY 21, 2008 - MAY 28, 2008","8:00 AM - 10:00 PM",,"SPECIAL REQUEST","FLEET WEEK","MAY PARK IN ALL NO PARKING ZONES INCLUDING:  NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"81","2008-05-29T00:00:00.000","NYC U.S. MARINES CORPS. (FLEET WEEK)","NEW YORK","NY","10022","2008-05-20T00:00:00.000","2008-05-20T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS: INCLUDING MANHATTAN & BROOKLYN NO PERMIT AREAS","MAY 21, 2008 - MAY 28, 2008","8:00 AM  - 10:00 PM",,"SPECIAL REQUEST","FLEET WEEK","MAY PARK IN ALL NO PARKING ZONES INCLUDING:  NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"82","2008-05-29T00:00:00.000","NYC U.S. MARINES CORPS. (FLEET WEEK)","NEW YORK","NY","10022","2008-05-20T00:00:00.000","2008-05-20T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS: INCLUDING MANHATTAN & BROOKLYN NO PERMIT AREAS","MAY 21, 2008 - MAY 28, 2008","8:00 AM - 10:00 PM",,"SPECIAL REQUEST","FLEET WEEK","MAY PARK IN ALL NO PARKING ZONES INCLUDING: NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"83","2008-05-29T00:00:00.000","NYC U.S. MARINES CORPS. (FLEET WEEK)","NEW YORK","NY","10022","2008-05-20T00:00:00.000","2008-05-20T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS: INCLUDING MANHATTAN & BROOKLYN NO PERMIT AREAS","MAY 21, 2008 - MAY 28, 2008","8:00 AM - 10:00 PM",,"SPECIAL REQUEST","FLEET WEEK","MAY PARK IN ALL NO PARKING ZONES INCLUDING:  NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"84","2008-05-29T00:00:00.000","NYC U.S. MARINES CORPS. (FLEET WEEK)","NEW YORK","NY","10022","2008-05-20T00:00:00.000","2008-05-20T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","MAY 21, 2008 - MAY 28, 2008","8:00 AM - 10:00 PM",,"SPECIAL REQUEST","FLEET WEEK","MAY PARK IN ALL NO PARKING ZONES INCLUDING:  NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"85","2008-06-04T00:00:00.000","BOARD OF ELECTIONS","NEW YORK","NY","10004","2008-06-02T00:00:00.000","2008-06-02T00:00:00.000","SPECIAL PARKING PERMIT","QUEENS BOROUGH OFFICE","JUNE 3, 2008 (TUESDAY)","5:00 AM - 10:00 PM","NY","OFFICIAL CITY BUSINESS","SPECIAL ELECTION 30TH COUNCIL DISTRICT","MAY PARK IN ALL NO PARKING ZONES INCLUDING: AUTHORIZED VEHICLES; NO STANDING AUTHORIZED VEHICLES; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS."
"86","2008-06-04T00:00:00.000","BOARD OF ELECTIONS","NEW YORK","NY","10004","2008-06-02T00:00:00.000","2008-06-02T00:00:00.000","SPECIAL PARKING PERMIT","EXECUTIVE OFFICE (32 BROADWAY)","JUNE 3, 2008 (TUESDAY)","5:00 AM - 10:00 PM","NY","OFFICIAL CITY BUSINESS","SPECIAL ELECTION 30TH COUNCIL DISTRICT","MAY PARK IN ALL NO PARKING ZONES INCLUDING: AUTHORIZED VEHICLES; NO STANDING AUTHORIZED VEHICLES; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"87","2008-06-23T00:00:00.000","32ND ANNUAL AMERICAN CRAFTS FESTIVAL","MONTCLAIR","NJ","07042","2008-06-03T00:00:00.000","2008-06-03T00:00:00.000","SPECIAL PARKING PERMIT","N/S & S/S W 62ND - 65ST INNER ROADWAY BROADWAY/COLUMBUS & AMSTERDAM","JUNE 14, 15, & JUNE 21, 22, 2008","6:30 AM - 12:00 PM","NY","SPECIAL REQUEST","CRAFT FESTIVAL","MAY PARK IN AREAS SIGNED NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; NO PARKING ANYTIME/SPECIFIC HOURS;  AND AT METERS. **COPIES OF THIS PERMIT IS VALID FOR 1/2 HOUR PER VENDOR TO LOAD IN & OUT.**"
"88","2008-06-19T00:00:00.000","P.S./I.S. 137K DISTRICT #23","BROOKLYN","NY","11233","2008-06-05T00:00:00.000","2008-06-05T00:00:00.000","SPECIAL PARKING PERMIT","P.S. 137 K., 121 SARATOGA AVE./BAINBRIDGE & CHAUNCEY STREET","JUNE 18, 2008","9:00 AM - 2:30 PM",,"SPECIAL REQUEST","DENTAL SCREENING OF CHILDREN 6 - 13","MAY PARK IN ALL  AREAS SIGNED:  NO PARKING ANYTIM/E/SPECIFIC HOURS; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS."
"89","2008-08-01T00:00:00.000","LINCOLN CENTER - MID SUMMER NIGHT SWING","NEW YORK","NY","10023","2008-06-16T00:00:00.000","2008-06-16T00:00:00.000","SPECIAL PARKING PERMIT","INNER ROADWAY W/S COLUMBUS & AMSTERDAM AVE.BET. W62ND - 65TH ST.","JUNE 20, 2008 - JULY 31, 2008","7:00 AM - MIDNIGHT","NY","SPECIAL REQUEST","LINCOLN CENTER LOAD/UNLOAD","MAY LOAD AND UNLOAD ALONG THE ENTIRE INNER ROADWAY.**MAY PARK AT SOUTH END FOR DURATION OF SHOW.**"
"90","2008-08-30T00:00:00.000","LINCOLN CENTER FOR THE PERFORMING ARTS","NEW YORK","NY","10023","2008-06-16T00:00:00.000","2008-06-16T00:00:00.000","SPECIAL PARKING PERMIT","WEST 62ST. BET. COLUMBUS & AMSTERDAM AVENUE BOTH SIDES.","AUGUST 1, 2008 - AUGUST 29, 2008","8:00 AM - MIDNIGHT","NY","SPECIAL REQUEST","LOADING AND UNLOADING EQUIPMENTS","MAY PARK FOR THE DURATION OF ALL PERFORMANCES IN: ALL NO PARKING ZONES; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS."
"91","2008-09-26T00:00:00.000","DEPARTMENT OF EDUCATION","NEW YORK","NY",,"2008-08-21T00:00:00.000","2008-08-21T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","AUGUST 21, 2008 - SEPTEMBER 26, 2008","MONDAY - FRIDAY (7:00AM - 7:00PM)","NY","OFFICIAL CITY BUSINESS","SCHOOL ENROLLMENT","MAY PARK IN ALL NO PARKING ZONES; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"92","2008-09-26T00:00:00.000","DEPARTMENT OF EDUCATION","NEW YORK","NY",,"2008-08-21T00:00:00.000","2008-08-21T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","AUGUST 21, 2008 - SEPTEMBER 26, 2008","MONDAY - FRIDAY (7:00AM - 7:00PM)","NY","OFFICIAL CITY BUSINESS","SCHOOL ENROLLMENT","MAY PARK IN ALL NO PARKING ZONES; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"93","2008-09-26T00:00:00.000","DEPARTMENT OF EDUCATION","NEW YORK","NY",,"2008-08-21T00:00:00.000","2008-08-21T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","AUGUST 21, 2008 - SEPTEMBER 26, 2008","MONDAY - FRIDAY (7:00AM - 7:00PM)","NY","OFFICIAL CITY BUSINESS","SCHOOL ENROLLMENT","MAY PARK IN ALL NO PARKING ZONES; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
"94","2008-09-26T00:00:00.000","DEPARTMENT OF EDUCATION","NEW YORK","NY",,"2008-08-21T00:00:00.000","2008-08-21T00:00:00.000","SPECIAL PARKING PERMIT","VARIOUS; INCLUDING MANHATTAN AND BROOKLYN NO PERMIT AREAS","AUGUST 21, 2008 - SEPTEMBER 26, 2008","MONDAY - FRIDAY (7:00AM - 7:00PM)","NJ","OFFICIAL CITY BUSINESS","SCHOOL ENROLLMENT","MAY PARK IN ALL NO PARKING ZONES; NO STANDING EXCEPT TRUCKS LOADING/UNLOADING; AND AT METERS"
