"job_number","filing_type_name","filing_number","filing_status_name","permit_number","filing_date","permit_issued_date","permit_expiration_date","laasign_off_date","work_type_name","location_bin","location_house_no","location_street_name","location_borough_name","proposed_work_summary","building_type_name","inspection_type_name","inspection_date","latitude","longitude","zip_code","community_board","council_district","census_tract","nta"
"M00799030","New Job Filing","I1","Permitted","M00799030-I1-LA","2022-08-24T00:00:00.000","2022-08-24T00:00:00.000","2023-05-01T00:00:00.000",,"Water Plumbing Work","1078070","267","BOWERY","MANHATTAN","We will install 3 new hand wash sinks on the first floor, on approx 280 feet of 1/2 inches type L copper piping with 1/2 inches fiberglass insulation &  6 feet of  1 1/2 inches rough brass drain piping draining into 3 existing floor sinks. ALL DISTURBED FIREPROOFING WILL BE RESTORED AS PER CODE","Other",,,"40.723483","-73.992835","10002","3","1","3601","Chinatown"
"B00754578","New Job Filing","I1","Permitted","B00754578-I1-LA","2022-06-14T00:00:00.000","2022-06-14T00:00:00.000","2023-06-01T00:00:00.000",,"Gas Plumbing Work","3030191","83","KINGSTON AVENUE","BROOKLYN","IN THE CELLAR REPLACE H/W/H  WITH  1-NEW HOT WATER HEATER. NOT TOUCHING THE APPLIANCE VALVE. CONNECTED TO EXISTING CHIMNEY IN GOOD WORKING CONDITION. HOT WATER HEATER ORIGINALLY FILED UNDER #300935558  AND SIGNED OFF.  FIRESTOPS WILL NOT BE COMPROMISED. THERE WILL BE NO PIPE IN HALLWAYS.","Other",,,"40.676983","-73.941473","11213","8","36","311","Crown Heights North"
"B08048694","New Job Filing","I1","Permitted","B08048694-I1-LA","2022-12-02T00:00:00.000","2022-12-02T00:00:00.000","2023-05-12T00:00:00.000",,"Gas Plumbing Work","3110472","179","EAST   31 STREET","BROOKLYN","REGISTER/REPLACE 2-GAS BOILERS & 2-HW HEATERS IN CEL.VENT TO EXG CHIMNEY IN GOOD WORKING CONDITION.CHIMNEY IS ADEQUATELY SIZED TO HANDLE THE EQUIPMENT.DUE TO INACTIVITY & GAS SHUTDOWN TEST EXG GAS LINES FOR 2-BOILERS & 2-HW HEATERS IN CEL & FOR EXG 1ST & 2ND FL STOVES.METERS ARE EXG.A PAA WILL FOLLOW IF ADDITIONAL WORK IS REQUIRED.","3 Family",,,"40.646261","-73.948095","11226","17","45","826","Erasmus"
"M08040753","New Job Filing","I1","Signed off","M08040753-I1-LA","2022-11-16T00:00:00.000","2022-11-16T00:00:00.000","2023-02-08T00:00:00.000","2022-12-03T00:00:00.000","Gas Plumbing Work","1030333","239","WEST   63 STREET","MANHATTAN","IN CELLAR LAUNDRY ON CO # JOB 102465832.ON EXISTING (3)GAS DRYERS. REPLACE WITH APROX.6 feetOF3/4 inchesGASPIPE BEHIND EACH DRYER TOTAL APROX.20 feetOF3/4 inches GASPIPE..**REPLACE GAS PIPE AFTER SHUT OFF VALVE**ALL VENTED THRU EXISTING EXHAUST SYSTEM.NO GASPIPE IN PUBLIC HALLWAYS. FIRESTOPS WILL NOT BE COMPROMISED.  EXISTING SPRINKLER ON JOB # 103108469-01-EW SP.","Other","Pass-Final","2022-12-02T00:00:00.000","40.773819","-73.987919","10023","7","6","151","Lincoln Square"
"B00778119","New Job Filing","I1","Signed off","B00778119-I1-LA","2022-07-20T00:00:00.000","2022-07-20T00:00:00.000","2023-07-20T00:00:00.000","2022-08-23T00:00:00.000","Gas Plumbing Work","3024917","237","GARFIELD PLACE","BROOKLYN","REGISTER/REPLACE (1) GAS BOILER & (1) HW HEATER IN CELLAR. VENTING TO EXISTING CHIMNEY IN GOOD WORKING CONDITION. GAS REPAIR NEEDED PER LL152 INSPECTION. REMOVE ILLEGAL FITTINGS & FUTURE CONNECTIONS & REPLACE APPROX 45 feet OF 1 1/4 inches GAS PIPE IN CELLAR & APPROX 30 feet OF 3/4 inches GAS PIPE IN CELLAR & TO THE EXISTING BASEMENT STOVE. METER IS EXISTING. FIRESTOPS WILL BE RESTORED. PIPE THRU APTS & NOT IN HALLWAYS.","3 Family","Pass-Final","2022-08-22T00:00:00.000","40.671797","-73.975962","11215","6","39","157","Park Slope-Gowanus"
"M00528145","New Job Filing","I1","Signed off","M00528145-I1-LA","2021-05-25T00:00:00.000","2021-05-25T00:00:00.000","2023-05-01T00:00:00.000","2022-09-08T00:00:00.000","Gas Plumbing Work","1064025","371","WADSWORTH AVENUE","MANHATTAN","INSTALL NEW GAS METER OSP AND RUN APPROX. 100 feet OF WELDED 4 inches BLACK PIPE AND APPROX. 10 feet OF 2.5 inches BLACK PIPE TO EXISTING DUAL FUEL BURNER IN BASEMENT-ICI MMG-42P. BOILER IS FEDERAL FST-100(4,200,000 BTU). EXISTING BOILER AND DUAL FUEL BURNER FILED UNDER #104575210.  INSTALL APPROX. 90 feet OF 2 inches SWINGOVER PIPING.  FIRE STOPPING WILL BE RESTORED. GAS PIPING WILL NOT BE RUN THROUGH PUBLIC HALLWAYS.","Other","Pass-Final","2022-09-07T00:00:00.000","40.856409","-73.930069","10040","12","10","279","Washington Heights North"
"B00116253","New Job Filing","I1","Signed off","B00116253-I1-LA","2019-01-07T00:00:00.000","2019-01-07T00:00:00.000","2020-04-04T00:00:00.000","2019-04-18T00:00:00.000","Gas Plumbing Work","3029632","85","EASTERN PARKWAY","BROOKLYN","SUPERSEDING LAA: # 340257144 and LAAs 320649704, 320649688, && 320649679 in order to remove SWO --- On 2nd and 3rd floor(Apts 2E , 3B and 3E)   in each apartment  will replace  1 STOVE (DIRECT REPLACEMENT), 1 WC, 1 LAV, 1 TUB w/ SHOWER BODY on existing roughing . FIRESTOPS WILL NOT BE COMPROMISED.","Other",,"2019-04-16T00:00:00.000","40.672676","-73.966001","11238","8","35","215","Prospect Heights"
"B08022512","New Job Filing","I1","Signed off","B08022512-I1-LA","2022-10-17T00:00:00.000","2022-10-17T00:00:00.000","2023-06-17T00:00:00.000","2022-12-03T00:00:00.000","Gas Plumbing Work","3125290","497","MC DONALD AVENUE","BROOKLYN","In the Cellar: Due to gas leak National Grid shut off gas meter for gas stove in Apt #3R on 3 Flr.  Will replace with NEW approx 40 feet of 3/4 inches gas piping for Apt #3R on 3 Flr, from Cellar to 3 Flr only.  Gas Authorization required by National Grid.  Fire stops will not be compromised.","Other","Pass-Final","2022-12-02T00:00:00.000","40.642017","-73.979277","11218","12","39","486","Kensington-Ocean Parkway"
"M00278680","New Job Filing","I1","Permitted","M00278680-I1-LA","2019-12-10T00:00:00.000","2019-12-10T00:00:00.000","2023-01-26T00:00:00.000",,"Gas Plumbing Work","1042042","145","EAST   62 STREET","MANHATTAN","We are removing six (6) existing gas meters in the cellar & installing one master meter in the cellar to provide cooking gas to 6 units with 30 feet of 2 inches, 30 feet of 1 1/4 inches , 20 feet of 1 inches, & 20 feet of 3/4 inches black gas piping. All fire stopping will be restored as per code.","Other",,,"40.76398","-73.966493","10065","8","4","11402","Upper East Side-Carnegie Hill"
"X00797100","New Job Filing","I1","Permitted","X00797100-I1-LA","2022-08-22T00:00:00.000","2022-08-22T00:00:00.000","2023-01-31T00:00:00.000",,"Gas Plumbing Work","2017878","414","EAST  204 STREET","BRONX","DUE TO LEAK & GAS SHUTDOWN REPLACE METER BAR & L/W VALVE FOR EXISTING METER IN APT #5J ON THE 5TH FL & REPLACE APPROX 5 feet OF 1 inches & 20 feet OF 3/4 inches GAS PIPE TO THE EXISTING STOVE. REPLACE GAS VALVE & FLEX BEHIND STOVE. FOR COOKING ONLY. FIRESTOPS WILL NOT BE COMPROMISED.","Other",,,"40.870664","-73.876419","10467","7","11","425","Norwood"
"M00787591","PAA","P1","Approved",,"2022-12-02T00:00:00.000",,,,"Water Plumbing Work","1083349","100","BEEKMAN STREET","MANHATTAN","DIRECT REPLACE 1 GAS RANGE AT THE EXISTING GAS ROUGHING, DIRECT REPLACEMENT OF THE FOLLOWING PLUMBING FIXTURES ON EXISTING PLUMBING SYSTEM ROUGH-IN 1 WATER CLOSET, 1 LAVATORY,1 BATHTUB AND 1 KITCHEN SINK IN APT. #19N ON 19TH FLOOR. NO EXISTING BUILDING MATERIALS DISTURBED AND NO EXISTING FIRE STOPS COMPROMISED.","Other",,,"40.708275","-74.003556","10038","1","1","1501","Battery Park City-Lower Manhattan"
"M00434766","New Job Filing","I1","Permitted","M00434766-I1-LA","2020-12-01T00:00:00.000","2020-12-01T00:00:00.000","2023-03-31T00:00:00.000",,"Gas Plumbing Work","1082418","787","9 AVENUE","MANHATTAN","EWN# M00433529, PREV# M00431559&M00430168; REPLACE BOILER (WEIL MCLAIN, LGB-6, 650,000 BTU INP, CSA 1502-01), S/O ON 103636736 IN CEL/BLR RM, CONNECT TO EXST CHIMNEY-LINED/IN GOOD CONDITION. INSTALL APP 40FT OF 2 inches GAS PIPE FROM EXIST MTR TO NEW BLR IN CEL/BLR RM, W/ NEW APPLIANCE VALVE.  FIRESTOPS TO BE RESTORED TO CODE COMPLIANT CONDITIONS; NO PIPING IN HALLWAY. TEST ALL NEW PIPE. EXIST HOT WTR BLR (AO SMITH, HW-300, 300,000 BTU INPUT, CSA2902-93) S/O ON 103636736 TO REMAIN.","Other",,,"40.765","-73.987856","10019","4","3","133","Clinton"
"X00719082","New Job Filing","I1","Permitted","X00719082-I1-LA","2022-04-14T00:00:00.000","2022-04-14T00:00:00.000","2023-01-16T00:00:00.000",,"Gas Plumbing Work","2009615","546","EAST  170 STREET","BRONX","DUE TO GAS SHUTDOWN BY UTILITY CO BECAUSE OF LEAK ON HOUSE PIPE, WILL TEST GAS LINES TO (2) MODINE UNIT HEATERS AT 1ST FL. REG/REP 2-MODINE HEATERS VENTED THRU THE ROOF OF 1-STORY BUILDING. WILL INSTALL NEW CL500 METER BAR ON EXISITING METER & REPLACE APPROX 35 feet OF 1-1/4 inches & 65 feet OF 1 inches BLACK PIPE & FITTINGS. NO GAS PIPE IN PUBLIC HALLWAYS. FIRESTOPS WILL NOT BE COMPROMISED.","Other",,,"40.834829","-73.902783","10456","3","16","14701","Claremont-Bathgate"
"B00772655","New Job Filing","I1","Permitted","B00772655-I1-LA","2022-07-11T00:00:00.000","2022-07-11T00:00:00.000","2023-02-07T00:00:00.000",,"Water Plumbing Work","3064337","305","MCGUINESS BOULEVARD","BROOKLYN","Work on the floors: Cellar. Scope of the work: Installation of new 3 inches RPZ and connecting to existing 3 inches meter . Installation of 6 inches  DCDA as per DEP approved cross connection letter# 22091376. RPZ will be drained through the nearest 4 inches floor drain according to approved cross connection letter.","Other",,,"40.732677","-73.95204","11222","1","33","575","Greenpoint"
"M00662724","New Job Filing","I1","Permitted","M00662724-I1-LA","2022-01-13T00:00:00.000","2022-01-13T00:00:00.000","2023-01-14T00:00:00.000",,"Fire Suppression Work","1081694","530","FIRST AVENUE","MANHATTAN","REARRANGEMENT  OF (1) UPRIGHT SPRINKLER HEAD WITH 7 feet OF 1 inches PIPING CONNECTED TO THE WET SYSTEM ON THE CELLAR.  THE SYSTEM WILL BE DOWN FOR LESS THAN 4 HOURS.","Other",,,"40.741659","-73.975049","10016","6","4","62","Murray Hill-Kips Bay"
"M00755413","New Job Filing","I1","Permitted","M00755413-I1-LA","2022-06-14T00:00:00.000","2022-06-14T00:00:00.000","2023-01-31T00:00:00.000",,"Gas Plumbing Work","1062962","504","WEST  167 STREET","MANHATTAN","LEAK/GAS SHUTDOWN-REPLACE 3 inches FLANGE BEFORE THE EXG METER IN CEL & TEST EXG GAS LINE FOR EXG BOILER, B.PILOT & HW HEATER IN CEL.PREVIOUSLY FILED UNDER #140417742. REPLACE APX 100 feet X 1 1/4 inches GAS PIPE FROM CEL TO 5TH FL FOR EXG STOVES IN (21) RESID APTS-1A-5A,1B-5B,1C-5C,1D-5D (FLS 1-5) & FOR SUPERS APT IN CEL.REPLACE METER BAR & LW VALVE FOR EXG METER & APX 20 feet X 3/4 inches GAS PIPE & REPLACE GAS VALVE & FLEX IN EACH APT. FIRESTOPS WILL BE RESTORED.PIPE THRU APTS.NOT IN HLLWY.HEAT & HW RESTORED ON 7/21","Other",,,"40.839429","-73.937687","10032","12","10","251","Washington Heights South"
"M00788109","New Job Filing","I1","Permitted","M00788109-I1-LA","2022-08-04T00:00:00.000","2022-08-04T00:00:00.000","2023-01-24T00:00:00.000",,"Fire Suppression Work","1036223","299","PARK AVENUE","MANHATTAN","INSTALLATION OF (4) SPRINKLER HEADS WITH 40 feet OF 1 inches PIPING, CONNECTED TO THE WET SYSTEM ON THE 37TH FLOOR. THE SYSTEM WILL BE DOWN FOR LESS THAN 6 HOURS.","Other",,,"40.756456","-73.974495","10171","5","4","92","Turtle Bay-East Midtown"
"B08031214","New Job Filing","I1","Permitted","B08031214-I1-LA","2022-10-31T00:00:00.000","2022-10-31T00:00:00.000","2023-07-01T00:00:00.000",,"Gas Plumbing Work","3327739","3001","CHURCH AVENUE","BROOKLYN","SUPERSEDE LAA# 340199485 OIL TO GAS CONVERSION; BOILER (WEIL MCLAIN, EG-75, CSA 1052-81, 282,000 BTU INPUT), CONNECTED TO EXISTING CHIMNEY-LINED & IN GOOD CONDITION IN CELLAR/BOILER ROOM. EXISTING EQUIPMENT FILED AND GAS AUTHORIZED ON 340199485. NO NEW PIPING. EXISTING METER & RISER TO REMAIN.  NO GAS TEST REQUIRED.","Other",,,"40.650824","-73.949424","11226","17","40","818","Erasmus"
"Q08048825","New Job Filing","I1","Permitted","Q08048825-I1-LA","2022-12-02T00:00:00.000","2022-12-02T00:00:00.000","2023-07-04T00:00:00.000",,"Gas Plumbing Work","4052427","71-36","110 STREET","QUEENS","GAS SHUT DUE TO LEAK AT CELLAR GAS  METER FOR APT 3J COOKING ONLY. REPLACE 3/4 inches APPLIANCE VALVE AND FLEXIBLE CONNECTORNO GAS IN STAIRWEELS , SHAFTS OR PUBLIC CORRIDORS FIRES TOP WILL NOT BE COMPROMISED","Other",,,"40.721494","-73.841131","11375","6","29","739","Forest Hills"
"B00776390","New Job Filing","I1","Permitted","B00776390-I1-LA","2022-07-18T00:00:00.000","2022-07-18T00:00:00.000","2023-07-01T00:00:00.000",,"Gas Plumbing Work","3330612","438","12 STREET","BROOKLYN","REPLACE 2 GAS BOILERS (LOCHINVAR, PBN0502-M13, CSA 112397, 500,000 BTU INPUT EACH), CONNECTED TO EXISTING CHIMNEY-LINED & IN GOOD CONDITION IN CELLAR/BOILER ROOM. EXISTING BOILERS SIGNED OFF ON 320829957. NO NEW PIPING. EXISTING METER & RISER TO REMAIN.  NO GAS TEST REQUIRED.","Other",,,"40.664459","-73.98179","11215","6","39","151","Park Slope-Gowanus"
"S00753959","New Job Filing","I1","Signed off","S00753959-I1-LA","2022-06-08T00:00:00.000","2022-06-08T00:00:00.000","2023-05-01T00:00:00.000","2022-07-02T00:00:00.000","Gas Plumbing Work","5164857","38B","MONTGOMERY AVENUE","STATEN ISLAND","Gas meter was removed by National Grid in 2020. Install 3 PSI test on all gas pipe & fittings from outlet side of meter bar to all gas appliances.","3 Family","Pass-Final","2022-07-01T00:00:00.000","40.640729","-74.078551","10301","1","49","11","West New Brighton-New Brighton-St. George"
"M00795076","New Job Filing","I1","Permitted","M00795076-I1-LA","2022-08-17T00:00:00.000","2022-08-17T00:00:00.000","2023-01-24T00:00:00.000",,"Fire Suppression Work","1020338","240","EAST   38 STREET","MANHATTAN","REARRANGEMENT OF (8) BRANCH LINES OF SPRINKLER PIPING WITH  APROX 120 feet of 2 1/2  inches PIPING CONNECTED TO THE WET SYSTEM ON THE 16th FLOOR. THE SYSTEM WILL BE DOWN FOR LESS THAN 7 HOURS.","Other",,,"40.747681","-73.974975","10016","6","4","78","Murray Hill-Kips Bay"
"Q08048703","New Job Filing","I1","Permitted","Q08048703-I1-LA","2022-12-02T00:00:00.000","2022-12-02T00:00:00.000","2023-05-01T00:00:00.000",,"Gas Plumbing Work","4019402","23-92","23 STREET","QUEENS","Replace existing boiler with new Burnham Steam Max 200 of 200,000 BTU connected to existing piping, vented to existing chimney. Register replacement boiler and existing hwh AO Smith PCG75 of 75000 BTU. Test gas line from existing meter in cel to boiler and hwh. No firestops to be compromised.","Other",,,"40.776062","-73.920344","11105","1","22","97","Steinway"
"B07994284","New Job Filing","I1","Signed off","B07994284-I1-LA","2022-09-08T00:00:00.000","2022-09-08T00:00:00.000","2023-04-15T00:00:00.000","2022-10-29T00:00:00.000","Gas Plumbing Work","3245039","3101","BRIGHTON    1 PLACE","BROOKLYN","REMOVE & CAP OFF 1- GAS BOILER & 1- HOT WATER HEATER IN THE BASEMENT, INSTALLED UNDER ARA #301844440. INSTALL 1- NAVIEN NCB-240/130H (NG) 240,000 BTUs INPUT COMBINATION BOILER & HOT WATER HEATER WITH NEUTRALIZING KIT. PERFORM GAS TEST. FIRESTOPS WON feetT BE COMPROMISED.","2 Family","Pass-Final","2022-10-28T00:00:00.000","40.576237","-73.965752","11235","13","48","36001","Brighton Beach"
"M08020720","New Job Filing","I1","Permitted","M08020720-I1-LA","2022-10-13T00:00:00.000","2022-10-13T00:00:00.000","2023-04-24T00:00:00.000",,"Gas Plumbing Work","1003332","93","MADISON STREET","MANHATTAN","(EWN-M-08014223/M08016373) DUE TO GAS SHUTDOWN BY UTILITY CO, WE TESTED EXISTING GAS LINES TO APPLIANCES (1-BOILER FOR HEAT & 1-AO SMITH BOILER FOR DOM HW IN CEL). WILL REPLACE APPROX 20 feet OF 2 inches GAS PIPE & FITTINGS & INSTALL NEW ROTARY GAS METER IN CEL. GAS IS FOR HEAT/HW ONLY. REGISTER/REPLACE 1-BL FOR HEAT & 1-BL FOR DOMESTIC HW VENTED THRU EXIST CHIMNEY IN GOOD WORKING CONDITION. NO GAS PIPE IN PUBLIC HALLWAYS. FIRESTOPS WILL NOT BE COMPROMISED.","Other",,,"40.712197","-73.995657","10002","3","1","8","Chinatown"
"B00416304","New Job Filing","I1","Permitted","B00416304-I1-LA","2020-10-20T00:00:00.000","2020-10-20T00:00:00.000","2023-03-29T00:00:00.000",,"Gas Plumbing Work","3257168","2501","SNYDER AVENUE","BROOKLYN","GAS TO GAS DIRECT APPLIANCE REPLACEMENT OF (1) GAS BOILER AND (1) GAS FIRED HOT WATER HEATER IN BASEMENT-WILLIAMSON GWA-210(210,000 BTU INPUT) AND AO SMITH FCG-75(75,100 BTU) . CONNECT TO EXISTING LINED CHIMNEY IN GOOD CONDITION.INITIAL GAS BOILER INSTALLATION FILED UNDER NB 136/87(PROOF UPLOADED WITH DPL). GAS COCKS WILL NOT BE TOUCHED.NO GAS TEST NECESSARY FOR THIS JOB.FINISH INSPECTIONS ONLY. NO GAS AUTHORIZATION REQUIRED.FIRE STOPPING WILL NOT BE COMPROMISED.C OF O-1989-NO ACP-5 NECESSARY.","Other",,,"40.648737","-73.953898","11226","17","40","794","Erasmus"
"M00650354","New Job Filing","I1","Signed off","M00650354-I1-LA","2021-12-22T00:00:00.000","2021-12-22T00:00:00.000","2022-12-22T00:00:00.000","2022-12-03T00:00:00.000","Gas Plumbing Work","1001040","125","CEDAR STREET","MANHATTAN","DUE TO GAS SHUTDOWN BY UTILITY CO BECAUSE OF LEAK, WILL TEST EXIST GAS LINE FROM METER TO APPLIANCE (BOILER PILOT IN CELLAR). REGISTER/REPLACE BOILER PILOT WITH APPROX 100 feet X 3/4 inches  PIPE IN CELLAR. CAP & REMOVE RESIDENTIAL GAS STOVES IN 22 APTS ON FLRS 002-013 AS TENANTS WILL CONVERT TO ELECTRIC AS PER ELECTRICAL PERMITS #M00781793 (SEE ATTACHED). NO GAS PIPE IN ANY PUBLIC HALLWAYS. FIRESTOPS TO BE RESTORED AS PER NYC CODE. CO# 104294942 W/ DPL1.","Other","Pass-Final","2022-12-02T00:00:00.000","40.70963","-74.012635","10006","1","1","13","Battery Park City-Lower Manhattan"
"M00691080","New Job Filing","I1","Signed off","M00691080-I1-LA","2022-03-03T00:00:00.000","2022-03-03T00:00:00.000","2023-03-03T00:00:00.000","2022-04-26T00:00:00.000","Water Plumbing Work","1031730","22","WEST   96 STREET","MANHATTAN","IN APT #1-2 ON THE FIRST FLOOR, WILL REPLACE/RELOCATE 1-WATER CLOSET, REPLACE 1-LAV W/ 2-LAVS & RELOCATE IN EXISTING BATHROOM & REMOVE BATHTUB & INSTALL SHOWER STALL W/ NEW SHOWER BODY. WILL REPLACE APPROX 40 feet OF 2 inches CAST IRON, 5 feet OF 4 inches CAST IRON, 20 feet OF 3/4 inches COPPER & 20 feet OF 1/2 inches COPPER WATER PIPING. FIRESTOPS WILL NOT BE COMPROMISED.","Other","Pass-Final","2022-04-25T00:00:00.000","40.791965","-73.965424","10025","7","6","181","Upper West Side"
"X00798646","New Job Filing","I1","Signed off","X00798646-I1-LA","2022-08-24T00:00:00.000","2022-08-24T00:00:00.000","2023-05-01T00:00:00.000","2022-10-01T00:00:00.000","Gas Plumbing Work","2017146","210","EAST  198 STREET","BRONX","DUE TO LEAK AND CON ED SHUTDOWN, REPLACE/RELOCATE GAS METER BAR AND APPROX. 20 feet OF 3/4 inches BLACK PIPE TO EXISTING STOVE IN APARTMENT #F1 ON THE FIFTH FLOOR FOR COOKING USE ONLY. REPLACE 3/4 inches GAS COCK AND GAS FLEX BEHIND STOVE. FIRE STOPPING WILL NOT BE COMPROMISED. NO GAS PIPING IN PUBLIC HALLWAY.","Other","Pass-Final","2022-09-30T00:00:00.000","40.869841","-73.890453","10458","7","15","40302","Bedford Park-Fordham North"
"X00567661","New Job Filing","I1","Signed off","X00567661-I1-LA","2022-07-07T00:00:00.000","2022-07-07T00:00:00.000","2023-05-01T00:00:00.000","2022-09-07T00:00:00.000","Gas Plumbing Work","2013832","2615","GRAND CONCOURSE","BRONX","DUE TO LEAK AND CON ED SHUTDOWN, REPLACE APPROX. 80 feet OF 3/4 inches BLACK PIPE FROM CELLAR TO 2ND FLOOR ON PIPING FEEDING EXISTING STOVES FOR APTS:1E-6E(FLRS 1-6). PIPING RUN IN APARTMENTS. TEST GAS LINE FOR APT #1H ON THE FIRST FLOOR-EXISTING COOKING USE ONLY. METERS IN CELLAR. COOKING USE ONLY. REPLACE 3/4 inches GAS COCKS BEHIND STOVES. NO GAS PIPING IN PUBLIC HALLWAYS. FIRESTOPPING WILL NOT BE RESTORED.","Other","Pass-Final","2022-09-06T00:00:00.000","40.864998","-73.895204","10468","7","14","401","Bedford Park-Fordham North"
"Q00778420","Subsequent Filing","S1","Pre-Filing",,,,"2023-03-25T00:00:00.000",,"Water Plumbing Work","4016179","23-71","36 STREET","QUEENS","Subsequent filing for amend the work level from cellar to basement for LAA Q00778420, no work will be done under subsequent filing, work all done under  LAA Q00778420( Cap/Remove the illegal residential sink at the basement level, legalize (3) piece bathroom((TOILET, SINK, SHOWER) at the basement, remove violations 35638048J 35643700H 35643702L 35643703N 35638049L, there is no change of egress and C/O, there is no firestopping compromised.)","2 Family",,,"40.771154","-73.912096","11105","1","22","117","Steinway"
"M00763656","New Job Filing","I1","Signed off","M00763656-I1-LA","2022-06-23T00:00:00.000","2022-06-23T00:00:00.000","2023-01-24T00:00:00.000","2022-10-28T00:00:00.000","Fire Suppression Work","1023161","1301","SIXTH AVENUE","MANHATTAN","REARRANGEMENT OF (14) SPRINKLER HEADS WITH 140 feet OF 1 inches DIAMETER CONNECTED TO THE WET SYSTEM ON THE 6TH FLOOR. THE SYSTEM WILL BE DOWN FOR LESS THAN 7 HOURS.","Other","Pass-Final","2022-10-27T00:00:00.000","40.761244","-73.979457","10019","5","4","131","Midtown-Midtown South"
