"extract_run_date","randomized_id","closed_year","case_type","days_from_received_date_to","re_opened","ever_on_da_hold","outcome_path","case_disposition","borough_of_incident","patrol_borough_of_incident","stop_question_frisk_complaint"
"2018-05-25T00:00:00.000","887","2000","CCRB","219","false","false","Full Investigation","Unfounded","Brooklyn","Brooklyn South","false"
"2018-05-25T00:00:00.000","888","2000","CCRB","343","false","false","Full Investigation","Officer(s) Unidentified","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","889","2000","CCRB","110","false","false","Truncated","Complainant Uncooperative","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","890","2000","CCRB","194","false","false","Full Investigation","Unsubstantiated","Brooklyn","Brooklyn South","false"
"2018-05-25T00:00:00.000","891","2000","CCRB","52","false","false","Truncated","Complainant Unavailable","Manhattan","Other","false"
"2018-05-25T00:00:00.000","892","2000","CCRB","95","false","false","Truncated","Complainant Uncooperative","Manhattan","Manhattan North","true"
"2018-05-25T00:00:00.000","893","2000","CCRB","98","false","false","Truncated","Alleged Victim Uncooperative","Brooklyn","Brooklyn South","false"
"2018-05-25T00:00:00.000","894","2000","CCRB","307","false","false","Truncated","Complainant Uncooperative","Manhattan","Manhattan North","true"
"2018-05-25T00:00:00.000","895","2000","CCRB","147","false","false","Truncated","Complaint Withdrawn","Brooklyn","Brooklyn South","false"
"2018-05-25T00:00:00.000","896","2000","CCRB","255","false","false","Full Investigation","Exonerated","Brooklyn","Brooklyn North","false"
"2018-05-25T00:00:00.000","897","2000","CCRB","108","false","false","Truncated","Complainant Uncooperative","Outside NYC","Brooklyn South","false"
"2018-05-25T00:00:00.000","898","2000","CCRB","114","false","false","Truncated","Complainant Uncooperative","Manhattan","Other","false"
"2018-05-25T00:00:00.000","899","2000","CCRB","372","false","false","Full Investigation","Substantiated (Charges)","Queens","Queens South","false"
"2018-05-25T00:00:00.000","900","2000","CCRB","346","false","false","Full Investigation","Unfounded","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","901","2000","CCRB","160","false","false","Truncated","Complainant Unavailable","Manhattan","Manhattan North","false"
"2018-05-25T00:00:00.000","5730","2001","CCRB","84","false","false","Other","Miscellaneous","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","902","2000","CCRB","430","false","false","Full Investigation","Substantiated (Instructions)","Queens","Queens North","false"
"2018-05-25T00:00:00.000","903","2000","CCRB","419","false","false","Full Investigation","Unfounded","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","904","2000","CCRB","334","false","false","Full Investigation","Unfounded","Brooklyn","Brooklyn North","false"
"2018-05-25T00:00:00.000","905","2000","CCRB","92","false","false","Other","Duplicate - CCRB","Queens","Queens South","false"
"2018-05-25T00:00:00.000","906","2000","CCRB","137","false","false","Truncated","Complainant Unavailable","Staten Island","Staten Island","false"
"2018-05-25T00:00:00.000","907","2000","CCRB","416","false","false","Full Investigation","Exonerated","Brooklyn","Brooklyn North","true"
"2018-05-25T00:00:00.000","908","2000","CCRB","166","false","false","Truncated","Complainant Uncooperative","Manhattan","Manhattan North","false"
"2018-05-25T00:00:00.000","909","2000","CCRB","340","false","false","Full Investigation","Unsubstantiated","Manhattan","Manhattan North","false"
"2018-05-25T00:00:00.000","910","2000","CCRB","158","false","false","Full Investigation","Unsubstantiated","Brooklyn","Brooklyn North","false"
"2018-05-25T00:00:00.000","911","2000","CCRB","237","false","false","Other","Miscellaneous","Brooklyn","Brooklyn South","false"
"2018-05-25T00:00:00.000","912","2000","CCRB","124","false","false","Truncated","Complainant Unavailable","Queens","Queens South","false"
"2018-05-25T00:00:00.000","913","2000","CCRB","135","false","false","Truncated","Complainant Unavailable","Staten Island","Staten Island","false"
"2018-05-25T00:00:00.000","914","2000","CCRB","98","false","false","Truncated","Complainant Uncooperative","Manhattan","Manhattan South","false"
"2018-05-25T00:00:00.000","915","2000","CCRB","277","false","false","Full Investigation","Officer(s) Unidentified","Manhattan","Manhattan South","false"
"2018-05-25T00:00:00.000","916","2000","CCRB","284","false","false","Truncated","Complainant Uncooperative","Manhattan","Manhattan North","false"
"2018-05-25T00:00:00.000","917","2000","CCRB","411","false","false","Full Investigation","Unfounded","Queens","Queens North","false"
"2018-05-25T00:00:00.000","918","2000","CCRB","363","false","false","Full Investigation","Unsubstantiated","Brooklyn","Brooklyn South","false"
"2018-05-25T00:00:00.000","919","2000","CCRB","328","false","false","Full Investigation","Exonerated","Brooklyn","Brooklyn North","false"
"2018-05-25T00:00:00.000","920","2000","CCRB","551","false","false","Truncated","Complainant Uncooperative","Manhattan","Manhattan North","false"
"2018-05-25T00:00:00.000","921","2000","CCRB","308","false","false","Full Investigation","Unsubstantiated","Brooklyn","Brooklyn South","false"
"2018-05-25T00:00:00.000","922","2000","CCRB","13","false","false","Other","Duplicate - CCRB","Manhattan","Manhattan North","false"
"2018-05-25T00:00:00.000","923","2000","CCRB","69","false","false","Truncated","Complainant Uncooperative","Queens","Queens North","false"
"2018-05-25T00:00:00.000","924","2000","CCRB","219","false","false","Truncated","Complainant Uncooperative","Queens","Queens South","true"
"2018-05-25T00:00:00.000","925","2000","CCRB","160","false","false","Truncated","Complainant Unavailable","Brooklyn","Brooklyn North","false"
"2018-05-25T00:00:00.000","926","2000","CCRB","135","false","false","Truncated","Complainant Uncooperative","Manhattan","Manhattan North","false"
"2018-05-25T00:00:00.000","5794","2001","CCRB","310","false","false","Full Investigation","Unfounded","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","927","2000","CCRB","249","false","false","Truncated","Complainant Uncooperative","Queens","Queens North","false"
"2018-05-25T00:00:00.000","928","2000","CCRB","74","false","false","Mediated","Mediated","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","929","2000","CCRB","163","false","false","Truncated","Complainant Unavailable","Manhattan","Manhattan North","true"
"2018-05-25T00:00:00.000","930","2000","CCRB","154","false","false","Truncated","Complainant Unavailable","Manhattan","Manhattan South","false"
"2018-05-25T00:00:00.000","931","2000","CCRB","170","false","false","Truncated","Complainant Unavailable","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","932","2000","CCRB","100","false","false","Truncated","Alleged Victim Uncooperative","Manhattan","Manhattan North","false"
"2018-05-25T00:00:00.000","933","2000","CCRB","240","false","false","Full Investigation","Exonerated","Queens","Queens North","true"
"2018-05-25T00:00:00.000","934","2000","CCRB","122","false","false","Truncated","Complainant Uncooperative","Bronx","Bronx","true"
"2018-05-25T00:00:00.000","935","2000","CCRB","104","false","false","Truncated","Complaint Withdrawn","Queens","Queens North","false"
"2018-05-25T00:00:00.000","936","2000","CCRB","142","false","false","Truncated","Complainant Uncooperative","Manhattan","Other","false"
"2018-05-25T00:00:00.000","937","2000","CCRB","147","false","false","Truncated","Complaint Withdrawn","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","938","2000","CCRB","143","false","false","Truncated","Complainant Uncooperative","Manhattan","Manhattan North","false"
"2018-05-25T00:00:00.000","11393","2002","CCRB","31","false","false","Truncated","Complaint Withdrawn",,"Other","false"
"2018-05-25T00:00:00.000","939","2000","CCRB","231","false","false","Truncated","Alleged Victim Uncooperative","Manhattan","Manhattan North","false"
"2018-05-25T00:00:00.000","940","2000","CCRB","203","false","false","Truncated","Complainant Unavailable","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","941","2000","CCRB","107","false","false","Truncated","Complainant Unavailable","Brooklyn","Brooklyn North","false"
"2018-05-25T00:00:00.000","942","2000","CCRB","421","false","false","Full Investigation","Officer(s) Unidentified","Brooklyn","Brooklyn North","false"
"2018-05-25T00:00:00.000","943","2000","CCRB","255","false","false","Full Investigation","Unfounded","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","944","2000","CCRB","84","false","false","Truncated","Complainant Uncooperative","Bronx","Other","false"
"2018-05-25T00:00:00.000","945","2000","CCRB","349","false","false","Full Investigation","Exonerated","Brooklyn","Brooklyn South","true"
"2018-05-25T00:00:00.000","946","2000","CCRB","363","false","false","Full Investigation","Exonerated","Brooklyn","Brooklyn South","true"
"2018-05-25T00:00:00.000","947","2000","CCRB","176","false","false","Truncated","Complainant Uncooperative","Manhattan","Manhattan North","true"
"2018-05-25T00:00:00.000","948","2000","CCRB","140","false","false","Truncated","Complainant Unavailable","Manhattan","Other","false"
"2018-05-25T00:00:00.000","949","2000","CCRB","104","false","false","Truncated","Complainant Uncooperative","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","950","2000","CCRB","418","false","false","Full Investigation","Unfounded","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","951","2000","CCRB","174","false","false","Truncated","Complainant Uncooperative","Queens","Queens South","false"
"2018-05-25T00:00:00.000","952","2000","CCRB","93","false","false","Truncated","Complainant Uncooperative","Manhattan","Manhattan North","false"
"2018-05-25T00:00:00.000","953","2000","CCRB","59","false","false","Truncated","Complainant Unavailable","Brooklyn","Brooklyn South","false"
"2018-05-25T00:00:00.000","954","2000","CCRB","448","false","false","Full Investigation","Officer(s) Unidentified","Queens","Queens North","true"
"2018-05-25T00:00:00.000","955","2000","CCRB","146","false","false","Truncated","Complainant Uncooperative","Staten Island","Staten Island","true"
"2018-05-25T00:00:00.000","956","2000","CCRB","81","false","false","Truncated","Complainant Uncooperative","Queens","Queens South","false"
"2018-05-25T00:00:00.000","957","2000","CCRB","156","false","false","Full Investigation","Unfounded","Queens","Queens North","false"
"2018-05-25T00:00:00.000","958","2000","CCRB","441","false","false","Full Investigation","Unsubstantiated","Manhattan","Manhattan North","false"
"2018-05-25T00:00:00.000","959","2000","CCRB","77","false","false","Truncated","Complainant Unavailable","Manhattan","Manhattan South","false"
"2018-05-25T00:00:00.000","960","2000","CCRB","128","false","false","Truncated","Complaint Withdrawn","Queens","Queens South","false"
"2018-05-25T00:00:00.000","961","2000","CCRB","90","false","false","Truncated","Complainant Unavailable","Manhattan","Manhattan North","false"
"2018-05-25T00:00:00.000","962","2000","CCRB","173","true","false","Full Investigation","Officer(s) Unidentified","Brooklyn","Brooklyn North","false"
"2018-05-25T00:00:00.000","963","2000","CCRB","421","false","false","Full Investigation","Unsubstantiated","Brooklyn","Brooklyn South","false"
"2018-05-25T00:00:00.000","964","2000","CCRB","166","false","false","Full Investigation","Exonerated","Brooklyn","Manhattan South","true"
"2018-05-25T00:00:00.000","965","2000","CCRB","300","false","false","Mediation Attempted","Mediation Attempted","Staten Island","Staten Island","false"
"2018-05-25T00:00:00.000","966","2000","CCRB","145","false","false","Full Investigation","Unsubstantiated","Bronx","Bronx","true"
"2018-05-25T00:00:00.000","967","2000","CCRB","257","false","false","Full Investigation","Exonerated","Manhattan","Manhattan North","true"
"2018-05-25T00:00:00.000","968","2000","CCRB","110","false","false","Truncated","Complainant Uncooperative","Brooklyn","Brooklyn North","false"
"2018-05-25T00:00:00.000","969","2000","CCRB","68","false","false","Truncated","Complainant Uncooperative","Staten Island","Other","true"
"2018-05-25T00:00:00.000","970","2000","CCRB","164","false","false","Full Investigation","Unsubstantiated","Brooklyn","Brooklyn South","false"
"2018-05-25T00:00:00.000","971","2000","CCRB","107","false","false","Truncated","Complainant Uncooperative","Manhattan","Manhattan North","false"
"2018-05-25T00:00:00.000","972","2000","CCRB","324","false","false","Full Investigation","Exonerated","Manhattan","Manhattan South","false"
"2018-05-25T00:00:00.000","973","2000","CCRB","443","false","false","Full Investigation","Substantiated (Charges)","Brooklyn","Brooklyn South","false"
"2018-05-25T00:00:00.000","974","2000","CCRB","227","false","false","Truncated","Alleged Victim Uncooperative","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","975","2000","CCRB","360","false","false","Full Investigation","Exonerated","Manhattan","Manhattan South","true"
"2018-05-25T00:00:00.000","976","2000","CCRB","421","false","false","Full Investigation","Unsubstantiated","Brooklyn","Brooklyn North","false"
"2018-05-25T00:00:00.000","977","2000","CCRB","421","false","false","Full Investigation","Unfounded","Manhattan","Manhattan South","false"
"2018-05-25T00:00:00.000","978","2000","CCRB","94","false","false","Truncated","Complainant Uncooperative","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","979","2000","CCRB","74","false","false","Truncated","Complaint Withdrawn","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","980","2000","CCRB","365","false","false","Full Investigation","Exonerated","Brooklyn","Brooklyn North","false"
"2018-05-25T00:00:00.000","981","2000","CCRB","229","false","false","Full Investigation","Unfounded","Brooklyn","Brooklyn North","false"
"2018-05-25T00:00:00.000","982","2000","CCRB","203","false","false","Mediated","Mediated","Brooklyn","Brooklyn South","false"
"2018-05-25T00:00:00.000","983","2000","CCRB","131","false","false","Full Investigation","Unfounded","Manhattan","Manhattan South","false"
"2018-05-25T00:00:00.000","984","2000","CCRB","196","false","false","Full Investigation","Unsubstantiated","Brooklyn","Brooklyn North","false"
"2018-05-25T00:00:00.000","985","2000","CCRB","35","false","false","Truncated","Complaint Withdrawn","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","986","2000","CCRB","74","false","false","Truncated","Complainant Uncooperative","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","987","2000","CCRB","73","false","false","Truncated","Complainant Unavailable","Queens","Queens South","false"
"2018-05-25T00:00:00.000","988","2000","CCRB","261","false","false","Truncated","Alleged Victim Uncooperative","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","989","2000","CCRB","153","false","false","Truncated","Complainant Uncooperative","Brooklyn","Brooklyn North","false"
"2018-05-25T00:00:00.000","990","2000","CCRB","496","false","false","Full Investigation","Unsubstantiated","Manhattan","Queens North","false"
"2018-05-25T00:00:00.000","991","2000","CCRB","380","false","false","Full Investigation","Exonerated","Brooklyn","Brooklyn North","false"
"2018-05-25T00:00:00.000","992","2000","CCRB","238","false","false","Full Investigation","Unfounded","Brooklyn","Brooklyn North","false"
"2018-05-25T00:00:00.000","993","2000","CCRB","496","false","false","Full Investigation","Unsubstantiated","Brooklyn","Brooklyn North","false"
"2018-05-25T00:00:00.000","994","2000","CCRB","458","false","false","Full Investigation","Exonerated","Brooklyn","Brooklyn South","false"
