"projectid","buildingid","reportingconstructiontype","boroid","block","lot","bin","housenumber","streetname","countedrentalunits","countedhomeownershipunits","allcountedunits","totalbuildingunits","basesquarefootage","stories","bbl","community_board_cb","council_district","census_tract","nta","latitude","longitude","postcode"
"50207","810091","Preservation",,"4213","1","3342507","63","DOSCHER STREET","3","0","3","3","879","3","3042130001","5","42","1196","BK82","40.675860","-73.872800","11208"
"50207","810092","Preservation",,"4213","1","3342860","65","DOSCHER STREET","3","0","3","3","879","3","3042130001","5","42","1196","BK82","40.675814","-73.872789","11208"
"50207","810093","Preservation",,"4213","1","3342861","67","DOSCHER STREET","3","0","3","3","879","3","3042130001","5","42","1196","BK82","40.675767","-73.872778","11208"
"50207","810094","Preservation",,"4213","1","3342862","69","DOSCHER STREET","3","0","3","3","879","3","3042130001","5","42","1196","BK82","40.675720","-73.872764","11208"
"50207","810095","Preservation",,"4213","1","3342863","71","DOSCHER STREET","3","0","3","3","879","3","3042130001","5","42","1196","BK82","40.675673","-73.872753","11208"
"50207","810096","Preservation",,"4213","1","3342864","73","DOSCHER STREET","3","0","3","3","879","3","3042130001","5","42","1196","BK82","40.675627","-73.872742","11208"
"50207","810098","Preservation",,"4213","16","3342872","440","EUCLID AVENUE","3","0","3","3","689","3","3042130016","5","42","1196","BK82","40.676403","-73.872171","11208"
"50207","810099","Preservation",,"4213","16","3342873","442","EUCLID AVENUE","3","0","3","3","689","3","3042130016","5","42","1196","BK82","40.676365","-73.872164","11208"
"50207","810100","Preservation",,"4213","1","3342874","444","EUCLID AVENUE","3","0","3","3","689","3","3042130001","5","42","1196","BK82","40.676326","-73.872153","11208"
"50207","810101","Preservation",,"4213","16","3342875","446","EUCLID AVENUE","3","0","3","3","689","3","3042130016","5","42","1196","BK82","40.676288","-73.872143","11208"
"50207","810102","Preservation",,"4213","16","3342876","448","EUCLID AVENUE","3","0","3","3","689","3","3042130016","5","42","1196","BK82","40.676249","-73.872135","11208"
"50207","810103","Preservation",,"4213","16","3342877","450","EUCLID AVENUE","3","0","3","3","689","3","3042130016","5","42","1196","BK82","40.676208","-73.872125","11208"
"50207","810104","Preservation",,"4213","16","3342878","452","EUCLID AVENUE","3","0","3","3","689","3","3042130016","5","42","1196","BK82","40.676170","-73.872114","11208"
"50207","810105","Preservation",,"4213","1","3342866","2703","PITKIN AVENUE","3","0","3","3","703","3","3042130001","5","42","1196","BK82","40.675352","-73.872346","11208"
"50207","810106","Preservation",,"4213","1","3342867","2705","PITKIN AVENUE","3","0","3","3","703","3","3042130001","5","42","1196","BK82","40.675357","-73.872296","11208"
"50207","810107","Preservation",,"4213","1","3342868","2707","PITKIN AVENUE","3","0","3","3","879","3","3042130001","5","42","1196","BK82","40.675366","-73.872242","11208"
"50207","810108","Preservation",,"4213","1","3342870","2711","PITKIN AVENUE","3","0","3","3","879","3","3042130001","5","42","1196","BK82","40.675382","-73.872137","11208"
"50207","810109","Preservation",,"4213","1","3342865","2713","PITKIN AVENUE","2","0","2","2","1175","3","3042130001","5","42","1196","BK82","40.675387","-73.872083","11208"
"50223","3611","Preservation",,"2030","29","1060456","2480","ADAM C POWELL BOULEVARD","20","0","20","20","22183","6","1020300029","10","9","232","MN03","40.821117","-73.939468","10030"
"50223","3962","Preservation",,"1922","1","1058363","261","WEST 116 STREET","16","0","16","16","24534","5","1019220001","10","9","218","MN11","40.804275","-73.955000","10026"
"50223","7479","Preservation",,"2047","20","1060891","234","BRADHURST AVENUE","25","0","25","25","21628","5","1020470020","10","9","23502","MN03","40.828745","-73.939052","10039"
"50223","21286","Preservation",,"2054","22","1061170","377","EDGECOMBE AVENUE","16","0","16","16","15301","5","1020540022","9","9","23501","MN04","40.827955","-73.940722","10031"
"50223","362423","Preservation",,"1391","39","3037370","270","ROCHESTER AVENUE","16","0","16","16","15301","4","3013910039","8","41","349","BK61","40.669365","-73.928293","11213"
"50248","183277","Preservation",,"1346","9","3035759","1494","DEAN STREET","5","0","5","5","926","4","3013460009","8","36","311","BK61","40.676254","-73.938557","11213"
"50248","205660","Preservation",,"1232","7","3031170","1435","BEDFORD AVENUE","5","0","5","5","1072","4","3012320007","8","36","221","BK61","40.674088","-73.953827","11216"
"50248","211306","Preservation",,"3741","30","3083954","294","BRADFORD STREET","2","0","2","2","809","2","3037410030","5","37","1152","BK82","40.671911","-73.891996","11207"
"50248","219540","Preservation",,"3614","32","3082621","497","CHESTER STREET","6","0","6","6","2180","3","3036140032","16","42","916","BK81","40.659110","-73.908996","11212"
"50248","219546","Preservation",,"3613","38","3082595","510","CHESTER STREET","6","0","6","6","1629","3","3036130038","16","42","916","BK81","40.658882","-73.908961","11212"
"50248","219551","Preservation",,"3614","26","3082617","519","CHESTER STREET","2","0","2","2","505","2","3036140026","16","42","916","BK81","40.658701","-73.908893","11212"
"50248","219567","Preservation",,"3613","53","3082603","546","CHESTER STREET","2","0","2","2","609","2","3036130053","16","42","916","BK81","40.658215","-73.908789","11212"
"50248","221738","Preservation",,"1141","49","3027995","644","CLASSON AVENUE","2","0","2","2","510","3","3011410049","8","35","305","BK61","40.677869","-73.959005","11238"
"50248","221746","Preservation",,"1142","6","3028013","655","CLASSON AVENUE","5","0","5","5","1251","4","3011420006","8","35","305","BK61","40.677963","-73.958951","11238"
"50248","309559","Preservation",,"4321","9","3097256","514","HEGEMAN AVENUE","3","0","3","3","1141","2","3043210009","5","42","1104","BK82","40.659521","-73.892578","11207"
"50248","309562","Preservation",,"4298","48","3096416","519","HEGEMAN AVENUE","3","0","3","3","1387","2","3042980048","5","42","1128","BK85","40.659686","-73.892243","11207"
"50248","349855","Preservation",,"1344","104","3035731","1892","PACIFIC STREET","4","0","4","4","1351","3","3013440104","8","41","307","BK61","40.676251","-73.924255","11233"
"50248","349884","Preservation",,"1344","118","3035739","1920","PACIFIC STREET","3","0","3","3","1686","3","3013440118","8","41","307","BK61","40.676190","-73.923123","11233"
"50248","349890","Preservation",,"1344","124","3035745","1932","PACIFIC STREET","3","0","3","3","1686","3","3013440124","8","41","307","BK61","40.676174","-73.922839","11233"
"50248","354114","Preservation",,"3741","17","3083944","2156","PITKIN AVENUE","3","0","3","3","662","3","3037410017","5","37","1152","BK82","40.672326","-73.892893","11207"
"50248","357152","Preservation",,"1155","77","3028649","451","PROSPECT PLACE","9","0","9","9","1868","4","3011550077","8","35","305","BK61","40.676097","-73.961353","11238"
"50248","363912","Preservation",,"1225","20","3030928","60","ROGERS AVENUE","3","0","3","3","655","3","3012250020","8","36","221","BK61","40.674754","-73.952835","11216"
"50248","363970","Preservation",,"1232","21","3031176","74","ROGERS AVENUE","2","0","2","2","888","2","3012320021","8","36","221","BK61","40.674145","-73.952893","11216"
"50248","369344","Preservation",,"4322","54","3097298","735","SHEFFIELD AVENUE","3","0","3","3","1236","2","3043220054","5","42","1104","BK82","40.659194","-73.892165","11207"
"50248","398640","Preservation",,"3741","13","3083940","285","WYONA STREET","3","0","3","3","761","3","3037410013","5","37","1152","BK82","40.671829","-73.892894","11207"
"50248","398650","Preservation",,"3741","4","3083932","307","WYONA STREET","3","0","3","3","761","3","3037410004","5","37","1152","BK82","40.671423","-73.892794","11207"
"50258","119146","Preservation",,"3182","4","2088408","2240","WALTON AVENUE","31","0","31","31","9500","8","2031820004","5","14","239","BX40","40.857378","-73.903386","10453"
"50258","119162","Preservation",,"3182","19","2099975","2270","WALTON AVENUE","54","0","54","54","14250","8","2031820019","5","14","239","BX40","40.857841","-73.903103","10453"
"50278","45438","Preservation",,"2504","53","2003036","946","ANDERSON AVENUE","0","16","16","16","16403","5","2025040053","4","8","189","BX26","40.830841","-73.928181","10452"
"50278","45594","Preservation",,"2889","18","2009331","1705","ANTHONY AVENUE","0","21","21","21","22570","5","2028890018","4","15","165","BX01","40.844242","-73.904251","10457"
"50278","56949","Preservation",,"2889","1","2009326","1680","CLAY AVENUE","0","20","20","20","14807","5","2028890001","4","15","165","BX01","40.843601","-73.904909","10457"
"50278","100202","Preservation",,"2511","25","2003178","934","OGDEN AVENUE","0","16","16","16","3325","5","2025110025","4","8","189","BX26","40.831287","-73.930298","10452"
"50278","112044","Preservation",,"2526","70","2003491","1087","SUMMIT AVENUE","0","21","21","21","23438","5","2025260070","4","16","193","BX26","40.835444","-73.928953","10452"
"50278","115544","Preservation",,"2791","44","2007349","1707","TOPPING AVENUE","0","32","32","32","40800","6","2027910044","4","15","22902","BX41","40.844395","-73.905801","10457"
"50278","120990","Preservation",,"2517","30","2003310","88","WEST 169 STREET","0","13","13","13","37370","5","2025170030","4","16","211","BX26","40.839481","-73.923083","10452"
"50282","983486","New Construction",,"5851","2098","2084826","6469","BROADWAY","86","0","86","86","4286","11","2058517501","8","11","345","BX22","40.904171","-73.896408","10471"
"50291","20889","Preservation",,"1756","113","1054343","25","EAST 131 STREET","10","0","10","10","1881","5","1017560113","11","9","206","MN03","40.809776","-73.938448","10037"
"50293","66001","Preservation",,"3068","61","2011977","601","EAST 178 STREET","21","0","21","21","23750","5","2030680061","6","17","373","BX17","40.846919","-73.892861","10457"
"50294","87096","Preservation",,"3124","66","2013169","2147","HONEYWELL AVENUE","31","0","31","31","32235","5","2031240066","6","15","363","BX17","40.846200","-73.881405","10460"
"50329","948333","New Construction",,"1064","44","1026799","424","WEST 55 STREET","0","0","0","17","2633","7","1010640044","4","3","139","MN15","40.766998","-73.987592","10019"
"50347","47143","Preservation",,"4425","1","2051242","2410","BARKER AVENUE","1","171","172","172","0","20","2044250001","11","15","33202","BX07","40.861793","-73.869411","10467"
"50352","60498","Preservation",,"3198","50","2014264","2324","DAVIDSON AVENUE","17","0","17","17","4600","4","2031980050","7","14","239","BX40","40.859681","-73.904257","10468"
"50352","77186","Preservation",,"3209","9","2014537","54","EVELYN PLACE","65","0","65","65","14000","5","2032090009","7","14","253","BX30","40.859814","-73.905851","10468"
"50352","97550","Preservation",,"3172","8","2013884","2314","MORRIS AVENUE","37","0","37","37","8250","5","2031720008","5","14","23703","BX40","40.858631","-73.901580","10468"
"50353","107804","Preservation",,"3152","3","2013578","2380","RYER AVENUE","36","0","36","36","7047","6","2031520003","5","15","23702","BX05","40.859415","-73.898029","10458"
"50353","120575","Preservation",,"3143","124","2013313","2093","WEBSTER AVENUE","8","0","8","8","3400","4","2031430124","5","15","379","BX41","40.852254","-73.898152","10457"
"50353","120621","Preservation",,"3031","33","2011193","2372","WEBSTER AVENUE","8","0","8","8","3536","4","2030310033","6","15","38302","BX40","40.858020","-73.894427","10458"
"50353","120629","Preservation",,"3032","2","2011215","2406","WEBSTER AVENUE","8","0","8","8","3366","4","2030320002","6","15","38302","BX40","40.858953","-73.893822","10458"
"50353","844746","Preservation",,"3031","38","2011198","2382","WEBSTER AVENUE","8","0","8","8","3600","4","2030310038","6","15","38302","BX40","40.858193","-73.894315","10458"
"50370","186479","Preservation",,"185","19","3000979","510","ATLANTIC AVENUE","202","0","202","202","10000","9","3001850019","2","33","39","BK38","40.685525","-73.981240","11217"
"50407","183060","Preservation",,"3837","26","3085464","539","ALABAMA AVENUE","0","0","0","6","1833","3","3038370026","5","42","1130","BK85","40.662583","-73.896380","11207"
"50407","207683","Preservation",,"4249","18","3095391","970","BELMONT AVENUE","0","0","0","23","4177","4","3042490018","5","42","1196","BK82","40.673947","-73.872839","11208"
"50407","207686","Preservation",,"4249","21","3095392","122","DOSCHER STREET","0","0","0","16","3600","4","3042490021","5","42","1196","BK82","40.673834","-73.872320","11208"
"50407","234974","Preservation",,"4065","1","3090131","973","DUMONT AVENUE","0","0","0","19","3730","4","3040650001","5","42","1164","BK82","40.668070","-73.882547","11208"
"50407","289096","Preservation",,"3986","1","3393458","335","ELTON STREET","0","0","0","16","7122","2","3039860001","5","37","1166","BK82","40.675197","-73.883757","11208"
"50407","299963","Preservation",,"4297","74","3096383","645","GEORGIA AVENUE","0","0","0","2","694","2","3042970074","5","42","1128","BK85","40.660574","-73.894267","11207"
"50407","299970","Preservation",,"4297","71","3096380","653","GEORGIA AVENUE","0","0","0","2","694","2","3042970071","5","42","1128","BK85","40.660453","-73.894177","11207"
"50407","300002","Preservation",,"4296","32","3096300","692","GEORGIA AVENUE","0","0","0","3","926","2","3042960032","5","42","1130","BK85","40.659874","-73.893771","11207"
"50407","313104","Preservation",,"3835","16","3085395","523","HINSDALE STREET","0","0","0","4","1600","2","3038350016","5","42","1130","BK85","40.661972","-73.898136","11207"
"50407","328562","Preservation",,"4262","42","3095635","596","LOGAN STREET","0","0","0","6","1760","3","3042620042","5","42","1194","BK82","40.671397","-73.875360","11208"
"50407","342523","Preservation",,"3824","5","3085074","633","NEW JERSEY AVENUE","0","0","0","4","1420","2","3038240005","5","42","1126","BK85","40.663784","-73.892755","11207"
"50407","342526","Preservation",,"3824","1","3085071","641","NEW JERSEY AVENUE","0","0","0","6","2100","3","3038240001","5","42","1126","BK85","40.663636","-73.892720","11207"
"50407","342533","Preservation",,"3840","35","3085571","660","NEW JERSEY AVENUE","0","0","0","3","900","3","3038400035","5","42","1128","BK85","40.662952","-73.892566","11207"
"50407","342542","Preservation",,"3841","7","3085588","673","NEW JERSEY AVENUE","0","0","0","4","1716","2","3038410007","5","42","1128","BK85","40.662714","-73.892480","11207"
"50407","342738","Preservation",,"4296","2","3096273","300","NEW LOTS AVENUE","0","0","0","3","1292","2","3042960002","5","42","1130","BK85","40.660888","-73.895218","11207"
"50407","342739","Preservation",,"4296","2","3096274","302","NEW LOTS AVENUE","0","0","0","3","1292","2","3042960002","5","42","1130","BK85","40.660910","-73.895171","11207"
"50407","342742","Preservation",,"4296","5","3096276","306","NEW LOTS AVENUE","0","0","0","3","1254","2","3042960005","5","42","1130","BK85","40.660951","-73.895074","11207"
"50407","342744","Preservation",,"4296","9","3319734","310","NEW LOTS AVENUE","0","0","0","3","1059","2","3042960009","5","42","1130","BK85","40.661025","-73.894904","11207"
"50407","342745","Preservation",,"4296","9","3319735","312","NEW LOTS AVENUE","0","0","0","10","3531","3","3042960009","5","42","1130","BK85","40.661036","-73.894879","11207"
"50407","342748","Preservation",,"3838","68","3085511","325","NEW LOTS AVENUE","0","0","0","3","3680","2","3038380068","5","42","1128","BK85","40.661167","-73.894620","11207"
"50407","342753","Preservation",,"4297","3","3096325","332","NEW LOTS AVENUE","0","0","0","3","1073","3","3042970003","5","42","1128","BK85","40.661225","-73.894457","11207"
"50407","353145","Preservation",,"3822","27","3085055","518","PENNSYLVANIA AVENUE","0","0","0","19","5160","4","3038220027","5","42","1126","BK85","40.664408","-73.893966","11207"
"50407","353190","Preservation",,"3840","3","3085552","611","PENNSYLVANIA AVENUE","0","0","0","15","3391","4","3038400003","5","42","1128","BK85","40.662212","-73.893349","11207"
"50407","354165","Preservation",,"3997","36","3088843","2297","PITKIN AVENUE","0","0","0","10","3900","3","3039970036","5","37","1150","BK82","40.673372","-73.887567","11207"
"50407","354170","Preservation",,"3997","133","3088845","2307","PITKIN AVENUE","0","0","0","3","1100","3","3039970133","5","37","1150","BK82","40.673185","-73.887203","11207"
"50407","354251","Preservation",,"4003","28","3088969","2447","PITKIN AVENUE","0","0","0","1","4650","3","3040030028","5","37","1166","BK82","40.673949","-73.882065","11208"
"50407","362334","Preservation",,"3834","20","3085371","474","RIVERDALE AVENUE","0","0","0","12","2870","3","3038340020","5","42","1132","BK85","40.662480","-73.898600","11207"
"50407","362337","Preservation",,"3836","26","3085433","520","RIVERDALE AVENUE","0","0","0","3","1350","2","3038360026","5","42","1130","BK85","40.662718","-73.897014","11207"
"50407","362339","Preservation",,"3836","30","3085436","526","RIVERDALE AVENUE","0","0","0","3","1350","2","3038360030","5","42","1130","BK85","40.662767","-73.896690","11207"
"50407","362349","Preservation",,"3840","29","3085567","614","RIVERDALE AVENUE","0","0","0","3","1300","3","3038400029","5","42","1128","BK85","40.663293","-73.893124","11207"
"50407","362352","Preservation",,"3840","31","3085569","620","RIVERDALE AVENUE","0","0","0","3","1300","3","3038400031","5","42","1128","BK85","40.663321","-73.892936","11207"
"50407","379928","Preservation",,"4246","38","3095335","1163","SUTTER AVENUE","0","0","0","22","6480","4","3042460038","5","42","1194","BK82","40.672338","-73.875070","11208"
"50407","395827","Preservation",,"3818","33","3084957","486","WILLIAMS AVENUE","0","0","0","13","3098","4","3038180033","5","42","1130","BK85","40.663786","-73.897661","11207"
"50407","395829","Preservation",,"3818","35","3084958","490","WILLIAMS AVENUE","0","0","0","13","3098","4","3038180035","5","42","1130","BK85","40.663712","-73.897643","11207"
"50407","395830","Preservation",,"3818","37","3084959","496","WILLIAMS AVENUE","0","0","0","13","3098","4","3038180037","5","42","1130","BK85","40.663602","-73.897615","11207"
"50407","395833","Preservation",,"3818","39","3084960","502","WILLIAMS AVENUE","0","0","0","13","3098","4","3038180039","5","42","1130","BK85","40.663490","-73.897586","11207"
"50407","395834","Preservation",,"3819","13","3084972","503","WILLIAMS AVENUE","0","0","0","8","3280","2","3038190013","5","42","1130","BK85","40.663457","-73.897557","11207"
"50407","395836","Preservation",,"3818","41","3084961","508","WILLIAMS AVENUE","0","0","0","16","3731","4","3038180041","5","42","1130","BK85","40.663380","-73.897557","11207"
"50407","395840","Preservation",,"3818","43","3084962","514","WILLIAMS AVENUE","0","0","0","16","3731","4","3038180043","5","42","1130","BK85","40.663270","-73.897532","11207"
"50407","395843","Preservation",,"3818","46","3084963","520","WILLIAMS AVENUE","0","0","0","16","3731","4","3038180046","5","42","1130","BK85","40.663157","-73.897504","11207"
"50407","395844","Preservation",,"3818","49","3084964","526","WILLIAMS AVENUE","0","0","0","16","3731","4","3038180049","5","42","1130","BK85","40.663047","-73.897475","11207"
"50407","395846","Preservation",,"3836","25","3085432","506","RIVERDALE AVENUE","0","0","0","8","1773","3","3038360025","5","42","1130","BK85","40.662619","-73.897667","11207"
"50407","395849","Preservation",,"3835","28","3252666","542","WILLIAMS AVENUE","0","0","0","6","1760","3","3038350028","5","42","1130","BK85","40.662331","-73.897292","11207"
"50407","395877","Preservation",,"3835","44","3085414","584","WILLIAMS AVENUE","0","0","0","9","2800","3","3038350044","5","42","1130","BK85","40.661551","-73.897092","11207"
"50407","807552","Preservation",,"3837","26","3085463","543","ALABAMA AVENUE","0","0","0","6","1833","3","3038370026","5","42","1130","BK85","40.662509","-73.896362","11207"
"50407","807553","Preservation",,"3837","26","3085462","545","ALABAMA AVENUE","0","0","0","6","1833","3","3038370026","5","42","1130","BK85","40.662470","-73.896351","11207"
"50407","808939","Preservation",,"4297","5","3096327","336","NEW LOTS AVENUE","0","0","0","6","2750","3","3042970005","5","42","1128","BK85","40.661272","-73.894353","11207"
"50407","808939","Preservation",,"4297","5","3096327","336","NEW LOTS AVENUE","0","0","0","3","5500","3","3042970005","5","42","1128","BK85","40.661272","-73.894353","11207"
"50407","808942","Preservation",,"4297","5","3331370","348","NEW LOTS AVENUE","0","0","0","7","2750","3","3042970005","5","42","1128","BK85","40.661414","-73.894039","11207"
"50407","809283","Preservation",,"3818","52","3084965","532","WILLIAMS AVENUE","0","0","0","16","3240","4","3038180052","5","42","1130","BK85","40.662938","-73.897446","11207"
"50407","809877","Preservation",,"3836","25","3394182","539","WILLIAMS AVENUE","0","0","0","2","1773","2","3038360025","5","42","1130","BK85","40.662369","-73.897278","11207"
"50407","913572","Preservation",,"3985","5","3392546","336","ELTON STREET","0","0","0","24","7554","2","3039850005","5","37","1166","BK82","40.675194","-73.883778","11208"
"50407","940975","Preservation",,"4003","28","3088965","2449","PITKIN AVENUE","0","0","0","6","2325","3","3040030028","5","37","1166","BK82","40.673957","-73.882007","11208"
"50407","940976","Preservation",,"4003","30","3088966","2445","PITKIN AVENUE","0","0","0","6","2325","3","3040030028","5","37","1166","BK82","40.673941","-73.882119","11208"
"50407","949647","Preservation",,"3836","26","3085434","522","RIVERDALE AVENUE","0","0","0","3","1350","2","3038360026","5","42","1130","BK85","40.662734","-73.896906","11207"
"50408","67516","Preservation",,"3352","1","2018488","333","EAST 209 STREET","0","43","43","43","7500","5","2033520001","7","11","42902","BX43","40.876725","-73.874278","10467"
"50410","980814","New Construction",,"1447","1","3413938","331","SARATOGA AVENUE","80","0","80","80","13445","5","3014470001","16","41","303","BK79","40.674495","-73.916658","11233"
"50411","958174","New Construction",,"2443","7501","3000000","105","SOUTH 5 STREET","55","0","55","55","64490","11","3024430006","1","34","549","BK73","40.711481","-73.964250","11249"
"50424","513272","Preservation",,"1696","9","4041955","32-10","102 STREET","0","1","1","1","1188","2","4016960009","3","21","365","QN27","40.758973","-73.866840","11369"
"50424","522928","Preservation",,"11206","67","4241547","223-19","111 AVENUE","0","1","1","1","1110","1","4112060067","13","27","580","QN34","40.706103","-73.733523","11429"
"50424","528114","Preservation",,"11033","69","4237376","190-17","115 DRIVE","0","1","1","1","1531","2","4110330069","12","27","526","QN08","40.694638","-73.760900","11412"
"50424","529586","Preservation",,"11069","198","4238421","197-18","116 AVENUE","0","1","1","1","1152","2","4110690198","12","27","530","QN08","40.695315","-73.755283","11412"
"50424","531912","Preservation",,"12368","53","4268028","168-31","118 ROAD","0","1","1","1","1440","1","4123680053","12","27","284","QN76","40.683839","-73.776789","11434"
"50424","532806","Preservation",,"12370","16","4268090","168-32","119 AVENUE","0","1","1","1","1260","0","4123700016","12","27","284","QN76","40.683414","-73.776052","11434"
"50424","532963","Preservation",,"12654","7","4272735","198-14","119 AVENUE","0","1","1","1","3833","1","4126540007","12","27","376","QN08","40.691266","-73.752734","11412"
"50424","533227","Preservation",,"12375","85","4268268","171-48","119 ROAD","0","1","1","1","1655","1","4123750085","12","27","282","QN08","40.684231","-73.773720","11434"
"50424","533654","Preservation",,"12469","137","4269360","177-19","120 AVENUE","0","1","1","1","1788","2","4124690137","12","27","368","QN08","40.684972","-73.767101","11434"
"50424","552683","Preservation",,"13086","57","4281201","222-33","143 ROAD","0","1","1","1","1162","2","4130860057","13","31","682","QN66","40.666770","-73.754296","11413"
"50424","553308","Preservation",,"12594","16","4271188","171-15","144 AVENUE","0","1","1","1","1336","2","4125940016","12","31","330","QN02","40.668823","-73.769014","11434"
"50424","565015","Preservation",,"15013","4","4296670","144-41","158 STREET","0","1","1","1","1148","2","4150130004","13","31","306","QN03","40.665017","-73.779534","11434"
"50424","568358","Preservation",,"6856","59","4148462","80-44","162 STREET","0","1","1","1","1296","2","4068560059","8","24","1265","QN38","40.720157","-73.805261","11432"
"50424","584952","Preservation",,"12605","39","4271504","118-19","190 STREET","0","1","1","1","1312","2","4126050039","12","27","394","QN08","40.690162","-73.760210","11412"
"50424","594559","Preservation",,"12634","24","4272231","117-27","204 STREET","0","1","1","1","1140","2","4126340024","12","27","384","QN08","40.695206","-73.748132","11412"
"50424","597224","Preservation",,"11026","379","4237092","114-26","208 STREET","0","1","1","1","1176","2","4110260379","13","27","516","QN34","40.701375","-73.746501","11411"
"50424","597766","Preservation",,"10573","43","4225490","89-55","208 STREET","0","1","1","1","1476","2","4105730043","13","23","492","QN06","40.719646","-73.756132","11427"
"50424","630308","Preservation",,"12462","12","4269190","177-48","BAISLEY BOULEVARD","0","1","1","1","1608","2","4124620012","12","27","368","QN08","40.687144","-73.767573","11434"
"50424","655268","Preservation",,"12438","142","4268885","186-20","FOCH BOULEVARD","0","1","1","1","1156","2","4124380142","12","27","366","QN08","40.690404","-73.764431","11412"
"50495","949059","New Construction",,"12183","35","4607744","162-25","112 ROAD","53","0","53","53","10639","5","4121830035","12","28","264","QN01","40.689767","-73.786563","11433"
"50497","806842","New Construction",,"2441","1","2002441","635","MORRIS AVENUE","176","0","176","176","50392","7","2024410001","1","17","65","BX34","40.819177","-73.921958","10451"
"50509","965117","New Construction",,"3168","7501","2127056","2605","GRAND CONCOURSE","94","0","94","94","7823","12","2031687501","7","14","401","BX05","40.864727","-73.895407","10468"
"50519","38153","Preservation",,"1830","11","1055196","265","WEST 114 STREET","115","0","115","115","2523","5","1018300011","10","9","218","MN11","40.802754","-73.955442","10026"
"50568","514177","Preservation",,"9493","37","4200851","126-19","103 AVENUE","0","0","0","1","1048","2","4094930037","9","28","156","QN54","40.689720","-73.818822","11419"
"50580","28059","Preservation",,"1925","13","1058445","180","ST NICHOLAS AVENUE","0","21","21","21","33230","7","1019250013","10","9","220","MN11","40.805904","-73.952800","10026"
"50583","217149","Preservation",,"2007","14","3321981","475","CARLTON AVENUE","0","305","305","305","99999","15","3020070014","2","35","179","BK68","40.683478","-73.970918","11238"
"50602","231421","Preservation",,"1130","75","3027676","683","DEAN STREET","0","0","0","61","11493","3","3011300075","8","35","203","BK64","40.680062","-73.967314","11238"
"50602","331239","Preservation",,"1648","19","3045327","800","MADISON STREET","0","0","0","99","14761","3","3016480019","3","41","385","BK35","40.687577","-73.925674","11221"
"50602","808434","Preservation",,"3061","18","3325854","157","GRAHAM AVENUE","0","0","0","76","7865","5","3030610018","1","34","505","BK90","40.707223","-73.943196","11206"
"50605","79712","Preservation",,"2609","39","2004215","1195","FULTON AVENUE","0","0","0","20","9650","5","2026090039","3","16","145","BX01","40.830023","-73.904922","10456"
"50605","79714","Preservation",,"2609","37","2004214","1199","FULTON AVENUE","0","0","0","20","19255","5","2026090037","3","16","145","BX01","40.830086","-73.904882","10456"
"50606","64431","Preservation",,"2657","9","2004694","754","EAST 161 STREET","0","0","0","24","5100","6","2026570009","1","17","77","BX34","40.821283","-73.904584","10456"
"50606","92439","Preservation",,"3008","15","2010918","1496","LONGFELLOW AVENUE","0","0","0","19","5000","5","2030080015","3","17","157","BX75","40.832226","-73.886605","10460"
"50606","92440","Preservation",,"3008","17","2010919","1500","LONGFELLOW AVENUE","0","0","0","19","5000","5","2030080017","3","17","157","BX75","40.832314","-73.886550","10460"
"50606","92441","Preservation",,"3008","19","2010920","1504","LONGFELLOW AVENUE","0","0","0","19","5000","5","2030080019","3","17","157","BX75","40.832405","-73.886499","10460"
"50609","215649","Preservation",,"3349","1","3076547","1095","BUSHWICK AVENUE","5","10","15","15","7500","4","3033490001","4","34","399","BK78","40.690172","-73.919310","11221"
"50611","867829","Preservation",,"15890","30","4532559","334","BEACH 54 STREET","0","0","0","32","1","4","4158900030","14","31","97204","QN12","40.593481","-73.784379","11692"
"50623","860085","Preservation",,"16151","6",,"44971","BEACH 96 STREET","0","0","0","72","1","7",,,,,,,,
"50638","949243","New Construction",,"5229","17","3328301","1355","ROGERS AVENUE","123","0","123","123","11584","8","3052290017","14","45","788","BK42","40.636955","-73.950995","11210"
"50655","958176","New Construction",,"2782","7502","3069426","695","GRAND STREET","51","0","51","51","7630","8","3027820036","1","34","495","BK90","40.711566","-73.944797","11211"
"50675","227371","Preservation",,"8804","42","3247881","2800","COYLE STREET","0","0","0","157","1","6","3088040042","15","48","622","BK17","40.585065","-73.934159","11235"
"50677","348491","Preservation",,"7238","115","3196066","2650","OCEAN PARKWAY","0","0","0","190","186630","12","3072380115","13","47","37401","BK26","40.585466","-73.966438","11235"
"50735","251214","Preservation",,"7467","13","3205115","2654","EAST 23 STREET","0","0","0","16","10248","3","3074670013","15","48","600","BK17","40.587486","-73.946552","11235"
"50741","394534","Preservation",,"7019","82","3189023","2817","WEST 20 STREET","0","0","0","5","3160","2","3070190082","13","47","326","BK21","40.578092","-73.987210","11224"
"50744","213199","Preservation",,"8716","43","3245628","3038","BRIGHTON 14 STREET","0","0","0","5","2300","2","3087160043","13","48","61004","BK19","40.578803","-73.955322","11235"
"50753","341971","Preservation",,"7264","15","3196510","191","NEPTUNE AVENUE","0","0","0","5","1760","3","3072640015","13","48","366","BK19","40.581854","-73.960468","11235"
"50774","633968","Preservation",,"16138","24","4435782","148","BEACH 93 STREET","0","0","0","7","5350","2","4161380024","14","32","94203","QN12","40.584866","-73.815236","11693"
