"name","boro","geo_dist","projdesc","award","consttype","buildingid","building_address","city","zip_code","borough","latitude","longitude","community_board","community_council","bin","bbl","census_tract","nta","location_1","data_as_of"
"NEWCOMERS HIGH SCHOOL - Q","Q","30","RPZ VALVES","389000","CIP","Q450","28-01 41ST AVENUE","Queens","11225","QUEENS","40.751356","-73.937445","401","26","4004874","4004040001","3301","QN0105","(40.751356, -73.937445)","23-May"
"FIORELLO LAGUARDIA HS - MANHATTAN","M","3","FIRE SPRINKLER SYSTEM / RPZ BACKFLOW PREVENTION DEVICES","1997798","CIP","M485","100 AMSTERDAM AVENUE","Manhattan","11225","MANHATTAN","40.773629","-73.985273","107","6","1030341","1011560030","15101","MN0701","(40.773629, -73.985273)","23-May"
"THOMAS A. EDISON HS - Q","Q","28","FY18 RESO A LIBRARY UPGRADES","493200","CIP","Q620","165-65 84 AVENUE","Queens","11225","QUEENS","40.715389","-73.800369","408","24","4211027","4098670002","452","QN0805","(40.715389, -73.800369)","23-May"
"P.S. 88 - BRONX","X","9","ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT","879000","CIP","X088","1340 SHERIDAN AVENUE","Bronx","11225","BRONX","40.837275","-73.913574","204","16","2094533","2028300017","17902","BX0403","(40.837275, -73.913574)","23-May"
"P.S. 195 - BROOKLYN","K","22","EXTERIOR MASONRY","1914688","CIP","K195","131 IRWIN STREET","Brooklyn","11225","BROOKLYN","40.579451","-73.943819","315","48","3246519","3087520035","620","BK1503","(40.579451, -73.943819)","23-May"
"P.S. 2 - MANHATTAN","M","2","EXTERIOR MASONRY / PARAPETS / ROOFS / SECURITY LIGHTING / WINDOWS","13562000","CIP","M002","122 HENRY STREET","Manhattan","11225","MANHATTAN","40.713273","-73.991339","103","1","1003248","1002730001","6","MN0301","(40.713273, -73.991339)","23-May"
"M094 SPED - MANHATTAN","M","2","FY20 RESO A PLAYGROUND UPGRADE","60000","CIP","M340","590 SIXTH AVENUE","Manhattan","11225","MANHATTAN","40.739178","-73.9955","105","3","1068261","1008187501","54","MN0501","(40.739178, -73.9955)","23-May"
"P.S. 62 - QUEENS","Q","27","LSP DOMESTIC WATER HEATER REPLACEMENT","148607.82","CIP","Q062","97-25 108 STREET","Queens","11225","QUEENS","40.688577","-73.836162","409","29","4197909","4094100001","110","QN0903","(40.688577, -73.836162)","23-May"
"P.S. @ 140 BEACH 112 STREET - QUEENS","Q","27","Lease","18731977","CAP","Q593","140 BEACH 112 STREET","Queens","11694","QUEENS","40.57978","-73.833131","414","32","4303856","4161840001","938","QN1403","(40.57978, -73.833131)","23-May"
"P.S. 24 - QUEENS","Q","25","Addition","82451000","CAP","Q024","45-57 UNION STREET","Queens","11355","QUEENS","40.75207","-73.818789","407","20","4607475","4052010021","1205","QN0705","(40.75207, -73.818789)","23-May"
"HS FOR ENVIRONMENTAL STUDIES - M","M","2","ROOF","2525000","CIP","M834","444 WEST 56 STREET","Manhattan","11225","MANHATTAN","40.767791","-73.987531","104","6","1026841","1010650001","139","MN0402","(40.767791, -73.987531)","23-May"
"P.S. 24 - BRONX","X","10","ELECTRICAL WORK FOR A/C INITIATIVE","5020.17","CIP","X024","660 WEST 236 STREET","Bronx","11225","BRONX","40.887111","-73.913697","208","11","2085869","2059170140","309","BX0803","(40.887111, -73.913697)","23-May"
"P.S. 131 - BROOKLYN","K","15","FLOOD ELIMINATION / PARAPETS / ROOFS / WATER PENETRATION THROUGH EXTERIOR","12900000","CIP","K131","4305 FORT HAMILTON PARKWAY","Brooklyn","11225","BROOKLYN","40.641157","-73.993482","312","44","3136085","3056030001","224","BK1202","(40.641157, -73.993482)","23-May"
"HS OF COMPUTERS & TECHNOLOGY - X","X","11","ATHLETIC FIELD / FIELD HOUSE","17463000","CIP","X426","774 EAST GUN HILL ROAD","Bronx","11225","BRONX","40.876341","-73.863195","212","12","2057040","2046320050","372","BX1201","(40.876341, -73.863195)","23-May"
"H.S. @ 165-18 HILLSIDE AVENUE - QUEENS","Q","78","Demo","3185000","CAP","Q497","165-15 88 AVENUE","Queens","11432","QUEENS","40.708691","-73.796674","412","24","4000000","4098160039","460","QN1201","(40.708691, -73.796674)","23-May"
"FRANCIS LEWIS HS ANNEX - QUEENS","Q","78","New","45475000","CAP","Q434","174-25 59TH AVENUE","Queens","11355","QUEENS","40.7405","-73.796851","411","20","4617811","4068820001","1417","QN1101","(40.7405, -73.796851)","23-May"
"I.S. 202 - QUEENS","Q","27","PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL","8212500","CIP","Q202","138-30 LAFAYETTE STREET","Queens","11225","QUEENS","40.67124","-73.845141","410","32","4245993","4114030001","58","QN1002","(40.67124, -73.845141)","23-May"
"P.S. 235 - BROOKLYN","K","18","EXTERIOR MASONRY / PARAPETS / ROOFS","3454200","CIP","K242","10001 FLATLANDS AVENUE","Brooklyn","11225","BROOKLYN","40.645243","-73.898241","318","46","3229773","3081880001","974","BK1803","(40.645243, -73.898241)","23-May"
"P.S. 9 - MANHATTAN","M","3","PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL / RPZ BACKFLOW PREVENTION DEVICES","6717000","CIP","M009","100 WEST 84 STREET","Manhattan","11225","MANHATTAN","40.785287","-73.97343","107","6","1032119","1012140029","169","MN0702","(40.785287, -73.97343)","23-May"
"RALPH R. MCKEE CAREER AND TECHNICAL EDUCATION HS -","R","31","LSP VENTILATION/DUST COLLECTION SYSTEM","79200","CIP","R600","290 ST MARKS PLACE","Staten Island","11225","STATEN IS","40.642793","-74.07873","501","49","5000000","5000190004","9","SI0101","(40.642793, -74.07873)","23-May"
"P.S. 11 - BRONX","X","9","EXTERIOR DOORS / EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / ROOFS / SECURITY LIGHTING / WINDOWS","12733000","CIP","X011","1257 OGDEN AVENUE","Bronx","11225","BRONX","40.839378","-73.925714","204","16","2003519","2025290081","201","BX0402","(40.839378, -73.925714)","23-May"
"P.S. 150 - QUEENS","Q","30","FY19 RESO A AUDITORIUM UPGRADE / PATH OF TRAVEL RESO A AUDITORIUM UPGRADE","351000","CIP","Q150","40-01 43 AVENUE","Queens","11225","QUEENS","40.745537","-73.923776","402","26","4002387","4001850001","18101","QN0202","(40.745537, -73.923776)","23-May"
"3K CENTER @ 159-26 JAMAICA AVENUE - QUEENS","Q","28","Lease","12948100","CAP","Q376","159-26 JAMAICA AVENUE","Queens","11432","QUEENS","40.703473","-73.799846","412","27","4215612","4101000001","44601","QN1201","(40.703473, -73.799846)","23-May"
"RED HOOK NEIGHBORHOOD SCHOOL  - K","K","15","FLOOD ELIMINATION","5009892.98","CIP","K027","27 HUNTINGTON STREET","Brooklyn","11225","BROOKLYN","40.677564","-74.005166","306","38","3008342","3005250001","59","BK0601","(40.677564, -74.005166)","23-May"
"I.S. 562 - BRONX","X","8","FIRE ALARM / PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL","8214000","CIP","X125","1111 PUGSLEY AVENUE","Bronx","11225","BRONX","40.829232","-73.856734","209","18","2025717","2037900040","4001","BX0903","(40.829232, -73.856734)","23-May"
"P.S. 130 - QUEENS","Q","26","DOMESTIC WATER HEATER REPLACEMENT / PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL","7947000","CIP","Q130","200-01 42 AVENUE","Queens","11225","QUEENS","40.759517","-73.784029","411","19","4137034","4062030001","1463","QN1101","(40.759517, -73.784029)","23-May"
"P.S. 110 - BRONX","X","9","PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL","5847000","CIP","X110","580 CROTONA PARK SOUTH","Bronx","11225","BRONX","40.835286","-73.900751","203","15","2009718","2029320001","149","BX0301","(40.835286, -73.900751)","23-May"
"P.S. 67 - BRONX","X","12","CAFETERIA FLOOR REPLACEMENT / EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / PAVED AREAS- CONCRETE / ROOFS / TCU REMOVAL/PLAYGROUND REDEVELOPMENT / WINDOWS","20967450","CIP","X067","2024 MOHEGAN AVENUE","Bronx","11225","BRONX","40.843945","-73.884788","206","15","2013142","2031230003","363","BX0601","(40.843945, -73.884788)","23-May"
"P.S. / I.S. 498 - BRONX","X","11","EXTERIOR MASONRY / PARAPETS","2449000","CIP","X498","1640 BRONXDALE AVENUE","Bronx","11225","BRONX","40.84473","-73.858207","211","13","2116414","2040910001","244","BX1102","(40.84473, -73.858207)","23-May"
"P.S. 93 - BROOKLYN","K","13","EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / ROOFS / WINDOWS","5843000","CIP","K093","31 NEW YORK AVENUE","Brooklyn","11225","BROOKLYN","40.679097","-73.94684","303","36","3053993","3018680007","247","BK0301","(40.679097, -73.94684)","23-May"
"I.S. 223 - BROOKLYN","K","20","EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / ROOFS","7285000","CIP","K223","4200 16 AVENUE","Brooklyn","11225","BROOKLYN","40.634875","-73.981528","312","44","3125676","3053620021","230","BK1202","(40.634875, -73.981528)","23-May"
"P.S. 160 - BRONX","X","11","LSP HOT WATER TANK IN BOILER ROOM","135000","CIP","X160","4140 HUTCHINSON RIVER PARKWAY EAST","Bronx","11225","BRONX","40.864687","-73.824299","210","12","2072352","2051350200","30201","BX1004","(40.864687, -73.824299)","23-May"
"I.S. 227 - QUEENS","Q","30","PA SYSTEM REPLACEMENT","1380000","CIP","Q227","32-02 JUNCTION BOULEVARD","Queens","11225","QUEENS","40.758408","-73.874472","403","21","4034891","4014230001","353","QN0302","(40.758408, -73.874472)","23-May"
"P.S. @ 2075 WEBSTER AVENUE - BRONX","X","9","Demo","4171000","CAP","X496","2075 WEBSTER AVENUE","Bronx","10457","BRONX","40.851741","-73.898493","205","15","2013297","2031420048","379","BX0502","(40.851741, -73.898493)","23-May"
"LYONS COMMUNITY SCHOOL - K","K","14","IPDVS CAMERA INSTALLATION","370000","CIP","K049","223 GRAHAM AVENUE","Brooklyn","11225","BROOKLYN","40.709941","-73.943641","301","34","3070825","3030250001","505","BK0104","(40.709941, -73.943641)","23-May"
"P.S. 120 - QUEENS","Q","25","EXTERIOR DOORS / EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / ROOFS / RTU REPLACEMENT / WINDOWS","23825000","CIP","Q120","58-01 136 STREET","Queens","11225","QUEENS","40.745526","-73.829309","407","20","4139491","4063730001","80301","QN0706","(40.745526, -73.829309)","23-May"
"I.S. 258 - MANHATTAN","M","3","EXTERIOR MASONRY / PARAPETS / ROOFS / RPZ BACKFLOW PREVENTION DEVICES","11726772.96","CIP","M118","154 WEST 93 STREET","Manhattan","11225","MANHATTAN","40.791709","-73.970802","107","7","1032522","1012230005","177","MN0702","(40.791709, -73.970802)","23-May"
"I.S. 59 - QUEENS","Q","29","WATER PENETRATION IN BOILER ROOM AND OIL TANK VAULT","992000","CIP","Q059","132-55 RIDGEDALE STREET","Queens","11225","QUEENS","40.68173","-73.753429","412","27","4274083","4127230076","352","QN1205","(40.68173, -73.753429)","23-May"
"P.S. 59 - BRONX","X","10","ROOFS","2198748","CIP","X853","2120 QUARRY ROAD","Bronx","11225","BRONX","40.851045","-73.893292","206","15","2011852","2030620006","37504","BX0602","(40.851045, -73.893292)","23-May"
"P.S. 192 - BROOKLYN","K","20","COVID VENTILATION","254750","CIP","K192","4715 18 AVENUE","Brooklyn","11225","BROOKLYN","40.629303","-73.979995","312","44","3128909","3054450001","476","BK1202","(40.629303, -73.979995)","23-May"
"D75 SCHOOL @ 72ND STREET - BROOKLYN","K","20","Lease","11603878","CAP","K464","1514 72 STREET","Brooklyn","11228","BROOKLYN","40.619061","-74.000753","311","38","3383724","3061910001","190","BK1101","(40.619061, -74.000753)","23-May"
"P.S. 146 - MANHATTAN","M","4","RPZ BACKFLOW PREVENTION DEVICES","849000","CIP","M146","421 EAST 106 STREET","Manhattan","11225","MANHATTAN","40.789295","-73.939262","111","8","1052999","1017000001","162","MN1101","(40.789295, -73.939262)","23-May"
"FOREST HILLS HS - QUEENS","Q","28","HVAC CHILLER COOLING SYSTEM REPLACEMENT","1877000","CIP","Q440","67-01 110 STREET","Queens","11225","QUEENS","40.729402","-73.845637","406","29","4052143","4021890002","747","QN0602","(40.729402, -73.845637)","23-May"
"3K CENTER @ 104-72 ROOSEVELT AVENUE - QUEENS","Q","24","Lease","8580378","CAP","Q331","104-72 ROOSEVELT AVENUE","Queens","11368","QUEENS","40.750445","-73.85966","404","21","4000000","4019840034","40301","QN0402","(40.750445, -73.85966)","23-May"
"J.H.S. 52 - MANHATTAN","M","6","IPDVS CAMERA INSTALLATION","129800","CIP","M052","650 ACADEMY STREET","Manhattan","11225","MANHATTAN","40.866053","-73.924835","112","10","1076776","1022330020","291","MN1203","(40.866053, -73.924835)","23-May"
"P.S. 236 - BROOKLYN","K","22","FIRE ALARM REPLACEMENT / FULL PROGRAM ACCESSIBILITY","16777000","CIP","K236","6302 AVENUE U","Brooklyn","11225","BROOKLYN","40.615998","-73.912989","318","46","3326821","3084640001","698","BK1802","(40.615998, -73.912989)","23-May"
"MANHTN CT FOR MATH & SCI. HS - M","M","4","IPDVS CAMERA INSTALLATION","720000","CIP","M435","260 PLEASANT AVENUE","Manhattan","11225","MANHATTAN","40.793856","-73.934028","111","8","1053152","1017130001","178","MN1102","(40.793856, -73.934028)","23-May"
"P.S. 116 - QUEENS","Q","29","Demo","4645600","CAP","Q116","107-25 WREN PLACE","Queens","11433","QUEENS","40.700606","-73.782302","412","27","4218416","4102500001","414","QN1202","(40.700606, -73.782302)","23-May"
"P.S. 159 - BROOKLYN","K","19","STANDALONE GYM ANNEX / TCU REMOVAL/PLAYGROUND REDEVELOPMENT","8217000","CIP","K368","2781 PITKIN AVENUE","Brooklyn","11225","BROOKLYN","40.675766","-73.869469","305","42","3094735","3042160001","1200","BK0505","(40.675766, -73.869469)","23-May"
"P.S. 75 - BRONX","X","8","EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / ROOFS / WINDOWS","35816450","CIP","X075","984 FAILE STREET","Bronx","11225","BRONX","40.822719","-73.889435","202","17","2006079","2027470001","119","BX0202","(40.822719, -73.889435)","23-May"
"THE BROOKLYN SCHOOL FOR SOCIAL JUSTICE - K","K","32","RNWL SBHC","1250581.23","CIP","K480","400 IRVING AVENUE","Brooklyn","11225","BROOKLYN","40.697185","-73.91117","304","37","3076908","3033650098","435","BK0402","(40.697185, -73.91117)","23-May"
"3K CENTER @ 2659 WEBSTER AVENUE - BRONX","X","10","Lease","12871919","CAP","X491","2659 WEBSTER AVENUE","Bronx","10458","BRONX","40.863677","-73.888796","207","15","2016370","2032770032","397","BX0603","(40.863677, -73.888796)","23-May"
"P.S. 503 - BROOKLYN","K","20","LSP FY16 RESO A EXTERIOR PLAYGROUND LIGHTING","149727.77","CIP","K314","330 59 STREET","Brooklyn","11225","BROOKLYN","40.642121","-74.018997","307","38","3016258","3008620012","74","BK0702","(40.642121, -74.018997)","23-May"
"I.S. 151 - BRONX","X","7","EXTERIOR MASONRY / PARAPETS / ROOFS","14488517","CIP","X151","250 EAST 156 STREET","Bronx","11225","BRONX","40.823033","-73.921238","204","16","2002458","2024430190","61","BX0401","(40.823033, -73.921238)","23-May"
"CSI HS FOR INTERNATIONAL STUDIES - R","R","31","IPDVS COMPLETE TECH REFRESH / IPDVS FULL CAMERA UPGRADE","280168","CIP","R043","100 ESSEX DRIVE","Staten Island","11225","STATEN IS","40.581315","-74.158589","502","51","5149609","5024500320","27702","SI0204","(40.581315, -74.158589)","23-May"
"P.S. 135 - QUEENS","Q","29","ELECTRICAL WORK FOR A/C INITIATIVE","41043","CIP","Q135","207-11 89TH AVENUE","Queens","11225","QUEENS","40.720154","-73.757367","413","23","4225816","4105820016","49202","QN1303","(40.720154, -73.757367)","23-May"
"BAYSIDE HIGH SCHOOL - QUEENS","Q","26","FY19 RESO A AUDITORIUM UPGRADE","1261000","CIP","Q405","32-24 CORPORAL KENNEDY STREET","Queens","11225","QUEENS","40.771755","-73.780296","411","19","4134578","4060440001","1097","QN1102","(40.771755, -73.780296)","23-May"
"P.S. 7 - QUEENS","Q","24","LSP- DOMESTIC WATER HEATER","13607.82","CIP","Q007","80-55 CORNISH AVENUE","Queens","11225","QUEENS","40.739115","-73.882487","404","25","4467710","4015380075","485","QN0401","(40.739115, -73.882487)","23-May"
"BRONX INTERNATIONAL - BRONX","X","9","FLOOD ELIMINATION / INTERIOR SPACES / ROOFS / TOWER TERRA COTTA REPLACEMENT / WINDOWS","37337000","CIP","X400","1110 BOSTON ROAD","Bronx","11225","BRONX","40.827642","-73.904473","203","17","2004526","2026340001","135","BX0301","(40.827642, -73.904473)","23-May"
"P.S. 84 - BROOKLYN","K","14","OTHER SITEWORK / ROOFS / WATER PENETRATION ALONG PARAPET WALL","4851500","CIP","K084","250 BERRY STREET","Brooklyn","11225","BROOKLYN","40.714785","-73.963","301","34","3062766","3023910001","551","BK0102","(40.714785, -73.963)","23-May"
"P.S. 234 - MANHATTAN","M","2","EXTERIOR MASONRY","2875025","CIP","M234","292 GREENWICH STREET","Manhattan","11225","MANHATTAN","40.716017","-74.011038","101","1","1001533","1001420001","21","MN0102","(40.716017, -74.011038)","23-May"
"I.S. @ 650 86TH STREET - BROOKLYN","K","20","New","60780000","CAP","K322","650  86TH STREET","Brooklyn","11228","BROOKLYN","40.618851","-74.021875","310","50","3153881","3060560015","152","BK1001","(40.618851, -74.021875)","23-May"
"I.S. 118 - BRONX","X","10","CAST PANELS / FLOOD ELIMINATION / PARAPETS / ROOFS","17541000","CIP","X118","577 EAST 179 STREET","Bronx","11225","BRONX","40.848339","-73.89308","206","15","2011995","2030690001","37504","BX0602","(40.848339, -73.89308)","23-May"
"P.S. 94 - BRONX","X","10","COVID VENTILATION","255320","CIP","X361","268 EAST 211 STREET","Bronx","11225","BRONX","40.881564","-73.8748","207","11","2115241","2033560036","43102","BX0703","(40.881564, -73.8748)","23-May"
"P.S. 134 - MANHATTAN","M","1","EXTERIOR MASONRY / PARAPETS / ROOFS / WINDOWS","24777000","CIP","M134","293 EAST BROADWAY","Manhattan","11225","MANHATTAN","40.71457","-73.983724","103","1","1003736","1002880015","202","MN0302","(40.71457, -73.983724)","23-May"
"P.S. 121 - BRONX","X","11","PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL","6545000","CIP","X121","2750 THROOP AVENUE","Bronx","11225","BRONX","40.86608","-73.850982","211","13","2054253","2045260001","348","BX1103","(40.86608, -73.850982)","23-May"
"P.S. 91 - QUEENS","Q","24","EXTERIOR MASONRY / PARAPETS / ROOFS","2636000","CIP","Q091","68-10 CENTRAL AVENUE","Queens","11225","QUEENS","40.703885","-73.884161","405","32","4089566","4036830001","625","QN0503","(40.703885, -73.884161)","23-May"
"MATH, SCI., RESEARCH & TECH. HS-Q","Q","29","FY20 RESO A LOW VOLTAGE","1134000","CIP","Q490","207-01 116 AVENUE","Queens","11225","QUEENS","40.697819","-73.745728","413","27","4238003","4110490001","53401","QN1304","(40.697819, -73.745728)","23-May"
"P.S. 151 - QUEENS","Q","30","LSP DOMESTIC WATER HEATER REPLACEMENT","136125.92","CIP","Q151","50-05 31 AVENUE","Queens","11225","QUEENS","40.757499","-73.908898","401","26","4014094","4007520001","163","QN0104","(40.757499, -73.908898)","23-May"
"P.S. 152 - MANHATTAN","M","6","DEMOLITION OF MINI BUILDING / PATH OF TRAVEL PLAYGROUND REDEVELOPMENT / PLAYGROUND REDEVELOPMENT","5831248.64","CIP","M152","93 NAGLE AVENUE","Manhattan","11225","MANHATTAN","40.860412","-73.927936","112","10","1064149","1021730001","283","MN1202","(40.860412, -73.927936)","23-May"
"P.S. 140 - QUEENS","Q","28","EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / PERIMETER FENCING / ROOFS / WINDOWS","15100000","CIP","Q140","166-01 116 AVENUE","Queens","11225","QUEENS","40.686798","-73.781247","412","28","4267260","4123410031","278","QN1203","(40.686798, -73.781247)","23-May"
"GROVER CLEVELAND HS - QUEENS","Q","24","LSP DOMESTIC WATER HEATER","12764.41","CIP","Q485","21-27 HIMROD STREET","Queens","11225","QUEENS","40.711033","-73.908814","405","30","4080227","4033630001","59501","QN0502","(40.711033, -73.908814)","23-May"
"I.S. 201 - BROOKLYN","K","20","FY20 RESO A IPDVS CAMERA INSTALLATION","278000","CIP","K201","8010 12 AVENUE","Brooklyn","11225","BROOKLYN","40.618676","-74.012722","310","38","3162973","3062780022","166","BK1002","(40.618676, -74.012722)","23-May"
"P.S. 114 - BRONX","X","9","EXTERIOR MASONRY / FLOOD ELIMINATION / ROOFS / WINDOWS","8618549","CIP","X114","1155 CROMWELL AVENUE","Bronx","11225","BRONX","40.834776","-73.923067","204","16","2003022","2024950100","6302","BX0491","(40.834776, -73.923067)","23-May"
"P.S. 56 - BROOKLYN","K","13","DEFECTIVE PLAYGROUND SURFACES / EXTERIOR MASONRY / PARAPETS / PATH OF TRAVEL DEFECTIVE PLAYGROUND SURFACES / ROOFS","15756745.28","CIP","K056","170 GATES AVENUE","Brooklyn","11225","BROOKLYN","40.68505","-73.960659","302","35","3056874","3019830010","231","BK0204","(40.68505, -73.960659)","23-May"
