"entity_name","entity_role","street_address","suite_apartment_number","city","state","postcode","country","owner_officer_1_first_name","owner_officer_1_last_name","individual_role_1","individual_title_1","officer_equivalent_1","owner_officer_2_first_name","owner_officer_2_last_name","individual_role_2","individual_title_2","officer_equivalent_2","owner_officer_3_first_name","owner_officer_3_last_name","individual_role_3","individual_title_3","officer_equivalent_3","owner_officer_4_first_name","owner_officer_4_last_name","individual_role_4","individual_title_4","officer_equivalent_4","owner_officer_5_first_name","owner_officer_5_last_name","individual_role_5","individual_title_5","officer_equivalent_5","borough","zipcode","assembly_district","election_district_","bin","bbl","community_board","council_district","census_tract","nta","latitude","longitude"
"SPECTRUM PAINTING CORP.","Contractor","5 N Greenwich Road",,"Armonk","NEW YORK","10504","USA","James","Hart","Officer","CFO","Chief Financial Officer","Rino","Monteforte","Owner","Owner",,"Ralph","Tarchinea","Owner","Pres",,"Rino","Monteforte","Owner","CEO",,"Ralph","Tarchinea","Officer","Principal",,"Out of NYC",,,,,,,,,,,
"TRINCHESE IRON WORKS & CONSTRUCTION INC","Contractor","234 Belmont Avenue",,"Brooklyn","NEW YORK","11207","USA","Andrew","Trinchese","Officer","President",,"Andrew","Trinchese","Officer","Principal",,"Andrew","Trinchese","Officer","Principal Officer",,,,,,,,,,,,"Brooklyn","11207","55","061","3326888","3037480017","05","42","1134","BK85","40.669748","-73.901401"
"RYAN'S EXCAVATION OF THE BRONX LLC","Sub-Contractor","P.O.Box 9",,"Purchase","NEW YORK","10577","USA","Richard","Mushi","Officer","Accountant",,,,,,,,,,,,,,,,,,,,,,"Out of NYC",,,,,,,,,,,
"SPRAY ENTERPRISE LLC","Sub-Contractor","3220 Pearsall Avenue",,"Bronx","NEW YORK","10469","USA","Commie","St.Louis","Owner","Owner",,,,,,,,,,,,,,,,,,,,,,"Bronx","10469","83","024","2056789","2046180016","11","12","348","BX31","40.871609","-73.851739"
"MCA INTERIOR RENOVATION CORP","Sub-Contractor","215 Wycoff ave","2R","Brooklyn","NEW YORK","11237","USA","yansi","caballero","Owner","president",,"Yansi","Caballero","Owner","President",,,,,,,,,,,,,,,,,"Brooklyn",,,,,,,,,,,
"DENIS MECHANICAL & HEATING CORP","Sub-Contractor","11 saddle rock road",,"valley stream","NEW YORK","11581","USA","delio","denis","Owner","president",,,,,,,,,,,,,,,,,,,,,,"Out of NYC",,,,,,,,,,,
"CONSTANT INSULATION AND CONTRACTING CORP","Contractor","25-10 Newtown Avenue",,"astoria","NEW YORK","11102","USA","konstantina","casabianca","Both","owner","Chief Executive Officer","Konstantina","Casabianca","Owner","President",,"Konstantina","Casabianca","Officer","president","Chief Executive Officer","Konstantina","Casablanca","Officer","President",,"konstantina","casabianca","Both","president","Chief Executive Officer","Queens","11102","36","052","4006827","4005740004","01","22","71","QN71","40.770174","-73.923344"
"NY DRILLING INC","Sub-Contractor","51 N Dunton Ave",,"Medford","NEW YORK","11763","USA","Wayne","Fried","Both","President",,,,,,,,,,,,,,,,,,,,,,"Out of NYC",,,,,,,,,,,
"ELITE STRUCTURAL BUILDERS","Contractor","1841 Steinway Street",,"Astoria","NEW YORK","11105","USA","Christella","Xu","Owner","President",,,,,,,,,,,,,,,,,,,,,,"Queens","11105","36","055","4015685","4008020116","01","22","12301","QN72","40.779344","-73.898119"
"CONCRETE INDUSTRIES ONE CORP","Sub-Contractor","300 Boulevard of the Americas",,"Lakewood","NEW YORK","8701","USA","Mark","Furer","Both","president",,"Mark","Furer","Both","President","Chief Executive Officer","Mark","Furer","Officer","President",,"Mitch","Benjamin","Owner","President",,,,,,,"Out of NYC",,,,,,,,,,,
"L & G ACCOUSTICAL","Sub-Contractor","35 davenport road",,"Yonkers","NEW YORK","10704","USA","vinny","cullaro","Owner","president",,,,,,,,,,,,,,,,,,,,,,"Out of NYC",,,,,,,,,,,
"CLEAR IMAGE STOREFRONTS & GLASS","Sub-Contractor","2071 middle country road",,"centerreach","NEW YORK","11720","USA","donald","barter","Owner","president",,"DOnald","Barter","Both","President",,,,,,,,,,,,,,,,,"Out of NYC",,,,,,,,,,,
"AMERICAN SPECIALTIES","Sub-Contractor","441 saw mill river road",,"yonkers","NEW YORK","10710","USA","tarrod","fields","Owner","officer",,,,,,,,,,,,,,,,,,,,,,"Out of NYC",,,,,,,,,,,
"CLEARVIEW SM INC","Sub-Contractor","199 bush street",,"brooklyn","NEW YORK","11231","USA","mojsi","marke","Owner","president",,"Mojsi","Marke","Both","president","Chief Executive Officer",,,,,,,,,,,,,,,,"Brooklyn","11231","51","069","3008571","3005620046","06","38","53","BK33","40.673573","-74.001337"
"SPRAY RISE LLC","Sub-Contractor","2130 Ford Street",,"Brooklyn","NEW YORK","11229","USA","Richard","Diconcilio","Owner","President",,"Richard","Diconcillo","Owner","President",,"Richard","Diconcilio","Officer","President",,"Richard","Diconcillo","Officer","President",,,,,,,"Brooklyn","11229","41","062","3200417","3073660017","15","46","570","BK17","40.599853","-73.937936"
"MOBILITY ELEVATOR & LIFT CO.","Sub-Contractor","4 York Avenue","Suite 1","West Caldwell","NEW YORK","7006","USA","Douglas","Simon","Officer","CEO","Chief Executive Officer","Kamran","Shushtarian","Officer","President",,"Douglas","Simon","Both","CEO","Chief Executive Officer","Douglas","Simon","Owner","President",,,,,,,"Out of NYC",,,,,,,,,,,
"MGM PRO INC","Sub-Contractor","71-07 Cooper Avenue",,"Glendale","NEW YORK","11385","USA","Maciej","Moskal","Both","Owner",,"Maciej","Moskal","Owner","PRESIDENT",,"Maciej","Moskal","Owner","OWNER",,"Maciej","Moskal","Both","OWNER",,,,,,,"Queens","11385","38","028","4537128","4036870052","05","30","625","QN19","40.702333","-73.879926"
"PAPPILLION SECURITY INC","Sub-Contractor","255 Robinson Ave",,"Bronx","NEW YORK","10465","USA","Gustavo","Pizza","Both","Owner",,"Gustavo","Pizza","Owner","owner",,,,,,,,,,,,,,,,,"Bronx","10465","82","010","2081541","2056000063","10","13","132","BX52","40.814596","-73.826180"
"PINNACLE ALLIANCE GROUP","Sub-Contractor","2050 Eastchester Road","Suite 202","Bronx","NEW YORK","10461","USA","Ululy","Rafael Martinez","Officer","President",,"Vincent","Torres","Owner","VP",,"Ulily","Martinez","Officer","President",,"Ululy Rafael","Martinez","Officer","Officer",,"Ululy Rafael","Martinez","Owner","President",,"Bronx","10461","80","001","2047038","2042200001","11","13","296","BX49","40.854793","-73.843672"
"EZ WALLS","Sub-Contractor","96-09 Corona Ave",,"Corona","NEW YORK","11368","USA","nestor","martinez","Both","president","Chief Executive Officer","nestor","martinez","Both","owner","Chief Executive Officer",,,,,,,,,,,,,,,,"Queens","11368","39","010","4442970","4016210001","04","21","411","QN25","40.742217","-73.867159"
"NJ COLORED GLASS LLC","Sub-Contractor","29 Briarcliff Rd",,"Bergenfield","NEW YORK","7621","USA","Dan","Neuman","Owner","Director",,"Avraham","Yedidya","Owner","Owner",,,,,,,,,,,,,,,,,"Out of NYC",,,,,,,,,,,
"MR. SHOWER DOOR","Contractor","260 Hathaway Drive",,"Stratford","CONNECTICUT","615","USA","Thomas","Whitaker","Owner","President",,,,,,,,,,,,,,,,,,,,,,"Out of NYC",,,,,,,,,,,
"EJ ELECTRIC","Contractor","46-41 vernon blvd",,"long island city","NEW YORK","11101","USA","Anthony","Mann","Both","President","Chief Executive Officer",,,,,,,,,,,,,,,,,,,,,"Queens","11101","37","075","4311868","4000470001","02","26","7","QN31","40.745956","-73.953012"
"IMPERIAL FLOORING SYSTEMS INC","Contractor","56 Bowne Avenue",,"Freehold","NEW YORK","7728","USA","Evan","Tarabocchia","Both","owner","Chief Executive Officer","Evan","Tarabocchia","Owner","president",,,,,,,,,,,,,,,,,"Out of NYC",,,,,,,,,,,
"K&E BUILDERS","Sub-Contractor","67-31 52nd Road",,"Maspeth","NEW YORK","11373","USA","Kristina","Fearon","Officer","Owner",,"Kristina","Fearon","Officer","PRESIDENT",,"Kristina","Fearon","Owner","President",,"Kristina","Fearon","Owner","PRESIDENT",,"Kristina","Fearon","Both","PRESIDENT","Chief Executive Officer","Queens","11378","30","025","4055906","4024120039","05","30","513","QN30","40.732924","-73.897580"
"COLONNA MARBLE","Sub-Contractor","1320 Garrison Ave",,"Bronx","NEW YORK","10474","USA","maria","estrada","Owner","president",,,,,,,,,,,,,,,,,,,,,,"Bronx","10474","85","038","2006375","2027610113","02","17","11502","BX27","40.821083","-73.886775"
"U ARIAS CORP","Sub-Contractor","1855 Imperial Ave",,"new Hyde Park","NEW YORK","11040","USA","edward","arias","Owner","president",,,,,,,,,,,,,,,,,,,,,,"Out of NYC",,,,,,,,,,,
"A-L SERVICES","Sub-Contractor","669 Littleton Road",,"parsippany","NEW JERSEY","7054","USA","curt","appleby","Owner","copresident",,,,,,,,,,,,,,,,,,,,,,"Out of NYC",,,,,,,,,,,
"WALSH FACADE SERVICES","Contractor","923 OLD NEPPERHAN AVE",,"Yonkers","NEW YORK","10703","USA","Richard","Egan","Both","President",,"Nicholas","Camastro","Both","Office",,,,,,,,,,,,,,,,,"Out of NYC",,,,,,,,,,,
"JEM CONTRACTING CORP","Sub-Contractor","59-43 60th Street",,"Maspeth","NEW YORK","11378","USA","Joseph","Molina","Officer","President","Chief Executive Officer","Joseph","Molina","Owner","President",,,,,,,,,,,,,,,,,"Queens","11378","37","044","4432494","4027290002","05","30","525","QN30","40.717520","-73.906413"
"EASTERN METALWORKS OF NY INC.","Sub-Contractor","66 Mahan Street",,"West Babylon","NEW YORK","11704","USA","John","Hauser","Officer","Chief Operating Officer","Chief Operating Officer",,,,,,,,,,,,,,,,,,,,,"Out of NYC",,,,,,,,,,,
"LASTRADA GENERAL CONTRACTING CORP.","Sub-Contractor","3 Filasky Court",,"Glen Head","NEW YORK","11545","USA","Pietro","Guglielmi","Both","President","Chief Executive Officer","Pietro","Guglielmi","Owner","President",,,,,,,,,,,,,,,,,"Out of NYC",,,,,,,,,,,
"D-STAR WATERPROOFERS","Sub-Contractor","365 babylon turnpike",,"roosevelt","NEW YORK","11575","USA","antonio","Ramirez","Both","president",,,,,,,,,,,,,,,,,,,,,,"Out of NYC",,,,,,,,,,,
"PLATINUM SERVICES NY LLC","Sub-Contractor","53-28 11 Street",,"Long Island City","NEW YORK","11101","USA","ROCKY","SINGH","Owner","PRESIDENT",,"Mandip","Kaur","Officer","MEMBER",,"Rocky","Singh","Officer","President",,"Mandip","Kaur","Officer","Member",,"Mandip","Kaur","Owner","Member",,"Queens","11101","37","023","4436595","4000380016","02","26","1","QN31","40.740167","-73.952529"
"JNP GENERAL CONTRACTORS","Sub-Contractor","77-31 164TH STREET",,"Queens","NEW YORK","11366","USA","John","Tagios","Officer","CEO","Chief Executive Officer","John","Tagios","Owner","president",,,,,,,,,,,,,,,,,"Queens","11366","25","008","4150900","4069710003","08","24","1241","QN38","40.723507","-73.804717"
"DYNAMIC WINDOW SYSTEM INC.","Sub-Contractor","414 Cliff Street","Suite 2","Fairview","NEW YORK","7022","USA","Robert","Eis","Officer","Officer",,,,,,,,,,,,,,,,,,,,,,"Out of NYC",,,,,,,,,,,
"ANTONAKOS PAINTING & CONTRACT","Sub-Contractor","385 Northfield Ave",,"West Orange","NEW YORK","7052","USA","Mike","Antonakos","Owner","President",,,,,,,,,,,,,,,,,,,,,,"Out of NYC",,,,,,,,,,,
"KMC CARPET","Sub-Contractor","810 Maine Ave",,"bay shore","NEW YORK","11700","USA","Levin","Morales","Both","president","Chief Executive Officer","Levin","Morales","Owner","Ownder",,"Levin","Morales","Both","owner","Chief Executive Officer",,,,,,,,,,,"Out of NYC",,,,,,,,,,,
"ANTHONY G. FERRY, INC.","Sub-Contractor","1916 Park Avenue",,"New York","NEW YORK","10037","USA","Patrick","Kennelly","Owner","Owner",,,,,,,,,,,,,,,,,,,,,,"Manhattan","10037","68","083","1054286","1017550033","11","09","206","MN03","40.808320","-73.936662"
"FORWARD HEATING OF MASPETH LLC","Sub-Contractor","59-68 55th Drive",,"Maspeth","NEW YORK","11378","USA","Vito","Mossa","Officer","COO","Chief Operating Officer",,,,,,,,,,,,,,,,,,,,,"Queens","11378","30","013","4059950","4026880044","05","30","531","QN30","40.725941","-73.907029"
"URBAN ATELIER GROUP LLC","Contractor","85 Fifth Avenue","12th floor","New York","NEW YORK","10003","USA","david","damico","Officer","CEO","Chief Executive Officer","David","Damico","Officer","President","Chief Executive Officer",,,,,,,,,,,,,,,,"Manhattan","10003","75","008","1016080","1008440001","05","02","52","MN13","40.737416","-73.992581"
"KM BUILDERS CORP","Sub-Contractor","109-59 54th Avenue",,"Corona","NEW YORK","11368","USA","Pablo","Dominguez-Ferreira","Owner","Owner",,"Pablo","Dominguez-Ferreira","Both","owner","Chief Executive Officer",,,,,,,,,,,,,,,,"Queens","11368","39","005","4530136","4020090041","04","21","427","QN25","40.742539","-73.852265"
"MAGELLA CONSTRUCTION CORP.","Sub-Contractor","700 West 176th Street - Apt 2E",,"New York","NEW YORK","10033","USA","Brusandra","Cross","Both","owner","Chief Executive Officer","Brusandra","Cross","Both","Owner","Chief Executive Officer",,,,,,,,,,,,,,,,"Manhattan","10033","71","066","1063513","1021420217","12","10","263","MN36","40.846947","-73.938468"
"EAST COAST ELEVATOR, LLC","Sub-Contractor","P. O. Box 80",,"Three Bridges","NEW JERSEY","8887","USA","Letty","Garces","Owner","Operations Manager",,,,,,,,,,,,,,,,,,,,,,"Out of NYC",,,,,,,,,,,
"MF ELECTRIC SERVICE CO., INC.","Sub-Contractor","3323 Merrit Avenue",,"Bronx","NEW YORK","10475","USA","Albert","Faella","Owner","Officer",,"Albert","Faella","Both","President",,"Albert","Faella","Officer","CEO","Chief Executive Officer",,,,,,,,,,,"Bronx",,,,,,,,,,,
"CERTIFIED ALARM TECH SYSTEMS, INC.","Sub-Contractor","1260 WAters Place",,"Bronx","NEW YORK","10461","USA","Clarence","Lidharrie","Both","President","Chief Executive Officer",,,,,,,,,,,,,,,,,,,,,"Bronx","10461","82","032","2113980","2042260040","11","13","284","BX37","40.842744","-73.838413"
"PRECISION STONE MARBLE AND GRANITE","Sub-Contractor","1194 King Street",,"Greenwich","CONNECTICUT","6831","USA","Marc","Gazzola","Both","President",,,,,,,,,,,,,,,,,,,,,,"Out of NYC",,,,,,,,,,,
"US WINDOW SUPPLY & SERVICE INC.","Sub-Contractor","246-21 52 Avenue",,"Little Nec","NEW YORK","11362","USA","Dong","Guo","Both","President",,,,,,,,,,,,,,,,,,,,,,"Queens","11362","26","029","4170592","4082100035","11","19","150701","QN45","40.760913","-73.737101"
"TARA STEEL FABRICATION","Sub-Contractor","1623 Cody Avenue",,"Ridgewood","NEW YORK","11385","USA","Joe","O'Brien","Officer","Vice President",,,,,,,,,,,,,,,,,,,,,,"Queens","11385","38","007","4085822","4035560089","05","34","559","QN20","40.694269","-73.900781"
"SHANNON ENVIRONMENTAL CORP","Sub-Contractor","201 Christian Avenue",,"Stony Brook","NEW YORK","11790","USA","Ramon","Henriquez","Officer","President",,"Ramon","Henriquez","Both","President",,,,,,,,,,,,,,,,,"Out of NYC",,,,,,,,,,,
"RIGHT TEMP MECHANICAL INC.","Sub-Contractor","3902 29th Street",,"Long Island City","NEW YORK","11101","USA","John","Karalis","Owner","Owner",,,,,,,,,,,,,,,,,,,,,,"Queens","11101","30","038","4004828","4003980025","01","26","31","QN68","40.753322","-73.934667"
"CAPITAL SIGNS OF NYC INC.","Sub-Contractor","264 WEST 40TH STREET","SUITE 701","NEW YORK","NEW YORK","10001","USA","ALEX","WANG","Owner","PRESIDENT",,"ALEX","WANG","Owner","OWNER",,,,,,,,,,,,,,,,,"Manhattan","10018","75","073","1014511","1007890075","05","03","113","MN17","40.755470","-73.989616"
"A&H SECURITY SERVICES LLC","Sub-Contractor","611 Jackson Ave",,"Bronx","NEW YORK","10455","USA","Felix","Cabreja","Officer","President",,,,,,,,,,,,,,,,,,,,,,"Bronx","10455","84","043","2004434","2026230207","01","08","73","BX34","40.814910","-73.908484"
"AAA METAL & GLASS INC","Sub-Contractor","786 Easy 27 Street",,"Paterson","NEW YORK","7504","USA","Evan","Feather","Owner","President",,"Evan","Feather","Officer","President",,,,,,,,,,,,,,,,,"Out of NYC",,,,,,,,,,,
"JANTILE INC","Contractor","100 Business Park Drive",,"Armonk","NEW YORK","10504","USA","Anthony","Casola","Both","President","Chief Executive Officer","Anthony","Casola","Officer","President",,"Nektaria","Francescon","Officer","COO","Chief Operating Officer",,,,,,,,,,,"Out of NYC",,,,,,,,,,,
"PETRONE ERECTORS INC.","Contractor","96 Shell Bank Place",,"Rockville Center","NEW YORK","11570","USA","Ronald","Petrone","Both","Owner",,,,,,,,,,,,,,,,,,,,,,"Out of NYC",,,,,,,,,,,
"BAM MECHANICAL CORP.","Contractor","26 Chestnut Ridge Rd",,"Armonk","NEW YORK","10504","USA","Anthony","Marino","Officer","President",,,,,,,,,,,,,,,,,,,,,,"Out of NYC",,,,,,,,,,,
"KLG CONTRACTING INC.","Contractor","102-31 43rd Ave",,"Corona","NEW YORK","11368","USA","Lefteris","Kameris","Owner","President",,"Letteris","Kamberis","Owner","President",,"Lefteris","Kamberis","Owner","President",,"Lefteris","Kamberis","Officer","President",,,,,,,"Queens","11368","39","054","4048590","4019770048","04","21","405","QN26","40.747278","-73.862486"
"KLG CONTRACTING INC.","Sub-Contractor","102-31 43rd Ave",,"Corona","NEW YORK","11368","USA","Lefteris","Kameris","Owner","President",,"Letteris","Kamberis","Owner","President",,"Lefteris","Kamberis","Owner","President",,"Lefteris","Kamberis","Officer","President",,,,,,,"Queens","11368","39","054","4048590","4019770048","04","21","405","QN26","40.747278","-73.862486"
"SECURITY WHOLESALES INC","Contractor","3624 12th Ave",,"Brooklyn","NEW YORK","11218","USA","-","-","Officer","-",,"Esther","Khan","Officer","President","Chief Executive Officer","Esther","Khan","Both","principal","Chief Executive Officer",,,,,,,,,,,"Brooklyn","11218","44","011","3336249","3052920001","12","39","226","BK88","40.643418","-73.986930"
"VOLO MECHANICAL CORP","Sub-Contractor","38-17 54TH STREET",,"WOODSIDE","NEW YORK","11377","USA","Jeffrey","Ng","Officer","President",,"Bryan","Ng","Both","President","Chief Executive Officer","Jeffrey","Ng","Both","President","Chief Executive Officer",,,,,,,,,,,"Queens","11377","30","076","4027618","4012080058","02","26","255","QN63","40.749646","-73.908516"
"KING CONTRACTING GROUP NY INC","Contractor","26 Journal Square Plaza","Suite 505","Jersey City","NEW YORK","7306","USA","Brett","Steinberg","Both","owner","Chief Executive Officer","Brett","Steinberg","Owner","Principle",,"Brett","Steinberg","Officer","President","Chief Executive Officer","Brett","Steinberg","Officer","Principal",,"Brett","Steinberg","Officer","Principal","Chief Executive Officer","Out of NYC",,,,,,,,,,,
"KING CONTRACTING GROUP NY INC","Sub-Contractor","26 Journal Square Plaza","Suite 505","Jersey City","NEW YORK","7306","USA","Brett","Steinberg","Both","owner","Chief Executive Officer","Brett","Steinberg","Owner","Principle",,"Brett","Steinberg","Officer","President","Chief Executive Officer","Brett","Steinberg","Officer","Principal",,"Brett","Steinberg","Officer","Principal","Chief Executive Officer","Out of NYC",,,,,,,,,,,
"CNZ CONTRACTING","Sub-Contractor","5202 3rd Avenue",,"Brooklyn","NEW YORK","11220","USA","Paulina","Guida","Both","President","Chief Executive Officer",,,,,,,,,,,,,,,,,,,,,"Brooklyn","11220","51","078","3388017","3008050045","07","38","20","BK32","40.646472","-74.015852"
"BARRIER ASSOCIATES","Sub-Contractor","435 Bellvale Rd",,"Chester","NEW YORK","10918","USA","Eli","Stelmetz","Officer","Officer",,"Eli","Stelmetz","Officer","Finance manager",,,,,,,,,,,,,,,,,"Out of NYC",,,,,,,,,,,
"SOLICITO & SON CONTRACTING CORP","Sub-Contractor","162 Erie Street",,"Blauvelt","NEW YORK","10913","USA","Joseph","Solicito","Both","president","Chief Executive Officer","Joe","Solicito JR","Officer","Bookkeeper",,"Joseph","Solicito","Officer","President",,,,,,,,,,,,"Out of NYC",,,,,,,,,,,
"ICON FACADE WORKS, LLC","Sub-Contractor","15 West 38th Street","Suite 901","New York","NEW YORK","10018","USA","Gurol","Arici","Both","Unknown",,"Dennis","Khaimov","Both","President",,"Gurol","Arici","Officer","Managing Partner",,"Dennis","Khaimov","Both",,,,,,,,"Manhattan","10018","75","058","1016002","1008400031","05","04","84","MN17","40.751306","-73.983524"
"PLAYSITES + SURFACES INC","Sub-Contractor","103 Brightside Avenue",,"Central Islip","NEW YORK","11722","USA","William","Calderon","Both","president","Chief Executive Officer","William","Calderon","Both","owner","Chief Executive Officer","michele","barbera","Officer","compliance associate",,"William","Calderone","Both","President",,"William","Calderon","Officer","President",,"Out of NYC",,,,,,,,,,,
"VIKXS SERVICES INC","Contractor","12 Railroad place",,"Belleville","NEW YORK","7109","USA","Viktor","Bober","Owner","President",,"Viktor","Bober","Both","President","Chief Executive Officer","Viktor","Bober","Owner","Principal",,,,,,,,,,,,"Out of NYC",,,,,,,,,,,
"COUNTY ELECTRICAL CONTRACTORS","Sub-Contractor","100 beard street",,"brooklyn","NEW YORK","11231","USA","Mayer","Weber","Owner","President",,"Mayer","Weber","Officer","President","Chief Executive Officer","Mayer","Weber","Owner","owner",,,,,,,,,,,,"Brooklyn","11231","51","049","3008860","3006040016","06","38","53","BK33","40.674365","-74.014182"
"3 BROTHERS MECHANICAL INC.","Sub-Contractor","21 Park Lane",,"Masapequa","NEW YORK","11758","USA","Rocky","Valenzisi","Officer","V.P.",,,,,,,,,,,,,,,,,,,,,,"Out of NYC",,,,,,,,,,,
"ENERGY CONTROL SERVICE, INC.","Sub-Contractor","15 Murray Streer",,"Staten Island","NEW YORK","10309","USA","David","Bronzo","Officer","Principal",,"David","Bronzo","Officer","President",,,,,,,,,,,,,,,,,"Staten Island",,,,,,,,,,,
"BUILDER SERVICES GROUP DBA TRUTEAM COMMERCIAL SERVICES","Sub-Contractor","120 Wall Street",,"New York","NEW YORK","10005","USA","Robert","Marino","Officer","President",,"Publicly","Traded","Owner","Corporation",,"Robert","Marino","Officer","President","Chief Executive Officer",,,,,,,,,,,"Manhattan","10005","65","086","1000871","1000370001","01","01","7","MN25","40.704380","-74.006427"
"CITIBIX AND TILE INC","Sub-Contractor","58-18 37th Ave",,"Woodside","NEW YORK","11377","USA","Bernard","Fegan","Officer","chief operating officer",,"Bernard","Fegan","Officer","President",,"-","-","Owner","-",,"Chris","Dowling","Both","President",,"Chris","Dowling","Officer","vice President",,"Queens","11377","30","052","4027707","4012130056","02","26","259","QN63","40.750090","-73.904090"
"EAST COAST BULKHEADING INC","Sub-Contractor","50 Davison Lane East",,"West Islip","NEW YORK","11795","USA","Scot","Bendersky","Owner","President",,"Scot","Bendersky","Officer","President","Chief Executive Officer",,,,,,,,,,,,,,,,"Out of NYC",,,,,,,,,,,
"MIRAGE MIRROR AND GLASS","Sub-Contractor","61 Water Street",,"Ossining","NEW YORK","10562","USA","John","Count","Owner","President",,,,,,,,,,,,,,,,,,,,,,"Out of NYC",,,,,,,,,,,
"B&L TESTING AND BALANCING","Sub-Contractor","2735 Academy Street",,"Oceanside","NEW YORK","11572","USA","Brett","Sanicola","Both","president","Chief Executive Officer","Brett","Sanicola","Both","President","Chief Executive Officer","Brett","Sanicola","Officer","President",,,,,,,,,,,,"Out of NYC",,,,,,,,,,,
"JAG EXCAVATION AND CONCRETE INC.","Sub-Contractor","900 S 2nd Street","Unit 4","Ronkonkoma","NEW YORK","11779","USA","Jordan","Garrido","Owner","Owner",,"Jordan","Garrido","Owner","President",,,,,,,,,,,,,,,,,"Out of NYC",,,,,,,,,,,
"L.M.C. SPECIALTIES INC","Sub-Contractor","23-30 123rd Street",,"College Point","NEW YORK","11356","USA","Linda","Califano","Both","President",,,,,,,,,,,,,,,,,,,,,,"Queens","11356","27","081","4099815","4042260039","07","19","919","QN23","40.778275","-73.845224"
"AMERICAN ELITE CONSTRUCTION SERVICES, INC","Sub-Contractor","120 Lake Avene South","Suite 21","Nesconset","NEW YORK","11767","USA","Brian","Kelly","Owner","Owner",,"Brian","Kelly","Owner","President",,"Joyce","Fay","Both","Project Manager",,,,,,,,,,,,"Out of NYC",,,,,,,,,,,
"THE PRESRAY CORPORATION","Contractor","32 Nelson Hill Rd",,"Wassaic","NEW YORK","12592","USA","Jonathan","Field","Both","Controller",,"Jason W.","Smith","Both","President",,"Alex","Field","Officer","PM",,,,,,,,,,,,"Out of NYC",,,,,,,,,,,
"RESPLANDECER INC","Contractor","512 Cherry Lane",,"Floral Park","NEW YORK","11001","USA","Alexandra","Gonzalez","Both","President",,,,,,,,,,,,,,,,,,,,,,"Queens",,,,,,,,,,,
"ABOVE ALL STORE FRONTS, INC","Sub-Contractor","50 Gilpin Avenue",,"Hauppauge","NEW YORK","11788","USA","Christine","Lobos","Both","Na",,"Christine","Lobos","Both",,,"Anthony","Lipari","Both","President",,,,,,,,,,,,"Out of NYC",,,,,,,,,,,
"ICONIC MECHANICAL SERVICES CORP","Sub-Contractor","6470 Maurice Avenue",,"Maspeth","NEW YORK","11378","USA","Chris","Bezmalinovic","Owner","Owner",,"Chris","Bezmalinovic","Both",,,"Ryan","Helmbold","Both","Pres",,"Chris","Bezmalinovic","Owner","President",,,,,,,"Queens","11378","30","023","4054799","4023750132","05","30","515","QN30","40.733276","-73.901603"
"COMPLETE FLOORING INC","Sub-Contractor","219 Bay 26th Street",,"Brooklyn","NEW YORK","11214","USA","Diane","Pisano","Both",,,,,,,,,,,,,,,,,,,,,,,"Brooklyn","11214","47","016","3168868","3064440007","11","47","286","BK27","40.599431","-74.001235"
"CROSS FIRE & SECURITY CO., INC.","Sub-Contractor","1756 86th Street",,"Brooklyn","NEW YORK","11214","USA","Kevin","Maguire","Owner","President",,,,,,,,,,,,,,,,,,,,,,"Brooklyn","11214","47","006","3329084","3063680029","11","43","178","BK27","40.607637","-74.003295"
"ELDOR ELECTRIC, LLC","Contractor","18-15 129th Street",,"College Point","NEW YORK","11356","USA","Anthony","Biamonte","Officer","Director of Finance","Chief Financial Officer",,,,,,,,,,,,,,,,,,,,,"Queens","11356","27","063","4098997","4041350018","07","19","947","QN23","40.782985","-73.839519"
"BLACK SHEEP HOLDING LLC","Sub-Contractor","8 Sagamore Hill Drive",,"Port Washington","NEW YORK","11050","USA","Jesse","Vasquez","Both","president","Chief Executive Officer","Jesse","Vasquez","Officer","principal",,"Jesse","Vasquez","Owner","President",,"Jesse","Vasquez","Officer","President",,"Jesse","Vasquez","Both","principal","Chief Executive Officer","Out of NYC",,,,,,,,,,,
"ECO REMODELING","Sub-Contractor","342 Lakeview Ave",,"Drexel Hill","NEW YORK","19026","USA","john","mokas","Owner","president",,,,,,,,,,,,,,,,,,,,,,"Out of NYC",,,,,,,,,,,
"SINGH WELDING LLC","Sub-Contractor","2939 Edson Ave",,"Bronx","NEW YORK","10469","USA","Maniram","Singh","Owner","President",,,,,,,,,,,,,,,,,,,,,,"Bronx","10469","83","001","2062762","2047970023","12","12","46202","BX13","40.870693","-73.834324"
"UNIVERSAL SYSTEMS","Sub-Contractor","76-10 34th Avenue","Suite 1A","Jackson Heights","NEW YORK","11372","USA","marius","mera","Officer","maneger",,"Marius","Mera","Officer","Manager",,,,,,,,,,,,,,,,,"Queens","11372","34","026","4029029","4012630001","03","25","287","QN28","40.753160","-73.890406"
"PRIME MASTER CONSTRUCTION","Sub-Contractor","807 Nassau Street",,"North Brunswick","NEW YORK","8902","USA","Michelle","Peguero","Officer","Manager",,,,,,,,,,,,,,,,,,,,,,"Out of NYC",,,,,,,,,,,
