"siteid","inspectionid","inpectiondate","location","question1","question2","_2_option1","_2_option2","_2_option3","_2_option4","_2_option5","_2_option6","_2_ticketnumber","_2_bikeidnumber","_2_multipleinstances","_2_ticketcomments","question3","_3_option1","_3_option2","_3_option3","_3_option4","_3_ticketnumber","_3_ticketcomments","question4","_4_option1","_4_option2","_4_option3","_4_option4","_4_ticketnumber","_4_ticketcomments","question5","question6","question7","question8","_8_option1","_8_option2","_8_option3","_8_ticketnumber","_8_bikeidnumber","_8_ticketcomments","question9","question10"
"5561.06","87741","2019-09-04T10:18:21.000Z","Lafayette Street and Jersey Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"3665.06","74275","2018-09-05T13:41:07.000Z","Sterling Street and Bedford Avenue","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"3928.08","99509","2019-10-30T12:59:06.000Z","Eastern Parkway and Washington Avenue","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"7409.08","75844","2018-10-15T11:01:03.000Z","West 84th Street and Broadway","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6901.01","80691","2019-02-19T11:17:31.000Z","Broadway and 12th Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"4953.04","78344","2018-12-17T10:36:52.000Z","South Street and Gouverneur Lane","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6215.04","100281","2019-11-25T13:32:43.000Z","West 25th Street and Sixth Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6912.01","88777","2019-10-07T12:51:00.000Z","7th Avenue and Central Park South","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"5001.08","75468","2018-10-04T11:07:58.000Z","Little West Street and First Place","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"5545.04","78086","2018-12-06T14:30:46.000Z","East 5th Street and Avenue C","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"7141.07","83279","2019-04-25T12:01:52.000Z","Central Park West and West 72nd Street","No","No",,,,"Yes",,,,,"No","Last plate misaligned","Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"7188.10","75437","2018-10-03T14:19:39.000Z","East 81st Street and Park Avenue","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"4045.01","100130","2019-11-19T12:20:37.000Z","Clinton Street and Centre Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"4962.04","100767","2019-12-09T16:23:46.000Z","Water Street and Whitehall Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"5880.02","88762","2019-10-07T11:43:31.000Z","West 4th Street and Seventh Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6969.08","75454","2018-10-03T15:08:58.000Z","East 66th Street and Madison Avenue","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"6759.15","82848","2019-04-15T10:37:03.000Z","Crescent Street and 34th Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6682.03","79887","2019-01-30T11:02:48.000Z","East 58th Street and First Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6605.08","86468","2019-07-23T11:39:13.000Z","34th Street and 35th Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"3978.13","86343","2019-07-17T13:38:08.000Z","Garfield Place and 8th Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"5492.05","113114","2020-02-20T09:13:15.000Z","Lafayette Street and Spring Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6173.08","88238","2019-09-19T11:10:57.000Z","Broadway and West 25th Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"7207.08","83293","2019-04-25T12:36:51.000Z","West 70th Street and Amsterdam Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6958.06","87812","2019-09-05T13:02:46.000Z","Crescent Street and 30th Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6247.06","101668","2020-01-13T12:29:44.000Z","West 27th Street and Seventh Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"4461.04","79602","2019-01-23T10:56:11.000Z","DeKalb Avenue and Vanderbilt Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"4422.04","74334","2018-09-06T13:37:56.000Z","Columbia Street and Degraw Street","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"7596.10","113800","2020-03-06T14:27:45.000Z","East 118th Street and First Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6798.01","86922","2019-08-06T12:27:40.000Z","34th Avenue and 21st Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6164.09","75620","2018-10-10T12:47:00.000Z","Lexington Avenue and East 29th Street","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"6795.01","101152","2019-12-19T14:38:25.000Z","West 46th Street and Eleventh Avenue","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"6753.08","99443","2019-10-29T13:06:05.000Z","First Avenue and East 62nd Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6729.02","112054","2020-01-23T09:15:52.000Z","21st Street and 36th Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"5523.02","72552","2018-07-24T12:33:17.000Z","Stanton Street and Chrystie Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"5581.01","76930","2018-11-09T14:51:11.000Z","Nassau Avenue and Russell Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"5374.01","82147","2019-03-26T08:54:06.000Z","Norfolk Street and Broome Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6230.04","77545","2018-11-26T11:15:47.000Z","East River Esplanade and East 36th Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"4116.08","88423","2019-09-24T12:35:16.000Z","Prospect Place and Underhill Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"5267.09","80158","2019-02-04T13:30:53.000Z","Roebling Street and North 4th Street","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"4322.02","82022","2019-03-20T14:07:21.000Z","Dean Street and Fourth Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6955.01","123976","2020-03-12T14:00:04.000Z","West 56th Street and Tenth Avenue","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"6915.02","75767","2018-10-12T11:03:21.000Z","Steinway Street and 28th Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"5788.13","75644","2018-10-10T14:13:57.000Z","Lafayette Street and East 9th Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"4617.01","87281","2019-08-19T14:38:26.000Z","Lewis Avenue and Kosciuszko Street","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"7079.06","83872","2019-05-09T14:29:51.000Z","Central Park West and West 68th Street","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"4768.02","99228","2019-10-22T14:11:15.000Z","Park Avenue and Marcus Garvey Boulevard","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"4903.08","113893","2020-03-09T13:44:24.000Z","Old Fulton Street and Water Street","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"7610.13","80373","2019-02-11T11:20:04.000Z","West 104th Street and Amsterdam Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"5238.04","113122","2020-02-20T11:05:10.000Z","Division Street and Bowery","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"7079.06","80663","2019-02-19T10:04:16.000Z","Central Park West and West 68th Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"5666.04","76914","2018-11-09T14:07:41.000Z","Meserole Avenue and Manhattan Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"3905.15","100694","2019-12-09T11:21:51.000Z","3rd Street and 7th Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"7640.04","83790","2019-05-08T12:50:35.000Z","East 118th Street and Madison Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6602.03","81535","2019-03-11T11:01:08.000Z","West 41st Street and Eighth Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6890.01","83832","2019-05-08T14:44:12.000Z","West 53rd Street and Tenth Avenue","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"5359.11","85528","2019-06-20T14:37:20.000Z","Leonard Street and Church Street","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"7622.12","80492","2019-02-13T11:44:13.000Z","Second Avenue Service Road and East 122nd Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"5001.08","99260","2019-10-23T12:40:15.000Z","Little West Street and First Place","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"3993.03","84481","2019-05-24T12:49:57.000Z","Sterling Place and Bedford Avenue","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"5329.06","113154","2020-02-20T13:11:35.000Z","Murray Street and West Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"5659.05","113058","2020-02-19T13:19:16.000Z","East 10th Street and Avenue A","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"4368.05","81560","2019-03-11T11:36:25.000Z","Monroe Street and Bedford Avenue","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"7818.17","75451","2018-10-03T14:58:39.000Z","West 129th Street and Convent Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6638.01","101029","2019-12-18T12:38:49.000Z","34th Avenue and 38th Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"7382.04","98918","2019-10-15T11:05:29.000Z","West 84th Street and Columbus Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"5569.06","78516","2018-12-19T15:02:18.000Z","West Broadway and Spring Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"4116.08","78422","2018-12-17T13:22:31.000Z","Prospect Place and Underhill Avenue","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"4700.06","76542","2018-10-30T12:54:44.000Z","Park Avenue and St. Edwards Street","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"7123.04","86793","2019-07-31T14:30:23.000Z","West 64th Street and Thelonious Monk Circle","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6830.08","87352","2019-08-21T13:01:18.000Z","Lexington Avenue and East 63rd Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"7688.12","87532","2019-08-27T12:17:55.000Z","Frederick Douglass Boulevard and West 117th Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"4962.08","75461","2018-10-04T09:36:06.000Z","Broad Street and Stone Street","No","No",,,,,"Yes",,,,"No","Missing Delineator at end of station",,,,,,,,,,,,,,,,,,,,,,,,,,
"4319.07","88031","2019-09-11T14:54:03.000Z","Halsey Street and Tompkins Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"4452.01","80989","2019-02-25T11:20:13.000Z","Lafayette Avenue and Classon Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"5746.14","83938","2019-05-13T11:13:02.000Z","East 11th Street and First Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"7458.03","112218","2020-01-27T13:09:09.000Z","West 87th Street and Amsterdam Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"4392.04","86688","2019-07-29T12:09:29.000Z","Putnam Avenue and Throop Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"5561.08","83520","2019-05-01T13:04:11.000Z","Lafayette Street and Jersey Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"5593.02","74727","2018-09-17T13:24:10.000Z","East 2nd Street and Second Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"7100.07","74519","2018-09-11T15:13:41.000Z","Fifth Avenue and East 72nd Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6514.08","81455","2019-03-06T15:45:36.000Z","Vernon Boulevard and 41st Road","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"4488.08","86205","2019-07-15T12:06:29.000Z","Court Street and State Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"4768.02","76888","2018-11-09T12:47:21.000Z","Park Avenue and Marcus Garvey Boulevard","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"7650.05","86161","2019-07-11T12:22:00.000Z","West End Avenue and West 107th Street","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"7141.07","86771","2019-07-31T12:55:29.000Z","Central Park West and West 72nd Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"4883.03","99068","2019-10-17T13:04:12.000Z","Broadway and Whipple Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6801.01","101381","2020-01-03T14:27:32.000Z","East 59th Street and Madison Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6670.03","88445","2019-09-24T13:49:19.000Z","43rd Street and Broadway","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"7230.10","88821","2019-10-08T09:47:07.000Z","West 74th Street and Columbus Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"4281.08","87821","2019-09-05T13:23:50.000Z","Bergen Street and Flatbush Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6179.07","87636","2019-08-29T12:08:25.000Z","Center Boulevard and 51 Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"5785.05","88683","2019-10-03T13:07:27.000Z","Greenpoint Avenue and Manhattan Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"5093.01","74896","2018-09-19T14:19:29.000Z","Bedford Avenue and South 9th Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"7658.13","80422","2019-02-12T10:38:23.000Z","Frederick Douglass Boulevard and West 115th Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"7204.08","112846","2020-02-12T13:20:50.000Z","East 89th Street and York Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6989.07","75561","2018-10-09T12:20:47.000Z","31st Street and Astoria Boulevard","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6532.06","99437","2019-10-29T12:51:36.000Z","East 51st Street and First Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"5379.09","87997","2019-09-11T09:49:03.000Z","Berry Street and North 8th Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6532.06","88834","2019-10-08T10:23:18.000Z","East 51st Street and First Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"3928.08","86891","2019-08-05T13:35:37.000Z","Eastern Parkway and Washington Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6989.07","78984","2019-01-04T13:25:01.000Z","31st Street and Astoria Boulevard","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"4054.02","100807","2019-12-10T13:13:33.000Z","Wolcott Street and Dwight Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"7084.12","74527","2018-09-12T09:16:28.000Z","East 81st Street and York Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"5204.05","81670","2019-03-13T12:51:58.000Z","South 4th Street and Wythe Avenue","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"6498.09","82852","2019-04-15T10:49:54.000Z","East 47th Street and First Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"5004.02","73959","2018-08-28T12:33:41.000Z","Boerum Street and Broadway","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"4614.04","88392","2019-09-23T13:45:13.000Z","Atlantic Avenue and Furman Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"4074.03","76053","2018-10-17T12:06:15.000Z","Classon Avenue and St. Marks Avenue","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"4386.05","84898","2019-06-04T12:30:10.000Z","Fulton Street and Clermont Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"4231.04","86878","2019-08-05T12:59:15.000Z","Underhill Avenue and Pacific Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"4419.03","82058","2019-03-22T10:53:18.000Z","Washington Avenue and Greene Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"5442.05","82569","2019-04-03T13:38:33.000Z","Bayard Street and Leonard Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"4990.01","72179","2018-07-13T14:04:29.000Z","Railroad Avenue and Kay Avenue","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"7372.10","82670","2019-04-08T12:00:44.000Z","Fifth Avenue and East 93rd Stret","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6839.04","112446","2020-02-04T15:30:51.000Z","East 58th Street and Madison Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"7432.09","100440","2019-12-02T10:28:55.000Z","West 89th Street and Columbus Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"5125.03","82548","2019-04-03T13:04:38.000Z","Williamsburg Bridge and South 5th Place","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"4659.02","83513","2019-05-01T12:52:50.000Z","Myrtle Avenue and St. Edwards Street","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"4214.03","100573","2019-12-04T14:10:06.000Z","Macon Street and Nostrand Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"7704.04","86955","2019-08-07T12:14:05.000Z","Adam Clayton Powell Boulevard and West 123rd Street","No","No",,,,"Yes",,,,,"No","Last plate misaligned d","Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"6912.01","81812","2019-03-18T12:02:20.000Z","7th Avenue and Central Park South","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"4812.02","76539","2018-10-30T12:40:48.000Z","Nassau Street and Navy Street","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"7528.31","79323","2019-01-14T11:59:36.000Z","East 106th Street and Madison Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"4519.04","77782","2018-11-29T14:32:18.000Z","Kosciuszko Street and Nostrand Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"5545.04","76242","2018-10-23T13:38:09.000Z","East 5th Street and Avenue C","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6389.03","88293","2019-09-20T12:07:07.000Z","East 39th Street and Third Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6626.01","99613","2019-11-04T13:45:05.000Z","East 48th Street and Fifth Avenue","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"4889.06","79796","2019-01-25T14:48:37.000Z","Peter Minuit Place and Bus Slip","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"4208.11","75709","2018-10-11T13:24:31.000Z","Baltic Street and Fifth Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"5755.01","101318","2020-01-02T14:31:35.000Z","Washington Place and Broadway","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6951.03","101035","2019-12-18T12:53:45.000Z","28th Avenue and 35th Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6182.02","101003","2019-12-17T14:55:02.000Z","West 20th Street and Seventh Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"5374.01","78490","2018-12-19T13:25:05.000Z","Norfolk Street and Broome Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6164.09","112418","2020-02-03T11:55:54.000Z","Lexington Avenue and East 29th Street","No","No",,,,,"Yes",,,,"No","Broken delineator by doc 30",,,,,,,,,,,,,,,,,,,,,,,,,,
"6407.07","88255","2019-09-19T12:59:32.000Z","West 33rd Street and Seventh Avenue","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
"4322.02","73365","2018-08-14T12:21:07.000Z","Dean Street and Fourth Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6920.03","83100","2019-04-22T12:30:59.000Z","West 54th Street and Ninth Avenue","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"5779.08","74483","2018-09-11T11:06:57.000Z","First Avenue and East 15th Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"7311.07","81550","2019-03-11T11:22:26.000Z","West 78th Street and Broadway","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"4993.02","112242","2020-01-27T16:00:51.000Z","Pearl Street and Hanover Square","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"6230.04","113850","2020-03-09T12:07:55.000Z","East River Esplanade and East 36th Street","Yes","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,"0",,"No",,,,,,,,
"7504.18","100296","2019-11-25T14:26:18.000Z","East 106th Street and Lexington Avenue","No","Yes",,,,,,,,,,,"Yes",,,,,,,"Yes",,,,,,,,,,"No",,,,,,,,
