"the_geom","job_number","job_type","residflag","nonresflag","job_status","compltyear","permityear","classainit","classaprop","classanet","hotelinit","hotelprop","otherbinit","otherbprop","unitsco","boro","bin","bbl","addressnum","addressst","occ_init","occ_prop","job_desc","datefiled","datepermit","datelstupd","datecomplt","zoningdst1","zoningdst2","zoningdst3","specldst1","specldst2","landmark","floorsinit","floorsprop","enlargemnt","ownership","cenblock10","bctcb2010","bct2010","nta2010","ntaname10","commntydst","councildst","schsubdist","schcommnty","schelmntry","schmiddle","firecmpany","firebattln","firedivsn","policepcnt","pl_firm07","pl_pfirm15","latitude","longitude","geomsource","dcpedited","version","location","bldg_class","centract10","cenblock20","centract20","bctcb2020","bct2020","nta2020","ntaname20","cdta2020","cdtaname20"
"POINT (1020341.155167833 210088.07724891603)","402625511","New Building","Residential",,"5. Completed Construction","2011","2008","0.0","9.0","9.0","0","0","0","0","9.0","4","4594920","4016037501","94-18","46 AVENUE","Empty Site","Residential: 3 or More Units (J-2)",,"2007-07-18T00:00:00.000","2008-06-24T00:00:00.000","2011-09-12T00:00:00.000","2011-03-15T00:00:00.000","R5",,,,,,"0.0","3.0",,"Private For-Profit: Individual","360810463002004","40463002004","4046300","QN29","Elmhurst","404","25","24_1","24","902","413","E289","46","14","110",,,"40.7432544258","-73.8697558511","BIN DOB buildingfootprints",,"22Q4","POINT (-73.8697558511 40.7432544258)","R0","36081046300","360810463002004","36081046300","40463002004","4046300","QN0401","Elmhurst","QN04","QN04 Elmhurst-Corona (CD 4 Approximation)"
"POINT (984573.3904174268 198679.8415352553)","110055797","Alteration","Residential",,"5. Completed Construction","2010","2009","2.0","4.0","2.0","0","0","0","0","4.0","1","1001391","1001160047","37","MADISON STREET","Residential: Not Specified (RES)","Residential: Not Specified (RES)","RENOVATION OF AN EXISTING 3 STORY BUILDING. CHANGE C OF O FROM 2 FAMILY TO 4 F AMILY. OBTAIN NEEW C OF O.","2007-12-18T00:00:00.000","2009-03-20T00:00:00.000","2010-11-01T00:00:00.000","2010-10-12T00:00:00.000","R7-2",,,,,,"0.0","3.0",,"Private For-Profit: Partnership","360610027001009","10027001009","1002700","MN27","Chinatown","103","01","2_1","02","506","87","E009","04","01","005",,,"40.7120152289","-73.9988349444","BIN DOB buildingfootprints","classa_init","22Q4","POINT (-73.9988349444 40.7120152289)","S4","36061002700","360610027001006","36061002700","10027001006","1002700","MN0301","Chinatown-Two Bridges","MN03","MN03 Lower East Side-Chinatown (CD 3 Equivalent)"
"POINT (999773.4833767563 231333.42452192307)","110118113","New Building","Residential",,"5. Completed Construction","2011","2008","0.0","27.0","27.0","0","0","0","0","27.0","1","1088477","1017457503","1820","MADISON AVENUE","Empty Site","Residential: 3 or More Units (J-2)",,"2008-04-23T00:00:00.000","2008-12-22T00:00:00.000","2012-03-29T00:00:00.000","2011-09-28T00:00:00.000","R7-2",,,,,,"0.0","8.0",,"Government, City: DOE","360610184001001","10184001001","1018400","MN34","East Harlem North","111","09","5_1","05","572","100","E058","12","03","025",,,"40.801627366","-73.9439312657","BIN DOB buildingfootprints",,"22Q4","POINT (-73.9439312657 40.801627366)","R0","36061018400","360610184001000","36061018400","10184001000","1018400","MN1102","East Harlem (North)","MN11","MN11 East Harlem (CD 11 Equivalent)"
"POINT (991830.7751808465 228132.4712781757)","110125132","Alteration","Residential",,"5. Completed Construction","2012","2008","69.0","1.0","-68.0","24","104","0","0","104.0","1","1033647","1012410023","2508","BROADWAY","Residential: Not Specified (RES)","Residential: 3 or More Units (J-2)",,"2008-03-19T00:00:00.000","2008-07-25T00:00:00.000","2016-07-28T00:00:00.000","2012-01-09T00:00:00.000","C4-6A",,,,,,"12.0","12.0",,"Private Non-Profit: Corporation","360610179006000","10179006000","1017900","MN12","Upper West Side","107","06","3_1","03","540","402","L022","11","03","024",,,"40.7928520021","-73.9726236122","BIN DOB buildingfootprints","classa_init/hotel_prop/classa_prop/hotel_init/otherb_init/otherb_prop","22Q4","POINT (-73.9726236122 40.7928520021)","HR","36061017900","360610179006000","36061017900","10179006000","1017900","MN0702","Upper West Side (Central)","MN07","MN07 Upper West Side (CD 7 Approximation)"
"POINT (998905.8761880845 229478.09391500056)","110148714","New Building","Residential",,"5. Completed Construction","2012","2008","0.0","12.0","12.0","0","0","0","0","12.0","1","1089399","1016160051","1663","MADISON AVENUE","Empty Site","Residential: 3 or More Units (J-2)","CONSTRUCTION OF NEW BUILDING.","2008-04-24T00:00:00.000","2008-05-29T00:00:00.000","2012-06-12T00:00:00.000","2012-03-07T00:00:00.000","R8A",,,,,,"0.0","7.0",,"Private For-Profit: Partnership","360610174021004","10174021004","1017402","MN33","East Harlem South","111","08","4_2","04","554","97","E091","12","03","023",,,"40.7965364711","-73.9470690763","BIN DOB buildingfootprints",,"22Q4","POINT (-73.9470690763 40.7965364711)","D6","36061017402","360610174021003","36061017402","10174021003","1017402","MN1101","East Harlem (South)","MN11","MN11 East Harlem (CD 11 Equivalent)"
"POINT (982405.088651672 208069.71153500676)","110193111","Alteration","Residential","Non-Residential","5. Completed Construction","2014","2010","0.0","1.0","1.0","0","0","0","0","1.0","1","1012092","1006410058","335","WEST 12 STREET","Commercial: Not Specified (COM)","Residential: 1-2 Family Houses (J-3)",,"2008-04-24T00:00:00.000","2010-10-26T00:00:00.000","2014-08-11T00:00:00.000","2014-04-25T00:00:00.000","R6",,,,,"Yes","1.0","4.0",,"Private For-Profit: Corporation","360610079003002","10079003002","1007900","MN23","West Village","102","03","2_2","02","875","94","L005","02","01","006",,,"40.7377879607","-74.0066588067","BIN DOB buildingfootprints",,"22Q4","POINT (-74.0066588067 40.7377879607)","S1","36061007900","360610079003002","36061007900","10079003002","1007900","MN0203","West Village","MN02","MN02 Greenwich Village-SoHo (CD 2 Equivalent)"
"POINT (990184.4375942498 217535.45900766551)","110199268","Alteration","Residential",,"5. Completed Construction","2019","2010","50.0","50.0","0.0","0","0","0","0","50.0","1","1023398","1010087501","110","WEST 56 STREET","Residential: 3 or More Units (J-2)","Residential: 3 or More Units (J-2)",,"2008-06-16T00:00:00.000","2010-05-10T00:00:00.000","2012-04-20T00:00:00.000","2019-08-05T00:00:00.000","C6-6","C6-6.5",,"MID",,,"30.0","30.0",,"Private For-Profit: Corporation","360610137006000","10137006000","1013700","MN17","Midtown-Midtown South","105","04","2_4","02","521","88","E023","09","03","018",,,"40.763767253","-73.9785786906","BIN DOB buildingfootprints",,"22Q4","POINT (-73.9785786906 40.763767253)","R0","36061013700","360610137003000","36061013700","10137003000","1013700","MN0502","Midtown-Times Square","MN05","MN05 Midtown-Flatiron-Union Square (CD 5 Approximation)"
"POINT (1019375.365760833 206101.078661263)","420530036","New Building","Residential",,"5. Completed Construction","2016","2012","0.0","8.0","8.0","0","0","0","0","8.0","4","4618434","4028607501","58-09","SEABURY STREET","Empty Site","Residential: 3 or More Units (R-2)",,"2012-02-07T00:00:00.000","2012-10-02T00:00:00.000","2016-07-21T00:00:00.000","2016-07-21T00:00:00.000","R6B",,,,,,"0.0","4.0",,"Private For-Profit: Individual","360810475002000","40475002000","4047500","QN29","Elmhurst","404","25","24_2","24","817","32","E287","46","14","110",,,"40.732315","-73.873262","Lat/Lon geosupport",,"22Q4","POINT (-73.873262 40.732315)","C1","36081047500","360810475002000","36081047500","40475002000","4047500","QN0401","Elmhurst","QN04","QN04 Elmhurst-Corona (CD 4 Approximation)"
"POINT (1040743.6347040087 188483.16704675555)","420520234","Demolition","Residential",,"9. Withdrawn",,,"1.0","0.0","-1.0","0","0","0","0","0.0","4","4259443","4119770049","146-01","115 AVENUE","Residential: 1-2 Family Houses (J-3)","Empty Site","DEMOLITION OF 2 STORY FRAME BUILDING - HPD","2012-01-06T00:00:00.000",,"2012-01-06T00:00:00.000",,"R3-2",,,,,,"2.0","0.0",,"Government, City: HPD","360810190002002","40190002002","4019000","QN76","Baisley Park","412","28","27_3","27","444","372","L126","50","13","113",,,"40.6838474553","-73.7963089904","BIN DOB buildingfootprints",,"22Q4","POINT (-73.7963089904 40.6838474553)","B3","36081019000","360810190002002","36081019000","40190002002","4019000","QN1203","Baisley Park","QN12","QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation)"
"POINT (989609.4521956742 223924.68507434428)","110359727","New Building","Residential",,"5. Completed Construction","2011","2009","0.0","68.0","68.0","0","0","0","0","68.0","1","1088786","1011677502","2148","BROADWAY","Empty Site","Residential: 3 or More Units (R-2)","ERECT NEW BUILDING","2008-10-14T00:00:00.000","2009-04-07T00:00:00.000","2020-08-25T00:00:00.000","2011-05-26T00:00:00.000","C4-6A",,,,,,"0.0","18.0",,"Private For-Profit: Corporation","360610163005002","10163005002","1016300","MN12","Upper West Side","107","06","3_1","03","535","402","L025","11","03","020",,,"40.7813043784","-73.9806492385","BIN DOB buildingfootprints",,"22Q4","POINT (-73.9806492385 40.7813043784)","R0","36061016300","360610163005002","36061016300","10163005002","1016300","MN0702","Upper West Side (Central)","MN07","MN07 Upper West Side (CD 7 Approximation)"
"POINT (986936.3666625917 199798.03418076038)","120017105","Alteration","Residential",,"1. Filed Application",,,"22.0","14.0","-8.0","0","0","0","0","0.0","1","1003818","1002970024","11","ESSEX STREET","Residential: Not Specified (RES)","Residential: 3 or More Units (R-2)","HORIZONTAL ENLARGEMENT IN CELLAR AND 001, VERTICAL ENLARGEMENT IN 7TH AND 8TH FLOOR. NEW C.O. REQUEST.","2009-04-21T00:00:00.000",,"2010-09-29T00:00:00.000",,"C6-2",,,,,,"6.0","8.0","Horizontal and Vertical","Private For-Profit: Corporation","360610016005000","10016005000","1001600","MN27","Chinatown","103","01","2_1","02","509","81","E015","04","01","007",,,"40.715084","-73.990311","Lat/Lon geosupport",,"22Q4","POINT (-73.990311 40.715084)","V1","36061001600","360610016005000","36061001600","10016005000","1001600","MN0301","Chinatown-Two Bridges","MN03","MN03 Lower East Side-Chinatown (CD 3 Equivalent)"
"POINT (1001274.1581969261 233632.8611960113)","120049964","Alteration","Residential",,"5. Completed Construction","2018","2016","11.0","10.0","-1.0","0","0","0","0","10.0","1","1054195","1017530049","48","EAST 129 STREET","Residential: Not Specified (RES)","Residential: 3 or More Units (R-2)","GUT REHABILITATION OF AN EXISTING OLD LAW TENEMENT BUILDING","2009-05-26T00:00:00.000","2016-06-13T00:00:00.000","2018-08-24T00:00:00.000","2018-04-18T00:00:00.000","R7-2",,,,,,"5.0","5.0",,"Government, City: Corporation","360610206002003","10206002003","1020600","MN03","Central Harlem North-Polo Grounds","111","09","5_1","05","573","100","L030","16","06","025",,,"40.8079359234","-73.9385050618","BIN DOB buildingfootprints",,"22Q4","POINT (-73.9385050618 40.8079359234)","C4","36061020600","360610206002004","36061020600","10206002004","1020600","MN1102","East Harlem (North)","MN11","MN11 East Harlem (CD 11 Equivalent)"
"POINT (1022731.1343117505 209912.3735320866)","420511743","New Building","Residential",,"5. Completed Construction","2013","2012","0.0","4.0","4.0","0","0","0","0","4.0","4","4560953","4019270029","50-30","102 STREET","Empty Site","Residential: 3 or More Units (R-2)",,"2011-12-06T00:00:00.000","2012-03-02T00:00:00.000","2013-07-10T00:00:00.000","2013-07-10T00:00:00.000","R5",,,,,,"0.0","3.0",,"Private For-Profit: Partnership","360810413002003","40413002003","4041300","QN25","Corona","404","21","24_1","24","922","413","E324","46","14","110",,,"40.7427620872","-73.8611319243","BIN DOB buildingfootprints",,"22Q4","POINT (-73.8611319243 40.7427620872)","C3","36081041300","360810413001003","36081041300","40413001003","4041300","QN0402","Corona","QN04","QN04 Elmhurst-Corona (CD 4 Approximation)"
"POINT (990917.6795660853 211871.6297841668)","120157962","New Building","Residential",,"2. Approved Application",,,"0.0","37.0","37.0","0","0","0","0","0.0","1","1020348","1009190001","201","EAST 38 STREET","Empty Site","Residential: 3 or More Units (R-2)","TO ERECT AN 11-STORY NEW BUILDING","2009-09-17T00:00:00.000",,"2010-03-08T00:00:00.000",,"C1-9",,,,,,"0.0","11.0",,"Private For-Profit: Corporation","360610078001001","10078001001","1007800","MN20","Murray Hill-Kips Bay","106","04","2_4","02","518","98","E021","08","03","017",,,"40.7482209592","-73.9759373713","BIN DOB buildingfootprints",,"22Q4","POINT (-73.9759373713 40.7482209592)","C7","36061007800","360610078001001","36061007800","10078001001","1007800","MN0603","Murray Hill-Kips Bay","MN06","MN06 East Midtown-Murray Hill (CD 6 Approximation)"
"POINT (983966.5441901684 203476.25418651104)","120207436","Alteration","Residential","Non-Residential","5. Completed Construction","2011","2010","3.0","3.0","0.0","0","0","0","0","3.0","1","1007708","1005010008","429","WEST BROADWAY","Residential: Not Specified (RES)","Commercial: Retail (M)",,"2009-11-20T00:00:00.000","2010-05-13T00:00:00.000","2015-02-05T00:00:00.000","2011-03-17T00:00:00.000","M1-5A",,,,,"Yes","5.0","5.0",,"Private For-Profit: Corporation","360610049001007","10049001007","1004900","MN24","SoHo-TriBeCa-Civic Center-Little Italy","102","01","2_2","02","874","94","L020","02","01","001",,,"40.7251802327","-74.0010241039","BIN DOB buildingfootprints",,"22Q4","POINT (-74.0010241039 40.7251802327)","D4","36061004900","360610049001007","36061004900","10049001007","1004900","MN0201","SoHo-Little Italy-Hudson Square","MN02","MN02 Greenwich Village-SoHo (CD 2 Equivalent)"
"POINT (985926.9575921744 214388.90460525453)","120253714","Alteration","Residential",,"5. Completed Construction","2012","2010","6.0","0.0","-6.0","0","0","6","6","0.0","1","1013616","1007610009","347","WEST 37 STREET","Residential: Not Specified (RES)","Residential: 3 or More Units (R-2)",,"2010-01-26T00:00:00.000","2010-04-21T00:00:00.000","2014-11-14T00:00:00.000","2012-10-11T00:00:00.000","C6-4M",,,"GC","IBZ",,"6.0","6.0",,"Private For-Profit: Corporation","360610111001000","10111001000","1011100","MN13","Hudson Yards-Chelsea-Flatiron-Union Square","104","03","2_3","02","519","88","L021","07","01","014",,,"40.7551325972","-73.9939485747","BIN DOB buildingfootprints","hotel_prop/hotel_init/otherb_prop/otherb_init","22Q4","POINT (-73.9939485747 40.7551325972)","N9","36061011100","360610111001000","36061011100","10111001000","1011100","MN0401","Chelsea-Hudson Yards","MN04","MN04 Chelsea-Hell's Kitchen (CD 4 Approximation)"
"POINT (984994.7297978401 158928.984685421)","320524786","Demolition","Residential",,"5. Completed Construction","2013","2013","1.0","0.0","-1.0","0","0","0","0","0.0","3","3166969","3063777501","33","BAY 26 STREET","Residential: 1-2 Family Houses (R-3)","Empty Site",,"2012-11-13T00:00:00.000","2013-07-25T00:00:00.000","2013-09-18T00:00:00.000","2013-07-25T00:00:00.000","R5",,,,,,"2.0","0.0",,"Private For-Profit: Corporation","360470288003002","30288003002","3028800","BK28","Bensonhurst West","311","47","20_3","20","209","191","E243","42","08","062",,,"40.6029078191","-73.9973195134","BIN DOB buildingfootprints",,"22Q4","POINT (-73.9973195134 40.6029078191)","R0","36047028800","360470288003002","36047028800","30288003002","3028800","BK1101","Bensonhurst","BK11","BK11 Bensonhurst-Bath Beach (CD 11 Approximation)"
"POINT (986217.7329292595 199202.03734125197)","120262777","New Building","Residential",,"5. Completed Construction","2013","2010","0.0","0.0","0.0","0","95","0","0","95.0","1","1088290","1002820023","95","HENRY STREET","Empty Site","Residential: Hotels, Dormitories (R-1)",,"2010-02-12T00:00:00.000","2010-05-27T00:00:00.000","2015-04-30T00:00:00.000","2013-10-17T00:00:00.000","C6-1G",,,,,,"0.0","7.0",,"Private For-Profit: Corporation","360610008006007","10008006007","1000800","MN27","Chinatown","103","01","2_1","02","504","87","E009","04","01","005",,,"40.713448319","-73.9929034791","BIN DOB buildingfootprints","otherb_prop/classa_prop/hotel_prop","22Q4","POINT (-73.9929034791 40.713448319)","H3","36061000800","360610008006010","36061000800","10008006010","1000800","MN0301","Chinatown-Two Bridges","MN03","MN03 Lower East Side-Chinatown (CD 3 Equivalent)"
"POINT (986251.4677699208 209525.82935766876)","120301976","Alteration","Residential","Non-Residential","9. Withdrawn",,,"5.0","4.0","-1.0","0","0","0","0","0.0","1","1015551","1008230072","54","WEST 22 STREET","Residential: Not Specified (RES)","Commercial: Offices (B)","PROPOSED CHANGE OF USE OF 2ND FLOOR. OBTAIN A NEW PARTIAL CERTIFICATE OF OCCUPANCY.","2010-03-25T00:00:00.000",,"2010-04-26T00:00:00.000",,"C6-4A",,,,,"Yes","6.0","6.0",,"Private For-Profit: Individual","360610058001009","10058001009","1005800","MN13","Hudson Yards-Chelsea-Flatiron-Union Square","105","03","2_3","02","516","94","E014","06","01","013",,,"40.7417846097","-73.9927787227","BIN DOB buildingfootprints",,"22Q4","POINT (-73.9927787227 40.7417846097)","S9","36061005800","360610058003002","36061005800","10058003002","1005800","MN0501","Midtown South-Flatiron-Union Square","MN05","MN05 Midtown-Flatiron-Union Square (CD 5 Approximation)"
"POINT (986218.6564838439 214633.49827617407)","120325594","New Building","Residential",,"5. Completed Construction","2012","2010","0.0","199.0","199.0","0","0","0","0","199.0","1","1088826","1007620060","330","WEST 39 STREET","Empty Site","Residential: 3 or More Units (R-2)",,"2010-04-20T00:00:00.000","2010-11-24T00:00:00.000","2016-04-19T00:00:00.000","2012-10-26T00:00:00.000","C6-4M",,,"GC","IBZ",,"0.0","25.0",,"Private For-Profit: Corporation","360610115001003","10115001003","1011500","MN15","Clinton","104","03","2_3","02","519","88","L021","07","01","014",,,"40.7558038848","-73.9928956349","BIN DOB buildingfootprints",,"22Q4","POINT (-73.9928956349 40.7558038848)","D8","36061011500","360610115001003","36061011500","10115001003","1011500","MN0402","Hell's Kitchen","MN04","MN04 Chelsea-Hell's Kitchen (CD 4 Approximation)"
