"centername","legalname","building","street","borough","zipcode","phone","permitnumber","permitexp","status","agerange","maximumcapacity","dc_id","programtype","facilitytype","childcaretype","bin","url","datepermitted","actual","violationratepercent","violationavgratepercent","totaleducationalworkers","averagetotaleducationalworkers","publichealthhazardviolationrate","averagepublichealthhazardiolationrate","criticalviolationrate","avgcriticalviolationrate","inspectiondate","regulationsummary","violationcategory","healthcodesubsection","violationstatus","inspectionsummaryresult"
"MAGIC KINGDOM","MAGIC KINGDOM LLC.","5215","CHURCH AVENUE","BROOKLYN","11203","929-234-2451","14118","2022-09-08T00:00:00.000","Expired-In Renewal","2 YEARS - 5 YEARS","30","DC22420","PRESCHOOL","GDC","Child Care - Pre School","3102219",,"2013-02-07T00:00:00.000","N","100","21.905","11","11.9769","0","6.1285","100","18.9541","2022-03-16T00:00:00.000","Enrolled children 6 months to 59 months have Not received FDA approved annual influenza immunization by December 31 of the year","CRITICAL","47.25(a)(2)(B)","CORRECTED",
"MAGIC KINGDOM","MAGIC KINGDOM LLC.","5215","CHURCH AVENUE","BROOKLYN","11203","929-234-2451","14118","2022-09-08T00:00:00.000","Expired-In Renewal","2 YEARS - 5 YEARS","30","DC22420","PRESCHOOL","GDC","Child Care - Pre School","3102219",,"2013-02-07T00:00:00.000","N","100","21.905","11","11.9769","0","6.1285","100","18.9541","2022-03-16T00:00:00.000","Enrolled children 6 months to 59 months have Not received FDA approved annual influenza immunization by December 31 of the year","CRITICAL","47.25(a)(2)(B)","CORRECTED",
"NICHOLAS CARDELL DAY CARE CENTER, INC.","NICHOLAS CARDELL DAY CARE CENTER, INC.","84","VERMILYEA AVENUE","MANHATTAN","10034","212-942-6757","3081","2024-03-10T00:00:00.000","Permitted",,"50","DC3022","PRESCHOOL","GDC","Child Care - Pre School","1064905",,"2003-09-11T00:00:00.000","N","0","21.905","7","11.9769","0","6.1285","0","18.9541","2022-05-16T00:00:00.000","There were no new violations observed at the time of this inspection/visit.",,,"N/A","Initial Annual Inspection - Passed inspection with no violations"
"THE COLLEGE OF STATEN ISLAND ASSOCIATON, INC.","THE COLLEGE OF STATEN ISLAND ASSOCIATION, INC.","2800E","VICTORY BOULEVARD","STATEN ISLAND","10314","718-982-3190","6174","2024-05-02T00:00:00.000","Permitted","2 YEARS - 5 YEARS","75","DC2736","PRESCHOOL","GDC","Child Care - Pre School","5107289","www.csi.cuny.edu/childcare","1995-08-28T00:00:00.000","Y","0","21.905","9","11.9769","0","6.1285","0","18.9541","2020-09-17T00:00:00.000","There were no new violations observed at the time of this inspection/visit.",,,"N/A","Initial Annual Inspection - Passed inspection with no violations"
"Laurelton Child Care Inc.","Laurelton Child Care, Inc.","141-19","224 STREET","QUEENS","11413","718-712-1860","6624","2024-03-15T00:00:00.000","Permitted","2 YEARS - 5 YEARS","81","DC2982","PRESCHOOL","GDC","Child Care - Pre School","4282460",,"2004-03-15T00:00:00.000","N","20","21.905","8","11.9769","20","6.1285","20","18.9541","2021-09-20T00:00:00.000","Teacher to child ratios and group size maintained in Group Child Care program","PUBLIC HEALTH HAZARD","47.23(f)(1)","CORRECTED","Initial Annual Inspection - Reinspection Required; Fines pending"
"SHIRLEY CHISHOLM DAY CARE CENTER #1","SHIRLEY CHISHOLM DAY CARE CENTER,INC","2023","PACIFIC STREET","BROOKLYN","11233","718-756-1721","4130","2022-09-23T00:00:00.000","Expired-In Renewal","2 YEARS - 5 YEARS","101","DC14352","PRESCHOOL","GDC","Child Care - Pre School","3038522",,"2004-09-23T00:00:00.000","N","0","21.905","21","11.9769","0","6.1285","0","18.9541","2022-06-14T00:00:00.000","There were no new violations observed at the time of this inspection/visit.",,,"N/A","Monitoring Inspection Non-Routine - Passed inspection with no violations"
"THE PURPLE CRAYON","KIDDIEPRISE LLC","1518","86TH ST","BROOKLYN","11228","718-844-1916","104707","2025-01-08T00:00:00.000","Permitted","2 YEARS - 5 YEARS","31","DC36177","PRESCHOOL","GDC","Child Care - Pre School","3166171",,"2019-01-08T17:04:17.000","Y","0","21.905","9","11.9769","0","6.1285","0","18.9541","2021-01-22T00:00:00.000","There were no new violations observed at the time of this inspection/visit.",,,"N/A","Initial Annual Inspection - Passed inspection with no violations"
"VIVVI 2 LLC","VIVVI 2 LLC","100","Church Street","MANHATTAN","10007","212-602-0829","105233","2024-09-03T00:00:00.000","Permitted","2 YEARS - 5 YEARS","105","DC39282","PRESCHOOL","GDC","Child Care - Pre School","1001409","www.vivvi.com","2020-09-03T15:35:59.000","Y","0","21.905","19","11.9769","0","6.1285","0","18.9541","2021-05-19T00:00:00.000","There were no new violations observed at the time of this inspection/visit.",,,"N/A","Initial Annual Inspection - Passed inspection with no violations"
"MCCARTON ACHIEVEMENT CENTER","MCCARTON FOUNDATION FOR DEVELOPMENTAL DISABILITIES, INC.","1909","LONGFELLOW AVENUE","BRONX","10460","347-497-3998","104631","2024-10-25T00:00:00.000","Permitted","2 YEARS - 5 YEARS","72","DC37464","PRESCHOOL","GDC","Child Care - Pre School","2120210","www.mccarton.org","2018-10-25T11:01:46.000","Y","50","21.905","34","11.9769","25","6.1285","25","18.9541","2022-07-06T00:00:00.000","At time of inspection child care service facility observed Not maintained or in disrepair. Dry sweeping observed in areas occupied by children.","CRITICAL","47.49(a)","CORRECTED","Initial Annual Inspection - Reinspection Required; Fines pending"
"NORTH BRONX NATIONAL COUNCIL OF NEGRO WOMEN CHILD DEVELOPMENT CENTER","NORTH BRONX NATIONAL COUNCIL OF NEGRO WOMEN CHILD DEVELOPMENT CENTER, INC.","4035","WHITE PLAINS ROAD","BRONX","10466","718-231-7100","4669","2023-11-23T00:00:00.000","Permitted","2 YEARS - 5 YEARS","157","DC346","PRESCHOOL","GDC","Child Care - Pre School","2063070","Ask@nbncnwcdc.org","2003-08-25T00:00:00.000","N","33.3333","21.905","9","11.9769","33.3333","6.1285","33.3333","18.9541","2021-12-23T00:00:00.000","There were no new violations observed at the time of this inspection/visit.",,,"N/A",
"KIDDIE ACADEMY OF LITTLE NECK","KIDSZONE, INC.","252-20","NORTHERN BOULEVARD","QUEENS","11362","718-229-2829","7964","2024-12-01T00:00:00.000","Permitted","2 YEARS - 5 YEARS","139","DC17506","PRESCHOOL","GDC","Child Care - Pre School","4537295",,"2008-12-01T00:00:00.000","Y","0","21.905","17","11.9769","0","6.1285","0","18.9541","2021-12-15T00:00:00.000","There were no new violations observed at the time of this inspection/visit.",,,"N/A","Initial Annual Inspection - Passed inspection with no violations"
"NY KIDS CLUB","NY Kids ClubPNW Enterprises, LLC dba","369","3RD AVE","MANHATTAN","10016","347-378-4801","105209","2022-09-15T00:00:00.000","Expired-In Renewal","0 YEARS - 16 YEARS","55","DC39842","ALL AGE CAMP","Camp","Camp","1019864",,"2020-08-19T12:02:42.000","Y","0","26.8868","0","1","0","14.2558","0","21.8553","2020-08-18T00:00:00.000","There were no new violations observed at the time of this inspection/visit.",,,"N/A","Monitoring Inspection Non-Routine - Passed inspection with no violations"
"ASIAN AMERICAN COALITION FOR EDUCATION","ASIAN-AMERICAN COALITION FOR EDUCATION (ACE)","75-43","PARSONS BLVD","QUEENS","11366","718-380-3683","105457","2023-07-29T00:00:00.000","Permitted","2 YEARS - 5 YEARS","39","DC40058","PRESCHOOL","GDC","Child Care - Pre School","4147804","www.aaceny.net","2021-07-29T12:00:30.000","Y","60","21.905","7","11.9769","40","6.1285","60","18.9541","2022-05-04T00:00:00.000","Child care service operating without a permit; Permit expired.","PUBLIC HEALTH HAZARD","47.03(a)","CORRECTED","Initial Annual Inspection - Reinspection Required; Fines pending"
"FAIRYTALE DAY CARE INC.","FAIRYTALE DAY CARE INC.","99-17","63 ROAD","QUEENS","11374","718-275-0204","105535","2023-10-27T00:00:00.000","Permitted","2 YEARS - 5 YEARS","121","DC40234","PRESCHOOL","GDC","Child Care - Pre School","4000000","www.fairytaledaycare.com","2021-10-27T15:36:09.000","Y","33.3333","21.905","11","11.9769","0","6.1285","33.3333","18.9541","2023-02-17T00:00:00.000","Restricted animal observed in child care service at time of inspection.","GENERAL","47.53","CORRECTED","Initial Annual Inspection - Reinspection Required; Fines pending"
"TENDER TOTS BUSHWICK LLC","TENDER TOTS BUSHWICK LLC","810","FLUSHING AVENUE","BROOKLYN","11206","646-571-8427","104008","2023-04-27T00:00:00.000","Permitted","0 YEARS - 2 YEARS","22","DC33738","INFANT TODDLER","GDC","Child Care - Infants/Toddlers","3000000","tendertotsny.com","2017-04-27T12:28:45.000","Y","20","17.4391","6","8.4034","0","4.9984","20","15.3835","2022-05-18T00:00:00.000","There were no new violations observed at the time of this inspection/visit.",,,"N/A","Initial Annual Inspection - Passed inspection with no violations"
"JACK & JILL","EVBO INC.","43-23","COLDEN STREET","QUEENS","11355","718-762-1218","4506","2023-05-13T00:00:00.000","Permitted","2 YEARS - 5 YEARS","132","DC10479","PRESCHOOL","GDC","Child Care - Pre School","4115898","www.jackandjillschools.com","1977-03-03T00:00:00.000","Y","0","21.905","16","11.9769","0","6.1285","0","18.9541","2021-11-01T00:00:00.000","Staff and volunteers obtain documentation showing immunization with 2 doses measles/mumps, 1 dose rubella, 2 doses varicella and 1 dose Tdap. Medical exemptions only. History of measles, mumps or rubella shall Not replace MMR vaccine except in presence of MMR varicella antibodies.","GENERAL","47.33(c)(1)","CORRECTED","Initial Annual Inspection - Reinspection Not Required"
"INFINITY EDUCATIONAL PROGRAMS INC.","INFINITY EDUCATIONAL PROGRAMS INC.","1972","EAST 34TH STREET","BROOKLYN","11234","718-336-1981","8396","2023-09-16T00:00:00.000","Permitted","2 YEARS - 5 YEARS","89","DC21845","PRESCHOOL","GDC","Child Care - Pre School","3240023","infinitypreschool.org","2011-09-16T00:00:00.000","Y","0","21.905","17","11.9769","0","6.1285","0","18.9541","2021-09-15T00:00:00.000","There were no new violations observed at the time of this inspection/visit.",,,"N/A","Initial Annual Inspection - Passed inspection with no violations"
"LIL INVENTORS CHILD CARE AQUEDUCT","LIL INVENTORS CHILD CARE AQUEDUCT LLC","2505","AQUEDUCT AVENUE","BRONX","10468","929-223-4707","104675","2022-12-18T00:00:00.000","Expired-In Renewal","2 YEARS - 5 YEARS","34","DC37627","PRESCHOOL","GDC","Child Care - Pre School","2014664","www.lilinventors.com","2018-12-18T12:31:46.000","Y","40","21.905","10","11.9769","20","6.1285","20","18.9541","2021-01-27T00:00:00.000","At time of inspection it was determined that child care service failed to ensure staff received required training within time frames and/or failed to maintain training records.","CRITICAL","47.37(b)(1)","CORRECTED","Initial Annual Inspection - Reinspection Required"
"SHARON BAPTIST HEAD START","SHARON BAPTIST BOARD OF DIRECTORS, INC.","279-281","EAST BURNSIDE AVENUE","BRONX","10457","718-466-1604","6834","2022-12-01T00:00:00.000","Expired-In Renewal","2 YEARS - 5 YEARS","109","DC1589","PRESCHOOL","GDC","Child Care - Pre School","2013673","sharonbaptistheadstart.org","2004-11-04T00:00:00.000","N","16.6667","21.905","13","11.9769","16.6667","6.1285","16.6667","18.9541","2022-11-22T00:00:00.000","There were no new violations observed at the time of this inspection/visit.",,,"N/A","Initial Annual Inspection - Passed inspection with no violations"
"BEANSTALK CHILDCARE ACADEMY","NYC EARLY LEARNING COMPANY, INC.","2901","WHITE PLAINS ROAD","BRONX","10467","718-653-3714","105015","2023-08-26T00:00:00.000","Permitted","0 YEARS - 2 YEARS","28","DC36645","INFANT TODDLER","GDC","Child Care - Infants/Toddlers","2054713",,"2019-08-26T14:20:36.000","Y","50","17.4391","10","8.4034","25","4.9984","50","15.3835","2023-04-13T00:00:00.000","At time of inspection it was determined that child care service allows staff to perform their duties that are Not healthy or are incapable of carrying out their duties. Staff medical clearances are Not maintained by child care service.","GENERAL","47.33(b)","OPEN","Initial Annual Inspection - Reinspection Required; Fines pending"
"BUMBLEBEES R'US, INC.","BUMBLEBEES R'US, INC.","5721","6TH  AVENUE","BROOKLYN","11220","718-633-8828","74857","2024-11-03T00:00:00.000","Permitted","2 YEARS - 5 YEARS","169","DC32515","PRESCHOOL","GDC","Child Care - Pre School","3015780","bumblebeesrus.com","2014-11-03T00:00:00.000","Y","20","21.905","13","11.9769","0","6.1285","20","18.9541","2022-06-22T00:00:00.000","Floors in commercial building properly Not constructed; Not maintained in good repair; unclean","GENERAL","131.09(e)","CORRECTED","Compliance Inspection of Open Violations - Reinspection Required"
"UNIVERSITY SETTLEMENT SOCIETY  OF NEW YORK","UNIVERSITY SETTLEMENT SOCIETY OF NEW YORK","184","ELDRIDGE STREET","MANHATTAN","10002","212-453-4511","6822","2022-03-23T00:00:00.000","Expired-In Renewal","0 YEARS - 2 YEARS","8","DC14874","INFANT TODDLER","GDC","Child Care - Infants/Toddlers","1005483","www.universitysettlement.org","2005-03-23T00:00:00.000","N","28.5714","17.4391","6","8.4034","0","4.9984","28.5714","15.3835","2022-01-06T00:00:00.000","There were no new violations observed at the time of this inspection/visit.",,,"N/A","Initial Annual Inspection - Passed inspection with no violations"
"BRIGHT HORIZONS AT RIVERDALE","BRIGHT HORIZONS CHILDREN CENTER LLC","3223","INDEPENDENCE AVENUE","BRONX","10463","718-514-6974","104058","2023-06-13T00:00:00.000","Permitted","2 YEARS - 5 YEARS","63","DC35558","PRESCHOOL","GDC","Child Care - Pre School","2085773","www.brighthorizons.com/riverdale","2017-06-13T15:48:05.000","Y","75","21.905","19","11.9769","25","6.1285","75","18.9541","2022-09-02T00:00:00.000","Required smoke and carbon monoxide detectors Not provided or maintained at time of inspection.","CRITICAL","47.59(g)","CORRECTED","Initial Annual Inspection - Reinspection Required; Fines pending"
"ALL CHILDRENS CHILD CARE CENTER OF QUEENS, INC.","ALL CHILDRENS CHILD CARE CENTER OF QUEENS, INC.","35-01","24 STREET","QUEENS","11106","718-707-0501","6855","2023-05-26T00:00:00.000","Permitted","2 YEARS - 5 YEARS","64","DC2838","PRESCHOOL","GDC","Child Care - Pre School","4003978",,"2003-02-10T00:00:00.000","N","0","21.905","20","11.9769","0","6.1285","0","18.9541","2021-12-03T00:00:00.000","There were no new violations observed at the time of this inspection/visit.",,,"N/A",
"BEANSTALK CHILD CARE ACADEMY","NYC EARLY LEARNING COMPANY, INC","844","DEKALB AVENUE","BROOKLYN","11221","718-574-3710","104876","2023-06-18T00:00:00.000","Permitted","0 YEARS - 2 YEARS","51","DC36635","INFANT TODDLER","GDC","Child Care - Infants/Toddlers","3049690",,"2019-06-18T09:44:48.000","Y","25","17.4391","19","8.4034","0","4.9984","25","15.3835","2022-06-08T00:00:00.000","There were no new violations observed at the time of this inspection/visit.",,,"N/A","Initial Annual Inspection - Passed inspection with no violations"
"KIDDIE ACADEMY OF WHITESTONE","KA OF WHITESTONE, INC.","7-05","152ND STREET","QUEENS","11357","718-747-5555","8085","2023-10-17T00:00:00.000","Permitted",,"154","DC19324","PRESCHOOL","GDC","Child Care - Pre School","4610229","kiddieacademy.com/whitestone","2009-10-16T00:00:00.000","Y","20","21.905","32","11.9769","0","6.1285","20","18.9541","2023-03-24T00:00:00.000","Windows excluding fire escape windows in a child care service observed without window guards in a child care service.","PUBLIC HEALTH HAZARD","47.41(e)","CORRECTED",
"HAMILTON MADISON HOUSE, INC.","HAMILTON MADISON HOUSE, INC.","60","CATHERINE STREET","MANHATTAN","10038","212-962-3408","1709","2025-04-04T00:00:00.000","Permitted","2 YEARS - 5 YEARS","60","DC1280","PRESCHOOL","GDC","Child Care - Pre School","1077421","hmhonline.com","2002-12-23T00:00:00.000","N","0","21.905","6","11.9769","0","6.1285","0","18.9541","2022-07-12T00:00:00.000","There were no new violations observed at the time of this inspection/visit.",,,"N/A","Initial Annual Inspection - Passed inspection with no violations"
"CATHEDRAL PARKWAY TOWERS PRESCHOOL, INC.","CATHEDRAL PARKWAY TOWERS PRESCHOOL, INC","125","WEST 109 STREET","MANHATTAN","10025","212-749-0291","4675","2023-02-09T00:00:00.000","Expired-In Renewal","2 YEARS - 5 YEARS","45","DC14403","PRESCHOOL","GDC","Child Care - Pre School","1079468","www.cathedralparkwaytowerspreschool.org","2005-01-26T00:00:00.000","N","40","21.905","6","11.9769","0","6.1285","40","18.9541","2022-10-26T00:00:00.000","There were no new violations observed at the time of this inspection/visit.",,,"N/A","Monitoring Inspection Non-Routine - Passed inspection with no violations"
"BRIGHT HORIZONS CHILDREN'S CENTERS LLC","BRIGHT HORIZONS CHILDREN'S CENTERS LLC","258","WEST 26TH STREET","MANHATTAN","10001","212-366-4365","102117","2022-01-11T00:00:00.000","Expired-In Renewal","0 YEARS - 2 YEARS","44","DC33083","INFANT TODDLER","GDC","Child Care - Infants/Toddlers","1088709","WWW.BRIGHTHORIZONS.COM/chelsea","2016-01-11T00:00:00.000","Y","16.6667","17.4391","10","8.4034","0","4.9984","16.6667","15.3835","2020-10-01T00:00:00.000","There were no new violations observed at the time of this inspection/visit.",,,"N/A","Compliance Inspection of Open Violations - Previously cited violations corrected"
"RAINBOW CHILD DEVELOPMENT CENTER INC","Rainbow Child Development Center Inc","1-55","Borden  Avenue","QUEENS","11101","718-361-2821","104562","2024-08-24T00:00:00.000","Permitted",,"8","DC35782","INFANT TODDLER","GDC","Child Care - Infants/Toddlers","4541408",,"2018-08-24T16:20:45.000","Y","14.2857","17.4391","6","8.4034","0","4.9984","14.2857","15.3835","2021-11-04T00:00:00.000","There were no new violations observed at the time of this inspection/visit.",,,"N/A","Initial Annual Inspection - Passed inspection with no violations"
