"school_year","dbn","location","location_type","total_gc_sw","total_gc","full_time","part_time","bilingual","serving_more_than_one_location","atr","_2014_enrollment_pk_12","ratio_gc_sw","ratio_gc_only","unnamed_column","unnamed_column_1","unnamed_column_2","unnamed_column_3"
"2014-15","14K196","14K196 - P.S. 196 TEN EYCK","ELEMENTARY","2","1","1",,,,,"333","167","333",,,,
"2014-15","14K250","14K250 - P.S. 250 GEORGE H. LINDSAY","ELEMENTARY","1.6","0.6",,"0.6",,"0.6",,"714","357","714",,,,
"2014-15","14K257","14K257 - P.S. 257 JOHN F. HYLAN","ELEMENTARY","1.6","0.6",,"0.6","0.6","0.6",,"679","340","679",,,,
"2014-15","14K297","14K297 - P.S. 297 ABRAHAM STOCKTON","ELEMENTARY","1.6","0.6",,"0.6",,"0.6",,"237","119","237",,,,
"2014-15","14K318","14K318 - I.S. 318 EUGENIO MARIA DE HOSTOS","JUNIOR HIGH-INTERMEDIATE-MIDDLE","4","3","3",,"1",,,"1607","402","536",,,,
"2014-15","14K319","14K319 - P.S. 319","EARLY CHILDHOOD","0","0",,,,,,"142",,,,,,
"2014-15","14K322","14K322 - FOUNDATIONS ACADEMY","HIGH SCHOOL","1.5","1","1",,,,,"113","57","113",,,,
"2014-15","14K330","14K330 - THE SCHOOL FOR THE URBAN ENVIRONMENT","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1","0",,,,,,"57","57",,,,,
"2014-15","14K380","14K380 - P.S. 380 JOHN WAYNE ELEMENTARY","ELEMENTARY","2.4","0.4",,"0.4","0.4","0.4",,"658","220","658",,,,
"2014-15","14K414","14K414 - BROOKLYN ARBOR ELEMENTARY SCHOOL","ELEMENTARY","1","0",,,,,,"436","436",,,,,
"2014-15","14K449","14K449 - BROOKLYN LATIN SCHOOL, THE","HIGH SCHOOL","4","4","4",,,,,"676","169","169",,,,
"2014-15","14K454","14K454 - GREEN SCHOOL: AN ACADEMY FOR ENVIRONMENTAL CAREERS","HIGH SCHOOL","2","2","2",,,,,"276","138","138",,,,
"2014-15","14K474","14K474 - PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS","HIGH SCHOOL","4","2","2",,"1",,,"1098","275","549",,,,
"2014-15","14K477","14K477 - SCHOOL FOR LEGAL STUDIES","HIGH SCHOOL","2","2","2",,,,"1","598","200","200",,,,
"2014-15","14K478","14K478 - THE HIGH SCHOOL FOR ENTERPRISE, BUSINESS AND TECHN","HIGH SCHOOL","2","2","2",,"1",,,"1001","501","501",,,,
"2014-15","14K488","14K488 - BROOKLYN PREPARATORY HIGH SCHOOL","HIGH SCHOOL","3","3","3",,"1",,,"494","165","165",,,,
"2014-15","14K558","14K558 - WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESI","HIGH SCHOOL","4","3","3",,,,,"595","149","199",,,,
"2014-15","14K561","14K561 - WILLIAMSBURG PREPARATORY SCHOOL","HIGH SCHOOL","3","2","2",,,,,"682","228","341",,,,
"2014-15","14K577","14K577 - CONSELYEA PREPARATORY SCHOOL","JUNIOR HIGH-INTERMEDIATE-MIDDLE","2","1","1",,,,,"498","249","498",,,,
"2014-15","14K582","14K582 - M.S. 582","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1","1","1",,,,,"243","243","243",,,,
"2014-15","14K586","14K586 - LYONS COMMUNITY SCHOOL","SECONDARY SCHOOL","3","2","2",,"1",,,"520","174","260",,,,
"2014-15","14K610","14K610 - AUTOMOTIVE HIGH SCHOOL","HIGH SCHOOL","3","1","1",,,,,"383","128","383",,,,
"2014-15","14K614","14K614 - YOUNG WOMEN'S LEADERSHIP SCHOOL OF BROOKLYN","SECONDARY SCHOOL","2","0",,,,,,"380","190",,,,,
"2014-15","14K632","14K632 - FRANCES PERKINS ACADEMY","HIGH SCHOOL","1","1","1",,,,,"142","142","142",,,,
"2014-15","14K685","14K685 - EL PUENTE ACADEMY FOR PEACE AND JUSTICE","HIGH SCHOOL","3.8","2.8","2","0.8",,,,"245","62","82",,,,
"2014-15","15K001","15K001 - P.S. 001 THE BERGEN","ELEMENTARY","4","1","1",,"1",,,"1277","320","1277",,,,
"2014-15","15K010","15K010 - MAGNET SCHOOL OF MATH, SCIENCE AND DESIGN TECHNOLO","ELEMENTARY","2","1","1",,,,,"1097","549","1097",,,,
"2014-15","15K015","15K015 - P.S. 015 PATRICK F. DALY","ELEMENTARY","2","0",,,,,,"454","227",,,,,
"2014-15","15K024","15K024 - P.S. 024","ELEMENTARY","2","0",,,,,,"712","356",,,,,
"2014-15","15K029","15K029 - P.S. 029 JOHN M. HARRIGAN","ELEMENTARY","2","1","1",,,,,"846","423","846",,,,
"2014-15","15K032","15K032 - P.S. 032 SAMUEL MILLS SPROLE","ELEMENTARY","3","1","1",,,,,"483","161","483",,,,
"2014-15","15K038","15K038 - P.S. 038 THE PACIFIC","ELEMENTARY","1","1","1",,,,,"540","540","540",,,,
"2014-15","15K039","15K039 - P.S. 039 HENRY BRISTOW","ELEMENTARY","0.4","0.4",,"0.4",,"0.4",,"408","408","408",,,,
"2014-15","15K051","15K051 - M.S. 51 WILLIAM ALEXANDER","JUNIOR HIGH-INTERMEDIATE-MIDDLE","3","2","2",,,,,"1123","375","562",,,,
"2014-15","15K058","15K058 - P.S. 058 THE CARROLL","ELEMENTARY","2","1","1",,,,,"974","487","974",,,,
"2014-15","15K088","15K088 - J.H.S. 088 PETER ROUGET","JUNIOR HIGH-INTERMEDIATE-MIDDLE","4","3","3",,,,,"1252","313","418",,,,
"2014-15","15K094","15K094 - P.S. 094 THE HENRY LONGFELLOW","ELEMENTARY","3","2","2",,"1",,,"1508","503","754",,,,
"2014-15","15K107","15K107 - P.S. 107 JOHN W. KIMBALL","ELEMENTARY","0.4","0",,,,,,"571","571",,,,,
"2014-15","15K118","15K118 - THE MAURICE SENDAK COMMUNITY SCHOOL","ELEMENTARY","0","0",,,,,,"169",,,,,,
"2014-15","15K124","15K124 - P.S. 124 SILAS B. DUTCHER","ELEMENTARY","1","1","1",,,,,"346","346","346",,,,
"2014-15","15K130","15K130 - P.S. 130 THE PARKSIDE","ELEMENTARY","2","1","1",,,,,"685","343","685",,,,
"2014-15","15K131","15K131 - P.S. 131 BROOKLYN","ELEMENTARY","2.4912","1.4912","1","0.4912",,"0.4912",,"1154","385","577",,,,
"2014-15","15K136","15K136 - I.S. 136 CHARLES O. DEWEY","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1","1","1",,"1",,,"484","484","484",,,,
"2014-15","15K146","15K146 - P.S. 146","ELEMENTARY","2.4","1.4","1","0.4",,,,"659","220","330",,,,
"2014-15","15K154","15K154 - THE WINDSOR TERRACE SCHOOL","ELEMENTARY","1.6","0.6",,"0.6",,"0.6",,"547","274","547",,,,
"2014-15","15K169","15K169 - P.S. 169 SUNSET PARK","ELEMENTARY","4","3","3",,"2",,,"1661","416","554",,,,
"2014-15","15K172","15K172 - P.S. 172 BEACON SCHOOL OF EXCELLENCE","ELEMENTARY","2","1","1",,,,,"597","299","597",,,,
"2014-15","15K230","15K230 - P.S. 230 DORIS L. COHEN","ELEMENTARY","2","1","1",,,,,"1319","660","1319",,,,
"2014-15","15K261","15K261 - P.S. 261 PHILIP LIVINGSTON","ELEMENTARY","2","1","1",,,,,"803","402","803",,,,
"2014-15","15K295","15K295 - P.S. 295","ELEMENTARY","2","0",,,,,,"519","260",,,,,
"2014-15","15K321","15K321 - P.S. 321 WILLIAM PENN","ELEMENTARY","3","1","1",,"1",,,"1472","491","1472",,,,
"2014-15","15K418","15K418 - THE CHILDREN'S SCHOOL","ELEMENTARY","0.8","0.8",,"0.8",,,,"332","332","332",,,,
"2014-15","15K423","15K423 - BROOKLYN FRONTIERS HIGH SCHOOL","HIGH SCHOOL","0.7","0",,,,,,"186","186",,,,,
"2014-15","15K429","15K429 - BROOKLYN SCHOOL FOR GLOBAL STUDIES","SECONDARY SCHOOL","2","1","1",,,,,"250","125","250",,,,
"2014-15","15K442","15K442 - M.S. 442 CARROLL GARDENS SCHOOL FOR INNOVATION","JUNIOR HIGH-INTERMEDIATE-MIDDLE","2","2","2",,"1",,,"193","97","97",,,,
"2014-15","15K443","15K443 - NEW VOICES SCHOOL OF ACADEMIC & CREATIVE ARTS","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1","1","1",,,,,"531","531","531",,,,
"2014-15","15K447","15K447 - THE MATH & SCIENCE EXPLORATORY SCHOOL","JUNIOR HIGH-INTERMEDIATE-MIDDLE","3","1","1",,,,,"518","173","518",,,,
"2014-15","15K448","15K448 - BROOKLYN SECONDARY SCHOOL FOR COLLABORATIVE STUDIE","SECONDARY SCHOOL","4","3","3",,,,,"685","172","229",,,,
"2014-15","15K462","15K462 - SECONDARY SCHOOL FOR LAW","SECONDARY SCHOOL","1","1","1",,,,,"351","351","351",,,,
"2014-15","15K463","15K463 - SECONDARY SCHOOL FOR JOURNALISM","SECONDARY SCHOOL","2","1","1",,"1",,,"285","143","285",,,,
"2014-15","15K464","15K464 - PARK SLOPE COLLEGIATE","SECONDARY SCHOOL","3","3","3",,,,,"423","141","141",,,,
"2014-15","15K497","15K497 - SCHOOL FOR INTERNATIONAL STUDIES","SECONDARY SCHOOL","3","3","3",,,,,"466","156","156",,,,
"2014-15","15K516","15K516 - SUNSET PARK AVENUES ELEMENTARY SCHOOL","ELEMENTARY","0","0",,,,,,"197",,,,,,
"2014-15","15K519","15K519 - COBBLE HILL SCHOOL OF AMERICAN STUDIES","HIGH SCHOOL","6","5","5",,,,,"596","100","120",,,,
"2014-15","15K529","15K529 - WEST BROOKLYN COMMUNITY HIGH SCHOOL","HIGH SCHOOL","1","1","1",,,,,"207","207","207",,,,
"2014-15","15K592","15K592 - KHALIL GIBRAN INTERNATIONAL ACADEMY","HIGH SCHOOL","1","1","1",,,,,"174","174","174",,,,
"2014-15","15K656","15K656 - BROOKLYN HIGH SCHOOL OF THE ARTS","HIGH SCHOOL","4","3","3",,,,,"870","218","290",,,,
"2014-15","15K667","15K667 - SUNSET PARK HIGH SCHOOL","HIGH SCHOOL","6","5","5",,"2",,"1","1333","191","223",,,,
"2014-15","15K676","15K676 - RED HOOK NEIGHBORHOOD SCHOOL","ELEMENTARY","2","1","1",,,,,"219","110","219",,,,
"2014-15","15K684","15K684 - MILLENNIUM BROOKLYN HS","HIGH SCHOOL","3","1","1",,,,,"566","189","566",,,,
"2014-15","15K698","15K698 - SOUTH BROOKLYN COMMUNITY HIGH SCHOOL","HIGH SCHOOL","1","1","1",,,,,"166","166","166",,,,
"2014-15","15K821","15K821 - SUNSET PARK PREP","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1","0",,,,,,"527","527",,,,,
"2014-15","16K005","16K005 - P.S. 005 DR. RONALD MCNAIR","ELEMENTARY","2.6","0.6",,"0.6",,"0.6",,"268","90","268",,,,
"2014-15","16K021","16K021 - P.S. 021 CRISPUS ATTUCKS","ELEMENTARY","1","1","1",,,,,"640","640","640",,,,
"2014-15","16K025","16K025 - P.S. 025 EUBIE BLAKE SCHOOL","ELEMENTARY","2","1","1",,,,,"177","89","177",,,,
"2014-15","16K026","16K026 - P.S. 026 JESSE OWENS","ELEMENTARY","1.6","0.6",,"0.6",,"0.6",,"250","125","250",,,,
"2014-15","16K028","16K028 - P.S. 028 THE WARREN PREP ACADEMY","ELEMENTARY","1","1","1",,,,,"219","219","219",,,,
"2014-15","16K035","16K035 - M.S. 035 STEPHEN DECATUR","JUNIOR HIGH-INTERMEDIATE-MIDDLE","0","0",,,,,,"185",,,,,,
"2014-15","16K040","16K040 - P.S. 040 GEORGE W. CARVER","ELEMENTARY","2","2","2",,,,,"314","157","157",,,,
"2014-15","16K057","16K057 - J.H.S. 057 WHITELAW REID","JUNIOR HIGH-INTERMEDIATE-MIDDLE","0","0",,,,,"1","179","179","179",,,,
"2014-15","16K081","16K081 - P.S. 081 THADDEUS STEVENS","ELEMENTARY","1.4","0.4",,"0.4",,"0.4",,"324","162","324",,,,
"2014-15","16K243","16K243 - P.S. 243K- THE WEEKSVILLE SCHOOL","ELEMENTARY","3","1","1",,"1",,,"260","87","260",,,,
"2014-15","16K262","16K262 - P.S. 262 EL HAJJ MALIK EL SHABAZZ ELEMENTARY SCHOO","ELEMENTARY","2","2","2",,,,,"467","234","234",,,,
"2014-15","16K267","16K267 - M.S. 267 MATH, SCIENCE & TECHNOLOGY","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1","1","1",,,,,"227","227","227",,,,
"2014-15","16K308","16K308 - P.S. 308 CLARA CARDWELL","K-8","3","2","2",,,,,"434","145","217",,,,
"2014-15","16K309","16K309 - P.S. 309 THE GEORGE E. WIBECAN PREPARATORY ACADEMY","ELEMENTARY","1","1","1",,,,,"261","261","261",,,,
"2014-15","16K335","16K335 - P.S. 335 GRANVILLE T. WOODS","ELEMENTARY","3","2","2",,,,,"329","110","165",,,,
"2014-15","16K385","16K385 - SCHOOL OF BUSINESS, FINANCE AND ENTREPRENEURSHIP","JUNIOR HIGH-INTERMEDIATE-MIDDLE","2","1","1",,,,"1","82","28","41",,,,
"2014-15","16K393","16K393 - FREDERICK DOUGLASS ACADEMY IV SECONDARY SCHOOL","SECONDARY SCHOOL","1","1","1",,,,,"92","92","92",,,,
"2014-15","16K455","16K455 - BOYS AND GIRLS HIGH SCHOOL","HIGH SCHOOL","9","6","6",,,,,"648","72","108",,,,
"2014-15","16K498","16K498 - BROOKLYN HIGH SCHOOL FOR LAW AND TECHNOLOGY","HIGH SCHOOL","2","2","2",,,,,"596","298","298",,,,
"2014-15","16K534","16K534 - UPPER SCHOOL @ P.S. 25","JUNIOR HIGH-INTERMEDIATE-MIDDLE","0.6","0.6",,"0.6",,,,"111","111","111",,,,
"2014-15","16K584","16K584 - M.S. 584","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1","1","1",,,,,"104","104","104",,,,
"2014-15","16K594","16K594 - GOTHAM PROFESSIONAL ARTS ACADEMY","HIGH SCHOOL","2","0",,,,,,"226","113",,,,,
"2014-15","16K627","16K627 - BRIGHTER CHOICE COMMUNITY SCHOOL","ELEMENTARY","1","1","1",,,,,"149","149","149",,,,
"2014-15","16K628","16K628 - BROOKLYN BROWNSTONE SCHOOL","EARLY CHILDHOOD","0","0",,,,,,"233",,,,,,
"2014-15","16K636","16K636 - YOUNG SCHOLARS' ACADEMY FOR DISCOVERY AND EXPLORAT","ELEMENTARY","1","1","1",,,,,"180","180","180",,,,
"2014-15","16K669","16K669 - RESEARCH AND SERVICE HIGH SCHOOL","HIGH SCHOOL","1","1","1",,,,,"209","209","209",,,,
"2014-15","16K681","16K681 - MADIBA PREP MIDDLE SCHOOL","JUNIOR HIGH-INTERMEDIATE-MIDDLE","0.2","0.2",,"0.2",,,,"208","208","208",,,,
"2014-15","16K688","16K688 - THE BROOKLYN ACADEMY OF GLOBAL FINANCE","HIGH SCHOOL","1","1","1",,,,,"152","152","152",,,,
"2014-15","16K765","16K765 - NELSON MANDELA HIGH SCHOOL","HIGH SCHOOL","1","1","1",,,,,"124","124","124",,,,
"2014-15","17K600","17K600 - CLARA BARTON HIGH SCHOOL","HIGH SCHOOL","6","4","4",,,,,"1499","250","375",,,,
"2014-15","17K002","17K002 - PARKSIDE PREPARATORY ACADEMY","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1","1","1",,,,,"478","478","478",,,,
"2014-15","17K006","17K006 - P.S. 006","ELEMENTARY","1.5","1","1",,,,,"750","375","750",,,,
"2014-15","17K012","17K012 - DR. JACQUELINE PEEK-DAVIS SCHOOL","ELEMENTARY","2","1","1",,,,,"215","108","215",,,,
"2014-15","17K061","17K061 - M.S. 061 DR. GLADSTONE H. ATWELL","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1.4","1.4","1","0.4",,,,"802","401","401",,,,
"2014-15","17K091","17K091 - P.S. 091 THE ALBANY AVENUE SCHOOL","ELEMENTARY","2","1","1",,,,,"428","214","428",,,,
"2014-15","17K092","17K092 - P.S. 092 ADRIAN HEGEMAN","ELEMENTARY","1","1","1",,,,,"482","482","482",,,,
"2014-15","17K122","17K122 - PATHWAYS IN TECHNOLOGY EARLY COLLEGE HIGH SCHOOL (","HIGH SCHOOL","2","2","2",,,,,"438","219","219",,,,
"2014-15","17K138","17K138 - P.S. 138 BROOKLYN","K-8","3","1","1",,,,,"679","227","679",,,,
"2014-15","17K161","17K161 - P.S. 161 THE CROWN","K-8","1.8192","0.8192",,"0.8192",,"0.8192",,"433","217","433",,,,
"2014-15","17K167","17K167 - P.S. 167 THE PARKWAY","ELEMENTARY","1.4","0",,,,,,"104","52",,,,,
"2014-15","17K181","17K181 - P.S. 181 BROOKLYN","K-8","2","1","1",,,,,"985","493","985",,,,
"2014-15","17K189","17K189 - P.S. 189 THE BILINGUAL CENTER","K-8","3","2","2",,"2",,,"1092","364","546",,,,
"2014-15","17K191","17K191 - P.S. 191 PAUL ROBESON","ELEMENTARY","1","1","1",,,,,"206","206","206",,,,
"2014-15","17K221","17K221 - P.S. 221 TOUSSAINT L'OUVERTURE","ELEMENTARY","1","1","1",,,,,"424","424","424",,,,
"2014-15","17K241","17K241 - P.S. 241 EMMA L. JOHNSTON","ELEMENTARY","2","1","1",,,,,"603","302","603",,,,
"2014-15","17K246","17K246 - M.S. 246 WALT WHITMAN","JUNIOR HIGH-INTERMEDIATE-MIDDLE","3","2","2",,,,,"573","191","287",,,,
"2014-15","17K249","17K249 - P.S. 249 THE CATON","ELEMENTARY","0.7808","0.7808",,"0.7808",,"0.1808",,"901","901","901",,,,
"2014-15","17K289","17K289 - P.S. 289 GEORGE V. BROWER","ELEMENTARY","2","1","1",,,,,"433","217","433",,,,
"2014-15","17K316","17K316 - P.S. 316 ELIJAH STROUD","ELEMENTARY","2","1","1",,,,,"360","180","360",,,,
"2014-15","17K334","17K334 - MIDDLE SCHOOL FOR ACADEMIC AND SOCIAL EXCELLENCE","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1","1","1",,,,,"129","129","129",,,,
"2014-15","17K340","17K340 - I.S. 340","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1","1","1",,,,,"200","200","200",,,,
"2014-15","17K352","17K352 - EBBETS FIELD MIDDLE SCHOOL","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1","1","1",,,,"1","233","117","117",,,,
"2014-15","17K353","17K353 - ELIJAH STROUD MIDDLE SCHOOL","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1","1","1",,,,,"253","253","253",,,,
"2014-15","17K354","17K354 - THE SCHOOL OF INTEGRATED LEARNING","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1","1","1",,,,,"226","226","226",,,,
"2014-15","17K375","17K375 - P.S. 375 JACKIE ROBINSON SCHOOL","ELEMENTARY","3","1","1",,,,"2","496","100","166",,,,
"2014-15","17K382","17K382 - ACADEMY FOR COLLEGE PREPARATION AND CAREER EXPLORA","SECONDARY SCHOOL","3","3","3",,,,,"505","169","169",,,,
"2014-15","17K394","17K394 - M.S. K394","K-8","1","1","1",,,,,"601","601","601",,,,
"2014-15","17K397","17K397 - P.S. 397 FOSTER-LAURIE","ELEMENTARY","1","1","1",,,,,"314","314","314",,,,
"2014-15","17K398","17K398 - P.S. 398 WALTER WEAVER","ELEMENTARY","1.8","0.8",,"0.8",,"0.8",,"415","208","415",,,,
"2014-15","17K399","17K399 - P.S. 399 STANLEY EUGENE CLARK","ELEMENTARY","1","1","1",,,,,"501","501","501",,,,
"2014-15","17K408","17K408 - ACADEMY OF HOSPITALITY AND TOURISM","HIGH SCHOOL","2","2","2",,,,,"285","143","143",,,,
"2014-15","17K484","17K484 - RONALD EDMONDS LEARNING CENTER II","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1","0",,,,,,"152","152",,,,,
"2014-15","17K489","17K489 - W.E.B. DUBOIS ACADEMIC HIGH SCHOOL","HIGH SCHOOL","1","1","1",,,,,"126","126","126",,,,
"2014-15","17K524","17K524 - INTERNATIONAL HIGH SCHOOL AT PROSPECT HEIGHTS","HIGH SCHOOL","3","1","1",,"1",,,"414","138","414",,,,
"2014-15","17K528","17K528 - THE HIGH SCHOOL FOR GLOBAL CITIZENSHIP","HIGH SCHOOL","1","1","1",,,,,"246","246","246",,,,
"2014-15","17K531","17K531 - SCHOOL FOR HUMAN RIGHTS, THE","SECONDARY SCHOOL","2","1","1",,,,,"424","212","424",,,,
"2014-15","17K532","17K532 - NEW BRIDGES ELEMENTARY","ELEMENTARY","1","1","1",,,,,"345","345","345",,,,
"2014-15","17K533","17K533 - SCHOOL FOR DEMOCRACY AND  LEADERSHIP","SECONDARY SCHOOL","4","2","2",,,,,"319","80","160",,,,
"2014-15","17K537","17K537 - HIGH SCHOOL FOR YOUTH AND COMMUNITY DEVELOPMENT AT","HIGH SCHOOL","3","2","2",,,,,"384","128","192",,,,
"2014-15","17K539","17K539 - HIGH SCHOOL FOR SERVICE & LEARNING AT ERASMUS","HIGH SCHOOL","2","2","2",,,,"1","445","149","149",,,,
"2014-15","17K543","17K543 - SCIENCE, TECHNOLOGY AND RESEARCH EARLY COLLEGE HIG","SECONDARY SCHOOL","1","1","1",,,,,"516","516","516",,,,
"2014-15","17K544","17K544 - INTERNATIONAL ARTS BUSINESS SCHOOL","HIGH SCHOOL","2","1","1",,,,,"12","6","12",,,,
"2014-15","17K546","17K546 - HIGH SCHOOL FOR PUBLIC SERVICE: HEROES  OF TOMORRO","HIGH SCHOOL","2","1","1",,,,,"454","227","454",,,,
"2014-15","17K547","17K547 - BROOKLYN ACADEMY OF SCIENCE AND THE ENVIRONMENT","HIGH SCHOOL","2","2","2",,,,,"453","227","227",,,,
"2014-15","17K548","17K548 - BROOKLYN SCHOOL FOR MUSIC & THEATRE","HIGH SCHOOL","2","2","2",,,,,"386","193","193",,,,
"2014-15","17K568","17K568 - BROWNSVILLE ACADEMY HIGH SCHOOL","HIGH SCHOOL","2","1","1",,,,,"197","99","197",,,,
"2014-15","17K590","17K590 - MEDGAR EVERS COLLEGE PREPARATORY SCHOOL","SECONDARY SCHOOL","3","3","3",,,,,"1271","424","424",,,,
"2014-15","17K705","17K705 - BROOKLYN ARTS AND SCIENCE ELEMENTARY SCHOOL","ELEMENTARY","1.2","0.2",,"0.2",,"0.2",,"340","170","340",,,,
"2014-15","17K722","17K722 - NEW HEIGHTS MIDDLE SCHOOL","JUNIOR HIGH-INTERMEDIATE-MIDDLE","3","1","1",,"1",,,"324","108","324",,,,
"2014-15","17K745","17K745 - BROOKLYN INSTITUTE FOR LIBERAL ARTS","HIGH SCHOOL","2","2","2",,,,,"253","127","127",,,,
"2014-15","17K751","17K751 - ACADEMY FOR HEALTH CAREERS","HIGH SCHOOL","2","2","2",,,,,"373","187","187",,,,
"2014-15","17K770","17K770 - P.S. 770 NEW AMERICAN ACADEMY","ELEMENTARY","0.2","0.2",,"0.2",,"0.2",,"294","294","294",,,,
"2014-15","18K066","18K066 - P.S. 66","K-8","1","1","1",,,,,"815","815","815",,,,
"2014-15","18K068","18K068 - I.S. 068 ISAAC BILDERSEE","JUNIOR HIGH-INTERMEDIATE-MIDDLE","3","3","3",,,,,"547","183","183",,,,
"2014-15","18K114","18K114 - P.S. 114 RYDER ELEMENTARY","ELEMENTARY","2","1","1",,,,,"600","300","600",,,,
"2014-15","18K115","18K115 - P.S. 115 DANIEL MUCATEL SCHOOL","ELEMENTARY","2","1","1",,,,,"1160","580","1160",,,,
"2014-15","18K135","18K135 - P.S. 135 SHELDON A. BROOKNER","ELEMENTARY","3","2","2",,,,,"668","223","334",,,,
"2014-15","18K208","18K208 - P.S. 208 ELSA EBELING","ELEMENTARY","1","1","1",,,,,"459","459","459",,,,
"2014-15","18K211","18K211 - I.S. 211 JOHN WILSON","JUNIOR HIGH-INTERMEDIATE-MIDDLE","3","2","2",,,,,"624","208","312",,,,
"2014-15","18K219","18K219 - P.S. 219 KENNEDY-KING","ELEMENTARY","2","1","1",,,,"1","564","188","282",,,,
"2014-15","18K233","18K233 - P.S. 233 LANGSTON HUGHES","ELEMENTARY","2","1","1",,,,,"527","264","527",,,,
"2014-15","18K235","18K235 - P.S. 235 LENOX SCHOOL","K-8","3","2","2",,,,,"1274","425","637",,,,
"2014-15","18K244","18K244 - P.S. 244 RICHARD R. GREEN","ELEMENTARY","4","3","3",,,,,"652","163","218",,,,
"2014-15","18K268","18K268 - P.S. 268 EMMA LAZARUS","ELEMENTARY","2","1","1",,,,,"438","219","438",,,,
"2014-15","18K272","18K272 - P.S. 272 CURTIS ESTABROOK","ELEMENTARY","2","2","2",,,,,"509","255","255",,,,
"2014-15","18K276","18K276 - P.S. 276 LOUIS MARSHALL","ELEMENTARY","2","1","1",,,,,"754","377","754",,,,
"2014-15","18K279","18K279 - P.S. 279 HERMAN SCHREIBER","ELEMENTARY","1","1","1",,,,,"515","515","515",,,,
"2014-15","18K285","18K285 - I.S. 285 MEYER LEVIN","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1","1","1",,,,,"807","807","807",,,,
"2014-15","18K366","18K366 - THE SCIENCE AND MEDICINE MIDDLE SCHOOL","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1","1","1",,,,,"509","509","509",,,,
"2014-15","18K563","18K563 - IT TAKES A VILLAGE ACADEMY","HIGH SCHOOL","2","2","2",,,,,"566","283","283",,,,
"2014-15","18K566","18K566 - BROOKLYN GENERATION SCHOOL","HIGH SCHOOL","3.2","1","1",,,,,"286","72","286",,,,
"2014-15","18K567","18K567 - BROOKLYN THEATRE ARTS HIGH SCHOOL","HIGH SCHOOL","3.2","2","2",,,,,"395","99","198",,,,
"2014-15","18K569","18K569 - KURT HAHN EXPEDITIONARY LEARNING SCHOOL","HIGH SCHOOL","1.4","1.4","1","0.4",,"0.4",,"341","171","171",,,,
"2014-15","18K576","18K576 - VICTORY COLLEGIATE HIGH SCHOOL","HIGH SCHOOL","1.2","0",,,,,,"331","166",,,,,
"2014-15","18K578","18K578 - BROOKLYN BRIDGE ACADEMY","HIGH SCHOOL","1.2","1","1",,,,,"176","88","176",,,,
"2014-15","18K581","18K581 - EAST FLATBUSH COMMUNITY RESEARCH SCHOOL","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1.6","1.6","1","0.6",,"0.6",,"182","91","91",,,,
"2014-15","18K588","18K588 - MIDDLE SCHOOL FOR ART AND PHILOSOPHY","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1","1","1",,,,,"251","251","251",,,,
"2014-15","18K589","18K589 - ARTS & MEDIA PREPARATORY ACADEMY","HIGH SCHOOL","1","1","1",,,,,"279","279","279",,,,
"2014-15","18K598","18K598 - MIDDLE SCHOOL OF MARKETING AND LEGAL STUDIES","JUNIOR HIGH-INTERMEDIATE-MIDDLE","1","1","1",,,,,"238","238","238",,,,
"2014-15","18K617","18K617 - HIGH SCHOOL FOR INNOVATION IN ADVERTISING AND MEDI","HIGH SCHOOL","1","1","1",,,,,"303","303","303",,,,
"2014-15","18K629","18K629 - CULTURAL ACADEMY FOR THE ARTS AND SCIENCES","HIGH SCHOOL","1","1","1",,,,,"353","353","353",,,,
"2014-15","18K633","18K633 - HIGH SCHOOL FOR MEDICAL PROFESSIONS","HIGH SCHOOL","3","1","1",,,,,"432","144","432",,,,
"2014-15","18K635","18K635 - OLYMPUS ACADEMY","HIGH SCHOOL","0","0",,,,,"1","190","190","190",,,,
"2014-15","18K637","18K637 - ACADEMY FOR CONSERVATION AND THE ENVIRONMENT","HIGH SCHOOL","1.2","1","1",,,,,"308","154","308",,,,
"2014-15","18K642","18K642 - URBAN ACTION ACADEMY","HIGH SCHOOL","2","2","2",,,,,"309","155","155",,,,
"2014-15","18K673","18K673 - EAST BROOKLYN COMMUNITY HIGH SCHOOL","HIGH SCHOOL","0","0",,,,,,"191",,,,,,
