"clientid","resp","qrep","qkey","qcell","sc1","sc2","sc3","sc4","sc4a_1","sc4a_2","sc4c","sc4b","sc4b1","sc4b2","selchild","sc4d","sc4d1","sc5","sc6","sc6a","sc7","mp1","ph1","bc1a","bc1","bc2","bc3","pph1","pph2a","pph2b","pph2c","el1","el3","el4","el7","el8","el9","el10","el11","el12_1","el12_2","el12_3","el12wks","el12mns","el13a","el13b","el13c","el13d","el13e","el14","el15","el16","el17a","el17b","el17c","el17d","el17e","el17f","cp1","cp2","cp3","cp4","cp5","cp6a","cp6b","cp6c","cp7","cp8","cp9","cp10_1","cp10_2","cp10_3","cp10wks","cp10mns","ih1","ih2","ih3","ih4_1","ih4_2","ih4_3","ih4_4","ih4_5","ih5","ih5a_1","ih5a_2","ih5a_3","ih5a_4","bf1_1","bf1_2","bf1_3","bf1_4","bf1_5","bf1wks","bf1mns","bf1a_1","bf1a_2","bf1a_3","bf1a_4","bf1awks","bf1amns","bf2","mh1","mh2","mh3","mh3a","mh4","cc1","sd1_1","sd1_2","sd1wks","sd1mns","sd2","d1","d1yob","d2","fixd2","d3","d4_1","d4_2","d4_3","d4_4","d4_5","d4_6","d5","d6","d7","de1","de2_1","de2_2","de2_3","de2_4","de2_5","de2_6","de3","st1","st2","st3","st4","st5","es1a","es1b","es2","es3","es4","fulladra","qc1","lang","samp_weight","pop_weight","stratum","odate","fdate"
"224","281","1","200224","1","1","1","2","1",,,,"1",,,,"1","2",,"1","2","1","1","2","12","1","1","3","1",,,,"1","2","1","2","77","2","50","2","3",,,,"3",,,,,,"3","2","10",,,,,,,"1","1","1","1","1","2","2","2","1","50","4",,,,,,"2","1","1",,,,,,"2",,,,,"4",,,,,,"2","3",,,,,"6","7","5","2",,,"2",,,,,,,"1","1979","1","11370","1","8",,,,,,"28","3","5","1","8",,,,,,"56","4","4","4","4","4","4","4","2","1","3","1","2","2","0.47803772963738927","48.728368986443037","1","27-Feb-16","17-Mar-16"
"228","14","1","200228","1","1","1","2","1",,,,"1",,,,"1","1",,"1","2","1","0","1","9","2","2","3","1",,,,"1","2","1","1","6","1","30","2","3",,,,"2",,,,,,"2","1",,"1","2","1","1","1","2","1","1","1","2","1","2","2","2","2","777",,,,,,,"4","1","1",,,,,,"2",,,,,"4",,,,,,"12","1",,,,,,"1","5","2",,,"1","3",,,,,"1","1","1992","1","11249","2","1",,,,,,"1",,"4","2","1",,,,,,"17","4","4","4","4","4","3","4","2","77","4","1","2","1","0.53133222941839331","54.160898448597763","1","24-Feb-16","1-Mar-16"
"229","46","3","200229","1","1","1","2","1",,,,"1",,,,"1","1",,"1","2","1","2","1","1","1","1","2","1",,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1","1","1","3","5","5","5","1","60","4",,,,,,"1","1","1",,,,,,"2",,,,,"1",,,,,,,,,,,,,,"2","2",,,"4",,,,,,,"1","1978","1","10014","2","1",,,,,,"48","3","6","2","1",,,,,,"1","4","4","4","4","4","4","4","2","12","6","1","2","1","3.6530373283160862","372.36924999719463","2","24-Feb-16","24-Feb-16"
"233","114","7","200233","1","1","1","2","1",,,,"1",,,,"1","1",,"1","1","1","0","3","1","1","1","2","1",,,,"1","2","1","1","77","1","40","2","3",,,,"3",,,,,,"1","1",,"1","1","1","1","2","1","2",,,,,,,,,,,,,,,,"1","1","1",,,,,,"2",,,,,"4",,,,,,"18","3",,,,,"5","7","3","2",,,"3","2",,,,,"1","1","1991","1","07014","1","8",,,,,,"26","3","5",,,,,,,,,"4","4","4","4","4","3","3","1","4","2","1","2","1","0.57126084065409033","58.230987441123816","1","25-Feb-16","25-Feb-16"
"234","357","4","200234","0","1",,,"1",,,,"1",,,,"1","1",,"1","1","1","0","1","9","1","1","2","1",,,,"1","2","1","2","6","2","40","77",,,,,,,,,,,,"2","1",,,,,,,"1","1","1","1","3","2","1","2","1","40","1","2",,,"2",,"1","1","1",,,,,,"2",,,,,"4",,,,,,"9","3",,,,,"6","3","5","2",,,"1",,,,,,,"99",,"1","10016","2","1",,,,,,"1",,"6","2","1",,,,,,"1","4","4","1","1","4","4","4","2","99","3","1","1","1","0.79341389495755221","80.875969898420067","1","29-Feb-16","29-Feb-16"
"244","1118","15","200244","1","1","1","2","1",,,,"1",,,,"2","2",,"1","1","1","1","2","2","1","2","3","1",,,,"1","2","1","1","77","1","30","77",,,,,,,,,,,,"1",,"1","2","77","1","1","2","2",,,,,,,,,,,,,,,,"2","1","1",,,,,,"2",,,,,"77",,,,,,,,,,,,,,"5","2",,,"2","2",,,,,"77","1","1972","1","11228","2","3",,,,,,"21","3","4",,,,,,,,,"4","4","4","4","4","4","4","2","6","1","1","2","1","1.0503560857357552","107.06715336404844","1","21-Mar-16","24-Mar-16"
"252","981","18","200252","1","1","1","2","1",,,,"1",,,,"1","1",,"1","2","1","0","1","2","1","1","3","1",,,,"1","3","1","1","8","1","55","3","2",,,"24",,"0","0","12","12","0","2","1",,"1","2","2","2","1","1","1","1","1","1","2","1","3","2","2","50","1","2",,,"3",,"1","1","1",,,,,,"2",,,,,"4",,,,,,"15","3",,,,,"6","3","5","2",,,"1","6","2",,,"7","1","1","1978","1","11231","2","1",,,,,,"1",,"6","1","1",,,,,,"16","4","4","4","4","4","4","4","2","12","3","1","2","1","0.55416851927780597","56.48869621342044","1","18-Mar-16","18-Mar-16"
"256","613","2","200256","0","1",,,"1",,,,"1",,,,"1","2",,"1","2","1","3","2","9","1","1","2","1",,,,"1","3","1","77","8","1","10","2","2",,,"6",,,,,,,"1","1",,"1","1","1","2","2","2","1","1","1","1","3","4","5","4","1","30","1","1",,,,,"1","1","2","6",,,,,"2",,,,,"4",,,,,,"15","3",,,,,"6","3","5","2",,,"2","8",,,,,"1","99",,"1","11219","2","1",,,,,,"1",,"6","2","1",,,,,,"1","4","4","4","4","4","3","4","2","99","6","1","2","1","0.58144382895642066","59.268981684291539","1","8-Mar-16","8-Mar-16"
"259","685","14","200259","0","1",,,"1",,,,"1",,,,"2","1",,"1","2","1","0","1","3","1","1","3","1",,,,"1","2","1","1","6","1","40","3","2",,,"10",,"0","6","0","4","0","1","1",,"1","1","2","2","2","2","2",,,,,,,,,,,,,,,,"1","1","1",,,,,,"2",,,,,"4",,,,,,"17","3",,,,,"7","3","5","2",,,"3","2",,,,,"1","1","1986","1","10451","1","8",,,,,,"1",,"5",,,,,,,,,"4","3","4","4","4","4","4","2","5","4","1","1","1","0.88551938794626339","90.264664910917503","1","9-Mar-16","9-Mar-16"
"262","1103","17","200262","0","1",,,"1",,,,"1",,,,"2","1",,"1","2","1","1","4","12","1","2","3","1",,,,"1","3","1","1","77","1","37","2","2",,,"12",,,,,,,"2","1",,"1","1","2","2","1","1","1","1","1","1","1","1","1","3","1","40","4",,,,,,"2","1","1",,,,,,"2",,,,,"1",,,,,,,,,,,,,,"5","2",,,"3","2",,,,,"1","1","1987","1","10031","1","77",,,,,,"1",,"4","1","77",,,,,,"1","4","2","2","4","4","2","2","2","2","3","1","2","2","0.34720604058824245","35.392152148616745","1","21-Mar-16","21-Mar-16"
"271","510","4","200271","1","1","1","2","1",,,,"1",,,,"1","1",,"1","1","1","0","2","11","1","1","6","1",,,,"1","2","1","2","6","1","30","2","3",,,,"4",,,,,,"99","2","2",,,,,,,"1","1","1","1","3","3","4","3","1","60","2","3",,,,"4","2","1","1",,,,,,"2",,,,,"5",,,,,,,"3",,,,,"5",,"4","2",,,"3",,,,,,,"1","1981","1","12533","2","1",,,,,,"1",,"6","2","1",,,,,,"1","4","4","4","3","4","4","4","2","12","3","1","1","1","0.58144382895642066","59.268981684291539","1","6-Mar-16","6-Mar-16"
"280","768","15","200280","1","1","1","2","1",,,,"1",,,,"1","2",,"1","2","1","2","1","11","1","1","4","1",,,,"1","1","1","1","9","1","35","3","2",,,"10",,"2","8","0","0","0","1","1",,"1","2","2","1","1","1","1","1","1","1","1","6","2","3","1","40","4",,,,,,"1","1","2","6",,,,,"2",,,,,"4",,,,,,"4","3",,,,,"4","5","5","2",,,"3","5",,,,,"1","1","1984","1","11366","2","1",,,,,,"67","3","6","2","1",,,,,,"67","4","4","4","4","4","4","4","1","12","5","1","2","1","0.55166281703499265","56.233279588564123","1","13-Mar-16","15-Mar-16"
"290","1265","25","200290","1","1","1","2","1",,,,"1",,,,"1","1",,"1","2","1","0","3","12","1","1","3","1",,,,"1","2","1","1","9","1","40","3","2",,,"12",,"0","5","5","7","0","1","2","3",,,,,,,"1","1","1","1","4","5","5","5","1","40","1","1",,,,,"1","1","1",,,,,,"2",,,,,"5",,,,,,,"3",,,,,"6",,"5","2",,,"3",,,,,,,"1","1984","1","11214","2","1",,,,,,"79","2","6","2","1",,,,,,"79","4","4","4","4","4","4","4","2","11","3","1","2","1","0.59062191252180885","60.204541818638866","1","23-Mar-16","23-Mar-16"
"298","618","5","200298","0","1",,,"1",,,,"1",,,,"1","1",,"1","2","1","1","3","2","1","2","3","1",,,,"1","2","1","1","9","1","30","1","3",,,,"3","0","36","36","1","0","2","1",,"2","2","2","2","2","2","2",,,,,,,,,,,,,,,,"2","1","1",,,,,,"2",,,,,"4",,,,,,"3","3",,,,,"4","5","3","2",,,"3","2",,,,,"1","1","1992","1","11208","2","2",,,,,,"2","3","5",,,,,,,,,"4","4","4","2","4","3","4","2","1","3","1","2","1","0.64035931199904683","65.274481289716562","1","8-Mar-16","8-Mar-16"
"302","896","19","200302","0","1",,,"1",,,,"1",,,,"1","1",,"1","2","1","1","1","7","1","1","2","1",,,,"1","5","1","1","77","1","20","2","2",,,"6",,,,,,,"1","1",,"1","2","1","1","1","99","1","1","1","1","2","2","4","3","2","777",,,,,,,"2","2","2","5",,,,,"2",,,,,"4",,,,,,"19","3",,,,,"8","2","5","2",,,"3","5",,,,,"1","1","1991","1","11205","2","1",,,,,,"1",,"4","1","1",,,,,,"1","4","4","4","77","3","3","4","1","1","4","1","2","1","0.53133222941839331","54.160898448597763","1","16-Mar-16","16-Mar-16"
"306","704","6","200306","1","1","1","2","1",,,,"1",,,,"1","1",,"1","2","1","0","1","11","1","1","3","2","2","2","2","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1","1","2","3","1","2","6","2","0",,,,,,,"1","1","1",,,,,,"2",,,,,"1",,,,,,,,,,,,,,"77","77",,,"1",,,,,,,"1","1994","1","10033","2","3",,,,,,"2","2","3","2","3",,,,,,"2","4","4","4","4","4","4","4","2","77","4","1","2","1","3.6530373283160862","372.36924999719463","2","10-Mar-16","10-Mar-16"
"314","886","18","200314","1","1","1","2","1",,,,"1",,,,"2","1",,"1","2","1","0","1","1","1","1","2","1",,,,"1","2","1","1","2","1","40","2","3",,,,"3",,,,,,"1","1",,"1","2","1","1","2","2","2",,,,,,,,,,,,,,,,"1","1","1",,,,,,"2",,,,,"4",,,,,,"6","3",,,,,"4","7","5","2",,,"2","6","2",,,"4","1","1","1980","1","11221","2","2",,,,,,"1",,"5",,,,,,,,,"4","4","4","4","4","4","4","2","6","2","1","1","1","0.67848678895003067","69.160973192351378","1","16-Mar-16","16-Mar-16"
"316","1209","23","200316","1","1","1","2","1",,,,"1",,,,"1","1",,"1","1","1","1","1","9","1","1","2","1",,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1","1","1","4","5","5","6","1","25","4",,,,,,"1","1","1",,,,,,"2",,,,,"4",,,,,,"3","3",,,,,"6","3","4","2",,,"1",,,,,,,"1","1988","1","11234","1","2",,,,,,"1",,"5","2","2",,,,,,"1","4","2","4","4","2","4","4","1","6","4","1","2","1","0.47679409559684999","48.601600209306","1","22-Mar-16","22-Mar-16"
"333","1037","17","200333","1","1","1","2","1",,,,"1",,,,"1","1",,"1","1","1","1","1","5","1","1","4","1",,,,"1","2","1","2","1","1","30","1","2",,,"8",,"8","0","8","0","0","1","1",,"1","1","2","2","2","1","1","1","1","1","1","2","1","1","77","777",,,,,,,"3","1","1",,,,,,"2",,,,,"4",,,,,,"4","1",,,,,,"1","5","2",,,"2","5",,,,,"1","1","1981","1","10033","1","2",,,,,,"26","2","4","1","2",,,,,,"26","4","4","4","77","4","3","4","2","3","4","1","1","2","0.31688877795117737","32.301787792735432","1","19-Mar-16","19-Mar-16"
"336","697","14","200336","1","1","1","2","1",,,,"1",,,,"2","1",,"1","1","1","0","2","11","1","1","2","1",,,,"1","2","1","1","9","1","21","1","2",,,"12",,"0","4","6","0","0","1","1",,"1","1","2","1","1","2","1","1","1","2","2","1","1","3","2","777",,,,,,,"2","1","2","6",,,,,"2",,,,,"1",,,,,,,,,,,,,,"5","2",,,"3","1",,,,,"1","1","1991","1","10303","1","1",,,,,,"1",,"4","2","2",,,,,,"1","4","3","4","3","2","4","4","2","2","2","1","2","1","0.97484581113704827","99.370077809563497","1","10-Mar-16","15-Mar-16"
"339","1442","24","200339","1","1","1","2","1",,,,"1",,,,"1","2",,"1","2","1","2","4","3","1","1","2","1",,,,"1","2","1","1","8","1","40","1","2",,,"6",,"0","6","0","0","0","1","1",,"1","1","1","1","2","2","1","1","1","1","1","1","6","1","1","40","4",,,,,,"1","1","1",,,,,,"2",,,,,"4",,,,,,"16","3",,,,,"6","4","5","2",,,"1","2",,,,,"1","1","1981","1","10310","2","1",,,,,,"1",,"5","2","1",,,,,,"1","4","4","4","4","4","4","4","2","99","5","1","2","1","0.69848029940857381","71.198994659186667","1","28-Mar-16","28-Mar-16"
"349","168","7","200349","1","1","1","2","1",,,,"1",,,,"2","2",,"1","2","1","0","3","6","1","1","2","1",,,,"1","2","1","1","6","2","30","2","3",,,,"2",,,,,,"1","1",,"2","2","2","1","1","2","1","1","1","1","1","1","2","2","1","45","2","2",,,"2",,"2","1","1",,,,,,"2",,,,,"3",,,,,"4",,"2",,,,"4",,"1","5","2",,,"2","2",,,,,"1","1","1993","1","11220","1","8",,,,,,"26","1","4","1","8",,,,,,"26","4","4","4","1","4","2","4","2","3","3","1","2","2","0.48083654835063055","49.013664189163613","1","25-Feb-16","25-Feb-16"
"358","546","11","200358","0","1",,,"1",,,,"1",,,,"1","1",,"1","1","1","0","1","9","1","1","2","1",,,,"1","2","1","1","9","1","20","2","2",,,"6",,,,,,,"1","1",,"1","2","2","2","1","2","1","1","1","1","1","2","6","6","2","666",,,,,,,"1","1","1",,,,,,"2",,,,,"4",,,,,,"18","3",,,,,"4","1","5","2",,,"1","5",,,,,"1","1","1990","1","11249","2","1",,,,,,"1",,"4","2","1",,,,,,"1","4","4","4","4","4","3","4","2","2","4","1","2","1","0.56845739156983743","57.945220245476285","1","7-Mar-16","7-Mar-16"
"362","720","11","200362","1","1","1","2","1",,,,"1",,,,"1","2",,"1","2","1","1","4","12","1","1","3","1",,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1","1","1","1","1","1","6","1","999",,,,,,,"1","1","1",,,,,,"2",,,,,"4",,,,,,"6","1",,,,,,"7","5","2",,,"4",,,,,,,"1","1986","1","11229","1","1",,,,,,"56","3","4","1","1",,,,,,"56","4","4","4","4","3","3","4","1","3","4","1","2","2","1.1880112138627501","121.09891165504435","2","10-Mar-16","10-Mar-16"
"366","121","7","200366","1","1","1","2","1",,,,"1",,,,"1","1",,"1","2","1","1","2","2","1","1","2","1",,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1","1","1","2","1","2","3","1","40","1","2",,,"8",,"1","1","1",,,,,,"2",,,,,"3",,,,,"10",,"2",,,,"10",,"1","5","2",,,"3",,,,,,,"1","1978","1","11206","2","3",,,,,,"33","3","6","2","1",,,,,,"1","4","2","3","2","2","1","1","2","12","3","1","2","1","1.0681565986343924","108.88163349165401","1","25-Feb-16","25-Feb-16"
"386","314","2","200386","1","1","1","2","1",,,,"1",,,,"1","2",,"1","2","1","0","2","10","1","1","6","1",,,,"1","4","1","2","2","1","20","4",,,,,,,,,,,,"1",,"1","1","1","2","2","2","1","1","1","1","3","3","3","6","2","20","2","2",,,"3",,"2","1","1",,,,,,"2",,,,,"5",,,,,,,"3",,,,,"6",,"3","1","1","1","2","6","2",,,"7","2","1","1983","1","35124","2","2",,,,,,"1",,"5","2","2",,,,,,"50","4","1","4","3","3","3","4","2","1","2","1","2","1","2.2252456852363882","226.82852443036123","2","28-Feb-16","1-Mar-16"
"395","717","15","200395","1","1","1","2","1",,,,"1",,,,"1","1",,"1","2","1","2","3","12","1","2","3","1",,,,"1","2","1","2","1","1","48","1","2",,,"8",,"0","0","3","5","0","2","1",,"2","2","2","2","1","2","1","1","1","1","1","1","2","3","2","48","1","1",,,,,"4","1","1",,,,,,"2",,,,,"4",,,,,,"7","3",,,,,"5","3","5","2",,,"4","5",,,,,"1","1","1992","1","11207","1","8",,,,,,"26","2","2","1","8",,,,,,"26","4","4","4","4","4","4","4","2","8","5","1","2","2","0.36187572173543758","36.887493607116717","1","10-Mar-16","10-Mar-16"
"410","1220","18","200410","0","1",,,"1",,,,"1",,,,"1","1",,"1","2","1","3","1","4","1","1","2","1",,,,"1","4","1","2","1","1","31","2","2",,,"2",,,,,,,"1","1",,"1","1","1","2","2","2","1","1","1","1","2","3","3","3","1","45","4",,,,,,"1","1","3","6",,,,,"2",,,,,"4",,,,,,"15","3",,,,,"12","7","5","2",,,"1","7",,,,,"1","1","1988","1","11218","2","1",,,,,,"1",,"4","2","1",,,,,,"1","4","4","4","2","4","3","4","2","6","6","1","2","1","0.57179558555281196","58.285496207112409","1","23-Mar-16","23-Mar-16"
"413","1248","25","200413","1","1","1","2","1",,,,"1",,,,"1","1",,"1","2","1","1","1","1","1","1","1","1",,,,"1","2","1","1","9","1","50","3","3",,,,"4","77","77","12","4","0","2","1",,"2","2","1","2","1","1","1","1","2","2","1","1","1","1","1","40","4",,,,,,"1","1","1",,,,,,"2",,,,,"4",,,,,,"4","3",,,,,"3","5","1","1","1","3","1","5",,,,,"1","1","1978","1","10026","2","1",,,,,,"1",,"6","1","8",,,,,,"42","4","4","4","4","4","4","4","2","12","4","1","2","1","0.79341389495755221","80.875969898420067","1","23-Mar-16","28-Mar-16"
"420","1086","18","200420","0","1",,,"1",,,,"1",,,,"1","1",,"1","2","1","2","2","6","1","1","6","1",,,,"1","4","1","2","1","1","16","4",,,,,,,,,,,,"1",,"1","2","2","2","1","2","1","1","1","1","2","1","1","2","1","999",,,,,,,"2","2","2","5",,,,,"2",,,,,"4",,,,,,"12","3",,,,,"6","7","5","2",,,"2","6","2",,,"3","1","1","1989","1","11219","2","1",,,,,,"1",,"4","2","1",,,,,,"2","4","4","4","4","2","3","4","1","77","6","1","2","1","0.53133222941839331","54.160898448597763","1","20-Mar-16","20-Mar-16"
"422","519","7","200422","0","1",,,"1",,,,"1",,,,"2","2",,"1","2","1","0","3","10","1","2","3","1",,,,"1","3","1","77","77","1","40","1","3",,,,"6","5","1","8","4","0","1","1",,"1","1","2","1","2","1","1","1","1","1","1","1","1","1","2","40","4",,,,,,"2","1","1",,,,,,"2",,,,,"4",,,,,,"3","3",,,,,"7","1","5","2",,,"4","1",,,,,"1","1","1986","1","11436","2","2",,,,,,"1",,"6","2","2",,,,,,"40","4","4","4","4","2","4","4","2","4","3","1","2","1","0.84135246489635684","85.762547211956388","1","6-Mar-16","6-Mar-16"
"423","1255","25","200423","1","1","1","2","1",,,,"1",,,,"1","1",,"1","2","1","1","1","11","1","1","2","1",,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1","1","1","2","2","1","1","1","80","2","77",,,,,"2","1","1",,,,,,"2",,,,,"4",,,,,,"2","3",,,,,"6","1","3","2",,,"2",,,,,,,"1","1986","1","10208","2","5",,,,,,"40","1","4","2","5",,,,,,"40","4","4","4","4","4","4","4","2","77","4","1","2","1","3.0599040581126613","311.90871507135978","2","23-Mar-16","23-Mar-16"
"424","1170","19","200424","1","1","1","2","1",,,,"1",,,,"2","2",,"1","2","1","0","2","6","1","1","2","1",,,,"1","2","1","1","9","1","40","3","2",,,"36",,"6","0","6","77","0","1","1",,"1","1","1","1","1","1","1","1","1","2","3","6","6","6","1","60","4",,,,,,"2","1","1",,,,,,"2",,,,,"4",,,,,,"4","3",,,,,"7","1","5","2",,,"2","2",,,,,"1","1","1980","1","10033","1","2",,,,,,"26","3","6","1","99",,,,,,"26","4","4","4","4","4","4","4","2","6","2",,"2","1","0.59270661964944837","60.417044664850067","1","22-Mar-16","22-Mar-16"
"585","1386","21","200585","1","1","1","2","1",,,,"1",,,,"1","99",,"1","2","1","3","3","2","1","1","3","1",,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1","1","1","1","2","4","3","1","40","2","2",,,"1",,"1","1","1",,,,,,"2",,,,,"4",,,,,,"12","3",,,,,"5","7","5","2",,,"3",,,,,,,"1","1987","1","11213","2","1",,,,,,"1",,"4","2","1",,,,,,"31","4","4","4","4","4","3","4","2","77","7","1","2","1","0.57179558555281196","58.285496207112409","1","25-Mar-16","28-Mar-16"
"436","1494","23","200436","1","1","1","2","1",,,,"1",,,,"1","1",,"1","2","1","2","2","4","1","2","3","1",,,,"1","2","1","1","8","1","35","3","3",,,,"3","0","0","12","2","0","2","1",,"1","2","2","2","1","1","1","1","1","1","1","4","1","1","2","35","1","2",,,"2",,"1","1","1",,,,,,"2",,,,,"4",,,,,,"3","3",,,,,"5","5","5","2",,,"1","3",,,,,"1","1","1974","1","10468","1","5",,,,,,"1",,"6","1","5",,,,,,"1","4","4","4","4","4","4","4","2","12","5","1","2","1","1.0432147666434257","106.33920908223428","1","29-Mar-16","29-Mar-16"
"437","1318","17","200437","0","1",,,"1",,,,"1",,,,"1","1",,"1","2","1","10","1","9","1","1","2","1",,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1","1","1","2","1","6","1","1","45","4",,,,,,"1","1","1",,,,,,"2",,,,,"5",,,,,,,"3",,,,,"6",,"5","2",,,"1",,,,,,,"1","1977","1","11219","2","1",,,,,,"1",,"4","2","1",,,,,,"1","4","4","4","4","3","3","4","2","7","12","1","2","1","2.1129687828518842","215.38367397431671","2","24-Mar-16","28-Mar-16"
"455","1257","25","200455","1","1","1","2","1",,,,"1",,,,"1","2",,"1","2","1","1","1","10","1","1","1","1",,,,"1","2","1","1","9","1","65","1","3",,,,"4","0","0","16","0","0","2","1",,"2","2","2","2","1","2","1","1","1","1","1","1","1","3","1","50","4",,,,,,"1","1","1",,,,,,"2",,,,,"4",,,,,,"4","3",,,,,"6","5","5","2",,,"1","5",,,,,"1","1","1971","1","10280","2","1",,,,,,"1",,"6","2","1",,,,,,"1","4","4","4","4","4","4","4","2","12","4",,"2","1","0.79341389495755221","80.875969898420067","1","23-Mar-16","23-Mar-16"
"456","75","4","200456","1","1","1","2","1",,,,"1",,,,"1","1",,"1","2","1","0","1","9","1","1","3","1",,,,"1","2","1","1","9","1","50","3","2",,,"12",,"6","0","6","6","4","1","1",,"2","2","2","2","2","1","1","1","1","1","1","2","5","5","1","50","2","1",,,,,"1","1","1",,,,,,"2",,,,,"5",,,,,,,"3",,,,,"6",,"3","2",,,"2","5",,,,,"1","1","1978","1","29707","2","1",,,,,,"1",,"6","2","1",,,,,,"1","4","4","4","4","4","4","4","2","12","5","1","2","1","0.63902561679499437","65.138532204551638","1","25-Feb-16","25-Feb-16"
"459","1330","24","200459","1","1","1","2","1",,,,"1",,,,"1","1",,"1","2","1","0","3","12","1","1","5","1",,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1","1","1","1","1","1","1","1","40","2","2",,,"3",,"4","1","1",,,,,,"2",,,,,"3",,,,,"3",,"3",,,,,"1","4","2","2",,,"3",,,,,,,"1","1993","1","11208","2","2",,,,,,"1",,"5","2","2",,,,,,"1","3","2","4","4","2","3","3","1","1","3","1","1","1","2.3753284994865793","242.12708832583988","2","24-Mar-16","24-Mar-16"
"460","797","14","200460","1","1","1","2","1",,,,"1",,,,"1","1",,"1","2","1","2","3","4","1","2","3","1",,,,"1","2","1","2","1","1","4","77",,,,,,,,,,,,"1",,"2","2","2","2","1","2","1","1","1","1","1","1","1","1","1","777",,,,,,,"1","1","77","6",,,,,"2",,,,,"1",,,,,,,,,,,,,,"2","2",,,"4","2",,,,,"1","1","1987","1","11235","2","3",,,,,,"21","3","3","2","3",,,,,,"21","4","4","4","3","4","4","4","2","77","77","1","2","1","1.42119242050637","144.86803943216202","1","14-Mar-16","14-Mar-16"
"463","1445","24","200463","1","1","1","2","1",,,,"1",,,,"1","2",,"1","2","1","0","1","2","1","1","3","1",,,,"1","2","1","2","77","2","40","4",,,,,,,,,,,,"2","7",,,,,,,"1","1","1","1","1","3","1","3","1","60","4",,,,,,"1","1","1",,,,,,"2",,,,,"4",,,,,,"16","1",,,,,,"3","5","2",,,"1",,,,,,,"1","1987","1","10453","2","2",,,,,,"35","2","5","2","2",,,,,,"35","4","4","4","4","4","2","4","2","6","3","1","2","1","0.94054488401761938","95.873642006221218","2","28-Mar-16","28-Mar-16"
"467","1474","20","200467","1","1","1","2","1",,,,"1",,,,"2","1",,"1","2","1","1","2","12","1","1","2","1",,,,"1","2","1","2","2","1","40","1","3",,,,"3","0","0","0","0","0","2","1",,"2","1","2","2","1","2","1","1","1","1","3","3","2","3","1","45","1","2",,,"2",,"3","1","1",,,,,,"2",,,,,"4",,,,,,"5","3",,,,,"5","1","5","2",,,"3","2",,,,,"1","1","1979","1","11222","2","3",,,,,,"21","3","6","2","3",,,,,,"75","4","4","4","4","4","4","4","2","12","6",,"2","1","3.5104029297180568","357.82993400990574","2","29-Mar-16","29-Mar-16"
"477","73","4","200477","0","1",,,"1",,,,"1",,,,"1","2",,"1","2","1","1","3","10","1","2","3","1",,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1","1","1","1","1","1","1","1","35","77",,,,,,"1","1","1",,,,,,"2",,,,,"5",,,,,,,"1",,,,,,,"5","2",,,"1",,,,,,,"99",,"1","11203","2","2",,,,,,"41","3","5","2","2",,,,,,"41","4","4","4","4","4","4","4","2","6","4",,"1","1","0.54573047346668457","55.62857119751277","1","24-Feb-16","28-Feb-16"
"486","914","4","200486","1","1","1","2","1",,,,"1",,,,"1","1",,"1","1","1","1","4","2","1","1","3","1",,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1","1","1","1","1","1","1","1","40","4",,,,,,"3","1","1",,,,,,"2",,,,,"4",,,,,,"3","3",,,,,"6","5","5","2",,,"3",,,,,,,"1","1976","1","11358","2","3",,,,,,"83","3","5","2","3",,,,,,"83","4","4","4","4","4","4","1","2","2","4",,"2","1","1.0507671683004696","107.10905671530168","1","17-Mar-16","17-Mar-16"
"487","407","1","200487","1","1","1","2","1",,,,"1",,,,"1","2",,"1","2","1","0","2","10","1","2","3","1",,,,"1","4","1","2","1","1","45","2","3",,,,"12",,,,,,"2","2","2",,,,,,,"1","1","1","1","1","6","6","6","1","48","4",,,,,,"3","1","1",,,,,,"2",,,,,"4",,,,,,"6","3",,,,,"3","7","5","2",,,"3",,,,,,,"1","1984","1","10034","1","1",,,,,,"56","2","4","1","1",,,,,,"56","4","4","4","4","4","3","4","2","1","2",,"2","2","0.33707681983977289","34.359638655276044","1","1-Mar-16","1-Mar-16"
"498","1175","19","200498","1","1","1","2","1",,,,"1",,,,"2","1",,"1","2","1","0","2","6","1","2","4","1",,,,"1","2","1","1","8","1","40","2","2",,,"16",,,,,,,"1","1",,"1","1","1","1","2","1","1","1","1","1","2","2","1","2","1","40","3","2",,,"2",,"1","1","1",,,,,,"2",,,,,"4",,,,,,"20","3",,,,,"6","4","5","2",,,"2","1",,,,,"1","1","1985","1","10306","2","1","3",,,,,"1",,"6","2","1",,,,,,"1","4","4","4","4","4","4","4","2","12","3","1","2","1","0.9910210416632067","101.01888616223748","1","22-Mar-16","22-Mar-16"
