"developmentteamdwid","projectid","type","entityname","firstname","lastname","entityindividualindicator","parententityname","individualrole","individualtitle","individualofficerequivalence","careof","housenumber","streetname","apartmentsuitefloor","city","state","zip","tradetype","borough","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"82908","50818","SUB CONTRACTOR","Crescent Energy Inc.","Rohan P.","DeFreitas","Individual","Crescent Energy Inc.","Both","COO","COO",,"80","Broad St., Suite 1902",,"New York","NEW YORK","10004",,"Manhattan","40.704322","-74.011581","1","1","9","1000038","1000110021","MN25"
"83742","59637","BORROWER LEGAL ENTITY","Goldstein Hall Pllc",,,"Entity","Goldstein Hall Pllc",,,,,"80","Broad Street","Suite 303","New York","NEW YORK","10004",,"Manhattan","40.704322","-74.011581","1","1","9","1000038","1000110021","MN25"
"83743","59637","BORROWER LEGAL ENTITY","Goldstein Hall Pllc","Ty","Brennan","Individual","Goldstein Hall Pllc","Officer","Principal",,,"80","Broad Street","Suite 303","New York","NEW YORK","10004",,"Manhattan","40.704322","-74.011581","1","1","9","1000038","1000110021","MN25"
"77833","55249","SUB CONTRACTOR","4 Brother Fence & Sons Inc.","Nick","Berisha","Individual","4 Brother Fence & Sons Inc.","Owner",,,,"10","Yellowstone Ave",,"White Plains","NEW YORK",,,,,,,,,,,
"85653","67458","BORROWER LEGAL ENTITY","JOE RISEBORO HARMAN STREET LLC",,,"Entity","JOE RISEBORO HARMAN STREET LLC",,,,,"80","Broad Street",,"New York","NEW YORK","10004",,"Manhattan","40.704322","-74.011581","1","1","9","1000038","1000110021","MN25"
"85857","65433","BORROWER LEGAL ENTITY","GOLDSTEIN HALL PLLC",,,"Entity","GOLDSTEIN HALL PLLC",,,,,"80","Broad Street",,"New York","NEW YORK","10004",,"Manhattan","40.704322","-74.011581","1","1","9","1000038","1000110021","MN25"
"77840","52435","BORROWER LEGAL ENTITY","Site 6 Commercial Managers LLC",,,"Entity","Site 6 Commercial LLC",,,,"c/o L&M Development Partners Inc","1865","Palmer Avenue","Ste 203","Larchmont","NEW YORK",,,,,,,,,,,
"86033","50204","BORROWER LEGAL ENTITY","GOLDSTEIN HALL PLLC","Niki","Tsismenakis","Individual","GOLDSTEIN HALL PLLC",,,,,"80","Broad Street",,"New York City","NEW YORK","10004",,"Manhattan","40.704322","-74.011581","1","1","9","1000038","1000110021","MN25"
"83486","58955","SUB CONTRACTOR","Oldcastle Precast","John","Connolly","Individual","Oldcastle Precast","Officer","VP",,,"123","CR 101",,"Selkirk","NEW YORK",,,,,,,,,,,
"86130","70648","BORROWER LEGAL ENTITY","GOLDSTEIN HALL PLLC","Rachel D","Jaffe","Individual","GOLDSTEIN HALL PLLC",,,,,"80","Broad Street",,"New York City","NEW YORK","10004",,"Manhattan","40.704322","-74.011581","1","1","9","1000038","1000110021","MN25"
"10020","49690","SUB CONTRACTOR","Ment Brothers Iron Works",,,"Entity","Ment Brothers Iron Works",,,,,"11","Broadway","Suite 1131","New York","NEW YORK","10004",,"Manhattan","40.705354","-74.013731","1","1","13","1000044","1000130005","MN25"
"10021","49690","SUB CONTRACTOR","Ment Brothers Iron Works","Belinda","Tello","Individual","Ment Brothers Iron Works","Both","President","CEO",,"11","Broadway","Suite 1131","New York","NEW YORK","10004",,"Manhattan","40.705354","-74.013731","1","1","13","1000044","1000130005","MN25"
"83487","58955","SUB CONTRACTOR","Oldcastle Precast","John","Hart","Individual","Oldcastle Precast","Officer","VP",,,"123","CR 101",,"Selkirk","NEW YORK",,,,,,,,,,,
"10047","49690","SUB CONTRACTOR","Emtec Metal Industries",,,"Entity","Emtec Metal Industries",,,,,"11","Broadway","Suite 1131","New York","NEW YORK","10004",,"Manhattan","40.705354","-74.013731","1","1","13","1000044","1000130005","MN25"
"10048","49690","SUB CONTRACTOR","Emtec Metal Industries","Winston","Malcolm","Individual","Emtec Metal Industries","Both","President","COO",,"11","Broadway","Suite 1131","New York","NEW YORK","10004",,"Manhattan","40.705354","-74.013731","1","1","13","1000044","1000130005","MN25"
"77908","45265","SUB CONTRACTOR","Aspro Plumbing Inc","Vincent","Aspromonte","Individual","Aspro Plumbing Inc","Both","President","CEO",,"165","East Drive",,"N. Massapequa","NEW YORK",,,,,,,,,,,
"77914","50352","GENERAL CONTRACTOR","Shaker Contracting",,,"Entity","Shaker Contracting",,,,,"251","Throggs Boulevard",,"Bronx","NEW YORK",,,"Bronx",,,,,,,,
"77915","50352","GENERAL CONTRACTOR","Shaker Contracting","Shabaz","Sher","Individual","Shaker Contracting","Officer",,,,"251","Throggs Boulevard",,"Bronx","NEW YORK",,,"Bronx",,,,,,,,
"77302","52817","BORROWER LEGAL ENTITY","Gouverneur Court Housing Development Fund Corporation",,,"Entity","Gouverneur Court Housing Development Fund Corporation",,,,,"2","Washington Street",,"New York","NEW YORK","10004",,"Manhattan","40.705137","-74.015585","1","1","13","1087080","1000157501","MN25"
"78190","59740","BORROWER LEGAL ENTITY","Community Access, Inc.",,,"Entity","Community Access, Inc.",,,,,"2","Washington St","floor 9","New York","NEW YORK","10004",,"Manhattan","40.705137","-74.015585","1","1","13","1087080","1000157501","MN25"
"77917","50352","SUB CONTRACTOR","Real windows LLC",,,"Entity","Real windows LLC",,,,"Real Windows LLC","1","Ashel Lane",,"Monsey","NEW YORK",,,,,,,,,,,
"77918","50352","SUB CONTRACTOR","A. Heating Inc.",,,"Entity","A. Heating Inc.",,,,"A. Heating Inc.","P.O. Box 190-147",,,"Brooklyn","NEW YORK",,,"Brooklyn",,,,,,,,
"77923","44348","SUB CONTRACTOR","TRIANGLE BUILDING PRODUCTS CORP.","Bruce","Latman","Individual","TRIANGLE BUILDING PRODUCTS CORP.","Both","President","CEO","Thomas Flaherty","2599","Route 112",,"Medford","NEW YORK",,,,,,,,,,,
"78191","59740","BORROWER LEGAL ENTITY","Community Access, Inc.","Ramesh","Shah","Individual","Community Access, Inc.","Officer","Committee Member",,"Community Access","2","Washington St","floor 9","New York","NEW YORK","10004",,"Manhattan","40.705137","-74.015585","1","1","13","1087080","1000157501","MN25"
"78192","59740","BORROWER LEGAL ENTITY","Community Access, Inc.","Mary","Massimo","Individual","Community Access, Inc.","Officer","Committee Member",,"Community Access","2","Washington St","floor 9","New York","NEW YORK","10004",,"Manhattan","40.705137","-74.015585","1","1","13","1087080","1000157501","MN25"
"83488","58955","SUB CONTRACTOR","Oldcastle Precast","John","LaMonica","Individual","Oldcastle Precast","Officer","VP",,,"123","CR 101",,"Selkirk","NEW YORK",,,,,,,,,,,
"78579","59740","BORROWER LEGAL ENTITY","Community Access, Inc.","Catherine","Patsos","Individual","Community Access, Inc.","Officer","Committee Member",,"Community Access","2","Washington St","floor 9","New York","NEW YORK","10004",,"Manhattan","40.705137","-74.015585","1","1","13","1087080","1000157501","MN25"
"78580","59740","BORROWER LEGAL ENTITY","111 East 172nd Street HDFC",,,"Entity","Community Access, Inc.",,,,,"2","Washington St","floor 9","New York","NEW YORK","10004",,"Manhattan","40.705137","-74.015585","1","1","13","1087080","1000157501","MN25"
"77924","44348","SUB CONTRACTOR","PIONEER WINDOWS INC.",,,"Entity","PIONEER WINDOWS INC.",,,,"Vincent Amato","3","Expressway Plaza","221","Roslyn Heights","NEW YORK",,,,,,,,,,,
"84391","59495","SUB CONTRACTOR","Supreme Floor Coverings",,,"Entity","Supreme Floor Coverings",,,,,"1072","Madison Ave",,"Lakewood","NEW JERSEY",,,,,,,,,,,
"84627","50933","SUB CONTRACTOR","Casur M&M",,,"Entity","Casur M&M",,,,,"305","Hillside Ave",,"Williston Park","NEW YORK",,,,,,,,,,,
"78581","59740","BORROWER LEGAL ENTITY","111 East 172nd Street HDFC","Margaret","Knox","Individual","111 East 172nd Street HDFC","Officer","Secretary",,"Community Access","2","Washington St","floor 9","New York","NEW YORK","10004",,"Manhattan","40.705137","-74.015585","1","1","13","1087080","1000157501","MN25"
"85411","63913","SUB CONTRACTOR","Lippolis Electric",,,"Entity","Lippolis Electric",,,,,"25","Seventh Street",,"Pelham","NEW YORK",,,,,,,,,,,
"77925","44348","SUB CONTRACTOR","PIONEER WINDOWS INC.","Vincent","Amato","Individual","PIONEER WINDOWS INC.","Both","President","CEO","Vincent Amato","3","Expressway Plaza","221","Roslyn Heights","NEW YORK",,,,,,,,,,,
"85412","63913","SUB CONTRACTOR","Boccella Precast LLC",,,"Entity","Boccella Precast LLC",,,,,"324","New Brooklyn Road",,"Berlin","NEW YORK",,,,,,,,,,,
"78582","59740","BORROWER LEGAL ENTITY","111 East 172nd Street HDFC","Stephen","Coe","Individual","111 East 172nd Street HDFC","Officer","President",,"community Access","2","Washington St","floor 9","New York","NEW YORK","10004",,"Manhattan","40.705137","-74.015585","1","1","13","1087080","1000157501","MN25"
"77926","44348","SUB CONTRACTOR","LONG ISLAND FIREPROOF  DOOR INC.",,,"Entity","LONG ISLAND FIREPROOF  DOOR INC.",,,,"Vincent Gallo","5","Harbor Park Drive",,"Port Washington","NEW YORK",,,,,,,,,,,
"85413","63913","SUB CONTRACTOR","Concrete Structures Inc",,,"Entity","Concrete Structures Inc",,,,,"960","Johnson Avenue",,"Ronkonkoma","NEW YORK",,,,,,,,,,,
"85414","63913","SUB CONTRACTOR","Hi-Lume Corp.",,,"Entity","Hi-Lume Corp.",,,,,"175","Kennedy Drive",,"Hauppauge","NEW YORK",,,,,,,,,,,
"78345","51425","GENERAL CONTRACTOR","Empire HD","Richard","DiBella","Individual","Empire HD","Both","President","CEO",,"99","Tulip Avenue","#203","Floral Park","NEW YORK",,,,,,,,,,,
"77927","44348","SUB CONTRACTOR","LONG ISLAND FIREPROOF  DOOR INC.","Vincent","Gallo","Individual","LONG ISLAND FIREPROOF  DOOR INC.","Both","President","CEO","Vincent Gallo","5","Harbor Park Drive",,"Port Washington","NEW YORK",,,,,,,,,,,
"78583","59740","BORROWER LEGAL ENTITY","111 East 172nd Street HDFC","Carolyn","Hedigan","Individual","111 East 172nd Street HDFC","Officer","Treasurer",,"Community Access","2","Washington St","floor 9","New York","NEW YORK","10004",,"Manhattan","40.705137","-74.015585","1","1","13","1087080","1000157501","MN25"
"77928","44348","SUB CONTRACTOR","CASSONE TRAILERS & CONTAINERS CO.",,,"Entity","CASSONE TRAILERS & CONTAINERS CO.",,,,"Mary Borg","1950","Lakeland Avenue",,"Ronkonkoma","NEW YORK",,,,,,,,,,,
"78348","51425","SUB CONTRACTOR","William & William Painting, Inc.",,,"Entity","William & William Painting, Inc.",,,,,"644","Sapphire Street",,"Lindenhurst","NEW YORK",,,,,,,,,,,
"78584","59740","BORROWER LEGAL ENTITY","CA 172nd St, Inc",,,"Entity","111 East 172nd Street HDFC",,,,,"2","Washington St","floor 9","New York","NEW YORK","10004",,"Manhattan","40.705137","-74.015585","1","1","13","1087080","1000157501","MN25"
"78585","59740","BORROWER LEGAL ENTITY","East 172nd St MM LLC",,,"Entity","CA 172nd St, Inc",,,,,"2","Washington St","floor 9","New York","NEW YORK","10004",,"Manhattan","40.705137","-74.015585","1","1","13","1087080","1000157501","MN25"
"78586","59740","BORROWER LEGAL ENTITY","111 East 172nd St Owners LLC",,,"Entity","East 172nd St MM LLC",,,,,"2","Washington St","floor 9","New York","NEW YORK","10004",,"Manhattan","40.705137","-74.015585","1","1","13","1087080","1000157501","MN25"
"83309","58936","BORROWER LEGAL ENTITY","985 Bruckner Boulevard Housing Development Fund Corporation","Steve","Coe","Individual","985 Bruckner Boulevard Housing Development Fund Corporation","Officer","President","COO","c/o Community Access, Inc.","2","Washington St","9th Floor","New York","NEW YORK","10004",,"Manhattan","40.705137","-74.015585","1","1","13","1087080","1000157501","MN25"
"77929","44348","SUB CONTRACTOR","CASSONE TRAILERS & CONTAINERS CO.","Pete","Kunz","Individual","CASSONE TRAILERS & CONTAINERS CO.","Officer","CFO","CFO","Mary Borg","1950","Lakeland Avenue",,"Ronkonkoma","NEW YORK",,,,,,,,,,,
"77930","44348","SUB CONTRACTOR","CERTIFIED GRAPHICS OF NY, INC.",,,"Entity","CERTIFIED GRAPHICS OF NY, INC.",,,,"Michael Borrico","404","Park Avenue South",,"New York, Ny","NEW YORK","10022",,"Manhattan","40.759889","-73.972014","5","4","102",,,"MN17"
"78935","44409","SUB CONTRACTOR","Urban Precast","David","Auriniger","Individual","Urban Precast","Officer","Managing Member",,,"6","Keifer Lane",,"Kingston","NEW YORK",,,,,,,,,,,
"77931","44348","SUB CONTRACTOR","CERTIFIED GRAPHICS OF NY, INC.","Michael","Borrico","Individual","CERTIFIED GRAPHICS OF NY, INC.","Officer","Owner","CEO","Michael Borrico","404","Park Avenue South",,"New York, Ny","NEW YORK","10022",,"Manhattan","40.759889","-73.972014","5","4","102",,,"MN17"
"77934","44348","SUB CONTRACTOR","BRETON STEEL CORPORATION",,,"Entity","BRETON STEEL CORPORATION",,,,"Mohsen Salehi","500","Sagard",,"St. Bruno",,,,,,,,,,,,
"77935","44348","SUB CONTRACTOR","BRETON STEEL CORPORATION","Mark","Breton","Individual","BRETON STEEL CORPORATION","Officer","CEO","CEO","Mohsen Salehi","500","Sagard",,"St. Bruno",,,,,,,,,,,,
"78936","44409","SUB CONTRACTOR","Copper Services LLC",,,"Entity","Copper Services LLC",,,,,"44470","37th Avenue",,"Long Island City","NEW YORK",,,"Queens",,,,,,,,
"77936","44348","SUB CONTRACTOR","CONCRETE STRUCTURES INC",,,"Entity","CONCRETE STRUCTURES INC",,,,"Americo Magalhaes","960","Johnson Avenue",,"Ronkonkoma","NEW YORK",,,,,,,,,,,
"77937","44348","SUB CONTRACTOR","CONCRETE STRUCTURES INC","Americo","Magalhaes","Individual","CONCRETE STRUCTURES INC","Both","President","CEO","Americo Magalhaes","960","Johnson Avenue",,"Ronkonkoma","NEW YORK",,,,,,,,,,,
"77938","44348","SUB CONTRACTOR","CONCRETE STRUCTURES INC","Americo","Magalhaes","Individual","CONCRETE STRUCTURES INC","Both","President","CEO","Americo Magalhaes","960","Johnson Avenue",,"Ronkonkoma","NEW YORK",,,,,,,,,,,
"77939","44348","SUB CONTRACTOR","URBAN PRECAST, LLC.",,,"Entity","URBAN PRECAST, LLC.",,,,"David Auringer","6","Kieffer Lane",,"Kingston","NEW YORK",,,,,,,,,,,
"77940","44348","SUB CONTRACTOR","URBAN PRECAST, LLC.","David","Auringer","Individual","URBAN PRECAST, LLC.","Both","President","CEO","David Auringer","6","Kieffer Lane",,"Kingston","NEW YORK",,,,,,,,,,,
"77949","48973","BORROWER LEGAL ENTITY","508 West 134th Street LLC","Nicola","DeAcetis","Individual","508 West 134th Street LLC","Owner","member",,,"161","Asharoken Ave",,"Asharoken","NEW YORK",,,,,,,,,,,
"85415","63913","SUB CONTRACTOR","Extreme Construction",,,"Entity","Extreme Construction",,,,,"20","Nami Lane",,"Hamilton","NEW JERSEY",,,,,,,,,,,
"77950","48973","GENERAL CONTRACTOR","MDG Design & Construction, LLC",,,"Entity","MDG Design & Construction, LLC",,,,,"1328","New York Avenue",,"Huntington Station","NEW YORK",,,,,,,,,,,
"77951","48973","GENERAL CONTRACTOR","MDG Design & Construction, LLC","Michael","Rooney","Individual","MDG Design & Construction, LLC","Owner","managing member",,,"9","Bareback Ct.",,"Nissequogue","NEW YORK",,,,,,,,,,,
"83310","58936","BORROWER LEGAL ENTITY","985 Bruckner Boulevard Housing Development Fund Corporation","Cal","Hedigan","Individual","985 Bruckner Boulevard Housing Development Fund Corporation","Officer","Treasurer",,"c/o Community Access, Inc.","2","Washington St","9th Floor","New York","NEW YORK","10004",,"Manhattan","40.705137","-74.015585","1","1","13","1087080","1000157501","MN25"
"77952","48973","GENERAL CONTRACTOR","MDG Design & Construction, LLC","Nicola","DeAcetis","Individual","MDG Design & Construction, LLC","Owner","member",,,"161 A","Asharoken Avenue",,"Asharoken","NEW YORK",,,,,,,,,,,
"86000","69246","BORROWER LEGAL ENTITY","CARROLL-BURKE HDFC",,,"Entity","CARROLL-BURKE HDFC",,,,,"194","Vyse Avenue",,"Bronx","NEW YORK",,,"Bronx",,,,,,,,
"77963","49716","BORROWER LEGAL ENTITY","FSG HDFC",,,"Entity","FSG HDFC",,,,,"2069","Virgil Place",,"Bronx","NEW YORK","10473",,"Bronx","40.821948","-73.853021","9","18","74",,,"BX09"
"83311","58936","BORROWER LEGAL ENTITY","985 Bruckner Boulevard Housing Development Fund Corporation","Christopher","Lacovara","Individual","985 Bruckner Boulevard Housing Development Fund Corporation","Officer","Director of Finance and Legal Affairs","CFO","c/o Community Access, Inc.","2","Washington St","9th Floor","New York","NEW YORK","10004",,"Manhattan","40.705137","-74.015585","1","1","13","1087080","1000157501","MN25"
"83312","58936","BORROWER LEGAL ENTITY","Community Access, Inc.",,,"Entity","985 Bruckner Boulevard Housing Development Fund Corporation",,,,"c/o Community Access, Inc.","2","Washington St","9th Floor","New York","NEW YORK","10004",,"Manhattan","40.705137","-74.015585","1","1","13","1087080","1000157501","MN25"
"83313","58936","BORROWER LEGAL ENTITY","Community Access, Inc.",,,"Entity","Community Access, Inc.",,,,"c/o Community Access, Inc.","2","Washington St","9th Floor","New York","NEW YORK","10004",,"Manhattan","40.705137","-74.015585","1","1","13","1087080","1000157501","MN25"
"83314","58936","BORROWER LEGAL ENTITY","Community Access, Inc.","Mary","Massimo","Individual","Community Access, Inc.","Officer","Member, Housing Committee",,"c/o Community Access, Inc.","2","Washington St","9th Floor","New York","NEW YORK","10004",,"Manhattan","40.705137","-74.015585","1","1","13","1087080","1000157501","MN25"
"83315","58936","BORROWER LEGAL ENTITY","Community Access, Inc.","Catherine","Patsos","Individual","Community Access, Inc.","Officer","Member, Housing Committee",,"c/o Community Access, Inc.","2","Washington St","9th Floor","New York","NEW YORK","10004",,"Manhattan","40.705137","-74.015585","1","1","13","1087080","1000157501","MN25"
"83316","58936","BORROWER LEGAL ENTITY","Community Access, Inc.","Ramesh","Shah","Individual","Community Access, Inc.","Officer","Member, Housing Committee",,"c/o Community Access, Inc.","2","Washington St","9th Floor","New York","NEW YORK","10004",,"Manhattan","40.705137","-74.015585","1","1","13","1087080","1000157501","MN25"
"83317","58936","BORROWER LEGAL ENTITY","Community Access, Inc.","Steve","Coe","Individual","Community Access, Inc.","Officer","CEO","CEO","c/o Community Access, Inc.","2","Washington St","9th Floor","New York","NEW YORK","10004",,"Manhattan","40.705137","-74.015585","1","1","13","1087080","1000157501","MN25"
"83318","58936","BORROWER LEGAL ENTITY","Community Access, Inc.","Cal","Hedigan","Individual","Community Access, Inc.","Officer","Deputy CEO","COO","c/o Community Access, Inc.","2","Washington St","9th Floor","New York","NEW YORK","10004",,"Manhattan","40.705137","-74.015585","1","1","13","1087080","1000157501","MN25"
"83319","58936","BORROWER LEGAL ENTITY","Community Access, Inc.","Christopher","Lacovara","Individual","Community Access, Inc.","Officer","Director of Finance and Legal Affairs","CFO","c/o Community Access, Inc.","2","Washington St","9th Floor","New York","NEW YORK","10004",,"Manhattan","40.705137","-74.015585","1","1","13","1087080","1000157501","MN25"
"77968","49716","GENERAL CONTRACTOR","Notias Construction Company",,,"Entity","Notias Construction Company",,,,,"20-10","120th Street",,"Flushing","NEW YORK","11356",,"Queens","40.781445","-73.847788","7","19","925",,,"QN23"
"84550","58936","BORROWER LEGAL ENTITY","985 Bruckner Boulevard Owners LLC",,,"Entity","985 Bruckner Boulevard Owners LLC",,,,"c/o Community Access, Inc.","2","Washington St","9th Floor","New York","NEW YORK","10004",,"Manhattan","40.705137","-74.015585","1","1","13","1087080","1000157501","MN25"
"77987","52396","SUB CONTRACTOR","Copper Services LLC",,,"Entity","Copper Services LLC",,,,,"44470","37th Avenue",,"Long Island City","NEW YORK",,,"Queens",,,,,,,,
"84551","58936","BORROWER LEGAL ENTITY","Bruckner Boulevard MM LLC",,,"Entity","985 Bruckner Boulevard Owners LLC",,,,"c/o Community Access, Inc.","2","Washington St","9th Floor","New York","NEW YORK","10004",,"Manhattan","40.705137","-74.015585","1","1","13","1087080","1000157501","MN25"
