"report_date","borough","geographic_subset","geographic_identifier","client_died","does_not_reside_in_nyc","no_risk","referred_person_has_sufficient","referred_person_retains","someone_else_willing_and","unable_to_locate","under_18","total_ineligible_by_geographic","client_died_by_geographic","does_not_reside_in_nyc_by","no_risk_by_geographic_subset","referred_person_has_sufficient_1","referred_person_retains_1","someone_else_willing_and_1","unable_to_locate_by_geographic","under_18_by_geographic_subset","total_ineligible_referrals","client_died_citywide","does_not_reside_in_nyc_1","no_risk_citywide","referred_person_has_sufficient_2","referred_person_retains_2","someone_else_willing_and_2","unable_to_locate_citywide","under_18_citywide","total_ineligible_referrals_1"
"2023-06-30T00:00:00.000","QUEENS","Zip Code","11421","1","1","2","9","0","4","3","0","20","16","42","371","661","7","477","298","11","1883","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","BRONX","Zip Code","10466","6","0","11","44","0","16","18","0","95","34","34","323","1058","9","266","432","2","2158","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","BRONX","Zip Code","10460","1","3","16","56","0","14","21","0","111","34","34","323","1058","9","266","432","2","2158","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","QUEENS","Zip Code","11366","0","0","1","2","0","3","2","0","8","16","42","371","661","7","477","298","11","1883","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","BRONX","Zip Code","10457","1","3","21","56","1","15","23","0","120","34","34","323","1058","9","266","432","2","2158","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","QUEENS","Zip Code","11379","0","0","4","9","0","6","3","0","22","16","42","371","661","7","477","298","11","1883","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","BRONX","Zip Code","10454","0","2","16","45","0","13","13","0","89","34","34","323","1058","9","266","432","2","2158","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","QUEENS","Zip Code","11374","0","1","8","8","1","10","0","0","28","16","42","371","661","7","477","298","11","1883","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","QUEENS","Zip Code","11355","1","2","8","12","0","21","10","0","54","16","42","371","661","7","477","298","11","1883","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","QUEENS","Zip Code","11378","0","1","5","7","0","8","4","0","25","16","42","371","661","7","477","298","11","1883","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","QUEENS","Community District","UNABLE TO MATCH","0","0","0","1","0","3","1","0","5","16","42","371","661","7","477","298","11","1883","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","QUEENS","Community District","12","3","4","71","97","1","82","49","1","308","16","42","371","661","7","477","298","11","1883","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","QUEENS","Community District","13","3","5","29","85","1","45","30","3","201","16","42","371","661","7","477","298","11","1883","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","QUEENS","Community District","8","2","4","18","42","2","43","23","0","134","16","42","371","661","7","477","298","11","1883","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","QUEENS","Community District","7","1","5","23","35","0","47","26","0","137","16","42","371","661","7","477","298","11","1883","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","MANHATTAN","Community District","UNABLE TO MATCH","0","0","2","3","0","1","0","0","6","24","36","315","773","5","302","395","1","1851","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","MANHATTAN","Community District","64","0","0","0","0","0","0","0","0","0","24","36","315","773","5","302","395","1","1851","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","MANHATTAN","Community District","10","1","3","36","109","1","35","54","0","239","24","36","315","773","5","302","395","1","1851","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","MANHATTAN","Community District","8","2","6","44","85","0","17","35","0","189","24","36","315","773","5","302","395","1","1851","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","MANHATTAN","Community District","5","1","2","11","26","1","12","21","0","74","24","36","315","773","5","302","395","1","1851","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","BROOKLYN","Community District","55","0","0","0","0","0","0","0","0","0","54","36","262","1069","25","516","458","1","2421","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","BROOKLYN","Community District","16","5","0","27","87","1","39","41","0","200","54","36","262","1069","25","516","458","1","2421","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","BROOKLYN","Community District","11","2","0","19","44","0","22","12","0","99","54","36","262","1069","25","516","458","1","2421","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","BROOKLYN","Community District","9","2","0","11","73","0","39","22","0","147","54","36","262","1069","25","516","458","1","2421","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","BROOKLYN","Community District","4","1","2","8","33","0","14","15","0","73","54","36","262","1069","25","516","458","1","2421","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","BROOKLYN","Community District","1","1","3","9","46","1","39","13","0","112","54","36","262","1069","25","516","458","1","2421","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","BRONX","Community District","11","3","1","24","54","1","19","19","0","121","34","34","323","1058","9","266","432","2","2158","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","BRONX","Community District","8","1","2","16","62","0","14","23","0","118","34","34","323","1058","9","266","432","2","2158","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","STATEN ISLAND","Zip Code","10306","1","3","15","15","0","11","7","0","52","3","14","92","135","1","68","64","0","377","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","STATEN ISLAND","Zip Code","10312","0","2","11","11","0","6","3","0","33","3","14","92","135","1","68","64","0","377","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","STATEN ISLAND","City Council District","50","1","5","29","32","0","23","21","0","111","3","14","92","135","1","68","64","0","377","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","QUEENS","City Council District","30","0","2","17","31","0","18","13","0","81","16","42","371","661","7","477","298","11","1883","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","BRONX","City Council District","UNABLE TO MATCH","0","1","2","0","0","0","2","0","5","34","34","323","1058","9","266","432","2","2158","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","BRONX","City Council District","13","3","0","31","58","1","21","24","0","138","34","34","323","1058","9","266","432","2","2158","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","QUEENS","City Council District","21","0","6","19","36","0","24","14","0","99","16","42","371","661","7","477","298","11","1883","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","MANHATTAN","Community District","2","1","1","5","20","0","9","16","0","52","24","36","315","773","5","302","395","1","1851","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","QUEENS","City Council District","28","1","1","39","81","0","55","36","3","216","16","42","371","661","7","477","298","11","1883","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","BROOKLYN","City Council District","48","7","2","18","45","2","31","26","0","131","54","36","262","1069","25","516","458","1","2421","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","MANHATTAN","City Council District","3","4","2","22","61","0","27","48","0","164","24","36","315","773","5","302","395","1","1851","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","QUEENS","Zip Code","11362","0","0","2","2","0","1","4","0","9","16","42","371","661","7","477","298","11","1883","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","BROOKLYN","Zip Code","11214","2","0","16","24","0","12","4","0","58","54","36","262","1069","25","516","458","1","2421","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","BROOKLYN","Zip Code","11222","1","0","1","4","1","5","2","0","14","54","36","262","1069","25","516","458","1","2421","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","BROOKLYN","Zip Code","11221","1","1","8","46","1","13","12","0","82","54","36","262","1069","25","516","458","1","2421","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","BROOKLYN","City Council District","37","4","3","17","58","1","22","29","0","134","54","36","262","1069","25","516","458","1","2421","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","BROOKLYN","Zip Code","11224","1","1","11","43","1","18","16","0","91","54","36","262","1069","25","516","458","1","2421","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","QUEENS","Zip Code","11101","0","1","4","8","0","11","2","1","27","16","42","371","661","7","477","298","11","1883","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","QUEENS","Zip Code","11106","1","1","12","27","0","6","2","0","49","16","42","371","661","7","477","298","11","1883","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","BROOKLYN","Zip Code","11233","4","0","8","55","1","21","31","0","120","54","36","262","1069","25","516","458","1","2421","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","QUEENS","Zip Code","11005","0","1","1","1","0","1","3","0","7","16","42","371","661","7","477","298","11","1883","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","BROOKLYN","Zip Code","11236","1","1","9","34","1","14","7","1","68","54","36","262","1069","25","516","458","1","2421","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","MANHATTAN","Zip Code","10016","0","1","10","18","0","5","14","0","48","24","36","315","773","5","302","395","1","1851","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","QUEENS","Zip Code","11040","0","0","0","0","0","0","0","0","0","16","42","371","661","7","477","298","11","1883","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","MANHATTAN","Zip Code","10003","1","1","7","16","0","7","10","0","42","24","36","315","773","5","302","395","1","1851","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","MANHATTAN","Zip Code","10004","0","0","0","0","0","1","1","0","2","24","36","315","773","5","302","395","1","1851","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","BROOKLYN","Zip Code","UNABLE TO MATCH","0","1","1","3","0","0","0","0","5","54","36","262","1069","25","516","458","1","2421","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","MANHATTAN","Zip Code","10009","1","0","23","30","0","11","21","0","86","24","36","315","773","5","302","395","1","1851","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","QUEENS","Zip Code","11109","0","0","0","0","0","0","0","0","0","16","42","371","661","7","477","298","11","1883","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","MANHATTAN","Zip Code","10013","0","0","0","8","0","0","3","0","11","24","36","315","773","5","302","395","1","1851","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","MANHATTAN","Zip Code","10075","0","2","8","12","0","2","4","0","28","24","36","315","773","5","302","395","1","1851","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","MANHATTAN","Zip Code","10024","0","0","6","17","1","8","6","0","38","24","36","315","773","5","302","395","1","1851","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","MANHATTAN","Zip Code","10022","0","3","5","12","0","6","4","0","30","24","36","315","773","5","302","395","1","1851","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","MANHATTAN","Zip Code","10069","0","0","0","0","0","1","1","0","2","24","36","315","773","5","302","395","1","1851","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","MANHATTAN","Zip Code","10021","0","1","13","22","0","2","9","0","47","24","36","315","773","5","302","395","1","1851","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","MANHATTAN","Zip Code","10019","1","3","4","16","1","10","14","0","49","24","36","315","773","5","302","395","1","1851","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","MANHATTAN","Zip Code","10017","0","0","1","2","0","3","2","0","8","24","36","315","773","5","302","395","1","1851","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","MANHATTAN","Zip Code","10031","1","0","14","33","0","15","10","0","73","24","36","315","773","5","302","395","1","1851","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","MANHATTAN","Zip Code","10011","2","1","8","17","0","7","16","0","51","24","36","315","773","5","302","395","1","1851","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","MANHATTAN","Zip Code","10038","0","2","2","7","0","5","3","0","19","24","36","315","773","5","302","395","1","1851","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","MANHATTAN","Zip Code","10065","0","2","5","7","0","3","3","0","20","24","36","315","773","5","302","395","1","1851","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","MANHATTAN","Zip Code","10030","0","0","6","36","0","7","15","0","64","24","36","315","773","5","302","395","1","1851","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","MANHATTAN","Zip Code","10039","1","0","10","31","0","6","9","0","57","24","36","315","773","5","302","395","1","1851","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","MANHATTAN","Zip Code","10037","1","1","9","17","0","5","10","0","43","24","36","315","773","5","302","395","1","1851","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","BRONX","City Council District","18","4","2","36","112","0","25","52","0","231","34","34","323","1058","9","266","432","2","2158","131","162","1363","3696","47","1629","1647","15","8690"
