"unique_key","created_date","closed_date","agency","agency_name","complaint_type","descriptor","additional_details","location_type","incident_zip","incident_address","street_name","cross_street_1","cross_street_2","intersection_street_1","intersection_street_2","address_type","city","landmark","status","due_date","resolution_description","resolution_action_updated","community_board","council_district","bbl","borough","x_coordinate_state_plane","y_coordinate_state_plane","open_data_channel_type","latitude","longitude","location"
"58606198","2023-08-24T11:11:18.000","2023-08-24T12:01:05.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In 'No Standing' Area","Street/Sidewalk","11222","205 GREENPOINT AVENUE","GREENPOINT AVENUE","MCGUINNESS BOULEVARD","NEWEL STREET","MCGUINNESS BOULEVARD","NEWEL STREET","ADDRESS","BROOKLYN","GREENPOINT AVENUE","Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2023-08-24T12:01:08.000","01 BROOKLYN","33","3025600050","BROOKLYN","997815","205425","MOBILE","40.7307328","-73.95111","POINT (-73.95111 40.7307328)"
"58609556","2023-08-24T10:53:04.000","2023-08-24T13:46:41.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked On Sidewalk","Street/Sidewalk","11201","29 GALLATIN PLACE","GALLATIN PLACE","FULTON STREET","LIVINGSTON STREET","FULTON STREET","LIVINGSTON STREET","ADDRESS","BROOKLYN","GALLATIN PLACE","Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2023-08-24T13:46:44.000","02 BROOKLYN","33","3001567501","BROOKLYN","987856","190772","MOBILE","40.6903697","-73.9867013","POINT (-73.9867013 40.6903697)"
"58612903","2023-08-24T10:40:12.000","2023-08-24T10:52:14.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In Crosswalk","Street/Sidewalk","11231","520 HENRY STREET","HENRY STREET","UNION STREET","PRESIDENT STREET","UNION STREET","PRESIDENT STREET","ADDRESS","BROOKLYN","HENRY STREET","Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2023-08-24T10:52:20.000","06 BROOKLYN","39","3003430023","BROOKLYN","984310","188248","ONLINE","40.6834399","-74.0000144","POINT (-74.0000144 40.6834399)"
"58612901","2023-08-24T10:31:08.000","2023-08-25T04:45:18.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In 'No Standing' Area","Street/Sidewalk","10462","1424 PARKER STREET","PARKER STREET","WESTCHESTER AVENUE","LYON AVENUE","WESTCHESTER AVENUE","LYON AVENUE","ADDRESS","BRONX","PARKER STREET","Closed",,"The Police Department responded and upon arrival those responsible for the condition were gone.","2023-08-25T04:45:21.000","10 BRONX","18","2039700035","BRONX","1026371","244108","MOBILE","40.8370672","-73.8479133","POINT (-73.8479133 40.8370672)"
"58607325","2023-08-24T09:48:19.000","2023-08-24T13:43:58.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In Bike Lane","Street/Sidewalk","11235","20 NEPTUNE AVENUE","NEPTUNE AVENUE","EAST 14 STREET","CASS PLACE","EAST 14 STREET","CASS PLACE","ADDRESS","BROOKLYN","NEPTUNE AVENUE","Closed",,"The Police Department responded and upon arrival those responsible for the condition were gone.","2023-08-24T13:44:03.000","15 BROOKLYN","48","3087100020","BROOKLYN","996672","151641","MOBILE","40.5825822","-73.955247","POINT (-73.955247 40.5825822)"
"58605120","2023-08-24T09:39:34.000","2023-08-24T10:02:52.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In Front Of Fire Hydrant","Street/Sidewalk","10001","402 WEST 35 STREET","WEST 35 STREET","9 AVENUE","LINCOLN TUNNEL EN W 35 ST","9 AVENUE","LINCOLN TUNNEL EN W35 ST","ADDRESS","NEW YORK","WEST 35 STREET","Closed",,"The Police Department issued a summons in response to the complaint.","2023-08-24T10:02:56.000","04 MANHATTAN","03","1007327501","MANHATTAN","985340","214036","MOBILE","40.7539335","-73.9965134","POINT (-73.9965134 40.7539335)"
"58611795","2023-08-24T09:14:26.000","2023-08-24T16:39:21.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In Crosswalk","Street/Sidewalk","10468","2310 CRESTON AVENUE","CRESTON AVENUE","EAST 183 STREET","FIELD PLACE","EAST 183 STREET","FIELD PLACE","ADDRESS","BRONX","CRESTON AVENUE","Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2023-08-24T16:39:27.000","05 BRONX","14","2031640005","BRONX","1011735","251973","PHONE","40.8581242","-73.900453","POINT (-73.900453 40.8581242)"
"58605121","2023-08-24T09:13:33.000","2023-08-24T09:55:22.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In Front Of Fire Hydrant","Street/Sidewalk","11414","149-30 88 STREET","88 STREET","WHITELAW ST PEDESTRIAN OVERPASS","151 AVENUE","WHITELAW ST PEDESTRIAN OVERPASS","151 AVENUE","ADDRESS","HOWARD BEACH","88 STREET","Closed",,"The Police Department issued a summons in response to the complaint.","2023-08-24T09:55:27.000","10 QUEENS","32","4114177502","QUEENS","1026591","183286","MOBILE","40.6692339","-73.8478923","POINT (-73.8478923 40.6692339)"
"58610681","2023-08-24T08:44:05.000","2023-08-24T11:30:30.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In Bike Lane","Street/Sidewalk","11235","12 NEPTUNE AVENUE","NEPTUNE AVENUE","EAST 14 STREET","CASS PLACE","EAST 14 STREET","CASS PLACE","ADDRESS","BROOKLYN","NEPTUNE AVENUE","Closed",,"The Police Department responded and upon arrival those responsible for the condition were gone.","2023-08-24T11:30:35.000","15 BROOKLYN","48","3087107501","BROOKLYN","996780","151670","MOBILE","40.5824529","-73.9545235","POINT (-73.9545235 40.5824529)"
"58611794","2023-08-24T07:31:57.000","2023-08-24T08:55:01.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked On Sidewalk","Street/Sidewalk","11205","2 PARK AVENUE","PARK AVENUE","NAVY STREET","MONUMENT WALK","NAVY STREET","MONUMENT WALK","ADDRESS","BROOKLYN","PARK AVENUE","Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2023-08-24T08:55:04.000","02 BROOKLYN","35",,"BROOKLYN","989818","192917","MOBILE","40.6961876","-73.9799204","POINT (-73.9799204 40.6961876)"
"58605119","2023-08-24T07:30:47.000","2023-08-24T08:37:15.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked On Sidewalk","Street/Sidewalk","11222","100 MESEROLE AVENUE","MESEROLE AVENUE","LORIMER STREET","MANHATTAN AVENUE","LORIMER STREET","MANHATTAN AVENUE","ADDRESS","BROOKLYN","MESEROLE AVENUE","Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2023-08-24T08:37:19.000","01 BROOKLYN","33","3026190001","BROOKLYN","997282","204143","MOBILE","40.7266988","-73.9531803","POINT (-73.9531803 40.7266988)"
"58612899","2023-08-24T06:20:13.000","2023-08-24T06:36:36.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In 'No Standing' Area","Street/Sidewalk","11249","102 SOUTH 2 STREET","SOUTH 2 STREET","WYTHE AVENUE","BERRY STREET","WYTHE AVENUE","BERRY STREET","ADDRESS","BROOKLYN","SOUTH2 STREET","Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2023-08-24T06:36:42.000","01 BROOKLYN","34","3024160022","BROOKLYN","994275","199367","ONLINE","40.713709","-73.9638307","POINT (-73.9638307 40.713709)"
"58608477","2023-08-24T05:10:05.000","2023-08-24T05:51:21.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In 'No Standing' Area","Street/Sidewalk","10467","3211 PARKSIDE PLACE","PARKSIDE PLACE","WEBSTER AVENUE","EAST 207 STREET","WEBSTER AVENUE","EAST207 STREET","ADDRESS","BRONX","PARKSIDE PLACE","Closed",,"The Police Department issued a summons in response to the complaint.","2023-08-24T05:51:26.000","07 BRONX","11","2033547501","BRONX","1019034","257802","MOBILE","40.8737386","-73.8748545","POINT (-73.8748545 40.8737386)"
"58597786","2023-08-23T22:54:23.000","2023-08-23T22:56:04.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In 'No Standing' Area","Street/Sidewalk","11249","102 SOUTH 2 STREET","SOUTH 2 STREET","WYTHE AVENUE","BERRY STREET","WYTHE AVENUE","BERRY STREET","ADDRESS","BROOKLYN","SOUTH2 STREET","Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2023-08-23T22:56:07.000","01 BROOKLYN","34","3024160022","BROOKLYN","994275","199367","ONLINE","40.713709","-73.9638307","POINT (-73.9638307 40.713709)"
"58600366","2023-08-23T22:53:42.000","2023-08-23T23:56:36.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In Front Of Fire Hydrant","Street/Sidewalk","11360","23-24 CORPORAL KENNEDY STREET","CORPORAL KENNEDY STREET","23 AVENUE","26 AVENUE","23 AVENUE","26 AVENUE","ADDRESS","BAYSIDE","CORPORAL KENNEDY STREET","Closed",,"The Police Department responded and upon arrival those responsible for the condition were gone.","2023-08-23T23:56:39.000","07 QUEENS","19","4058637501","QUEENS","1044320","222992","ONLINE","40.7792542","-73.7838678","POINT (-73.7838678 40.7792542)"
"58602764","2023-08-23T22:25:28.000","2023-08-24T05:26:14.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Double Parked","Street/Sidewalk","11379","69-80 79 STREET","79 STREET","69 DRIVE","COOPER AVENUE","69 DRIVE","COOPER AVENUE","ADDRESS","MIDDLE VILLAGE","79 STREET","Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2023-08-24T05:26:21.000","05 QUEENS","30",,"QUEENS","1019400","197283","MOBILE","40.7081032","-73.8732178","POINT (-73.8732178 40.7081032)"
"58596536","2023-08-23T21:19:13.000","2023-08-23T21:23:44.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In 'No Standing' Area","Street/Sidewalk","10019","911 8 AVENUE","8 AVENUE","WEST 54 STREET","WEST 55 STREET","WEST 54 STREET","WEST 55 STREET","ADDRESS","NEW YORK","8 AVENUE","Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2023-08-23T21:23:51.000","04 MANHATTAN","03","1010450029","MANHATTAN","988620","217947","ONLINE","40.7652326","-73.9844013","POINT (-73.9844013 40.7652326)"
"58597788","2023-08-23T20:34:58.000","2023-08-23T21:32:17.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In Front Of Fire Hydrant","Street/Sidewalk","11378","52-16 73 STREET","73 STREET","52 AVENUE","52 ROAD","52 AVENUE","52 ROAD","ADDRESS","MASPETH","73 STREET","Closed",,"The Police Department reviewed your complaint and provided additional information below.","2023-08-23T21:32:21.000","05 QUEENS","30","4024840048","QUEENS","1014637","206491","ONLINE","40.733296","-73.8906338","POINT (-73.8906338 40.733296)"
"58602765","2023-08-23T19:19:20.000","2023-08-23T20:08:20.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In Bike Lane","Street/Sidewalk","11238","509 VANDERBILT AVENUE","VANDERBILT AVENUE","FULTON STREET","ATLANTIC AVENUE","FULTON STREET","ATLANTIC AVENUE","ADDRESS","BROOKLYN","VANDERBILT AVENUE","Closed",,"The Police Department reviewed your complaint and provided additional information below.","2023-08-23T20:08:25.000","02 BROOKLYN","35","3020100017","BROOKLYN","993188","188084","MOBILE","40.6829714","-73.9675214","POINT (-73.9675214 40.6829714)"
"58604133","2023-08-23T17:47:28.000","2023-08-24T00:29:38.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Not Provided","Street/Sidewalk","10458","3015 PERRY AVENUE","PERRY AVENUE","EAST 201 STREET","EAST MOSHOLU PARKWAY SOUTH","EAST 201 STREET","EAST MOSHOLU PARKWAY SOUTH","ADDRESS","BRONX","PERRY AVENUE","Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2023-08-24T00:29:44.000","07 BRONX","11","2032990026","BRONX","1016692","256608","PHONE","40.8711122","-73.8829189","POINT (-73.8829189 40.8711122)"
"58603692","2023-08-23T17:39:45.000","2023-08-23T19:02:10.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Not Provided","Street/Sidewalk","11434","177-45 URSINA ROAD","URSINA ROAD","IRWIN PLACE","178 STREET","IRWIN PLACE","178 STREET","ADDRESS","JAMAICA","URSINA ROAD","Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2023-08-23T19:02:13.000","12 QUEENS","27","4124820160","QUEENS","1049079","188344","PHONE","40.6835788","-73.7664169","POINT (-73.7664169 40.6835788)"
"58600363","2023-08-23T16:14:43.000","2023-08-23T16:54:12.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In Bike Lane","Street/Sidewalk","11231","74 THIRD STREET","THIRD STREET","HOYT STREET","BOND STREET","HOYT STREET","BOND STREET","ADDRESS","BROOKLYN","3 STREET","Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2023-08-23T16:54:16.000","06 BROOKLYN","39","3004650012","BROOKLYN","986128","186141","MOBILE","40.6772173","-73.9932655","POINT (-73.9932655 40.6772173)"
"58594984","2023-08-23T15:56:35.000","2023-08-23T18:27:22.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Not Provided","Street/Sidewalk","10462","994 NEILL AVENUE","NEILL AVENUE","RADCLIFF AVENUE","COLDEN AVENUE","RADCLIFF AVENUE","COLDEN AVENUE","ADDRESS","BRONX","NEILL AVENUE","Closed",,"This complaint does not fall under the Police Department's jurisdiction.","2023-08-23T18:27:26.000","11 BRONX","13","2042670034","BRONX","1023111","249673","ONLINE","40.8516808","-73.8593637","POINT (-73.8593637 40.8516808)"
"58601557","2023-08-23T15:19:37.000","2023-08-23T16:34:23.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In Bike Lane","Street/Sidewalk","10312","5411 HYLAN BOULEVARD","HYLAN BOULEVARD","HUGUENOT AVENUE","IRVINGTON STREET","HUGUENOT AVENUE","IRVINGTON STREET","ADDRESS","STATEN ISLAND","HYLAN BOULEVARD","Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2023-08-23T16:34:25.000","03 STATEN ISLAND","51","5065500006","STATEN ISLAND","932392","130182","ONLINE","40.5240375","-74.1868513","POINT (-74.1868513 40.5240375)"
"58595270","2023-08-23T15:16:25.000","2023-08-23T23:07:05.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In 'No Standing' Area","Street/Sidewalk","11375","108-22 QUEENS BOULEVARD","QUEENS BOULEVARD","71 AVENUE","71 ROAD","71 AVENUE","71 ROAD","ADDRESS","FOREST HILLS","QUEENS BOULEVARD","Closed",,"The Police Department responded and upon arrival those responsible for the condition were gone.","2023-08-23T23:07:12.000","06 QUEENS","29","4032560009","QUEENS","1027697","202040","MOBILE","40.7205087","-73.8435905","POINT (-73.8435905 40.7205087)"
"58595272","2023-08-23T14:53:41.000","2023-08-23T18:28:11.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In Front Of Fire Hydrant","Street/Sidewalk","11207","169 COOPER STREET","COOPER STREET","CENTRAL AVENUE","WILSON AVENUE","CENTRAL AVENUE","WILSON AVENUE","ADDRESS","BROOKLYN","COOPER STREET","Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2023-08-23T18:28:14.000","04 BROOKLYN","37","3034350050","BROOKLYN","1010157","190156","MOBILE","40.6886118","-73.9068901","POINT (-73.9068901 40.6886118)"
"58601555","2023-08-23T14:29:28.000","2023-08-23T15:03:17.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked On Sidewalk","Street/Sidewalk","10453","1730 ANDREWS AVENUE","ANDREWS AVENUE","WEST 176 STREET","WEST TREMONT AVENUE","WEST 176 STREET","WEST TREMONT AVENUE","ADDRESS","BRONX","ANDREWS AVENUE","Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2023-08-23T15:03:21.000","05 BRONX","14","2028780178","BRONX","1007075","249031","MOBILE","40.8500023","-73.9173561","POINT (-73.9173561 40.8500023)"
"58597498","2023-08-23T13:40:02.000","2023-08-23T16:56:26.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Not Provided","Street/Sidewalk","11104","41-16 GREENPOINT AVENUE","GREENPOINT AVENUE","41 STREET","42 STREET","41 STREET","42 STREET","ADDRESS","SUNNYSIDE","GREENPOINT AVENUE","Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2023-08-23T16:56:31.000","02 QUEENS","26","4001970001","QUEENS","1005369","208921","PHONE","40.7400197","-73.9234684","POINT (-73.9234684 40.7400197)"
