"dbn","school_name","year","total_enrollment","grade_3k_pk_half_day_full","grade_k","grade_1","grade_2","grade_3","grade_4","grade_5","grade_6","grade_7","grade_8","grade_9","grade_10","grade_11","grade_12","female","female_1","male","male_1","asian","asian_1","black","black_1","hispanic","hispanic_1","multi_racial","multi_racial_1","native_american","native_american_1","white","white_1","missing_race_ethnicity_data","missing_race_ethnicity_data_1","students_with_disabilities","students_with_disabilities_1","english_language_learners","english_language_learners_1","poverty","poverty_1","economic_need_index"
"01M450","East Side Community School","2017-18","683","0","0","0","0","0","0","0","99","105","94","95","100","93","97","317","0.464","366","0.536","81","0.119","113","0.165","367","0.537","6","0.009","6","0.009","100","0.146","10","0.015","182","0.266","6","0.009","447","65.4%","62.9%"
"01M450","East Side Community School","2018-19","680","0","0","0","0","0","0","0","101","101","108","96","93","91","90","323","0.475","357","0.525","80","0.118","113","0.166","366","0.538","7","0.01","4","0.006","104","0.153","6","0.009","187","0.275","9","0.013","456","67.1%","65.4%"
"01M450","East Side Community School","2019-20","680","0","0","0","0","0","0","0","104","105","107","105","91","79","89","324","0.476","356","0.524","66","0.097","104","0.153","373","0.549","9","0.013","4","0.006","124","0.182","0","0.0","183","0.269","10","0.015","446","65.6%","65.3%"
"01M450","East Side Community School","2020-21","681","0","0","0","0","0","0","0","101","100","103","102","103","93","79","326","0.479","355","0.521","54","0.079","100","0.147","374","0.549","12","0.018","5","0.007","136","0.2","0","0.0","186","0.273","9","0.013","452","66.4%","64.2%"
"01M458","Forsyth Satellite Academy","2016-17","212","0","0","0","0","0","0","0","0","0","0","11","53","74","74","123","0.58","89","0.42","1","0.005","76","0.358","127","0.599","1","0.005","0","0.0","7","0.033","0","0.0","45","0.212","11","0.052","145","68.4%","64.9%"
"01M458","Forsyth Satellite Academy","2017-18","203","0","0","0","0","0","0","0","0","0","0","16","65","79","43","117","0.576","86","0.424","1","0.005","70","0.345","121","0.596","1","0.005","1","0.005","9","0.044","0","0.0","57","0.281","16","0.079","176","86.7%","85.0%"
"01M458","Forsyth Satellite Academy","2018-19","194","0","0","0","0","0","0","0","0","0","0","19","46","77","52","103","0.531","91","0.469","0","0.0","84","0.433","98","0.505","1","0.005","3","0.015","8","0.041","0","0.0","64","0.33","11","0.057","163","84.0%","85.4%"
"01M458","Forsyth Satellite Academy","2019-20","181","0","0","0","0","0","0","0","0","0","0","11","39","43","88","91","0.503","90","0.497","5","0.028","73","0.403","94","0.519","0","0.0","2","0.011","7","0.039","0","0.0","66","0.365","13","0.072","158","87.3%","89.5%"
"01M458","Forsyth Satellite Academy","2020-21","149","0","0","0","0","0","0","0","0","0","0","24","50","39","36","74","0.497","75","0.503","5","0.034","54","0.362","84","0.564","0","0.0","1","0.007","5","0.034","0","0.0","58","0.389","12","0.081","132","88.6%","90.7%"
"01M515","Lower East Side Preparatory High School","2016-17","559","0","0","0","0","0","0","0","0","0","0","0","276","146","137","248","0.444","311","0.556","347","0.621","60","0.107","139","0.249","2","0.004","1","0.002","10","0.018","0","0.0","30","0.054","390","0.698","186","33.3%","90.0%"
"01M515","Lower East Side Preparatory High School","2017-18","557","0","0","0","0","0","0","0","0","0","0","0","212","200","145","237","0.425","320","0.575","318","0.571","58","0.104","165","0.296","0","0.0","6","0.011","10","0.018","0","0.0","31","0.056","392","0.704","431","77.4%","Above 95%"
"26Q376","P.S. 376","2017-18","101","42","59","0","0","0","0","0","0","0","0","0","0","0","0","52","0.515","49","0.485","61","0.604","5","0.05","20","0.198","2","0.02","1","0.01","12","0.119","0","0.0","8","0.079","12","0.119","54","53.5%","43.0%"
"01M515","Lower East Side Preparatory High School","2018-19","543","0","0","0","0","0","0","0","0","0","0","44","151","124","224","231","0.425","312","0.575","274","0.505","51","0.094","206","0.379","0","0.0","2","0.004","10","0.018","0","0.0","46","0.085","390","0.718","404","74.4%","94.1%"
"01M515","Lower East Side Preparatory High School","2019-20","531","0","0","0","0","0","0","0","0","0","0","89","142","112","188","212","0.399","319","0.601","232","0.437","62","0.117","225","0.424","0","0.0","1","0.002","11","0.021","0","0.0","55","0.104","374","0.704","408","76.8%","Above 95%"
"01M515","Lower East Side Preparatory High School","2020-21","481","0","0","0","0","0","0","0","0","0","0","94","122","109","156","184","0.383","297","0.617","200","0.416","47","0.098","219","0.455","0","0.0","2","0.004","13","0.027","0","0.0","48","0.1","358","0.744","360","74.8%","Above 95%"
"01M539","New Explorations into Science, Technology and Math","2016-17","1745","0","100","151","124","118","113","113","154","137","121","161","149","126","178","866","0.496","879","0.504","579","0.332","140","0.08","193","0.111","90","0.052","11","0.006","720","0.413","12","0.007","107","0.061","7","0.004","441","25.3%","23.0%"
"01M539","New Explorations into Science, Technology and Math","2017-18","1734","0","100","116","149","122","116","112","152","149","136","145","163","146","128","831","0.479","903","0.521","575","0.332","134","0.077","204","0.118","107","0.062","13","0.007","692","0.399","9","0.005","140","0.081","14","0.008","415","23.9%","28.2%"
"01M539","New Explorations into Science, Technology and Math","2018-19","1754","0","100","116","119","148","116","109","145","141","145","162","154","158","141","833","0.475","921","0.525","584","0.333","118","0.067","199","0.113","119","0.068","13","0.007","697","0.397","24","0.014","150","0.086","28","0.016","430","24.5%","26.9%"
"01M539","New Explorations into Science, Technology and Math","2019-20","1806","0","100","115","120","122","144","114","153","145","139","202","162","140","150","902","0.499","904","0.501","615","0.341","133","0.074","207","0.115","141","0.078","9","0.005","701","0.388","0","0.0","176","0.097","23","0.013","433","24.0%","29.1%"
"01M539","New Explorations into Science, Technology and Math","2020-21","1791","0","99","109","117","122","116","136","147","145","136","174","202","152","136","911","0.509","880","0.491","624","0.348","111","0.062","208","0.116","155","0.087","6","0.003","682","0.381","5","0.003","223","0.125","30","0.017","420","23.5%","28.2%"
"01M650","Cascades High School","2016-17","239","0","0","0","0","0","0","0","0","0","0","29","56","74","80","124","0.519","115","0.481","9","0.038","82","0.343","131","0.548","1","0.004","3","0.013","13","0.054","0","0.0","29","0.121","6","0.025","185","77.4%","69.9%"
"01M650","Cascades High School","2017-18","241","0","0","0","0","0","0","0","0","0","0","34","80","73","54","132","0.548","109","0.452","10","0.041","95","0.394","127","0.527","0","0.0","4","0.017","5","0.021","0","0.0","34","0.141","7","0.029","205","85.1%","85.5%"
"01M650","Cascades High School","2018-19","187","0","0","0","0","0","0","0","0","0","0","18","74","55","40","89","0.476","98","0.524","5","0.027","90","0.481","90","0.481","0","0.0","0","0.0","2","0.011","0","0.0","37","0.198","4","0.021","162","86.6%","85.3%"
"01M650","Cascades High School","2019-20","168","0","0","0","0","0","0","0","0","0","0","24","56","57","31","74","0.44","94","0.56","3","0.018","74","0.44","89","0.53","1","0.006","0","0.0","1","0.006","0","0.0","58","0.345","7","0.042","152","90.5%","90.0%"
"01M650","Cascades High School","2020-21","167","0","0","0","0","0","0","0","0","0","0","13","62","62","30","68","0.407","99","0.593","4","0.024","56","0.335","103","0.617","1","0.006","1","0.006","2","0.012","0","0.0","55","0.329","13","0.078","140","83.8%","88.2%"
"01M696","Bard High School Early College","2016-17","548","0","0","0","0","0","0","0","0","0","0","140","154","140","114","338","0.617","210","0.383","141","0.257","88","0.161","97","0.177","7","0.013","1","0.002","213","0.389","1","0.002","16","0.029","0","0.0","250","45.6%","37.9%"
"01M696","Bard High School Early College","2017-18","588","0","0","0","0","0","0","0","0","0","0","168","136","152","132","371","0.631","217","0.369","167","0.284","80","0.136","100","0.17","11","0.019","0","0.0","230","0.391","0","0.0","30","0.051","1","0.002","259","44.0%","41.4%"
"01M696","Bard High School Early College","2018-19","615","0","0","0","0","0","0","0","0","0","0","173","169","128","145","379","0.616","236","0.384","178","0.289","66","0.107","108","0.176","15","0.024","0","0.0","248","0.403","0","0.0","47","0.076","1","0.002","258","42.0%","40.6%"
"01M696","Bard High School Early College","2019-20","613","0","0","0","0","0","0","0","0","0","0","164","167","163","119","350","0.571","263","0.429","163","0.266","78","0.127","121","0.197","20","0.033","0","0.0","231","0.377","0","0.0","65","0.106","0","0.0","259","42.3%","42.5%"
"01M696","Bard High School Early College","2020-21","636","0","0","0","0","0","0","0","0","0","0","152","159","167","158","356","0.56","280","0.44","152","0.239","84","0.132","124","0.195","23","0.036","2","0.003","250","0.393","1","0.002","83","0.131","0","0.0","249","39.2%","40.1%"
"01M839","Tompkins Square Middle School","2016-17","374","0","0","0","0","0","0","0","128","124","122","0","0","0","0","200","0.535","174","0.465","99","0.265","60","0.16","132","0.353","7","0.019","3","0.008","72","0.193","1","0.003","103","0.275","14","0.037","251","67.1%","56.9%"
"01M839","Tompkins Square Middle School","2017-18","373","0","0","0","0","0","0","0","125","122","126","0","0","0","0","198","0.531","175","0.469","86","0.231","51","0.137","144","0.386","10","0.027","3","0.008","78","0.209","1","0.003","103","0.276","8","0.021","259","69.4%","68.0%"
"01M839","Tompkins Square Middle School","2018-19","362","0","0","0","0","0","0","0","120","122","120","0","0","0","0","193","0.533","169","0.467","78","0.215","47","0.13","147","0.406","11","0.03","3","0.008","76","0.21","0","0.0","100","0.276","7","0.019","244","67.4%","66.6%"
"01M839","Tompkins Square Middle School","2019-20","358","0","0","0","0","0","0","0","117","120","121","0","0","0","0","179","0.5","179","0.5","59","0.165","51","0.142","155","0.433","14","0.039","2","0.006","77","0.215","0","0.0","99","0.277","6","0.017","232","64.8%","64.2%"
"01M839","Tompkins Square Middle School","2020-21","354","0","0","0","0","0","0","0","123","113","118","0","0","0","0","177","0.5","177","0.5","60","0.169","53","0.15","156","0.441","6","0.017","1","0.003","78","0.22","0","0.0","101","0.285","15","0.042","234","66.1%","62.1%"
"02M001","P.S. 001 Alfred E. Smith","2016-17","356","34","50","48","55","53","53","63","0","0","0","0","0","0","0","178","0.5","178","0.5","216","0.607","41","0.115","84","0.236","2","0.006","1","0.003","11","0.031","1","0.003","89","0.25","83","0.233","204","57.3%","68.0%"
"02M001","P.S. 001 Alfred E. Smith","2017-18","318","24","44","51","46","47","55","51","0","0","0","0","0","0","0","158","0.497","160","0.503","170","0.535","56","0.176","82","0.258","2","0.006","1","0.003","6","0.019","1","0.003","90","0.283","64","0.201","257","80.8%","84.3%"
"02M001","P.S. 001 Alfred E. Smith","2018-19","295","29","35","40","42","47","47","55","0","0","0","0","0","0","0","137","0.464","158","0.536","147","0.498","53","0.18","84","0.285","2","0.007","1","0.003","7","0.024","1","0.003","85","0.288","56","0.19","229","77.6%","83.4%"
"02M001","P.S. 001 Alfred E. Smith","2019-20","247","18","27","35","38","39","47","43","0","0","0","0","0","0","0","111","0.449","136","0.551","112","0.453","55","0.223","64","0.259","1","0.004","0","0.0","15","0.061","0","0.0","75","0.304","49","0.198","189","76.5%","81.7%"
"26Q376","P.S. 376","2018-19","173","54","65","54","0","0","0","0","0","0","0","0","0","0","0","90","0.52","83","0.48","102","0.59","8","0.046","34","0.197","4","0.023","1","0.006","24","0.139","0","0.0","22","0.127","24","0.139","81","46.8%","40.2%"
"02M001","P.S. 001 Alfred E. Smith","2020-21","233","22","31","27","34","38","38","43","0","0","0","0","0","0","0","106","0.455","127","0.545","111","0.476","54","0.232","54","0.232","1","0.004","0","0.0","13","0.056","0","0.0","65","0.279","46","0.197","177","76.0%","80.9%"
"02M002","P.S. 002 Meyer London","2016-17","603","36","77","76","81","98","129","106","0","0","0","0","0","0","0","283","0.469","320","0.531","487","0.808","34","0.056","75","0.124","0","0.0","0","0.0","7","0.012","0","0.0","121","0.201","191","0.317","Above 95%","Above 95%","80.3%"
"02M002","P.S. 002 Meyer London","2017-18","552","22","88","69","81","79","93","120","0","0","0","0","0","0","0","261","0.473","291","0.527","434","0.786","29","0.053","82","0.149","1","0.002","1","0.002","5","0.009","0","0.0","126","0.228","180","0.326","Above 95%","Above 95%","91.0%"
"02M002","P.S. 002 Meyer London","2018-19","483","20","63","84","67","78","79","92","0","0","0","0","0","0","0","220","0.455","263","0.545","367","0.76","39","0.081","71","0.147","0","0.0","0","0.0","6","0.012","0","0.0","114","0.236","153","0.317","450","93.2%","90.9%"
"02M002","P.S. 002 Meyer London","2019-20","449","28","54","55","86","66","78","82","0","0","0","0","0","0","0","211","0.47","238","0.53","316","0.704","46","0.102","80","0.178","0","0.0","0","0.0","7","0.016","0","0.0","103","0.229","144","0.321","Above 95%","Above 95%","92.1%"
"02M002","P.S. 002 Meyer London","2020-21","421","24","61","54","60","83","63","76","0","0","0","0","0","0","0","195","0.463","226","0.537","287","0.682","44","0.105","77","0.183","0","0.0","0","0.0","13","0.031","0","0.0","103","0.245","127","0.302","Above 95%","Above 95%","90.4%"
"02M003","P.S. 003 Charrette School","2016-17","778","50","132","118","103","117","111","147","0","0","0","0","0","0","0","393","0.505","385","0.495","52","0.067","42","0.054","105","0.135","34","0.044","6","0.008","538","0.692","1","0.001","146","0.188","32","0.041","115","14.8%","13.9%"
"02M003","P.S. 003 Charrette School","2017-18","753","54","126","134","113","98","120","108","0","0","0","0","0","0","0","369","0.49","384","0.51","65","0.086","43","0.057","104","0.138","34","0.045","4","0.005","502","0.667","1","0.001","157","0.208","24","0.032","165","21.9%","20.2%"
"02M003","P.S. 003 Charrette School","2018-19","731","54","125","111","127","100","99","115","0","0","0","0","0","0","0","357","0.488","374","0.512","69","0.094","39","0.053","119","0.163","38","0.052","4","0.005","461","0.631","1","0.001","154","0.211","32","0.044","168","23.0%","18.4%"
"02M003","P.S. 003 Charrette School","2019-20","714","67","118","117","106","120","89","97","0","0","0","0","0","0","0","335","0.469","379","0.531","62","0.087","43","0.06","107","0.15","32","0.045","3","0.004","467","0.654","0","0.0","143","0.2","23","0.032","137","19.2%","21.3%"
"02M003","P.S. 003 Charrette School","2020-21","600","48","96","92","94","90","102","78","0","0","0","0","0","0","0","291","0.485","309","0.515","48","0.08","37","0.062","103","0.172","20","0.033","1","0.002","390","0.65","1","0.002","114","0.19","19","0.032","115","19.2%","21.8%"
"02M006","P.S. 006 Lillie D. Blake","2016-17","683","40","100","99","104","112","119","109","0","0","0","0","0","0","0","330","0.483","353","0.517","89","0.13","14","0.02","50","0.073","14","0.02","3","0.004","512","0.75","1","0.001","114","0.167","22","0.032","44","6.4%","9.5%"
"02M006","P.S. 006 Lillie D. Blake","2017-18","694","78","100","105","93","97","106","115","0","0","0","0","0","0","0","340","0.49","354","0.51","103","0.148","17","0.024","45","0.065","8","0.012","2","0.003","517","0.745","2","0.003","118","0.17","20","0.029","83","12.0%","12.4%"
"02M006","P.S. 006 Lillie D. Blake","2018-19","671","83","104","109","100","90","86","99","0","0","0","0","0","0","0","343","0.511","328","0.489","115","0.171","16","0.024","41","0.061","8","0.012","2","0.003","488","0.727","1","0.001","113","0.168","22","0.033","83","12.4%","10.5%"
"02M006","P.S. 006 Lillie D. Blake","2019-20","648","70","109","100","106","96","81","86","0","0","0","0","0","0","0","330","0.509","318","0.491","126","0.194","13","0.02","50","0.077","11","0.017","1","0.002","445","0.687","2","0.003","113","0.174","14","0.022","57","8.8%","8.6%"
"02M006","P.S. 006 Lillie D. Blake","2020-21","592","66","97","98","91","91","79","70","0","0","0","0","0","0","0","303","0.512","289","0.488","117","0.198","11","0.019","58","0.098","10","0.017","0","0.0","394","0.666","2","0.003","88","0.149","21","0.035","67","11.3%","7.5%"
"02M011","P.S. 011 William T. Harris","2016-17","931","18","146","154","131","156","181","145","0","0","0","0","0","0","0","464","0.498","467","0.502","139","0.149","68","0.073","224","0.241","39","0.042","3","0.003","458","0.492","0","0.0","125","0.134","32","0.034","262","28.1%","27.5%"
