"complaint_number","incident_address","incident_address_1","incident_address_2","incident_address_3","incident_address_4","complaint_type_311","descriptor_1_311","complaint_status","date_received","deleted","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"T-11-06-11-0141","1728","SHEEPSHEAD BAY ROAD","1728 SHEEPSHEAD BAY ROAD","11235","Brooklyn","Indoor Air Quality","Ventilation","05-Close","2011-06-11T16:26:49.000","No","40.585521","-73.951634","15","48","606","3247005","3087700013","Sheepshead Bay-Gerritsen Beach-Manhattan Beach"
"T-11-06-11-0142","45-36","39 PLACE","45-36 39 PLACE","11104","Queens","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-06-11T22:16:26.000","No","40.743002","-73.925381","2","26","179","4002633","4001950044","Hunters Point-Sunnyside-West Maspeth"
"T-11-06-12-0143","750","CLASSON AVENUE","750 CLASSON AVENUE","11238","Brooklyn","Asbestos","N/A","05-Close","2011-06-12T00:24:52.000","No","40.674406","-73.960254","8","35","215","3029246","3011670018","Prospect Heights"
"T-11-06-12-0144","621","WEST 227 STREET","621 WEST 227 STREET","10463","Bronx","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-06-12T14:19:26.000","No","40.880572","-73.915948","8","11","29302","2083360","2057310843","Spuyten Duyvil-Kingsbridge"
"T-10-07-31-0559","221-26","HEMPSTEAD AVENUE","221-26 HEMPSTEAD AVENUE","11429","Queens","Indoor Air Quality","Other (Explain Below)","05-Close","2010-07-31T13:36:06.000","No","40.712471","-73.732661","13","27","568","4536032","4111570018","Queens Village"
"T-11-04-29-0409","1063","50 STREET","1063 50 STREET","11219","Brooklyn","Asbestos","N/A","05-Close","2011-04-29T10:53:05.000","No","40.637594","-73.99786","12","44","220","3137634","3056390064","Borough Park"
"T-11-06-12-0145","140","ALCOTT PLACE","140 ALCOTT PLACE","10475","Bronx","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-06-12T16:06:16.000","No","40.872008","-73.830217","10","12","46201","2095394","2051410120","Co-op City"
"T-11-06-13-0146","63","WALL STREET","63 WALL STREET","10005","Manhattan","Indoor Air Quality","Other (Explain Below)","05-Close","2011-06-13T07:32:30.000","No","40.705843","-74.008516","1","1","7","1000828","1000270009","Battery Park City-Lower Manhattan"
"T-11-06-13-0147","1150","EAST 99 STREET","1150 EAST 99 STREET","11236","Brooklyn","Asbestos","N/A","05-Close","2011-06-13T09:05:58.000","No","40.64059","-73.894475","18","46","1012","3231938","3082440068","Canarsie"
"T-11-06-13-0148","630","WEST 246 STREET","630 WEST 246 STREET","10471","Bronx","Indoor Air Quality","Ventilation","05-Close","2011-06-13T09:02:05.000","No","40.89239","-73.911267","8","11","30701","2094979","2059090825","North Riverdale-Fieldston-Riverdale"
"T-11-06-13-0149","170-30","130 AVENUE","170-30 130 AVENUE","11434","Queens","Indoor Air Quality","Ventilation","05-Close","2011-06-13T10:36:20.000","No","40.676795","-73.771088","12","28","33402","4436341","4124950002","Springfield Gardens North"
"T-11-06-13-0150","1892","MORRIS AVENUE","1892 MORRIS AVENUE","10453","Bronx","Indoor Air Quality","Ventilation","05-Close","2011-06-13T12:26:05.000","No","40.849197","-73.908169","5","14","23301","2007622","2028050031","Mount Hope"
"T-11-06-13-0151","1406","ST JOHN PLACE","1406 ST JOHN PLACE","11213","Brooklyn","Asbestos","N/A","05-Close","2011-06-13T13:30:01.000","No","40.670629","-73.931937","8","35","351","3037069","3013840034","Crown Heights North"
"T-11-06-13-0152","1188","LINCOLN PLACE","1188 LINCOLN PLACE","11213","Brooklyn","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-06-13T14:23:11.000","No","40.670078","-73.937409","8","35","337","3037262","3013880032","Crown Heights North"
"T-11-06-13-0153","561","EAST 187 STREET","561 EAST 187 STREET","10458","Bronx","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-06-13T16:00:51.000","No","40.856201","-73.888762","6","15","387","2011722","2030560027","Belmont"
"T-11-06-13-0154","585","KNICKERBOCKER AVENUE","585 KNICKERBOCKER AVENUE","11221","Brooklyn","Asbestos","N/A","05-Close","2011-06-13T17:36:08.000","No","40.696515","-73.914301","4","37","433","3326407","3033440002","Bushwick North"
"T-11-06-13-0155","617","EAST 9 STREET","617 EAST 9 STREET","10009","Manhattan","Indoor Air Quality","Dust from Construction","05-Close","2011-06-13T17:41:48.000","No","40.725927","-73.979475","3","2","28","1088216","1003920053","Lower East Side"
"T-11-06-13-0156","2844","WEST 36 STREET","2844 WEST 36 STREET","11224","Brooklyn","Indoor Air Quality","Ventilation","05-Close","2011-06-13T18:31:57.000","No","40.575976","-74.001976","13","47","328","3188694","3070040025","Seagate-Coney Island"
"T-11-06-13-0157","107-30","126 STREET","107-30 126 STREET","11419","Queens","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-06-13T19:32:46.000","No","40.685647","-73.81721","10","28","164","4205838","4096050021","South Ozone Park"
"T-11-06-13-0158","420","WEST BROADWAY","420 WEST BROADWAY","10012","Manhattan","Indoor Air Quality","Other (Explain Below)","05-Close","2011-06-13T20:45:57.000","No","40.72504","-74.00153","2","1","49","1007725","1005020004","SoHo-TriBeCa-Civic Center-Little Italy"
"T-11-06-13-0159","1505","GRAND CONCOURSE","1505 GRAND CONCOURSE","10452","Bronx","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-06-13T20:43:24.000","No","40.841216","-73.912614","4","14","209","2008010","2028350026","West Concourse"
"T-11-06-13-0160","1832","GLEASON AVENUE","1832 GLEASON AVENUE","10472","Bronx","Indoor Air Quality","Other (Explain Below)","05-Close","2011-06-13T21:08:19.000","No","40.830125","-73.864414","9","18","70","2024345","2037550044","Soundview-Bruckner"
"T-11-06-14-0162","778","MC DONALD AVENUE","778 MC DONALD AVENUE","11218","Brooklyn","Indoor Air Quality","Other (Explain Below)","05-Close","2011-06-14T08:25:25.000","No","40.634877","-73.977918","12","39","478",,,"Borough Park"
"T-11-06-14-0163","2145A","AMSTERDAM AVENUE","2145A AMSTERDAM AVENUE","10032","Manhattan","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-06-14T08:37:19.000","No","40.838811","-73.937677","12","10","249",,,"Washington Heights South"
"T-11-06-14-0164","778","MAC DONOUGH STREET","778 MAC DONOUGH STREET","11233","Brooklyn","Indoor Air Quality","Other (Explain Below)","05-Close","2011-06-14T09:00:50.000","No","40.684246","-73.915492","16","41","373","3389982","3015020031","Ocean Hill"
"T-11-06-14-0165","94-12","40 ROAD","94-12 40 ROAD","11373","Queens","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-06-14T09:20:42.000","No","40.748184","-73.87194","4","21","465","4039628","4015880060","Elmhurst"
"T-11-06-14-0166","115","LINCOLN ROAD","115 LINCOLN ROAD","11225","Brooklyn","Indoor Air Quality","Other (Explain Below)","05-Close","2011-06-14T13:30:17.000","No","40.661077","-73.958799","9","40","79801","3379187","3013270026","Prospect Lefferts Gardens-Wingate"
"T-11-06-14-0167","241","BEDFORD AVENUE","241 BEDFORD AVENUE","11211","Brooklyn","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-06-14T14:44:57.000","No","40.715821","-73.959872","1","34","553","3421591","3023527501","North Side-South Side"
"T-11-06-14-0168","30-44","29 STREET","30-44 29 STREET","11102","Queens","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-06-14T14:46:22.000","No","40.766515","-73.923914","1","22","73","4006953","4005777501","Old Astoria"
"T-11-06-14-0169","800","FOOD CENTER DRIVE","800 FOOD CENTER DRIVE","10474","Bronx","Indoor Air Quality","Ventilation","05-Close","2011-06-14T14:57:34.000","No","40.805255","-73.876414","2","17","93","2088215","2027800073","Hunts Point"
"T-11-06-14-0170","99","MESEROLE STREET","99 MESEROLE STREET","11206","Brooklyn","Indoor Air Quality","Dust from Construction","05-Close","2011-06-14T16:09:56.000","No","40.707839","-73.945836","1","34","505","3327920","3030420026","East Williamsburg"
"T-11-06-14-0171","25","THOMPSON STREET","25 THOMPSON STREET","10013","Manhattan","Indoor Air Quality","Dust from Construction","05-Close","2011-06-14T21:25:02.000","No","40.722935","-74.004279","2","1","47","1007105","1004760042","SoHo-TriBeCa-Civic Center-Little Italy"
"T-11-06-14-0172","909","HUNTINGTON AVENUE","909 HUNTINGTON AVENUE","10465","Bronx","Indoor Air Quality","Other (Explain Below)","05-Close","2011-06-14T23:07:37.000","No","40.82756","-73.83041","10","13","166","2079834","2055370085","Schuylerville-Throgs Neck-Edgewater Park"
"T-10-07-01-0016","184","ASCAN AVENUE","184 ASCAN AVENUE","11375","Queens","Asbestos","N/A","05-Close","2010-07-01T14:35:14.000","No","40.713096","-73.843875","6","29","749","4078583","4032820005","Forest Hills"
"T-10-08-14-0234","147-27","38 AVENUE","147-27 38 AVENUE","11354","Queens","Indoor Air Quality","Other (Explain Below)","05-Close","2010-08-14T21:18:03.000","No","40.76371","-73.818039","7","20","1163","4443435","4050160007","Murray Hill"
"T-10-08-16-0261","153","153 WEST 132 STREET","153 153 WEST 132 STREET","10027","Manhattan","Indoor Air Quality","Other (Explain Below)","05-Close","2010-08-16T16:19:56.000","No",,,,,,,,
"T-10-11-08-0134","390","SCHENCK AVENUE","390 SCHENCK AVENUE","11207","Brooklyn","Indoor Air Quality","Other (Explain Below)","05-Close","2010-11-08T18:50:52.000","No","40.671182","-73.888064","5","42","1160","3323727","3040270001","East New York"
"T-11-06-14-0173","246","WEST 112 STREET","246 WEST 112 STREET","10026","Manhattan","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-06-14T23:30:11.000","No","40.801379","-73.956126","10","9","216","1086528","1018270053","Central Harlem South"
"T-11-06-15-0174","2075","GRAND CONCOURSE","2075 GRAND CONCOURSE","10451","Bronx","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-06-15T07:45:19.000","No","40.853318","-73.902897","5","14","23501","2013742","2031600020","Mount Hope"
"T-11-06-15-0175","2075","GRAND CONCOURSE","2075 GRAND CONCOURSE","10453","Bronx","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-06-15T08:06:10.000","No","40.853318","-73.902897","5","14","23501","2013742","2031600020","Mount Hope"
"T-11-06-15-0176","1618","EAST 15 STREET","1618 EAST 15 STREET","11229","Brooklyn","Indoor Air Quality","Other (Explain Below)","05-Close","2011-06-15T08:52:18.000","No","40.609889","-73.958506","15","48","554","3182410","3067770012","Homecrest"
"T-11-06-15-0177","111","WADSWORTH AVENUE","111 WADSWORTH AVENUE","10033","Manhattan","Indoor Air Quality","Other (Explain Below)","05-Close","2011-06-15T09:19:13.000","No","40.848209","-73.936139","12","10","263","1079921","1021620001","Washington Heights South"
"T-11-06-15-0178","133-38","SANFORD AVENUE","133-38 SANFORD AVENUE","11355","Queens","Indoor Air Quality","Dust from Construction","05-Close","2011-06-15T09:32:35.000","No","40.75589","-73.830423","7","20","849","4115369","4051217501","Flushing"
"T-11-06-15-0179","46","SULLIVAN STREET","46 SULLIVAN STREET","11231","Brooklyn","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-06-15T10:03:59.000","No","40.676995","-74.011014","6","38","53","3008556","3005560032","Carroll Gardens-Columbia Street-Red Hook"
"T-11-06-15-0185","4","MALCOM X BOULEVARD","4 MALCOM X BOULEVARD","11221","Brooklyn","Indoor Air Quality","Ventilation","05-Close","2011-06-15T13:18:29.000","No","40.694237","-73.931321","3","36","289","3043176","3015990036","Stuyvesant Heights"
"T-11-06-15-0186","250","WEST 26 STREET","250 WEST 26 STREET","10001","Manhattan","Mold","Public Complaint - Comm Location","05-Close","2011-06-15T14:28:17.000","No","40.746608","-73.995705","4","3","91","1014206","1007750064","Hudson Yards-Chelsea-Flatiron-Union Square"
"T-11-06-15-0187","250","WEST 26 STREET","250 WEST 26 STREET","10001","Manhattan","Asbestos","N/A","05-Close","2011-06-15T14:34:38.000","No","40.746608","-73.995705","4","3","91","1014206","1007750064","Hudson Yards-Chelsea-Flatiron-Union Square"
"T-11-06-15-0188","100","WEST 94 STREET","100 WEST 94 STREET","10025","Manhattan","Indoor Air Quality","Other (Explain Below)","05-Close","2011-06-15T16:06:27.000","No","40.791582","-73.968548","7","6","177","1084572","1012240029","Upper West Side"
"T-11-06-15-0189","76-18","25 AVENUE","76-18 25 AVENUE","11370","Queens","Indoor Air Quality","Other (Explain Below)","05-Close","2011-06-15T18:21:02.000","No","40.762474","-73.892044","3","22","30904","4023116","4010530009","Jackson Heights"
"T-11-06-15-0190","102","WEST 80 STREET","102 WEST 80 STREET","10024","Manhattan","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-06-15T20:27:25.000","No","40.782759","-73.975308","7","6","165","1031765","1012100037","Upper West Side"
"T-11-06-15-0191","4522","BEACH 45 STREET","4522 BEACH 45 STREET","11224","Brooklyn","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-06-15T20:31:20.000","No","40.575451","-74.010932","13","47","336","3189439","3070380007","Seagate-Coney Island"
"T-11-06-15-0192","420","WEST BROADWAY","420 WEST BROADWAY","10012","Manhattan","Indoor Air Quality","Other (Explain Below)","05-Close","2011-06-15T22:32:25.000","No","40.72504","-74.00153","2","1","49","1007725","1005020004","SoHo-TriBeCa-Civic Center-Little Italy"
"T-11-06-16-0193","205","CHRYSTIE STREET","205 CHRYSTIE STREET","10002","Manhattan","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-06-16T00:58:18.000","No","40.722232","-73.991746","3","1","3601","1005715","1004260025","Chinatown"
"T-11-06-16-0194","1466","BROADWAY","1466 BROADWAY","10036","Manhattan","Indoor Air Quality","Dust from Construction","05-Close","2011-06-16T09:33:28.000","No","40.755569","-73.986465","5","4","113","1022579","1009947502","Midtown-Midtown South"
"T-11-06-16-0196","160","SCHERMERHORN STREET","160 SCHERMERHORN STREET","11201","Brooklyn","Indoor Air Quality","Other (Explain Below)","05-Close","2011-06-16T10:21:15.000","No","40.689525","-73.987452","2","33","43","3394335","3001700015","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"T-11-06-16-0197","2405","MARION AVENUE","2405 MARION AVENUE","10458","Bronx","Asbestos","N/A","05-Close","2011-06-16T10:30:37.000","No","40.858962","-73.895083","5","15","39902","2010993","2030220031","Bedford Park-Fordham North"
"T-11-06-16-0198","511","WEST 157 STREET","511 WEST 157 STREET","10032","Manhattan","Indoor Air Quality","Dust from Construction","05-Close","2011-06-16T11:04:16.000","No","40.833119","-73.942611","12","7","241","1089242","1021160031","Washington Heights South"
"T-11-06-16-0199","2007","NEWBOLD AVENUE","2007 NEWBOLD AVENUE","10462","Bronx","Indoor Air Quality","Ventilation","05-Close","2011-06-16T11:20:24.000","No","40.832643","-73.856784","9","18","92","2026282","2038050078","Westchester-Unionport"
"T-11-06-16-0200","130","WEST 47 STREET","130 WEST 47 STREET","10036","Manhattan","Indoor Air Quality","Dust from Construction","05-Close","2011-06-16T11:28:11.000","No","40.758445","-73.982829","5","4","125","1022668","1009990046","Midtown-Midtown South"
"T-11-06-16-0201","390","RIDGEWOOD AVENUE","390 RIDGEWOOD AVENUE","11208","Brooklyn","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-06-16T13:11:06.000","No","40.684997","-73.874369","5","37","117602","3092190","3041290028","Cypress Hills-City Line"
"T-11-06-16-0203","2130","CROTONA AVENUE","2130 CROTONA AVENUE","10457","Bronx","Indoor Air Quality","Other (Explain Below)","05-Close","2011-06-16T15:40:42.000","No","40.849193","-73.887812","6","15","371","2102390","2030980001","East Tremont"
"T-11-06-16-0204","30","EAST 30 STREET","30 EAST 30 STREET","10016","Manhattan","Indoor Air Quality","Other (Explain Below)","05-Close","2011-06-16T15:29:19.000","No","40.745111","-73.984503","5","2","74","1080777","1008590026","Midtown-Midtown South"
"T-11-06-16-0205","30","EAST 30 STREET","30 EAST 30 STREET","10016","Manhattan","Mold","Public Complaint - Comm Location","05-Close","2011-06-16T15:46:24.000","No","40.745111","-73.984503","5","2","74","1080777","1008590026","Midtown-Midtown South"
"T-11-06-16-0206","367","DOUGLASS STREET","367 DOUGLASS STREET","11217","Brooklyn","Asbestos","N/A","05-Close","2011-06-16T16:07:47.000","No","40.678956","-73.980813","6","39","131","3019182","3009430069","Park Slope-Gowanus"
"T-11-06-16-0207","37","WEST 26 STREET","37 WEST 26 STREET","10010","Manhattan","Indoor Air Quality","Ventilation","05-Close","2011-06-16T16:23:42.000","No","40.744179","-73.989902","5","3","58","1015634","1008280009","Hudson Yards-Chelsea-Flatiron-Union Square"
"T-11-06-17-0208","141","WEST 73 STREET","141 WEST 73 STREET","10023","Manhattan","Indoor Air Quality","Ventilation","05-Close","2011-06-17T05:28:59.000","No","40.778624","-73.979527","7","6","157","1030011","1011450012","Lincoln Square"
"T-11-06-17-0209","1796","VYSE AVENUE","1796 VYSE AVENUE","10460","Bronx","Indoor Air Quality","Other (Explain Below)","05-Close","2011-06-17T05:39:54.000","No","40.837583","-73.885472","3","17","161","2010807","2029980014","Crotona Park East"
"T-11-06-17-0210","1742","NOSTRAND AVENUE","1742 NOSTRAND AVENUE","11226","Brooklyn","Indoor Air Quality","Dust from Construction","05-Close","2011-06-17T09:55:17.000","No","40.643517","-73.948799","17","45","826","3327301","3051730035","Erasmus"
"T-11-06-17-0211","28","METROPOLITAN OVAL","28 METROPOLITAN OVAL","10462","Bronx","Asbestos","N/A","05-Close","2011-06-17T11:00:07.000","No","40.838182","-73.859103","9","18","21002","2096713","2039437501","Parkchester"
"T-11-06-17-0212","424","EAST 77 STREET","424 EAST 77 STREET","10075","Manhattan","Indoor Air Quality","Other (Explain Below)","05-Close","2011-06-17T11:12:22.000","No","40.770711","-73.952929","8","5","132","1045970","1014710036","Lenox Hill-Roosevelt Island"
"T-11-06-17-0213","4522","BEACH 45 STREET","4522 BEACH 45 STREET","11224","Brooklyn","Indoor Air Quality","Chemical Vapors/Gases/Odors","05-Close","2011-06-17T11:58:59.000","No","40.575451","-74.010932","13","47","336","3189439","3070380007","Seagate-Coney Island"
