"boro_block_lot","condo_section","address","neighborhood","building_classification","total_units","year_built","gross_sqft","estimated_gross_income","gross_income_per_sqft","estimated_expense","expense_per_sqft","net_operating_income","full_market_value","market_value_per_sqft","boro_block_lot_1","address_1","neighborhood_1","building_classification_1","total_units_1","year_built_1","gross_sqft_1","estimated_gross_income_1","gross_income_per_sqft_1","estimated_expense_1","expense_per_sqft_1","net_operating_income_1","full_market_value_1","market_value_per_sqft_1","distance_from_condo_in_miles","boro_block_lot_2","address_2","neighborhood_2","building_classification_2","total_units_2","year_built_2","gross_sqft_2","estimated_gross_income_2","gross_income_per_sqft_2","estimated_expense_2","expense_per_sqft_2","net_operating_income_2","full_market_value_2","market_value_per_sqft_2","distance_from_condo_in_miles_1","boro_block_lot_3","address_3","neighborhood_3","building_classification_3","total_units_3","year_built_3","gross_sqft_3","estimated_gross_income_3","gross_income_per_sqft_3","estimated_expense_3","expense_per_sqft_3","net_operating_income_3","full_market_value_3","market_value_per_sqft_3","distance_from_condo_in_miles_2","report_year"
"1-00911-7502","0119-R1","250 EAST 31 STREET","MURRAY HILL","R4  -ELEVATOR","25","1983","27950","1500915","53.7","400244","14.32","1100671","8939003","319.82","1-00911-0028","249 EAST 30 STREET","MURRAY HILL","D5  -ELEVATOR","12","1917","11044","594719","53.85","182889","16.56","411830","3704000","335.39","0","1-00888-0031","153 EAST 32 STREET","MURRAY HILL","D5  -ELEVATOR","71","1920","62188","3275442","52.67","895507","14.4","2379935","15825000","254.47","0.15","1-00914-0011","221 EAST 33 STREET","MURRAY HILL","D1  -ELEVATOR","45","1900","35508","1906780","53.7","508475","14.32","1398305","10386000","292.5","0.15","2019"
"1-00193-7501","0120-R1","395 BROADWAY","TRIBECA","R4  -ELEVATOR","64","1915","119640","5254589","43.92","1524214","12.74","3730375","30295978","253.23","1-00427-0002","10 STANTON STREET","LOWER EAST SIDE","D3  -ELEVATOR","146","1900","167453","7354536","43.92","2133351","12.74","5221185","44134000","263.56","0.67","1-00274-0014","75 MONROE STREET","LOWER EAST SIDE","D3  -ELEVATOR","24","1900","10785","474756","44.02","145598","13.5","329158","2375000","220.21","0.7","1-00470-0005","160 MOTT STREET","LITTLE ITALY","D1  -ELEVATOR","35","1910","11967","514461","42.99","153178","12.8","361283","2663000","222.53","0.41","2019"
"1-00500-7501","0123-R1","116 WOOSTER STREET","SOHO","R4  -ELEVATOR","15","1907","20752","812648","39.16","300489","14.48","512159","4159000","200.41","1-00504-0036","100 SULLIVAN STREET","SOHO","D1  -ELEVATOR","70","1920","33750","1321650","39.16","488700","14.48","832950","11997000","355.47","0.18","1-00506-0016","30 CHARLTON STREET","SOHO","D1  -ELEVATOR","86","1920","44256","1711822","38.68","637286","14.4","1074536","13720000","310.01","0.27","1-00462-0035","223 EAST 6 STREET","EAST VILLAGE","D1  -ELEVATOR","86","1996","91680","3630528","39.6","1349530","14.72","2280998","21862000","238.46","0.62","2019"
"1-00746-7502","0124-R1","344 WEST 23 STREET","CHELSEA","R4  -ELEVATOR","44","1985","53937","2642913","49","806358","14.95","1836555","14915998","276.54","1-00719-0020","433 WEST 21 STREET","CHELSEA","D1  -ELEVATOR","69","1930","63956","3135123","49.02","892186","13.95","2242937","16212000","253.49","0.18","1-00738-0015","335 WEST 14 STREET","CHELSEA","D1  -ELEVATOR","28","1900","28321","1387729","49","423399","14.95","964330","7097000","250.59","0.37","1-00797-0074","160 WEST 22 STREET","CHELSEA","D1  -ELEVATOR","51","2000","41423","2014815","48.64","618445","14.93","1396370","14676000","354.3","0.34","2019"
"1-01116-7501","0125-R1","1900 BROADWAY","UPPER WEST SIDE (59-79)","R4  -ELEVATOR","655","1970","806195","36762492","45.6","8392490","10.41","28370002","230407000","285.8","1-01117-0047","34 WEST 65 STREET","UPPER WEST SIDE (59-79)","D1  -ELEVATOR","49","1939","37716","1719850","45.6","392624","10.41","1327226","8261000","219.03","0.05","1-01117-0055","56 WEST 65 STREET","UPPER WEST SIDE (59-79)","D1  -ELEVATOR","53","1937","33312","1515030","45.48","304139","9.13","1210891","11118000","333.75","0.05","1-01117-0025","9 WEST 64 STREET","UPPER WEST SIDE (59-79)","D1  -ELEVATOR","35","1930","21528","996531","46.29","268454","12.47","728077","4116000","191.19","0.05","2019"
"1-01120-7501","0126-R1","45 WEST 67 STREET","UPPER WEST SIDE (59-79)","R4  -ELEVATOR","171","1983","179545","9323772","51.93","2840402","15.82","6483370","52655005","293.27","1-01122-0022","19 WEST 69 STREET","UPPER WEST SIDE (59-79)","D3  -ELEVATOR","83","1916","42642","2336355","54.79","724061","16.98","1612294","13092000","307.02","0.1","1-01126-0026","9 WEST 73 STREET","UPPER WEST SIDE (59-79)","D1  -ELEVATOR","12","1900","8303","407345","49.06","121639","14.65","285706","2321000","279.54","0.3",,,,,,,,,,,,,,,,"2019"
"1-01464-7501","0134-R1","400 EAST 70 STREET","UPPER EAST SIDE (59-79)","R4  -ELEVATOR","216","1984","248163","14289226","57.58","5541480","22.33","8747746","71046005","286.29","1-01422-0048","210 EAST 68 STREET","UPPER EAST SIDE (59-79)","D6  -ELEVATOR","217","1929","243802","14069813","57.71","3956906","16.23","10112907","82124000","336.85","0.29","1-01455-0021","1113 YORK AVENUE","UPPER EAST SIDE (59-79)","D8  -ELEVATOR","210","2009","283848","16304229","57.44","5290927","18.64","11013302","89446000","315.12","0.44",,,,,,,,,,,,,,,,"2019"
"1-00502-7501","0135-R1","426 WEST BROADWAY","SOHO","R4  -ELEVATOR","35","1900","34821","1560677","44.82","509431","14.63","1051246","8537994","245.2","1-00504-0031","110 SULLIVAN STREET","SOHO","D1  -ELEVATOR","60","1920","38880","1774483","45.64","610416","15.7","1164067","10625000","273.28","0.09","1-00504-0036","100 SULLIVAN STREET","SOHO","D1  -ELEVATOR","70","1920","33750","1512675","44.82","493763","14.63","1018912","11997000","355.47","0.09","1-00506-0016","30 CHARLTON STREET","SOHO","D1  -ELEVATOR","86","1920","44256","1962311","44.34","643925","14.55","1318386","13720000","310.01","0.17","2019"
"1-00944-7501","0137-R1","311 EAST 38 STREET","KIPS BAY","R4  -ELEVATOR","118","1984","119395","6072430","50.86","1460201","12.23","4612229","37457965","313.73","1-00935-0053","312 EAST 30 STREET","KIPS BAY","D6  -ELEVATOR","70","1986","47820","2464643","51.54","689564","14.42","1775079","16003000","334.65","0.45","1-00934-0020","339 EAST 28 STREET","KIPS BAY","D8  -ELEVATOR","123","1900","110139","5516863","50.09","1454936","13.21","4061927","27824000","252.63","0.53","1-01335-0039","328 EAST 43 STREET","MIDTOWN EAST","D3  -ELEVATOR","62","1928","48892","2486647","50.86","597949","12.23","1888698","7765000","158.82","0.2","2019"
"1-01414-7501","0139-R1","220 EAST 60 STREET","UPPER EAST SIDE (59-79)","R4  -ELEVATOR","137","1965","102271","5519566","53.97","1393954","13.63","4125612","33506003","327.62","1-01439-0042","320 EAST 65 STREET","UPPER EAST SIDE (59-79)","D3  -ELEVATOR","71","1930","58325","3147800","53.97","794970","13.63","2352830","19379000","332.26","0.28","1-01437-0041","330 EAST 63 STREET","UPPER EAST SIDE (59-79)","D1  -ELEVATOR","90","1949","70992","3889652","54.79","1170658","16.49","2718994","17593000","247.82","0.21","1-01369-0037","422 EAST 58 STREET","MIDTOWN EAST","D3  -ELEVATOR","24","1939","18654","1001533","53.69","302195","16.2","699338","4043000","216.74","0.3","2019"
"1-00742-7501","0142-R1","305 WEST 18 STREET","CHELSEA","R4  -ELEVATOR","60","1950","52698","2332413","44.26","583894","11.08","1748519","14200999","269.48","1-00719-0020","433 WEST 21 STREET","CHELSEA","D1  -ELEVATOR","69","1930","63956","2830693","44.26","708632","11.08","2122061","16212000","253.49","0.22","1-00768-0077","274 WEST 19 STREET","CHELSEA","D1  -ELEVATOR","25","1920","22506","1031675","45.84","243740","10.83","787935","7316000","325.07","0.17","1-00738-0015","335 WEST 14 STREET","CHELSEA","D1  -ELEVATOR","28","1900","28321","1252921","44.24","342118","12.08","910803","7097000","250.59","0.18","2019"
"1-01294-7501","0144-R1","500 PARK AVENUE","MIDTOWN CBD","R4  -ELEVATOR","56","1982","176494","8972955","50.84","2878617","16.31","6094338","49494994","280.43","1-01379-0066","4 EAST 65 STREET","UPPER EAST SIDE (59-79)","D3  -ELEVATOR","20","1915","22344","1135969","50.84","364431","16.31","771538","5348000","239.35","0.31","1-01426-9035","218 EAST 72 STREET","UPPER EAST SIDE (59-79)","D3  -ELEVATOR","148","1975","156200","7925588","50.74","2291454","14.67","5634134","53222000","340.73","0.71","1-01369-0037","422 EAST 58 STREET","MIDTOWN EAST","D3  -ELEVATOR","24","1939","18654","952660","51.07","269550","14.45","683110","4043000","216.74","0.59","2019"
"1-01344-7501","0145-R1","335 EAST 51 STREET","MIDTOWN EAST","R4  -ELEVATOR","97","1963","67540","2958252","43.8","1058352","15.67","1899900","15429999","228.46","1-01369-0037","422 EAST 58 STREET","MIDTOWN EAST","D3  -ELEVATOR","24","1939","18654","823947","44.17","275893","14.79","548054","4043000","216.74","0.33","1-01362-0012","20 BEEKMAN PLACE","MIDTOWN EAST","D3  -ELEVATOR","79","1957","98808","4287279","43.39","1484096","15.02","2803183","19584000","198.2","0.13","1-01335-0039","328 EAST 43 STREET","MIDTOWN EAST","D3  -ELEVATOR","62","1928","48892","2141470","43.8","766138","15.67","1375332","7765000","158.82","0.45","2019"
"1-00903-7502","0148-R1","381 2 AVENUE","GRAMERCY","R9  -CONDOPS","329","1931","321079","15318679","47.71","6126187","19.08","9192492","74646000","232.48","1-00901-0021","237 EAST 20 STREET","GRAMERCY","D3  -ELEVATOR","72","1929","74120","3536265","47.71","1112541","15.01","2423724","14256000","192.34","0.1","1-00934-0020","339 EAST 28 STREET","KIPS BAY","D8  -ELEVATOR","123","1900","110139","5207372","47.28","1837119","16.68","3370253","27824000","252.63","0.29","1-00925-0060","304 EAST 20 STREET","KIPS BAY","D8  -ELEVATOR","70","1948","56310","2692181","47.81","783272","13.91","1908909","14297000","253.9","0.2","2019"
"1-00537-7501","0153-R1","64 WEST 3 STREET","GREENWICH VILLAGE-CENTRAL","R9  -CONDOPS","11","1982","16407","923714","56.3","202134","12.32","721580","5860000","357.16","1-00532-0030","81 BLEECKER STREET","GREENWICH VILLAGE-CENTRAL","D5  -ELEVATOR","43","1900","26382","1485307","56.3","325026","12.32","1160281","10484000","397.39","0.19","1-00543-0048","136 WEST 4 STREET","GREENWICH VILLAGE-CENTRAL","D1  -ELEVATOR","30","1929","20874","1150366","55.11","275537","13.2","874829","4611000","220.9","0.15","1-00552-0010","82 WEST WASHINGTON PLACE","GREENWICH VILLAGE-CENTRAL","D3  -ELEVATOR","35","1900","27108","1526451","56.31","328007","12.1","1198444","7318000","269.96","0.2","2019"
"1-00792-7501","0157-R1","131 WEST 16 STREET","CHELSEA","R4  -ELEVATOR","48","1918","39792","1848736","46.46","536794","13.49","1311942","10654996","267.77","1-00791-0050","114 WEST 16 STREET","CHELSEA","D1  -ELEVATOR","41","1939","32736","1482941","45.3","425895","13.01","1057046","6255000","191.07","0.05","1-00797-0074","160 WEST 22 STREET","CHELSEA","D1  -ELEVATOR","51","2000","41423","1928655","46.56","602290","14.54","1326365","14676000","354.3","0.22","1-00792-0012","141 WEST 16 STREET","CHELSEA","D1  -ELEVATOR","48","1940","34662","1610397","46.46","467590","13.49","1142807","8888000","256.42","0","2019"
"1-00635-7501","0158-R1","33 BETHUNE STREET","GREENWICH VILLAGE-WEST","R4  -ELEVATOR","24","1930","42407","1642847","38.74","577159","13.61","1065688","8655003","204.09","1-00634-0047","337 WEST 11 STREET","GREENWICH VILLAGE-WEST","D5  -ELEVATOR","62","1965","53500","2077940","38.84","661260","12.36","1416680","16016000","299.36","0.04","1-00635-0042","123 BANK STREET","GREENWICH VILLAGE-WEST","D5  -ELEVATOR","49","1930","37064","1435859","38.74","504441","13.61","931418","14265000","384.87","0","1-00642-0004","110 HORATIO STREET","GREENWICH VILLAGE-WEST","D3  -ELEVATOR","121","1987","85030","3254098","38.27","1091785","12.84","2162313","36000000","423.38","0.15","2019"
"1-01150-7502","0159-R1","386 COLUMBUS AVENUE","UPPER WEST SIDE (59-79)","R4  -ELEVATOR","23","1988","32962","1715342","52.04","539588","16.37","1175754","9548998","289.7","1-01150-0041","120 WEST 79 STREET","UPPER WEST SIDE (59-79)","D3  -ELEVATOR","64","1926","114696","6052508","52.77","1712411","14.93","4340097","26495000","231","0","1-01150-0051","146 WEST 79 STREET","UPPER WEST SIDE (59-79)","D1  -ELEVATOR","24","1926","14680","763947","52.04","240312","16.37","523635","4280000","291.55","0","1-01126-0026","9 WEST 73 STREET","UPPER WEST SIDE (59-79)","D1  -ELEVATOR","12","1900","8303","431507","51.97","117903","14.2","313604","2321000","279.54","0.31","2019"
"1-01140-7501","0160-R1","155 WEST 68 STREET","UPPER WEST SIDE (59-79)","R4  -ELEVATOR","680","1965","665236","32636478","49.06","9745707","14.65","22890771","185907022","279.46","1-01122-0022","19 WEST 69 STREET","UPPER WEST SIDE (59-79)","D3  -ELEVATOR","83","1916","42642","2336355","54.79","724061","16.98","1612294","13092000","307.02","0.14","1-01140-0027","107 WEST 68 STREET","UPPER WEST SIDE (59-79)","D1  -ELEVATOR","30","1930","22380","998372","44.61","364346","16.28","634026","5149000","230.07","0.1","1-01126-0026","9 WEST 73 STREET","UPPER WEST SIDE (59-79)","D1  -ELEVATOR","12","1900","8303","407345","49.06","121639","14.65","285706","2321000","279.54","0.28","2019"
"1-01407-7501","0161-R1","157 EAST 72 STREET","UPPER EAST SIDE (59-79)","R4  -ELEVATOR","138","1924","108820","5321298","48.9","1680181","15.44","3641117","29571003","271.74","1-01424-0029","226 EAST 70 STREET","UPPER EAST SIDE (59-79)","D1  -ELEVATOR","52","1921","41898","2122553","50.66","720227","17.19","1402326","13461000","321.28","0.19","1-01471-0015","427 EAST 76 STREET","UPPER EAST SIDE (59-79)","D1  -ELEVATOR","35","1940","24131","1180006","48.9","372583","15.44","807423","7008000","290.41","0.44","1-01390-0009","7 EAST 75 STREET","UPPER EAST SIDE (59-79)","D3  -ELEVATOR","20","1910","13580","657815","48.44","187268","13.79","470547","4554000","335.35","0.32","2019"
"1-00284-7501","0163-R1","155 HENRY STREET","LOWER EAST SIDE","R4  -ELEVATOR","24","1907","21645","896536","41.42","298917","13.81","597619","4853999","224.25","1-00309-0022","51 LUDLOW STREET","LOWER EAST SIDE","D3  -ELEVATOR","35","2000","26300","1089346","41.42","363203","13.81","726143","10383000","394.79","0.2","1-00350-0069","155 ATTORNEY STREET","LOWER EAST SIDE","D1  -ELEVATOR","37","2015","31455","1364832","43.39","367709","11.69","997123","12083000","384.14","0.56","1-00343-0067","53 PITT STREET","LOWER EAST SIDE","D1  -ELEVATOR","14","1900","14938","607528","40.67","201215","13.47","406313","4829000","323.27","0.42","2019"
"1-00492-7501","0174-R1","14 PRINCE STREET","LITTLE ITALY","R4  -ELEVATOR","44","1915","39087","1563480","40","633991","16.22","929489","7548994","193.13","1-00470-0005","160 MOTT STREET","LITTLE ITALY","D1  -ELEVATOR","35","1910","11967","478680","40","194105","16.22","284575","2663000","222.53","0.19","1-00462-0035","223 EAST 6 STREET","EAST VILLAGE","D1  -ELEVATOR","86","1996","91680","3633278","39.63","1472381","16.06","2160897","21862000","238.46","0.49","1-00453-0011","304 EAST 12 STREET","EAST VILLAGE","D1  -ELEVATOR","89","1940","101800","4072000","40","1632872","16.04","2439128","17905000","175.88","0.74","2019"
"1-01443-7501","0175-R1","265 1 AVENUE","UPPER EAST SIDE (59-79)","R4  -ELEVATOR","20","1984","22283","1174314","52.7","293913","13.19","880401","7150004","320.87","1-01439-0042","320 EAST 65 STREET","UPPER EAST SIDE (59-79)","D3  -ELEVATOR","71","1930","58325","3094725","53.06","553504","9.49","2541221","19379000","332.26","0.19","1-01467-0018","425 EAST 72 STREET","UPPER EAST SIDE (59-79)","D3  -ELEVATOR","49","1938","57375","3023663","52.7","756776","13.19","2266887","10287000","179.29","0.25","1-01379-0066","4 EAST 65 STREET","UPPER EAST SIDE (59-79)","D3  -ELEVATOR","20","1915","22344","1174401","52.56","311028","13.92","863373","5348000","239.35","0.58","2019"
"1-01341-7501","0176-R1","330 EAST 49 STREET","MIDTOWN EAST","R4  -ELEVATOR","141","1962","89872","4011886","44.64","1123400","12.5","2888486","23459001","261.03","1-01344-0041","320 EAST 52 STREET","MIDTOWN EAST","D6  -ELEVATOR","87","1960","88300","3479903","39.41","1609709","18.23","1870194","15190000","172.03","0.15","1-01344-0033","340 EAST 52 STREET","MIDTOWN EAST","D7  -ELEVATOR","67","1941","51338","2560226","49.87","825002","16.07","1735224","14093000","274.51","0.15",,,,,,,,,,,,,,,,"2019"
"1-00798-7502","0177-R1","215 7 AVENUE","CHELSEA","R4  -ELEVATOR","120","1973","80000","5152800","64.41","1118400","13.98","4034400","32764977","409.56","1-00774-0076","270 WEST 25 STREET","CHELSEA","D3  -ELEVATOR","20","1930","13400","863094","64.41","187332","13.98","675762","3249000","242.46","0.2","1-00792-0008","151 WEST 16 STREET","CHELSEA","D3  -ELEVATOR","76","1962","43770","2898012","66.21","600962","13.73","2297050","13248000","302.67","0.27","1-00765-0011","249 WEST 15 STREET","CHELSEA","D9  -ELEVATOR","33","1950","19310","1242599","64.35","240023","12.43","1002576","4328000","224.13","0.36","2019"
"1-01350-7501","0178-R1","351 EAST 57 STREET","MIDTOWN EAST","R9  -CONDOPS","115","1958","95347","4102781","43.03","1415903","14.85","2686878","21821000","228.86","1-01437-0041","330 EAST 63 STREET","UPPER EAST SIDE (59-79)","D1  -ELEVATOR","90","1949","70992","3286220","46.29","1120254","15.78","2165966","17593000","247.82","0.25","1-01343-0005","307 EAST 50 STREET","MIDTOWN EAST","D3  -ELEVATOR","111","1962","71137","2828407","39.76","990227","13.92","1838180","14931000","209.89","0.35",,,,,,,,,,,,,,,,"2019"
"1-01124-7501","0181-R1","40 WEST 72 STREET","UPPER WEST SIDE (59-79)","R9  -CONDOPS","142","1926","122945","5360402","43.6","1722459","14.01","3637943","29546000","240.32","1-01143-0027","115 WEST 71 STREET","UPPER WEST SIDE (59-79)","D3  -ELEVATOR","38","1913","36364","1588743","43.69","492732","13.55","1096011","8121000","223.33","0.17","1-01126-0038","10 WEST 74 STREET","UPPER WEST SIDE (59-79)","D1  -ELEVATOR","86","1941","71890","3134404","43.6","1007179","14.01","2127225","26865000","373.7","0.11","1-01124-0019","27 WEST 71 STREET","UPPER WEST SIDE (59-79)","D1  -ELEVATOR","20","1926","11316","490775","43.37","150842","13.33","339933","4420000","390.6","0","2019"
"1-01114-7501","0184-R1","43 WEST 61 STREET","UPPER WEST SIDE (59-79)","R4  -ELEVATOR","94","1930","125900","5849314","46.46","1703427","13.53","4145887","33670992","267.44","1-01117-0047","34 WEST 65 STREET","UPPER WEST SIDE (59-79)","D1  -ELEVATOR","49","1939","37716","1752285","46.46","510297","13.53","1241988","8261000","219.03","0.17","1-01117-0055","56 WEST 65 STREET","UPPER WEST SIDE (59-79)","D1  -ELEVATOR","53","1937","33312","1544011","46.35","408405","12.26","1135606","11118000","333.75","0.17","1-01154-0202","236-240 WEST 64 STREET","UPPER WEST SIDE (59-79)","D1  -ELEVATOR","96","1911","42102","1973742","46.88","672790","15.98","1300952","12097000","287.33","0.3","2019"
"1-01323-7501","0185-R1","255 EAST 49 STREET","MIDTOWN EAST","R4  -ELEVATOR","174","1985","193134","8362702","43.3","1740137","9.01","6622565","53784982","278.49","1-01320-0018","235 EAST 46 STREET","MIDTOWN EAST","D1  -ELEVATOR","63","1938","49914","2161276","43.3","449725","9.01","1711551","12227000","244.96","0.15","1-01362-0012","20 BEEKMAN PLACE","MIDTOWN EAST","D3  -ELEVATOR","79","1957","98808","4382135","44.35","1100721","11.14","3281414","19584000","198.2","0.26","1-01321-0038","224 EAST 48 STREET","MIDTOWN EAST","D1  -ELEVATOR","25","1928","15402","666753","43.29","198686","12.9","468067","4183000","271.59","0.1","2019"
"3-00886-7502","1665-R1","560 7 AVENUE","SUNSET PARK","R4    -ELEVATOR","11","2004","12090","361249","29.88","105183","8.7","256066","2056000","170.06","3-00637-0062","215 20 STREET","SUNSET PARK","D3    -ELEVATOR","14","2017","13019","361668","27.78","101548","7.8","260120","2078000","159.61","0.29","3-00643-0005","683 4 AVENUE","SUNSET PARK","D1    -ELEVATOR","16","2008","13593","434704","31.98","130357","9.59","304347","2452000","180.39","0.31",,,,,,,,,,,,,,,,"2023"
"1-01881-7501","0188-R1","504 CATHEDRAL PARKWAY","UPPER WEST SIDE (96-116)","R4  -ELEVATOR","145","1909","107102","3418696","31.92","969273","9.05","2449423","19892997","185.74","1-01883-0014","529 WEST 111 STREET","UPPER WEST SIDE (96-116)","D1  -ELEVATOR","37","1920","43540","1375429","31.59","328727","7.55","1046702","5195000","119.32","0.1","1-01884-0015","523 WEST 112 STREET","UPPER WEST SIDE (96-116)","D3  -ELEVATOR","49","1925","54567","1741779","31.92","493831","9.05","1247948","5452000","99.91","0.15","1-01884-0018","521 WEST 112 STREET","UPPER WEST SIDE (96-116)","D3  -ELEVATOR","44","1920","47731","1544098","32.35","426715","8.94","1117383","5409000","113.32","0.15","2019"
