"borobox","box_type","location","zip","borough","communitydistict","citycouncil","latitude","longitude","location_point"
"Q0171","BARS","JFK - BLDG 66 S/S BRITISH AIRWAYS","11430","Queens","JFK","28","40.65805878","-73.7994334","POINT (-73.7994334 40.65805878)"
"M0492","ERS","E 20 ST 250' W OF FDR DR","10010","Manhattan","MN06","4","40.73321163","-73.97540652","POINT (-73.97540652 40.73321163)"
"B3966","ERS","N/S WORTMAN AVE 275' E OF VERMONT ST","11207","Brooklyn","BK05","42","40.65667679","-73.88593333","POINT (-73.88593333 40.65667679)"
"B1791","ERS","SUTTER AVE & ELTON ST","11208","Brooklyn","BK05","42","40.67122001","-73.88275459","POINT (-73.88275459 40.67122001)"
"Q2952","ERS","72 AVE & PARK DR E","11367","Queens","QN08","24","40.72496095","-73.82755528","POINT (-73.82755528 40.72496095)"
"Q7868","BARS","B'WAY & 61 ST","11377","Queens","QN02","26","40.75070188","-73.90119682","POINT (-73.90119682 40.75070188)"
"R1271","BARS","PARKINSON AVE & HYLAN BLVD","10305","Staten Island","SI02","50","40.59791241","-74.08360775","POINT (-74.08360775 40.59791241)"
"B0779","ERS","MYRTLE AVE & BROADWAY","11206","Brooklyn","BK03","34","40.69698654","-73.93522264","POINT (-73.93522264 40.69698654)"
"B1955","ERS","COZINE AVE & JEROME ST","11207","Brooklyn","BK05","42","40.65765395","-73.87916506","POINT (-73.87916506 40.65765395)"
"Q8995","ERS","165 AVE & 85 ST","11414","Queens","QN10","32","40.64807113","-73.8448243","POINT (-73.8448243 40.64807113)"
"Q0180","BARS","JFK - BLDG 69 ENT OPP BLDG 123","11430","Queens","JFK","28","40.65823201","-73.80193855","POINT (-73.80193855 40.65823201)"
"R0935","BARS","LA SALLE ST & WINANT ST","10303","Staten Island","SI01","49","40.63564155","-74.14668195","POINT (-74.14668195 40.63564155)"
"R2438","BARS","RIEDEL AVE & HITCHCOCK AVE/RVFD","10306","Staten Island","SI03","50","40.57313118","-74.12984403","POINT (-74.12984403 40.57313118)"
"Q9773","BARS","W/S CLEARVIEW XWAY & 73 AVE","11364","Queens","QN08","23","40.73739684","-73.76885672","POINT (-73.76885672 40.73739684)"
"M1735","ERS","AUDUBON AVE & W 179 ST","10033","Manhattan","MN12","10","40.84741225","-73.93330613","POINT (-73.93330613 40.84741225)"
"Q4035","ERS","SENECA AVE & TROUTMAN ST","11385","Queens","QN05","34","40.70982119","-73.91954602","POINT (-73.91954602 40.70982119)"
"Q1636","ERS","WALTON RD & 9 RD BROAD CHANNEL","11693","Queens","QN14","32","40.60657654","-73.81703103","POINT (-73.81703103 40.60657654)"
"B0341","ERS","LEE AVE & LORIMER ST","11206","Brooklyn","BK01","33","40.70021099","-73.95388643","POINT (-73.95388643 40.70021099)"
"B0839","ERS","BUSHWICK AVE & GRANITE ST","11207","Brooklyn","BK04","37","40.68323028","-73.90712597","POINT (-73.90712597 40.68323028)"
"R0783","BARS","FOREST AVE & CRYSTAL AVE","10302","Staten Island","SI01","50","40.62459281","-74.14128184","POINT (-74.14128184 40.62459281)"
"Q7277","BARS","SKILLMAN AVE & 27 ST","11101","Queens","QN02","26","40.7444045","-73.9403156","POINT (-73.9403156 40.7444045)"
"Q5326","BARS","HILLSIDE AVE & 198 ST","11423","Queens","QN12","23","40.71889039","-73.76446952","POINT (-73.76446952 40.71889039)"
"Q6293","BARS","TOTTEN RD 800' E OF BELL BLVD","11360","Queens","QN07","19","40.79067607","-73.78184453","POINT (-73.78184453 40.79067607)"
"Q9210","BARS","JUNCTION BLVD & 57 AVE","11373","Queens","QN04","21","40.73664322","-73.86582956","POINT (-73.86582956 40.73664322)"
"Q3268","ERS","55 AVE & 111 ST","11368","Queens",,"21","40.74218041","-73.85086918","POINT (-73.85086918 40.74218041)"
"X2334","ERS","BRUCKNER BLVD & TIFFANY ST","10459","Bronx","BX02","17","40.81783326","-73.89343682","POINT (-73.89343682 40.81783326)"
"R4645","BARS","HYLAN BLVD & CORNELIA AVE","10312","Staten Island","SI03","51","40.52257165","-74.19000394","POINT (-74.19000394 40.52257165)"
"Q3501","ERS","COLLEGE PT BLVD & HARDING XWAY N","11355","Queens","QN07","20","40.74383408","-73.83582202","POINT (-73.83582202 40.74383408)"
"Q4649","BARS","12 AVE 625' E OF 166 ST","11357","Queens","QN07","19","40.79165958","-73.7955057","POINT (-73.7955057 40.79165958)"
"Q6153","BARS","38 AVE & CORPORAL KENNEDY ST","11361","Queens","QN11","19","40.76523945","-73.77688333","POINT (-73.77688333 40.76523945)"
"Q9486","ERS","HARDING XWAY N & 148 ST","11355","Queens","QN07","20","40.74132873","-73.82145389","POINT (-73.82145389 40.74132873)"
"R1610","BARS","CHARTER OAK RD 500' E OF TODT HILL RD","10304","Staten Island","SI02","50","40.5884624","-74.11118346","POINT (-74.11118346 40.5884624)"
"B1553","ERS","BEDFORD AVE & SNYDER AVE","11226","Brooklyn","BK17","40","40.64864329","-73.95576233","POINT (-73.95576233 40.64864329)"
"R0381","ERS","CASTLETON AVE & BROADWAY","10310","Staten Island","SI01","49","40.6345681","-74.11719947","POINT (-74.11719947 40.6345681)"
"B0258","BARS","MANHATTAN AVE & GRAND ST","11206","Brooklyn","BK01","34","40.7114815","-73.94559625","POINT (-73.94559625 40.7114815)"
"R2092","BARS","BRYANT AVE & CLAWSON ST","10306","Staten Island","SI02","50","40.5748957","-74.10844067","POINT (-74.10844067 40.5748957)"
"X2588","ERS","CLAY AVE & E 168 ST","10456","Bronx","BX04","16","40.83257252","-73.91051469","POINT (-73.91051469 40.83257252)"
"Q7615","BARS","24 AVE & 78 ST","11370","Queens","QN03","22","40.76448657","-73.89075781","POINT (-73.89075781 40.76448657)"
"B0764","BARS","WYCKOFF AVE & LINDEN ST","11237","Brooklyn","BK04","37","40.70035835","-73.91256833","POINT (-73.91256833 40.70035835)"
"Q4154","ERS","METROPOLITAN AVE & NURGE AVE","11378","Queens","QN05","34","40.71333208","-73.91303759","POINT (-73.91303759 40.71333208)"
"Q9720","BARS","HARDING XWAY N & 183 ST","11365","Queens","QN11","20","40.73996589","-73.79137033","POINT (-73.79137033 40.73996589)"
"R0467","BARS","CHESTNUT AVE & BAY ST","10305","Staten Island","SI01","49","40.61751693","-74.0686563","POINT (-74.0686563 40.61751693)"
"Q1144","BARS","NAMEOKE AVE & MCBRIDE ST","11691","Queens","QN14","31","40.60849923","-73.75673459","POINT (-73.75673459 40.60849923)"
"B1689","ERS","DUMONT AVE & STONE AVE/GASTON BLVD","11212","Brooklyn","BK16","41","40.66452873","-73.90572","POINT (-73.90572 40.66452873)"
"Q9449","ERS","COLLEGE POINT BLVD & 58 AVE","11355","Queens",,"20","40.74620411","-73.83506575","POINT (-73.83506575 40.74620411)"
"M1825","ERS","BROADWAY AND 215TH ST","10034","Manhattan","MN12","10","40.8697071","-73.91581789","POINT (-73.91581789 40.8697071)"
"X2804","ERS","HERMANY AVE & CASTLE HILL AVE","10473","Bronx","BX09","18","40.82473484","-73.84936086","POINT (-73.84936086 40.82473484)"
"Q5215","ERS","SUTTER AVE & LEFFERTS BLVD","11420","Queens","QN10","28","40.67417408","-73.81974314","POINT (-73.81974314 40.67417408)"
"Q5453","BARS","94 AVE & 212 ST","11428","Queens","QN13","23","40.71740555","-73.74750267","POINT (-73.74750267 40.71740555)"
"Q0138","BARS","JFK - HANGER 17 RAMP","11430","Queens","JFK","31","40.65491326","-73.8129659","POINT (-73.8129659 40.65491326)"
"Q9615","ERS","PARK LA S & 107 ST","11385","Queens",,"32","40.70055443","-73.8429379","POINT (-73.8429379 40.70055443)"
"Q4898","ERS","89 AVE & 165 ST","11432","Queens","QN12","27","40.70772309","-73.79631661","POINT (-73.79631661 40.70772309)"
"Q9228","BARS","44 AVE & JUNCTION BLVD","11373","Queens","QN04","21","40.74493372","-73.86790964","POINT (-73.86790964 40.74493372)"
"B1245","ERS","6 AVE & PROSPECT PL","11217","Brooklyn","BK06","39","40.67933278","-73.97532193","POINT (-73.97532193 40.67933278)"
"B1021","ERS","UTICA AVE & RUTLAND RD","11203","Brooklyn","BK09","41","40.66059331","-73.9313257","POINT (-73.9313257 40.66059331)"
"R3391","BARS","ARTHUR KILL RD 1000' E OF MULDOON AVE","10312","Staten Island","SI03","51","40.56121134","-74.19515123","POINT (-74.19515123 40.56121134)"
"M0467","ERS","E 13 ST & AVE C/LOISAIDA AVE","10009","Manhattan","MN03","2","40.7277487","-73.97617988","POINT (-73.97617988 40.7277487)"
"M1813","ERS","SHERMAN AVE AND ISHAM ST","10034","Manhattan","MN12","10","40.86631435","-73.91859602","POINT (-73.91859602 40.86631435)"
"Q4850","ERS","6 RD & 151 PL","11357","Queens","QN07","19","40.79581801","-73.81189357","POINT (-73.81189357 40.79581801)"
"B1428","ERS","3 AVE & 21 ST","11232","Brooklyn","BK07","38","40.66420211","-73.99777888","POINT (-73.99777888 40.66420211)"
"B1745","ERS","RIVERDALE AVE & BRADFORD ST","11207","Brooklyn","BK05","42","40.66377829","-73.8899067","POINT (-73.8899067 40.66377829)"
"M2023","ERS","RECTOR PL & SOUTH END AVE","10280","Manhattan","MN01","1","40.70936109","-74.01656821","POINT (-74.01656821 40.70936109)"
"Q4996","ERS","71 ST & 58 RD","11378","Queens","QN05","30","40.72568109","-73.8903921","POINT (-73.8903921 40.72568109)"
"Q6968","BARS","NORTHER BLVD & CLEARVIEW XWAY E SVC RD","11361","Queens","QN11","19","40.75819406","-73.77683318","POINT (-73.77683318 40.75819406)"
"R0662","ERS","TOMPKINS AVE & SCHOOL RD","10305","Staten Island","SI01","50","40.60503038","-74.0657377","POINT (-74.0657377 40.60503038)"
"Q3941","BARS","OAK PARK DR 1800' E/O DOUGLASTON PKWY","11362","Queens","QN11","23","40.74588344","-73.73177141","POINT (-73.73177141 40.74588344)"
"M1420","ERS","W 119 ST & LENOX AVE/MALCOLM X BLVD","10026","Manhattan","MN10","9","40.8039572","-73.94827301","POINT (-73.94827301 40.8039572)"
"X4840","ERS","E 225 ST & SCHIEFFELIN PL","10466","Bronx","BX12","12","40.88229385","-73.84455741","POINT (-73.84455741 40.88229385)"
"Q6950","BARS","NORTHERN BLVD & 204 ST","11361","Queens","QN11","19","40.75791022","-73.77910055","POINT (-73.77910055 40.75791022)"
"M1198","ERS","AMSTERDAM AVE & W 91 ST","10025","Manhattan","MN07","6","40.79087073","-73.97268972","POINT (-73.97268972 40.79087073)"
"Q7562","BARS","23 AVE & 28 ST","11105","Queens","QN01","22","40.77554763","-73.91454791","POINT (-73.91454791 40.77554763)"
"B1755","ERS","ATLANTIC AVE & VAN SICLEN AVE","11207","Brooklyn","BK05","37","40.67643092","-73.89126688","POINT (-73.89126688 40.67643092)"
"B0030","BARS","WEST ST & KENT ST","11222","Brooklyn","BK01","33","40.73043302","-73.95935688","POINT (-73.95935688 40.73043302)"
"B2688","ERS","FORT HAMILTON PWAY & 60 ST","11219","Brooklyn","BK12","38","40.63306615","-74.00576273","POINT (-74.00576273 40.63306615)"
"B1970","ERS","SUNNYSIDE AVE & HENDRIX ST","11207","Brooklyn","BK05","37","40.68166746","-73.89201856","POINT (-73.89201856 40.68166746)"
"M0102","ERS","PEARL ST & DOVER ST","10038","Manhattan","MN01","1","40.70954194","-74.00164094","POINT (-74.00164094 40.70954194)"
"M2036","ERS","MURRAY ST & NORTH END AVE","10007","Manhattan","MN01","1","40.71599601","-74.01537262","POINT (-74.01537262 40.71599601)"
"Q5252","BARS","HILLSIDE AVE & 183 ST","11432","Queens","QN12","24","40.7138493","-73.77886958","POINT (-73.77886958 40.7138493)"
"Q4577","ERS","MYRTLE AVE & FRESH POND RD","11385","Queens","QN05","30","40.70079806","-73.89457449","POINT (-73.89457449 40.70079806)"
"Q3748","BARS","64 AVE 280' E OF 188 ST","11365","Queens","QN08","23","40.73931958","-73.78443546","POINT (-73.78443546 40.73931958)"
"Q4059","ERS","SENECA AVE & GREENE AVE","11385","Queens","QN05","34","40.70543961","-73.91213671","POINT (-73.91213671 40.70543961)"
"R0670","BARS","FINGERBOARD RD & HYLAN BLVD","10305","Staten Island","SI02","50","40.60176645","-74.07216766","POINT (-74.07216766 40.60176645)"
"B1284","ERS","6 AVE & 18 ST","11215","Brooklyn","BK07","38","40.66169904","-73.98947","POINT (-73.98947 40.66169904)"
"B2045","ERS","SUTTER AVE & ESSEX ST","11208","Brooklyn","BK05","42","40.67146797","-73.88107821","POINT (-73.88107821 40.67146797)"
"Q2218","ERS","QUEENS BLVD & 67 ST","11377","Queens","QN02","26","40.74053915","-73.89730929","POINT (-73.89730929 40.74053915)"
"B1674","ERS","GLENMORE AVE & WATKINS ST","11212","Brooklyn","BK16","37","40.67136417","-73.90830768","POINT (-73.90830768 40.67136417)"
"Q5738","ERS","122 AVE & GRAYSON ST","11413","Queens","QN12","27","40.68406251","-73.75818011","POINT (-73.75818011 40.68406251)"
"M0307","ERS","HUDSON ST & DOMINICK ST","10013","Manhattan","MN02","3","40.72519228","-74.00766959","POINT (-74.00766959 40.72519228)"
"M0807","ERS","UNITED NATIONS PLAZA & E 44 ST","10017","Manhattan","MN06","4","40.75001677","-73.96879849","POINT (-73.96879849 40.75001677)"
"Q4972","ERS","80 AVE & 60 LA","11385","Queens","QN05","30","40.6952573","-73.89388853","POINT (-73.89388853 40.6952573)"
"Q4383","BARS","STATION RD & UTOPIA PWAY","11358","Queens","QN11","19","40.76084505","-73.79330496","POINT (-73.79330496 40.76084505)"
"R0644","BARS","HOME AVE & EVELYN PL","10305","Staten Island","SI01","49","40.60899106","-74.06542608","POINT (-74.06542608 40.60899106)"
"R2372","BARS","GARY PL & PARK DR N/OVFD","10314","Staten Island","SI02","50","40.59985322","-74.16768941","POINT (-74.16768941 40.59985322)"
"M1556","ERS","AMSTERDAM AVE & W 134 ST","10031","Manhattan","MN09","7","40.81823558","-73.95272074","POINT (-73.95272074 40.81823558)"
"Q9510","ERS","WOODHAVEN BLVD OPP GOLDINGTON CT","11374","Queens","QN05","29","40.72090092","-73.86604176","POINT (-73.86604176 40.72090092)"
"X3098","ERS","BOYNTON AVE & E 173 ST","10472","Bronx","BX09","18","40.83348339","-73.87936805","POINT (-73.87936805 40.83348339)"
"B1940","ERS","FULTON ST & ELDERTS LA","11421","Queens","BK05","37","40.68526956","-73.86659848","POINT (-73.86659848 40.68526956)"
"R1249","BARS","NUGENT AVE & VULCAN ST","10305","Staten Island","SI02","50","40.5909766","-74.07879903","POINT (-74.07879903 40.5909766)"
"Q8588","ERS","89 AVE & 94 ST","11421","Queens","QN09","32","40.69145472","-73.85011641","POINT (-73.85011641 40.69145472)"
"Q2027","ERS","CROSS BAY BLVD & 157 AVE","11414","Queens","QN10","32","40.66252295","-73.8407028","POINT (-73.8407028 40.66252295)"
"M1149","ERS","5 AVE & E 84 ST","83","Manhattan","MN08","4","40.78022975","-73.96136873","POINT (-73.96136873 40.78022975)"
"Q5105","ERS","MYRTLE AVE & 74 ST","11385","Queens","QN05","30","40.70245683","-73.87446274","POINT (-73.87446274 40.70245683)"
"B1873","ERS","LORING AVE & ELDERTS LANE","11208","Brooklyn","BK05","42","40.66778255","-73.86241983","POINT (-73.86241983 40.66778255)"
"Q7425","BARS","34 AVE & 30 ST","11106","Queens","QN01","26","40.76004792","-73.92805141","POINT (-73.92805141 40.76004792)"
"R0220","ERS","HOWARD AVE & NOTRE DAME CONVENT GATE","10301","Staten Island","SI01","49","40.62829254","-74.08879772","POINT (-74.08879772 40.62829254)"
"Q7347","ERS","WOODSIDE AVE & 54 ST","11377","Queens","QN02","26","40.74739509","-73.90955355","POINT (-73.90955355 40.74739509)"
"Q0193","BARS","JFK - BLDG 96 AUTO SHOP RAMP","11430","Queens","JFK","31","40.64577024","-73.80313572","POINT (-73.80313572 40.64577024)"
"M1729","ERS","HAVEN AVE & W 177 ST","10033","Manhattan","MN12","10","40.84831673","-73.94205395","POINT (-73.94205395 40.84831673)"
"R4756","ERS","BEDELL ST & AMBOY RD","10309","Staten Island","SI03","51","40.52093005","-74.21735501","POINT (-74.21735501 40.52093005)"
"M0537","ERS","WASHINGTON ST & JANE ST","10014","Manhattan","MN02","3","40.73814169","-74.00815391","POINT (-74.00815391 40.73814169)"
"B0518","ERS","HENRY ST & CARROLL ST","11231","Brooklyn","BK06","39","40.68213315","-74.0003716","POINT (-74.0003716 40.68213315)"
"R1673","ERS","BOGERT AVE & MORSE AVE","10314","Staten Island","SI02","50","40.59902549","-74.11781606","POINT (-74.11781606 40.59902549)"
"Q5484","BARS","CAMDEN AVE & DUNKIRK ST","11433","Queens","QN12","27","40.70262043","-73.77353391","POINT (-73.77353391 40.70262043)"
"R2893","BARS","AULTMAN AVE & RICHMOND RD/RVFD","10306","Staten Island","SI02","50","40.57305161","-74.13646078","POINT (-74.13646078 40.57305161)"
"Q8655","BARS","FOCH BLVD & LONG ST","11434","Queens","QN12","28","40.68372017","-73.78467558","POINT (-73.78467558 40.68372017)"
"B0517","ERS","VAN BRUNT ST & PRESIDENT ST","11231","Brooklyn","BK06","39","40.68432596","-74.0054981","POINT (-74.0054981 40.68432596)"
"B0092","BARS","NORMAN AVE & LORIMER ST","11222","Brooklyn","BK01","33","40.72515214","-73.95259765","POINT (-73.95259765 40.72515214)"
"M1405","ERS","3 AVE & E 118 ST","10035","Manhattan","MN11","8","40.79925316","-73.93906264","POINT (-73.93906264 40.79925316)"
"X2693","ERS","NOBLE AVE BTW STORY AVE & LAFAYETTE AVE","10473","Bronx","BX09","18","40.82169765","-73.86796807","POINT (-73.86796807 40.82169765)"
"X4776","ERS","CROTONA AVE & E FORDHAM RD","10458","Bronx","BX06","15","40.85728511","-73.88202608","POINT (-73.88202608 40.85728511)"
"B1927","ERS","NEW JERSEY AVE & LINDEN BLVD","11207","Brooklyn","BK05","42","40.65892029","-73.88981946","POINT (-73.88981946 40.65892029)"
"Q3277","BARS","ASTORIA BLVD S & 74 ST","11370","Queens","QN03","22","40.76605292","-73.89430809","POINT (-73.89430809 40.76605292)"
"Q9152","ERS","68 AVE & 110 ST","11375","Queens","QN06","29","40.7276302","-73.84427654","POINT (-73.84427654 40.7276302)"
"Q9536","ERS","OLCOTT ST & SELFRIDGE ST","11375","Queens","QN06","29","40.71286491","-73.85662665","POINT (-73.85662665 40.71286491)"
"R0041","BARS","HYATT ST & ST MARKS PL","10301","Staten Island","SI01","49","40.64158514","-74.07789895","POINT (-74.07789895 40.64158514)"
"M0208","ERS","SOUTH ST & PIKE SLIP","10002","Manhattan","MN03","1","40.70991356","-73.99170057","POINT (-73.99170057 40.70991356)"
"Q5246","BARS","HILLSIDE AVE & 179 ST","11432","Queens","QN12","24","40.7124939","-73.78446145","POINT (-73.78446145 40.7124939)"
"R3489","ERS","AMBOY RD & GIFFORDS LA","10308","Staten Island","SI03","51","40.55076844","-74.1501602","POINT (-74.1501602 40.55076844)"
"M0525","ERS","BROADWAY & W 12 ST","10003","Manhattan","MN02","2","40.73321392","-73.99111355","POINT (-73.99111355 40.73321392)"
"Q7577","BARS","21 AVE & 26 ST","11105","Queens","QN01","22","40.78012257","-73.9115234","POINT (-73.9115234 40.78012257)"
"Q9846","ERS","ARCHER AVE & 160 ST","11433","Queens","QN12","27","40.70274056","-73.79841541","POINT (-73.79841541 40.70274056)"
"Q6148","ERS","NORTHERN BLVD & CROSS IS PWAY","11362","Queens","QN11","23","40.76216121","-73.75688313","POINT (-73.75688313 40.76216121)"
"Q5117","ERS","MYRTLE AVE & 65 PL","11385","Queens","QN05","30","40.70118443","-73.88893074","POINT (-73.88893074 40.70118443)"
"R1554","ERS","MANOR RD & OCEAN TERR","10314","Staten Island","SI02","50","40.60180976","-74.12059546","POINT (-74.12059546 40.60180976)"
"Q4083","ERS","FLUSHING AVE & 57 ST","11378","Queens","QN05","30","40.71695645","-73.9111864","POINT (-73.9111864 40.71695645)"
"Q7849","BARS","37 AVE & 65 ST","11377","Queens","QN02","26","40.74849388","-73.8979167","POINT (-73.8979167 40.74849388)"
"X3181","ERS","RYER AVE & E 182 ST","10457","Bronx","BX05","15","40.85566891","-73.89967156","POINT (-73.89967156 40.85566891)"
"M0141","ERS","CENTRE ST & PEARL ST","10007","Manhattan","MN01","1","40.71431273","-74.00259804","POINT (-74.00259804 40.71431273)"
"X3812","ERS","BARNES AVE & E 231 ST","10466","Bronx","BX12","12","40.89113488","-73.85526626","POINT (-73.85526626 40.89113488)"
"X2532","ERS","NELSON AVE & W 166 ST","10452","Bronx","BX04","8","40.83533188","-73.92699376","POINT (-73.92699376 40.83533188)"
"M1087","ERS","5 AVE & E 78 ST","10021","Manhattan",,"6","40.77631031","-73.9642282","POINT (-73.9642282 40.77631031)"
"R3295","ERS","HEREFORD ST & GIFFORDS LA","10308","Staten Island","SI03","51","40.56075226","-74.15452434","POINT (-74.15452434 40.56075226)"
"X4447","ERS","HARPER AVE & BOSTON RD","10466","Bronx","BX12","12","40.88386168","-73.83460131","POINT (-73.83460131 40.88386168)"
"Q7156","BARS","43 AVE & 13 ST","11101","Queens","QN02","26","40.75104683","-73.94645689","POINT (-73.94645689 40.75104683)"
"M1748","ERS","FORT WASHINGTON AVE & W 181 ST","10033","Manhattan","MN12","10","40.85090855","-73.93828417","POINT (-73.93828417 40.85090855)"
"Q1132","ERS","FAR ROCKAWAY BLVD & OCEAN CREST BLVD","11691","Queens","QN14","31","40.60113791","-73.75966397","POINT (-73.75966397 40.60113791)"
"B1363","ERS","COLUMBIA ST & BAY ST","11231","Brooklyn","BK06","38","40.67329787","-74.00834131","POINT (-74.00834131 40.67329787)"
"Q6432","BARS","HARDING XWAY S & 244 ST","11362","Queens","QN11","23","40.75787438","-73.73742699","POINT (-73.73742699 40.75787438)"
"Q9434","ERS","162 ST 600' S OF 65 AVE","11365","Queens","QN08","24","40.73510926","-73.80670336","POINT (-73.80670336 40.73510926)"
"X4436","ERS","BAYCHESTER AVE & TILLOTSON AVE","10475","Bronx","BX12","12","40.87925389","-73.83743419","POINT (-73.83743419 40.87925389)"
"Q4120","ERS","FOREST AVE & WOODBINE ST","11385","Queens","QN05","30","40.7064937","-73.90283956","POINT (-73.90283956 40.7064937)"
"B3570","ERS","N/SVC RD LIEF ERICSON DR & SHELL RD","11223","Brooklyn","BK13","47","40.58345612","-73.97435147","POINT (-73.97435147 40.58345612)"
"B3735","ERS","BEDFORD AVE & CLARENDON RD","11226","Brooklyn","BK14","40","40.64288759","-73.95452484","POINT (-73.95452484 40.64288759)"
"Q5689","BARS","113 AVE & 212 ST","11429","Queens","QN13","27","40.70437173","-73.74396692","POINT (-73.74396692 40.70437173)"
"R0698","BARS","CAPODANNO BLVD & DOTY AVE","10305","Staten Island","SI02","50","40.59234145","-74.06417896","POINT (-74.06417896 40.59234145)"
"Q7959","BARS","ELMHURST AVE & ITHACA ST","11373","Queens","QN04","25","40.74436091","-73.87878438","POINT (-73.87878438 40.74436091)"
"B2012","ERS","SNEDIKER AVE & NEWPORT ST","11207","Brooklyn","BK05","42","40.66086066","-73.89881854","POINT (-73.89881854 40.66086066)"
"Q0115","BARS","JFK - FUEL FARM BET TANK 87 & BLDG 158","NA","Queens","JFK","31","40.66010792","-73.81592596","POINT (-73.81592596 40.66010792)"
"Q9560","ERS","BURNS ST & 67 AVE","11375","Queens","QN06","29","40.72304091","-73.85629314","POINT (-73.85629314 40.72304091)"
"R4493","ERS","ARBUTUS AVE & HYLAN BLVD","10312","Staten Island","SI03","51","40.52608906","-74.18031091","POINT (-74.18031091 40.52608906)"
"Q7397","BARS","35 AVE & 42 ST","11101","Queens","QN01","26","40.75438765","-73.92052102","POINT (-73.92052102 40.75438765)"
"R1036","ERS","TARGEE ST & CLOVE RD","10304","Staten Island","SI02","50","40.60769129","-74.08944235","POINT (-74.08944235 40.60769129)"
"X3528","ERS","BRIGGS AVE & E MOSHOLU PWAY S","10458","Bronx","BX07","11","40.87295649","-73.88296699","POINT (-73.88296699 40.87295649)"
"Q7731","BARS","29 AVE & HUMPHREYS ST","11369","Queens","QN03","21","40.76211744","-73.86627495","POINT (-73.86627495 40.76211744)"
"Q6815","BARS","MURDOCK AVE & 223 ST","11429","Queens","QN13","27","40.70321954","-73.73426455","POINT (-73.73426455 40.70321954)"
"Q6623","BARS","KILDARE RD & SURREY PL","11432","Queens","QN08","24","40.72457137","-73.78680344","POINT (-73.78680344 40.72457137)"
"Q6813","BARS","113 AVE & 219 ST","11429","Queens","QN13","27","40.70408205","-73.73811825","POINT (-73.73811825 40.70408205)"
"R3078","BARS","SPRATT AVE & DURANT AVE","10306","Staten Island","SI03","51","40.55627411","-74.13174424","POINT (-74.13174424 40.55627411)"
"Q4497","BARS","45TH AVE & 149TH ST","11355","Queens","QN07","20","40.75604692","-73.81306995","POINT (-73.81306995 40.75604692)"
"R0897","BARS","ARLO RD & STRATFORD AVE","10301","Staten Island","SI01","49","40.61965424","-74.0946245","POINT (-74.0946245 40.61965424)"
"B1557","ERS","FLATBUSH AVE & REGENT PL","11226","Brooklyn","BK14","40","40.64651801","-73.95810672","POINT (-73.95810672 40.64651801)"
"B0694","ERS","MYRTLE AVE & THROOP AVE","11206","Brooklyn","BK03","36","40.69603085","-73.94352527","POINT (-73.94352527 40.69603085)"
"M0080","ERS","NASSAU ST & FULTON ST","10038","Manhattan","MN01","1","40.71022077","-74.00774467","POINT (-74.00774467 40.71022077)"
"X3973","ERS","KEPLER AVE & E 239 ST","10470","Bronx","BX12","11","40.8999468","-73.87109852","POINT (-73.87109852 40.8999468)"
"B2461","ERS","DITMAS AVE & E 19 ST","11226","Brooklyn","BK14","40","40.6387754","-73.96009053","POINT (-73.96009053 40.6387754)"
"Q6396","BARS","LITTLE NECK PWAY & BATES RD","11362","Queens","QN11","19","40.76849472","-73.72968233","POINT (-73.72968233 40.76849472)"
"X3783","ERS","FIELDSTON RD & W 246 ST","10471","Bronx","BX08","11","40.89353901","-73.90580491","POINT (-73.90580491 40.89353901)"
"Q1330","ERS","BEACH 86 ST & FREEWAY","11693","Queens","QN14","31","40.58894376","-73.81135772","POINT (-73.81135772 40.58894376)"
"Q5400","BARS","106 AVE & 227 ST","11429","Queens","QN13","27","40.70861209","-73.72878921","POINT (-73.72878921 40.70861209)"
"M0413","ERS","PITT ST & HOUSTON ST","10002","Manhattan","MN03","2","40.72070879","-73.98130824","POINT (-73.98130824 40.72070879)"
"Q0213","BARS","JFK - HANGER 6 S/E CORNER FED EXPRESS","11430","Queens","JFK","28","40.66005575","-73.78136483","POINT (-73.78136483 40.66005575)"
"Q4936","ERS","133 AVE & 125 ST","11420","Queens","QN10","28","40.67119596","-73.81389133","POINT (-73.81389133 40.67119596)"
"M0453","ERS","1 AVE & E 10 ST","10009","Manhattan","MN03","2","40.72876844","-73.98443161","POINT (-73.98443161 40.72876844)"
"Q4308","BARS","17 RD & CLINTONVILLE ST","11357","Queens","QN07","19","40.78296243","-73.80823641","POINT (-73.80823641 40.78296243)"
"R2368","ERS","RICHMOND AVE & AMSTERDAM PL/OVFD","10314","Staten Island","SI02","50","40.60048689","-74.16320322","POINT (-74.16320322 40.60048689)"
"M0995","ERS","COLUMBUS AVE & W 68 ST","10023","Manhattan","MN07","6","40.77485168","-73.98065976","POINT (-73.98065976 40.77485168)"
"M0225","ERS","E BROADWAY & JEFFERSON ST","10002","Manhattan","MN03","1","40.71418552","-73.98870253","POINT (-73.98870253 40.71418552)"
"M1413","ERS","RIVERSIDE DR & W 119 ST","10024","Manhattan","MN09","7","40.81073566","-73.96437577","POINT (-73.96437577 40.81073566)"
"M1273","ERS","MADISON AVE & E 101 ST","10029","Manhattan","MN11","8","40.79041877","-73.95183464","POINT (-73.95183464 40.79041877)"
"X2254","ERS","WALES AVE & E 151 ST","10455","Bronx","BX01","8","40.8147089","-73.90658384","POINT (-73.90658384 40.8147089)"
