"license_nbr","license_type","lic_expir_dd","license_status","license_creation_date","industry","business_name","business_name_2","address_building","address_street_name","address_street_name_2","address_city","address_state","address_zip","contact_phone","address_borough","detail","community_board","council_district","bin","bbl","nta","census_tract","detail_2","longitude","latitude","location"
"1439430-DCA","Business","2025-03-31T00:00:00.000","Active","2012-08-07T00:00:00.000","Garage","CHAMPION PARKING 90 LLC",,"60","E 90TH ST",,"NEW YORK","NY","10128","2123085959","Manhattan","1","108","04","1046972","1015017501","MN40","15002","Vehicle Spaces: 268, Bicycle Spaces: 20","-73.95633632244923","40.78314855020369","
,  
(40.78314855020369, -73.95633632244923)"
"2096621-1-DCA","Business","2023-11-30T00:00:00.000","Inactive","2020-10-09T00:00:00.000","Electronic Cigarette Dealer","82ND DELI & GROCERY INC",,"8126","5TH AVE",,"BROOKLYN","NY","11209","3477772445","Brooklyn","3","310","43","3151730","3059980051",,,,"-74.02456108800804","40.6248060156775","
,  
(40.6248060156775, -74.02456108800804)"
"2088493-DCA","Business","2025-02-28T00:00:00.000","Active","2019-07-19T00:00:00.000","Home Improvement Contractor","BRICK TECH CONTRACTING CORP",,"269","EMILY AVE",,"ELMONT","NY","11003","7183007014","Outside NYC",,,,,,,,,,,
"2074358-DCA","Business","2024-06-30T00:00:00.000","Active","2018-06-25T00:00:00.000","Electronic & Appliance Service","SHORTY WIRELESS INC",,"1308","BROADWAY",,"BROOKLYN","NY","11221","6315305254","Brooklyn","3","303","41","3039609","3014780001",,,,"-73.92397590625733","40.69057865714175","
,  
(40.69057865714175, -73.92397590625733)"
"2064908-DCA","Business","2023-12-31T00:00:00.000","Active","2018-01-12T00:00:00.000","Laundries","POLY ORGANIC CORP.",,"217","W 80TH ST",,"NEW YORK","NY","10024","2123620020","Manhattan","1","107","06","1032656","1012280022","MN12","167","Laundry Type: Industrial Laundry with Delivery","-73.97856143414334","40.784148421583325","
,  
(40.784148421583325, -73.97856143414334)"
"2107640-DCA","Business","2024-12-31T00:00:00.000","Active","2022-07-21T00:00:00.000","Electronics Store","Tony Phone Repair Inc.",,"6724","13TH AVE",,"BROOKLYN","NY","11219","6462860389","Brooklyn","3","310","43","3142868","3057670051",,,,"-74.00297196181175","40.62460274155243","
,  
(40.62460274155243, -74.00297196181175)"
"2047200-DCA","Business","2020-12-31T00:00:00.000","Inactive","2017-01-09T00:00:00.000","Electronics Store","JIRR COMMUNICATIONS, INC",,"690","ALLERTON AVE",,"BRONX","NY","10467","3473469141","Bronx","2","211","15","2051304","2044290035","BX07","33202",,"-73.86774779049907","40.865414272365214","
,  
(40.865414272365214, -73.86774779049907)"
"1261449-DCA","Individual","2024-03-31T00:00:00.000","Active","2007-07-13T00:00:00.000","Sightseeing Guide","COVO, AIMEE E",,,,,"NEW YORK","NY","10019",,,,,,,,,,,,,
"2028476-DCA","Business","2020-05-28T00:00:00.000","Inactive","2015-09-17T00:00:00.000","Garage and Parking Lot","QUIK PARK 801 GARAGE LLC",,"801","AMSTERDAM AVE",,"NEW YORK","NY","10025","212-222-3289","Manhattan","1","107","07","1088438","1018527502","MN12","185","Vehicle Spaces: 40, Bicycle Spaces: 0","-73.96878800335192","40.796198304413394","
,  
(40.796198304413394, -73.96878800335192)"
"2107544-DCA","Individual","2024-02-28T00:00:00.000","Active","2022-07-18T00:00:00.000","Process Server Individual","JACKSON, TANYA",,,,,"JAMAICA","NY","11434",,,,,,,,,,,,,
"2082599-DCA","Business","2022-02-28T00:00:00.000","Inactive","2019-02-27T00:00:00.000","Process Serving Agency","The Hallahan Group Inc",,"2631","MERRICK RD",,"BELLMORE","NY","11710","5162085476","Outside NYC",,,,,,,,,,,
"2107657-DCA","Individual","2024-10-31T00:00:00.000","Active","2022-07-21T00:00:00.000","Tow Truck Driver","FLORES, ANTHONY J",,,,,"BRONX","NY","10472",,,,,,,,,,,,,
"0847106-DCA","Individual","2006-09-30T00:00:00.000","Inactive","2005-10-07T00:00:00.000","General Vendor","ZAMBRANA, FELIPE A",,,,,"NEW YORK","NY","10034",,,,,,,,,,"General Vendor Type: Midtown Specialized Vendor (Blue)",,,
"0702307-DCA","Individual","2011-05-31T00:00:00.000","Inactive","2003-07-11T00:00:00.000","Locksmith","OLIVO, EDGAR A",,,,,"NYACK","NY","10960",,,,,,,,,,,,,
"0900505-DCA","Business","2023-03-31T00:00:00.000","Inactive","1997-04-03T00:00:00.000","Garage","CHIVIAN GARAGE CORP.",,"101","W 12TH ST",,"NEW YORK","NY","10011","2129562280","Manhattan","1","102","3","1010619","1006080039","MN23","71","Vehicle Spaces: 98, Bicycle Spaces: 9","-73.99822826944903","40.736221690248684","
,  
(40.736221690248684, -73.99822826944903)"
"1217359-DCA","Business","2023-12-31T00:00:00.000","Active","2006-01-11T00:00:00.000","Tobacco Retail Dealer","FLEUR, RONY ST","RON'S DELI GROCERY STORE","17024","JAMAICA AVE",,"JAMAICA","NY","11432","7186589156","Queens","4","412","27","4217486","4102120009","QN61","444",,"-73.7892842185725","40.70729121951161","
,  
(40.70729121951161, -73.7892842185725)"
"2066532-1-DCA","Business","2021-12-31T00:00:00.000","Inactive","2018-02-22T00:00:00.000","Tobacco Retail Dealer","MERIT FRUITS & VEGGIES CORP","HUDSON MARKET PLACE","755","9TH AVE",,"NEW YORK","NY","10019","917-768-1546","Manhattan","1","104","03","1026690","1010600036","MN15","133",,"-73.98861432617119","40.76396505017934","
,  
(40.76396505017934, -73.98861432617119)"
"1340514-DCA","Business","2017-03-31T00:00:00.000","Inactive","2009-12-08T00:00:00.000","Garage","SP PLUS CORPORATION",,"343","GOLD ST",,"BROOKLYN","NY","11201","2126954568","Brooklyn","3","302","35","3393888","3020490002","BK38","15","Vehicle Spaces: 252, Bicycle Spaces: 20","-73.98329277406647","40.69414879727936","
,  
(40.69414879727936, -73.98329277406647)"
"2107607-DCA","Individual","2023-07-31T00:00:00.000","Active","2022-07-20T00:00:00.000","Ticket Seller","ANDZONGO AWONO, HERVE",,,,,"JAMAICA","NY","11434",,,,,,,,,,,,,
"2085641-DCA","Business","2023-01-31T00:00:00.000","Inactive","2019-05-08T00:00:00.000","Debt Collection Agency","Rausch Sturm LLP",,"44","BEARFOOT RD",,"NORTHBOROUGH","MA","01532","8664563744","Outside NYC",,,,,,,,,,,
"2016857-DCA","Individual","2025-05-31T00:00:00.000","Active","2014-12-29T00:00:00.000","Locksmith","ARIEL, SHALOM",,,,,"BROOKLYN","NY","11219",,,,,,,,,,,,,
"2110319-DCA","Individual","2024-04-30T00:00:00.000","Active","2022-12-21T00:00:00.000","Pedicab Driver","KHALILLI, ETIBAR",,,,,"BROOKLYN","NY","11235",,,,,,,,,,,,,
"1435239-DCA","Business","2023-12-31T00:00:00.000","Active","2012-06-22T00:00:00.000","Tobacco Retail Dealer","PRESBYTERIAN 164 DELI CORP.",,"1081","SAINT NICHOLAS AVE",,"NEW YORK","NY","10032","212-568-3130","Manhattan","1","112","07","1062937","1021220116","MN36","245",,"-73.94001991132355","40.83760200533997","
,  
(40.83760200533997, -73.94001991132355)"
"2107517-DCA","Business","2023-07-31T00:00:00.000","Active","2022-07-15T00:00:00.000","Secondhand Dealer - General","ECOATM LLC","ecoATM","6901","4TH AVE","(INSIDE PLS FINANCIAL SERVICES CC930)","BROOKLYN","NY","11209","8587667242","Brooklyn","3","310","43","3145728","3058730013",,,,"-74.02356303874014","40.63447886148492","
,  
(40.63447886148492, -74.02356303874014)"
"2107504-DCA","Business","2023-07-31T00:00:00.000","Active","2022-07-15T00:00:00.000","Secondhand Dealer - General","ECOATM LLC","ecoATM","1041","PROSPECT AVE","(INSIDE DOLLAR GENERAL 19204)","BRONX","NY","10459","8587667242","Bronx","2","203","17","2097205","2026790001",,,,"-73.89952737044254","40.82474229806576","
,  
(40.82474229806576, -73.89952737044254)"
"2071844-1-DCA","Business","2023-11-30T00:00:00.000","Active","2018-05-25T00:00:00.000","Electronic Cigarette Dealer","TRIANGLE DELI CORP",,"1334","BROADWAY",,"BROOKLYN","NY","11221","347-529-1166","Brooklyn","3","303","41","3341199","3014790008","BK35","375",,"-73.92304979393646","40.69004555608467","
,  
(40.69004555608467, -73.92304979393646)"
"1338970-DCA","Individual","2011-04-30T00:00:00.000","Inactive","2009-11-17T00:00:00.000","Pedicab Driver","BIYIKOGLU, OMER",,,,,"UNION CITY","NJ","07087",,,,,,,,,,,,,
"1470110-DCA","Business","2019-01-31T00:00:00.000","Inactive","2013-07-25T00:00:00.000","Debt Collection Agency","MNS & ASSOCIATES LLC",,"3960","HARLEM RD",,"BUFFALO","NY","14226","877-937-0604","Outside NYC",,,,,,,,,,,
"2107583-DCA","Individual","2024-10-31T00:00:00.000","Active","2022-07-19T00:00:00.000","Tow Truck Driver","FIGUEROA JR, ERIC D",,,,,"BRONX","NY","10455",,,,,,,,,,,,,
"2107576-DCA","Individual","2024-10-31T00:00:00.000","Active","2022-07-19T00:00:00.000","Tow Truck Driver","ROSARIO, MANUEL",,,,,"KEYPORT","NJ","07735",,,,,,,,,,,,,
"2115137-DCA","Individual","2024-04-30T00:00:00.000","Active","2023-07-17T00:00:00.000","Pedicab Driver","PULATOV, UKTAM",,,,,"BROOKLYN","NY","11229",,,,,,,,,,,,,
"2077512-DCA","Business","2025-03-31T00:00:00.000","Active","2018-08-27T00:00:00.000","Garage","SP PLUS CORPORATION",,"1130","SAINT NICHOLAS AVE",,"NEW YORK","NY","10032","2125025490","Manhattan","1","112","10","1062989","1021240017","MN36","251","Vehicle Spaces: 149, Bicycle Spaces: 15","-73.93976119883386","40.83994859762669","
,  
(40.83994859762669, -73.93976119883386)"
"1346796-DCA","Business","2019-03-31T00:00:00.000","Inactive","2013-07-13T00:00:00.000","Garage","SP PLUS CORPORATION",,"74","DEKALB AVE",,"BROOKLYN","NY","11201","2126954568","Brooklyn","3","302","35","3391840","3020940010","BK68","33","Vehicle Spaces: 126, Bicycle Spaces: 10","-73.97972039707659","40.68986363852689","
,  
(40.68986363852689, -73.97972039707659)"
"0509502-DCA","Business","2018-08-08T00:00:00.000","Inactive","2013-04-24T00:00:00.000","Bingo Game Operator","CHURCH OF SAINT ANN",,"125","CROMWELL AVE",,"STATEN ISLAND","NY","10304","7183510270","Staten Island","5","502","50","5048894","5033180001","SI36","9602",,"-74.0970059712258","40.590671846301134","
,  
(40.590671846301134, -74.0970059712258)"
"1417005-DCA","Business","2021-07-31T00:00:00.000","Inactive","2012-01-06T00:00:00.000","Secondhand Dealer - General","SPRINT SPECTRUM L.P.","Sprint","361","E FORDHAM RD",,"BRONX","NY","10458","8662751411","Bronx","2","207","15","2016303","2032750001","BX05","39901",,"-73.89257706311088","40.86184999236685","
,  
(40.86184999236685, -73.89257706311088)"
"1442826-DCA","Individual",,"Inactive","2012-08-27T00:00:00.000","Home Improvement Salesperson","Pulatani, Afrim",,,,,"LAWRENCE","NY","11559",,,,,,,,,,,,,
"2081743-DCA","Business","2022-06-30T00:00:00.000","Inactive","2019-01-29T00:00:00.000","Electronic & Appliance Service","BRONX PARK EAST APPLIANCES LLC",,"669","SAGAMORE ST",,"BRONX","NY","10462","3478664080","Bronx","2","211","15","2095018","2042560051",,,,"-73.86793607219442","40.84888862643277","
,  
(40.84888862643277, -73.86793607219442)"
"0910890-DCA","Business","2005-03-31T00:00:00.000","Inactive","1997-04-03T00:00:00.000","Parking Lot","KINNEY SYSTEM, INC.","KINNEY 40 STREET","326","W 40TH ST",,"NEW YORK","NY","10018","2128894444","Manhattan","1","104","3","1087259","1007630054","MN15","115","Vehicle Spaces: 77, Bicycle Spaces:","-73.99168370614345","40.75634315951697","
,  
(40.75634315951697, -73.99168370614345)"
"1064035-DCA","Business","2007-12-31T00:00:00.000","Inactive","2003-12-12T00:00:00.000","Tobacco Retail Dealer","GOHEL, JAYABEN P","GOHEL, JAYABEN P",,"CHURCH STREET","DUANE STREET","NEW YORK","NY","10007","2122641042","Manhattan","1",,"1",,,,,,"-74.00709559383127","40.715998116846144","
,  
(40.715998116846144, -74.00709559383127)"
"1216285-DCA","Business","2009-12-31T00:00:00.000","Inactive","2005-12-21T00:00:00.000","Laundry","BEDOYA'S LAUNDROMAT, INC.",,"2211","ASTORIA BLVD",,"ASTORIA","NY","11102","7189560020","Queens","4","401","22","4019808","4008840004","QN71","69",,"-73.92496975704948","40.77192563388538","
,  
(40.77192563388538, -73.92496975704948)"
"1212608-DCA","Individual",,"Inactive","2005-10-17T00:00:00.000","Home Improvement Salesperson","MINDLIN, GARY",,,,,"NEW YORK","NY","10023",,,,,,,,,,,,,
"1099830-DCA","Business","2023-07-31T00:00:00.000","Inactive","2002-01-14T00:00:00.000","Secondhand Dealer - General","DOLPHIN TRANSMISSIONS INC",,"8501","FLATLANDS AVE",,"BROOKLYN","NY","11236","7182090800","Brooklyn","3","318","46","3224527","3080060007",,,,"-73.90951897350581","40.63795077081008","
,  
(40.63795077081008, -73.90951897350581)"
"1202681-DCA","Business","2023-12-31T00:00:00.000","Inactive","2005-07-01T00:00:00.000","Tobacco Retail Dealer","LUCKY SIGNS MARKET INC.",,"160","SAINT MARYS AVE",,"STATEN ISLAND","NY","10305","718-443-3171","Staten Island","5","501","49","5106206","5029720070","SI37","36",,"-74.07277080699552","40.61392171772029","
,  
(40.61392171772029, -74.07277080699552)"
"2055976-DCA","Business","2024-06-30T00:00:00.000","Active","2017-07-19T00:00:00.000","Electronic & Appliance Service","CLEAR WIRELESS & MORE INC",,"3333","FULTON ST",,"BROOKLYN","NY","11208","3472407255","Brooklyn","3","305","37","3092263","3041300065",,,,"-73.87259020764412","40.68354504475403","
,  
(40.68354504475403, -73.87259020764412)"
"2081313-DCA","Business","2023-01-31T00:00:00.000","Inactive","2019-01-11T00:00:00.000","Debt Collection Agency","Rausch Sturm LLP",,"250","N SUNNY SLOPE RD",,"BROOKFIELD","WI","53005","8664563744","Outside NYC",,,,,,,,,,,
"1192275-DCA","Business","2025-03-31T00:00:00.000","Active","2005-04-01T00:00:00.000","Garage","80 EAST END GARAGE LLC",,"80","E END AVE",,"NEW YORK","NY","10028","2125175709","Manhattan","1","108","5","1051198","1015800023","MN32","136","Vehicle Spaces: 35, Bicycle Spaces:","-73.9460965359417","40.77313416052005","
,  
(40.77313416052005, -73.9460965359417)"
"2052352-DCA","Business","2020-07-23T00:00:00.000","Inactive","2017-05-03T00:00:00.000","Sidewalk Cafe","WILD LIVING, LLC","WILD PARK SLOPE","148","5TH AVE",,"BROOKLYN","NY","11217","6463874175","Brooklyn","3","306","39","3019356","3009460045","BK37","131","Sidewalk Cafe Type: Unenclosed, Square Feet: 236, Tables: 12, Chairs: 24","-73.97924804150433","40.67822023185862","
,  
(40.67822023185862, -73.97924804150433)"
"2098325-DCA","Business","2023-03-31T00:00:00.000","Inactive","2021-04-08T00:00:00.000","Garage","1350 6th AVENUE GARAGE LLC",,"1350","6TH AVE",,"NEW YORK","NY","10019","6465840409","Manhattan","1","105","04","1034815","1012700071",,,"Vehicle Spaces: 99, Bicycle Spaces: 10","-73.97834090743741","40.76273118749094","
,  
(40.76273118749094, -73.97834090743741)"
"2081058-DCA","Business","2020-12-31T00:00:00.000","Inactive","2019-01-02T00:00:00.000","Electronics Store","HARTY LLC",,"584","BAY ST",,"STATEN ISLAND","NY","10304","7168465821","Staten Island","5","501","49","5013665","5005210021","SI37","21",,"-74.07612511652907","40.62745960746139","
,  
(40.62745960746139, -74.07612511652907)"
"1398066-DCA","Business","2020-07-26T00:00:00.000","Inactive","2011-06-27T00:00:00.000","Sidewalk Cafe","UNCLE ABIES DELI ON FIRST INC.","2ND AVENUE DELI","1442","1ST AVE",,"NEW YORK","NY","10021","2127371700","Manhattan","1","108","5","1045916","1014690046","MN31","132","Sidewalk Cafe Type: Enclosed, Square Feet: 565, Tables: 11, Chairs: 40","-73.95463753329575","40.769654765206866","
,  
(40.769654765206866, -73.95463753329575)"
"2107530-DCA","Business","2024-04-30T00:00:00.000","Active","2022-07-15T00:00:00.000","Tow Truck Company","FIRST CHOICE TOWING INC.",,"2351","MCDONALD AVE",,"BROOKLYN","NY","11223","7184372008","Brooklyn","3","315","47","3193450","3071470013",,,"Active Plate Numbers:  8792","-73.97352713242672","40.59481321865377","
,  
(40.59481321865377, -73.97352713242672)"
"1411077-DCA","Business","2017-03-31T00:00:00.000","Inactive","2011-10-18T00:00:00.000","Garage","SP PLUS CORPORATION",,"226","50TH AVE",,"LONG IS CITY","NY","11101","2126954568","Queens","4","402","26","4000000","4000160502","QN31","1","Vehicle Spaces: 211, Bicycle Spaces: 20","-73.95808732655165","40.74348492471856","
,  
(40.74348492471856, -73.95808732655165)"
"1362206-DCA","Business","2024-04-30T00:00:00.000","Active","2010-07-09T00:00:00.000","Pawnbroker","GENERATION JEWELERS LLC","THE GOLD STANDARD","7054","AUSTIN ST",,"FOREST HILLS","NY","11375","3475617936","Queens","4","406","29","4077473","4032340185",,,,"-73.84545944272007","40.72039876792679","
,  
(40.72039876792679, -73.84545944272007)"
"2105546-DCA","Individual","2023-07-31T00:00:00.000","Active","2022-04-26T00:00:00.000","Ticket Seller","BARRIE, MUSA",,,,,"NEW YORK","NY","10039",,,,,,,,,,,,,
"2073069-1-DCA","Business","2023-11-30T00:00:00.000","Active","2018-06-11T00:00:00.000","Electronic Cigarette Dealer","YUMZE INC",,"2001","NEW HAVEN AVE",,"FAR ROCKAWAY","NY","11691","347-606-0002","Queens","4","414","31","4300973","4157600025","QN15","99801",,"-73.75391920147489","40.60072860546472","
,  
(40.60072860546472, -73.75391920147489)"
"2100278-DCA","Individual","2023-07-31T00:00:00.000","Active","2021-07-21T00:00:00.000","Ticket Seller","SANDOP, AUGUSTINE",,,,,"NEW YORK","NY","10017",,,,,,,,,,,,,
"2075019-1-DCA","Business","2023-11-30T00:00:00.000","Active","2018-07-05T00:00:00.000","Electronic Cigarette Dealer","MUALLA DELI CORP",,"8610","ROCKAWAY BEACH BLVD",,"ROCKAWAY BEACH","NY","11693","3479722760","Queens","4","414","32","4303420","4161200080","QN12","94202",,"-73.81145520439269","40.58754705395587","
,  
(40.58754705395587, -73.81145520439269)"
"2107542-DCA","Business","2024-03-31T00:00:00.000","Active","2022-07-18T00:00:00.000","Stoop Line Stand","86 Best Deal Inc","86 Best Deal Inc","2215","86TH ST",,"BROOKLYN","NY","11214",,"Brooklyn","3","311","47","3165953","3063480072",,,"Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 4, 5 foot stands: 0, 5.01 to 10 foot stands: 0","-73.99337750022465","40.60169179571753","
,  
(40.60169179571753, -73.99337750022465)"
"2084525-DCA","Business","2023-12-31T00:00:00.000","Active","2019-04-11T00:00:00.000","Laundries","Long River Cleaner, Inc","Enterprise Cleaner","3628","9TH ST",,"ASTORIA","NY","11106","718-472-5510","Queens","4","401","26","4004350","4003550130","QN68","39","Laundry Type: Industrial Laundry with Delivery","-73.94191523546534","40.76122269570272","
,  
(40.76122269570272, -73.94191523546534)"
"2107615-DCA","Business","2023-07-31T00:00:00.000","Active","2022-07-20T00:00:00.000","Secondhand Dealer - General","ACCESS BROKER CORP.",,"1317","DEKALB AVE",,"BROOKLYN","NY","11221",,"Brooklyn","3","304","34","3073495","3032320043",,,,"-73.92576376534613","40.6976750531505","
,  
(40.6976750531505, -73.92576376534613)"
"1320677-DCA","Individual","2024-03-31T00:00:00.000","Active","2009-06-02T00:00:00.000","Sightseeing Guide","Mayr, Yue",,,,,"Vienna","Vienna","1050",,,,,,,,,,,,,
"2085190-DCA","Business","2021-01-28T00:00:00.000","Inactive","2019-04-26T00:00:00.000","Garage","NEW 12TH STREET GARAGE, LLC",,"110","UNIVERSITY PL",,"NEW YORK","NY","10003","2125368358","Manhattan","1","102","02","1009386","1005707503","MN23","61","Vehicle Spaces: 150, Bicycle Spaces: 15","-73.99249472023192","40.73428366340385","
,  
(40.73428366340385, -73.99249472023192)"
"0976908-DCA","Business","2022-05-01T00:00:00.000","Inactive","2004-04-01T00:00:00.000","Employment Agency","STEELE ANN","ANN STEELE AGENCY","165","W 46TH ST",,"NEW YORK","NY","10036","2126299112","Manhattan","1","105","04","1022661","1009990003",,,,"-73.98394811504467","40.75811544651081","
,  
(40.75811544651081, -73.98394811504467)"
"1270105-DCA","Business","2017-05-15T00:00:00.000","Inactive","2007-10-12T00:00:00.000","Sidewalk Cafe","PHILLIES PIZZERIA II INC.","PHILLIES PIZZA","7402","ELIOT AVE",,"MIDDLE VLG","NY","11379","718-397-1340","Queens","4","405","30","4067019","4029300001","QN21","66501","Sidewalk Cafe Type: Enclosed, Square Feet: 350, Tables: 16, Chairs: 33","-73.88551491874715","40.72207046435732","
,  
(40.72207046435732, -73.88551491874715)"
"2055156-DCA","Business","2024-06-30T00:00:00.000","Active","2017-06-30T00:00:00.000","Electronic & Appliance Service","BRENES, ELENA MARIA","Brenes Refrigerator","17217","JAMAICA AVE",,"JAMAICA","NY","11432","9174808110","Queens","4","412","27","4539504","4098087501",,,,"-73.78738194530145","40.707748843213686","
,  
(40.707748843213686, -73.78738194530145)"
