"object_id","orgname","appronstre","boroughname","apprfromst","apprtostre","apprdayswe","reviewstat","apprmonope","apprmonclo","apprtueope","apprtueclo","apprwedope","apprwedclo","apprthuope","apprthuclo","apprfriope","apprfriclo","apprsatope","apprsatclo","apprsunope","apprsunclo","sunday_end","apprenddat","shape_stle","the_geom","segmentidt","segmentidf","lionversion"
"273","34th Avenue Open Streets Coalition A Program of Together We Can","34 AVENUE","Queens","69 STREET","JUNCTION BOULEVARD","mon,tue,wed,thu,fri,sat,sun","approvedLimited","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","2023-01-01T00:00:00.000","20:00","2050-12-31T00:00:00.000","260.207124659","MULTILINESTRING ((1016619.0878088027 213956.3864413947, 1016876.7644588053 213992.58715640008))","0152970","0152970",
"274","34th Avenue Open Streets Coalition A Program of Together We Can","34 AVENUE","Queens","69 STREET","JUNCTION BOULEVARD","mon,tue,wed,thu,fri,sat,sun","approvedLimited","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","2023-01-01T00:00:00.000","20:00","2050-12-31T00:00:00.000","259.755601193","MULTILINESTRING ((1014043.2891546339 213600.81923913956, 1014300.9661327153 213633.61477722228))","0153051","0153051",
"275","34th Avenue Open Streets Coalition A Program of Together We Can","34 AVENUE","Queens","69 STREET","JUNCTION BOULEVARD","mon,tue,wed,thu,fri,sat,sun","approvedLimited","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","2023-01-01T00:00:00.000","20:00","2050-12-31T00:00:00.000","260.479911597","MULTILINESTRING ((1015073.1460188031 213744.2379155606, 1015331.1540329754 213780.03804081678))","0153175","0153175",
"276","34th Avenue Open Streets Coalition A Program of Together We Can","34 AVENUE","Queens","69 STREET","JUNCTION BOULEVARD","mon,tue,wed,thu,fri,sat,sun","approvedLimited","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","2023-01-01T00:00:00.000","20:00","2050-12-31T00:00:00.000","260.478094541","MULTILINESTRING ((1017906.3752604723 214136.75353471935, 1018164.4456104636 214172.08810973167))","0153179","0153179",
"277","34th Avenue Open Streets Coalition A Program of Together We Can","34 AVENUE","Queens","69 STREET","JUNCTION BOULEVARD","mon,tue,wed,thu,fri,sat,sun","approvedLimited","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","2023-01-01T00:00:00.000","20:00","2050-12-31T00:00:00.000","259.352313265","MULTILINESTRING ((1017134.9365146309 214027.79049806297, 1017391.806079641 214063.59062330425))","0153243","0153243",
"278","34th Avenue Open Streets Coalition A Program of Together We Can","34 AVENUE","Queens","69 STREET","JUNCTION BOULEVARD","mon,tue,wed,thu,fri,sat,sun","approvedLimited","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","2023-01-01T00:00:00.000","20:00","2050-12-31T00:00:00.000","260.213937919","MULTILINESTRING ((1018164.4456104636 214172.08810973167, 1018422.1485071331 214208.15070164204))","0153306","0153306",
"279","34th Avenue Open Streets Coalition A Program of Together We Can","34 AVENUE","Queens","69 STREET","JUNCTION BOULEVARD","mon,tue,wed,thu,fri,sat,sun","approvedLimited","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","2023-01-01T00:00:00.000","20:00","2050-12-31T00:00:00.000","260.808059065","MULTILINESTRING ((1013013.104535222 213458.12923580408, 1013271.666682139 213492.28271080554))","0153320","0153320",
"280","34th Avenue Open Streets Coalition A Program of Together We Can","34 AVENUE","Queens","69 STREET","JUNCTION BOULEVARD","mon,tue,wed,thu,fri,sat,sun","approvedLimited","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","2023-01-01T00:00:00.000","20:00","2050-12-31T00:00:00.000","259.867840095","MULTILINESTRING ((1014558.7704071403 213671.06844247878, 1014816.1485013068 213706.95452556014))","0153364","0153364",
"281","34th Avenue Open Streets Coalition A Program of Together We Can","34 AVENUE","Queens","69 STREET","JUNCTION BOULEVARD","mon,tue,wed,thu,fri,sat,sun","approvedLimited","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","2023-01-01T00:00:00.000","20:00","2050-12-31T00:00:00.000","259.817275777","MULTILINESTRING ((1016361.6440979689 213921.34714139998, 1016619.0878088027 213956.3864413947))","0153542","0153542",
"282","34th Avenue Open Streets Coalition A Program of Together We Can","34 AVENUE","Queens","69 STREET","JUNCTION BOULEVARD","mon,tue,wed,thu,fri,sat,sun","approvedLimited","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","2023-01-01T00:00:00.000","20:00","2050-12-31T00:00:00.000","260.510692588","MULTILINESTRING ((1014300.9661327153 213633.61477722228, 1014558.7704071403 213671.06844247878))","0153555","0153555",
"283","34th Avenue Open Streets Coalition A Program of Together We Can","34 AVENUE","Queens","69 STREET","JUNCTION BOULEVARD","mon,tue,wed,thu,fri,sat,sun","approvedLimited","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","2023-01-01T00:00:00.000","20:00","2050-12-31T00:00:00.000","260.492041639","MULTILINESTRING ((1016103.6098371446 213885.64806580544, 1016361.6440979689 213921.34714139998))","0153655","0153655",
"284","34th Avenue Open Streets Coalition A Program of Together We Can","34 AVENUE","Queens","69 STREET","JUNCTION BOULEVARD","mon,tue,wed,thu,fri,sat,sun","approvedLimited","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","2023-01-01T00:00:00.000","20:00","2050-12-31T00:00:00.000","260.197369593","MULTILINESTRING ((1015588.6830454767 213814.2932216376, 1015846.5631071329 213848.94210247695))","0153669","0153669",
"285","Kesher Bridging Communities","READS LANE","Queens","EMPIRE AVENUE","MEEHAN AVENUE","fri,sat,sun","approvedLimited",,,,,,,,,"17:00","20:00","08:00","20:00","09:00","2023-06-01T00:00:00.000","17:00","2024-06-30T00:00:00.000","156.47058194","MULTILINESTRING ((1055560.2947031409 159376.59205789864, 1055472.4307056367 159506.06391181052))","0153671","0153671",
"286","34th Avenue Open Streets Coalition A Program of Together We Can","34 AVENUE","Queens","69 STREET","JUNCTION BOULEVARD","mon,tue,wed,thu,fri,sat,sun","approvedLimited","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","2023-01-01T00:00:00.000","20:00","2050-12-31T00:00:00.000","260.439296758","MULTILINESTRING ((1017391.806079641 214063.59062330425, 1017649.7780046314 214099.35531556606))","0153690","0153690",
"287","34th Avenue Open Streets Coalition A Program of Together We Can","34 AVENUE","Queens","69 STREET","JUNCTION BOULEVARD","mon,tue,wed,thu,fri,sat,sun","approvedLimited","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","2023-01-01T00:00:00.000","20:00","2050-12-31T00:00:00.000","259.687841782","MULTILINESTRING ((1014816.1485013068 213706.95452556014, 1015073.1460188031 213744.2379155606))","0153719","0153719",
"288","34th Avenue Open Streets Coalition A Program of Together We Can","34 AVENUE","Queens","69 STREET","JUNCTION BOULEVARD","mon,tue,wed,thu,fri,sat,sun","approvedLimited","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","2023-01-01T00:00:00.000","20:00","2050-12-31T00:00:00.000","259.308269249","MULTILINESTRING ((1017649.7780046314 214099.35531556606, 1017906.3752604723 214136.75353471935))","0153734","0153734",
"289","34th Avenue Open Streets Coalition A Program of Together We Can","34 AVENUE","Queens","69 STREET","JUNCTION BOULEVARD","mon,tue,wed,thu,fri,sat,sun","approvedLimited","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","2023-01-01T00:00:00.000","20:00","2050-12-31T00:00:00.000","336.033847688","MULTILINESTRING ((1019194.5974215567 214315.97233639657, 1019527.1266121417 214364.3777513951))","0153765","0153765",
"290","34th Avenue Open Streets Coalition A Program of Together We Can","34 AVENUE","Queens","69 STREET","JUNCTION BOULEVARD","mon,tue,wed,thu,fri,sat,sun","approvedLimited","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","2023-01-01T00:00:00.000","20:00","2050-12-31T00:00:00.000","260.793363284","MULTILINESTRING ((1013524.9601387978 213558.04045331478, 1013783.4507635534 213592.6204366386))","0153802","0153802",
"291","34th Avenue Open Streets Coalition A Program of Together We Can","34 AVENUE","Queens","69 STREET","JUNCTION BOULEVARD","mon,tue,wed,thu,fri,sat,sun","approvedLimited","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","2023-01-01T00:00:00.000","20:00","2050-12-31T00:00:00.000","260.561097774","MULTILINESTRING ((1016876.7644588053 213992.58715640008, 1017134.9365146309 214027.79049806297))","0153867","0153867",
"292","34th Avenue Open Streets Coalition A Program of Together We Can","34 AVENUE","Queens","69 STREET","JUNCTION BOULEVARD","mon,tue,wed,thu,fri,sat,sun","approvedLimited","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","2023-01-01T00:00:00.000","20:00","2050-12-31T00:00:00.000","259.947773038","MULTILINESTRING ((1013271.666682139 213492.28271080554, 1013529.2255502194 213527.4434016496))","0153880","0153880",
"293","34th Avenue Open Streets Coalition A Program of Together We Can","34 AVENUE","Queens","69 STREET","JUNCTION BOULEVARD","mon,tue,wed,thu,fri,sat,sun","approvedLimited","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","2023-01-01T00:00:00.000","20:00","2050-12-31T00:00:00.000","259.807668471","MULTILINESTRING ((1018422.1485071331 214208.15070164204, 1018679.4314571321 214244.2825191468))","0153916","0153916",
"294","34th Avenue Open Streets Coalition A Program of Together We Can","34 AVENUE","Queens","69 STREET","JUNCTION BOULEVARD","mon,tue,wed,thu,fri,sat,sun","approvedLimited","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","2023-01-01T00:00:00.000","20:00","2050-12-31T00:00:00.000","258.485177154","MULTILINESTRING ((1013787.5583668947 213563.1847999841, 1014043.2891546339 213600.81923913956))","0153949","0153949",
"295","34th Avenue Open Streets Coalition A Program of Together We Can","34 AVENUE","Queens","69 STREET","JUNCTION BOULEVARD","mon,tue,wed,thu,fri,sat,sun","approvedLimited","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","2023-01-01T00:00:00.000","20:00","2050-12-31T00:00:00.000","259.654287763","MULTILINESTRING ((1015846.5631071329 213848.94210247695, 1016103.6098371446 213885.64806580544))","0153952","0153952",
"296","34th Avenue Open Streets Coalition A Program of Together We Can","34 AVENUE","Queens","69 STREET","JUNCTION BOULEVARD","mon,tue,wed,thu,fri,sat,sun","approvedLimited","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","2023-01-01T00:00:00.000","20:00","2050-12-31T00:00:00.000","259.797247277","MULTILINESTRING ((1015331.1540329754 213780.03804081678, 1015588.6830454767 213814.2932216376))","0153969","0153969",
"297","OpenPlans","7 STREET","Brooklyn","4 AVENUE","5 AVENUE","mon,tue,wed,thu,fri","approvedFullSchools","07:30","16:30","07:30","16:30","07:30","16:30","07:30","16:30","07:30","16:30",,,,"2023-05-01T00:00:00.000",,"2024-06-30T00:00:00.000","773.440445724","MULTILINESTRING ((987676.174238056 183930.2135542333, 988329.4439288825 183516.14974981546))","0162211","0162211",
"298","Cooke School & Institute","MAC DOUGAL STREET","Manhattan","WEST HOUSTON STREET","KING STREET","mon,tue,wed,thu,fri","approvedFullSchools","07:30","17:00","07:30","17:00","07:30","17:00","07:30","17:00","07:30","17:00",,,,"2023-01-31T00:00:00.000",,"2024-06-28T00:00:00.000","164.440954792","MULTILINESTRING ((983553.4137828052 204361.20550055802, 983641.8620967269 204499.83350414038))","0164218","0164218",
"299","Lower East Side Partnership","ORCHARD STREET","Manhattan","GRAND STREET","DELANCEY STREET","mon,tue,wed,thu,fri,sat,sun","approvedLimited","12:00","21:00","12:00","21:00","12:00","21:00","12:00","23:00","12:00","23:00","12:00","23:00","12:00","2023-01-31T00:00:00.000","21:00","2023-12-31T00:00:00.000","318.434583757","MULTILINESTRING ((986957.3534972221 200908.64055530727, 987073.4884355515 201205.14225889742))","0164282","0164282",
"300","Salsa Stories","SUFFOLK STREET","Manhattan","RIVINGTON STREET","DELANCEY STREET","sun","approvedFull",,,,,,,,,,,,,"14:00","2023-08-13T00:00:00.000","19:00","2023-09-17T00:00:00.000","478.161184793","MULTILINESTRING ((987985.8064928055 200904.3869548887, 988155.4974263906 201351.42510281503))","0164348","0164348",
"301","Loisaida Open Streets Community Coalition","AVENUE B","Manhattan","EAST 6 STREET","EAST 14 STREET","mon,tue,wed,thu,fri,sat,sun","approvedLimited","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","2023-01-31T00:00:00.000","20:00","2050-12-31T00:00:00.000","267.561275877","MULTILINESTRING ((990199.036646381 204779.14134447277, 990332.1269313842 205011.25341306627))","0164940","0164940",
"302","The Buckley School","EAST 73 STREET","Manhattan","LEXINGTON AVENUE","PARK AVENUE","mon,tue,wed,thu,fri","approvedFullSchools","09:00","14:00","09:00","14:00","09:00","14:00","09:00","14:00","09:00","14:00",,,,"2023-07-01T00:00:00.000",,"2024-06-30T00:00:00.000","476.874610857","MULTILINESTRING ((994439.0836124718 220444.75568248332, 994856.2218858004 220213.66034413874))","0165998","0165998",
"303","PS 6","EAST 82 STREET","Manhattan","MADISON AVENUE","PARK AVENUE","mon,tue,wed,thu,fri","approvedFullSchools","08:00","15:00","08:00","15:00","08:00","15:00","08:00","15:00","08:00","15:00",,,,"2023-01-03T00:00:00.000",,"2024-06-30T00:00:00.000","474.511438215","MULTILINESTRING ((995133.9969208091 222824.61312747002, 995548.6909733117 222593.98366747797))","0166025","0166025",
"304","The Dalton School","EAST 91 STREET","Manhattan","PARK AVENUE","MADISON AVENUE","mon,tue,wed,thu,fri","approvedFullSchools","10:30","14:00","10:30","14:00","10:30","14:00","10:30","14:00","10:30","14:00",,,,"2023-09-06T00:00:00.000",,"2024-06-30T00:00:00.000","476.087224304","MULTILINESTRING ((996300.1067932993 224928.4373319, 996715.6115397215 224696.02637939155))","0166061","0166061",
"305","The Spence School","EAST 93 STREET","Manhattan","PARK AVENUE","MADISON AVENUE","mon,tue,wed,thu,fri","approvedFullSchools","08:00","15:00","08:00","15:00","08:00","15:00","08:00","15:00","08:00","15:00",,,,"2023-09-11T00:00:00.000",,"2024-06-28T00:00:00.000","475.677410159","MULTILINESTRING ((996553.8562858105 225385.03090690076, 996969.587081641 225153.86667105556))","0166073","0166073",
"306","Uptown Grand Central","EAST 100 STREET","Manhattan","PARK AVENUE","3 AVENUE","fri","approvedFull",,,,,,,,,"17:00","22:00",,,,"2023-06-02T00:00:00.000",,"2023-09-02T00:00:00.000","473.291267181","MULTILINESTRING ((997941.4552166313 226757.16070856154, 998355.096121639 226527.14804522693))","0166102","0166102",
"307","Uptown Grand Central","EAST 101 STREET","Manhattan","PARK AVENUE","LEXINGTON AVENUE","sat","approvedFull",,,,,,,,,,,"12:00","20:00",,"2023-06-03T00:00:00.000",,"2023-09-02T00:00:00.000","471.141559405","MULTILINESTRING ((998070.1262191385 226984.07626523077, 998481.9003299773 226755.1298727244))","0166118","0166118",
"308","Morningside Area Alliance","LA SALLE STREET","Manhattan","BROADWAY","CLAREMONT AVENUE","thu","approvedFull",,,,,,,"15:30","21:00",,,,,,"2023-04-13T00:00:00.000",,"2023-10-26T00:00:00.000","281.667073568","MULTILINESTRING ((995379.8002349734 235777.499951303, 995131.1294724643 235909.78446364403))","0166337","0166337",
"309","120 Marcus Meets Malcolm, Inc","WEST 120 STREET","Manhattan","LENOX AVENUE","MT MORRIS PARK WEST","mon,tue,wed,thu,fri,sat,sun","approvedLimited","10:00","20:00","10:00","20:00","10:00","20:00","10:00","20:00","10:00","22:00","10:00","22:00","10:00","2023-01-06T00:00:00.000","20:00","2050-12-31T00:00:00.000","504.450638949","MULTILINESTRING ((999163.4803316444 232155.80804772675, 998722.2673033029 232400.35152189434))","0166536","0166536",
"310","Community Health Academy of the Heights","WEST 158 STREET","Manhattan","BROADWAY","AMSTERDAM AVENUE","mon,tue,wed,thu,fri","approvedFull","11:30","14:00","11:30","14:00","11:30","14:00","11:30","14:00","11:30","14:00",,,,"2023-01-31T00:00:00.000",,"2024-06-28T00:00:00.000","865.626574327","MULTILINESTRING ((1000417.0736249685 242944.64440964162, 999658.8431860507 243362.25184214115))","0173647","0173647",
"311","Helen M. Marshall School","110 STREET","Queens","34 AVENUE","NORTHERN BOULEVARD","mon,tue,wed,thu,fri","approvedFullSchools","07:45","14:30","07:45","14:30","07:45","14:30","07:45","14:30","07:45","14:30",,,,"2023-09-05T00:00:00.000",,"2024-06-28T00:00:00.000","526.14459784","MULTILINESTRING ((1023170.4260840565 215423.52228663862, 1023363.2705146372 214933.99275389314))","0177513","0177513",
"312","Thai community usa nyc","WOODSIDE AVENUE","Queens","76 STREET","79 STREET","fri,sat,sun","approvedFull",,,,,,,,,"16:00","21:00","12:00","21:00","12:00","2023-04-22T00:00:00.000","21:00","2023-12-31T00:00:00.000","247.013839483","MULTILINESTRING ((1014801.9785821438 210088.53656555712, 1015044.2750135511 210136.58108890057))","0192341","0192341",
"313","Chinatown BID","PELL STREET","Manhattan","MOTT STREET","BOWERY","sat,sun","approvedFull",,,,,,,,,,,"09:00","23:59","09:00","2023-04-01T00:00:00.000","21:00","2023-12-31T00:00:00.000","251.133805879","MULTILINESTRING ((985036.0226942152 199637.03975206614, 984794.6511297226 199706.37918031216))","0251997","0251997",
"314","Von Design Ltd","BLEECKER STREET","Manhattan","MOTT STREET","BOWERY","wed,thu,fri,sat,sun","approvedFull",,,,,"17:00","23:00","17:00","23:00","17:00","23:00","11:00","23:00","11:00","2023-04-14T00:00:00.000","23:00","2023-10-31T00:00:00.000","224.321919467","MULTILINESTRING ((986390.4566651434 203504.50773888826, 986178.5886505544 203578.21165972948))","0275232","0275232",
"315","il Buco","BOND STREET","Manhattan","LAFAYETTE STREET","BOWERY","mon,tue,wed,thu,fri,sat,sun","approvedFull","16:30","23:00","16:30","23:00","16:30","23:00","16:30","23:00","16:30","23:00","10:00","23:00","10:00","2023-04-01T00:00:00.000","23:00","2023-11-01T00:00:00.000","655.012473623","MULTILINESTRING ((985877.0899097174 204011.0224738866, 986430.356519714 203660.39817515016))","0275233","0275233",
"316","Hudson Yards Hell's Kitchen Alliance","HUDSON BOULEVARD EAST","Manhattan","WEST 34 STREET","WEST 35 STREET","mon,tue,wed,thu,fri,sat","approvedLimited","08:00","17:00","08:00","17:00","08:00","17:00","08:00","17:00","08:00","17:00","08:00","17:00",,"2023-07-10T00:00:00.000",,"2023-11-03T00:00:00.000","278.435816592","MULTILINESTRING ((984261.4484559745 214634.89656731486, 984109.8883916438 214401.32419981062))","0276243","0276243",
"317","Hudson Yards Hell's Kitchen Alliance","HUDSON BOULEVARD EAST","Manhattan","WEST 33 STREET","WEST 34 STREET","mon,tue,wed,thu,fri,sat","approvedLimited","08:00","17:00","08:00","17:00","08:00","17:00","08:00","17:00","08:00","17:00","00:00","00:00",,"2023-07-10T00:00:00.000",,"2023-11-03T00:00:00.000","278.160836421","MULTILINESTRING ((984109.8883916438 214401.32419981062, 983965.3273290545 214163.67834964395))","0276246","0276246",
"318","Hudson Yards Hell's Kitchen Alliance","HUDSON BOULEVARD WEST","Manhattan","WEST 35 STREET","WEST 36 STREET","mon,tue,wed,thu,fri,sat","approvedLimited","08:00","17:00","08:00","17:00","08:00","17:00","08:00","17:00","08:00","17:00","08:00","17:00",,"2023-05-01T00:00:00.000",,"2023-11-03T00:00:00.000","255.416238818","MULTILINESTRING ((984267.532761395 214922.96095180511, 984128.559286058 214708.66249589622))","0276255","0276255",
"319","Hudson Yards Hell's Kitchen Alliance","HUDSON BOULEVARD WEST","Manhattan","WEST 36 STREET","WEST 36 STREET","mon,tue,wed,thu,fri,sat","approvedLimited","08:00","17:00","08:00","17:00","08:00","17:00","08:00","17:00","08:00","17:00","08:00","17:00",,"2023-05-01T00:00:00.000",,"2023-11-03T00:00:00.000","255.416238818","MULTILINESTRING ((984267.532761395 214922.96095180511, 984128.559286058 214708.66249589622))","0276255","0276255",
"320","Boriken Neighborhood Health Center/ East Harlem Council for Human Services, Inc.","EAST 123 STREET","Manhattan","3 AVENUE","2 AVENUE","fri","approvedFull",,,,,,,,,"10:00","16:00",,,,"2023-07-07T00:00:00.000",,"2023-09-15T00:00:00.000","708.373491968","MULTILINESTRING ((1001755.6240974665 231617.95479272306, 1002375.1297482252 231274.43513855338))","0287474","0287474",
"321","Kettle of Fish","CHRISTOPHER STREET","Manhattan","7 AVENUE SOUTH","WAVERLY PLACE","fri,sat,sun","approvedFull",,,,,,,,,"17:00","23:00","12:00","23:00","12:00","2023-01-06T00:00:00.000","23:00","2023-12-31T00:00:00.000","445.020135943","MULTILINESTRING ((983512.7980503887 206563.79656781256, 983477.7705613822 206558.7014336437), (983762.7601488829 206608.1465447247, 983512.7980503887 206563.79656781256), (983916.1128605604 206635.4135505557, 983762.7601488829 206608.1465447247))","0032213","0032236",
"322","OpenPlans","84 AVENUE","Queens","168 STREET","164 PLACE","mon,tue,wed,thu,fri","approvedFullSchools","07:30","16:30","07:30","16:30","07:30","16:30","07:30","16:30","07:30","16:30",,,,"2023-05-01T00:00:00.000",,"2024-06-30T00:00:00.000","1202.67374249","MULTILINESTRING ((1039258.172451809 199906.83481614292, 1039807.1083618104 200013.88512697816), (1039807.1083618104 200013.88512697816, 1039850.5301909745 200030.45661614835), (1039850.5301909745 200030.45661614835, 1039892.206616804 200051.60814864933), (1039892.206616804 200051.60814864933, 1039931.425698474 200077.0247644782), (1040352.1269568056 200163.3894211501, 1040390.3617884666 200122.75630031526), (1039931.425698474 200077.0247644782, 1039967.5640776306 200106.2537086457), (1039967.5640776306 200106.2537086457, 1040000.4347468019 200130.95510281622), (1040000.4347468019 200130.95510281622, 1040037.6229926348 200150.7746169716), (1040037.6229926348 200150.7746169716, 1040077.9608384669 200164.67878864706), (1040077.9608384669 200164.67878864706, 1040119.9883134663 200172.04097864032), (1040119.9883134663 200172.04097864032, 1040162.1207751334 200172.7004261464), (1040162.1207751334 200172.7004261464, 1040202.842478469 200167.00161863863), (1040202.842478469 200167.00161863863, 1040352.1269568056 200163.3894211501))","0117728","0106623",
"323","Willowtown Assocation","JORALEMON STREET","Brooklyn","FURMAN STREET","HICKS STREET","mon,tue,wed,thu,fri,sat,sun","approvedLimited","08:30","21:00","08:00","21:00","08:00","21:00","08:00","21:00","08:00","21:00","08:00","21:00","08:00","2023-04-17T00:00:00.000","21:00","2023-10-30T00:00:00.000","262.785516077","MULTILINESTRING ((984507.3912055492 192065.12838672101, 984718.0403905511 192019.5379267335), (984461.9680680484 192077.96956838667, 984469.1399697214 192075.6467383951), (984489.9142063856 192068.91118755937, 984507.3912055492 192065.12838672101), (984469.1399697214 192075.6467383951, 984489.9142063856 192068.91118755937))","0162464","0162461",
"324","North Brooklyn Open Streets Community Coalition (NBK OSCC)","BERRY STREET","Brooklyn","BROADWAY","NORTH 12 STREET","mon,tue,wed,thu,fri,sat,sun","approvedLimited","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","2023-01-19T00:00:00.000","20:00","2050-12-31T00:00:00.000","270.117672035","MULTILINESTRING ((993893.178208217 198409.81582856178, 993850.8994213939 198317.09390114248), (993907.6624312252 198441.58413772285, 993893.178208217 198409.81582856178), (993954.9858273864 198541.49666756392, 993940.3437962979 198511.06300139427), (993964.8325924724 198561.96545864642, 993954.9858273864 198541.49666756392), (993923.6568218023 198473.11983580887, 993907.6624312252 198441.58413772285), (993940.3437962979 198511.06300139427, 993923.6568218023 198473.11983580887))","0238989","0256728",
"325","Staten Island Chamber of Commerce Foundation Inc. / The Angiuli Group, LLC","MINTHORNE STREET","Staten Island","BAY STREET","VICTORY BOULEVARD","fri,sat","approvedFull",,,,,,,,,"16:00","00:00","11:00","00:00",,"2023-04-22T00:00:00.000",,"2023-10-14T00:00:00.000","570.65356566","MULTILINESTRING ((963278.6022983938 171268.57581980526, 963106.7916183919 171202.19832789898), (963343.1526942253 171594.3943938911, 963278.6022983938 171268.57581980526), (963353.449261561 171647.72466781735, 963343.1526942253 171594.3943938911))","0016424","0229193",
"326","Meatpacking District Management Association","9 AVENUE","Manhattan","WEST 14 STREET","WEST 15 STREET","wed,thu,fri,sat,sun","approvedFull",,,,,"14:00","22:00","14:00","22:00","14:00","22:00","12:00","22:00","12:00","2023-04-01T00:00:00.000","22:00","2023-12-31T00:00:00.000","299.463311919","MULTILINESTRING ((982829.6583405584 209188.36809031665, 982834.0996046364 209219.00090305507), (982834.0996046364 209219.00090305507, 982853.5765998065 209359.50783988833), (982853.5765998065 209359.50783988833, 982915.5036413074 209469.99646405876))","0271230","0271933",
"327","Lenape Bloemendael DMA dba Columbus Amsterdam Business Improvement District","AMSTERDAM AVENUE","Manhattan","WEST 106 STREET","CATHEDRAL PARKWAY","sat,sun","approvedFull",,,,,,,,,,,"10:00","21:00","10:00","2023-03-25T00:00:00.000","20:30","2023-11-12T00:00:00.000","281.305654292","MULTILINESTRING ((993743.4727989733 230899.66292223334, 993819.4280276448 231036.29650722444), (993819.4280276448 231036.29650722444, 993828.1271572262 231051.85487505794), (993828.1271572262 231051.85487505794, 993880.5532334745 231145.30810022354))","0294458","0294461",
"328","W 103rd Open Streets Coalition","WEST 103 STREET","Manhattan","RIVERSIDE DRIVE","AMSTERDAM AVENUE","mon,tue,wed,thu,fri,sat,sun","approvedLimited","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","2023-05-01T00:00:00.000","20:00","2023-12-31T00:00:00.000","417.82146051","MULTILINESTRING ((993353.4689858109 230195.5166927278, 993147.6518121362 230309.57486355305), (993147.6518121362 230309.57486355305, 993005.031362474 230388.6111228168), (993005.031362474 230388.6111228168, 992987.8335622251 230397.71117022634))","0262464","0294489",
"329","161st Street BID","EAST 161 STREET","Bronx","GRAND CONCOURSE","WALTON AVENUE","fri,sat","approvedFull",,,,,,,,,"12:00","22:00","09:00","16:00",,"2023-07-14T00:00:00.000",,"2023-10-28T00:00:00.000","401.227415949","MULTILINESTRING ((1005570.4527538866 240503.20637914538, 1005619.6862512231 240485.34125739336), (1005284.1741269678 240622.66709822416, 1005570.4527538866 240503.20637914538), (1005245.5544535518 240621.1582429707, 1005284.1741269678 240622.66709822416))","0295937","0257893",
"330","Saint David's School","EAST 89 STREET","Manhattan","5 AVENUE","MADISON AVENUE","mon,tue,wed,thu,fri","approvedFullSchools","10:00","14:00","10:00","14:00","10:00","14:00","10:00","14:00","10:00","14:00",,,,"2023-01-31T00:00:00.000",,"2024-06-28T00:00:00.000","507.995575908","MULTILINESTRING ((995979.5286943018 224507.95818597078, 996046.3881406337 224471.2453328967), (995921.557681635 224539.27472439408, 995979.5286943018 224507.95818597078), (995601.0225615501 224715.59622214735, 995921.557681635 224539.27472439408))","0301963","0301958",
