"project_id","bbl","validated_borough","validated_block","validated_lot","validated","validated_date","unverified_borough","unverified_block","unverified_lot"
"2018M0375 - 1 - 00545 - 0039","1005450039","Manhattan","545","39","true","2021-04-01T00:00:00.000","Manhattan","545","39"
"2018M0375 - 1 - 00545 - 0040","1005450040","Manhattan","545","40","true","2021-04-01T00:00:00.000","Manhattan","545","40"
"2018M0375 - 1 - 00545 - 0046","1005450046","Manhattan","545","46","true","2021-04-01T00:00:00.000","Manhattan","545","46"
"2018M0375 - 1 - 00545 - 0048","1005450048","Manhattan","545","48","true","2021-04-01T00:00:00.000","Manhattan","545","48"
"2018M0375 - 1 - 00545 - 0053","1005450053","Manhattan","545","53","true","2021-04-01T00:00:00.000","Manhattan","545","53"
"2018M0375 - 1 - 00545 - 7501","1005457501","Manhattan","545","7501","true","2021-04-01T00:00:00.000","Manhattan","545","7501"
"2018M0375 - 1 - 00545 - 7502","1005457502","Manhattan","545","7502","true","2021-04-01T00:00:00.000","Manhattan","545","7502"
"2018M0375 - 1 - 00545 - 7504","1005457504","Manhattan","545","7504","true","2021-04-01T00:00:00.000","Manhattan","545","7504"
"2021Q0388 - 4 - 15876 - 0001","4158760001","Queens","15876","1","true","2021-03-29T00:00:00.000","Queens","15876","1"
"2021Q0388 - 4 - 15875 - 0001","4158750001","Queens","15875","1","true","2021-03-29T00:00:00.000","Queens","15875","1"
"2021Q0388 - 4 - 15874 - 0008","4158740008","Queens","15874","8","true","2021-03-29T00:00:00.000","Queens","15874","8"
"2021Q0388 - 4 - 15874 - 0041","4158740041","Queens","15874","41","true","2021-03-29T00:00:00.000","Queens","15874","41"
"2020M0220 - 1 - 01284 - 0021","1012840021","Manhattan","1284","21","true","2021-03-30T00:00:00.000","Manhattan","1284","21"
"2019Q0247 - 4 - 00595 - 0026","4005950026","Queens","595","26","true","2021-03-31T00:00:00.000","Queens","595","26"
"2019Q0247 - 4 - 00595 - 0027","4005950027","Queens","595","27","true","2021-03-31T00:00:00.000","Queens","595","27"
"2019X0022 - 2 - 05633 - 0122","2056330122","Bronx","5633","122","true","2021-03-31T00:00:00.000","Bronx","5633","122"
"2021M0155 - 1 - 01305 - 0001","1013050001","Manhattan","1305","1","true","2021-03-31T00:00:00.000","Manhattan","1305","1"
"2020Q0105 - 4 - 00406 - 0001","4004060001","Queens","406","1","true","2021-04-01T00:00:00.000","Queens","406","1"
"2020Q0105 - 4 - 00406 - 0002","4004060002","Queens","406","2","true","2021-04-01T00:00:00.000","Queens","406","2"
"2020Q0105 - 4 - 00406 - 0012","4004060012","Queens","406","12","true","2021-04-01T00:00:00.000","Queens","406","12"
"2020Q0105 - 4 - 00406 - 0024","4004060024","Queens","406","24","true","2021-04-01T00:00:00.000","Queens","406","24"
"2020Q0105 - 4 - 00406 - 0008","4004060008","Queens","406","8","true","2021-04-01T00:00:00.000","Queens","406","8"
"2018K0445 - 3 - 03669 - 0022","3036690022","Brooklyn","3669","22","true","2021-04-01T00:00:00.000","Brooklyn","3669","22"
"2021K0389 - 3 - 03767 - 0005","3037670005","Brooklyn","3767","5","true","2021-03-30T00:00:00.000","Brooklyn","3767","5"
"2021R0343 - 5 - 05316 - 0083","5053160083","Staten Island","5316","83","true","2021-03-30T00:00:00.000","Staten Island","5316","83"
"2018K0415 - 3 - 05449 - 0041","3054490041","Brooklyn","5449","41","true","2021-03-31T00:00:00.000","Brooklyn","5449","41"
"2018K0415 - 3 - 05449 - 0034","3054490034","Brooklyn","5449","34","true","2021-03-31T00:00:00.000","Brooklyn","5449","34"
"2018K0415 - 3 - 05449 - 0035","3054490035","Brooklyn","5449","35","true","2021-03-31T00:00:00.000","Brooklyn","5449","35"
"2018K0415 - 3 - 05449 - 0044","3054490044","Brooklyn","5449","44","true","2021-03-31T00:00:00.000","Brooklyn","5449","44"
"2018K0415 - 3 - 05449 - 0042","3054490042","Brooklyn","5449","42","true","2021-03-31T00:00:00.000","Brooklyn","5449","42"
"2018K0415 - 3 - 05449 - 0037","3054490037","Brooklyn","5449","37","true","2021-03-31T00:00:00.000","Brooklyn","5449","37"
"2020Q0105 - 4 - 00406 - 0028","4004060028","Queens","406","28","true","2021-04-01T00:00:00.000","Queens","406","28"
"2020Q0105 - 4 - 00406 - 0027","4004060027","Queens","406","27","true","2021-04-01T00:00:00.000","Queens","406","27"
"2020Q0105 - 4 - 00406 - 0029","4004060029","Queens","406","29","true","2021-04-01T00:00:00.000","Queens","406","29"
"2020Q0105 - 4 - 00406 - 0009","4004060009","Queens","406","9","true","2021-04-01T00:00:00.000","Queens","406","9"
"2021R0390 - 5 - 05112 - 0025","5051120025","Staten Island","5112","25","true","2021-04-02T00:00:00.000","Staten Island","5112","25"
"2021K0173 - 3 - 04129 - 0157","3041290157","Brooklyn","4129","157","true","2021-02-09T00:00:00.000","Brooklyn","4129","157"
"2021K0173 - 3 - 04129 - 0064","3041290064","Brooklyn","4129","64","true","2021-02-09T00:00:00.000","Brooklyn","4129","64"
"2021K0173 - 3 - 04129 - 0056","3041290056","Brooklyn","4129","56","true","2021-02-09T00:00:00.000","Brooklyn","4129","56"
"2021K0173 - 3 - 04129 - 0007","3041290007","Brooklyn","4129","7","true","2021-02-09T00:00:00.000","Brooklyn","4129","7"
"2021K0173 - 3 - 04129 - 0061","3041290061","Brooklyn","4129","61","true","2021-02-09T00:00:00.000","Brooklyn","4129","61"
"2021K0173 - 3 - 04129 - 0062","3041290062","Brooklyn","4129","62","true","2021-02-09T00:00:00.000","Brooklyn","4129","62"
"2021K0173 - 3 - 04129 - 0060","3041290060","Brooklyn","4129","60","true","2021-02-09T00:00:00.000","Brooklyn","4129","60"
"2021M0224 - 1 - 00073 - 0011","1000730011","Manhattan","73","11","true","2021-02-11T00:00:00.000","Manhattan","73","11"
"2021M0224 - 1 - 00098 - 0001","1000980001","Manhattan","98","1","true","2021-02-11T00:00:00.000","Manhattan","98","1"
"2021M0224 - 1 - 00073 - 0010","1000730010","Manhattan","73","10","true","2021-02-11T00:00:00.000","Manhattan","73","10"
"2019R0212 - 5 - 00013 - 0008","5000130008","Staten Island","13","8","true","2021-02-11T00:00:00.000","Staten Island","13","8"
"2019R0212 - 5 - 00012 - 0001","5000120001","Staten Island","12","1","true","2021-02-11T00:00:00.000","Staten Island","12","1"
"2019R0212 - 5 - 00013 - 0116","5000130116","Staten Island","13","116","true","2021-02-11T00:00:00.000","Staten Island","13","116"
"2019R0212 - 5 - 00013 - 0119","5000130119","Staten Island","13","119","true","2021-02-11T00:00:00.000","Staten Island","13","119"
"2019M0371 - 1 - 00073 - 0011","1000730011","Manhattan","73","11","true","2021-02-11T00:00:00.000","Manhattan","73","11"
"2020K0425 - 3 - 03865 - 0139","3038650139","Brooklyn","3865","139","true","2021-02-12T00:00:00.000","Brooklyn","3865","139"
"2020K0425 - 3 - 03865 - 0044","3038650044","Brooklyn","3865","44","true","2021-02-12T00:00:00.000","Brooklyn","3865","44"
"2020K0425 - 3 - 03865 - 0007","3038650007","Brooklyn","3865","7","true","2021-02-12T00:00:00.000","Brooklyn","3865","7"
"2020K0425 - 3 - 03865 - 0021","3038650021","Brooklyn","3865","21","true","2021-02-12T00:00:00.000","Brooklyn","3865","21"
"2018K0463 - 3 - 02023 - 0001","3020230001","Brooklyn","2023","1","true","2021-02-01T00:00:00.000","Brooklyn","2023","1"
"2018K0463 - 3 - 02023 - 0150","3020230150","Brooklyn","2023","150","true","2021-02-01T00:00:00.000","Brooklyn","2023","150"
"2021M0311 - 1 - 02197 - 0075","1021970075","Manhattan","2197","75","true","2021-03-10T00:00:00.000","Manhattan","2197","75"
"2021R0294 - 5 - 06744 - 0041","5067440041","Staten Island","6744","41","true","2021-02-04T00:00:00.000","Staten Island","6744","41"
"2021R0111 - 5 - 08008 - 0070","5080080070","Staten Island","8008","70","true","2021-02-04T00:00:00.000","Staten Island","8008","70"
"2019K0122 - 3 - 02641 - 0003","3026410003","Brooklyn","2641","3","true","2021-02-05T00:00:00.000","Brooklyn","2641","3"
"2021X0327 - 2 - 05924 - 0530","2059240530","Bronx","5924","530","true","2021-02-05T00:00:00.000","Bronx","5924","530"
"2021Q0318 - 4 - 08286 - 0186","4082860186","Queens","8286","186","true","2021-02-02T00:00:00.000","Queens","8286","186"
"2021M0319 - 1 - 00759 - 0029","1007590029","Manhattan","759","29","true","2021-02-02T00:00:00.000","Manhattan","759","29"
"2021M0319 - 1 - 00759 - 0031","1007590031","Manhattan","759","31","true","2021-02-02T00:00:00.000","Manhattan","759","31"
"2021M0320 - 1 - 01273 - 0010","1012730010","Manhattan","1273","10","true","2021-02-03T00:00:00.000","Manhattan","1273","10"
"2020R0441 - 5 - 00873 - 0027","5008730027","Staten Island","873","27","true","2021-02-03T00:00:00.000","Staten Island","873","27"
"2021R0136 - 5 - 07915 - 0005","5079150005","Staten Island","7915","5","true","2021-02-03T00:00:00.000","Staten Island","7915","5"
"2021K0324 - 3 - 00146 - 0015","3001460015","Brooklyn","146","15","true","2021-02-03T00:00:00.000","Brooklyn","146","15"
"2019K0122 - 3 - 02641 - 0001","3026410001","Brooklyn","2641","1","true","2021-02-05T00:00:00.000","Brooklyn","2641","1"
"2021K0328 - 3 - 03331 - 0025","3033310025","Brooklyn","3331","25","true","2021-02-05T00:00:00.000","Brooklyn","3331","25"
"2021K0173 - 3 - 04129 - 0158","3041290158","Brooklyn","4129","158","true","2021-02-09T00:00:00.000","Brooklyn","4129","158"
"2021K0173 - 3 - 04129 - 0006","3041290006","Brooklyn","4129","6","true","2021-02-09T00:00:00.000","Brooklyn","4129","6"
"2021K0173 - 3 - 04129 - 0063","3041290063","Brooklyn","4129","63","true","2021-02-09T00:00:00.000","Brooklyn","4129","63"
"2019K0457 - 3 - 02020 - 0035",,,,,"true","2021-02-09T00:00:00.000","Brooklyn","2020","35"
"2019K0457 - 3 - 02020 - 0037","3020200037","Brooklyn","2020","37","true","2021-02-09T00:00:00.000","Brooklyn","2020","37"
"2019R0212 - 5 - 00013 - 0073","5000130073","Staten Island","13","73","true","2021-02-11T00:00:00.000","Staten Island","13","73"
"2019R0212 - 5 - 00013 - 0071","5000130071","Staten Island","13","71","true","2021-02-11T00:00:00.000","Staten Island","13","71"
"2019R0212 - 5 - 00013 - 0068","5000130068","Staten Island","13","68","true","2021-02-11T00:00:00.000","Staten Island","13","68"
"2019R0212 - 5 - 00013 - 0060","5000130060","Staten Island","13","60","true","2021-02-11T00:00:00.000","Staten Island","13","60"
"2019M0371 - 1 - 00073 - 0008","1000730008","Manhattan","73","8","true","2021-02-11T00:00:00.000","Manhattan","73","8"
"2019M0371 - 1 - 00073 - 0010","1000730010","Manhattan","73","10","true","2021-02-11T00:00:00.000","Manhattan","73","10"
"2021K0105 - 3 - 07918 - 0086","3079180086","Brooklyn","7918","86","true","2021-02-11T00:00:00.000","Brooklyn","7918","86"
"2020K0425 - 3 - 03865 - 0137","3038650137","Brooklyn","3865","137","true","2021-02-12T00:00:00.000","Brooklyn","3865","137"
"2020K0425 - 3 - 03865 - 0141","3038650141","Brooklyn","3865","141","true","2021-02-12T00:00:00.000","Brooklyn","3865","141"
"2020K0425 - 3 - 03865 - 0140","3038650140","Brooklyn","3865","140","true","2021-02-12T00:00:00.000","Brooklyn","3865","140"
"2020K0425 - 3 - 03865 - 0136","3038650136","Brooklyn","3865","136","true","2021-02-12T00:00:00.000","Brooklyn","3865","136"
"2020K0425 - 3 - 03865 - 0138","3038650138","Brooklyn","3865","138","true","2021-02-12T00:00:00.000","Brooklyn","3865","138"
"2020K0425 - 3 - 03865 - 0142","3038650142","Brooklyn","3865","142","true","2021-02-12T00:00:00.000","Brooklyn","3865","142"
"2020K0425 - 3 - 03865 - 0047","3038650047","Brooklyn","3865","47","true","2021-02-12T00:00:00.000","Brooklyn","3865","47"
"2020K0425 - 3 - 03865 - 0045","3038650045","Brooklyn","3865","45","true","2021-02-12T00:00:00.000","Brooklyn","3865","45"
"2020K0425 - 3 - 03865 - 0049","3038650049","Brooklyn","3865","49","true","2021-02-12T00:00:00.000","Brooklyn","3865","49"
"2020K0425 - 3 - 03865 - 0046","3038650046","Brooklyn","3865","46","true","2021-02-12T00:00:00.000","Brooklyn","3865","46"
"2020K0425 - 3 - 03865 - 0150","3038650150","Brooklyn","3865","150","true","2021-02-12T00:00:00.000","Brooklyn","3865","150"
"2020K0425 - 3 - 03865 - 0151","3038650151","Brooklyn","3865","151","true","2021-02-12T00:00:00.000","Brooklyn","3865","151"
"2020K0425 - 3 - 03865 - 0006","3038650006","Brooklyn","3865","6","true","2021-02-12T00:00:00.000","Brooklyn","3865","6"
"2021R0347 - 5 - 00894 - 0103","5008940103","Staten Island","894","103","true","2021-04-20T00:00:00.000","Staten Island","894","103"
"2021K0221 - 3 - 03705 - 0001","3037050001","Brooklyn","3705","1","true","2021-04-22T00:00:00.000","Brooklyn","3705","1"
"2018K0395 - 3 - 06617 - 0007","3066170007","Brooklyn","6617","7","true","2021-03-31T00:00:00.000","Brooklyn","6617","7"
"2018K0395 - 3 - 06617 - 0008","3066170008","Brooklyn","6617","8","true","2021-03-31T00:00:00.000","Brooklyn","6617","8"
"2018K0395 - 3 - 06617 - 0009","3066170009","Brooklyn","6617","9","true","2021-03-31T00:00:00.000","Brooklyn","6617","9"
"2018K0395 - 3 - 06617 - 0010","3066170010","Brooklyn","6617","10","true","2021-03-31T00:00:00.000","Brooklyn","6617","10"
"2018K0395 - 3 - 06617 - 0011","3066170011","Brooklyn","6617","11","true","2021-03-31T00:00:00.000","Brooklyn","6617","11"
"2018K0395 - 3 - 06617 - 0012","3066170012","Brooklyn","6617","12","true","2021-03-31T00:00:00.000","Brooklyn","6617","12"
"2018K0395 - 3 - 06617 - 0014","3066170014","Brooklyn","6617","14","true","2021-03-31T00:00:00.000","Brooklyn","6617","14"
"2018K0395 - 3 - 06617 - 0017","3066170017","Brooklyn","6617","17","true","2021-03-31T00:00:00.000","Brooklyn","6617","17"
"2018K0395 - 3 - 06617 - 0023","3066170023","Brooklyn","6617","23","true","2021-03-31T00:00:00.000","Brooklyn","6617","23"
"2018K0395 - 3 - 06617 - 0026","3066170026","Brooklyn","6617","26","true","2021-03-31T00:00:00.000","Brooklyn","6617","26"
"2018K0395 - 3 - 06617 - 0028","3066170028","Brooklyn","6617","28","true","2021-03-31T00:00:00.000","Brooklyn","6617","28"
"2018K0395 - 3 - 06617 - 0006","3066170006","Brooklyn","6617","6","true","2021-03-31T00:00:00.000","Brooklyn","6617","6"
"2018R0346 - 5 - 07028 - 0036","5070280036","Staten Island","7028","36","true","2021-03-31T00:00:00.000","Staten Island","7028","36"
"2018R0347 - 5 - 06750 - 0003","5067500003","Staten Island","6750","3","true","2021-03-31T00:00:00.000","Staten Island","6750","3"
"2018R0366 - 5 - 06261 - 0060","5062610060","Staten Island","6261","60","true","2021-03-31T00:00:00.000","Staten Island","6261","60"
"2018R0388 - 5 - 08046 - 0090","5080460090","Staten Island","8046","90","true","2021-03-31T00:00:00.000","Staten Island","8046","90"
"2018R0391 - 5 - 06228 - 0071","5062280071","Staten Island","6228","71","true","2021-03-31T00:00:00.000","Staten Island","6228","71"
"2018R0392 - 5 - 06228 - 0023","5062280023","Staten Island","6228","23","true","2021-03-31T00:00:00.000","Staten Island","6228","23"
"2018R0393 - 5 - 06238 - 0068","5062380068","Staten Island","6238","68","true","2021-03-31T00:00:00.000","Staten Island","6238","68"
"2018R0422 - 5 - 06300 - 0004","5063000004","Staten Island","6300","4","true","2021-03-31T00:00:00.000","Staten Island","6300","4"
"2018R0423 - 5 - 06750 - 0044","5067500044","Staten Island","6750","44","true","2021-03-31T00:00:00.000","Staten Island","6750","44"
"2018R0423 - 5 - 06750 - 0043","5067500043","Staten Island","6750","43","true","2021-03-31T00:00:00.000","Staten Island","6750","43"
"2018R0423 - 5 - 06750 - 0042","5067500042","Staten Island","6750","42","true","2021-03-31T00:00:00.000","Staten Island","6750","42"
"2018R0452 - 5 - 05589 - 0007","5055890007","Staten Island","5589","7","true","2021-03-31T00:00:00.000","Staten Island","5589","7"
"2018R0452 - 5 - 05589 - 0008","5055890008","Staten Island","5589","8","true","2021-03-31T00:00:00.000","Staten Island","5589","8"
"2018R0452 - 5 - 05589 - 0009","5055890009","Staten Island","5589","9","true","2021-03-31T00:00:00.000","Staten Island","5589","9"
"2018R0452 - 5 - 05589 - 0010","5055890010","Staten Island","5589","10","true","2021-03-31T00:00:00.000","Staten Island","5589","10"
"2018R0452 - 5 - 05589 - 0011","5055890011","Staten Island","5589","11","true","2021-03-31T00:00:00.000","Staten Island","5589","11"
"2018R0454 - 5 - 06567 - 0027","5065670027","Staten Island","6567","27","true","2021-03-31T00:00:00.000","Staten Island","6567","27"
"2018R0454 - 5 - 06567 - 0029","5065670029","Staten Island","6567","29","true","2021-03-31T00:00:00.000","Staten Island","6567","29"
"2018R0458 - 5 - 06431 - 0070","5064310070","Staten Island","6431","70","true","2021-03-31T00:00:00.000","Staten Island","6431","70"
"2018R0469 - 5 - 06367 - 0029","5063670029","Staten Island","6367","29","true","2021-03-31T00:00:00.000","Staten Island","6367","29"
"2018R0469 - 5 - 06367 - 0036","5063670036","Staten Island","6367","36","true","2021-03-31T00:00:00.000","Staten Island","6367","36"
"2018R0469 - 5 - 06367 - 0039","5063670039","Staten Island","6367","39","true","2021-03-31T00:00:00.000","Staten Island","6367","39"
"2018R0483 - 5 - 07966 - 0032","5079660032","Staten Island","7966","32","true","2021-03-31T00:00:00.000","Staten Island","7966","32"
"2018R0510 - 5 - 08047 - 0043","5080470043","Staten Island","8047","43","true","2021-03-31T00:00:00.000","Staten Island","8047","43"
"2018R0511 - 5 - 08046 - 0094","5080460094","Staten Island","8046","94","true","2021-03-31T00:00:00.000","Staten Island","8046","94"
"2018R0512 - 5 - 07775 - 0131","5077750131","Staten Island","7775","131","true","2021-03-31T00:00:00.000","Staten Island","7775","131"
