"contract_id","organization_id","agency_id","agency_name","service_id","contract_amount","contract_end","contract_start","contract_number","fiscal_year"
"989","400","816","DOHMH","1100","1740622","2019-06-30T00:00:00.000","2016-07-01T00:00:00.000","CT181620170002357","FY2018"
"990","400","816","DOHMH","1101","1740622","2019-06-30T00:00:00.000","2016-07-01T00:00:00.000","CT181620170002357","FY2018"
"991","400","816","DOHMH","1102","502951","2018-06-30T00:00:00.000","2016-07-01T00:00:00.000","CT181620170002388","FY2018"
"992","401","816","DOHMH","1103","288912","2019-06-30T00:00:00.000","2015-07-01T00:00:00.000","CT181620160000931","FY2018"
"993","402","816","DOHMH","1104","1028236","2018-06-30T00:00:00.000","2015-07-01T00:00:00.000","CT181620160000991","FY2018"
"994","402","816","DOHMH","1105","384922","2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT181620180002029","FY2018"
"995","403","816","DOHMH","1106","2395482","2018-06-30T00:00:00.000","2015-07-01T00:00:00.000","CT181620160001006","FY2018"
"996","403","816","DOHMH","1106","459450","2019-06-30T00:00:00.000","2016-07-01T00:00:00.000","CT181620170000742","FY2018"
"997","403","816","DOHMH","1107","2395482","2018-06-30T00:00:00.000","2015-07-01T00:00:00.000","CT181620160001006","FY2018"
"998","404","816","DOHMH","1108","501369","2018-06-30T00:00:00.000","2015-07-01T00:00:00.000","CT181620160001008","FY2018"
"999","404","816","DOHMH","1109","229092.1","2018-06-30T00:00:00.000","2015-07-01T00:00:00.000","CT181620161410878","FY2018"
