"dbn","district","school_name","is_org_split_sited","building_id_s","transfer_school","total_enrollment","grades_3k_5_enrollment","grades_6_8_enrollment","grades_9_12_enrollment","asian","black","hispanic","multiracial","native_american","white","missing_race_ethnicity_data","swd","ell","poverty","_2018_19_ela_tested","_2018_19_ela_proficient_l3","_2018_19_ela_proficient_l3_1","_2018_19_math_tested","_2018_19_math_proficient","_2018_19_math_proficient_1","_2019_20_total_4_year_august","_2019_20_4_year_august","_2019_20_total_6_year_grad","_2019_20_6_year_graduates"
"04M108","4","P.S. 108 Assemblyman Angelo Del Toro Educational Complex",,"M108","false","430","244","186","0","0.021","0.302","0.623","0.007","0.009","0.035","0.002","0.288","0.074","0.895","278","77","27.7%","283","62","21.9%",,,,
"04M112","4","P.S. 112 Jose Celso Barbosa",,"M112","false","274","274","0","0","0.015","0.219","0.672","0.011","0.007","0.077","0.0","0.387","0.168","0.836",,,,,,,,,,
"04M146","4","P.S. 146 Ann M. Short",,"M146","false","344","344","0","0","0.044","0.25","0.657","0.015","0.006","0.029","0.0","0.392","0.148","0.945","158","49","31.0%","159","59","37.1%",,,,
"04M155","4","P.S. 155 William Paca",,"M155","false","218","218","0","0","0.037","0.128","0.784","0.0","0.032","0.018","0.0","0.289","0.312","0.972","109","18","16.5%","110","17","15.5%",,,,
"04M182","4","The Bilingual Bicultural School",,"M083","false","264","264","0","0","0.004","0.042","0.932","0.004","0.0","0.019","0.0","0.273","0.379","0.958","154","67","43.5%","155","54","34.8%",,,,
"04M206","4","P.S. 206 Jose Celso Barbosa",,"M112","false","447","218","229","0","0.02","0.224","0.705","0.009","0.004","0.038","0.0","0.441","0.172","0.859","401","119","29.7%","344","95","27.6%",,,,
"04M224","4","M.S. 224 Manhattan East School for Arts & Academics",,"M099","false","203","0","203","0","0.069","0.296","0.453","0.025","0.005","0.153","0.0","0.222","0.005","0.601","165","102","61.8%","114","61","53.5%",,,,
"04M310","4","The Judith S. Kaye School","true","M646, Q142","true","160","0","0","160","0.063","0.463","0.387","0.019","0.044","0.025","0.0","0.4","0.069","0.844",,,,,,,"78","47.4%","19","89.5%"
"04M372","4","Esperanza Preparatory Academy",,"M117","false","475","0","177","298","0.013","0.12","0.846","0.004","0.004","0.013","0.0","0.257","0.333","0.964","174","36","20.7%","122","24","19.7%","86","81.4%","83","74.7%"
"04M375","4","Mosaic Preparatory Academy",,"M101","false","219","219","0","0","0.009","0.42","0.493","0.014","0.041","0.023","0.0","0.283","0.091","0.913","125","33","26.4%","118","14","11.9%",,,,
"04M377","4","Renaissance School of the Arts",,"M155","false","201","0","201","0","0.0","0.498","0.473","0.015","0.015","0.0","0.0","0.284","0.06","0.925","144","50","34.7%","113","24","21.2%",,,,
"04M435","4","Manhattan Center for Science and Mathematics",,"M435","false","1629","0","0","1629","0.228","0.197","0.482","0.003","0.011","0.072","0.007","0.145","0.072","0.806",,,,,,,"413","96.6%","380","99.2%"
"04M497","4","Central Park East I",,"M013","false","154","154","0","0","0.104","0.117","0.442","0.11","0.006","0.221","0.0","0.221","0.039","0.461","34","19","55.9%","32","15","46.9%",,,,
"04M555","4","Central Park East High School",,"M013","false","520","0","0","520","0.202","0.223","0.473","0.006","0.008","0.073","0.015","0.183","0.027","0.823",,,,,,,"114","98.2%","131","96.9%"
"04M825","4","Isaac Newton Middle School for Math & Science",,"M435","false","323","0","323","0","0.062","0.195","0.728","0.0","0.003","0.012","0.0","0.254","0.096","0.916","212","93","43.9%","161","48","29.8%",,,,
"04M964","4","Central Park East II",,"M050","false","435","278","157","0","0.06","0.301","0.48","0.041","0.0","0.117","0.0","0.28","0.048","0.602","210","90","42.9%","201","70","34.8%",,,,
"05M030","5","P.S. 030 Hernandez/Hughes",,"M030","false","205","205","0","0","0.029","0.42","0.517","0.005","0.01","0.02","0.0","0.273","0.073","0.922","96","44","45.8%","101","25","24.8%",,,,
"05M092","5","P.S. 092 Mary McLeod Bethune",,"M092","false","214","214","0","0","0.005","0.505","0.467","0.0","0.005","0.019","0.0","0.322","0.107","0.972","116","40","34.5%","116","41","35.3%",,,,
"05M123","5","P.S. 123 Mahalia Jackson",,"M123","false","418","255","163","0","0.022","0.486","0.426","0.012","0.019","0.036","0.0","0.263","0.16","0.969","317","71","22.4%","323","49","15.2%",,,,
"05M125","5","P.S. 125 Ralph Bunche",,"M125","false","294","294","0","0","0.051","0.333","0.371","0.037","0.01","0.194","0.003","0.194","0.017","0.663","65","38","58.5%","68","40","58.8%",,,,
"05M129","5","P.S. 129 John H. Finley",,"M129","false","306","222","84","0","0.02","0.493","0.448","0.007","0.013","0.02","0.0","0.32","0.085","0.902","241","85","35.3%","247","56","22.7%",,,"1","0.0%"
"05M148","5","Eagle Academy for Young Men of Harlem",,"M136","false","325","0","123","202","0.006","0.628","0.317","0.003","0.018","0.022","0.006","0.385","0.08","0.815","144","25","17.4%","90","22","24.4%","67","80.6%",,
"05M154","5","P.S. 154 Harriet Tubman",,"M154","false","219","219","0","0","0.046","0.621","0.26","0.009","0.014","0.05","0.0","0.306","0.096","0.922","120","42","35.0%","121","33","27.3%",,,,
"05M157","5","The Urban Assembly School for Global Commerce",,"M501","false","195","0","0","195","0.005","0.477","0.487","0.0","0.01","0.015","0.005","0.354","0.103","0.897",,,,,,,"59","76.3%","75","80.0%"
"05M175","5","P.S. 175 Henry H Garnet",,"M175","false","321","321","0","0","0.05","0.511","0.383","0.006","0.006","0.044","0.0","0.19","0.143","0.903","139","56","40.3%","141","56","39.7%",,,,
"05M194","5","P.S. 194 Countee Cullen",,"M194","false","169","169","0","0","0.0","0.604","0.355","0.012","0.0","0.03","0.0","0.32","0.178","0.976","109","13","11.9%","109","9","8.3%",,,,
"05M197","5","P.S. 197 John B. Russwurm",,"M197","false","233","233","0","0","0.013","0.554","0.386","0.009","0.0","0.039","0.0","0.335","0.073","0.923","130","24","18.5%","135","12","8.9%",,,,
"05M200","5","P.S. 200- The James McCune Smith School",,"M200","false","298","298","0","0","0.003","0.601","0.339","0.003","0.027","0.027","0.0","0.245","0.07","0.872","159","54","34.0%","167","39","23.4%",,,,
"05M285","5","Harlem Renaissance High School",,"M911","true","161","0","0","161","0.006","0.472","0.472","0.006","0.019","0.025","0.0","0.273","0.193","0.894",,,,,,,"119","25.2%","111","33.3%"
"05M286","5","Urban Assembly Academy for Future Leaders",,"M043","false","93","0","93","0","0.022","0.581","0.366","0.022","0.0","0.011","0.0","0.527","0.086","0.946","114","21","18.4%","83","8","9.6%",,,,
"05M304","5","Mott Hall High School",,"M136","false","207","0","0","207","0.029","0.382","0.541","0.0","0.005","0.034","0.01","0.29","0.217","0.928",,,,,,,"70","64.3%","75","76.0%"
"05M362","5","Columbia Secondary School",,"M125","false","700","0","296","404","0.089","0.181","0.347","0.036","0.004","0.307","0.036","0.184","0.006","0.386","243","222","91.4%","163","151","92.6%","95","96.8%","90","100.0%"
"05M369","5","Urban Assembly School for the Performing Arts",,"M043","false","386","0","0","386","0.018","0.528","0.42","0.003","0.008","0.016","0.008","0.256","0.054","0.826",,,,,,,"69","84.1%","73","74.0%"
"05M371","5","School of Earth Exploration and Discovery Harlem (SEED Harlem)",,"M129","false","78","0","78","0","0.038","0.551","0.385","0.0","0.0","0.013","0.013","0.333","0.064","0.885",,,,,,,,,,
"05M514","5","New Design Middle School",,"M195","false","135","0","135","0","0.0","0.57","0.4","0.0","0.015","0.015","0.0","0.511","0.03","0.963","116","10","8.6%","121","11","9.1%",,,,
"06M052","6","Harold O. Levy School",,"M052","false","248","0","248","0","0.008","0.044","0.931","0.0","0.004","0.012","0.0","0.234","0.46","0.968","227","42","18.5%","218","25","11.5%",,,,
"06M103","6","Dos Puentes Elementary School",,"M132","false","420","420","0","0","0.005","0.033","0.736","0.026","0.0","0.2","0.0","0.214","0.307","0.643","162","66","40.7%","166","65","39.2%",,,,
"06M115","6","P.S. 115 Alexander Humboldt",,"M115","false","394","394","0","0","0.015","0.005","0.947","0.0","0.005","0.02","0.008","0.241","0.269","0.962","208","55","26.4%","225","70","31.1%",,,,
"06M128","6","P.S. 128 Audubon",,"M128","false","563","563","0","0","0.012","0.034","0.895","0.002","0.004","0.048","0.005","0.22","0.151","0.885","243","94","38.7%","255","86","33.7%",,,,
"06M132","6","P.S. 132 Juan Pablo Duarte",,"M132","false","186","186","0","0","0.0","0.032","0.946","0.005","0.0","0.016","0.0","0.301","0.403","0.823","134","29","21.6%","152","40","26.3%",,,,
"06M143","6","J.H.S. 143 Eleanor Roosevelt",,"M143","false","225","0","225","0","0.013","0.049","0.876","0.0","0.004","0.058","0.0","0.276","0.551","0.916","221","42","19.0%","239","44","18.4%",,,,
"06M153","6","P.S. 153 Adam Clayton Powell",,"M153","false","434","434","0","0","0.014","0.157","0.767","0.009","0.002","0.051","0.0","0.168","0.249","0.929","238","99","41.6%","252","109","43.3%",,,,
"06M173","6","P.S. 173",,"M173","false","444","444","0","0","0.029","0.025","0.899","0.009","0.002","0.036","0.0","0.182","0.142","0.815","203","84","41.4%","214","87","40.7%",,,,
"06M189","6","P.S. 189",,"M189","false","569","569","0","0","0.011","0.021","0.944","0.0","0.0","0.025","0.0","0.206","0.218","0.93","340","148","43.5%","350","145","41.4%",,,,
"06M192","6","P.S. 192 Jacob H. Schiff",,"M192","false","316","316","0","0","0.003","0.089","0.848","0.0","0.003","0.057","0.0","0.203","0.237","0.905","148","54","36.5%","158","49","31.0%",,,,
"06M209","6","Hamilton Grange Middle School",,"M192","false","336","0","336","0","0.024","0.092","0.813","0.003","0.003","0.063","0.003","0.244","0.223","0.845","279","100","35.8%","251","71","28.3%",,,,
"06M211","6","Inwood Early College for Health and Information Technologies",,"M052","false","425","0","0","425","0.005","0.064","0.908","0.005","0.005","0.005","0.009","0.233","0.108","0.948",,,,,,,"89","79.8%","86","93.0%"
"06M293","6","City College Academy of the Arts",,"M218","false","611","0","258","353","0.013","0.033","0.917","0.003","0.002","0.031","0.002","0.18","0.07","0.843","247","127","51.4%","237","76","32.1%","90","95.6%","84","100.0%"
"06M311","6","Amistad Dual Language School",,"M176","false","407","265","142","0","0.007","0.007","0.948","0.007","0.0","0.027","0.002","0.243","0.322","0.803","256","126","49.2%","264","115","43.6%",,,,
"06M314","6","Muscota",,"M176","false","293","293","0","0","0.038","0.038","0.399","0.075","0.003","0.447","0.0","0.201","0.058","0.273","127","102","80.3%","127","96","75.6%",,,,
"06M319","6","M.S. 319 - Maria Teresa",,"M090","false","320","0","320","0","0.0","0.028","0.95","0.0","0.0","0.022","0.0","0.309","0.35","0.969","311","78","25.1%","320","66","20.6%",,,,
"06M322","6","Middle School 322",,"M218","false","292","0","292","0","0.007","0.014","0.949","0.014","0.003","0.014","0.0","0.209","0.414","0.945","359","98","27.3%","385","69","17.9%",,,,
"06M324","6","M.S. 324 - Patria Mirabal",,"M090","false","268","0","268","0","0.019","0.078","0.869","0.0","0.0","0.034","0.0","0.269","0.362","0.858","279","107","38.4%","254","90","35.4%","s","s","s","s"
"06M328","6","Community Math & Science Prep",,"M164","false","134","0","134","0","0.007","0.112","0.813","0.0","0.015","0.052","0.0","0.388","0.463","0.948","167","30","18.0%","192","30","15.6%",,,,
"06M348","6","Washington Heights Expeditionary Learning School",,"M143","false","952","249","270","433","0.009","0.021","0.929","0.006","0.004","0.028","0.002","0.246","0.178","0.841","309","114","36.9%","230","87","37.8%","91","91.2%","83","88.0%"
"06M349","6","Harbor Heights",,"M173","false","98","0","98","0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.031","0.837","0.939","81","2","2.5%","137","24","17.5%",,,,
"06M423","6","High School for Excellence and Innovation",,"M052","true","169","0","0","169","0.006","0.083","0.882","0.0","0.006","0.024","0.0","0.16","0.562","0.982",,,,,,,"53","52.8%","60","75.0%"
"06M462","6","The College Academy",,"M465","false","359","0","0","359","0.014","0.097","0.85","0.003","0.003","0.025","0.008","0.256","0.521","0.967",,,,,,,"77","88.3%","97","81.4%"
"06M463","6","High School for Media and Communications",,"M465","false","328","0","0","328","0.006","0.067","0.899","0.003","0.003","0.021","0.0","0.223","0.427","0.942",,,,,,,"89","78.7%","102","73.5%"
"06M467","6","High School for Law and Public Service",,"M465","false","449","0","0","449","0.013","0.16","0.8","0.0","0.007","0.02","0.0","0.278","0.354","0.922",,,,,,,"127","48.8%","162","72.8%"
"06M468","6","High School for Health Careers and Sciences",,"M465","false","396","0","0","396","0.01","0.134","0.826","0.003","0.003","0.018","0.008","0.167","0.404","0.869",,,,,,,"117","75.2%","106","78.3%"
"06M513","6","Castle Bridge School",,"M128","false","179","179","0","0","0.011","0.034","0.715","0.05","0.0","0.184","0.006","0.341","0.291","0.642","17","11","64.7%","16","10","62.5%",,,,
"07X030","7","P.S. 030 Wilton",,"X030","false","480","480","0","0","0.002","0.206","0.771","0.0","0.002","0.017","0.002","0.244","0.233","0.923","251","67","26.7%","260","45","17.3%",,,,
"07X031","7","P.S./M.S. 031 The William Lloyd Garrison",,"X151","false","622","387","235","0","0.021","0.267","0.658","0.003","0.01","0.042","0.0","0.246","0.137","0.926","404","130","32.2%","407","103","25.3%",,,,
"07X043","7","P.S. 043 Jonas Bronck",,"X043","false","351","351","0","0","0.009","0.251","0.715","0.017","0.003","0.006","0.0","0.182","0.148","0.98","191","85","44.5%","195","72","36.9%",,,,
"07X049","7","P.S. 049 Willis Avenue",,"X049","false","602","602","0","0","0.005","0.248","0.716","0.008","0.005","0.015","0.003","0.251","0.128","0.924","273","127","46.5%","274","139","50.7%",,,,
"07X065","7","P.S. 065 Mother Hale Academy",,"X065","false","316","316","0","0","0.013","0.323","0.627","0.009","0.003","0.025","0.0","0.241","0.12","0.978","159","47","29.6%","164","41","25.0%",,,,
"07X151","7","J.H.S. 151 Lou Gehrig",,"X151","false","133","0","133","0","0.015","0.338","0.617","0.0","0.008","0.023","0.0","0.331","0.338","1.0","199","34","17.1%","219","21","9.6%",,,,
"07X154","7","P.S. 154 Jonathan D. Hyatt",,"X154","false","312","312","0","0","0.003","0.413","0.561","0.003","0.006","0.013","0.0","0.218","0.16","0.987","157","89","56.7%","161","60","37.3%",,,,
"07X161","7","P.S. 161 Juan Ponce De Leon School",,"X161","false","376","376","0","0","0.005","0.202","0.771","0.011","0.005","0.005","0.0","0.261","0.125","0.968","167","52","31.1%","170","65","38.2%",,,,
"07X179","7","P.S. 179",,"X040","false","281","281","0","0","0.007","0.224","0.751","0.007","0.0","0.011","0.0","0.256","0.171","0.922","150","55","36.7%","154","42","27.3%",,,,
"07X221","7","South Bronx Preparatory: A College Board School",,"X149","false","640","0","266","374","0.014","0.233","0.722","0.0","0.005","0.025","0.002","0.25","0.069","0.953","257","109","42.4%","255","78","30.6%","102","95.1%","94","96.8%"
"07X223","7","The Laboratory School of Finance and Technology: X223",,"X149","false","715","0","324","391","0.013","0.171","0.799","0.003","0.006","0.008","0.001","0.183","0.062","0.95","289","167","57.8%","287","173","60.3%","90","94.4%","116","94.0%"
"07X224","7","P.S./I.S. 224",,"X139","false","246","0","246","0","0.008","0.276","0.691","0.008","0.012","0.004","0.0","0.317","0.167","0.996","288","30","10.4%","301","12","4.0%",,,,
"07X259","7","H.E.R.O. High (Health, Education, and Research Occupations High School)",,"X655","false","505","0","0","505","0.024","0.333","0.626","0.0","0.004","0.01","0.004","0.248","0.109","0.869",,,,,,,"97","80.4%","101","76.2%"
"07X277","7","P.S. 277",,"X027","false","373","373","0","0","0.008","0.241","0.71","0.003","0.027","0.011","0.0","0.196","0.172","0.933","170","48","28.2%","172","52","30.2%",,,,
"07X296","7","South Bronx Academy for Applied Media",,"X184","false","244","0","244","0","0.0","0.344","0.627","0.0","0.016","0.012","0.0","0.361","0.102","0.906","201","50","24.9%","208","39","18.8%",,,,
"07X298","7","Academy of Public Relations",,"X184","false","197","0","197","0","0.005","0.244","0.746","0.0","0.005","0.0","0.0","0.396","0.33","0.954","214","32","15.0%","201","24","11.9%",,,,
"07X334","7","International Community High School",,"X139","false","399","0","0","399","0.028","0.145","0.782","0.005","0.015","0.025","0.0","0.08","0.895","0.967",,,,,,,"142","61.3%","85","83.5%"
"07X343","7","Academy of Applied Mathematics and Technology",,"X139","false","301","0","301","0","0.023","0.279","0.688","0.0","0.0","0.01","0.0","0.252","0.123","0.96","301","102","33.9%","269","111","41.3%",,,,
"07X359","7","Concourse Village Elementary School",,"X156","false","285","285","0","0","0.007","0.284","0.691","0.0","0.004","0.014","0.0","0.179","0.088","0.853","146","108","74.0%","146","120","82.2%",,,,
"07X369","7","Young Leaders Elementary School",,"X040","false","258","258","0","0","0.0","0.167","0.81","0.008","0.0","0.016","0.0","0.252","0.244","0.969","101","34","33.7%","103","42","40.8%",,,,
"07X379","7","Jill Chaifetz Transfer High School",,"X184","true","208","0","0","208","0.014","0.284","0.663","0.01","0.01","0.019","0.0","0.346","0.13","0.861",,,,,,,"89","24.7%","108","45.4%"
"07X381","7","Bronx Haven High School",,"X600","true","156","0","0","156","0.026","0.25","0.712","0.0","0.006","0.006","0.0","0.346","0.103","0.929",,,,,,,"74","12.2%","82","42.7%"
"07X427","7","Community School for Social Justice",,"X884","false","343","0","0","343","0.003","0.257","0.72","0.0","0.006","0.009","0.006","0.268","0.222","0.933",,,,,,,"62","59.7%","64","68.8%"
"07X473","7","Mott Haven Village Preparatory High School",,"X470","false","253","0","0","253","0.016","0.308","0.664","0.004","0.0","0.008","0.0","0.312","0.146","0.925",,,,,,,"67","64.2%","96","56.3%"
