"origid","name","address","borough","zipcode","facility_type","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"41254326","RUBEN D. CUETO - D.D.S.","278 WILSON AVE","BROOKLYN","11237","Dental X-Ray","40.696990","-73.919212","304","37","36047041900","3075652","3033060028","BK78"
"50065687","GLENWOOD DENTAL CARE PLLC","1569 RALPH AVE","BROOKLYN","11236","Dental X-Ray","40.638974","-73.919318","318","46","36047095000","3222456","3079570017","BK50"
"41200289","DEUTSCH RONALD - DDS","2016 AVENUE M","BROOKLYN","11210","Dental X-Ray","40.618580","-73.954762","314","48","36047075800","3210000","3076560034","BK43"
"40508426","SAINT JOACHIM & SAINT","2720 SURF AVENUE DENTAL DEPARTMENT DENTAL DEP","BROOKLYN","11224","Dental X-Ray","40.573135","-73.993078","313","47","36047034000","3336552","3070690001","BK21"
"40730328","GENAO JOSE A. - DDS","162 GRAHAM AVE","BROOKLYN","11206","Dental X-Ray","40.707097","-73.943153","301","34","36047049300","3071213","3030620007","BK78"
"91-3681-01","Timothy Jayasundera M.D.","1678 UTICA AVENUE","BROOKLYN","11234","Radioactive Materials","40.631500","-73.928233","318","45","36047072200","3214500","3077530068","BK58"
"50039996","FRANK RINALDI","1721 86TH ST OFC","BROOKLYN","11214","Podiatric X-Ray","40.608219","-74.004217","311","43","36047017800","3165731","3063430019","BK27"
"40943428","GOLDMAN LANA - DDS","215 5 AVENUE","BROOKLYN","11215","Dental X-Ray","40.676091","-73.980666","306","39","36047013300","3020112","3009560006","BK37"
"50089308","GENTLE DENTAL ASSOCIATES LLC","215 5TH AVE FRNT","BROOKLYN","11215","Dental X-Ray","40.676091","-73.980666","306","39","36047013300","3020112","3009560006","BK37"
"40504647","MITCHELL SIEGEL - DPM","338 9 STREET","BROOKLYN","11215","Podiatric X-Ray","40.668681","-73.985307","306","39","36047013900","3022277","3010110020","BK37"
"41721606","MASHIHI RONY - DDS","7 BAY 28 STREET","BROOKLYN","11214","Dental X-Ray","40.602480","-73.995668","311","47","36047029000","3167040","3063790038","BK28"
"50083362","UNION MEDICAL CARE LLC","4502 13TH AVE","BROOKLYN","11219","Non-Hospital X-Ray","40.637177","-73.989893","312","44","36047022200","3328598","3056160035","BK88"
"40660646","EVANS CHARMAINE - DDS","549 EAST 26 STREET","BROOKLYN","11210","Dental X-Ray","40.637252","-73.952000","314","45","36047078800","3120921","3052280118","BK42"
"41578911","POINDEXTER AYANNA F. - DMD","309 LAFAYETTE AVENUE LOBBY M","BROOKLYN","11238","Dental X-Ray","40.688468","-73.963664","302","35","36047019300","3055375","3019330060","BK69"
"41245810","BAKER PAUL & CHIONCHI","805 UNION ST","BROOKLYN","11215","Dental X-Ray","40.675184","-73.977288","306","39","36047015900","3019892","3009540070","BK37"
"50089416","PARK SLOPE ORAL & MAXILLOFACIAL SURGERY ASSOCIATES LLP","805 UNION ST","BROOKLYN","11215","Dental X-Ray","40.675184","-73.977288","306","39","36047015900","3019892","3009540070","BK37"
"50093430","PARK SLOPE ORAL & MAXILLOFACIAL SURGERY PLLC","805 UNION ST STE A","BROOKLYN","11215","Dental CBCT X-Ray","40.675184","-73.977288","306","39","36047015900","3019892","3009540070","BK37"
"41567001","DR. WILLIAM BONGIOR","1278 72 STREET","BROOKLYN","11228","Dental X-Ray","40.622407","-74.006290","310","43","36047020000","3158237","3061880038","BK30"
"50058207","SUNSET PARK HEALTH COUNCIL INC","4004 4TH AVE","BROOKLYN","11232","Dental X-Ray","40.651977","-74.006862","307","38","36047008200","3010580","3007130020","BK32"
"40499964","WEINSTEIN RUDOLPH DDS","1215 AVENUE M","BROOKLYN","11230","Dental X-Ray","40.617710","-73.962582","314","44","36047076800","3180612","3067320045","BK43"
"40503740","FIREWORKER N. & KRUPKA B. DDS","705 AVENUE L","BROOKLYN","11230","Dental X-Ray","40.619581","-73.968002","312","44","36047045200","3171404","3065330054","BK46"
"40499531","GALLI JOHN A. DDS","365 BAY RIDGE PKWY","BROOKLYN","11209","Dental X-Ray","40.631089","-74.026149","310","43","36047006600","3148283","3059290052","BK31"
"40791135","ROSEN MARK - DDS","1 MARGARET CT","BROOKLYN","11235","Dental X-Ray","40.588883","-73.957421","315","48","36047058800","3203883","3074330019","BK25"
"50044226","FLAWLESS DENTAL PC","175 HEWES ST APT GROUND","BROOKLYN","11211","Dental X-Ray","40.703365","-73.958058","301","33","36047053300","3060335","3022050034","BK72"
"41697572","HERNANDEZ SUSAN - DMD","424 BAY RIDGE PARKWAY","BROOKLYN","11209","Dental X-Ray","40.630411","-74.024188","310","43","36047013400","3148757","3059410016","BK31"
"41219930","TITOV IGOR - DDS","602 FLATBUSH AVENUE","BROOKLYN","11225","Dental X-Ray","40.658925","-73.960537","309","40","36047079802","3114606","3050260151","BK60"
"41715258","JACK KASSAB - DDS","1176 LIBERTY AVENUE","BROOKLYN","11208","Dental X-Ray","40.678872","-73.865839","305","37","36047118800","3094467","3042040018","BK83"
"40500382","JAMES WALLETT - DDS","8011 5 AVENUE","BROOKLYN","11209","Dental X-Ray","40.625616","-74.024208","310","43","36047013800","3151359","3059900006","BK31"
"40499286","SCHWEIKERT EDGAR - DDS","429 77 STREET","BROOKLYN","11209","Dental X-Ray","40.628893","-74.024815","310","43","36047013600","3149284","3059510073","BK31"
"41707258","ZAWIE STEPHEN E. - D.","7424 20 AVENUE","BROOKLYN","11204","Veterinary X-Ray","40.611258","-73.991349","311","47","36047026800","3159751","3062170044","BK28"
"50047341","56/7 DENTAL OFFICE","7801 20TH AVE","BROOKLYN","11214","Dental X-Ray","40.609034","-73.993636","311","47","36047027200","3162299","3062630011","BK28"
"41628066","BRODETSKIY IGOR","2222 AVENUE X","BROOKLYN","11235","Veterinary X-Ray","40.592993","-73.947905","315","48","36047059401","3203270","3074220310","BK17"
"41006193","DRUT OLEG - DDS","79 AVENUE U","BROOKLYN","11223","Dental X-Ray","40.596069","-73.981542","311","47","36047040200","3190900","3070957501","BK29"
"40619008","LERMAN JAY - MD","6511 FORT HAMILTON PKWY","BROOKLYN","11219","Non-Hospital X-Ray","40.630512","-74.009389","310","38","36047021200","3142137","3057507501","BK30"
"91-3266-01","Jay Lerman M.D.","6511 FT. HAMILTON PARKWAY","BROOKLYN","11219","Radioactive Materials","40.630512","-74.009389","310","38","36047021200","3142137","3057507501","BK30"
"41132553","SHAMTOUB KOOROSH -DDS.","9413 FLATLANDS AVE STE 102W SUITE 102W","BROOKLYN","11236","Dental X-Ray","40.642230","-73.902897","318","46","36047096800","3254769","3081820001","BK50"
"41155630","RABIEI PAYMAN - DPM","9413 FLATLANDS AVENUE SUITE E201 ROOM 1 SUITE E201","BROOKLYN","11236","Podiatric X-Ray","40.642230","-73.902897","318","46","36047096800","3254769","3081820001","BK50"
"40921004","KHELEMSKYMAKSIM KHELEMSKY - D.D.S.","270 AVENUE P","BROOKLYN","11204","Dental X-Ray","40.608258","-73.977970","311","44","36047042400","3175617","3066270008","BK29"
"40505367","STROGOV EMILIA DPM","1068 48 STREET","BROOKLYN","11219","Podiatric X-Ray","40.638621","-73.996573","312","44","36047022000","3137335","3056320047","BK88"
"40959824","GOLDER GREGORY - DDS","7101 BAY PKWY STE 1J SUITE 1J","BROOKLYN","11204","Dental X-Ray","40.610038","-73.985378","311","44","36047043000","3174065","3065950005","BK29"
"41698429","SAVCHUK REGINA - DDS","1711 NEWKIRK AVENUE","BROOKLYN","11226","Dental X-Ray","40.636473","-73.961386","314","40","36047051800","3423992","3052030041","BK42"
"40790087","ARIOLA GABRIEL D. - DD","8641 19 AVENUE","BROOKLYN","11214","Dental X-Ray","40.605055","-74.001358","311","47","36047028400","3166749","3063720032","BK28"
"41671154","BAUM HOWARD I. - M.D","2950 AVENUE R","BROOKLYN","11229","Non-Hospital X-Ray","40.607472","-73.942413","315","48","36047056400","3184665","3068360109","BK44"
"50062466","ST. FRANCIS ANIMAL HOSPITAL PC","7303 13TH AVE","BROOKLYN","11228","Veterinary X-Ray","40.621370","-74.006304","310","43","36047019800","3158849","3062000009","BK30"
"50037725","METROPOLITAN DENTAL ARTS","380 UNION AVE","BROOKLYN","11211","Dental X-Ray","40.711844","-73.951250","301","34","36047051300","3330027","3027737503","BK73"
"41143863","KHAYTIN YAKOV & SHTAIF","1706 AVENUE M","BROOKLYN","11230","Dental X-Ray","40.618230","-73.957961","314","48","36047053800","3181031","3067460004","BK43"
"50061179","YAKOV KHAYTIN","1706 AVENUE M STE 1","BROOKLYN","11230","Dental CBCT X-Ray","40.618230","-73.957961","314","48","36047053800","3181031","3067460004","BK43"
"41156766","DAVERSA RICHARD","2101 AVENUE X","BROOKLYN","11235","Non-Hospital X-Ray","40.592892","-73.948979","315","48","36047059401","3202203","3074050141","BK17"
"77-0000048","Brooklyn Radiation Oncology","2101 AVENUE X","BROOKLYN","11235","Linear Accelerator","40.592892","-73.948979","315","48","36047059401","3202203","3074050141","BK17"
"40789831","SHAIKH J. AHMED","902 FOSTER AVENUE","BROOKLYN","11230","Dental X-Ray","40.631557","-73.968296","314","40","36047046000","3170180","3064970001","BK42"
"41728436","OFFENBACHER ELIEZER L. - M.","3852 NOSTRAND AVENUE","BROOKLYN","11235","Non-Hospital X-Ray","40.590063","-73.939904","315","48","36047059600","3327492","3074450001","BK17"
"40495380","STEIN JOSEPH MD","5319 16th Ave","BROOKLYN","11204","Non-Hospital X-Ray","40.628659","-73.987971","312","44","36047047200","3130179","3054780001","BK88"
"41132769","DAYAN ALAN T.","1715 AVENUE T","BROOKLYN","11229","Non-Hospital X-Ray","40.601332","-73.954705","315","48","36047055800","3196932","3072960045","BK44"
"50044160","PROXI MEDICAL PC","1665 BEDFORD AVE","BROOKLYN","11225","Non-Hospital X-Ray","40.665934","-73.956774","309","35","36047032300","3034085","3012950002","BK63"
"41018422","DEGTYAREVA MARGARITA - DDS","1725 SHEEPSHEAD BAY RD","BROOKLYN","11235","Dental X-Ray","40.585565","-73.951638","315","48","36047060000","3247043","3087720093","BK17"
"41347875","ZELMAN ALLEN - M.D.","1423 57 STREET","BROOKLYN","11219","Non-Hospital X-Ray","40.628813","-73.993894","312","44","36047024000","3140152","3056920061","BK88"
"40824608","SPIVAKOVSKY SILVIA - D.D.S.","2709 OCEAN AVE","BROOKLYN","11229","Dental X-Ray","40.595446","-73.950651","315","48","36047059401","3201012","3073810065","BK17"
"50061511","JAMES R KEENAN DDS P.C.","2709 OCEAN AVE APT A8","BROOKLYN","11229","Dental X-Ray","40.595446","-73.950651","315","48","36047059401","3201012","3073810065","BK17"
"50058004","SUNSET PARK HEALTH CONCIL INC","60 COOK ST","BROOKLYN","11206","Dental X-Ray","40.702392","-73.941801","301","34","36047049100","3071571","3031140011","BK90"
"41735718","BEREZIN ALEXANDER - DDS","3043 EMMONS AVENUE 2ND FLOOR","BROOKLYN","11235","Dental X-Ray","40.583966","-73.937108","315","48","36047062200","3247630","3087960173","BK17"
"40502553","SEBOLD CANDY DDS","2248 EAST 21 STREET","BROOKLYN","11229","Dental X-Ray","40.597913","-73.950084","315","48","36047057800","3320766","3073530034","BK44"
"41326027","LOSYEV SERGEY - DPM","153 BAY 26 STREET","BROOKLYN","11214","Podiatric X-Ray","40.600806","-73.999824","311","47","36047028600","3167935","3064117501","BK27"
"50043732","NYU LUTHERAN ASSOCIATES- BAY 26TH STREET ORTHOPAEDICS","153 BAY 26TH ST","BROOKLYN","11214","Non-Hospital X-Ray","40.600806","-73.999824","311","47","36047028600","3167935","3064117501","BK27"
"40940219","LOMBARDO JENNIFER - DDS","1663 10 AVENUE","BROOKLYN","11215","Dental X-Ray","40.657659","-73.979345","307","39","36047017100","3027397","3011160002","BK40"
"40505430","MARCHESE CHARLES DPM","164 AVENUE U","BROOKLYN","11223","Podiatric X-Ray","40.596426","-73.978161","315","47","36047039800","3192463","3071200004","BK26"
"40948129","RAFIAN CAMERON S. - DD","1426 48 STREET","BROOKLYN","11219","Dental X-Ray","40.633806","-73.988601","312","44","36047023400","3137501","3056360017","BK88"
"50087494","CMSC LLC","9212 165TH ST","JAMAICA","11433","Non-Hospital X-Ray","40.704993","-73.794546","412","27","36081044601","4216208","4101510031","QN61"
"41587116","BARILLAS INGRID - DDS","476 48 STREET 3RD FLOOR","BROOKLYN","11220","Dental X-Ray","40.646627","-74.009834","307","38","36047007800","3324407","3007740038","BK32"
"40697175","BROOKDALE HOSP. DENTAL SATTELITE","465 NEW LOTS AVE","BROOKLYN","11207","Dental X-Ray","40.663003","-73.890461","305","42","36047112800","3085635","3038430001","BK85"
"40500661","VALGER ALEXANDER DDS","1825 FOSTER AVE UNIT 1B","BROOKLYN","11230","Dental X-Ray","40.635504","-73.960130","314","40","36047051800","3120565","3052180026","BK42"
"40588573","LANDSMAN STANLEY - DDS","284 HEWES STREET","BROOKLYN","11211","Dental X-Ray","40.705798","-73.954255","301","33","36047052900","3060656","3022130027","BK72"
"40505855","ALEXANDRU ADRIAN D.V.M.","689 86 STREET","BROOKLYN","11228","Veterinary X-Ray","40.619120","-74.022290","310","43","36047014000","3153253","3060370073","BK30"
"41721607","BELTRAN JAVIER - M.D.","6010 BAY PARKWAY","BROOKLYN","11204","Non-Hospital X-Ray","40.616584","-73.978594","312","44","36047024600","3413866","3055220036","BK88"
"41736502","CHOUEKA JACK - M.D.","6010 BAY PARKWAY 7TH FLOOR","BROOKLYN","11204","Non-Hospital X-Ray","40.616584","-73.978594","312","44","36047024600","3413866","3055220036","BK88"
"41736504","ROBERT - M.D. KODSI","6010 BAY PARKWAY 4TH FLOOR","BROOKLYN","11204","Non-Hospital X-Ray","40.616584","-73.978594","312","44","36047024600","3413866","3055220036","BK88"
"50011132","QUALITY FIRST MEDICAL CARE","6010 BAY PKWY STE 902","BROOKLYN","11204","Non-Hospital X-Ray","40.616584","-73.978594","312","44","36047024600","3413866","3055220036","BK88"
"40498085","PHILLIP FRANK - D.D.S.","715 BROADWAY","BROOKLYN","11206","Dental X-Ray","40.701294","-73.942837","301","34","36047049100","3071651","3031260005","BK90"
"40729243","AARON - DDS NAGELBLATT","1375 EAST 8 STREET","BROOKLYN","11230","Dental X-Ray","40.615724","-73.966358","312","44","36047044400","3173056","3065710061","BK46"
"41590927","WEXELMAN WARREN - MD","1335 OCEAN PARKWAY","BROOKLYN","11230","Non-Hospital X-Ray","40.616068","-73.968923","312","44","36047044400","3172960","3065690074","BK46"
"50039686","NEW YORK UNIVERSITY","1335 OCEAN PKWY","BROOKLYN","11230","Non-Hospital X-Ray","40.616068","-73.968923","312","44","36047044400","3172960","3065690074","BK46"
"50036572","CAROLE PIERRE DDS","1711 RALPH AVE","BROOKLYN","11236","Dental X-Ray","40.635007","-73.918898","318","46","36047095000","3223376","3079800014","BK50"
"40617479","MEDRANO-SALDANA LAURO - DDS","5802 6 AVENUE","BROOKLYN","11220","Dental X-Ray","40.639207","-74.012881","307","38","36047010200","3016073","3008560037","BK34"
"50085472","BRIGHT WHITE DENTAL PLLC","3071 AVENUE U FL 1","BROOKLYN","11229","Dental X-Ray","40.601027","-73.936516","315","46","36047056800","3199281","3073400043","BK44"
"40535728","BAKRI MAHER I.-DDS","422 BAYRIDGE PARKWAY","BROOKLYN","11209","Dental X-Ray","40.630430","-74.024221","310","43","36047013400","3148756","3059410015","BK31"
"50073989","CENTURY MEDICAL & DENTAL CENTER INC","200 LIVINGSTON ST","BROOKLYN","11201","Dental X-Ray","40.689805","-73.986204","302","33","36047003700","3392981","3001647502","BK38"
"50078867","CITY MEDICAL OF UPPER EAST SIDE PLLC","712 BRIGHTON BEACH AVE","BROOKLYN","11235","Non-Hospital X-Ray","40.577828","-73.960394","313","48","36047036002","3245125","3086920019","BK19"
"41632195","LA PROVIDENCIA FAMILY HEALTH CENTER","1280 DEKALB AVENUE","BROOKLYN","11221","Dental X-Ray","40.697204","-73.926197","304","34","36047042100","3073769","3032430026","BK78"
"40501775","EDWARD DDS FOX","108 NORMAN AVENUE","BROOKLYN","11222","Dental X-Ray","40.725812","-73.950576","301","33","36047057100","3066121","3026480003","BK76"
"40913609","COHEN STEPHEN - DDS","1 PLAZA STREET","BROOKLYN","11217","Dental X-Ray","40.675145","-73.971148","306","39","36047015900","3024471","3010600008","BK37"
"40606832","BARSHAY OLEG - D.C.","2518 OCEAN AVENUE","BROOKLYN","11229","Non-Hospital X-Ray","40.600258","-73.951584","315","48","36047057800","3198270","3073240031","BK44"
"41659573","LEUNG JAMES - DDS","839 58 STREET UNIT 1","BROOKLYN","11220","Dental X-Ray","40.636082","-74.007440","312","38","36047010400","3140213","3056937502","BK34"
"50060173","DENTSERV DENTAL SERVICES PC","48 CEDAR ST","BROOKLYN","11221","Dental X-Ray","40.697034","-73.927615","304","34","36047042300","3387647","3032320001","BK78"
"40972005","BLANK EMIL - DDS","275 AVENUE X","BROOKLYN","11223","Dental X-Ray","40.590287","-73.972632","315","47","36047038600","3344451","3071740104","BK26"
"40502076","FRIST MORRY-DDS","87 DIVISION AVENUE","BROOKLYN","11249","Dental X-Ray","40.707378","-73.965291","301","33","36047054700","3059794","3021570033","BK73"
"41440598","FARKAS EDWARD F.- DDS","1482 OCEAN PARKWAY","BROOKLYN","11230","Dental X-Ray","40.612766","-73.968326","312","44","36047044000","3173779","3065870044","BK46"
"40505694","STUTU JOSEPH C.-D.P.M.","100 REMSEN STREET","BROOKLYN","11201","Podiatric X-Ray","40.694035","-73.994342","302","33","36047000502","3002228","3002540062","BK09"
"50009141","FORT GREENE ANIMAL CLINIC","476 MYRTLE AVE","BROOKLYN","11205","Veterinary X-Ray","40.693391","-73.966279","302","35","36047019500","3334792","3019040029","BK69"
"41206268","MICHAEL GELFAND - DDS","3029 AVENUE V","BROOKLYN","11229","Dental X-Ray","40.598755","-73.937393","315","46","36047057000","3200479","3073670036","BK17"
"50078872","CITY MEDICAL OF UPPER EAST SIDE PLLC","5024 5TH AVE","BROOKLYN","11220","Non-Hospital X-Ray","40.644930","-74.010515","307","38","36047007800","3013274","3007910045","BK32"
"40503055","DAREN A.-D.D.S. KING","1302 CARROLL ST","BROOKLYN","11213","Dental X-Ray","40.666926","-73.946204","309","35","36047033300","3033929","3012910032","BK63"
"40502847","GOUNARDES STEVEN DDS","351 87TH ST","BROOKLYN","11209","Dental X-Ray","40.622412","-74.029982","310","43","36047006000","3153500","3060440057","BK31"
"40843000","DRANOVSKY VLADIMIR DDS","2101 BAY RIDGE PARKWAY","BROOKLYN","11204","Dental X-Ray","40.609320","-73.989224","311","44","36047026800","3159814","3062190001","BK28"
"50042260","FREDERIC COHEN DMD","3215 AVENUE H STE 1C","BROOKLYN","11210","Dental X-Ray","40.631801","-73.945371","317","45","36047078600","3205952","3075600001","BK42"
"40591133","DR.SUSAN SMITH MCKINNEY","594 ALBANY AVE","BROOKLYN","11203","Dental X-Ray","40.659968","-73.939733","309","40","36047080800","3327674","3048120001","BK60"
"41088715","NEW YORK CITY DEPT. OF HEALTH & MENTAL HYGIENE","599 WINTHROP STREET","BROOKLYN","11203","Dental X-Ray","40.657723","-73.940499","309","40","36047080800","3397939","3048120001","BK60"
"40497958","HERSH H. & HERSH R","5524 FILLMORE AVE","BROOKLYN","11234","Dental X-Ray","40.614788","-73.921282","318","46","36047067000","3240739","3085160023","BK45"
"40500723","KORN NATHAN A. DDS","2201 RALPH AVE","BROOKLYN","11234","Dental X-Ray","40.624099","-73.917733","318","46","36047069601","3235548","3083530001","BK45"
"40506190","NEW YORK-PRESBYTERIAN/ BROOKLYN METHODIST","506 SIXTH STREET RADIOLOGY DEPARTMENT RADIOLOGY","BROOKLYN","11215","Hospital X-Ray","40.668293","-73.979237","306","39","36047015300","3337808","3010860001","BK37"
"77-0000088","NewYork Presbyterian / Brooklyn Methodist Hospital","506 6 STREET","BROOKLYN","11215","Linear Accelerator","40.668293","-73.979237","306","39","36047015300","3337808","3010860001","BK37"
"91-2842-01","New York-Presbyterian Brooklyn Methodist Hospital","506 6 STREET","BROOKLYN","11215","Radioactive Materials","40.668293","-73.979237","306","39","36047015300","3337808","3010860001","BK37"
"50040621","DOWNTOWN DENTAL PC","288 STATE ST","BROOKLYN","11201","Dental X-Ray","40.689031","-73.988194","302","33","36047004300","3395986","3001767501","BK38"
"40501779","HASKIN GREGORY - DDS","4571 KINGS HIGHWAY","BROOKLYN","11234","Dental X-Ray","40.629804","-73.932688","318","45","36047073200","3215291","3077700050","BK58"
"91-3648-01","Mikhail Kapchits M.D.","1117 BRIGHTON BEACH AVE","BROOKLYN","11235","Radioactive Materials","40.577837","-73.956341","313","48","36047061004","3245642","3087160061","BK19"
"41055801","SNIPER ARCADY - DDS","2316 AVENUE U","BROOKLYN","11229","Dental X-Ray","40.599718","-73.948275","315","48","36047057600","3199931","3073560007","BK44"
"40786542","KEDA NASSIM - DDS","2149 EAST 5 STREET","BROOKLYN","11223","Dental X-Ray","40.598202","-73.966936","315","47","36047039400","3191965","3071080053","BK25"
"41297737","RASKIN SIMON - DPM","1409 GRAVESEND NECK ROAD","BROOKLYN","11229","Podiatric X-Ray","40.594698","-73.956373","315","48","36047058600","3200746","3073750040","BK17"
"40503999","CLARA BARTON VOC. H.S","901 CLASSON AVE","BROOKLYN","11225","Dental X-Ray","40.669567","-73.961962","309","35","36047021300","3029702","3011880001","BK63"
"50076788","MODERN PHYSICIAN SERVICES PC","1169 LIBERTY AVE FL 1","BROOKLYN","11208","Non-Hospital X-Ray","40.678844","-73.866175","305","37","36047118800","3094085","3041830058","BK83"
"41730987","AZRAK ASLAN - DDS","131 6 AVENUE","BROOKLYN","11217","Dental X-Ray","40.678212","-73.976068","306","39","36047016100","3426168","3009420003","BK64"
"41218245","CHANG JONATHAN MT - M","5303 8TH AVE","BROOKLYN","11220","Non-Hospital X-Ray","40.639340","-74.005545","312","38","36047010600","3138793","3056650009","BK34"
"40503639","LANGER LAURENCE DDS","3605 AVENUE S","BROOKLYN","11234","Dental X-Ray","40.609840","-73.931221","318","46","36047065400","3340575","3085030008","BK45"
"50008192","MANHATTAN VETERINARY GROUP P C","6803 5TH AVE","BROOKLYN","11220","Veterinary X-Ray","40.634052","-74.020756","310","43","36047013000","3145316","3058650009","BK31"
"40506156","BROOKDALE UNIVERSITY MEDI","1 BROOKDALE PLAZA RADIOLOGY","BROOKLYN","11212","Hospital X-Ray","40.654163","-73.911584","317","42","36047089000","3103615","3047180001","BK96"
"77-0000032","Brookdale University Hospital","1275 LINDEN BLVD","BROOKLYN","11212","Linear Accelerator","40.654161","-73.911699","317","42","36047089000","3103615","3047180001","BK96"
"91-2841-01","Brookdale Hospital Medical Center","1275 LINDEN BLVD","BROOKLYN","11212","Radioactive Materials","40.654161","-73.911699","317","42","36047089000","3103615","3047180001","BK96"
"40503313","BYCHKOV BORIS DDS","1818 OCEAN AVENUE","BROOKLYN","11230","Dental X-Ray","40.617625","-73.954878","314","48","36047053800","3181126","3067480026","BK43"
"50046438","LENOX HILL RADIOLOGY AND MEDICAL IMAGING ASSOCIATES P.C","9 BOND ST FL 4","BROOKLYN","11201","Non-Hospital X-Ray","40.689376","-73.983164","302","33","36047003700","3329441","3001600007","BK38"
"91-3319-01","Orlandino Almeida M.D.","9 BOND STREET","BROOKLYN","11201","Radioactive Materials","40.689376","-73.983164","302","33","36047003700","3329441","3001600007","BK38"
"91-3260-01","Sarath Reddy M.D.","240 WILLOUGHBY STREET","BROOKLYN","11201","Radioactive Materials","40.691903","-73.978270","302","35","36047003100","3058411","3020880030","BK68"
"91-3654-01","Buddhadev Manvar M.D.","240 WILLOUGHBY ST","BROOKLYN","11201","Radioactive Materials","40.691903","-73.978270","302","35","36047003100","3058411","3020880030","BK68"
"40506191","MAIMONIDES MEDICAL CTR.","4802 10 AVENUE","BROOKLYN","11219","Hospital X-Ray","40.639488","-73.998242","312","38","36047011400","3336293","3056310038","BK88"
"91-2844-01","Maimonides Medical Center","4802 TENTH AVENUE","BROOKLYN","11219","Radioactive Materials","40.639488","-73.998242","312","38","36047011400","3336293","3056310038","BK88"
"40697142","BROOKDALE HOSP. DENTAL SA","2554 LINDEN BLVD","BROOKLYN","11208","Dental X-Ray","40.668034","-73.869949","305","42","36047122000","3098733","3044840013","BK82"
"41486196","HOUSING WORKS","57 WILLOUGHBY STREET","BROOKLYN","11201","Dental X-Ray","40.692217","-73.986665","302","33","36047001100","3000338","3001470036","BK38"
"40506258","MEDICAL CENTER SUNY DOWNSTATE","450 CLARKSON AVENUE BOX 1208","BROOKLYN","11203","Hospital X-Ray","40.655743","-73.944598","317","40","36047081600","3336186","3048380001","BK91"
"74-2934-02","SUNY Health Science Center Brooklyn","450 CLARKSON AVE","BROOKLYN","11203","Radioactive Materials","40.655743","-73.944598","317","40","36047081600","3336186","3048380001","BK91"
"75-2934-01","SUNY Health Science Ctr Brooklyn","450 CLARKSON AVE","BROOKLYN","11203","Radioactive Materials","40.655743","-73.944598","317","40","36047081600","3336186","3048380001","BK91"
"41651976","CONSTANTINE G. PAVLAKOS - DDS","416 BAY RIDGE PARKWAY","BROOKLYN","11209","Dental X-Ray","40.630491","-74.024318","310","43","36047013400","3148754","3059410013","BK31"
"50049060","MITCHELL ZIENTZ","441 CLINTON ST","BROOKLYN","11231","Dental X-Ray","40.681096","-73.998756","306","39","36047006500","3004993","3003560055","BK33"
"77-0000089","NYU Langone Hosptials","5718 2ND AVE","BROOKLYN","11220","Linear Accelerator","40.645020","-74.021178","307","38","36047002200","3015571","3008440040","BK32"
"41361529","NAKHAMIS RENNA - DDS","544 92 STREET","BROOKLYN","11209","Dental X-Ray","40.617194","-74.027926","310","43","36047016000","3155363","3061100027","BK31"
"50013838","MIDWOOD ORTHODONTICS","977 E 12TH ST","BROOKLYN","11230","Dental X-Ray","40.625632","-73.964307","314","44","36047053000","3179534","3067050058","BK43"
"50013551","EMPIRE DENTAL NY PC","980 E 12TH ST OFC","BROOKLYN","11230","Dental X-Ray","40.625594","-73.964322","314","44","36047053000","3253666","3067040039","BK43"
"40811601","MONTELLA PETER G. - DVM","3515 AVENUE S","BROOKLYN","11234","Veterinary X-Ray","40.609393","-73.931905","318","46","36047065800","3240107","3085020004","BK45"
"40983588","TEPER EMMANUIL - DDS","1310 AVENUE R APT. #1D","BROOKLYN","11229","Dental X-Ray","40.605613","-73.959370","315","48","36047055600","3183931","3068190001","BK25"
"40561196","STEARN MITCHELL-D.D.S.","770 FULTON STREET","BROOKLYN","11238","Dental X-Ray","40.684803","-73.970704","302","35","36047017900","3321980","3020070014","BK68"
"41486213","AMERIHEALTH MEDICAL PC","1659 78 STREET","BROOKLYN","11214","Non-Hospital X-Ray","40.613764","-74.001221","311","43","36047018200","3329038","3062470034","BK28"
"50048005","PROHEALTH URGENT CARE MEDICINE PLLC","833 MANHATTAN AVE","BROOKLYN","11222","Non-Hospital X-Ray","40.728637","-73.953565","301","33","36047056100","3065103","3025730014","BK76"
"50065955","PRO HEALTH CARE ASSOCIATES LLP","7117-7121 13TH AVE","BROOKLYN","11228","Non-Hospital X-Ray","40.622429","-74.005202","310","43","36047019600","3157651","3061780003","BK30"
"40505407","DE FRANCISCO JAMES DPM","3010 AVENUE L","BROOKLYN","11210","Podiatric X-Ray","40.622010","-73.945747","318","45","36047074800","3209585","3076480045","BK43"
"40502749","DAVIDOWITZ GARY DDS","1714 EAST 23 STREET","BROOKLYN","11229","Dental X-Ray","40.608513","-73.950195","315","48","36047055000","3183280","3068050012","BK44"
"40494701","GOYAL RAVINDRA K. M","1640 OCEAN AVENUE","BROOKLYN","11230","Non-Hospital X-Ray","40.622091","-73.955718","314","45","36047076000","3320898","3067300072","BK43"
"50036237","AMERICAN DENTAL OFFICES P.L.L.C.","2233 CATON AVE","BROOKLYN","11226","Dental X-Ray","40.652699","-73.956195","314","40","36047079602","3392235","3050837501","BK60"
