"accession","artwork_title","artist_lastname","artist_firstname","medium","artwork_year","dimension","bldgid","school_name","borough"
"31269","MRS. GRACE ELLIOT","MAUNSBACH","ERIC","OIL ON CANVAS","1941-01-01T00:00:00.000","49"" X 39""","Q152","P.S. 152 - QUEENS","QUEENS"
"31271","""MOTHER AND CHILD""","ANUNZIATA","NICOLA","OIL ON CANVAS","1941-01-01T00:00:00.000","4' 8"" X 3' 11 1/2""","Q152","P.S. 152 - QUEENS","QUEENS"
"31272","PORTRAIT OF A MAN, TRADITIONALLY CALLED....","ANONYMOUS",,"OIL ON CANVAS","1940-01-01T00:00:00.000","4'1 1/4"" X 3'5 1/4""","Q152","P.S. 152 - QUEENS","QUEENS"
"31273","""CARDINAL""","ANONYMOUS",,"OIL ON CANVAS","1940-01-01T00:00:00.000","49 1/2"" X 39""","Q152","P.S. 152 - QUEENS","QUEENS"
"31274","""MAN IN TURBAN""","ANONYMOUS",,"OIL ON CANVAS","1940-01-01T00:00:00.000","49"" X 39""","Q152","P.S. 152 - QUEENS","QUEENS"
"31275","GEORGIANO AUGUSTA","AUGUSTA","GEORGIANO","OIL ON CANVAS BOARD","1942-01-01T00:00:00.000","49"" X 39""","Q152","P.S. 152 - QUEENS","QUEENS"
"31276","""THE OLD WOMAN""","MAUNSBACH","ERIC","OIL ON CANVAS","1941-01-01T00:00:00.000","3'2"" X 2'7 1/2""","Q152","P.S. 152 - QUEENS","QUEENS"
"31279","""INDUSTRY"" AND ""MUSIC""","HAUENSTEIN","OSKAR","OIL ON CANVAS",,"103"" X 91""","X072","P.S. 72 - BRONX","BRONX"
"31280","""FOREST SCENE""","MURRELL","SARA","WATERCOLOR","1937-01-01T00:00:00.000",,"X435","THEODORE ROOSEVELT HS - X","BRONX"
"31282","""DUTCH CITY HALL [DE DAM]""","VAN DER ULFT",,"OIL ON CANVAS","1667-01-01T00:00:00.000","28 1/2"" X 36 1/2""","M477","STUYVESANT HS (NEW) - MANHATTAN","MANHATTAN"
"31283","THE LIVELY NARROWS","LORCH-SEIDMAN","CRYSTAL","ACRYLIC ON CANVAS","1991-01-01T00:00:00.000",,"K934","FORT HAMILTON HS MODULAR UNIT - K","BROOKLYN"
"31284","""EGYPT""","ALEXANDER","JOHN","LITHOGRAPH, COLOR","1896-01-01T00:00:00.000",,"K485","TELECOM. ARTS & TECH. - K","BROOKLYN"
"31286","""THEATRICAL SCENE""","ANONYMOUS",,"LITHOGRAPH, COLOR",,,"K485","TELECOM. ARTS & TECH. - K","BROOKLYN"
"31287","""PERSIAN SCENE""","YANTZIN","N","PAINTED FABRIC",,"61"" X 43""","K485","TELECOM. ARTS & TECH. - K","BROOKLYN"
"31288","BEACH OF VALENCIA BY MORNING LIGHT","MOWER","ARTHUR","OIL ON CANVAS","1936-01-01T00:00:00.000",,"K485","TELECOM. ARTS & TECH. - K","BROOKLYN"
"31289","WATERWICH CROSSING","HELFOND","RIVA","WOODCUT, COLOR","1940-01-01T00:00:00.000",,"X014","P.S. 14 - BRONX","BRONX"
"31291","""PETER STUYVESANT""","BUTTYE","A. BARBARA","OIL ON CANVAS",,"78"" X 49 1/2"" X 3 1/2""","M477","STUYVESANT HS (NEW) - MANHATTAN","MANHATTAN"
"31292",""" FOUNDRY WORK""","ANONYMOUS",,"OIL ON MASONITE","1939-01-01T00:00:00.000",,"K430","BROOKLYN TECH HS - K","BROOKLYN"
"31293","HAMBURG, LEIPSIC,...","ANONYMOUS",,"OIL ON CANVAS",,,"R455","TOTTENVILLE HS - S. I.","STATEN ISLAND"
"31296","""LANDSCAPE""","MILAVSKY","B.","OIL ON CANVAS","1933-01-01T00:00:00.000","32"" X 38""","K420","FRANKLIN K. LANE HS - K","BROOKLYN"
"31298","""TWO ANCESTORAL PORTRAITS""","ANONYMOUS",,"TEMPERA","1700-01-01T00:00:00.000","MAN: 59"" X 26"" FEMALE: 59"" X 25 3/4""","Q455","NEWTOWN HS - QUEENS","QUEENS"
"31298","""TWO ANCESTORAL PORTRAITS""","ANONYMOUS",,"FABRIC","1700-01-01T00:00:00.000","MAN: 59"" X 26"" FEMALE: 59"" X 25 3/4""","Q455","NEWTOWN HS - QUEENS","QUEENS"
"31298","""TWO ANCESTORAL PORTRAITS""","ANONYMOUS",,"PAPER","1700-01-01T00:00:00.000","MAN: 59"" X 26"" FEMALE: 59"" X 25 3/4""","Q455","NEWTOWN HS - QUEENS","QUEENS"
"31299","""LEWIS HOWARD LATIMER""","CRICHLOW","ERNEST","OIL ON CANVAS","1968-01-01T00:00:00.000","55 1/4"" X 31 1/4""","K056","P.S. 56 - BROOKLYN","BROOKLYN"
"31301","""THE TECHNITE""","POLOWETSKI","CHARLES","OIL ON CANVAS","1937-01-01T00:00:00.000","44"" X 68""","K430","BROOKLYN TECH HS - K","BROOKLYN"
"31302","BLACK CEDARS","MIURA","TAMOTSU","CERAMIC","1994-01-01T00:00:00.000",,"M140","P.S. 140 - MANHATTAN","MANHATTAN"
"31303","PORTRAIT OF PRINCIPAL, DR. JAMES","HERMES","ALLAN","OIL ON CANVAS","1937-01-01T00:00:00.000",,"Q460","FLUSHING HS - Q","QUEENS"
"31304","WOMAN","REEVES","RUTH","MOSAIC","1937-01-01T00:00:00.000","42"" X 34""","R445","PORT RICHMOND HS - S. I.","STATEN ISLAND"
"35001","UNTITLED","DE MARTINI","JOSEPH","OIL ON WOOD",,,"Q801","OSSS / DSF - QUEENS","QUEENS"
"71447","ROLLING WAVES ON THE BEACH","LEWIS","GOLDA","PAPER",,,"X102","P.S. 102 - BRONX","BRONX"
"71452","""1970""","LEWIS","GOLDA","ASSEMBLAGE",,,"X102","P.S. 102 - BRONX","BRONX"
"71452","""1970""","LEWIS","GOLDA","METAL",,,"X102","P.S. 102 - BRONX","BRONX"
"60022","JANUARY, THE FROZEN PND","STEWART","JACK","ACRYLIC","1996-01-01T00:00:00.000",,"X102","P.S. 102 - BRONX","BRONX"
"60022","JANUARY, THE FROZEN PND","STEWART","JACK","PASTEL","1996-01-01T00:00:00.000",,"X102","P.S. 102 - BRONX","BRONX"
"60022","JANUARY, THE FROZEN PND","STEWART","JACK","MIRROR","1996-01-01T00:00:00.000",,"X102","P.S. 102 - BRONX","BRONX"
"60023","MARCH, THE WATERFALL","STEWART","JACK","MIRROR","1996-01-01T00:00:00.000",,"X102","P.S. 102 - BRONX","BRONX"
"60023","MARCH, THE WATERFALL","STEWART","JACK","PASTEL","1996-01-01T00:00:00.000",,"X102","P.S. 102 - BRONX","BRONX"
"60023","MARCH, THE WATERFALL","STEWART","JACK","ACRYLIC","1996-01-01T00:00:00.000",,"X102","P.S. 102 - BRONX","BRONX"
"60024","FEBRUARY, THE FOREST","STEWART","JACK","ACRYLIC","1996-01-01T00:00:00.000",,"X102","P.S. 102 - BRONX","BRONX"
"60024","FEBRUARY, THE FOREST","STEWART","JACK","MIRROR","1996-01-01T00:00:00.000",,"X102","P.S. 102 - BRONX","BRONX"
"60024","FEBRUARY, THE FOREST","STEWART","JACK","PASTEL","1996-01-01T00:00:00.000",,"X102","P.S. 102 - BRONX","BRONX"
"60025","APRIL AT THE SHORE","STEWART","JACK","MIRROR","1996-01-01T00:00:00.000",,"X102","P.S. 102 - BRONX","BRONX"
"60025","APRIL AT THE SHORE","STEWART","JACK","ACRYLIC","1996-01-01T00:00:00.000",,"X102","P.S. 102 - BRONX","BRONX"
"60025","APRIL AT THE SHORE","STEWART","JACK","PASTEL","1996-01-01T00:00:00.000",,"X102","P.S. 102 - BRONX","BRONX"
"35164","SQUA MAQUETTE STUDY","CHENG","AMY","ACRYLIC ON ILLUSTRATION BOARD","2003-01-01T00:00:00.000","9"" X 50""","Q998","NYC SCHOOL CONSTR. AUTHORITY - QUEENS","QUEENS"
"20002","HERALD","SPIVAK","MAX","OIL ON CANVAS","1935-01-01T00:00:00.000","72"" X 60""","Q173","P.S. 173 - QUEENS","QUEENS"
"35166","MAN WITH BASS","KERR","TAMARA",,,"1"" X 1""","Q801","OSSS / DSF - QUEENS","QUEENS"
"35121","BLANK LANE # 2","NEUMUTH","MARY","OIL ON CANVAS","1980-01-01T00:00:00.000","54"" X 78""","Q801","OSSS / DSF - QUEENS","QUEENS"
"30041","DELOS I","STEWART","JACK","CASEIN","1961-01-01T00:00:00.000",,"Q801","OSSS / DSF - QUEENS","QUEENS"
"30041","DELOS I","STEWART","JACK","ACRYLIC ON CANVAS","1961-01-01T00:00:00.000",,"Q801","OSSS / DSF - QUEENS","QUEENS"
"30042","DELOS I I I","STEWART","JACK","ACRYLIC ON CANVAS","1961-01-01T00:00:00.000",,"K845","P.S. 295 - BROOKLYN","BROOKLYN"
"60026","DELOS II","STEWART","JACK","Newsprint",,,"Q998","NYC SCHOOL CONSTR. AUTHORITY - QUEENS","QUEENS"
"60026","DELOS II","STEWART","JACK","ACRYLIC ON CANVAS",,,"Q998","NYC SCHOOL CONSTR. AUTHORITY - QUEENS","QUEENS"
"20092","EIGHT BROOKLYN LANDMARKS AND WILD LIFE OF NY STATE","GOO","GWEN-LIN","CERAMIC TILE","2006-01-01T00:00:00.000",,"K395","P.S./I.S. 395 - BROOKLYN","BROOKLYN"
"30139","THE GREAT STRUGGLE (STUDY)","RATH","ED","INK ON PAPER","1993-01-01T00:00:00.000",,"Q801","OSSS / DSF - QUEENS","QUEENS"
"30059","AEGEAN PRELUDE","STEWART","JACK","OIL ON CANVAS","1961-01-01T00:00:00.000",,"Q801","OSSS / DSF - QUEENS","QUEENS"
"35185","COUNTRY LANE #3","SHOULBERG","HARRY","ACRYLIC ON CANVAS",,,"Q801","OSSS / DSF - QUEENS","QUEENS"
"30048","UNTITLED","TOBEY","ALTON","ACRYLIC ON CANVAS",,,"Q801","OSSS / DSF - QUEENS","QUEENS"
"30048","UNTITLED","TOBEY","ALTON","STRING",,,"Q801","OSSS / DSF - QUEENS","QUEENS"
"21100","URBAN INTERSECTIONS","LEWIS","ROSS","CERAMIC TILE","2008-01-01T00:00:00.000",,"Q260","P.S. 307- QUEENS","QUEENS"
"21100","URBAN INTERSECTIONS","LEWIS","ROSS","ALUMINUM, PAINTED, ENAMEL","2008-01-01T00:00:00.000",,"Q260","P.S. 307- QUEENS","QUEENS"
"30043","UNTITLED","GELTMAN","LILY","OIL ON CANVAS","1963-01-01T00:00:00.000",,"Q801","OSSS / DSF - QUEENS","QUEENS"
"30044","MOONSCAPE #5","SHOULBERG","HARRY","OIL ON LINEN",,,"Q801","OSSS / DSF - QUEENS","QUEENS"
"35181","NIGHTWATCH","O'BEIL","HEDY","ACRYLIC ON CANVAS","1974-01-01T00:00:00.000","48 1/2"" X 22 1/2""","Q801","OSSS / DSF - QUEENS","QUEENS"
"35184","THE QUARRY","LEISER","JO ANN","PASTEL",,"20"" X 16""","Q801","OSSS / DSF - QUEENS","QUEENS"
"30137","LOVE YOU","TARK","SOONAE","ACRYLITE","2008-01-01T00:00:00.000",,"Q262","P.S. 262 - QUEENS","QUEENS"
"30137","LOVE YOU","TARK","SOONAE","ACRYLIC","2008-01-01T00:00:00.000",,"Q262","P.S. 262 - QUEENS","QUEENS"
"20160","FREEDOM OF ARTISTIC EXPRESSION","MASON","FRANK","OIL ON PAPER","1976-01-01T00:00:00.000",,"Q801","OSSS / DSF - QUEENS","QUEENS"
"35022","""TALL TREES""","FOY","HANS","OIL ON CANVAS BOARD",,"11 1/4"" X 9 1/8""","X135","I.S. 135 - BRONX","BRONX"
"11742","LEAF GATE","FAY","MING","STEEL, PAINTED","1995-01-01T00:00:00.000",,"Q007","P.S. 7 - QUEENS","QUEENS"
"11742","LEAF GATE","FAY","MING","BRONZE","1995-01-01T00:00:00.000",,"Q007","P.S. 7 - QUEENS","QUEENS"
"60013",,"RAKOWITZ","MICHAEL",,"2008-01-01T00:00:00.000",,"K705","MIDWOOD HS ADDITION - BROOKLYN","BROOKLYN"
"60021","THOUGHT BUBBLES: SKY, EARTH, SUN AND UNIVERSE","CALDWELL","LUISA","STICKERS","2008-01-01T00:00:00.000",,"Q244","P.S. 244 ECC (@ FRANKLIN AVE) - Q","QUEENS"
"60021","THOUGHT BUBBLES: SKY, EARTH, SUN AND UNIVERSE","CALDWELL","LUISA","GLOBES","2008-01-01T00:00:00.000",,"Q244","P.S. 244 ECC (@ FRANKLIN AVE) - Q","QUEENS"
"10041","SPECTRUM","YOES","AMY","PLEXIGLASS","2009-01-01T00:00:00.000",,"X362","I.S./H.S. 362 - BRONX","BRONX"
"10041","SPECTRUM","YOES","AMY","PLYWOOD","2009-01-01T00:00:00.000",,"X362","I.S./H.S. 362 - BRONX","BRONX"
"10041","SPECTRUM","YOES","AMY","ALUMINUM","2009-01-01T00:00:00.000",,"X362","I.S./H.S. 362 - BRONX","BRONX"
"10041","SPECTRUM","YOES","AMY","MDF","2009-01-01T00:00:00.000",,"X362","I.S./H.S. 362 - BRONX","BRONX"
"20006","TURTLE MIGRATION","SAX","ALEXANDRA","MOSAIC, CERAMIC","2008-01-01T00:00:00.000",,"Q245","P.S. 245 ECC (@ SENECA AVE) - Q","QUEENS"
"20006","TURTLE MIGRATION","SAX","ALEXANDRA","BRONZE","2008-01-01T00:00:00.000",,"Q245","P.S. 245 ECC (@ SENECA AVE) - Q","QUEENS"
"71449","UNTITLED","LEWIS","GOLDA","PAPER",,,"X102","P.S. 102 - BRONX","BRONX"
"71449","UNTITLED","LEWIS","GOLDA","TREE BARK",,,"X102","P.S. 102 - BRONX","BRONX"
"71450","UNITITLED","LEWIS","GOLDA","PAPER",,,"X102","P.S. 102 - BRONX","BRONX"
"71450","UNITITLED","LEWIS","GOLDA","WATERCOLOR",,,"X102","P.S. 102 - BRONX","BRONX"
"71451","QUESTION #85","LEWIS","GOLDA","ASSEMBLAGE",,,"X102","P.S. 102 - BRONX","BRONX"
"71451","QUESTION #85","LEWIS","GOLDA","ALUMINUM",,,"X102","P.S. 102 - BRONX","BRONX"
"71451","QUESTION #85","LEWIS","GOLDA","PAPER",,,"X102","P.S. 102 - BRONX","BRONX"
"71448","DRAWING IN LEATHER","LEWIS","GOLDA","PASTEL",,,"X102","P.S. 102 - BRONX","BRONX"
"35035","""DOMESTIC LANDSCAPE""","FOY","HANS","OIL ON CANVAS BOARD",,,"Q801","OSSS / DSF - QUEENS","QUEENS"
"30075","VERTICAL RECTANGLES IN GRAYED GREENS","CONANT","HOWARD","ACRYLIC ON ILLUSTRATION BOARD","1972-01-01T00:00:00.000",,"Q801","OSSS / DSF - QUEENS","QUEENS"
"30131","FLORES AMARILLAS ANARAJADAS ROSA PURPURAS Y ROJAS","CONANT","HOWARD","SILVER LEAF","1975-01-01T00:00:00.000",,"Q801","OSSS / DSF - QUEENS","QUEENS"
"30131","FLORES AMARILLAS ANARAJADAS ROSA PURPURAS Y ROJAS","CONANT","HOWARD","GOLD LEAF","1975-01-01T00:00:00.000",,"Q801","OSSS / DSF - QUEENS","QUEENS"
"30131","FLORES AMARILLAS ANARAJADAS ROSA PURPURAS Y ROJAS","CONANT","HOWARD","ACRYLIC ON CANVAS","1975-01-01T00:00:00.000",,"Q801","OSSS / DSF - QUEENS","QUEENS"
"30131","FLORES AMARILLAS ANARAJADAS ROSA PURPURAS Y ROJAS","CONANT","HOWARD","OIL ON CANVAS","1975-01-01T00:00:00.000",,"Q801","OSSS / DSF - QUEENS","QUEENS"
"30132","LANDSCAPE IN BROWNS","CONANT","HOWARD","ACRYLIC ON CANVAS","1976-01-01T00:00:00.000",,"M891","MANHATTAN ACADEMY FOR ARTS AND LANGUAGE - M","MANHATTAN"
"30132","LANDSCAPE IN BROWNS","CONANT","HOWARD","SAND","1976-01-01T00:00:00.000",,"M891","MANHATTAN ACADEMY FOR ARTS AND LANGUAGE - M","MANHATTAN"
"30134","HOMAGE A RILKE","CONANT","HOWARD","ACRYLIC ON CANVAS","1976-01-01T00:00:00.000",,"Q801","OSSS / DSF - QUEENS","QUEENS"
"30134","HOMAGE A RILKE","CONANT","HOWARD","SAND","1976-01-01T00:00:00.000",,"Q801","OSSS / DSF - QUEENS","QUEENS"
"30135","ARIZONA LANDSCAPE 1","CONANT","HOWARD","ACRYLIC ON CANVAS","1976-01-01T00:00:00.000",,"Q801","OSSS / DSF - QUEENS","QUEENS"
"30135","ARIZONA LANDSCAPE 1","CONANT","HOWARD","SAND","1976-01-01T00:00:00.000",,"Q801","OSSS / DSF - QUEENS","QUEENS"
"35046","""LANDSCAPE""","FOY","HANS","OIL ON CANVAS",,"17"" X 20 1/8""","Q801","OSSS / DSF - QUEENS","QUEENS"
"30136","MAYAN MOTIF","CONANT","HOWARD","ACRYLIC ON CANVAS","1976-01-01T00:00:00.000",,"Q801","OSSS / DSF - QUEENS","QUEENS"
"30136","MAYAN MOTIF","CONANT","HOWARD","SAND","1976-01-01T00:00:00.000",,"Q801","OSSS / DSF - QUEENS","QUEENS"
"30087","ABSTRACT LANDSCAPE","CONANT","HOWARD","ACRYLIC ON ILLUSTRATION BOARD","1973-01-01T00:00:00.000",,"K119","P.S. 119 - BROOKLYN","BROOKLYN"
"30095","SOFT EDGED GEOMETRIC","CONANT","HOWARD","ACRYLIC ON ILLUSTRATION BOARD",,,"K224","P.S. 224 - BROOKLYN","BROOKLYN"
"31330","UNTITLED","LEWIS","GOLDA","PAPER","1966-01-01T00:00:00.000","29"" X 41""","Q801","OSSS / DSF - QUEENS","QUEENS"
"31330","UNTITLED","LEWIS","GOLDA","PLASTIC","1966-01-01T00:00:00.000","29"" X 41""","Q801","OSSS / DSF - QUEENS","QUEENS"
"31330","UNTITLED","LEWIS","GOLDA","FABRIC","1966-01-01T00:00:00.000","29"" X 41""","Q801","OSSS / DSF - QUEENS","QUEENS"
"11671","""STANDING FIGURE - FEMALE""","ANONYMOUS",,"PLASTER, PAINTED","1935-01-01T00:00:00.000",,"K705","MIDWOOD HS ADDITION - BROOKLYN","BROOKLYN"
"30088","BLUE & WHITE CONFLUENCE","CONANT","HOWARD","ACRYLIC ON ILLUSTRATION BOARD",,,"Q707","R. F. KENNEDY COMM. MIDDLE/HS-Q","QUEENS"
"35053","LANDSCAPE","FOY","HANS","OIL ON CANVAS",,"21 13/16"" X 25 7/8""","Q801","OSSS / DSF - QUEENS","QUEENS"
"30069","FINIAL AT WASHINTON SQUARE","CONANT","HOWARD","GOUACHE",,"40 5/8"" X 27 3/4""","M907","ALTERNATIVE LEARNING CENTER - MANHATTAN","MANHATTAN"
"30069","FINIAL AT WASHINTON SQUARE","CONANT","HOWARD","ACRYLIC",,"40 5/8"" X 27 3/4""","M907","ALTERNATIVE LEARNING CENTER - MANHATTAN","MANHATTAN"
"31328","ANIMALS","FITZGERALD","KAREN","ACRYLIC ON PANEL","2005-01-01T00:00:00.000",,"Q239","P.S. 239 - QUEENS","QUEENS"
"31331","THE INVENTION","KELLER","CHARLES","ACRYLIC ON CANVAS","1958-01-01T00:00:00.000","60"" X 50""","M097","BARD COLLEGE HS (OLD M097) - M","MANHATTAN"
"35172","THE FLOWER STALL","LEISER","JO ANN","PASTEL",,"7"" X 7""","Q801","OSSS / DSF - QUEENS","QUEENS"
"35173","END OF THE ROAD","LEISER","JO ANN","PASTEL",,"8 1/2"" X 7 1/2""","Q801","OSSS / DSF - QUEENS","QUEENS"
"35174","PORTRAIT","HOCILLON",,,,"10"" X 11 1/2""","Q801","OSSS / DSF - QUEENS","QUEENS"
"35175","SIDEWALK VIEW","HERMEL","SIDNEY","PASTEL",,"7 1/4"" X 7 1/4""","Q801","OSSS / DSF - QUEENS","QUEENS"
"35177","ROOFTOPS/ GHOST CITY","VAN VEEN","STUYVESANT","GOUACHE",,"37 1/2"" X 27 1/2""","Q801","OSSS / DSF - QUEENS","QUEENS"
"37178","MOONGLOW","O'BEIL","HEDY",,,"3/4"" X 3/4""","Q801","OSSS / DSF - QUEENS","QUEENS"
"35179","BLUE BOW","O'BEIL","HEDY",,,"3/4"" X 3/4""","Q801","OSSS / DSF - QUEENS","QUEENS"
"35180","MOONGLOW 3","O'BEIL","HEDY",,,"3/4"" X 3/4""","Q801","OSSS / DSF - QUEENS","QUEENS"
"35182","OCEANSCAPE","MINEWSKI",,"WATERCOLOR",,"35 3/4"" X 20 3/4""","Q801","OSSS / DSF - QUEENS","QUEENS"
"35066","UNTITLED","KAPLIAN","S","OIL ON CANVAS",,,"Q801","OSSS / DSF - QUEENS","QUEENS"
"35178","ROCK AND TREES","LEWIS","GOLDA","HAND MADE PAPER",,,"Q801","OSSS / DSF - QUEENS","QUEENS"
"35183","MOONSCAPE","SHOULBERG","HARRY",,,"7"" X 7""","Q801","OSSS / DSF - QUEENS","QUEENS"
"21253","""A MAP OF BRONKSLAND""","ORDWAY","RUTH","OIL ON CANVAS","1928-01-01T00:00:00.000","174"" X 116""","X078","P.S. 78 - BRONX","BRONX"
"21670","""THE LIVELY ARTS""","HOLLEMAN","DAVID","MOSAIC, CERAMIC","1976-01-01T00:00:00.000",,"X455","HARRY S. TRUMAN HS - X","BRONX"
"20093","""FEAST""","ROESCHLEIN","TIMOTHY","MOSAIC","2005-01-01T00:00:00.000",,"Q234","P.S. 234 - QUEENS","QUEENS"
"30130","MUSICAL LANDSCAPE 2","ROESCHLEIN","TIMOTHY","ACRYLIC ON CANVAS","2005-01-01T00:00:00.000",,"Q234","P.S. 234 - QUEENS","QUEENS"
"30078","FABRIC STUDY PATTERN","CONANT","HOWARD","ACRYLIC ON ILLUSTRATION BOARD",,,"Q801","OSSS / DSF - QUEENS","QUEENS"
"30092","CONCENTRIC TRIANGLES IN GREENS AND YELLOWS","CONANT","HOWARD","ACRYLIC ON ILLUSTRATION BOARD","1973-01-01T00:00:00.000",,"Q801","OSSS / DSF - QUEENS","QUEENS"
"30105","DATA EMISSION","CONANT","HOWARD","ACRYLIC ON ILLUSTRATION BOARD",,,"Q801","OSSS / DSF - QUEENS","QUEENS"
"35072","""THE PAINTER""","PAVOLOF","S","OIL ON CANVAS","1913-01-01T00:00:00.000",,"Q801","OSSS / DSF - QUEENS","QUEENS"
"30140","CAPE CANAVERAL","CUTLER","ETHEL","OIL ON CANVAS","1959-01-01T00:00:00.000","24 3/8"" X 34 3/4""","Q801","OSSS / DSF - QUEENS","QUEENS"
"71117","BLACK AND SILVER MOUNTAIN","LEWIS","GOLDA","HAND MADE PAPER","1980-01-01T00:00:00.000","24"" X 34 1/2""","Q801","OSSS / DSF - QUEENS","QUEENS"
"71117","BLACK AND SILVER MOUNTAIN","LEWIS","GOLDA","ALUMINUM","1980-01-01T00:00:00.000","24"" X 34 1/2""","Q801","OSSS / DSF - QUEENS","QUEENS"
"35075","""FEMALE NUDE""","FOY","HANS","OIL ON CANVAS",,,"Q801","OSSS / DSF - QUEENS","QUEENS"
"30141","UNTITLED","BAS COHAIN","RACHEL","OIL ON CANVAS",,,"Q801","OSSS / DSF - QUEENS","QUEENS"
"30142","INDUSTRIAL SITE","SHOULBERG","HARRY","OIL ON LINEN",,,"Q801","OSSS / DSF - QUEENS","QUEENS"
"30143","COSMIC DAY OF LIFE","FERSTADT","LOUIS","OIL ON MASONITE",,"45 1/2 "" X 35 1/8""","Q801","OSSS / DSF - QUEENS","QUEENS"
"30144","FRONDS II, ALSO TITLED DESERT LIFE","CUTLER","ETHEL","OIL ON CANVAS","1962-01-01T00:00:00.000","24 1/2"" X 49 1/2""","Q801","OSSS / DSF - QUEENS","QUEENS"
"30145","WATERSIDE LANDSCAPE #9","SHOULBERG","HARRY","OIL ON LINEN",,,"Q801","OSSS / DSF - QUEENS","QUEENS"
"30146","UNTITLED","CUTLER","ETHEL","OIL ON CANVAS","1950-01-01T00:00:00.000",,"Q801","OSSS / DSF - QUEENS","QUEENS"
"30147","GROWTH (IN MEMORY OF JFK)","CUTLER","ETHEL","OIL ON CANVAS","1964-01-01T00:00:00.000","48 3/8"" X 36 5/8'","Q801","OSSS / DSF - QUEENS","QUEENS"
"30148","A GARDEN NEAR WASHINGTON SQUARE","CUTLER","ETHEL","ACRYLIC ON CANVAS","1969-01-01T00:00:00.000",,"Q801","OSSS / DSF - QUEENS","QUEENS"
"71118","COMPAGE","LEWIS","GOLDA","ALUMINUM","1970-01-01T00:00:00.000",,"Q801","OSSS / DSF - QUEENS","QUEENS"
"71118","COMPAGE","LEWIS","GOLDA","METAL","1970-01-01T00:00:00.000",,"Q801","OSSS / DSF - QUEENS","QUEENS"
"71118","COMPAGE","LEWIS","GOLDA","HAND MADE PAPER","1970-01-01T00:00:00.000",,"Q801","OSSS / DSF - QUEENS","QUEENS"
"11039","UNTITILED","CAPRONI BROTHERS",,"PLASTER CAST",,,"Q801","OSSS / DSF - QUEENS","QUEENS"
"11039","UNTITILED","CAPRONI BROTHERS",,"TO BE DETERMINED",,,"Q801","OSSS / DSF - QUEENS","QUEENS"
"71120","MEGALITH IN MARIAGER FJORD, DENMARK","LEWIS","GOLDA","HAND MADE PAPER","1992-03-01T00:00:00.000",,"Q801","OSSS / DSF - QUEENS","QUEENS"
"71120","MEGALITH IN MARIAGER FJORD, DENMARK","LEWIS","GOLDA","WATERCOLOR","1992-03-01T00:00:00.000",,"Q801","OSSS / DSF - QUEENS","QUEENS"
"71121","DOLLOMITE, JUTLAND, DENMARK","LEWIS","GOLDA","HAND MADE PAPER","1992-03-01T00:00:00.000",,"Q801","OSSS / DSF - QUEENS","QUEENS"
"71121","DOLLOMITE, JUTLAND, DENMARK","LEWIS","GOLDA","WATERCOLOR","1992-03-01T00:00:00.000",,"Q801","OSSS / DSF - QUEENS","QUEENS"
"71119","UNTITLED","LEWIS","GOLDA","HAND MADE PAPER","1974-01-01T00:00:00.000",,"Q801","OSSS / DSF - QUEENS","QUEENS"
"71119","UNTITLED","LEWIS","GOLDA","METAL","1974-01-01T00:00:00.000",,"Q801","OSSS / DSF - QUEENS","QUEENS"
"30149","VARIATION OF THE BOOK OF LANDISFARNE","CONANT","HOWARD","ACRYLIC ON CANVAS",,,"Q801","OSSS / DSF - QUEENS","QUEENS"
"40018","""CORRIDOR MURAL FOR PS 28 NYC- COLOR PHOTOCOPY PRINT""","STEWART","JACK","PHOTOCOPY","1989-01-01T00:00:00.000","45 1/2"" X 36 7/8""","Q801","OSSS / DSF - QUEENS","QUEENS"
"40018","""CORRIDOR MURAL FOR PS 28 NYC- COLOR PHOTOCOPY PRINT""","STEWART","JACK","PHOTOGRAPH","1989-01-01T00:00:00.000","45 1/2"" X 36 7/8""","Q801","OSSS / DSF - QUEENS","QUEENS"
"71200","VARIOUS - STUDIES FOR MURALS","CORNWELL","DEAN","PRINTED REPRODUCTION",,"SEE NOTES","M043","I.S. 172 (OLD 43) - MANHATTAN","MANHATTAN"
"71200","VARIOUS - STUDIES FOR MURALS","CORNWELL","DEAN","DRAWING",,"SEE NOTES","M043","I.S. 172 (OLD 43) - MANHATTAN","MANHATTAN"
"71200","VARIOUS - STUDIES FOR MURALS","CORNWELL","DEAN","PAPER",,"SEE NOTES","M043","I.S. 172 (OLD 43) - MANHATTAN","MANHATTAN"
"10022","ACHIEVE BELIEVE CREATE DREAM","LEWIS","ROSS","PVC","2003-01-01T00:00:00.000",,"R006","P.S. 6 - STATEN ISLAND","STATEN ISLAND"
"10022","ACHIEVE BELIEVE CREATE DREAM","LEWIS","ROSS","DYED RESIN","2003-01-01T00:00:00.000",,"R006","P.S. 6 - STATEN ISLAND","STATEN ISLAND"
"10022","ACHIEVE BELIEVE CREATE DREAM","LEWIS","ROSS","METAL","2003-01-01T00:00:00.000",,"R006","P.S. 6 - STATEN ISLAND","STATEN ISLAND"
"20087","FOLKTALES FROM AROUND THE WORLD","WILLIAMSON","PHILEMONA","MOSAIC, GLASS","2003-01-01T00:00:00.000",,"Q208","P.S./I.S. 208 - QUEENS","QUEENS"
