"the_geom","objectid_1","borocode","boroname","borocd","coundist","assemdist","stsendist","congdist","siteid","category","installati","address","geocodeadd","street","crossstree","borough","comdist","busroute","bid","latitude","longitude","ntaname","femafldz","femafldt","hrcevac","seatingtyp"
"POINT (-73.99574610945514 40.65891049249133)","1955.0","3","Brooklyn","307","38","51","21","7","1488.0","General","2013-01-08T00:00:00.000","750 5th Avenue","750 5th Avenue","5th Avenue","25th Street & 26th Street","Brooklyn","307.0","Not Applicable","Not Applicable","40.6589104925","-73.9957461095","Green-Wood Cemetery","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.8625749634915 40.74953406636623)","1949.0","4","Queens","404","21","39","13","14","1342.0","Plaza","2018-06-01T00:00:00.000","103-12 Roosevelt Avenue","103-12 Roosevelt Avenue","Roosevelt Avenue","104th and National Streets","Queens","404.0","Q20A","Not Applicable","40.7495340664","-73.8625749635","Corona","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 2.0"
"POINT (-74.09121663665071 40.60282989880139)","87.0","5","Staten Island","502","50","63","24","11","2647.0","Municipal Facilities","2014-08-13T00:00:00.000","1055 Targee Street","1055 Targee Street","Targee","Rome Avenue and Naples Avenue","Staten Island","502.0","Not Applicable","Not Applicable","40.6028298988","-74.0912166367","Grasmere-Arrochar-South Beach-Dongan Hills","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.90764190856598 40.81645630402308)","1548.0","2","Bronx","201","17","84","29","15","3121.0","General","2015-08-06T00:00:00.000","745 E 152nd Street","668 Westchester Avenue","Westchester Avenue","Westchester Avenues & Tinton Avenue","Bronx","201.0","Not Applicable","Not Applicable","40.816456304","-73.9076419086","Melrose","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.88819758238343 40.81696971902304)","1553.0","2","Bronx","202","17","85","32","15","1785.0","General","2013-07-08T00:00:00.000","809 Hunts Point Avenue","809 Hunts Point Avenue","Hunts Point Avenue","Lafayette Avenue & Gilbert Place","Bronx","202.0","Not Applicable","Not Applicable","40.816969719","-73.8881975824","Hunts Point","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.9913405545518 40.74488173712876)","1109.0","1","Manhattan","105","3","75","28","12","3335.0","Municipal Facilities",,"776 6th Avenue","776 6th Avenue","6th Avenue","W 26th Street & W 27th Street","Manhattan","105.0","Not Applicable","Not Applicable","40.7448817371","-73.9913405546","Midtown South-Flatiron-Union Square","X","AREA OF MINIMAL FLOOD HAZARD",,"Unknown"
"POINT (-73.94180921533847 40.83795035951183)","1685.0","1","Manhattan","112","7","71","31","13","3634.0","Bus Route","2017-05-06T00:00:00.000","3906 Broadway","3906 Broadway","Broadway","W. 164th Street & W. 163rd Street","Manhattan","112.0","M4","Not Applicable","40.8379503595","-73.9418092153","Washington Heights (South)","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKLESS 2.0"
"POINT (-73.99084928976008 40.66721857917302)","480.0","3","Brooklyn","306","39","52","21","7","3120.0","General","2014-01-14T00:00:00.000","515 4th Avenue","515 4th Avenue","13th Street","13th & 14th Street","Brooklyn","306.0","Not Applicable","Not Applicable","40.6672185792","-73.9908492898","Park Slope","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.93007377120188 40.65183142600228)","351.0","3","Brooklyn","317","41","58","20","9","3704.0","Senior Safety","2017-06-20T00:00:00.000","5001 Church Avenue","5001 Church Avenue","Church Avenue","Utica Avenue & E 51st Street","Brooklyn","317.0","Not Applicable","Not Applicable","40.651831426","-73.9300737712","East Flatbush-Rugby","X","AREA OF MINIMAL FLOOD HAZARD","6","BACKED 1.0"
"POINT (-73.8782097198009 40.881622368715696)","1854.0","2","Bronx","207","11","81","36","13","2220.0","Senior Center","2013-12-02T00:00:00.000","3518 Bainbridge Avenue","3518 Bainbridge Avenue","Bainbridge Avenue","East Gun Hill Road and East 211th Street","Bronx","207.0","Not Applicable","Not Applicable","40.8816223687","-73.8782097198","Norwood","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.88014668555186 40.75621701787993)","1199.0","4","Queens","403","25","34","13","14","2002.0","General","2013-07-08T00:00:00.000","87-15 Northern Boulevard","87-15 Northern Boulevard","Northern Boulevard","87th Street & 88th Street","Queens","403.0","Q66","Not Applicable","40.7562170179","-73.8801466856","Jackson Heights","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKLESS 1.0"
"POINT (-73.94851338687025 40.64031815296653)","2076.0","3","Brooklyn","317","45","42","21","9","3048.0","General","2014-11-25T00:00:00.000","1860 Nostrand Avenue","1860 Nostrand Avenue","Nostrand Avenue","Avenue D & Newkirk Avenue","Brooklyn","317.0","B44","Not Applicable","40.640318153","-73.9485133869","East Flatbush-Erasmus","X","AREA OF MINIMAL FLOOD HAZARD","5","BACKLESS 2.0"
"POINT (-73.91599296755153 40.849254426939936)","1749.0","2","Bronx","205","14","77","29","15","2098.0","Community Health Centers","2013-08-07T00:00:00.000","1700 Macombs Road","1700 Macombs Road","Macombs Road","176th Street and University Avenue","Bronx","205.0","BX18","Not Applicable","40.8492544269","-73.9159929676","University Heights (South)-Morris Heights","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKLESS 1.0"
"POINT (-73.95071669426738 40.660572157496254)","407.0","3","Brooklyn","309","40","43","20","9","1744.0","General","2013-04-05T00:00:00.000","1112 Nostrand Avenue","1112 Nostrand Avenue","Nostrand Avenue","Maple Street & Midwood Street","Brooklyn","309.0","B44","Not Applicable","40.6605721575","-73.9507166943","Prospect Lefferts Gardens-Wingate","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKLESS 1.0"
"POINT (-73.86339768957241 40.728288566973895)","976.0","4","Queens","406","29","28","16","6","1791.0","General","2013-06-19T00:00:00.000","93-06 63rd Drive","93-06 63rd Drive","63rd Drive","Queens Boulevard & Wetherole Street","Queens","406.0","Not Applicable","Not Applicable","40.728288567","-73.8633976896","Rego Park","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.98547998420318 40.61677324953402)","169.0","3","Brooklyn","311","47","48","22","10","2488.0","General","2014-05-29T00:00:00.000","6409 20th Avenue","6409 20th Avenue","20th Avenue","64th Street & 65th Street","Brooklyn","311.0","Not Applicable","Not Applicable","40.6167732495","-73.9854799842","Bensonhurst","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.86802765418506 40.75748785878908)","1210.0","4","Queens","403","21","35","13","14","2543.0","Municipal Facilities","2014-06-11T00:00:00.000","100-01 Northern Boulevard","100-01 Northern Boulevard","Northern Bouleverd","100th Street and 101st Street","Queens","403.0","Not Applicable","Not Applicable","40.7574878588","-73.8680276542","East Elmhurst","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.92529964915155 40.67063919123624)","522.0","3","Brooklyn","308","41","55","20","9","3461.0","Bus Route","2016-11-03T00:00:00.000","243 Buffalo Avenue","243 Buffalo Avenue","Buffalo Avenue","St Johns Place & Sterling Place","Brooklyn","308.0","B15","Not Applicable","40.6706391912","-73.9252996492","Crown Heights (North)","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKLESS 1.0"
"POINT (-73.88132847923883 40.74999396463988)","1157.0","4","Queens","403","21","34","13","14","3940.0","Senior Safety","2018-02-06T00:00:00.000","8502 37th Avenue","8502 37th Avenue","37th Avenue","85th Street & 86th Street","Queens","403.0","Not Applicable","Not Applicable","40.7499939646","-73.8813284792","Jackson Heights","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.9727978862324 40.67783779008877)","581.0","3","Brooklyn","308","35","52","20","9","1934.0","General","2013-05-15T00:00:00.000","331 Flatbush Avenue","331 Flatbush Avenue","Flatbush Avenue","Park Place & 7th Avenue","Brooklyn","308.0","B41","North Flatbush","40.6778377901","-73.9727978862","Prospect Heights","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKLESS 1.0"
"POINT (-73.93956257357851 40.69871274431439)","761.0","3","Brooklyn","303","36","56","18","8","1059.0","Senior Center","2012-09-27T00:00:00.000","888 Park Avenue","888 Park Avenue","Park Avenue","East 78th and 79th Streets","Brooklyn","303.0","Not Applicable","Not Applicable","40.6987127443","-73.9395625736","Bedford-Stuyvesant (East)","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.90692896161119 40.88008541773331)","1923.0","2","Bronx","208","11","81","34","13","1132.0","General","2013-03-27T00:00:00.000","265 West 231st Street","265 West 231st Street","231st Street","Kingsbridge & Corlear Avenue","Bronx","208.0","BX1","Not Applicable","40.8800854177","-73.9069289616","Kingsbridge-Marble Hill","X","AREA OF MINIMAL FLOOD HAZARD","5","BACKLESS 1.0"
"POINT (-73.8701329154331 40.73385860928499)","1004.0","4","Queens","404","25","35","16","6","2613.0","General","2014-08-04T00:00:00.000","90-15 Queens Boulevard","90-15 Queens Boulevard","59th Avenue","57th & 59th Avenue","Queens","404.0","Not Applicable","Not Applicable","40.7338586093","-73.8701329154","Elmhurst","X","AREA OF MINIMAL FLOOD HAZARD","6","BACKED 1.0"
"POINT (-73.90251614700283 40.74557275528991)","2209.0","4","Queens","402","26","34","12","14","45.0","SBS","2019-01-24T00:00:00.000","61-24 Roosevelt Avenue","61-24 Roosevelt Avenue","Roosevelt Avenue","61st Street & 62nd Street 
Cross Streets  61st Street & 62nd Street","Queens","43.0","Q53",,"40.7455727553","-73.902516147","Woodside","X","AREA OF MINIMAL FLOOD HAZARD",,"LEANING BAR"
"POINT (-73.95637768608508 40.65248759689239)","2116.0","3","Brooklyn","314","40","43","21","9","3892.0","Senior Safety","2017-08-23T00:00:00.000","70 Linden Blvd","70 Linden Blvd","Linden Blvd","Caton Avenue & Bedford Avenue","Brooklyn","314.0","Not Applicable","Not Applicable","40.6524875969","-73.9563776861","Flatbush","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.89480206554816 40.822243042395286)","1595.0","2","Bronx","202","17","85","32","15","2709.0","Municipal Facilities","2014-09-15T00:00:00.000","977 Fox Street","948 Tiffany Street","Tiffany Street","Westchester Avenue & East 163rd Street","Bronx","202.0","Not Applicable","Not Applicable","40.8222430424","-73.8948020655","Longwood","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.97493457898061 40.78798464408329)","1405.0","1","Manhattan","107","6","67","31","10","3936.0","Senior Safety","2018-02-05T00:00:00.000","540 Amsterdam Avenue","540 Amsterdam Avenue","Amsterdam Avenue","86th Street & 87th Street","Manhattan","107.0","Not Applicable","Not Applicable","40.7879846441","-73.974934579","Upper West Side (Central)","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 2.0"
"POINT (-74.00852459443165 40.60541091629125)","114.0","3","Brooklyn","311","43","47","22","11","3403.0","Bus Route","2016-11-03T00:00:00.000","1669 Bath Avenue","1669 Bath Avenue","Bath Avenue","17th Avenue & Bay 14th Street","Brooklyn","311.0","B64","Not Applicable","40.6054109163","-74.0085245944","Bath Beach","X","AREA OF MINIMAL FLOOD HAZARD","6","BACKLESS 1.0"
"POINT (-73.86726073331678 40.85672114607203)","2103.0","2","Bronx","211","13","80","34","14","3669.0","Bus Route","2017-03-11T00:00:00.000","720 Pelham Parkway South","720 Pelham Parkway South","Pelham Parkway South","Whiteplains Road & Cruger Avenue","Bronx","211.0","BX12","Not Applicable","40.8567211461","-73.8672607333","Pelham Parkway-Van Nest","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKLESS 2.0"
"POINT (-73.9859715590229 40.68926074762819)","682.0","3","Brooklyn","302","33","52","25","8","1891.0","Other","2013-05-01T00:00:00.000","45 Hoyt Street","45 Hoyt Street","Schermerhorn Street","Schermerhorn Street & Livingston Street","Brooklyn","302.0","Not Applicable","Court-Livingston-Schermerhorn","40.6892607476","-73.985971559","Downtown Brooklyn-DUMBO-Boerum Hill","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.85216369535803 40.69323140124404)","729.0","4","Queens","409","32","38","15","7","3943.0","Bus Route","2017-11-13T00:00:00.000","87-14 Woodhaven Blvd","87-14 Woodhaven Blvd","Woodhaven Blvd","Jamaica Avenue & 88th Avenue","Queens","0.0","Q52","Not Applicable","40.6932314012","-73.8521636954","Woodhaven","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 2.0"
"POINT (-73.91832040902915 40.76758099014579)","1289.0","4","Queens","401","22","36","12","12","2303.0","General","2013-12-12T00:00:00.000","33-02 28th Avenue","33-02 28th Avenue","28th Avenue","33rd & 34th Street","Queens","401.0","Not Applicable","Not Applicable","40.7675809901","-73.918320409","Astoria (Central)","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.90409403182514 40.90640432095037)","1881.0","2","Bronx","208","11","81","34","16","2834.0","General","2014-12-23T00:00:00.000","5684 Riverdale Avenue","5684 Riverdale Avenue","Riverdale Avenue","West 258th Street & West 259th Street","Bronx","208.0","Not Applicable","Not Applicable","40.906404321","-73.9040940318","Riverdale-Spuyten Duyvil","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKLESS 2.0"
"POINT (-74.13525240185368 40.625335455083075)","216.0","5","Staten Island","501","49","61","24","11","2377.0","General","2014-03-25T00:00:00.000","1378 Forest Avenue","1378 Forest Avenue","Forest Avenue","Veltman Avenue & Burnside Avenue","Staten Island","501.0","S48","Not Applicable","40.6253354551","-74.1352524019","Westerleigh-Castleton Corners","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.99003808765626 40.63714062634469)","275.0","3","Brooklyn","312","44","48","17","10","2577.0","Municipal Facilities","2014-07-03T00:00:00.000","4508 13th Avenue","4508 13th Avenue","13th Avenue","45th Street and 46th Street","Brooklyn","312.0","B16","Not Applicable","40.6371406263","-73.9900380877","Borough Park","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKLESS 1.0"
"POINT (-73.80767002109056 40.587955207006374)","2230.0","4","Queens","414","32","23","15","5","66.0","SBS","2019-02-05T00:00:00.000","81-01 Rockaway Beach Blvd","81-01 Rockaway Beach Blvd","Rockaway Beach Blvd","Beach 84th street & Beach 81st street","Queens","55.0","Q53",,"40.587955207","-73.8076700211","Rockaway Beach-Arverne-Edgemere","X","AREA OF MINIMAL FLOOD HAZARD","1","LEANING BAR"
"POINT (-73.97463670757512 40.74202043359816)","1067.0","1","Manhattan","106","4","74","27","12","3201.0","AAR","2015-10-28T00:00:00.000","550 1st Avenue","550 1st Avenue","1st Avenue","E. 34th Street and E. 30th Street","Manhattan","106.0","Not Applicable","Not Applicable","40.7420204336","-73.9746367076","Murray Hill-Kips Bay","X","AREA OF MINIMAL FLOOD HAZARD","1","BACKED 1.0"
"POINT (-73.95164037974837 40.81172181766612)","1521.0","1","Manhattan","110","9","70","30","13","2151.0","General","2013-10-10T00:00:00.000","330 St. Nicholas Avenue","330 St. Nicholas Avenue","St. Nicholas Avenue","W 126th Street & W 127th Street","Manhattan","110.0","Not Applicable","Not Applicable","40.8117218177","-73.9516403797","Harlem (North)","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.94948932554192 40.70305114534045)","2061.0","3","Brooklyn","301","33","53","26","7","2919.0","Municipal Facilities","2015-01-07T00:00:00.000","134 Lorimer Street","134 Lorimer Street","Lorimer Street","Harrison Avenue & Throop Avenue","Brooklyn","301.0","B48","Not Applicable","40.7030511453","-73.9494893255","South Williamsburg","X","AREA OF MINIMAL FLOOD HAZARD","3","BACKLESS 1.0"
"POINT (-73.96906973371179 40.79446882539078)","1442.0","1","Manhattan","107","7","69","30","10","825.0","General","2013-02-06T00:00:00.000","163 West 97th Street","163 West 97th Street","West 97th Street","Amsterdam Avenue & Columbus Avenue","Manhattan","107.0","Not Applicable","Not Applicable","40.7944688254","-73.9690697337","Upper West Side-Manhattan Valley","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.86999858580108 40.86535670907173)","1807.0","2","Bronx","211","15","80","34","14","3876.0","AAR","2017-08-23T00:00:00.000","612 Allerton Avenue","2526 Bronx Park East","Bronx Park East","Bronx Park East & Barker Avenue","Bronx","211.0","Not Applicable","Not Applicable","40.8653567091","-73.8699985858","Allerton","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.94880256289228 40.82571871920887)","1617.0","1","Manhattan","109","7","71","31","13","3.0","Bus Route","2012-05-17T00:00:00.000","540 West 145th Street","540 West 145th Street","West 145th Street","Broadway and Amsterdam Avenue","Manhattan","109.0","BX19","Not Applicable","40.8257187192","-73.9488025629","Hamilton Heights-Sugar Hill","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKLESS 1.0"
"POINT (-73.98204055762037 40.73185373859282)","993.0","1","Manhattan","106","4","74","27","12","3053.0","General","2014-11-28T00:00:00.000","250 1st Avenue","250 1st Avenue","1st Avenue","East 14th Street & East 15th Street","Manhattan","106.0","M15","Not Applicable","40.7318537386","-73.9820405576","Stuyvesant Town-Peter Cooper Village","X","AREA OF MINIMAL FLOOD HAZARD","4","BACKED 1.0"
"POINT (-73.94216681899893 40.786965424606315)","1400","1","Manhattan","111","8","68","29","13","3354.0","Municipal Facilities","2017-08-03T00:00:00.000","345 E 101st Street","345 E 101st Street","1st Avenue","1st Avenue & 2nd Avenue","Manhattan","111.0","Not Applicable","Not Applicable","40.7869654246","-73.942166819","East Harlem (South)","AE",,"3","BACKED 1.0"
"POINT (-73.97076280863845 40.79164471333386)","1421.0","1","Manhattan","107","6","69","30","10","1972.0","General","2013-07-23T00:00:00.000","154 West 93rd Street","154 West 93rd Street","West 93rd Street","Amsterdam Avenue & Columbus Avenue","Manhattan","107.0","Not Applicable","Not Applicable","40.7916447133","-73.9707628086","Upper West Side (Central)","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.9700268547686 40.64404248681368)","307.0","3","Brooklyn","314","40","44","21","9","3393.0","Bus Route","2017-02-10T00:00:00.000","547 Coney Island Avenue","547 Coney Island Avenue","Coney Island Avenue","Beverly Road & Hinckley Place","Brooklyn","314.0","B68","Not Applicable","40.6440424868","-73.9700268548","Flatbush (West)-Ditmas Park-Parkville","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKLESS 2.0"
"POINT (-73.84806804531624 40.81856837181244)","1568.0","2","Bronx","209","18","87","32","15","3601.0","Bus Route","2017-07-06T00:00:00.000","575 Castle Hill Avenue","575 Castle Hill Avenue","Castle Hill Avenue","Randall Avenue & Lacombe Avenue","Bronx","209.0","BX28","Not Applicable","40.8185683718","-73.8480680453","Castle Hill-Unionport","X","AREA OF MINIMAL FLOOD HAZARD","5","BACKLESS 1.0"
