"mailed_date","boro","block","lot","ease","address_1","address_2","address_3","city_state_zip","country","tax_class","bld_class","original_market_value","original_assessed_value","original_exemption","original_transitional_assessed_value","original_transitional_exemption","original_taxable_value","revised_market_value","revised_assessed_value","revised_exemption","revised_transitional_assessed_value","revised_transitional_exemption","revised_taxable_value","rc_1","rc2","rc3","rc4","rc5","borough","postcode","latitude","longitude","community_board","community_council","census_tract","bin","bbl","nta"
"2016-03-18T00:00:00.000","4","4084","10",,"YOUNG LEE","1 WILKSHI CIR",,"MANHASSET            NY 11030",,"4","K1","841000","378450","0","321321","0","321321","841000","378450","128520","321321","128520","192801","X",,,,,,,,,,,,,,
"2016-03-18T00:00:00.000","4","6631","1",,,"286       NORTHERN BLVD",,"GREAT NECK           NY 11021-4704",,"2","C6","9070000","4081500","104284","3625870","102816","3523054","9070000","4081500","106644","3625870","105176","3520694","X",,,,,,,,,,,,,,
"2016-03-18T00:00:00.000","4","6632","1",,,"286       NORTHERN BLVD",,"GREAT NECK           NY 11021-4704",,"2","C6","9070000","4081500","104286","3554500","102816","3451684","9070000","4081500","106646","3554500","105176","3449324","X",,,,,,,,,,,,,,
"2016-03-18T00:00:00.000","4","6633","1",,,"286       NORTHERN BLVD",,"GREAT NECK           NY 11021-4704",,"2","C6","9070000","4081500","104283","3556570","102813","3453757","9070000","4081500","106643","3556570","105173","3451397","X",,,,,,,,,,,,,,
"2016-03-18T00:00:00.000","4","9666","1",,,"675       3RD AVE",,"NEW YORK             NY 10017-5704",,"2","D4","27919000","12563550","707011","10019948","657020","9362928","27919000","12563550","716993","10019948","667931","9352017","X",,,,,,,,,,,,,,
"2016-03-18T00:00:00.000","2","5739","257",,"C/O STILLMAN MANAGEMENT","141       HALSTED AVE",,"MARMARONECK          NY 10543",,"2","D4","8341000","3753450","300859","3157470","286162","2871308","8341000","3753450","274881","3157470","262370","2895100","X",,,,,,,,,,,,,,
"2016-03-18T00:00:00.000","4","9674","1",,,"853       NOTTINGHAM WAY",,"TRENTON              NJ 08638-4447",,"1","S2","733000","37872","23020","0","0","14852","733000","37872","15193","0","0","22679","X",,,,,,,,,,,,,,
"2016-02-23T00:00:00.000","3","1018","79",,,"425       11TH ST",,"BROOKLYN             NY 11215-4307",,"1","C0","2041000","30812","1550","0","0","29262","2103000","30812","1550","0","0","29262","M",,,,,"BROOKLYN","11215","40.666493","-73.984219","6","39","151","3022739","3010180079","Park Slope-Gowanus"
"2016-03-18T00:00:00.000","2","5888","1556",,"JOSHUA","10616     JAMAICA AVE",,"RICHMOND HILL        NY 11418-2015",,"4","K1","654000","294300","0","290772","0","290772","654000","294300","55350","290772","55350","235422","X",,,,,,,,,,,,,,
"2016-03-18T00:00:00.000","4","10773","38",,,"138       TEATOWN RD",,"CROTON ON HUDSON     NY 10520-3524",,"4","M9","553000","248850","232622","225900","212188","13712","553000","248850","248850","225900","225900","0","X",,,,,,,,,,,,,,
"2016-02-23T00:00:00.000","3","1022","13",,,"258       11TH ST",,"BROOKLYN             NY 11215-3911",,"1","A5","1442000","40395","1550","0","0","38845","1486000","40395","1550","0","0","38845","M",,,,,"BROOKLYN","11215","40.668821","-73.989067","6","39","139","3022858","3010220013","Park Slope-Gowanus"
"2016-02-23T00:00:00.000","3","1023","27",,,"1342      72ND ST",,"BROOKLYN             NY 11228-1612",,"1","B1","1229000","19578","0","0","0","19578","1266000","19578","0","0","0","19578","M",,,,,"BROOKLYN","11228","40.621419","-74.004654","10","43","198","3158283","3061890023","Dyker Heights"
"2016-04-01T00:00:00.000","2","3186","76",,,"214       W 29TH ST","FL 8","NEW YORK             NY 10001-5323",,"2","D1","1114822","501670","0","401206","0","401206","322000","144900","0","44436","0","44436","P",,,,,,,,,,,,,,
"2016-03-18T00:00:00.000","3","685","1008",,,"233         34 STREET","2D","BROOKLYN             NY 11232",,"2","R4","0","0","0","0","0","0","68969","31036","0","27254","0","27254","P",,,,,"BROOKLYN","11232","40.654433","-74.001586","7","38","84","3418151","3006857501","Sunset Park West"
"2016-04-01T00:00:00.000","2","5517","127",,,"1         CENTRE EDGEWATER PAR",,"BRONX                NY 10465-3554",,,"A8","2895000","138044","27747","0","0","110297","2895000","138044","26493","0","0","111551","X",,,,,,,,,,,,,,
"2016-04-01T00:00:00.000","2","5517","132",,,"1         CENTRE EDGEWATER PAR",,"BRONX                NY 10465-3554",,,"A8","1487000","76680","15411","0","0","61269","1487000","76680","14715","0","0","61965","X",,,,,,,,,,,,,,
"2016-04-01T00:00:00.000","2","5517","140",,,"1         CENTRE EDGEWATER PAR",,"BRONX                NY 10465-3554",,,"A8","2310000","110668","22242","0","0","88426","2310000","110668","21238","0","0","89430","X",,,,,,,,,,,,,,
"2016-04-01T00:00:00.000","3","266","12",,,"217       BROADWAY","RM 309","NEW YORK             NY 10007-2959",,"2","D4","31824000","14320800","266001","10677060","237663","10439397","31824000","14320800","301014","10677060","265073","10411987","X",,,,,,,,,,,,,,
"2016-02-23T00:00:00.000","3","1073","30",,,"530       10TH ST",,"BROOKLYN             NY 11215-4302",,"1","B3","3310000","70960","0","0","0","70960","3411000","70960","0","0","0","70960","M",,,,,"BROOKLYN","11215","40.666556","-73.982636","6","39","151","3022703","3010180039","Park Slope-Gowanus"
"2016-04-01T00:00:00.000","3","2530","1",,,"60        COLUMBUS CIRCLE","20TH FLOO","NEW YORK             NY 10023",,"4","V1","25743000","11584350","0","3619457","0","3619457","1313000","590850","0","263607","0","263607","E1","P",,,,,,,,,,,,,
"2016-04-01T00:00:00.000","3","2530","7",,,,,,,"4","V1","0","0","0","0","0","0","2551000","1147950","0","512090","0","512090","E1","P",,,,,,,,,,,,,
"2016-03-18T00:00:00.000","3","685","1009",,,"233         34 STREET","2E","BROOKLYN             NY 11232",,"2","R4","0","0","0","0","0","0","89758","40391","0","35469","0","35469","P",,,,,"BROOKLYN","11232","40.654433","-74.001586","7","38","84","3418151","3006857501","Sunset Park West"
"2016-04-01T00:00:00.000","3","4730","58",,,"10260     186TH ST",,"HOLLIS               NY 11423-3108",,"1","B1","536000","25878","10608","0","0","15270","536000","25878","0","0","0","25878","X",,,,,,,,,,,,,,
"2016-04-01T00:00:00.000","3","5247","1",,,"600       MAMARONECK AVE","FL 5","HARRISON             NY 10528-1613",,"2","D4","4477000","2014650","92450","1539540","92450","1447090","4477000","2014650","90090","1539540","90090","1449450","X",,,,,,,,,,,,,,
"2016-04-01T00:00:00.000","3","6826","1006",,,"2271      OCEAN AVENUE","1P","BROOKLYN             NY 11229",,,"R8","0","0","0","0","0","0","10764","4844","0","0","0","4844","P",,,,,"BROOKLYN","11229","40.605967","-73.952642","15","48","560","3421797","3068267501","Madison"
"2016-04-01T00:00:00.000","3","6826","1007",,,"2271      OCEAN AVENUE","2P","BROOKLYN             NY 11229",,,"R8","0","0","0","0","0","0","10764","4844","0","0","0","4844","P",,,,,"BROOKLYN","11229","40.605967","-73.952642","15","48","560","3421797","3068267501","Madison"
"2016-02-23T00:00:00.000","3","1080","11",,,"516       3RD ST",,"BROOKLYN             NY 11215-3003",,"1","A4","2423000","60050","0","0","0","60050","2497000","60050","0","0","0","60050","M",,,,,"BROOKLYN","11215","40.670217","-73.977967","6","39","155","3025410","3010800011","Park Slope-Gowanus"
"2016-04-01T00:00:00.000","3","6826","1008",,,"2271      OCEAN AVENUE","3P","BROOKLYN             NY 11229",,,"R8","0","0","0","0","0","0","10764","4844","0","0","0","4844","P",,,,,"BROOKLYN","11229","40.605967","-73.952642","15","48","560","3421797","3068267501","Madison"
"2016-02-23T00:00:00.000","3","1080","50",,,"505       4TH ST",,"BROOKLYN             NY 11215-3006",,"1","C0","2690000","41512","0","0","0","41512","2772000","41512","0","0","0","41512","M",,,,,"BROOKLYN","11215","40.669151","-73.977477","6","39","155","3025441","3010800050","Park Slope-Gowanus"
"2016-02-23T00:00:00.000","3","1091","45",,,"565       9TH ST",,"BROOKLYN             NY 11215-4205",,"1","C0","2094000","72411","0","0","0","72411","2158000","72411","0","0","0","72411","M",,,,,"BROOKLYN","11215","40.664839","-73.977313","6","39","167","3025957","3010910045","Park Slope-Gowanus"
"2016-02-23T00:00:00.000","3","1109","32",,,"700       N. LARABLE STREET -",,"CHICAGO              IL 60654",,"1","B1","1614000","32434","1550","0","0","30884","1663000","32434","1550","0","0","30884","M",,,,,,,,,,,,,,
"2016-04-01T00:00:00.000","3","6826","1009",,,"2271      OCEAN AVENUE","4P","BROOKLYN             NY 11229",,,"R8","0","0","0","0","0","0","10764","4844","0","0","0","4844","P",,,,,"BROOKLYN","11229","40.605967","-73.952642","15","48","560","3421797","3068267501","Madison"
"2016-02-23T00:00:00.000","3","1232","30",,,"86        ROGERS AVE",,"BROOKLYN             NY 11216-3911",,"1","C0","139000","5604","0","0","0","5604","1735000","5604","0","0","0","5604","M",,,,,"BROOKLYN","11216","40.673769","-73.952929","8","36","221","3031184","3012320030","Crown Heights North"
"2016-03-18T00:00:00.000","3","685","1010",,,"233         34 STREET","3A","BROOKLYN             NY 11232",,"2","R4","0","0","0","0","0","0","78429","35293","0","30994","0","30994","P",,,,,"BROOKLYN","11232","40.654433","-74.001586","7","38","84","3418151","3006857501","Sunset Park West"
"2016-04-01T00:00:00.000","3","6826","1010",,,"2271      OCEAN AVENUE","5P","BROOKLYN             NY 11229",,,"R8","0","0","0","0","0","0","10764","4844","0","0","0","4844","P",,,,,"BROOKLYN","11229","40.605967","-73.952642","15","48","560","3421797","3068267501","Madison"
"2016-03-18T00:00:00.000","3","685","1011",,,"233         34 STREET","3B","BROOKLYN             NY 11232",,"2","R4","0","0","0","0","0","0","131500","59175","0","51964","0","51964","P",,,,,"BROOKLYN","11232","40.654433","-74.001586","7","38","84","3418151","3006857501","Sunset Park West"
"2016-02-23T00:00:00.000","3","1234","68",,,"315       FLATBUSH AVENUE #172",,"BROOKLYN             NY 11217",,"1","C0","683000","25817","0","0","0","25817","704000","25817","0","0","0","25817","M",,,,,"BROOKLYN","11217","40.678291","-73.973249","8","35","161","3255806","3011577501","Prospect Heights"
"2016-02-23T00:00:00.000","3","1243","44",,,"1095      STERLING PL",,"BROOKLYN             NY 11213-2502",,"1","B3","726000","28166","0","0","0","28166","748000","28166","0","0","0","28166","M",,,,,"BROOKLYN","11213","40.672126","-73.942642","8","36","341","3031663","3012430044","Crown Heights North"
"2016-02-23T00:00:00.000","3","1269","36",,,"189       PARK PL",,"BROOKLYN             NY 11238-4379",,"1","C0","807000","44767","0","0","0","44767","832000","44767","0","0","0","44767","M",,,,,"BROOKLYN","11238","40.677239","-73.971302","8","35","163","3028755","3011580077","Prospect Heights"
"2016-02-23T00:00:00.000","3","1590","30",,,"5         BROCKTON CT",,"RINGOES              NJ 08551-1836",,"1","B3","459000","13941","0","0","0","13941","473000","13941","0","0","0","13941","M",,,,,,,,,,,,,,
"2016-02-23T00:00:00.000","3","1591","32",,,"116       NOSTRAND AVE",,"BROOKLYN             NY 11205-2823",,"1","B3","746000","25235","0","0","0","25235","769000","25235","0","0","0","25235","M",,,,,"BROOKLYN","11205","40.696383","-73.952776","3","33","1237","3000000","3017370021","Bedford"
"2016-02-23T00:00:00.000","3","8592","113",,"REBECCA CAHILL","PO BOX 638",,"WAYNE                PA 19087-0638",,"1","A7","3170000","149332","0","0","0","149332","8000000","149332","0","0","0","149332","M",,,,,,,,,,,,,,
"2016-04-01T00:00:00.000","3","6836","64",,"IMPACT MANAGEMENT","4518      COURT SQ","STE 401","LONG ISLAND CITY     NY 11101-4347",,"2","D4","8816000","3967200","113084","2963700","106983","2856717","8816000","3967200","120164","2963700","114063","2849637","X",,,,,,,,,,,,,,
"2016-04-01T00:00:00.000","4","3333","16",,"MANAGEMENT","210       E 23RD ST","# 5TH","NEW YORK             NY 10010-4604",,"2","D4","12457000","5605650","342283","4597470","315342","4282128","12457000","5605650","339923","4597470","312982","4284488","X",,,,,,,,,,,,,,
"2016-03-18T00:00:00.000","3","685","1012",,,"233         34 STREET","3C","BROOKLYN             NY 11232",,"2","R4","0","0","0","0","0","0","134340","60453","0","53089","0","53089","P",,,,,"BROOKLYN","11232","40.654433","-74.001586","7","38","84","3418151","3006857501","Sunset Park West"
"2016-03-18T00:00:00.000","3","685","1013",,,"233         34 STREET","3D","BROOKLYN             NY 11232",,"2","R4","0","0","0","0","0","0","89762","40393","0","35473","0","35473","P",,,,,"BROOKLYN","11232","40.654433","-74.001586","7","38","84","3418151","3006857501","Sunset Park West"
"2016-02-23T00:00:00.000","3","1594","42",,,"232       BROADWAY",,"BROOKLYN             NY 11211-6250",,"1","C0","725000","17911","0","0","0","17911","747000","17911","0","0","0","17911","M",,,,,"BROOKLYN","11211","40.709116","-73.960385","1","33","525","3059646","3021400009","North Side-South Side"
"2016-04-01T00:00:00.000","4","3334","163",,"MGRE CO., LLC","1981      MARCUS AVE","STE C1","NEW HYDE PARK        NY 11042-2060",,"2","D4","11047000","4971150","108428","4163040","104680","4058360","11047000","4971150","110788","4163040","107040","4056000","X",,,,,,,,,,,,,,
"2016-02-23T00:00:00.000","3","1609","33",,,"694       MYRTLE AVENUE #176",,"BROOKLYN             NY 11205",,"1","B3","600000","15135","0","0","0","15135","619000","15135","0","0","0","15135","M",,,,,"BROOKLYN","11205","40.694617","-73.955749","3","33","241","3048556","3017500024","Bedford"
"2016-04-01T00:00:00.000","4","3334","260",,,"1981      MARCUS AVE","STE C131","NEW HYDE PARK        NY 11042-1032",,"2","D4","20910000","9409500","393264","7780300","364629","7415671","20910000","9409500","388544","7780300","359909","7420391","X",,,,,,,,,,,,,,
"2016-02-23T00:00:00.000","3","1609","35",,,"880       LAFAYETTE AVE",,"BROOKLYN             NY 11221-1902",,"1","C0","863000","21881","0","0","0","21881","889000","21881","0","0","0","21881","M",,,,,"BROOKLYN","11221","40.691441","-73.937689","3","36","279","3043530","3016090035","Stuyvesant Heights"
"2016-02-23T00:00:00.000","3","1614","19",,,"202",,"BROOKLYN              NY112-2119",,"1","B3","656000","12420","0","0","0","12420","676000","12420","0","0","0","12420","M",,,,,,,,,,,,,,
"2016-03-18T00:00:00.000","3","685","1015",,,"233         34 STREET","4B","BROOKLYN             NY 11232",,"2","R4","0","0","0","0","0","0","113598","51119","0","44892","0","44892","P",,,,,"BROOKLYN","11232","40.654433","-74.001586","7","38","84","3418151","3006857501","Sunset Park West"
"2016-03-18T00:00:00.000","3","685","1016",,,"233         34 STREET","4C","BROOKLYN             NY 11232",,"2","R4","0","0","0","0","0","0","120342","54154","0","47557","0","47557","P",,,,,"BROOKLYN","11232","40.654433","-74.001586","7","38","84","3418151","3006857501","Sunset Park West"
"2016-02-23T00:00:00.000","3","1614","29",,,"224       VAN BUREN ST",,"BROOKLYN             NY 11221-1912",,"1","C0","706000","13971","0","0","0","13971","727000","13971","0","0","0","13971","M",,,,,"BROOKLYN","11221","40.690686","-73.937711","3","36","279","3043716","3016140029","Stuyvesant Heights"
"2016-04-01T00:00:00.000","4","9769","68",,"FALCON JACOBSON & GERTLER, LLP","265       SUNRISE HWY","STE 32","ROCKVILLE CENTRE     NY 11570-4912",,"4","GU","543000","244350","0","241290","0","241290","766000","344700","0","261360","0","261360","E1",,,,,,,,,,,,,,
"2016-04-01T00:00:00.000","4","12269","19",,,"35        N TYSON AVE",,"FLORAL PARK          NY 11001-1403",,"4","M9","193000","86850","69480","79020","63216","15804","193000","86850","0","79020","0","79020","X",,,,,,,,,,,,,,
"2016-02-23T00:00:00.000","3","1615","31",,,"694       MYRTLE AVE # 166",,"BROOKLYN             NY 11205",,"1","B3","568000","10866","0","0","0","10866","585000","10866","0","0","0","10866","M",,,,,"BROOKLYN","11205","40.694617","-73.955749","3","33","241","3048556","3017500024","Bedford"
"2016-02-23T00:00:00.000","3","1615","85",,,"793       GREENE AVE",,"BROOKLYN             NY 11221-1915",,"1","A4","635000","13194","0","0","0","13194","654000","13194","0","0","0","13194","M",,,,,"BROOKLYN","11221","40.690155","-73.93597","3","36","291","3043820","3016150085","Stuyvesant Heights"
"2016-04-01T00:00:00.000","4","12269","21",,,"35        N TYSON AVE",,"FLORAL PARK          NY 11001-1403",,,"V0","87400","1882","1882","0","0","0","87400","1882","0","0","0","1882","X",,,,,,,,,,,,,,
"2016-02-23T00:00:00.000","3","1616","73",,,"301       SULLIVAN PL",,"BROOKLYN             NY 11225-2909",,"1","C0","601000","8137","1550","0","0","6587","619000","8137","1550","0","0","6587","M",,,,,"BROOKLYN","11225","40.664667","-73.951422","9","35","321","3396883","3013057501","Crown Heights South"
"2016-03-18T00:00:00.000","3","685","1017",,,"233         34 STREET","4D","BROOKLYN             NY 11232",,"2","R4","0","0","0","0","0","0","157751","70988","0","62338","0","62338","P",,,,,"BROOKLYN","11232","40.654433","-74.001586","7","38","84","3418151","3006857501","Sunset Park West"
"2016-02-23T00:00:00.000","3","1627","65",,,"751       QUINCY ST","#1","BROOKLYN             NY 11221-2801",,"1","C0","754000","14732","0","0","0","14732","777000","14732","0","0","0","14732","M",,,,,"BROOKLYN","11221","40.689509","-73.928546","3","36","387","3044389","3016270065","Stuyvesant Heights"
"2016-02-23T00:00:00.000","3","1632","18",,,"11916     JAMAICA AVE",,"RICHMOND HILL        NY 11418-2531",,"1","B3","800000","15802","0","0","0","15802","824000","15802","0","0","0","15802","M",,,,,,,,,,,,,,
"2016-04-01T00:00:00.000","4","12269","22",,,"35        N TYSON AVE",,"FLORAL PARK          NY 11001-1403",,,"V0","171000","3984","3984","0","0","0","171000","3984","0","0","0","3984","X",,,,,,,,,,,,,,
"2016-02-23T00:00:00.000","3","1659","28",,,"472       HANCOCK ST",,"BROOKLYN             NY 11233-1017",,"1","B3","322000","7671","0","0","0","7671","332000","7671","0","0","0","7671","M",,,,,"BROOKLYN","11233","40.684087","-73.936455","3","36","275","3046017","3016590028","Stuyvesant Heights"
