"the_geom","boro","block","lot","bbl","type","shape_star","shape_stle"
"MULTIPOLYGON (((-73.87521499767342 40.741224054443045, -73.8752179939102 40.741223006845914, -73.87522117563539 40.741222347660496, -73.87522445648136 40.741222094780305, -73.87522774738983 40.741222255069744, -73.8752309590294 40.741222824177775, -73.8752340042204 40.741223786656015, -73.87523680030138 40.7412251163781, -73.87523927137296 40.74122677724881, -73.8752413503581 40.74122872418395, -73.87524298082285 40.741230904334145, -73.87524411850835 40.74123325851941, -73.87524473253218 40.74123572283553, -73.87524480622665 40.74123823038889, -73.87524433759124 40.741240713112084, -73.875243339347 40.741243103611815, -73.87524183859112 40.74124533699807, -73.8752398760615 40.74124735264576, -73.87523750503082 40.74124909584027, -73.87503706663712 40.741392549178826, -73.87502919688741 40.74139446696264, -73.87502104123317 40.74139548054302, -73.87501277821777 40.74139556773074, -73.87500458873498 40.74139472661705, -73.8749966520688 40.741392975615625, -73.87498914196851 40.74139035305934, -73.87491316463657 40.74131378861969, -73.87491138208817 40.74131024926077, -73.8749103516101 40.74130654103431, -73.87491009871978 40.74130275576657, -73.87491062967938 40.74129898719147, -73.87491193134069 40.741295328629604, -73.87491397147076 40.74129187067729, -73.87491669955013 40.7412886989632, -73.87492004802377 40.74128589202791, -73.87492393397396 40.741283519379046, -73.87492826117362 40.74128163977001, -73.87521499767342 40.741224054443045)))","4","20088","9999","4200889999","2","2853.68322754","237.393064255"
"MULTIPOLYGON (((-73.9450573901726 40.74620921898801, -73.94546997852323 40.74603159471874, -73.94538464997957 40.74626979592703, -73.9450573901726 40.74620921898801)))","4","20089","9999","4200899999","1","4195.70657349","314.643565633"
"MULTIPOLYGON (((-73.7912104981963 40.718793396943646, -73.79131381787316 40.718732295100025, -73.79141286676543 40.71866722780945, -73.7915073822679 40.718598367591085, -73.79159711379755 40.718525897020136, -73.79168182345781 40.71845000824368, -73.79168647606005 40.718447563032164, -73.79169158605809 40.71844572074332, -73.79169701966522 40.71844452961077, -73.79170263462225 40.718444020819994, -73.79170828392198 40.71844420769183, -73.79171381965809 40.71844508533371, -73.7917190968975 40.71844663076777, -73.79172397747492 40.71844880353245, -73.79172833361015 40.718451546741846, -73.79173205125359 40.71845478857499, -73.79173503307213 40.718458444156255, -73.79191552996896 40.718819735530346, -73.79191746712621 40.71882409473289, -73.7919184501004 40.7188286351797, -73.79191845289917 40.718833236810624, -73.79191747544833 40.71883777794767, -73.7919155435938 40.71884213851239, -73.7919127084182 40.71884620320111, -73.79190904489019 40.71884986453377, -73.79190464988207 40.718853025695985, -73.79189963960823 40.718855603099094, -73.79189414655228 40.718857528590384, -73.79188831596373 40.718858751255254, -73.79188230201731 40.718859238763486, -73.7918762637362 40.71885897822422, -73.79177152260213 40.71887324207771, -73.79166575147912 40.71888207043594, -73.79155943706091 40.71888542267618, -73.79145306854166 40.71888328337352, -73.79134713536445 40.71887566237171, -73.79124212496887 40.7188625947379, -73.79123264014616 40.71885984879284, -73.79122391635521 40.71885590389729, -73.79121621299657 40.71885087735214, -73.79120975912826 40.71884491862104, -73.79120474665471 40.71883820488594, -73.79120132462059 40.71883093577864, -73.79119959477896 40.71882332744487, -73.79119960856576 40.71881560611708, -73.79120136557049 40.71880800138745, -73.7912048135483 40.71880073938115, -73.79120984997384 40.71879403603241, -73.7912104981963 40.718793396943646)))","4","20090","9999","4200909999","2","17998.8226929","569.441842831"
"MULTIPOLYGON (((-73.90065951881311 40.72681988907501, -73.90066261420341 40.72682351542364, -73.90066485943308 40.72682748760108, -73.9006661899028 40.72683169132093, -73.90066656733246 40.72683600563482, -73.90066598086261 40.72684030641245, -73.90066444736678 40.72684446991289, -73.9006620109662 40.72684837634493, -73.90065874176024 40.72685191331365, -73.9006547338096 40.726854979054174, -73.90065010243003 40.726857485359794, -73.90064498087449 40.726859360119576, -73.90063951649917 40.726860549393415, -73.90063386652386 40.72686101896371, -73.90062819350841 40.72686075532019, -73.90062266067557 40.726859766048236, -73.90050600982836 40.726851921830466, -73.90049778772322 40.726850573558096, -73.90048999743789 40.72684816116435, -73.9004828749574 40.726844757726006, -73.90047663603748 40.726840466340796, -73.9004714696687 40.726835417004324, -73.90046753235154 40.72682976267218, -73.90046494335573 40.726823674626594, -73.90046378110725 40.72681733728785, -73.90047018309727 40.72672501718732, -73.90047618948473 40.72671851583452, -73.90048357764663 40.7267128983854, -73.90049212688622 40.7267083326423, -73.90050158182373 40.7267049549913, -73.90051166002486 40.726702866328274, -73.90052206043751 40.72670212904495, -73.90053247238467 40.7267027651652, -73.90054258484477 40.72670475568703, -73.90055209574237 40.72670804115041, -73.90056072097155 40.72671252341322, -73.90056820288258 40.726718068583054, -73.90057431797835 40.7267245110167, -73.90065951881311 40.72681988907501)))","4","20091","9999","4200919999","2","2291.17195129","185.175848656"
"MULTIPOLYGON (((-73.73645325320655 40.66994161052911, -73.73652881185312 40.66981701031324, -73.73656659047745 40.66975471063488, -73.7366043690312 40.669692410943675, -73.73664075826836 40.66963240438416, -73.73675409330222 40.66944550519618, -73.73682507804133 40.66931834674486, -73.73690165325 40.66919262835721, -73.73699249010723 40.66904349569422, -73.7373820348896 40.66918329254311, -73.7365287024514 40.67051894969143, -73.73641710202249 40.6704784858626, -73.7359127856299 40.67029497861743, -73.73610502817121 40.66995925221895, -73.73637998912206 40.670062811988316, -73.73645325320655 40.66994161052911)))","4","20092","9999","4200929999","2","72220.5655823","1476.89185355"
"MULTIPOLYGON (((-73.72972350004348 40.71181735215033, -73.7301887623893 40.711940552496316, -73.73000366627282 40.712398240644816, -73.72982522824263 40.71285745752561, -73.72965347023165 40.71331814704803, -73.72948841335811 40.713780252940424, -73.72933007792308 40.714243718756876, -73.72929322026397 40.7139703592286, -73.72924865921851 40.713697664728556, -73.72919641541783 40.713425760932786, -73.72913651303294 40.713154773151324, -73.72906897976343 40.71288482627056, -73.72899384682451 40.712616044695665, -73.72891114893251 40.71234855229333, -73.72893384568988 40.71239889737216, -73.72896447934635 40.71244674655695, -73.72900258813807 40.71249137855574, -73.72904759761563 40.712532120571936, -73.7290988293028 40.71256835844657, -73.7291555109238 40.71259954591669, -73.72921678804487 40.71262521285033, -73.72928173695435 40.71264497233366, -73.72934937858768 40.71265852650394, -73.7294186932868 40.71266567103972, -73.72948863617165 40.71266629824113, -73.72955815289207 40.71266039865346, -73.72962619552248 40.71264806120972, -73.72969343259551 40.712623142629624, -73.72975622439215 40.712592229712264, -73.72981365239131 40.71255577465634, -73.72986487653829 40.712514310731024, -73.7299091475332 40.7124684444748, -73.72994581779162 40.71241884682267, -73.72997435091683 40.71236624329109, -73.72999432954573 40.71231140336504, -73.73000546145276 40.712255129241484, -73.7300075838236 40.7121982440948, -73.73000066563542 40.71214158003531, -73.72998480810935 40.712085965937135, -73.7299602432285 40.712032215313734, -73.72992733034336 40.711981114418066, -73.72988655091417 40.71193341074168, -73.72983850146736 40.711889802080854, -73.72978388486906 40.71185092632986, -73.72972350004348 40.71181735215033)))","4","20093","9999","4200939999","2","80327.2302704","2335.00622231"
"MULTIPOLYGON (((-73.91690262623594 40.769846050268804, -73.9173519194356 40.76993214641001, -73.91737915227066 40.76995718283549, -73.91782938523127 40.77004399278625, -73.91785478029149 40.7700361485964, -73.91791493591217 40.77004834286555, -73.91767682981514 40.770245450836576, -73.91767332147198 40.77024718520237, -73.91766947439001 40.770248437362156, -73.91766540214813 40.77024917034793, -73.91766122497273 40.770249362519486, -73.91765706618816 40.770249008203265, -73.91765304857581 40.77024811785987, -73.91764929074925 40.77024671777525, -73.9176459036522 40.77024484928469, -73.91764298728317 40.770242567552295, -73.9173724587877 40.77004795511498, -73.91711305132694 40.76998486770758, -73.91688752832432 40.76989035496966, -73.91690262623594 40.769846050268804)))","4","20094","9999","4200949999","2","12346.3220367","668.215281929"
"MULTIPOLYGON (((-73.88857494918756 40.69938582133318, -73.88858353619406 40.699397611602706, -73.88858949419416 40.69941030648224, -73.8885926650956 40.69942356912332, -73.88859296475931 40.69943704761219, -73.88859038523222 40.6994503843076, -73.88858499495845 40.69946322533038, -73.88857693696335 40.69947522995351, -73.88856642505858 40.69948607964298, -73.88855373816897 40.699495486510095, -73.8885392129314 40.699503200950154, -73.88852323476245 40.69950901826586, -73.88850622763162 40.6995127840987, -73.88848864281152 40.69951439852482, -73.88800641030753 40.69958779126914, -73.8879894143988 40.699589389215326, -73.8879723050353 40.69958883052622, -73.88795555142038 40.699586130523144, -73.88793961300136 40.69958136325042, -73.88792492686959 40.6995746594446, -73.88791189577364 40.69956620294933, -73.8879008770744 40.699556225673405, -73.88789217294489 40.6995450012311, -73.88788602208362 40.69953283743848, -73.88788259316861 40.69952006787197, -73.88788198023182 40.69950704272032, -73.88788420008063 40.69949411918121, -73.88788919183699 40.6994816516655, -73.88813715969374 40.69909352693375, -73.88814617328269 40.69908233228847, -73.88815755876047 40.69907246853274, -73.88817098390128 40.699064223488, -73.88818605696306 40.699057837742075, -73.88820233811832 40.69905349762897, -73.88821935228815 40.69905132979173, -73.8882366030047 40.69905139748714, -73.88825358689786 40.699053698739895, -73.88826980838327 40.699058166400185, -73.88828479412312 40.699064670103155, -73.88829810683794 40.69907302007284, -73.88830935806618 40.699082972659745, -73.88857494918756 40.69938582133318)))","4","20095","9999","4200959999","2","23639.4063416","609.23243566"
"MULTIPOLYGON (((-73.87211896826997 40.73599131698009, -73.87257199213158 40.73577857689084, -73.87257495603446 40.735777839410666, -73.87257804326147 40.73577750460504, -73.87258116001915 40.735777582645674, -73.87258421161688 40.73577807116162, -73.87258710534363 40.7357789553112, -73.8725897532847 40.73578020823298, -73.87259207499258 40.735781791861726, -73.87259399993114 40.735783658085026, -73.8725954696185 40.73578575020485, -73.87266719642864 40.73595142048205, -73.87266714459807 40.735958424749555, -73.87266561510233 40.73596533183057, -73.87266264762117 40.73597196253256, -73.87265831914047 40.73597814483312, -73.87265274195504 40.73598371834283, -73.87264606075537 40.735988538466344, -73.8726384488738 40.7359924801535, -73.87263010378787 40.73599544114383, -73.87262124199694 40.73599734461931, -73.87261209340546 40.73599814119741, -73.87260289535857 40.73599781021224, -73.87211896826997 40.73599131698009)))","4","20096","9999","4200969999","2","6405.90338135","381.074148239"
"MULTIPOLYGON (((-73.81373248648919 40.795094473625, -73.81373475428114 40.7950936713406, -73.8137381313195 40.79509358178458, -73.81374148446163 40.79509389944352, -73.81374472922579 40.795094616314096, -73.81374778386078 40.79509571433489, -73.8137505714056 40.79509716584149, -73.81375302162864 40.79509893426343, -73.81375507279692 40.79510097504571, -73.81375667323161 40.79510323677114, -73.81380087406971 40.79521671919156, -73.81365481185642 40.79520504677267, -73.81365044178571 40.79519789242409, -73.81373248648919 40.795094473625)))","4","20097","9999","4200979999","2","1039.03912354","138.833091612"
"MULTIPOLYGON (((-73.90304030924493 40.73963744424138, -73.90278891950248 40.73958024368025, -73.90276051031279 40.74035646192682, -73.90253213559298 40.74045663226665, -73.9025867944693 40.738963351954254, -73.9028146522571 40.7388771740461, -73.90279521431258 40.739408270001555, -73.9030996869525 40.73947754871351, -73.90304030924493 40.73963744424138)))","4","20099","9999","4200999999","2","38584.8343353","1385.63175869"
"MULTIPOLYGON (((-73.8475919216512 40.72277285045843, -73.84533379742206 40.72177378325778, -73.84532388398299 40.72177599693712, -73.84531361971945 40.72177689293639, -73.84530330490183 40.721776445044156, -73.84529324127945 40.721774666362975, -73.84528372325308 40.72177160892632, -73.84527502926257 40.72176736217634, -73.84526741364135 40.72176205034726, -73.84526109917613 40.72175582883103, -73.84525627058947 40.72174887963149, -73.84525306913608 40.7217414060401, -73.84525158847045 40.72173362668868, -73.84525187190724 40.72172576915371, -73.84525391115417 40.72171806329874, -73.8452576465548 40.721710734549994, -73.84526296883358 40.72170399730188, -73.8452697222928 40.72169804864495, -73.84527770936732 40.72169306260042, -73.84528669640416 40.721689185029355, -73.84529642049773 40.721686529365606, -73.84702923100005 40.722059625500734, -73.8471229463063 40.72208120337804, -73.84721359134448 40.72210936813926, -73.84730036828526 40.72214387188818, -73.84738251334167 40.72218441093479, -73.84745930349122 40.72223062846779, -73.84753006283951 40.722282117695, -73.84759416856909 40.72233842542341, -73.8478664128434 40.7227045945597, -73.84787068844993 40.72270851831062, -73.84787402688154 40.72271293715429, -73.84787633130297 40.72271772291705, -73.84787753487154 40.72272273678222, -73.84787760267608 40.72272783331675, -73.84787653274957 40.72273286468962, -73.84787435612627 40.72273768495985, -73.84787113594147 40.72274215430979, -73.84786696560036 40.72274614310052, -73.84786196606852 40.72274953563235, -73.84785628236334 40.72275223350082, -73.84766266903057 40.72278533421319, -73.84765208675928 40.72278737702687, -73.8476412130429 40.722788121020926, -73.84763032150111 40.72278754747397, -73.84761968620218 40.72278567081838, -73.84760957476634 40.722782538277194, -73.84760024163162 40.722778228675814, -73.8475919216512 40.72277285045843)))","4","20100","9999","4201009999","2","81628.6797791","1717.52821718"
"MULTIPOLYGON (((-73.74477988941119 40.716016875035386, -73.74471786098697 40.7158604379887, -73.74471779162464 40.71585814589722, -73.74471822935986 40.7158558775201, -73.74471916174805 40.715853697346056, -73.74472056228187 40.71585166735624, -73.74472239114488 40.7158498452621, -73.74472459634353 40.715848282864776, -73.74472711518521 40.71584702458233, -73.74472987606066 40.71584610618701, -73.74473280047978 40.7158455537883, -73.74473580530297 40.71584538309053, -73.7447388051048 40.71584559894663, -73.74474171460265 40.715846195219825, -73.74484950793172 40.71587682531334, -73.74495885318466 40.715904085397405, -73.74506956846055 40.715927930123165, -73.74507585468125 40.71592941144649, -73.74508173109015 40.7159316653391, -73.74508703500709 40.71593462940518, -73.74509161960042 40.71593822158868, -73.74509535795197 40.715942342445004, -73.74509814657047 40.71594687789398, -73.74509990825668 40.71595170237795, -73.74510059424054 40.71595668233775, -73.74510018553127 40.715961679909995, -73.7450986934432 40.715966556743744, -73.74509615928251 40.71597117783048, -73.74509265320381 40.715975415241665, -73.74508827226798 40.71597915167029, -73.74508313775523 40.715982283678336, -73.74483741069312 40.71604178108362, -73.74482938773399 40.716042886605024, -73.74482123437726 40.71604291779569, -73.74481319721421 40.716041873712264, -73.74480551932191 40.716039785932175, -73.74479843291152 40.7160367175985, -73.7447921523053 40.716032761510334, -73.74478686745452 40.71602803731612, -73.74478273819464 40.71602268789499, -73.74477988941119 40.716016875035386)))","4","20101","9999","4201019999","2","4313.2615509","282.615933445"
