"cmplnt_num","addr_pct_cd","boro_nm","cmplnt_fr_dt","cmplnt_fr_tm","cmplnt_to_dt","cmplnt_to_tm","crm_atpt_cptd_cd","hadevelopt","housing_psa","jurisdiction_code","juris_desc","ky_cd","law_cat_cd","loc_of_occur_desc","ofns_desc","parks_nm","patrol_boro","pd_cd","pd_desc","prem_typ_desc","rpt_dt","station_name","susp_age_group","susp_race","susp_sex","transit_district","vic_age_group","vic_race","vic_sex","x_coord_cd","y_coord_cd","latitude","longitude","lat_lon","geocoded_column"
"267821528","61","BROOKLYN","2023-01-02T00:00:00.000","10:33:00",,"(null)","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","341","MISDEMEANOR","(null)","PETIT LARCENY","(null)","PATROL BORO BKLYN SOUTH","339","LARCENY,PETIT FROM OPEN AREAS,","RESIDENCE-HOUSE","2023-05-05T00:00:00.000","(null)","(null)","(null)","(null)",,"45-64","ASIAN / PACIFIC ISLANDER","M","997311","160637","40.607578","-73.952958","(40.607578, -73.952958)","POINT (-73.952958 40.607578)"
"265618245","70","BROOKLYN","2021-09-01T00:00:00.000","00:01:00","2023-03-09T00:00:00.000","23:59:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","109","FELONY","INSIDE","GRAND LARCENY","(null)","PATROL BORO BKLYN SOUTH","432","LARCENY,GRAND BY IDENTITY THEFT-UNCLASSIFIED","RESIDENCE - APT. HOUSE","2023-03-24T00:00:00.000","(null)","(null)","(null)","(null)",,"18-24","BLACK","F","995849","172756","40.640846","-73.958206","(40.640846, -73.958206)","POINT (-73.958206 40.640846)"
"261233513","30","MANHATTAN","2023-01-01T00:00:00.000","21:06:00","2023-01-01T00:00:00.000","21:30:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","578","VIOLATION","INSIDE","HARRASSMENT 2","(null)","PATROL BORO MAN NORTH","638","HARASSMENT,SUBD 3,4,5","RESIDENCE - APT. HOUSE","2023-01-01T00:00:00.000","(null)","18-24","BLACK","F",,"45-64","BLACK","F","997213","238091","40.820171","-73.953165","(40.820171, -73.953165)","POINT (-73.953165 40.820171)"
"262036603","88","BROOKLYN","2022-01-13T00:00:00.000","16:30:00","2022-01-13T00:00:00.000","18:00:00","COMPLETED","(null)","477","2","N.Y. HOUSING POLICE","344","MISDEMEANOR","INSIDE","ASSAULT 3 & RELATED OFFENSES","(null)","PATROL BORO BKLYN NORTH","101","ASSAULT 3","RESIDENCE - PUBLIC HOUSING","2023-01-14T00:00:00.000","(null)","25-44","BLACK","M",,"25-44","BLACK HISPANIC","F","990280","192761","40.695762","-73.978252","(40.695762, -73.978252)","POINT (-73.978252 40.695762)"
"266141197","113","QUEENS","2022-03-16T00:00:00.000","12:00:00","2023-03-18T00:00:00.000","12:00:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","109","FELONY","INSIDE","GRAND LARCENY","(null)","PATROL BORO QUEENS SOUTH","430","LARCENY,GRAND BY BANK ACCT COMPROMISE-UNCLASSIFIED","RESIDENCE-HOUSE","2023-04-04T00:00:00.000","(null)","UNKNOWN","UNKNOWN","U",,"25-44","BLACK","F","1040339","189430","40.686442","-73.797756","(40.686442, -73.797756)","POINT (-73.797756 40.686442)"
"261668814","109","QUEENS","2022-12-14T00:00:00.000","00:00:00","2022-12-14T00:00:00.000","23:59:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","233","MISDEMEANOR","INSIDE","SEX CRIMES","(null)","PATROL BORO QUEENS NORTH","175","SEXUAL ABUSE 3,2","RESIDENCE - APT. HOUSE","2023-01-05T00:00:00.000","(null)","45-64","UNKNOWN","M",,"<18","WHITE","F","1032051","217053","40.7623158004241","-73.8274480018593","(40.7623158004241, -73.8274480018593)","POINT (-73.8274480018593 40.7623158004241)"
"261536508","50","BRONX","2022-11-22T00:00:00.000","11:00:00","2022-12-01T00:00:00.000","12:00:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","109","FELONY","INSIDE","GRAND LARCENY","(null)","PATROL BORO BRONX","439","LARCENY,GRAND FROM OPEN AREAS, UNATTENDED","MAILBOX OUTSIDE","2023-01-07T00:00:00.000","(null)","(null)","(null)","(null)",,"65+","BLACK","F","1008752","263627","40.890238","-73.911382","(40.890238, -73.911382)","POINT (-73.911382 40.890238)"
"261428266","75","BROOKLYN","2022-12-31T00:00:00.000","09:00:00","2022-12-31T00:00:00.000","09:15:00","COMPLETED","(null)","334","2","N.Y. HOUSING POLICE","116","FELONY","INSIDE","SEX CRIMES","(null)","PATROL BORO BKLYN NORTH","177","SEXUAL ABUSE","RESIDENCE - PUBLIC HOUSING","2023-01-05T00:00:00.000","(null)","25-44","BLACK","M",,"25-44","BLACK","F","1017036","183890","40.6713598203364","-73.8818110231735","(40.6713598203364, -73.8818110231735)","POINT (-73.8818110231735 40.6713598203364)"
"262843873","72","BROOKLYN","2022-09-30T00:00:00.000","22:04:00","2022-09-30T00:00:00.000","22:14:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","344","MISDEMEANOR","INSIDE","ASSAULT 3 & RELATED OFFENSES","(null)","PATROL BORO BKLYN SOUTH","101","ASSAULT 3","HOMELESS SHELTER","2023-02-01T00:00:00.000","(null)","UNKNOWN","BLACK HISPANIC","M",,"25-44","WHITE HISPANIC","M","979310","175452","40.648253","-74.0178","(40.648253, -74.0178)","POINT (-74.0178 40.648253)"
"269342447","123","STATEN ISLAND","2021-10-11T00:00:00.000","15:00:00",,"(null)","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","125","FELONY","INSIDE","NYS LAWS-UNCLASSIFIED FELONY","(null)","PATROL BORO STATEN ISLAND","847","NY STATE LAWS,UNCLASSIFIED FEL","RESIDENCE-HOUSE","2023-06-05T00:00:00.000","(null)","25-44","WHITE","M",,"UNKNOWN","UNKNOWN","E","931580","139802","40.550246","-74.189523","(40.550246, -74.189523)","POINT (-74.189523 40.550246)"
"261909218","10","MANHATTAN","2022-12-21T00:00:00.000","00:00:00",,"(null)","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","109","FELONY","INSIDE","GRAND LARCENY","(null)","PATROL BORO MAN SOUTH","420","LARCENY,GRAND BY OPEN/COMPROMISE CELL PHONE ACCT","RESIDENCE - APT. HOUSE","2023-01-14T00:00:00.000","(null)","(null)","(null)","(null)",,"25-44","UNKNOWN","F","983335","213041","40.751426","-74.003302","(40.751426, -74.003302)","POINT (-74.003302 40.751426)"
"261293610","71","BROOKLYN","2023-01-01T00:00:00.000","22:00:00","2023-01-02T00:00:00.000","04:30:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","109","FELONY","FRONT OF","GRAND LARCENY","(null)","PATROL BORO BKLYN SOUTH","421","LARCENY,GRAND FROM VEHICLE/MOTORCYCLE","STREET","2023-01-03T00:00:00.000","(null)","(null)","(null)","(null)",,"25-44","BLACK","M","999450","179225","40.658597","-73.945216","(40.658597, -73.945216)","POINT (-73.945216 40.658597)"
"263225524","110","QUEENS","2022-11-18T00:00:00.000","05:00:00","2022-11-18T00:00:00.000","06:00:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","341","MISDEMEANOR","INSIDE","PETIT LARCENY","(null)","PATROL BORO QUEENS NORTH","338","LARCENY,PETIT FROM BUILDING,UN","BAR/NIGHT CLUB","2023-02-08T00:00:00.000","(null)","(null)","(null)","(null)",,"18-24","WHITE HISPANIC","F","1020532","212026","40.748566","-73.869053","(40.748566, -73.869053)","POINT (-73.869053 40.748566)"
"261508591","13","MANHATTAN","2022-12-08T00:00:00.000","09:00:00","2022-12-08T00:00:00.000","17:30:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","341","MISDEMEANOR","INSIDE","PETIT LARCENY","(null)","PATROL BORO MAN SOUTH","352","LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE","RESIDENCE - APT. HOUSE","2023-01-06T00:00:00.000","(null)","UNKNOWN","UNKNOWN","U",,"18-24","WHITE","M","989490","208748","40.739641","-73.981089","(40.739641, -73.981089)","POINT (-73.981089 40.739641)"
"265389746","120","STATEN ISLAND","2019-03-03T00:00:00.000","17:00:00","2019-03-03T00:00:00.000","18:00:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","116","FELONY","FRONT OF","SEX CRIMES","(null)","PATROL BORO STATEN ISLAND","168","SODOMY 1","(null)","2023-03-14T00:00:00.000","(null)","<18","WHITE","M",,"<18","ASIAN / PACIFIC ISLANDER","F","962873","174172","40.6447209438691","-74.0770327198983","(40.6447209438691, -74.0770327198983)","POINT (-74.0770327198983 40.6447209438691)"
"264697616","79","BROOKLYN","2022-12-27T00:00:00.000","16:48:00",,"(null)","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","341","MISDEMEANOR","(null)","PETIT LARCENY","(null)","PATROL BORO BKLYN NORTH","353","LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT OUTSIDE","RESIDENCE-HOUSE","2023-01-01T00:00:00.000","(null)","(null)","(null)","(null)",,"25-44","WHITE","F","1000990","188383","40.68373","-73.939641","(40.68373, -73.939641)","POINT (-73.939641 40.68373)"
"267466126","52","BRONX","2022-09-26T00:00:00.000","18:00:00",,"(null)","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","341","MISDEMEANOR","INSIDE","PETIT LARCENY","(null)","PATROL BORO BRONX","333","LARCENY,PETIT FROM STORE-SHOPL","(null)","2023-04-29T00:00:00.000","(null)","25-44","WHITE HISPANIC","M",,"UNKNOWN","UNKNOWN","D","1009475","257692","40.873944","-73.908788","(40.873944, -73.908788)","POINT (-73.908788 40.873944)"
"270627392","23","MANHATTAN","2022-11-12T00:00:00.000","03:50:00","2022-11-12T00:00:00.000","04:02:00","COMPLETED","(null)","619","2","N.Y. HOUSING POLICE","233","MISDEMEANOR","INSIDE","SEX CRIMES","(null)","PATROL BORO MAN NORTH","681","CHILD, ENDANGERING WELFARE","RESIDENCE - PUBLIC HOUSING","2023-06-30T00:00:00.000","(null)","18-24","WHITE HISPANIC","M",,"<18","WHITE HISPANIC","M","998751","226901","40.7894632995555","-73.9476340039424","(40.7894632995555, -73.9476340039424)","POINT (-73.9476340039424 40.7894632995555)"
"261210183","110","QUEENS","2023-01-01T00:00:00.000","23:55:00","2023-01-01T00:00:00.000","23:57:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","106","FELONY","(null)","FELONY ASSAULT","(null)","PATROL BORO QUEENS NORTH","109","ASSAULT 2,1,UNCLASSIFIED","STREET","2023-01-02T00:00:00.000","(null)","UNKNOWN","WHITE","M",,"25-44","WHITE HISPANIC","M","1022187","212115","40.74880182","-73.86308174","(40.74880182, -73.86308174)","POINT (-73.86308174 40.74880182)"
"263698342","23","MANHATTAN","2022-12-08T00:00:00.000","17:24:00","2023-02-08T00:00:00.000","22:43:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","361","MISDEMEANOR","INSIDE","OFF. AGNST PUB ORD SENSBLTY &","(null)","PATROL BORO MAN NORTH","639","AGGRAVATED HARASSMENT 2","RESIDENCE - APT. HOUSE","2023-02-15T00:00:00.000","(null)","UNKNOWN","BLACK","M",,"25-44","ASIAN / PACIFIC ISLANDER","M","999115","226852","40.789323","-73.946316","(40.789323, -73.946316)","POINT (-73.946316 40.789323)"
"261196068","72","BROOKLYN","2023-01-01T00:00:00.000","07:00:00","2023-01-01T00:00:00.000","07:30:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","106","FELONY","INSIDE","FELONY ASSAULT","(null)","PATROL BORO BKLYN SOUTH","109","ASSAULT 2,1,UNCLASSIFIED","RESIDENCE - APT. HOUSE","2023-01-01T00:00:00.000","(null)","25-44","WHITE HISPANIC","M",,"25-44","WHITE HISPANIC","M","978999","173703","40.643452","-74.01892","(40.643452, -74.01892)","POINT (-74.01892 40.643452)"
"266270492","115","QUEENS","2022-11-23T00:00:00.000","00:00:00","2023-02-26T00:00:00.000","00:00:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","578","VIOLATION","INSIDE","HARRASSMENT 2","(null)","PATROL BORO QUEENS NORTH","638","HARASSMENT,SUBD 3,4,5","RESIDENCE - APT. HOUSE","2023-04-06T00:00:00.000","(null)","45-64","ASIAN / PACIFIC ISLANDER","M",,"45-64","WHITE HISPANIC","M","1017518","214099","40.754269","-73.879922","(40.754269, -73.879922)","POINT (-73.879922 40.754269)"
"261546741","120","STATEN ISLAND","2022-12-16T00:00:00.000","18:00:00","2022-12-16T00:00:00.000","18:30:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","359","MISDEMEANOR","INSIDE","OFFENSES AGAINST PUBLIC ADMINI","(null)","PATROL BORO STATEN ISLAND","749","VIOLATION OF ORDER OF PROTECTI","RESIDENCE-HOUSE","2023-01-07T00:00:00.000","(null)","UNKNOWN","UNKNOWN","F",,"45-64","BLACK","F","950320","169564","40.632028","-74.12224","(40.632028, -74.12224)","POINT (-74.12224 40.632028)"
"261786945","18","MANHATTAN","2022-06-03T00:00:00.000","12:00:00","2023-01-11T00:00:00.000","09:20:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","340","MISDEMEANOR","INSIDE","FRAUDS","(null)","PATROL BORO MAN SOUTH","770","COMPUTER UNAUTH. USE/TAMPER","RESIDENCE - APT. HOUSE","2023-01-11T00:00:00.000","(null)","UNKNOWN","UNKNOWN","U",,"25-44","BLACK","F","989613","214967","40.75671","-73.98064","(40.75671, -73.98064)","POINT (-73.98064 40.75671)"
"264544987","113","QUEENS","2022-10-05T00:00:00.000","19:21:00","2022-10-05T00:00:00.000","19:23:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","341","MISDEMEANOR","INSIDE","PETIT LARCENY","(null)","PATROL BORO QUEENS SOUTH","333","LARCENY,PETIT FROM STORE-SHOPL","DRUG STORE","2023-03-04T00:00:00.000","(null)","25-44","BLACK","M",,"UNKNOWN","UNKNOWN","D","1046011","190421","40.689123","-73.777296","(40.689123, -73.777296)","POINT (-73.777296 40.689123)"
"261812239","122","STATEN ISLAND","2022-12-05T00:00:00.000","15:00:00","2023-01-12T00:00:00.000","09:00:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","109","FELONY","INSIDE","GRAND LARCENY","(null)","PATROL BORO STATEN ISLAND","428","LARCENY,GRAND BY BANK ACCT COMPROMISE-UNAUTHORIZED PURCHASE","RESIDENCE-HOUSE","2023-01-12T00:00:00.000","(null)","(null)","(null)","(null)",,"65+","WHITE HISPANIC","M","954312","143179","40.559619","-74.107741","(40.559619, -74.107741)","POINT (-74.107741 40.559619)"
"263114041","114","QUEENS","2021-01-21T00:00:00.000","08:00:00","2023-02-03T00:00:00.000","17:00:00","ATTEMPTED","(null)",,"0","N.Y. POLICE DEPT","126","FELONY","INSIDE","MISCELLANEOUS PENAL LAW","(null)","PATROL BORO QUEENS NORTH","291","CONSPIRACY 4, 3","STREET","2023-02-06T00:00:00.000","(null)","(null)","(null)","(null)",,"UNKNOWN","UNKNOWN","E","1007694","219656","40.769552","-73.915361","(40.769552, -73.915361)","POINT (-73.915361 40.769552)"
"262100541","49","BRONX","2022-12-01T00:00:00.000","11:00:00","2022-12-05T00:00:00.000","00:01:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","109","FELONY","INSIDE","GRAND LARCENY","(null)","PATROL BORO BRONX","439","LARCENY,GRAND FROM OPEN AREAS, UNATTENDED","MAILBOX OUTSIDE","2023-01-18T00:00:00.000","(null)","(null)","(null)","(null)",,"65+","BLACK HISPANIC","M","1021136","251008","40.855559","-73.86666","(40.855559, -73.86666)","POINT (-73.86666 40.855559)"
"268091004","44","BRONX","2021-11-10T00:00:00.000","08:00:00","2022-11-12T00:00:00.000","00:00:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","112","FELONY","INSIDE","THEFT-FRAUD","(null)","PATROL BORO BRONX","739","FRAUD,UNCLASSIFIED-FELONY","OTHER","2023-05-08T00:00:00.000","(null)","UNKNOWN","UNKNOWN","U",,"18-24","WHITE HISPANIC","F","1003953","242258","40.831596","-73.928798","(40.831596, -73.928798)","POINT (-73.928798 40.831596)"
"264291521","49","BRONX","2022-12-19T00:00:00.000","14:58:00",,"(null)","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","341","MISDEMEANOR","FRONT OF","PETIT LARCENY","(null)","PATROL BORO BRONX","301","LARCENY,PETIT BY ACQUIRING LOS","RESTAURANT/DINER","2023-02-27T00:00:00.000","(null)","(null)","(null)","(null)",,"UNKNOWN","UNKNOWN","D","1024178","246147","40.842202","-73.85569","(40.842202, -73.85569)","POINT (-73.85569 40.842202)"
"262831528","107","QUEENS","2022-12-28T00:00:00.000","12:00:00","2023-01-10T00:00:00.000","09:00:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","109","FELONY","FRONT OF","GRAND LARCENY","(null)","PATROL BORO QUEENS SOUTH","439","LARCENY,GRAND FROM OPEN AREAS, UNATTENDED","RESIDENCE - APT. HOUSE","2023-02-01T00:00:00.000","(null)","(null)","(null)","(null)",,"25-44","WHITE","F","1034363","198742","40.712038","-73.819237","(40.712038, -73.819237)","POINT (-73.819237 40.712038)"
"261854535","84","BROOKLYN","2015-12-17T00:00:00.000","10:00:00",,"(null)","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","126","FELONY","INSIDE","MISCELLANEOUS PENAL LAW","(null)","PATROL BORO BKLYN NORTH","764","BAIL JUMPING 1 & 2","PUBLIC BUILDING","2023-01-13T00:00:00.000","(null)","45-64","WHITE HISPANIC","M",,"UNKNOWN","UNKNOWN","E","987801","192258","40.694381","-73.987194","(40.694381, -73.987194)","POINT (-73.987194 40.694381)"
"262007358","75","BROOKLYN","2022-11-11T00:00:00.000","13:57:00","2023-01-16T00:00:00.000","19:51:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","578","VIOLATION","INSIDE","HARRASSMENT 2","(null)","PATROL BORO BKLYN NORTH","638","HARASSMENT,SUBD 3,4,5","RESIDENCE - APT. HOUSE","2023-01-16T00:00:00.000","(null)","UNKNOWN","BLACK","M",,"25-44","BLACK","F","1023072","180611","40.662328","-73.860067","(40.662328, -73.860067)","POINT (-73.860067 40.662328)"
"261206610","113","QUEENS","2022-12-31T00:00:00.000","10:00:00","2022-12-31T00:00:00.000","12:00:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","341","MISDEMEANOR","FRONT OF","PETIT LARCENY","(null)","PATROL BORO QUEENS SOUTH","352","LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE","RESIDENCE-HOUSE","2023-01-01T00:00:00.000","(null)","(null)","(null)","(null)",,"45-64","BLACK","M","1043392","189326","40.686137","-73.78675","(40.686137, -73.78675)","POINT (-73.78675 40.686137)"
"261253951","73","BROOKLYN","2023-01-01T00:00:00.000","19:14:00","2023-01-01T00:00:00.000","19:20:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","344","MISDEMEANOR","INSIDE","ASSAULT 3 & RELATED OFFENSES","(null)","PATROL BORO BKLYN NORTH","113","MENACING,UNCLASSIFIED","RESIDENCE - APT. HOUSE","2023-01-01T00:00:00.000","(null)","<18","BLACK","M",,"45-64","BLACK","F","1009571","183143","40.669328","-73.90872","(40.669328, -73.90872)","POINT (-73.90872 40.669328)"
"270177890","101","QUEENS","2022-06-20T00:00:00.000","13:00:00","2023-06-20T00:00:00.000","15:00:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","344","MISDEMEANOR","FRONT OF","ASSAULT 3 & RELATED OFFENSES","(null)","PATROL BORO QUEENS SOUTH","113","MENACING,UNCLASSIFIED","STREET","2023-06-21T00:00:00.000","(null)","UNKNOWN","UNKNOWN","M",,"<18","UNKNOWN","M","1052322","159846","40.605156","-73.754846","(40.605156, -73.754846)","POINT (-73.754846 40.605156)"
"270418520","72","BROOKLYN","2021-09-22T00:00:00.000","09:00:00","2023-06-26T00:00:00.000","10:38:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","340","MISDEMEANOR","FRONT OF","FRAUDS","(null)","PATROL BORO BKLYN SOUTH","718","FRAUD,UNCLASSIFIED-MISDEMEANOR","RESIDENCE - APT. HOUSE","2023-06-26T00:00:00.000","(null)","UNKNOWN","UNKNOWN","U",,"25-44","WHITE HISPANIC","M","985203","180412","40.661866","-73.996561","(40.661866, -73.996561)","POINT (-73.996561 40.661866)"
"262553870","42","BRONX","2022-11-03T00:00:00.000","13:00:00","2023-01-22T00:00:00.000","10:20:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","109","FELONY","INSIDE","GRAND LARCENY","(null)","PATROL BORO BRONX","402","LARCENY,GRAND BY FALSE PROMISE-NOT IN PERSON CONTACT","RESIDENCE - APT. HOUSE","2023-01-26T00:00:00.000","(null)","(null)","(null)","(null)",,"25-44","BLACK","F","1010751","242585","40.832477","-73.904233","(40.832477, -73.904233)","POINT (-73.904233 40.832477)"
"263122364","67","BROOKLYN","2008-01-01T00:00:00.000","15:00:00","2008-01-01T00:00:00.000","15:30:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","109","FELONY","INSIDE","GRAND LARCENY","(null)","PATROL BORO BKLYN SOUTH","422","LARCENY,GRAND BY OPEN CREDIT CARD (NEW ACCT)","RESIDENCE-HOUSE","2023-02-06T00:00:00.000","(null)","UNKNOWN","UNKNOWN","U",,"45-64","BLACK","M","999135","173686","40.643393","-73.946362","(40.643393, -73.946362)","POINT (-73.946362 40.643393)"
"263540572","81","BROOKLYN","2022-12-12T00:00:00.000","07:05:00","2022-12-12T00:00:00.000","15:40:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","361","MISDEMEANOR","INSIDE","OFF. AGNST PUB ORD SENSBLTY &","(null)","PATROL BORO BKLYN NORTH","639","AGGRAVATED HARASSMENT 2","RESIDENCE - APT. HOUSE","2023-02-13T00:00:00.000","(null)","45-64","WHITE HISPANIC","M",,"25-44","WHITE HISPANIC","F","1006342","186591","40.6788","-73.920349","(40.6788, -73.920349)","POINT (-73.920349 40.6788)"
"261236483","106","QUEENS","2022-12-07T00:00:00.000","12:44:00","2022-12-07T00:00:00.000","17:00:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","341","MISDEMEANOR","INSIDE","PETIT LARCENY","(null)","PATROL BORO QUEENS SOUTH","303","LARCENY,PETIT BY CHECK USE","RESIDENCE-HOUSE","2023-01-02T00:00:00.000","(null)","UNKNOWN","UNKNOWN","U",,"45-64","ASIAN / PACIFIC ISLANDER","F","1034153","188552","40.68407","-73.820068","(40.68407, -73.820068)","POINT (-73.820068 40.68407)"
"263249514","84","BROOKLYN","2022-07-04T00:00:00.000","19:00:00","2023-01-31T00:00:00.000","10:00:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","361","MISDEMEANOR","INSIDE","OFF. AGNST PUB ORD SENSBLTY &","(null)","PATROL BORO BKLYN NORTH","639","AGGRAVATED HARASSMENT 2","HOTEL/MOTEL","2023-01-31T00:00:00.000","(null)","25-44","BLACK HISPANIC","M",,"25-44","BLACK HISPANIC","M","988991","189843","40.687752","-73.982902","(40.687752, -73.982902)","POINT (-73.982902 40.687752)"
"261801564","60","BROOKLYN","2022-01-26T00:00:00.000","12:00:00","2023-01-10T00:00:00.000","12:00:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","109","FELONY","INSIDE","GRAND LARCENY","(null)","PATROL BORO BKLYN SOUTH","438","LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED","COMMERCIAL BUILDING","2023-01-12T00:00:00.000","(null)","(null)","(null)","(null)",,"25-44","ASIAN / PACIFIC ISLANDER","F","984091","149559","40.577183","-74.000569","(40.577183, -74.000569)","POINT (-74.000569 40.577183)"
"264791131","34","MANHATTAN","2021-05-19T00:00:00.000","19:31:00",,"(null)","COMPLETED","(null)",,"1","N.Y. TRANSIT POLICE","121","FELONY","(null)","CRIMINAL MISCHIEF & RELATED OF","(null)","PATROL BORO MAN NORTH","273","TAMPERING 1,CRIMINAL","TRANSIT - NYC SUBWAY","2023-03-09T00:00:00.000","181 STREET","25-44","WHITE HISPANIC","M","3","UNKNOWN","UNKNOWN","E","1001324","249292","40.85090739","-73.93828373","(40.85090739, -73.93828373)","POINT (-73.93828373 40.85090739)"
"261196049","62","BROOKLYN","2023-01-01T00:00:00.000","05:40:00","2023-01-01T00:00:00.000","05:47:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","126","FELONY","(null)","MISCELLANEOUS PENAL LAW","(null)","PATROL BORO BKLYN SOUTH","198","CRIMINAL CONTEMPT 1","STREET","2023-01-01T00:00:00.000","(null)","25-44","BLACK","F",,"25-44","BLACK","F","988683","159912","40.60559668","-73.9840352","(40.60559668, -73.9840352)","POINT (-73.9840352 40.60559668)"
