"development_name","borough","account_name","location","meter_amr","meter_scope","tds","edp","rc_code","funding_source","amp","vendor_name","umis_bill_id","revenue_month","service_start_date","service_end_date","days","meter_number","estimated","current_charges","rate_class","bill_analyzed","consumption_mlbs"
"WSUR (SITE C) 589 AMSTERDAM AVENUE","MANHATTAN","WEST SIDE URBAN RENEWAL (SITE C)","BLD 01","AMR",,"174","259","M017400","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","11984024","2022-11","2022-10-28T00:00:00.000","2022-11-30T00:00:00.000","33","7210262","N","6023.7","SC3","Yes","192.49"
"WSUR (SITE A) 120 WEST 94TH STREET","MANHATTAN","WEST SIDE URBAN RENEWAL (SITE A)","BLD 03","AMR",,"151","259","M015100","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","11984030","2022-11","2022-10-28T00:00:00.000","2022-11-30T00:00:00.000","33","622030","N","7277.04","SC3","Yes","215.02"
"WSUR (SITE A) 120 WEST 94TH STREET","MANHATTAN","WEST SIDE URBAN RENEWAL (SITE A)","BLD 03","AMR",,"151","259","M015100","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","11984030","2022-11","2022-10-28T00:00:00.000","2022-11-30T00:00:00.000","33","621295","N","11146.72","SC3","Yes","329.36"
"ROBBINS PLAZA","MANHATTAN","ROBBINS PLAZA","BLD 01","AMR",,"218","329","M021800","FEDERAL","NY005011390P","CONSOLIDATED EDISON COMPANY OF NY","11984035","2022-11","2022-10-28T00:00:00.000","2022-11-30T00:00:00.000","33","621132","N","17013.49","SC3","Yes","517.78"
"ROBBINS PLAZA","MANHATTAN","ROBBINS PLAZA","BLD 01","AMR",,"218","329","M021800","FEDERAL","NY005011390P","CONSOLIDATED EDISON COMPANY OF NY","11984035","2022-11","2022-10-28T00:00:00.000","2022-11-30T00:00:00.000","33","610014","N","5176.53","SC3","Yes","157.54"
"DE HOSTOS APARTMENTS","MANHATTAN","DE HOSTOS APARTMENTS","BLD 01","AMR",,"155","265","M015500","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","11984042","2022-11","2022-10-28T00:00:00.000","2022-11-30T00:00:00.000","33","641095","N","32277.42","SC3","Yes","1076.8"
"DE HOSTOS APARTMENTS","MANHATTAN","DE HOSTOS APARTMENTS","BLD 01","AMR",,"155","265","M015500","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","11984042","2022-11","2022-10-28T00:00:00.000","2022-11-30T00:00:00.000","33","621273","N","15260.44","SC3","Yes","509.1"
"ROBBINS PLAZA","MANHATTAN","ROBBINS PLAZA","BLD 01","AMR",,"218","329","M021800","FEDERAL","NY005011390P","CONSOLIDATED EDISON COMPANY OF NY","11892099","2022-10","2022-09-29T00:00:00.000","2022-10-28T00:00:00.000","29","621132","N","7715.39","SC3","Yes","245.15"
"ROBBINS PLAZA","MANHATTAN","ROBBINS PLAZA","BLD 01","AMR",,"218","329","M021800","FEDERAL","NY005011390P","CONSOLIDATED EDISON COMPANY OF NY","11892099","2022-10","2022-09-29T00:00:00.000","2022-10-28T00:00:00.000","29","610014","N","5196.99","SC3","Yes","165.13"
"STRAUS","MANHATTAN","STRAUS",,"AMR",,"153","263","M015300","FEDERAL","NY005011530P","CONSOLIDATED EDISON COMPANY OF NY","11892150","2022-10","2022-09-29T00:00:00.000","2022-10-28T00:00:00.000","29","7210299","N","24418.43","SC3","Yes","985.56"
"STRAUS","MANHATTAN","STRAUS","BLD 01","AMR",,"153","263","M015300","FEDERAL","NY005011530P","CONSOLIDATED EDISON COMPANY OF NY","11892150","2022-10","2022-09-29T00:00:00.000","2022-10-28T00:00:00.000","29","632064","N","3525.41","SC3","Yes","142.29"
"FULTON","MANHATTAN","FULTON","BLD 01","AMR",,"136","252","M013600","FEDERAL","NY005001360P","CONSOLIDATED EDISON COMPANY OF NY","11892159","2022-10","2022-09-29T00:00:00.000","2022-10-28T00:00:00.000","29","63121","N","85091.12","SC3","Yes","3871"
"FULTON","MANHATTAN","FULTON","BLD 01","AMR",,"136","252","M013600","FEDERAL","NY005001360P","CONSOLIDATED EDISON COMPANY OF NY","11892159","2022-10","2022-09-29T00:00:00.000","2022-10-28T00:00:00.000","29","64031","N","27894.77","SC3","Yes","1269"
"WSUR (BROWNSTONES)","MANHATTAN","WEST SIDE URBAN RENEWAL (BROWNSTONES)","BLD 19","AMR",,"178","279","M017800","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","11892162","2022-10","2022-09-29T00:00:00.000","2022-10-28T00:00:00.000","29","621044","N","4081.09","SC3","Yes","121.69"
"WSUR (BROWNSTONES)","MANHATTAN","WEST SIDE URBAN RENEWAL (BROWNSTONES)","BLD 19","AMR",,"178","279","M017800","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","11892162","2022-10","2022-09-29T00:00:00.000","2022-10-28T00:00:00.000","29","622092","N","6334.76","SC3","Yes","188.89"
"DE HOSTOS APARTMENTS","MANHATTAN","DE HOSTOS APARTMENTS","BLD 01","AMR",,"155","265","M015500","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","11892175","2022-10","2022-09-29T00:00:00.000","2022-10-28T00:00:00.000","29","641095","N","8842.34","SC3","Yes","331"
"DE HOSTOS APARTMENTS","MANHATTAN","DE HOSTOS APARTMENTS","BLD 01","AMR",,"155","265","M015500","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","11892175","2022-10","2022-09-29T00:00:00.000","2022-10-28T00:00:00.000","29","621273","N","13763.34","SC3","Yes","515.21"
"WSUR (BROWNSTONES)","MANHATTAN","WEST SIDE URBAN RENEWAL (BROWNSTONES)","BLD 22","AMR",,"178","279","M017800","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","11892184","2022-10","2022-09-29T00:00:00.000","2022-10-28T00:00:00.000","29","7220091","N","3017.42","SC3","Yes","75.25"
"WSUR (BROWNSTONES)","MANHATTAN","WEST SIDE URBAN RENEWAL (BROWNSTONES)","BLD 22","AMR",,"178","279","M017800","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","11892184","2022-10","2022-09-29T00:00:00.000","2022-10-28T00:00:00.000","29","7110098","N","4009.45","SC3","Yes","99.99"
"WSUR (SITE B) 74 WEST 92ND STREET","MANHATTAN","WEST SIDE URBAN RENEWAL (SITE B)","BLD 05","AMR",,"173","259","M017300","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","11892191","2022-10","2022-09-29T00:00:00.000","2022-10-28T00:00:00.000","29","7310022","N","14876.64","SC3","Yes","563.87"
"WSUR (SITE B) 74 WEST 92ND STREET","MANHATTAN","WEST SIDE URBAN RENEWAL (SITE B)","BLD 05","AMR",,"173","259","M017300","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","11892191","2022-10","2022-09-29T00:00:00.000","2022-10-28T00:00:00.000","29","7220047","N","7692.25","SC3","Yes","291.56"
"WSUR (SITE C) 589 AMSTERDAM AVENUE","MANHATTAN","WEST SIDE URBAN RENEWAL (SITE C)","BLD 01","AMR",,"174","259","M017400","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","11892199","2022-10","2022-09-29T00:00:00.000","2022-10-28T00:00:00.000","29","7310053","N","11521.98","SC3","Yes","412.78"
"WSUR (SITE C) 589 AMSTERDAM AVENUE","MANHATTAN","WEST SIDE URBAN RENEWAL (SITE C)","BLD 01","AMR",,"174","259","M017400","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","11892199","2022-10","2022-09-29T00:00:00.000","2022-10-28T00:00:00.000","29","7210262","N","7044.16","SC3","Yes","252.36"
"GOMPERS","MANHATTAN","GOMPERS","BLD 01","AMR",,"100","237","M010000","FEDERAL","NY005011000P","CONSOLIDATED EDISON COMPANY OF NY","11892204","2022-10","2022-09-29T00:00:00.000","2022-10-28T00:00:00.000","29","62107","N","29604.56","SC3","Yes","1206.2"
"GOMPERS","MANHATTAN","GOMPERS","BLD 01","AMR",,"100","237","M010000","FEDERAL","NY005011000P","CONSOLIDATED EDISON COMPANY OF NY","11892204","2022-10","2022-09-29T00:00:00.000","2022-10-28T00:00:00.000","29","62310","N","0","SC3","Yes","0"
"WSUR (SITE A) 120 WEST 94TH STREET","MANHATTAN","WEST SIDE URBAN RENEWAL (SITE A)","BLD 03","AMR",,"151","259","M015100","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","11892206","2022-10","2022-09-29T00:00:00.000","2022-10-28T00:00:00.000","29","621295","N","6586.88","SC3","Yes","216.77"
"WSUR (SITE A) 120 WEST 94TH STREET","MANHATTAN","WEST SIDE URBAN RENEWAL (SITE A)","BLD 03","AMR",,"151","259","M015100","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","11892206","2022-10","2022-09-29T00:00:00.000","2022-10-28T00:00:00.000","29","622030","N","8277.89","SC3","Yes","272.42"
"AMSTERDAM ADDITION","MANHATTAN","AMSTERDAM ADDITION","BLD 01","AMR",,"187","453","M018700","MIXED FINANCE/LLC1","NY005021870P","CONSOLIDATED EDISON COMPANY OF NY","11892207","2022-10","2022-09-29T00:00:00.000","2022-10-28T00:00:00.000","29","331058","N","3101.55","SC3","Yes","116.55"
"AMSTERDAM ADDITION","MANHATTAN","AMSTERDAM ADDITION","BLD 01","AMR",,"187","453","M018700","MIXED FINANCE/LLC1","NY005021870P","CONSOLIDATED EDISON COMPANY OF NY","11892207","2022-10","2022-09-29T00:00:00.000","2022-10-28T00:00:00.000","29","321136","N","16740.65","SC3","Yes","629.08"
"SEWARD PARK EXTENSION","MANHATTAN","SEWARD PARK EXTENSION","BLD 01","AMR",,"192","312","M019200","FEDERAL","NY005011000P","CONSOLIDATED EDISON COMPANY OF NY","11892210","2022-10","2022-09-29T00:00:00.000","2022-10-28T00:00:00.000","29","621076","N","15002.41","SC3","Yes","582.4"
"SEWARD PARK EXTENSION","MANHATTAN","SEWARD PARK EXTENSION","BLD 01","AMR",,"192","312","M019200","FEDERAL","NY005011000P","CONSOLIDATED EDISON COMPANY OF NY","11892210","2022-10","2022-09-29T00:00:00.000","2022-10-28T00:00:00.000","29","632136","N","7789.72","SC3","Yes","302.4"
"CAMPOS PLAZA II","MANHATTAN","CAMPOS PLAZA I/CAMPOS PLAZA II","CAMPOS PLAZA I BLD 02","AMR","CAMPOS PLAZA II ALL","286","593","M028600","FEDERAL","NY005012570P","CONSOLIDATED EDISON COMPANY OF NY","11892474","2022-10","2022-09-29T00:00:00.000","2022-10-28T00:00:00.000","29","630022-593","N","13332.13","SC3","Yes","188.31"
"CAMPOS PLAZA I","MANHATTAN","CAMPOS PLAZA I/CAMPOS PLAZA II","CAMPOS PLAZA I BLD 02","AMR","CAMPOS PLAZA I ALL","257","544","M025700","SECTION 8","NY005012570P","CONSOLIDATED EDISON COMPANY OF NY","11892474","2022-10","2022-09-29T00:00:00.000","2022-10-28T00:00:00.000","29","630022-544","N","4278.35","SC3","Yes","169.69"
"CAMPOS PLAZA I","MANHATTAN","CAMPOS PLAZA I/CAMPOS PLAZA II","CAMPOS PLAZA I BLD 02","AMR","CAMPOS PLAZA I ALL","257","544","M025700","SECTION 8","NY005012570P","CONSOLIDATED EDISON COMPANY OF NY","11892474","2022-10","2022-09-29T00:00:00.000","2022-10-28T00:00:00.000","29","632026-544","N","7735.78","SC3","Yes","306.82"
"CAMPOS PLAZA II","MANHATTAN","CAMPOS PLAZA I/CAMPOS PLAZA II","CAMPOS PLAZA I BLD 02","AMR","CAMPOS PLAZA II ALL","286","593","M028600","FEDERAL","NY005012570P","CONSOLIDATED EDISON COMPANY OF NY","11892474","2022-10","2022-09-29T00:00:00.000","2022-10-28T00:00:00.000","29","632026-593","N","13332.13","SC3","Yes","340.48"
"THOMAS APARTMENTS","MANHATTAN","THOMAS APARTMENTS","BLD 01","AMR",,"268","387","M026800","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","12014356","2022-10","2022-09-29T00:00:00.000","2022-10-28T00:00:00.000","29","622046","N","6613.07","SC3","Yes","0"
"THOMAS APARTMENTS","MANHATTAN","THOMAS APARTMENTS","BLD 01","AMR",,"268","387","M026800","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","12014356","2022-10","2022-09-29T00:00:00.000","2022-10-28T00:00:00.000","29","621262","N","6613.07","SC3","Yes","0"
"DE HOSTOS APARTMENTS","MANHATTAN","DE HOSTOS APARTMENTS","BLD 01","AMR",,"155","265","M015500","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","11780637","2022-09","2022-08-30T00:00:00.000","2022-09-29T00:00:00.000","30","621273","N","9908.85","SC3","Yes","437.83"
"DE HOSTOS APARTMENTS","MANHATTAN","DE HOSTOS APARTMENTS","BLD 01","AMR",,"155","265","M015500","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","11780637","2022-09","2022-08-30T00:00:00.000","2022-09-29T00:00:00.000","30","641095","N","0","SC3","Yes","0"
"WSUR (SITE A) 120 WEST 94TH STREET","MANHATTAN","WEST SIDE URBAN RENEWAL (SITE A)","BLD 03","AMR",,"151","259","M015100","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","11780641","2022-09","2022-08-30T00:00:00.000","2022-09-29T00:00:00.000","30","622030","N","1872.85","SC3","Yes","22.04"
"WSUR (SITE A) 120 WEST 94TH STREET","MANHATTAN","WEST SIDE URBAN RENEWAL (SITE A)","BLD 03","AMR",,"151","259","M015100","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","11780641","2022-09","2022-08-30T00:00:00.000","2022-09-29T00:00:00.000","30","621295","N","1659.57","SC3","Yes","19.53"
"SEWARD PARK EXTENSION","MANHATTAN","SEWARD PARK EXTENSION","BLD 01","AMR",,"192","312","M019200","FEDERAL","NY005011000P","CONSOLIDATED EDISON COMPANY OF NY","11780643","2022-09","2022-08-30T00:00:00.000","2022-09-29T00:00:00.000","30","621076","N","7570.3","SC3","Yes","304.8"
"SEWARD PARK EXTENSION","MANHATTAN","SEWARD PARK EXTENSION","BLD 01","AMR",,"192","312","M019200","FEDERAL","NY005011000P","CONSOLIDATED EDISON COMPANY OF NY","11780643","2022-09","2022-08-30T00:00:00.000","2022-09-29T00:00:00.000","30","632136","N","0","SC3","Yes","0"
"AMSTERDAM ADDITION","MANHATTAN","AMSTERDAM ADDITION","BLD 01","AMR",,"187","453","M018700","MIXED FINANCE/LLC1","NY005021870P","CONSOLIDATED EDISON COMPANY OF NY","11780645","2022-09","2022-08-30T00:00:00.000","2022-09-29T00:00:00.000","30","321136","N","6158.51","SC3","Yes","224.49"
"AMSTERDAM ADDITION","MANHATTAN","AMSTERDAM ADDITION","BLD 01","AMR",,"187","453","M018700","MIXED FINANCE/LLC1","NY005021870P","CONSOLIDATED EDISON COMPANY OF NY","11780645","2022-09","2022-08-30T00:00:00.000","2022-09-29T00:00:00.000","30","331058","N","0","SC3","Yes","0"
"WSUR (BROWNSTONES)","MANHATTAN","WEST SIDE URBAN RENEWAL (BROWNSTONES)","BLD 22","AMR",,"178","279","M017800","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","11780647","2022-09","2022-08-30T00:00:00.000","2022-09-29T00:00:00.000","30","7110098","N","4326.27","SC3","Yes","89.48"
"WSUR (BROWNSTONES)","MANHATTAN","WEST SIDE URBAN RENEWAL (BROWNSTONES)","BLD 22","AMR",,"178","279","M017800","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","11780647","2022-09","2022-08-30T00:00:00.000","2022-09-29T00:00:00.000","30","7220091","N","5.8","SC3","Yes","0.12"
"CAMPOS PLAZA I","MANHATTAN","CAMPOS PLAZA I/CAMPOS PLAZA II","CAMPOS PLAZA I BLD 02","AMR","CAMPOS PLAZA I ALL","257","544","M025700","SECTION 8","NY005012570P","CONSOLIDATED EDISON COMPANY OF NY","11780649","2022-09","2022-08-30T00:00:00.000","2022-09-29T00:00:00.000","30","632026-544","N","4782.36","SC3","Yes","212.4"
"CAMPOS PLAZA II","MANHATTAN","CAMPOS PLAZA I/CAMPOS PLAZA II","CAMPOS PLAZA I BLD 02","AMR","CAMPOS PLAZA II ALL","286","593","M028600","FEDERAL","NY005012570P","CONSOLIDATED EDISON COMPANY OF NY","11780649","2022-09","2022-08-30T00:00:00.000","2022-09-29T00:00:00.000","30","630022-593","N","0","SC3","Yes","0"
"CAMPOS PLAZA II","MANHATTAN","CAMPOS PLAZA I/CAMPOS PLAZA II","CAMPOS PLAZA I BLD 02","AMR","CAMPOS PLAZA II ALL","286","593","M028600","FEDERAL","NY005012570P","CONSOLIDATED EDISON COMPANY OF NY","11780649","2022-09","2022-08-30T00:00:00.000","2022-09-29T00:00:00.000","30","632026-593","N","5307.03","SC3","Yes","235.7"
"CAMPOS PLAZA I","MANHATTAN","CAMPOS PLAZA I/CAMPOS PLAZA II","CAMPOS PLAZA I BLD 02","AMR","CAMPOS PLAZA I ALL","257","544","M025700","SECTION 8","NY005012570P","CONSOLIDATED EDISON COMPANY OF NY","11780649","2022-09","2022-08-30T00:00:00.000","2022-09-29T00:00:00.000","30","630022-544","N","0","SC3","Yes","0"
"THOMAS APARTMENTS","MANHATTAN","THOMAS APARTMENTS","BLD 01","AMR",,"268","387","M026800","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","11780651","2022-09","2022-08-30T00:00:00.000","2022-09-29T00:00:00.000","30","621262","N","9.64","SC3","Yes","0.24"
"THOMAS APARTMENTS","MANHATTAN","THOMAS APARTMENTS","BLD 01","AMR",,"268","387","M026800","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","11780651","2022-09","2022-08-30T00:00:00.000","2022-09-29T00:00:00.000","30","622046","N","4911.68","SC3","Yes","122.31"
"WSUR (BROWNSTONES)","MANHATTAN","WEST SIDE URBAN RENEWAL (BROWNSTONES)","BLD 19","AMR",,"178","279","M017800","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","11780654","2022-09","2022-08-30T00:00:00.000","2022-09-29T00:00:00.000","30","621044","Y","0","SC3","Yes","0"
"WSUR (BROWNSTONES)","MANHATTAN","WEST SIDE URBAN RENEWAL (BROWNSTONES)","BLD 19","AMR",,"178","279","M017800","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","11780654","2022-09","2022-08-30T00:00:00.000","2022-09-29T00:00:00.000","30","622092","Y","6515.06","SC3","Yes","211.67"
"FULTON","MANHATTAN","FULTON","BLD 01","AMR",,"136","252","M013600","FEDERAL","NY005001360P","CONSOLIDATED EDISON COMPANY OF NY","11780657","2022-09","2022-08-30T00:00:00.000","2022-09-29T00:00:00.000","30","63121","N","38778.41","SC3","Yes","2535"
"FULTON","MANHATTAN","FULTON","BLD 01","AMR",,"136","252","M013600","FEDERAL","NY005001360P","CONSOLIDATED EDISON COMPANY OF NY","11780657","2022-09","2022-08-30T00:00:00.000","2022-09-29T00:00:00.000","30","64031","N","0","SC3","Yes","0"
"ROBBINS PLAZA","MANHATTAN","ROBBINS PLAZA","BLD 01","AMR",,"218","329","M021800","FEDERAL","NY005011390P","CONSOLIDATED EDISON COMPANY OF NY","11780666","2022-09","2022-08-30T00:00:00.000","2022-09-29T00:00:00.000","30","610014","N","4606.26","SC3","Yes","138.88"
"ROBBINS PLAZA","MANHATTAN","ROBBINS PLAZA","BLD 01","AMR",,"218","329","M021800","FEDERAL","NY005011390P","CONSOLIDATED EDISON COMPANY OF NY","11780666","2022-09","2022-08-30T00:00:00.000","2022-09-29T00:00:00.000","30","621132","N","1317.4","SC3","Yes","39.72"
"STRAUS","MANHATTAN","STRAUS","BLD 01","AMR",,"153","263","M015300","FEDERAL","NY005011530P","CONSOLIDATED EDISON COMPANY OF NY","11784603","2022-09","2022-08-30T00:00:00.000","2022-09-29T00:00:00.000","30","632064","N","8.12","SC3","Yes","0.37"
"STRAUS","MANHATTAN","STRAUS",,"AMR",,"153","263","M015300","FEDERAL","NY005011530P","CONSOLIDATED EDISON COMPANY OF NY","11784603","2022-09","2022-08-30T00:00:00.000","2022-09-29T00:00:00.000","30","7210299","N","11040.99","SC3","Yes","503.1"
"WSUR (SITE B) 74 WEST 92ND STREET","MANHATTAN","WEST SIDE URBAN RENEWAL (SITE B)","BLD 05","AMR",,"173","259","M017300","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","11784613","2022-09","2022-08-30T00:00:00.000","2022-09-29T00:00:00.000","30","7310022","N","0","SC3","Yes","0"
"WSUR (SITE B) 74 WEST 92ND STREET","MANHATTAN","WEST SIDE URBAN RENEWAL (SITE B)","BLD 05","AMR",,"173","259","M017300","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","11784613","2022-09","2022-08-30T00:00:00.000","2022-09-29T00:00:00.000","30","7220047","N","7061.38","SC3","Yes","242.22"
"WSUR (SITE C) 589 AMSTERDAM AVENUE","MANHATTAN","WEST SIDE URBAN RENEWAL (SITE C)","BLD 01","AMR",,"174","259","M017400","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","11785239","2022-09","2022-08-30T00:00:00.000","2022-09-29T00:00:00.000","30","7310053","N","0","SC3","Yes","0"
"WSUR (SITE C) 589 AMSTERDAM AVENUE","MANHATTAN","WEST SIDE URBAN RENEWAL (SITE C)","BLD 01","AMR",,"174","259","M017400","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","11785239","2022-09","2022-08-30T00:00:00.000","2022-09-29T00:00:00.000","30","7210262","N","6999.16","SC3","Yes","238.74"
"GOMPERS","MANHATTAN","GOMPERS","BLD 01","AMR",,"100","237","M010000","FEDERAL","NY005011000P","CONSOLIDATED EDISON COMPANY OF NY","11785240","2022-09","2022-08-30T00:00:00.000","2022-09-29T00:00:00.000","30","62310","N","0","SC3","Yes","0"
"GOMPERS","MANHATTAN","GOMPERS","BLD 01","AMR",,"100","237","M010000","FEDERAL","NY005011000P","CONSOLIDATED EDISON COMPANY OF NY","11785240","2022-09","2022-08-30T00:00:00.000","2022-09-29T00:00:00.000","30","62107","N","15667.13","SC3","Yes","841.8"
"WSUR (BROWNSTONES)","MANHATTAN","WEST SIDE URBAN RENEWAL (BROWNSTONES)","BLD 19","AMR",,"178","279","M017800","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","11910109","2022-09","2022-08-30T00:00:00.000","2022-09-29T00:00:00.000","30","621044","Y","4310.4","SC3","Yes","0"
"WSUR (BROWNSTONES)","MANHATTAN","WEST SIDE URBAN RENEWAL (BROWNSTONES)","BLD 19","AMR",,"178","279","M017800","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","11910109","2022-09","2022-08-30T00:00:00.000","2022-09-29T00:00:00.000","30","622092","Y","4310.4","SC3","Yes","0"
"WSUR (SITE A) 120 WEST 94TH STREET","MANHATTAN","WEST SIDE URBAN RENEWAL (SITE A)","BLD 03","AMR",,"151","259","M015100","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","11658385","2022-08","2022-07-29T00:00:00.000","2022-08-30T00:00:00.000","32","622030","N","2182.54","SC3","Yes","15.35"
"WSUR (SITE A) 120 WEST 94TH STREET","MANHATTAN","WEST SIDE URBAN RENEWAL (SITE A)","BLD 03","AMR",,"151","259","M015100","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","11658385","2022-08","2022-07-29T00:00:00.000","2022-08-30T00:00:00.000","32","621295","N","1827.08","SC3","Yes","12.85"
"THOMAS APARTMENTS","MANHATTAN","THOMAS APARTMENTS","BLD 01","AMR",,"268","387","M026800","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","11658391","2022-08","2022-07-29T00:00:00.000","2022-08-30T00:00:00.000","32","621262","N","4.51","SC3","Yes","0.12"
"THOMAS APARTMENTS","MANHATTAN","THOMAS APARTMENTS","BLD 01","AMR",,"268","387","M026800","FEDERAL","NY005011270P","CONSOLIDATED EDISON COMPANY OF NY","11658391","2022-08","2022-07-29T00:00:00.000","2022-08-30T00:00:00.000","32","622046","N","5279.77","SC3","Yes","140.38"
"AMSTERDAM ADDITION","MANHATTAN","AMSTERDAM ADDITION","BLD 01","AMR",,"187","453","M018700","MIXED FINANCE/LLC1","NY005021870P","CONSOLIDATED EDISON COMPANY OF NY","11658397","2022-08","2022-07-29T00:00:00.000","2022-08-30T00:00:00.000","32","331058","N","35.55","SC3","Yes","1.31"
"AMSTERDAM ADDITION","MANHATTAN","AMSTERDAM ADDITION","BLD 01","AMR",,"187","453","M018700","MIXED FINANCE/LLC1","NY005021870P","CONSOLIDATED EDISON COMPANY OF NY","11658397","2022-08","2022-07-29T00:00:00.000","2022-08-30T00:00:00.000","32","321136","N","6031.21","SC3","Yes","222.24"
