"objectid","dbh","tpstructure","tpcondition","stumpdiameter","plantingspaceglobalid","geometry","globalid","genusspecies","createddate","updateddate","planteddate","riskrating","riskratingdate","location"
"96430","22","Full","Good",,"CA438040-9D99-4154-88AA-2C9FE54A473B","POINT (-73.8528844806396876 40.8790451737798577)","588DE14D-91AE-425F-BC46-D11C13A27B53","Platanus x acerifolia - London planetree","2015-03-11 04:00:00.0000000","2021-09-17 13:24:36.0000000",,"6","2021-09-17 13:24:36.0000000","POINT (-73.85288448063969 40.87904517377986)"
"96431","8","Retired","Good",,"D309D545-9A62-4C7C-8FAB-8C7FD0619C68","POINT (-73.9183024350370204 40.6775118220189498)","91F0BA4F-5576-409B-A6C7-D390649359C1","Quercus palustris - pin oak","2015-03-11 04:00:00.0000000","2016-10-14 20:58:53.0000000",,,,"POINT (-73.91830243503702 40.67751182201895)"
"96432","18","Retired","Dead","18","6136FB10-0E1C-46DD-9CEC-42DD9E74D41F","POINT (-74.1661195744477340 40.6400136791759934)","AE7A31AD-CA11-4A90-8759-CA7C9E6C60A1","Acer - maple","2015-03-11 04:00:00.0000000","2018-02-20 09:33:16.0000000",,,,"POINT (-74.16611957444773 40.64001367917599)"
"96433","21","Retired","Poor","21","C80C9E73-C3C3-4F1B-B629-1A60815C3347","POINT (-74.1289329667216776 40.6147661683141337)","D6B79598-1177-438E-BFA2-D215086707D1","Platanus x acerifolia - London planetree","2015-03-11 04:00:00.0000000","2016-09-12 12:08:47.0000000",,,,"POINT (-74.12893296672168 40.614766168314134)"
"96434","16","Full","Good",,"B4AA48FB-2B2A-4DAF-A30C-FB09AD01F22A","POINT (-73.7643556953751585 40.6772078848567062)","DFBA8C8D-8D9F-41FA-9B9E-BDAF7BC87A86","Gleditsia triacanthos var. inermis - Thornless honeylocust","2015-03-11 04:00:00.0000000","2016-10-14 13:07:23.0000000",,,,"POINT (-73.76435569537516 40.677207884856706)"
"96435","20","Full","Good",,"DADC40C1-669C-4778-9862-ED93B881F4BD","POINT (-73.8044350016714787 40.6879392606431907)","90BD1ABB-3071-4262-83B3-E6A0F17F44DA","Tilia americana - American basswood","2015-03-11 04:00:00.0000000","2021-10-01 17:30:24.0000000",,"3","2021-10-01 17:30:24.0000000","POINT (-73.80443500167148 40.68793926064319)"
"96436","35","Retired","Good",,"64088F54-019F-48B2-9315-FB9A92ED714F","POINT (-73.7455880774780752 40.7248935499503446)","9E24DD06-98CE-41AF-968F-56F387943565","Acer saccharinum - silver maple","2015-03-11 04:00:00.0000000","2017-11-27 13:32:17.0000000",,,,"POINT (-73.74558807747808 40.724893549950345)"
"96823","16","Retired","Poor","16","7F633A3C-270C-4143-8BCA-E5C4CA04A930","POINT (-74.0774957427307044 40.6071605806965366)","CAFBCCA0-CA11-4D67-907E-20486A47D4C4","Gleditsia triacanthos var. inermis - Thornless honeylocust","2015-04-20 11:57:00.0000000","2015-04-20 11:57:00.0000000",,,,"POINT (-74.0774957427307 40.60716058069654)"
"96824","20","Retired","Poor","20","C498BD1C-969E-44A6-906A-35F53F865E61","POINT (-74.1567308091018020 40.5607175085773548)","021823C7-85AA-4DC9-81DB-3AB4C9189D99","Platanus x acerifolia - London planetree","2015-03-11 04:00:00.0000000","2016-03-07 21:44:00.0000000",,,,"POINT (-74.1567308091018 40.560717508577355)"
"96825","12","Retired","Poor","12","2B19D148-AF75-4D9B-B39E-BDE9490FE2FD","POINT (-74.1575685510680387 40.5444386214490606)","D454CDF3-C71E-41D2-8501-E3BE8C6F6F37","Acer - maple","2015-03-11 04:00:00.0000000","2016-10-27 20:04:37.0000000",,,,"POINT (-74.15756855106804 40.54443862144906)"
"97223","16","Full","Good",,"BBAFBFDC-3381-460F-B26B-6F3DA1D6FBDE","POINT (-73.7294802227916364 40.7302683097152141)","EF37DC2A-1A1C-4F97-B0C7-6DB6FEFC69F8","Zelkova serrata - Japanese zelkova","2015-03-11 04:00:00.0000000","2023-03-07 14:15:13.0000000",,"6","2023-03-07 14:15:13.0000000","POINT (-73.72948022279164 40.730268309715214)"
"97623","6","Retired","Critical",,"E7C101AF-A22E-40E5-A8D2-BE9163E434CB","POINT (-73.7910284499714635 40.7246692159508754)","4C501D4B-8B01-4556-A88D-C60AF587FF1E","Tilia cordata - littleleaf linden","2015-03-11 04:00:00.0000000","2018-04-19 09:55:01.0000000",,,,"POINT (-73.79102844997146 40.724669215950875)"
"98023","9","Full","Good",,"D62C0BBD-F7A1-4159-A5DF-C3F6819A0F05","POINT (-73.9478864845337540 40.7214887778877213)","2A265E5C-028E-4C77-953F-BC4229FFB16C","Gleditsia triacanthos var. inermis - Thornless honeylocust","2015-03-11 04:00:00.0000000",,,,,"POINT (-73.94788648453375 40.72148877788772)"
"98423","10","Full","Good",,"33339081-AC85-4979-82DF-FC584908BD4D","POINT (-73.9478911609904941 40.7215155842919003)","65BB438D-36A0-4F7C-AE91-7164B5F554B4","Gleditsia triacanthos var. inermis - Thornless honeylocust","2015-03-11 04:00:00.0000000","2015-03-11 04:00:00.0000000",,,,"POINT (-73.9478911609905 40.7215155842919)"
"98823","9","Retired","Excellent",,"DB766E89-84DD-4B5D-9053-EBC1DB98D638","POINT (-73.9432430677168355 40.6105491921927566)","2EC561CD-1645-42A4-A1A8-B88E274AE7A2","Tilia cordata - littleleaf linden","2015-03-12 04:00:00.0000000","2017-03-23 08:31:15.0000000",,,,"POINT (-73.94324306771684 40.61054919219276)"
"98824","24","Retired","Poor","24","0989961B-1F3A-4953-AA99-F87402A19F92","POINT (-73.9457555280775551 40.6415227515553710)","26748529-31B9-454C-AF8D-C139C47C08CB","Acer saccharinum - silver maple","2015-03-12 04:00:00.0000000","2017-04-13 11:11:11.0000000",,,,"POINT (-73.94575552807756 40.64152275155537)"
"98825","66","Retired","Unknown","66","2B98B1E0-0756-41BD-B29F-F0683EBD6F21","POINT (-74.1190033558653028 40.5743626657294243)","67C48578-EFA7-4910-9B46-4A47BC55C2C2","Acer saccharinum - silver maple","2015-04-10 10:27:00.0000000","2016-12-06 09:55:06.0000000",,,,"POINT (-74.1190033558653 40.574362665729424)"
"98826","25","Full","Good",,"4AA47C1B-F43E-4278-BF6E-41976955769C","POINT (-74.0347178727461852 40.6323709043420749)","8D81BCE7-F64D-45E0-8AD2-AA7E8855E0FC","Platanus x acerifolia - London planetree","2015-03-12 04:00:00.0000000","2016-10-07 14:55:36.0000000",,,,"POINT (-74.03471787274619 40.632370904342075)"
"99223","22","Full","Fair",,"1ABA0A50-DF59-4A68-8DDE-21414609B9F6","POINT (-74.0049425118961750 40.6408764429972678)","A9221A98-4377-4AF9-BF19-30D85FB304E5","Platanus x acerifolia - London planetree","2015-03-12 04:00:00.0000000","2019-05-21 19:28:12.0000000",,"4","2019-05-21 15:28:11.0000000","POINT (-74.00494251189618 40.64087644299727)"
"99224","10","Retired","Unknown",,"DC245802-CFDC-43D4-9BB6-0D4C9E513DE2","POINT (-73.9284584200400872 40.6721758852251511)","44C30F24-A35D-4589-91BC-5D7D3831B622","Gleditsia triacanthos var. inermis - Thornless honeylocust","2015-03-12 04:00:00.0000000","2022-07-05 16:32:59.0000000",,,,"POINT (-73.92845842004009 40.67217588522515)"
"99225","35","Retired","Dead","35","9B9B49E0-33DF-4DCD-918B-824E767E1760","POINT (-74.1209797629610136 40.5744710455229125)","DB3E6061-887F-4341-BC56-8782C61FED47","Acer saccharinum - silver maple","2015-03-12 04:00:00.0000000","2017-03-23 08:31:35.0000000",,,,"POINT (-74.12097976296101 40.57447104552291)"
"99226","16","Retired","Fair",,"A8AF2779-7B4F-48D9-BB6E-7353E61828DD","POINT (-74.1210150664178116 40.5771613439105536)","4E8CF01F-09A4-419E-979D-DB7B7CF349EB","Quercus palustris - pin oak","2015-04-17 10:31:00.0000000","2017-03-21 12:30:37.0000000",,,,"POINT (-74.12101506641781 40.577161343910554)"
"99623","43","Full","Good","0","222A7188-3635-43AB-89CE-3869AE355AB4","POINT (-73.9752479978841961 40.6416600674401280)","F47270E0-A6E1-4685-B5CA-8011D4247A08","Platanus x acerifolia - London planetree","2015-03-12 04:00:00.0000000","2021-04-05 13:13:00.0000000",,"7","2019-12-12 17:53:00.0000000","POINT (-73.9752479978842 40.64166006744013)"
"99624","26","Full","Fair",,"999E89B0-EDAB-4D0B-87A8-D4621C1573B9","POINT (-73.9630281666940448 40.5926824181899022)","A3C4A25D-834A-4EF8-AD17-929F84B93FC1","Acer pseudoplatanus - sycamore maple","2015-03-12 04:00:00.0000000","2020-03-03 14:45:28.0000000",,"8","2020-03-03 14:45:28.0000000","POINT (-73.96302816669404 40.5926824181899)"
"100023","11","Full","Fair",,"AC4AF472-64DE-41E8-9622-7D2DFB2AAF1F","POINT (-73.9505110963249450 40.6604313169689746)","BC306C2B-79C1-42F3-BF7C-BF5BBB97FBAD","Tilia cordata - littleleaf linden","2015-03-12 04:00:00.0000000","2023-06-15 12:25:48.0000000",,"7","2023-06-15 12:25:48.0000000","POINT (-73.95051109632495 40.660431316968975)"
"100024","35","Retired","Fair",,"882EA2EB-6BFC-4458-AD4F-7B5CF0D54FA0","POINT (-74.1199640638880481 40.5730999274699826)","367144E7-219B-461F-BF84-6DE9E8E9E342","Acer saccharinum - silver maple","2015-03-12 04:00:00.0000000","2016-12-06 09:55:37.0000000",,,,"POINT (-74.11996406388805 40.57309992746998)"
"100423","12","Full","Fair",,"BFF766DE-8B28-431D-AE72-10016BD0FE06","POINT (-74.1204474510397517 40.5773693671106273)","A5C7BCA3-1E37-4921-AD50-341A437118CF","Liquidambar styraciflua - sweetgum","2015-03-13 04:00:00.0000000","2016-12-23 07:40:13.0000000",,,,"POINT (-74.12044745103975 40.57736936711063)"
"100424",,"Stump","Dead","15","7DD6AE82-8650-463B-9F76-3E292AF16B68","POINT (-73.8230878462167937 40.6700014144767366)","69CFB165-CD12-429B-AC8B-9020067562F4","Acer platanoides - Norway maple","2015-03-13 04:00:00.0000000","2023-03-18 16:03:38.0000000",,"8","2023-01-28 13:27:03.0000000","POINT (-73.8230878462168 40.67000141447674)"
"100425","30","Full","Good",,"8839AF40-DB43-4D60-B272-C8C651DE4A22","POINT (-74.0756469382209133 40.6242456119194699)","2EA39468-56D8-46E2-953E-0CABFAD7D653","Platanus x acerifolia - London planetree","2015-03-13 04:00:00.0000000",,,,,"POINT (-74.07564693822091 40.62424561191947)"
"100426","12","Full","Good",,"CA6B62FA-B81E-468F-ADA1-5081CC5B7567","POINT (-74.0756376624062511 40.6240968377345126)","1E145ADA-C73A-4E5B-8867-B7FC89B78C5A","Zelkova serrata - Japanese zelkova","2015-03-13 04:00:00.0000000","2016-10-12 16:28:07.0000000",,,,"POINT (-74.07563766240625 40.62409683773451)"
"100427","20","Full","Good",,"A1D2EF8A-3795-4DF4-88DE-E3BC67BA2213","POINT (-74.0762980272995151 40.6239016212308357)","56C5C498-0A22-4560-A0B7-3903AF08CB8D","Quercus palustris - pin oak","2015-03-13 04:00:00.0000000","2016-10-12 16:36:15.0000000",,,,"POINT (-74.07629802729952 40.623901621230836)"
"100428","10","Full","Good",,"100DC9F0-B71C-4D80-8F64-4AD82BF6BC79","POINT (-74.0763866646534694 40.6238742900060714)","166DD8AE-C085-4324-8249-77CC48EE3E5A","Liquidambar styraciflua - sweetgum","2015-03-13 04:00:00.0000000","2016-10-12 15:43:45.0000000",,,,"POINT (-74.07638666465347 40.62387429000607)"
"100429","34","Retired","Poor",,"A500A110-E06B-493F-A86B-E569F046D488","POINT (-74.0765687530855956 40.6238205596617235)","7F85EBAB-6A2A-432E-ABCE-8002E05C3D82","Quercus rubra - northern red oak","2015-03-13 04:00:00.0000000","2023-02-15 17:12:00.0000000",,"9","2022-06-22 18:42:00.0000000","POINT (-74.0765687530856 40.62382055966172)"
"100431","18","Retired","Dead",,"BF04F7BF-5117-40EC-B4C8-8AB3991DB91A","POINT (-73.8397286688260266 40.8697790355574710)","218DFF20-F0C0-4934-B301-453357920D1A","Acer platanoides 'Not Green Leaf' - 'Not Green Leaf' Norway maple","2015-03-13 04:00:00.0000000","2019-01-29 10:47:06.0000000",,"10","2018-09-11 07:33:57.0000000","POINT (-73.83972866882603 40.86977903555747)"
"100432","32","Full","Fair",,"80C37107-1317-41E7-8475-5C63FC81A23B","POINT (-74.0768032963356262 40.6238684599417255)","ED7D4C6C-7A02-4B43-ADDD-D94A8F2899C1","Platanus x acerifolia - London planetree","2015-03-13 04:00:00.0000000","2023-08-08 17:41:29.0000000",,"8","2023-08-08 17:41:29.0000000","POINT (-74.07680329633563 40.623868459941725)"
"100433","15","Full","Good",,"BF4741C8-17A0-46C9-ACBB-6E230AD6F516","POINT (-74.0776707875614164 40.6234793964498664)","0FF2F649-82B0-4FD8-B31A-4A64E4FA1DD4","Prunus serrulata 'Not Green leaf' - 'Not Green leaf' Japanese flowering cherry","2015-03-13 04:00:00.0000000",,,,,"POINT (-74.07767078756142 40.623479396449866)"
"100434","12","Full","Fair",,"1871B2F0-7648-437B-89E1-11D0DCD49A5C","POINT (-74.0779539863421519 40.6235991207251033)","247F8A8F-CEB9-4060-9026-7776B05AEEB4","Acer - maple","2015-03-13 04:00:00.0000000","2022-09-15 15:37:57.0000000",,"6","2022-09-15 15:37:57.0000000","POINT (-74.07795398634215 40.6235991207251)"
"100435","10","Retired","Dead",,"7D974A23-B0E4-408C-A53A-03B1C223B85D","POINT (-74.0780819921499898 40.6238956577933976)","96617828-FF19-4159-B15F-256D863F9990","Tilia cordata - littleleaf linden","2015-03-13 04:00:00.0000000","2016-10-12 16:40:20.0000000",,,,"POINT (-74.07808199214999 40.6238956577934)"
"100436","5","Full","Good",,"FAC1645B-DC6B-44CB-9630-75AD15CB61D0","POINT (-74.0762147918746763 40.6246926464775129)","27B3D67E-FBBB-485A-8AE0-9CAF8E2D8D72","Betula alleghaniensis - yellow birch","2015-03-13 04:00:00.0000000","2016-10-12 19:47:06.0000000",,,,"POINT (-74.07621479187468 40.62469264647751)"
"100437",,"Retired","Unknown","23","3B598CB9-AF0C-4F45-8E27-EF2F9825B3A9","POINT (-74.0143881920662068 40.6153852138970350)","192EB618-ACA0-4129-8955-A320AF827483","Quercus palustris - pin oak","2015-03-13 04:00:00.0000000","2021-08-31 14:46:02.0000000",,"5","2021-04-13 15:55:59.0000000","POINT (-74.0143881920662 40.615385213897035)"
"100438","20","Retired","Dead",,"642084B8-10E0-4CDA-AB42-6705E343D137","POINT (-73.8595544735824348 40.8774481737213691)","4EC557B8-C9DF-4AF4-9627-E0733AB5415A","Zelkova serrata - Japanese zelkova","2015-03-13 04:00:00.0000000","2016-12-05 13:54:17.0000000",,,,"POINT (-73.85955447358243 40.87744817372137)"
"100823","5","Full","Good",,"2994F68F-3284-4813-AB39-FB23307F3DE9","POINT (-74.0754797992885727 40.6241428069557102)","CE919091-B6A6-407A-A7B9-3F064B375014","Tilia cordata - littleleaf linden","2015-03-13 04:00:00.0000000","2016-10-12 16:26:54.0000000",,,,"POINT (-74.07547979928857 40.62414280695571)"
"100824","15","Full","Good",,"EA18B1C7-A24F-4FDD-A4A1-3B8AB9639525","POINT (-74.0759100487839248 40.6239976678634136)","31E232A6-916F-4226-873B-6416311F9473","Quercus palustris - pin oak","2015-03-13 04:00:00.0000000",,,,,"POINT (-74.07591004878392 40.623997667863414)"
"100825","12","Full","Poor",,"8D256C3A-B469-453E-AEBB-501042D7809E","POINT (-74.0760370082462316 40.6239792293126385)","FC95CC74-A58F-4BB1-A294-77A2FA263AD1","Pyrus calleryana - Callery pear","2015-03-13 04:00:00.0000000","2018-03-09 12:25:06.0000000",,,,"POINT (-74.07603700824623 40.62397922931264)"
"100826","6","Full","Good",,"F0EF6B0F-B93D-4A2A-A4B9-50AA9FC6D635","POINT (-74.0761430345168037 40.6239485135391902)","9A2B0713-71BA-4A26-936A-277591405AC7","Acer - maple","2015-03-13 04:00:00.0000000","2016-10-17 18:12:23.0000000",,,,"POINT (-74.0761430345168 40.62394851353919)"
"100827","6","Full","Good",,"8792ACE1-248A-4113-8AD8-49E913F6C908","POINT (-74.0765836959580923 40.6239323422180050)","A955ED59-353C-42FF-BDA5-280EA8C27416","Prunus virginiana - chokecherry","2015-03-13 04:00:00.0000000","2016-10-12 19:44:27.0000000",,,,"POINT (-74.07658369595809 40.623932342218005)"
"100828","8","Full","Good",,"1D9203EA-FDC1-4A57-A599-7FE41DCB6A16","POINT (-74.0781219496269472 40.6239706835487127)","4CC6B77F-778A-4EE5-AC3B-085E4051EDC4","Acer - maple","2015-03-13 04:00:00.0000000","2016-10-12 16:41:11.0000000",,,,"POINT (-74.07812194962695 40.62397068354871)"
"100829","17","Full","Good",,"BD11C0F6-A869-49B2-9A5E-239ABFAC16E0","POINT (-73.9585176181048212 40.6619392649806102)","9A2A0F38-C2F9-46D9-A788-30F840213A9F","Acer platanoides - Norway maple","2015-03-13 04:00:00.0000000","2018-11-08 14:44:48.0000000",,,,"POINT (-73.95851761810482 40.66193926498061)"
"101223","12","Full","Good",,"CC2D8ABA-E165-4E7A-9F25-0D59DF6BA985","POINT (-74.0755408523829857 40.6242760367827032)","1501FAE4-0EB3-4037-990E-EC1D082B6D74","Platanus x acerifolia - London planetree","2015-03-13 04:00:00.0000000",,,,,"POINT (-74.07554085238299 40.6242760367827)"
"101224","8","Full","Good",,"A818864E-A01F-404B-BCBE-35D5C87C4D74","POINT (-74.0760720470923957 40.6239483083555228)","7DE25257-4109-4E25-9631-93F04074DBC8","Pyrus calleryana - Callery pear","2015-03-13 04:00:00.0000000",,,,,"POINT (-74.0760720470924 40.62394830835552)"
"101225","15","Full","Good",,"CA5710BC-D971-42F2-8A2F-FC38E73968E3","POINT (-74.0769454317846368 40.6237095157918731)","22CCFF5C-998A-4DCE-BC4A-5B222563A0DF","Acer - maple","2015-03-13 04:00:00.0000000","2016-10-12 15:50:07.0000000",,,,"POINT (-74.07694543178464 40.62370951579187)"
"101226","13","Full","Good",,"6F3E841D-0194-45B0-BB0F-33AE707C7BFE","POINT (-73.9043721242937011 40.7443584081277805)","920E22CF-F0D5-455E-AF3B-5509890449E7","Zelkova serrata - Japanese zelkova","2015-03-13 04:00:00.0000000","2022-12-14 20:40:59.0000000",,"4","2022-12-14 20:40:59.0000000","POINT (-73.9043721242937 40.74435840812778)"
"101227","12","Full","Poor",,"04421631-BAFE-42B3-B59B-C675D667C43A","POINT (-74.0772220794284948 40.6236283206277093)","C876CE84-D230-444A-9EE7-82C1F9698791","Pyrus calleryana - Callery pear","2015-03-13 04:00:00.0000000","2016-10-12 15:53:28.0000000",,,,"POINT (-74.0772220794285 40.62362832062771)"
"101228","37","Full","Fair",,"8B5A8AEC-48DC-4F9F-A303-E8FF23CEA779","POINT (-74.0774251481683592 40.6236861814982717)","33C178D5-4006-48EF-88F9-2C01372185D1","Platanus x acerifolia - London planetree","2015-03-13 04:00:00.0000000","2023-06-14 19:16:38.0000000",,"7","2023-06-14 19:16:38.0000000","POINT (-74.07742514816836 40.62368618149827)"
"101229","12","Full","Good",,"DDA40C20-4079-47AA-AF47-28AD8E96681B","POINT (-74.0776064546388113 40.6235129486583730)","B9BF25F2-B436-4D54-AE20-CC76654E55AC","Pyrus calleryana - Callery pear","2015-03-13 04:00:00.0000000","2016-10-17 19:10:16.0000000",,,,"POINT (-74.07760645463881 40.62351294865837)"
"101230","10","Full","Good",,"E9215E75-AC1C-4D8F-A2BD-E4546FDFEEA7","POINT (-74.0777183356877487 40.6234656643735192)","642F7C91-F4AD-4313-A7FE-1D8ED4842965","Prunus serrulata 'Not Green leaf' - 'Not Green leaf' Japanese flowering cherry","2015-03-13 04:00:00.0000000",,,,,"POINT (-74.07771833568775 40.62346566437352)"
"101231","7","Full","Good",,"27CF3378-22DD-431E-92B7-B2C3A69FCD2B","POINT (-74.0777598788359057 40.6234548561116497)","A2679351-FE7C-4454-A44B-BF545FFA5433","Prunus serrulata 'Not Green leaf' - 'Not Green leaf' Japanese flowering cherry","2015-03-13 04:00:00.0000000",,,,,"POINT (-74.0777598788359 40.62345485611165)"
"101232","9","Full","Good",,"F7863FCF-083A-4271-AD69-C7160696EE41","POINT (-74.0777833183134504 40.6236780152809303)","75E34C56-2795-4E7F-AB8B-BAAF982B751B","Pyrus calleryana - Callery pear","2015-03-13 04:00:00.0000000",,,,,"POINT (-74.07778331831345 40.62367801528093)"
"101233","15","Full","Fair",,"34906A1A-F1F1-4670-B8A7-7AB783F9BA76","POINT (-74.0781705293168073 40.6240653601390562)","E8E99325-CCE9-4F24-8FAF-5A0ABD31DB17","Quercus palustris - pin oak","2015-03-13 04:00:00.0000000","2020-10-22 15:01:28.0000000",,"8","2020-10-22 15:01:28.0000000","POINT (-74.07817052931681 40.624065360139056)"
"101234","16","Full","Good",,"4C05623B-BB22-445E-96D5-87BF37703C80","POINT (-74.0782202527589533 40.6244685871125881)","1D3E681A-CC31-458D-AB2A-9C795E2A34E4","Acer - maple","2015-03-13 04:00:00.0000000","2016-10-12 16:46:14.0000000",,,,"POINT (-74.07822025275895 40.62446858711259)"
"101235","12","Full","Good",,"01D6A556-70B2-4AE6-B7CC-4ED4768C7D8C","POINT (-74.0782131091833520 40.6245233477065781)","20D67A39-2CBF-4028-8D4C-834EFFC277E5","Tilia cordata - littleleaf linden","2015-03-13 04:00:00.0000000",,,,,"POINT (-74.07821310918335 40.62452334770658)"
"101236","7","Full","Good",,"5F9A3B60-4599-49A0-A784-8FF1856CD4F0","POINT (-74.0764676301219112 40.6247807831028638)","06520DE6-4823-4023-80D9-8248A79A5F90","Prunus serrulata 'Not Green leaf' - 'Not Green leaf' Japanese flowering cherry","2015-03-13 04:00:00.0000000",,,,,"POINT (-74.07646763012191 40.624780783102864)"
"101237","20","Full","Dead",,"9DE96956-164D-446F-9D78-940E9843CED2","POINT (-73.8597984565338948 40.8774621555388862)","36E8AC6F-423E-418F-B4C3-F722B52F06EA","Zelkova serrata - Japanese zelkova","2015-03-13 04:00:00.0000000","2015-03-13 17:48:42.0000000",,,,"POINT (-73.8597984565339 40.877462155538886)"
"101238","11","Full","Fair",,"1D36D1B5-3FBD-49B2-93CD-D1DD2D538582","POINT (-73.9795234719248072 40.6587302012652003)","9DDB99E6-223C-4A3D-BB75-FFE81BD0C1B1","Tilia x. europaea - Common linden","2015-03-13 04:00:00.0000000","2016-10-17 15:46:50.0000000",,,,"POINT (-73.97952347192481 40.6587302012652)"
"101239","40","Retired","Dead",,"48221BC8-4579-4358-A826-A6C20BF8F56A","POINT (-74.0378685169086310 40.6174130359655550)","D241139A-2A27-40C6-ACD1-56FF1BE7A3AB","Quercus palustris - pin oak","2015-03-13 04:00:00.0000000","2017-08-28 14:33:59.0000000",,,,"POINT (-74.03786851690863 40.617413035965555)"
