"order_number","record_type","order_type","borough","on_street","on_street_suffix","from_street","from_street_suffix","to_street","to_street_suffix","side_of_street","order_completed_on_date","sign_code","sign_description","sign_size","sign_design_voided_on_date","sign_location","distance_from_intersection","arrow_direction","facing_direction","sheeting_type","support","sign_notes","sign_x_coord","sign_y_coord"
"S-386461","Current","S-","Queens","82 AVENUE",,"AUSTIN STREET",,"KEW GARDENS ROAD",,"N","2016-03-23T00:00:00.000","PS-163B","NO PARKING (SANITATION BROOM SYMBOL) THURSDAY 10AM-11:30AM <-> (SUPERSEDES SP-500C)","018 X 012",,,"571",,,"PNTD","PNTD",,"1031438","198790"
"S-343777","Current","S-","Manhattan","WEST  124 STREET",,"FRED DOUGLAS BOULEVARD",,"ADAM CLAYTON POWELL BOULEVARD",,"S","2014-07-17T00:00:00.000","PS-1GA","NO STANDING ANYTIME --> (SUPERSEDES SP-1044BA, SP-10BA, SP-216BA & SP-270BA)","018 X 012",,,"698","East",,"PNTD","PNTD","FOR RIGHT TURN BAY AREA.","998258","233837"
"S-384204","Current","S-","Queens","48 STREET",,"QUEENS BOULEVARD",,"43 AVENUE",,"E","2016-04-20T00:00:00.000","PS-128B","NO PARKING (SANITATION BROOM SYMBOL) FRIDAY 9AM-10:30AM <-> (SUPERSEDES SP-441C)","018 X 012",,,"35",,,"PNTD","PNTD",,"1007332","210076"
"S-357725","Current","S-","Manhattan","SAINT NICHOLAS TERRACE",,"WEST  140 STREET",,"WEST  135 STREET",,"W","2015-01-08T00:00:00.000","PS-2GA","NO PARKING ANYTIME --> (SUPERSEDES SP-854CA)","018 X 012",,,"1300","North",,"PNTD","PNTD","FOR CCNY LOADING AREA.","998337","237510"
"S-433876","Current","S-","Queens","NEWTOWN ROAD",,"50 STREET",,"NORTHERN BOULEVARD",,"W","2017-01-11T00:00:00.000","PS-16B","NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 11:30AM-1PM <-> (SUPERSEDES SP-850C)","018 X 012",,,"278",,,"PNTD","PNTD",,"1008863","213878"
"S-552625","Current","S-","Bronx","CRESTON AVENUE",,"EAST  196 STREET",,"EAST KINGSBRIDGE ROAD",,"W","2017-04-21T00:00:00.000","PS-49B","NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 8:30AM-10AM <-> (SUPERSEDES SP-369C)","018 X 012",,,"348",,,"PNTD","PNTD",,"1013332","255351"
"S-401677","Current","S-","Queens","BEACH CHANNEL DRIVE",,"B  169 STREET",,"B  149 STREET",,"S","1979-05-24T00:00:00.000","R7-20R","NO STANDING ANYTIME (REPLACED BY SP-10B)","018 X 012","2017-06-02T00:00:00.000",,"3827",,,,,,"1016832","146061"
"S-083716","Current","S-","Bronx","229 DRIVE NORTH",,"EAST  229 STREET",,"EAST  229 STREET",,"W","2002-02-07T00:00:00.000","R7-40RA","NO PARKING ANYTIME (SINGLE ARROW)(SUPERSEDES R7-40 DON'TUSE R7-40)(SUPERSEDED BY SP-854CA)","018 X 012","2019-05-22T00:00:00.000",,"175","East",,"PNTD","PNTD",,"1026865","262584"
"S-388262","Current","S-","Queens","50 STREET",,"NEWTOWN ROAD",,"NORTHERN BOULEVARD",,"W","2016-06-08T00:00:00.000","PS-16B","NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 11:30AM-1PM <-> (SUPERSEDES SP-850C)","018 X 012",,,"69",,,"PNTD","PNTD",,"1008700","214135"
"S-01617244","Current","S-","Queens","PARSONS BOULEVARD",,"79 AVENUE",,"78 ROAD",,"E","2023-06-21T00:00:00.000","PS-31G","NO STANDING SCHOOL DAYS 7AM-4PM <-> (SUPERSEDES SP-279C)","018 X 012",,,"108",,,"PNTD","PNTD",,"1037070","202102"
"S-540673","Current","S-","Manhattan","BROADWAY","PRK AREA","TIEMANN PLACE",,"MOYLAN PLACE",,"W","2017-04-12T00:00:00.000","PS-84BA","NO PARKING (SANITATION BROOM SYMBOL) WEDNESDAY 11AM-12:30PM --> (SUPERSEDES SP-390CA)","018 X 012",,,"101","South",,"PNTD","PNTD",,"995716","236231"
"S-370767","Current","S-","Bronx","WEST  167 STREET",,"SEDGWICK AVENUE",,"UNIVERSITY AVENUE",,"S","2015-07-15T00:00:00.000","PS-31G","NO STANDING SCHOOL DAYS 7AM-4PM <-> (SUPERSEDES SP-279C)","018 X 012",,,"610",,,"PNTD","PNTD",,"1004230","244661"
"S-820797","Current","S-","Staten Island","RICHMOND TERRACE",,"MORNINGSTAR ROAD",,"NEWARK AVENUE",,"S","1988-02-02T00:00:00.000","R7-20","NO STANDING ANYTIME <-----> (SUPERSEDED BY R7-20R)","012 X 018","2019-05-22T00:00:00.000",,"72","West",,"PNTD","PNTD",,"944163","171767"
"S-079244","Current","S-","Queens","127 STREET",,"5 AVENUE",,"6 AVENUE",,"W","2002-01-02T00:00:00.000","R7-20RA","NO STANDING ANYTIME (ARROW)(REPLACED BY SP-10BA)","018 X 012","2017-06-02T00:00:00.000",,"305","South",,"ENGG","ENGG",,"1028309","227727"
"S-392558","Current","S-","Brooklyn","MARCY AVENUE",,"WALLABOUT STREET",,"WALTON STREET",,"W","2016-09-28T00:00:00.000","PS-18B","NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 11AM-12:30PM <-> (SUPERSEDES SP-853C)","018 X 012",,,"15",,,"PNTD","PNTD",,"997864","194488"
"S-396543","Current","S-","Brooklyn","WEST   12 STREET",,"SURF AVENUE",,"NEPTUNE AVENUE",,"E","2016-11-10T00:00:00.000","PS-113B","NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 9AM-10:30AM <-> (SUPERSEDES SP-413C)","018 X 012",,,"1229",,,"PNTD","PNTD",,"989938","150225"
"S-384067","Current","S-","Brooklyn","WOODBINE STREET",,"IRVING AVENUE",,"KNICKERBOCKER AVENUE",,"S","2016-06-28T00:00:00.000","PS-56B","NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY NOON-1:30PM <-> (SUPERSEDES SP-362C)","018 X 012",,,"273",,,"PNTD","PNTD",,"1008545","193187"
"S-459934","Current","S-","Brooklyn","SACKETT STREET",,"BOND STREET",,"DEAD END",,"S","2016-12-23T00:00:00.000","PS-3B","NO PARKING (SANITATION BROOM SYMBOL) MOON & STARS (SYMBOLS) TUESDAY FRIDAY 3AM-6AM <-> (SUPERSEDES SP-833C)","018 X 012",,,"37",,,"PNTD","PNTD",,"987299","187197"
"S-326694","Current","S-","Queens","64 AVENUE",,"110 STREET",,"GRAND CENTRAL PARKWAY",,"N","2013-08-29T00:00:00.000","PS-37B","NO PARKING (SANITATION BROOM SYMBOL) MONDAY 11:30AM-1PM <-> (SUPERSEDES SP-379C & SP-454C)","018 X 012",,,"400",,,"PNTD","PNTD",,"1026937","206755"
"S-350104","Current","S-","Queens","RADNOR ROAD",,"188 STREET",,"193 STREET",,"S","2014-10-06T00:00:00.000","PS-31GA","NO STANDING SCHOOL DAYS 7AM-4PM --> (SUPERSEDES SP-279CA)","018 X 012",,,"662","West",,"PNTD","PNTD",,"1046174","203555"
"S-395795","Current","S-","Queens","91 STREET",,"86 AVENUE",,"85 ROAD",,"E","2016-09-22T00:00:00.000","PS-31GA","NO STANDING SCHOOL DAYS 7AM-4PM --> (SUPERSEDES SP-279CA)","018 X 012",,,"214","South",,"PNTD","PNTD",,"1024619","192837"
"S-01487746","Current","S-","Bronx","EAST  178 STREET",,"VYSE AVENUE",,"BOSTON ROAD",,"S","2022-09-09T00:00:00.000","PS-80B","NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 11:30AM-1PM <-> (SUPERSEDES SP-361C)","018 X 012",,,"495",,,"PNTD","PNTD",,,
"S-235749","Current","S-","Queens","SHORE ROAD",,"BEVERLY ROAD",,"WEST DRIVE",,"N","2010-04-21T00:00:00.000","R7-40R","NO PARKING ANYTIME <----> (SUPERSEDES R7-40 DON'T USE --R7-40)(SUPERSEDED BY SP-854C)","018 X 012","2019-05-22T00:00:00.000",,"1146",,,"PNTD","PNTD","DEAD END LAMP POLE","1052878","223832"
"S-377518","Current","S-","Queens","133 AVENUE",,"100 STREET",,"PECONIC STREET",,"S","2016-01-14T00:00:00.000","PS-39G","NO PARKING 8AM-6PM EXCEPT SUNDAY <-> (SUPERSEDES R7-44R)","018 X 012",,,"0",,,"PNTD","PNTD","INSTALL UNDER EXISTING W1-6L....= 0'.","1029216","185873"
"S-253711","Current","S-","Queens","34 AVENUE",,"126 PLACE",,"126 STREET",,"N","1970-07-08T00:00:00.000","R7-45A","NO PARKING 8AM-6PM MON THRU FRI (ARROW) (SUPERSEDED BY R7-45RA)","012 X 018","2019-05-22T00:00:00.000",,"277","West",,,,,"1027175","216168"
"S-346640","Current","S-","Bronx","JOHNSON AVENUE",,"EDSALL AVENUE",,"IRWIN AVENUE",,"E","2014-08-07T00:00:00.000","PS-3G","NO STOPPING ANYTIME <-> (SUPERSEDES SP-14A)","018 X 012",,,"2667",,,"PNTD","PNTD",,"1006438","259459"
"S-387548","Current","S-","Brooklyn","ROGERS AVENUE",,"BEVERLEY ROAD",,"TILDEN AVENUE",,"W","2016-05-03T00:00:00.000","PS-37G","NO STANDING MONDAY-FRIDAY 7AM-10AM <-> (SUPERSEDES R7-28R)","018 X 012",,,"351",,,"PNTD","PNTD",,"997558","174621"
"S-390911","Current","S-","Bronx","COLDEN AVENUE",,"MORRIS PARK AVENUE",,"RHINELANDER AVENUE",,"W","2016-06-07T00:00:00.000","PS-57B","NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 9:30AM-11AM <-> (SUPERSEDES SP-370C)","018 X 012",,,"225",,,"PNTD","PNTD",,"1023871","248498"
"S-01553821","Current","S-","Manhattan","EAST   34 STREET",,"PARK AVENUE",,"MADISON AVENUE",,"N","2022-08-01T00:00:00.000","SI-1881G","EXPRESS MTA BUS DESTINATION PANEL (TEXT TO BE MODIFIED AS REQUIRED)","18.12 X 6",,,"150",,,"PNTD","PNTD","LEFRAK CITY","989260","211578"
"S-259828","Current","S-","Bronx","PELHAM PARKWAY",,"NEW ENGLAND THRWY",,"SOUTHERN BOULEVARD",,"W","1972-07-10T00:00:00.000","B-1","Description Not Available","N/A","2017-06-02T00:00:00.000",,"0",,"East",,,"SPEC 02.7 RT SHOULDER",,
"P-437331","Current","P-","Manhattan","9 AVENUE",,"WEST   24 STREET",,"WEST   23 STREET",,"W","2016-12-08T00:00:00.000","PS-9A","PAY-BY-CELL LOCATOR NUMBER","018 X 006",,,"40",,,"PNTD","PNTD","105410","983956","211449"
"S-392679","Current","S-","Brooklyn","LEFFERTS AVENUE",,"BROOKLYN AVENUE",,"NEW YORK AVENUE",,"N","2016-09-29T00:00:00.000","PS-55B","NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 11AM-12:30PM <-> (SUPERSEDES SP-360C)","018 X 012",,,"177",,,"PNTD","PNTD",,"999144","180719"
"S-359223","Current","S-","Brooklyn","10 STREET",,"2 AVENUE",,"3 AVENUE",,"S","2015-03-11T00:00:00.000","PS-173EA","TRUCK (SYMBOL) TRUCK LOADING ONLY MONDAY-FRIDAY 7AM-5PM --> (SUPERSEDES SP-503BA)","018 X 024",,,"598","West",,"PNTD","PNTD",,"986460","183761"
"S-398857","Current","S-","Brooklyn","50 STREET",,"8 AVENUE",,"9 AVENUE",,"N","2016-12-01T00:00:00.000","PS-1GA","NO STANDING ANYTIME --> (SUPERSEDES SP-1044BA, SP-10BA, SP-216BA & SP-270BA)","018 X 012",,,"25","West",,"PNTD","PNTD","TURNING RADIUS FOR TRUCKS.","983264","172837"
"S-584062","Current","S-","Queens","84 ROAD",,"172 STREET",,"170 STREET",,"N","2017-05-12T00:00:00.000","PS-28B","NO PARKING (SANITATION BROOM SYMBOL) TUESDAY 8:30AM-10AM <-> (SUPERSEDES SP-381C)","018 X 012",,,"200",,,"PNTD","PNTD",,"1041463","200269"
"S-475061","Current","S-","Queens","34 AVENUE",,"102 STREET",,"103 STREET",,"S","2017-01-26T00:00:00.000","PS-32BA","NO PARKING (SANITATION BROOM SYMBOL) MONDAY 9:30AM-11AM --> (SUPERSEDES SP-453CA)","018 X 012",,,"110","West",,"PNTD","PNTD",,"1021436","214618"
"S-474187","Current","S-","Manhattan","WEST  131 STREET",,"OLD BROADWAY",,"BROADWAY",,"N","2017-01-24T00:00:00.000","PS-1GA","NO STANDING ANYTIME --> (SUPERSEDES SP-1044BA, SP-10BA, SP-216BA & SP-270BA)","018 X 012",,,"17","East",,"PNTD","PNTD",,"996462","236996"
"S-399023","Current","S-","Bronx","ROCHAMBEAU AVENUE",,"EAST  210 STREET",,"EAST  208 STREET",,"E","2016-11-02T00:00:00.000","PS-167EA","CROSS (SYMBOL) AMBULETTE ONLY 7AM-7PM EXCEPT SUNDAY -->","018 X 018",,,"321","South",,"PNTD","PNTD","FOR MONTEFIORE NEUROLOGY CLINIC @ 3316 ROCHAMBEAU AVENUE","1017385","259496"
"S-097589","Current","S-","Queens","166 STREET",,"35 AVENUE",,"CROCHERON AVENUE",,"W","2002-06-26T00:00:00.000","SP-378C","NO PARKING (SANITATION BROOM SYMBOL) 11AM TO 12:30PM MON <---> (SUPERSEDED BY PS-137B)","018 X 012","2019-05-22T00:00:00.000",,"462",,,"PNTD","PNTD",,"1039710","217623"
"S-374241","Current","S-","Bronx","LIBBY PLACE",,"LIBBY PLACE",,"HUTCHINSON RIVER PARKWAY EAST",,"S","2015-10-16T00:00:00.000","PS-1G","NO STANDING ANYTIME <-> (SUPERSEDES SP-1044B, SP-10B, SP-216B & SP-270B)","018 X 012",,,"10",,,"PNTD","PNTD","LOCATE SUPPORT 8FT EAST OF STOP SIGN AND 3FT OFF CURB   TO AVOID OBSTRUCTING STOP SIGN ---------------------","1029582","247588"
"S-383795","Current","S-","Manhattan","CARLISLE STREET",,"WASHINGTON STREET",,"WEST STREET",,"S","2016-02-29T00:00:00.000","PS-1G","NO STANDING ANYTIME <-> (SUPERSEDES SP-1044B, SP-10B, SP-216B & SP-270B)","018 X 012",,,"165",,,"PNTD","PNTD",,"980188","197696"
"S-234479","Current","S-","Manhattan","FDR DRIVE",,"AVENUE C",,"FDR DRIVE",,"N","1967-12-06T00:00:00.000","R7-40","NO PARKING ANYTIME(SUPERSEDED BY R7-40R) DON'T USE R7-40","012 X 018","2019-05-22T00:00:00.000",,"346",,,,,,,
"S-365770","Current","S-","Brooklyn","40 STREET",,"16 AVENUE",,"DAHILL ROAD",,"S","2015-07-21T00:00:00.000","PS-36B","NO PARKING (SANITATION BROOM SYMBOL) FRIDAY 9:30AM-11AM <-> (SUPERSEDES SP-400C & SP-465C)","018 X 012",,,"117",,,"PNTD","PNTD",,"989815","170929"
"S-560659","Current","S-","Brooklyn","BAY RIDGE PARKWAY",,"7 AVENUE",,"FORT HAMILTON PARKWAY",,"S","2017-05-24T00:00:00.000","SI-584G","14 STREET & UNION SQ (BOTTOM LOCATION PANEL)(USE AS EXAMPLE FOR DIFFERENT LOCATION)","016 X 008",,,"393",,,"PNTD","PNTD","BAY RIDGE PKY & FT HAMILTON PKY","979616","167277"
"S-393816","Current","S-","Brooklyn","DEAN STREET",,"3 AVENUE",,"4 AVENUE",,"N","2016-09-26T00:00:00.000","PS-2DA","STAR (SYMBOL) AVO DEPT OF EDUCATION SCHOOL DAYS 7AM-4PM --> (SUPERSEDES PS-16EA)(PUBLIC SCHOOL SIGN)","018 X 024",,,"192","East",,"PNTD","PNTD",,"989554","188416"
"S-402407","Current","S-","Brooklyn","FENIMORE STREET",,"NOSTRAND AVENUE",,"ROGERS AVENUE",,"S","2017-02-17T00:00:00.000","PS-50B","NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 9:30AM-11AM <-> (SUPERSEDES SP-63C)","018 X 012",,,"247",,,"PNTD","PNTD",,"997742","179223"
"S-392835","Current","S-","Brooklyn","BEVERLEY ROAD",,"RUGBY ROAD",,"MARLBOROUGH ROAD",,"S","2016-09-15T00:00:00.000","PS-38B","NO PARKING (SANITATION BROOM SYMBOL) TUESDAY 11:30AM-1PM <-> (SUPERSEDES SP-385C)","018 X 012",,,"107",,,"PNTD","PNTD",,"993825","173975"
"S-369237","Current","S-","Bronx","HUTCHINSON RIVER PARKWAY",,"BRUCKNER BOULEVARD",,"LAFAYETTE AVENUE",,"W","2005-06-15T00:00:00.000","PS-1G","NO STANDING ANYTIME <-> (SUPERSEDES SP-1044B, SP-10B, SP-216B & SP-270B)","018 X 012",,,"663",,,"PNTD","PNTD",,"1029478","240396"
"S-110648","Current","S-","Queens","73 AVENUE",,"KISSENA BOULEVARD",,"153 STREET",,"N","2003-09-30T00:00:00.000","R7-20R","NO STANDING ANYTIME (REPLACED BY SP-10B)","018 X 012","2017-06-02T00:00:00.000",,"409",,,"PNTD","PNTD",,"1035764","204090"
"S-366518","Current","S-","Bronx","GLEASON AVENUE",,"PUGSLEY AVENUE",,"VIRGINIA AVENUE",,"S","2015-05-11T00:00:00.000","PS-12B","NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 8:30AM-10AM <-> (SUPERSEDES SP-846C)","018 X 012",,,"474",,,"PNTD","PNTD",,"1023299","242002"
"S-374397","Current","S-","Brooklyn","99 STREET",,"SHORE ROAD",,"3 AVENUE",,"S","2016-01-12T00:00:00.000","PS-35B","NO PARKING (SANITATION BROOM SYMBOL) THURSDAY 9:30AM-11AM <-> (SUPERSEDES SP-394C)","018 X 012",,,"348",,,"PNTD","PNTD",,"974298","162987"
"S-067660","Current","S-","Bronx","WALLACE AVENUE",,"RHINELANDER AVENUE",,"BRONXDALE AVENUE",,"W","2001-02-24T00:00:00.000","SP-370C","NO PARKING (SANITATION BROOM SYMBOL) 9:30-11AM MON & THURS <---> (SUPERSEDED BY PS-57B)","018 X 012","2019-05-22T00:00:00.000",,"571",,,"PNTD","PNTD",,"1021634","248821"
"P-437331","Current","P-","Manhattan","9 AVENUE",,"WEST   24 STREET",,"WEST   23 STREET",,"W","2016-12-08T00:00:00.000","PS-57G","NO STANDING 4PM-7PM EXCEPT SUNDAY <-> (SUPERSEDES R7-31R)","018 X 012",,,"130",,,"PNTD","PNTD",,"983913","211370"
"S-01623539","Current","S-","Manhattan","WEST   28 STREET",,"9 AVENUE",,"8 AVENUE",,"S","2023-02-21T00:00:00.000","PS-55B","NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 11AM-12:30PM <-> (SUPERSEDES SP-360C)","018 X 012",,,"828",,,"PNTD","PNTD",,"985240","211988"
"S-340393","Current","S-","Queens","VAN WYCK EXPRESSWAY",,"91 AVENUE",,"90 AVENUE",,"E","2014-06-05T00:00:00.000","PS-6G","NO STANDING MONDAY-FRIDAY 7AM-10AM 4PM-7PM <-> (SUPERSEDES SP-1120B)","018 X 018",,,"348",,,"PNTD","PNTD",,"1035523","194528"
"S-271298","Current","S-","Queens","95 STREET",,"41 ROAD",,"42 AVENUE",,"W","2010-10-25T00:00:00.000","SP-453C","NO PARKING (SANITATION BROOM SYMBOL) 9:30-11AM MON <--->(SUPERSEDES SP-376C DATED 7-20-99)(SUPERSEDED BY PS-32B)","018 X 012","2019-05-22T00:00:00.000",,"134",,,"PNTD","PNTD",,"1020296","211065"
"S-395272","Current","S-","Brooklyn","KNICKERBOCKER AVENUE",,"GATES AVENUE",,"LINDEN STREET",,"W","2016-11-18T00:00:00.000","PS-18B","NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 11AM-12:30PM <-> (SUPERSEDES SP-853C)","018 X 012",,,"14",,,"PNTD","PNTD",,"1007825","193164"
"S-344603","Current","S-","Brooklyn","HEYWARD STREET",,"HARRISON AVENUE",,"MARCY AVENUE",,"S","2014-10-07T00:00:00.000","PS-2DA","STAR (SYMBOL) AVO DEPT OF EDUCATION SCHOOL DAYS 7AM-4PM --> (SUPERSEDES PS-16EA)(PUBLIC SCHOOL SIGN)","018 X 024",,,"252","West",,"PNTD","PNTD",,"997393","195732"
"S-254661","Current","S-","Queens","PETTIT AVENUE",,"KETCHAM STREET",,"JUDGE STREET",,"E","2010-10-21T00:00:00.000","SP-394CA","NO PARKING (SANITATION BROOM SYMBOL) 9:30-11AM THURS W/SINGLE ARROW (SUPERSEDED BY PS-35BA)","018 X 012","2019-05-22T00:00:00.000",,"10","North",,"PNTD","PNTD",,"1016689","210608"
"S-364316","Current","S-","Brooklyn","26 AVENUE",,"STILLWELL AVENUE",,"BENSON AVENUE",,"W","2015-07-20T00:00:00.000","PS-32B","NO PARKING (SANITATION BROOM SYMBOL) MONDAY 9:30AM-11AM <-> (SUPERSEDES SP-453C)","018 X 012",,,"601",,,"PNTD","PNTD",,"987958","156087"
"S-521501","Current","S-","Brooklyn","84 STREET",,"15 AVENUE",,"14 AVENUE",,"N","2017-05-31T00:00:00.000","PS-37B","NO PARKING (SANITATION BROOM SYMBOL) MONDAY 11:30AM-1PM <-> (SUPERSEDES SP-379C & SP-454C)","018 X 012",,,"70",,,"PNTD","PNTD",,"981882","162519"
"S-138679","Current","S-","Queens","GROTON STREET",,"FLEET STREET",,"SELFRIDGE STREET",,"N","2004-12-15T00:00:00.000","R7-40R","NO PARKING ANYTIME <----> (SUPERSEDES R7-40 DON'T USE --R7-40)(SUPERSEDED BY SP-854C)","018 X 012","2019-05-22T00:00:00.000",,"19",,,"PNTD","PNTD",,"1023729","201521"
"S-980233","Current","S-","Bronx","WEST FORDHAM ROAD","RAMP","EXTERIOR STREET",,"WEST FORDHAM ROAD",,"S","1999-04-02T00:00:00.000","R7-20R","NO STANDING ANYTIME (REPLACED BY SP-10B)","018 X 012","2017-06-02T00:00:00.000",,"355",,,"PNTD","PNTD",,,
"S-362390","Current","S-","Queens","85 STREET",,"NORTHERN BOULEVARD",,"32 AVENUE",,"W","2015-03-04T00:00:00.000","PS-37B","NO PARKING (SANITATION BROOM SYMBOL) MONDAY 11:30AM-1PM <-> (SUPERSEDES SP-379C & SP-454C)","018 X 012",,,"432",,,"PNTD","PNTD",,"1016704","215126"
"S-235782","Current","S-","Queens","WEST ALLEY ROAD",,"WEST ALLEY ROAD","W","DOUGLASTON PARKWAY",,"S","2010-05-05T00:00:00.000","SP-10B","NO STANDING ANYTIME <--->(SUPERSEDED BY PS-1G) (REPLACES R7-20R)","018 X 012","2019-05-22T00:00:00.000",,"35",,,"PNTD","PNTD",,"1056045","213345"
"S-362882","Current","S-","Bronx","SOUTHERN BOULEVARD",,"EAST  147 STREET",,"EAST  149 STREET",,"E","2015-04-02T00:00:00.000","PS-55B","NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 11AM-12:30PM <-> (SUPERSEDES SP-360C)","018 X 012",,,"127",,,"PNTD","PNTD",,"1010393","234864"
"S-396228","Current","S-","Brooklyn","WEST   28 STREET",,"SURF AVENUE",,"DEAD END",,"W","2016-11-07T00:00:00.000","PS-54BA","NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 8AM-9:30AM --> (SUPERSEDES SP-412CA)","018 X 012",,,"311","North",,"PNTD","PNTD",,"985998","147649"
"S-386385","Current","S-","Manhattan","HOWARD STREET",,"LAFAYETTE STREET",,"BROADWAY",,"S","2016-03-30T00:00:00.000","PS-15G","NO PARKING MONDAY-FRIDAY 8AM-6PM <-> (SUPERSEDES R7-45R)","018 X 012",,,"448",,,"PNTD","PNTD",,"983886","201532"
"S-369977","Current","S-","Brooklyn","NARROWS AVENUE",,"72 STREET",,"74 STREET",,"W","2015-09-17T00:00:00.000","PS-32B","NO PARKING (SANITATION BROOM SYMBOL) MONDAY 9:30AM-11AM <-> (SUPERSEDES SP-453C)","018 X 012",,,"280",,,"PNTD","PNTD",,"974428","170507"
"S-01623539","Current","S-","Manhattan","WEST   28 STREET",,"9 AVENUE",,"8 AVENUE",,"S","2023-02-21T00:00:00.000","PS-55B","NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 11AM-12:30PM <-> (SUPERSEDES SP-360C)","018 X 012",,,"446",,,"PNTD","PNTD",,"984906","212173"
"S-382860","Current","S-","Brooklyn","FOSTER AVENUE","S RDWY","EAST   86 STREET",,"EAST   87 STREET",,"S","2016-03-25T00:00:00.000","PS-7B","NO PARKING (SANITATION BROOM SYMBOL) MOON & STARS (SYMBOLS) TUESDAY FRIDAY MIDNIGHT-3AM <-> (SUPERSEDES SP-841C)","018 X 012",,,"200",,,"PNTD","PNTD",,"1008181","173782"
"S-393209","Current","S-","Queens","83 AVENUE",,"ABINGDON ROAD",,"METROPOLITAN AVENUE",,"W","2016-08-02T00:00:00.000","PS-163B","NO PARKING (SANITATION BROOM SYMBOL) THURSDAY 10AM-11:30AM <-> (SUPERSEDES SP-500C)","018 X 012",,,"392",,,"PNTD","PNTD",,"1030030","196984"
"S-351097","Current","S-","Brooklyn","12 AVENUE",,"83 STREET",,"84 STREET",,"W","2015-01-05T00:00:00.000","PS-29B","NO PARKING (SANITATION BROOM SYMBOL) WEDNESDAY 8:30AM-10AM <-> (SUPERSEDES SP-387C)","018 X 012",,,"198",,,"PNTD","PNTD",,"980123","163956"
"S-381249","Current","S-","Brooklyn","AVENUE U",,"EAST   60 STREET",,"EAST   59 STREET",,"N","2016-01-29T00:00:00.000","PS-8B","NO PARKING (SANITATION BROOM SYMBOL) MOON & STARS (SYMBOLS) MONDAY THURSDAY 3AM-6AM <-> (SUPERSEDES SP-842C)","018 X 012",,,"193",,,"PNTD","PNTD",,"1007565","163037"
"S-254729","Current","S-","Queens","VAN CLEEF STREET",,"WESTSIDE AVENUE",,"SAULTELL AVENUE",,"E","2010-10-09T00:00:00.000","SP-466C","NO PARKING (SANITATION BROOM SYMBOL)11:30AM-1PM FRI<--->SUPERSEDES SP-403C DATED 6-17-92) (SUPERSEDED BY PS-41B)","018 X 012","2019-05-22T00:00:00.000",,"170",,,"PNTD","PNTD",,"1025256","209115"
"S-390251","Current","S-","Brooklyn","CARROLL STREET",,"6 AVENUE",,"7 AVENUE",,"N","2016-08-25T00:00:00.000","PS-2G","NO PARKING ANYTIME <-> (SUPERSEDES SP-854C)","018 X 012",,,"640",,,"PNTD","PNTD",,"990717","184609"
"S-140216","Current","S-","Queens","BOURTON STREET",,"63 AVENUE",,"63 DRIVE",,"S","2004-12-30T00:00:00.000","SP-391C","NO PARKING (SANITATION BROOM SYMBOL) 11:30AM TO 1PM WED <-----> (SUPERSEDED BY SP-460C)","018 X 012","2019-05-22T00:00:00.000",,"80",,,"PNTD","PNTD",,"1020956","203634"
"S-378858","Current","S-","Manhattan","2 PLACE",,"LITTLE WEST STREET",,"BATTERY PLACE",,"N","2015-11-04T00:00:00.000","PS-1GA","NO STANDING ANYTIME --> (SUPERSEDES SP-1044BA, SP-10BA, SP-216BA & SP-270BA)","018 X 012",,,"145","East",,"PNTD","PNTD",,"979377","196798"
"S-527415","Current","S-","Manhattan","WEST   92 STREET",,"AMSTERDAM AVENUE",,"COLUMBUS AVENUE",,"S","2017-03-29T00:00:00.000","PS-80B","NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 11:30AM-1PM <-> (SUPERSEDES SP-361C)","018 X 012",,,"135",,,"PNTD","PNTD",,"992076","227548"
"S-188046","Current","S-","Bronx","BRIGGS AVENUE",,"EAST  197 STREET",,"EAST  198 STREET",,"W","2008-04-11T00:00:00.000","SP-370C","NO PARKING (SANITATION BROOM SYMBOL) 9:30-11AM MON & THURS <---> (SUPERSEDED BY PS-57B)","018 X 012","2019-05-22T00:00:00.000",,"100",,,"PNTD","PNTD",,"1014784","255767"
