"tru","start_date","end_date","status_description","street_activity","premise_no","street_name","borough","zip_code","facility_aka","facility_type","bin","block","lot","cross_street_on","cross_street_between","cross_street_and","building_owner_name","contractor_name","air_monitor_name","entire_floor","floor","section","acm_type","acm_amount","acm_unit","abatement_type","procedure_name","latitude","longitude","community_board","council_district","census_tract","bbl","nta"
"TRU7275BK18","2019-01-03T00:00:00.000","2019-12-25T00:00:00.000","Closed","No","520","10th St","Brooklyn","11215",,"Residence","3022698","01018","0034",,,,"Amanda hanks","S & G Restoration Corp.","Eli Environmental, Inc.","No","Roof","Rear shed","Roof Membrane","65","Square Feet","Removal","Exterior Foam","40.666652","-73.982835","6","39","151","3010180034","Park Slope-Gowanus"
"TRU5043SI18","2018-03-16T00:00:00.000","2019-03-04T00:00:00.000","Closed","No","1525","Forest Avenue","Staten Island","10302",,"Commercial","5110058","01053","0138",,,,"KIOP Forest Ave L.P.","New York Insulation Inc.","Clean Air Testing Labs, Inc.","No","Roof","Main Roof","Roof Membrane & Base Flashing","1500","Square Feet","Removal","Exterior Foam","40.624368","-74.139246","1","49","247","5010530138","Port Richmond"
"TRU0675MN20","2020-04-30T00:00:00.000","2021-03-26T00:00:00.000","Closed","No","388","Pearl Street","Manhattan","10038","Smith Houses Bldg.# 7","Residence","1077416","00111","0100",,,,"New York City Housing Authority (NYCHA)","AMC United, Inc.","The ALC Group, LLC dba ALC Environmental","No","15","15H","VAT","766","Square Feet","Removal","VAT Protocol in NYCHA Apt","40.710688","-74.000732","3","1","25","1001110100","Chinatown"
"TRU0253BK22","2022-05-23T00:00:00.000","2023-02-07T00:00:00.000","Closed","No","97","STAGG WALK","Brooklyn","11206","Bldg. 3; Stairhall #20","Residence","3327879","03024","0001",,,,"New York City Housing Authority (NYCHA)","T L D Services Inc","Airtek Environmental Corp.","No","2nd","APT. #2A - Interior Windows","Window Caulking","8","Square Feet","Removal","Tent","40.709146","-73.946379","1","34","505","3030240001","East Williamsburg"
"TRU1135BX21","2021-10-29T00:00:00.000","2022-09-28T00:00:00.000","Closed","No","2474","Crotona Avenue","Bronx","10458","X660","School","2012887","03104","0007",,,,"NYC School Construction Authority (NYCSCA)","Abatement Unlimited, Inc.","KAM Consultants Corp.","No","1","124","VAT/Mastic","369","Square Feet","Removal","Interior Foam","40.855698","-73.882715","6","15","393","2031040007","Belmont"
"TRU0610MN23","2023-03-25T00:00:00.000","2024-03-15T00:00:00.000","Closed","No","122","amsterdam Ave","Manhattan","10023","(m490) 57059","School","1030343","01157","0025",,,,"NYC School Construction Authority (NYCSCA)","Pinnacle Environmental Corp.","WSP USA Inc.","No","2nd","Kitchen offices 217c","Duct Insulation","16","Square Feet","Removal","Tent","40.774351","-73.984753","7","6","151","1011570025","Lincoln Square"
"TRU1766BK22","2023-01-18T00:00:00.000","2023-09-05T00:00:00.000","Submitted","No","333","Lafayette Ave","Brooklyn","11238",,"Residence","3055377","01933","0100",,,,"Pratt Towers Inc","ESG, Inc.","Airtek Environmental Corp.","No","22","Unit M","Vertical Pipe Insulation","30","Linear Feet","Removal","DEP Variance","40.688657","-73.962027","2","35","193","3019330100","Clinton Hill"
"TRU1726MN22","2022-08-02T00:00:00.000","2023-07-11T00:00:00.000","Closed","No","817","Broadway","Manhattan","10003",,"Commercial","1009134","00563","0031",,,,"817 Broadway Owner LLC c/o Taconic Management Comp","P&C Construction and  Consulting Services LLC","Advanced Environmental Corp.","No","4","south-west corner","pipe insulation","26","Linear Feet","Removal","Tent","40.733043","-73.99116","2","2","61","1005630031","West Village"
"TRU7108MN18","2018-09-14T00:00:00.000","2019-08-08T00:00:00.000","Closed","No","8","East 3rd. Street","Manhattan","10003","Shelter","Other","1006546","00458","0011",,,,"NYC Dept of Homeless Services","Louis Simon Group, Inc.","Genesis Environmental Consultants Inc.","No","Basement","Kitchen","Flooring/VAT/Mastic","1730","Square Feet","Removal","Interior Foam","40.726148","-73.991236","3","2","3602","1004580011","East Village"
"TRU1139BK22","2022-06-24T00:00:00.000","2023-06-06T00:00:00.000","Closed","No","2202","Linden Blvd","Brooklyn","11207",,"Residence","3324290","04355","0001",,,,"Hudson Inc.","ESG, Inc.","Environmental Code Consultants Inc.","Yes","Main Roof",,"Tar on coping stone","176","Square Feet","Removal","Exterior Vertical Surface","40.662338","-73.881876","5","42","1110","3043550001","East New York"
"TRU0281BX23","2023-06-12T00:00:00.000","2024-02-26T00:00:00.000","Postponed","No","4525","Henry Hudson Pkwy","Bronx","10471","Briar Oaks","Residence","2085807","05909","0977",,,,"4555/4255 Apartments Corp. c/o Garthchester Realty","New York Insulation, Inc.","The ALC Group, LLC dba ALC Environmental","No","7th","North Elevation","window lintel","2","Square Feet","Removal","Exterior Vertical Surface","40.891386","-73.908483","8","11","30701","2059090977","North Riverdale-Fieldston-Riverdale"
"TRU2685MN22","2022-11-09T00:00:00.000","2023-10-30T00:00:00.000","Closed","No","275","7th avenue","Manhattan","10001",,"Commercial","1015000","00801","0001",,,,"275 Seventh Avenue Building LLC","Pinnacle Environmental Corp.","Environmental Building Solutions, LLC","No","19th","Former Womens bathroom","pipe Insulation","60","Linear Feet","Removal","Tent","40.745743","-73.994435","4","3","91","1008010001","Hudson Yards-Chelsea-Flatiron-Union Square"
"TRU8222MN18","2018-12-27T00:00:00.000","2019-12-11T00:00:00.000","Closed","No","222","Second Avenue","Manhattan","10003","New York Eye & Ear Infirmary","Commercial","1006510","00455","0001",,,,"New York Eye and Ear Infirmary","ETS Contracting, Inc.","Airtek Environmental Corporation","No","cellar","hskp/laundry storage","Vat/Mastic","980","Square Feet","Removal","Interior Foam","40.732","-73.985185","3","2","40","1004550001","East Village"
"TRU1095MN22","2022-05-12T00:00:00.000","2023-05-02T00:00:00.000","Closed","No","165","West End Avenue","Manhattan","10023",,"Other","1070746","01179","7501",,,,"165 West End Avenue Owners Corp.","U.S. Environmental Abatement, Corp.","Ace Environmental Services Inc.","No","6th","Apt. 6M Living Room","Flooring/Mastic","340","Square Feet","Removal","Interior Foam","40.777019","-73.986522","7","6","155","1011797501","Lincoln Square"
"TRU5211BK18","2018-02-20T00:00:00.000","2019-02-11T00:00:00.000","Closed","No","2920","Campus Road","Brooklyn","11210","Brooklyn College","School","3327321","07556","0150",,,,"Dormitory Authority State of New York (DASNY)","Abatech Industries, Inc.","LiRo Engineers, Inc.","No","Basement","Mechanical Room 037-S-2","Electrical Wire Insulation","212","Linear Feet","Removal","CODE 56 State Owned Bldgs","40.63164","-73.948142","14","45","772","3075560150","Flatbush"
"TRU5660QN18","2018-07-09T00:00:00.000","2019-06-25T00:00:00.000","Submitted","No","21-10","33 Rd.","Queens","11106","Blg #13","Residence","4430864","00557","0003",,,,"Proudly Managment by AKAM","Airmax Environmental Services, Inc.","AZ One LLC","No","6fl","corridor","Cove Base Mastic","5","Square Feet","Removal","Interior Foam","40.76377","-73.932419","1","22","45","4005570003","Astoria"
"TRU6301BK18","2018-07-31T00:00:00.000","2019-07-16T00:00:00.000","Closed","No","2937","West 33rd. Street","Brooklyn","11224","O'Dwyer Gardens Bldg#5 Contract # RF 1716757","Residence","3321763","07047","0014",,,,"New York City Housing Authority (NYCHA)","J & N Construction Group Corp.","The Saban Engineering Group, Inc.","No","14th","Facade Elevations #1,4,6,7&8","Flashing as ACM @ Shelf Angle","55","Square Feet","Removal","Exterior Vertical Surface","40.574211","-73.999438","13","47","342","3070480015","Seagate-Coney Island"
"TRU5112BX18","2018-03-02T00:00:00.000","2019-02-06T00:00:00.000","Closed","No","10-10","HAZEN STREET","Bronx","11370","Eric M. Taylor Center","Other","2116651","02605","0040",,,,"NYC Dept of Corrections (NYCDOC)","B&N&K. Restoration Co., Inc","KAM Consultants Corporation","No","Basement","PRINT SHOP STORAGE AREA","9'x 9' VAT floor tiles","1000","Square Feet","Removal","Interior Foam","40.793705","-73.884157","1","22","1","2026050040","Rikers Island"
"TRU1939MN21","2021-09-20T00:00:00.000","2022-09-11T00:00:00.000","Postponed","No","435","51 STREET","Manhattan","10022","Verizon","Commercial","1040138","01363","0016",,,,"Verizon","JVN Restoration Inc.","ESIS, Inc.","No","3","DMS fan room","Pipe insulation/Fittings","20","Linear Feet","Removal","Tent",,,,,,,
"TRU0890BK23","2023-05-02T00:00:00.000","2024-05-02T00:00:00.000","Closed","No","77","Tompkins Avenue","Brooklyn","11206","Tompkins Houses BLDG. # 8","Residence","3324252","01740","0001",,,,"New York City Housing Authority (NYCHA)","New York Environmental Systems, Inc.","Genesis Environmental Consultants Inc.","No","15th","Apt 15J","Texture Ceiling","1","Square Feet","Removal","Tent","40.696995","-73.946591","3","36","25902","3017400001","Bedford"
"TRU5617MN18","2018-04-09T00:00:00.000","2019-03-15T00:00:00.000","Submitted","No","35","East 76th Street","Manhattan","10021","The Carlyle Hotel","Commercial","1041797","01391","0021",,,,"Hotel Carlyle Owners Corp.","Pal Environmental Safety Corp.","H.A. Bader Consultants, Inc.","No","10th","Guestroom #1022","Flooring Paper","30","Square Feet","Removal","DEP Variance","40.774267","-73.963285","8","4","130","1013910021","Upper East Side-Carnegie Hill"
"TRU2328BK22","2023-01-09T00:00:00.000","2023-12-04T00:00:00.000","Submitted","No","2202","60th Street","Brooklyn","11204","Educational Campus @K597","School","3329154","06549","0001",,,,"NYC School Construction Authority (NYCSCA)","Citywide Environmental Services LLC","Langan Engineering, Environmental, Surveying, Land","No","Bsmt","Kitchen","Duct insulation","700","Square Feet","Removal","DEP Variance","40.616479","-73.978093","12","44","446","3065490001","Borough Park"
"TRU7114BK18","2018-12-06T00:00:00.000","2019-11-21T00:00:00.000","Closed","No","208A","Calyer Street","Brooklyn","11222",,,"3065389","02599","0009",,,,"Douglas Shapiro","GTM Contracting Inc. dba Hi-Tech Environmental & R","Standard Environmental Services, inc.","No","Cellar","West Wing","Pipe Insulation","30","Linear Feet","Removal","Full Containment","40.72873","-73.951436","1","33","573","3025990009","Greenpoint"
"TRU7905MN18","2018-11-16T00:00:00.000","2019-11-05T00:00:00.000","Closed","No","4","Irving Place","Manhattan","10003",,"Commercial","1084936","00870","0024",,,,"Consolidated Edison   Company of NY, Inc.","C.K.&B. Environmental Incorporated","Omega Environmental Services Inc.","No","18","W27A Bet column 61 and 65","column transite panel","130","Square Feet","Removal","DEP Variance","40.734163","-73.988627","6","2","50","1008700024","Gramercy"
"TRU1069BK20","2020-09-22T00:00:00.000","2021-09-09T00:00:00.000","Closed","No","365","Atlantic Avenue","Brooklyn","11217",,"Residence","3000690","00177","0051",,,,"365-367 Atlantic Ave.,LLC","Lakewood Group Corp.","Enviro-Pro Unltd Corp.","No","4Th","Kitchen","VAT","162","Square Feet","Removal","Interior Foam","40.687449","-73.986143","2","33","41","3001770051","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"TRU5429BX18","2018-05-02T00:00:00.000","2019-04-24T00:00:00.000","Submitted","No","1145","EVERGREEN AVENUE","Bronx","10472",,,"2023767","03737","0062",,,,"PAUL MOORE","DeFash Global Resources Inc.","Ade Cool Water, Inc.","Yes","ROOF",,"BULKHEAD FLASHING","3000","Square Feet","Repair","Exterior Vertical Surface","40.827011","-73.880724","9","17","52","2037370062","Soundview-Bruckner"
"TRU0098SI21","2021-09-14T00:00:00.000","2022-06-30T00:00:00.000","Closed","No","445","Castleton  Avenue","Staten Island","10301","I.S. 61   Staten Island","School","5002227","00100","0100",,,,"NYC School Construction Authority (NYCSCA)","Kiss Construction, Inc.","Environmental Management Solutions Of New York, In","No","Roof","Roof A @ Drains,Vents, Mechanical Units,Bulkhead","Roof Flashing/Tar","365","Square Feet","Removal","Exterior Foam","40.634009","-74.097826","1","49","67","5001000100","New Brighton-Silver Lake"
"TRU0152QN22","2022-02-24T00:00:00.000","2023-02-13T00:00:00.000","Closed","No","50-23","46th Street","Queens","11377",,"Residence","4053274","02296","0027",,,,"Azusa Hotta","Gig Services, Corp.","AVM Environmental Inc","No","1st Floor","Roof Garage","Roof Material","410","Square Feet","Removal","Exterior Foam","40.736806","-73.919957","2","26","235","4022960027","Hunters Point-Sunnyside-West Maspeth"
"TRU1249MN19","2019-06-05T00:00:00.000","2020-05-19T00:00:00.000","Closed","No","60","Amsterdam Avenue","Manhattan","10023","Amsterdam Houses Bldg. 2 Contract # BW1313869","Residence","1082575","01154","0101",,,,"New York City Housing Authority (NYCHA)","M.A.B. Renovation Group Corp.","Warren & Panzer, Engineers, P.C.","No","9","Exterior Facade, Elevations 1-22","Bricks Contam. With ACM Tar/Flashing at Spandrel","114","Square Feet","Removal","Exterior Vertical Surface","40.772411","-73.986169","7","6","151","1011540101","Lincoln Square"
"TRU1023MN21","2021-07-07T00:00:00.000","2022-05-20T00:00:00.000","Closed","No","22","West 137th Street","Manhattan","10037","Harlem Hospital Women's Pavilion","Hospital","1082170","01734","0001",,,,"NYC Health & Hospitals Corporation (NYCHHC)","Kemp Group Corp","YU & Associates, Inc.","No","Roof","Roof Over Tank Enclosure (Roof 5)","Counter flashing caulk","9","Square Feet","Removal","Exterior Vertical Surface","40.81443","-73.937624","10","9","212","1017340001","Central Harlem North-Polo Grounds"
"TRU1611MN19","2019-08-21T00:00:00.000","2020-06-19T00:00:00.000","Postponed","No","415","East 93rd Street","Manhattan","10128","NYCHA  Isaacs - Senior Center, Bld. #4 (GR1812934)","Residence","1082367","01573","0001",,,,"New York City Housing Authority (NYCHA)","Vestar, Inc.","Airtek Environmental Corp.","No","Cellar","Electrical Service Room","Electrical Component - Wire, Arc Shield, Contacts","58","Square Feet","Removal","Full Containment","40.780904","-73.945112","8","5","152","1015730001","Yorkville"
"TRU0805MN21","2021-05-10T00:00:00.000","2022-04-25T00:00:00.000","Closed","No","2","Penn Plaza","Manhattan","10121",,"Commercial","1083026","00781","0002",,,,"Vornado Realty Trust","P.A.L. Environmental Safety Corp.","Warren & Panzer, Engineers, P.C.","No","04","South Side","Radiator Caulking","1","Square Feet","Removal","DEP Variance","40.750017","-73.991345","5","3","101","1007810002","Midtown-Midtown South"
"TRU5066SI18","2018-04-06T00:00:00.000","2019-03-29T00:00:00.000","Closed","No","240","Broadway","Staten Island","10310","West Brighton I Houses Bldg.# 6","Residence","5095818","00196","0001",,,,"New York City Housing Authority (NYCHA)","AMC United, Inc.","ATC Group Services LLC","No","4","4B","VAT","854","Square Feet","Removal","VAT Protocol in NYCHA Apt","40.636266","-74.117509","1","49","13301","5001960001","West New Brighton-New Brighton-St. George"
"TRU1536BK20","2021-01-11T00:00:00.000","2021-12-18T00:00:00.000","Closed","No","242","Exeter St","Brooklyn","11235",,"Residence","3246318","08742","0097",,,,"Elina Kuliyeva","Rona Maintenance Inc.","Green Path Environmental, Inc.","No","Roof","Two Chimneys","Flashing Tar (Black)","32","Square Feet","Removal","Exterior Vertical Surface","40.576316","-73.948041","15","48","616","3087420097","Sheepshead Bay-Gerritsen Beach-Manhattan Beach"
"TRU0293BX19","2019-04-09T00:00:00.000","2020-03-23T00:00:00.000","Closed","No","3055","Bouck Avenue","Bronx","10469","NYCHA Eastchester Gardens, Bld. #6 (RF1721661)","Residence","2093494","04581","0001",,,,"New York City Housing Authority (NYCHA)","Vestar, Inc.","Genesis Environmental Consultants Inc.","No","Roof","Stairwell Bulkhead","Cap Flashing Caulking","4","Square Feet","Removal","Exterior Vertical Surface","40.870254","-73.849949","11","12","348","2045810001","Allerton-Pelham Gardens"
"TRU1205BK20","2020-10-14T00:00:00.000","2021-10-06T00:00:00.000","Closed","No","196","Windsor Place","Brooklyn","11215","Forbes Residence","Residence","3027334","01115","0013",,,,"Marcellus Forbes","Dussan Inc. DBA AMCS Environmental","AJK EnvioFire Consulting LLC","Yes","1st Floor",,"Floor Linoleum","443","Square Feet","Removal","Interior Foam","40.658337","-73.977877","7","39","171","3011150013","Windsor Terrace"
"TRU1595BK22","2022-08-30T00:00:00.000","2023-08-11T00:00:00.000","Closed","No","291","Patchen Avenue","Brooklyn","11233","NYCHA RF1832681 Brevoort Houses, Bld. #10","Residence","3333523","01688","0001",,,,"New York City Housing Authority (NYCHA)","Vestar Inc.","Genesis Environmental Consultants Inc.","No","Roof","Elevator Bulkheads","ACM Mastic Patches on Brick Wall and Base Flashing","55","Square Feet","Removal","Exterior Vertical Surface","40.681141","-73.925681","3","41","381","3016880001","Crown Heights North"
"TRU1570BK22","2023-03-13T00:00:00.000","2023-08-09T00:00:00.000","Closed","No","145","Ten Eyck Walk","Brooklyn","11206","Bldg. 8; Stairhall #50","Residence","3327884","03025","0046",,,,"New York City Housing Authority (NYCHA)","T L D Services Inc","Airtek Environmental Corp.","No","4th","APT. #4C Interior Windows","Window Caulking","6","Square Feet","Removal","Tent","40.710174","-73.944236","1","34","505","3030250046","East Williamsburg"
