"the_geom","borocode","boroname","borocd","coundist","assemdist","stsendist","congdist","siteid","benchid","category","benchtype","installati","address","geocodeadd","street","crossstree","borough","comdist","busroute","bid","latitude","longitude","femafldz","femafldt","hrcevac"
"POINT (-73.95062657223599 40.66057375148526)","3","Brooklyn","309","40","43","20","9","1744.0","491.0","General","backless","2013-04-05T00:00:00.000","1112 Nostrand Avenue","1112 Nostrand Avenue","Nostrand Avenue","Maple Street & Midwood Street","Brooklyn","309.0","B44","Not Applicable","40.660582","-73.950628","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.86358059596542 40.728131735806514)","4","Queens","406","29","28","16","6","1791.0","676.0","General","backed","2013-06-19T00:00:00.000","93-06 63rd Drive","93-06 63rd Drive","63rd Drive","Queens Boulevard & Wetherole Street","Queens","406.0","Not Applicable","Not Applicable","40.72814","-73.863582","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.98535256430031 40.616987761726875)","3","Brooklyn","311","47","48","22","10","2488.0","622.0","General","backed","2014-05-29T00:00:00.000","6409 20th Avenue","6409 20th Avenue","20th Avenue","64th Street & 65th Street","Brooklyn","311.0","Not Applicable","Not Applicable","40.616996","-73.985354","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.86832959323891 40.75735273037386)","4","Queens","403","21","35","13","14","2543.0","816.0","Municipal Facilities","backed","2014-06-11T00:00:00.000","100-01 Northern Boulevard","100-01 Northern Boulevard","Northern Bouleverd","100th Street and 101st Street","Queens","403.0","Not Applicable","Not Applicable","40.757361","-73.868331","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.92535657981406 40.670748748904714)","3","Brooklyn","308","41","55","20","9","3461.0","1943.0","Bus Route","backless","2016-11-03T00:00:00.000","243 Buffalo Avenue","243 Buffalo Avenue","Buffalo Avenue","St Johns Place & Sterling Place","Brooklyn","308.0","B15","Not Applicable","40.670757","-73.925358","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.88136158880542 40.75004073234791)","4","Queens","403","21","34","13","14","3940.0","515.0","Senior Safety","backed","2018-02-06T00:00:00.000","8502 37th Avenue","8502 37th Avenue","37th Avenue","85th Street & 86th Street","Queens","403.0","Not Applicable","Not Applicable","40.750049","-73.881363","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.97289756415633 40.67779074911503)","3","Brooklyn","308","35","52","20","9","1934.0","596.0","General","backless","2013-05-15T00:00:00.000","331 Flatbush Avenue","331 Flatbush Avenue","Flatbush Avenue","Park Place & 7th Avenue","Brooklyn","308.0","B41","North Flatbush","40.677799","-73.972899","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.93956257357851 40.69871274431436)","3","Brooklyn","303","36","56","18","8","1059.0","234.0","Senior Center","backed","2012-09-27T00:00:00.000","888 Park Avenue","888 Park Avenue","Park Avenue","East 78th and 79th Streets","Brooklyn","303.0","Not Applicable","Not Applicable","40.698721","-73.939564","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.90709924629027 40.880109294477016)","2","Bronx","208","11","81","34","13","1132.0","519.0","General","backless","2013-03-27T00:00:00.000","265 West 231st Street","265 West 231st Street","231st Street","Kingsbridge & Corlear Avenue","Bronx","208.0","BX1","Not Applicable","40.8801092945","-73.9070992463","X","AREA OF MINIMAL FLOOD HAZARD","5"
"POINT (-73.87157659341877 40.73383973455544)","4","Queens","404","25","35","16","6","2613.0","1296.0","General","backed","2014-08-04T00:00:00.000","90-15 Queens Boulevard","90-15 Queens Boulevard","59th Avenue","57th & 59th Avenue","Queens","404.0","Not Applicable","Not Applicable","40.733848","-73.871578","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.95632826610097 40.652289343643176)","3","Brooklyn","314","40","43","21","9","3892.0","301.0","Senior Safety","backed","2017-08-23T00:00:00.000","70 Linden Blvd","70 Linden Blvd","Linden Blvd","Caton Avenue & Bedford Avenue","Brooklyn","314.0","Not Applicable","Not Applicable","40.6522893436","-73.9563282661","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.89390058047813 40.82243471829932)","2","Bronx","202","17","85","32","15","2709.0","1302.0","Municipal Facilities","backed","2014-09-15T00:00:00.000","977 Fox Street","948 Tiffany Street","Tiffany Street","Westchester Avenue & East 163rd Street","Bronx","202.0","Not Applicable","Not Applicable","40.822443","-73.893902","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.97491555688913 40.78783172768615)","1","Manhattan","107","6","67","31","10","3936.0","349.0","Senior Safety","backed 2","2018-02-05T00:00:00.000","540 Amsterdam Avenue","540 Amsterdam Avenue","Amsterdam Avenue","86th Street & 87th Street","Manhattan","107.0","Not Applicable","Not Applicable","40.78784","-73.974917","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-74.00882955690793 40.60549876438286)","3","Brooklyn","311","43","47","22","11","3403.0","2032.0","Bus Route","backless","2016-11-03T00:00:00.000","1669 Bath Avenue","1669 Bath Avenue","Bath Avenue","17th Avenue & Bay 14th Street","Brooklyn","311.0","B64","Not Applicable","40.605507","-74.008831","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.86683622049773 40.856627392949626)","2","Bronx","211","13","80","34","14","3669.0","44.0","Bus Route","backless 2","2017-03-11T00:00:00.000","720 Pelham Parkway South","720 Pelham Parkway South","Pelham Parkway South","Whiteplains Road & Cruger Avenue","Bronx","211.0","BX12","Not Applicable","40.8566273929","-73.8668362205","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.9859715590229 40.68926074762814)","3","Brooklyn","302","33","52","25","8","1891.0","0.0","Other","backed","2013-05-01T00:00:00.000","45 Hoyt Street","45 Hoyt Street","Schermerhorn Street","Schermerhorn Street & Livingston Street","Brooklyn","302.0","Not Applicable","Court-Livingston-Schermerhorn","40.689269","-73.985973","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.85200860179808 40.693341741821264)","4","Queens","409","32","38","15","7","3943.0","340.0","Bus Route","backed 2","2017-11-13T00:00:00.000","87-14 Woodhaven Blvd","87-14 Woodhaven Blvd","Woodhaven Blvd","Jamaica Avenue & 88th Avenue","Queens","0.0","Q52","Not Applicable","40.69335","-73.85201","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.91836657592165 40.767658730060695)","4","Queens","401","22","36","12","12","2303.0","1170.0","General","backed","2013-12-12T00:00:00.000","33-02 28th Avenue","33-02 28th Avenue","28th Avenue","33rd & 34th Street","Queens","401.0","Not Applicable","Not Applicable","40.767667","-73.918368","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.90421357183752 40.90638470230959)","2","Bronx","208","11","81","34","16","2834.0","536.0","General","backless 2","2014-12-23T00:00:00.000","5684 Riverdale Avenue","5684 Riverdale Avenue","Riverdale Avenue","West 258th Street & West 259th Street","Bronx","208.0","Not Applicable","Not Applicable","40.906393","-73.904215","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-74.13531251553763 40.6253687648604)","5","Staten Island","501","49","61","24","11","2377.0","634.0","General","backed","2014-03-25T00:00:00.000","1378 Forest Avenue","1378 Forest Avenue","Forest Avenue","Veltman Avenue & Burnside Avenue","Staten Island","501.0","S48","Not Applicable","40.625377","-74.135314","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.98991756076803 40.6371467582785)","3","Brooklyn","312","44","48","17","10","2577.0","1378.0","Municipal Facilities","backless","2014-07-03T00:00:00.000","4508 13th Avenue","4508 13th Avenue","13th Avenue","45th Street and 46th Street","Brooklyn","312.0","B16","Not Applicable","40.637155","-73.989919","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.97459255980438 40.74228473708302)","1","Manhattan","106","4","74","27","12","3201.0","1897.0","AAR","backed","2015-10-28T00:00:00.000","550 1st Avenue","550 1st Avenue","1st Avenue","E. 34th Street and E. 30th Street","Manhattan","106.0","Not Applicable","Not Applicable","40.742293","-73.974594","X","AREA OF MINIMAL FLOOD HAZARD","1"
"POINT (-73.95179356271659 40.81171172240318)","1","Manhattan","110","9","70","30","13","2151.0","1027.0","General","backed","2013-10-10T00:00:00.000","330 St. Nicholas Avenue","330 St. Nicholas Avenue","St. Nicholas Avenue","W 126th Street & W 127th Street","Manhattan","110.0","Not Applicable","Not Applicable","40.81172","-73.951795","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.94948932554192 40.70305114534041)","3","Brooklyn","301","33","53","26","7","2919.0","1229.0","Municipal Facilities","backless","2015-01-07T00:00:00.000","134 Lorimer Street","134 Lorimer Street","Lorimer Street","Harrison Avenue & Throop Avenue","Brooklyn","301.0","B48","Not Applicable","40.7030511453","-73.9494893255","X","AREA OF MINIMAL FLOOD HAZARD","3"
"POINT (-73.96870455892274 40.794255726145096)","1","Manhattan","107","7","69","30","10","825.0","466.0","General","backed","2013-02-06T00:00:00.000","163 West 97th Street","163 West 97th Street","West 97th Street","Amsterdam Avenue & Columbus Avenue","Manhattan","107.0","Not Applicable","Not Applicable","40.794264","-73.968706","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.86999858580108 40.86535670907168)","2","Bronx","211","15","80","34","14","3876.0","262.0","AAR","backed","2017-08-23T00:00:00.000","612 Allerton Avenue","2526 Bronx Park East","Bronx Park East","Bronx Park East & Barker Avenue","Bronx","211.0","Not Applicable","Not Applicable","40.865365","-73.87","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.9488025628923 40.82571871920883)","1","Manhattan","109","7","71","31","13","3.0","2019.0","Bus Route","backless","2012-05-17T00:00:00.000","540 West 145th Street","540 West 145th Street","West 145th Street","Broadway and Amsterdam Avenue","Manhattan","109.0","BX19","Not Applicable","40.825727","-73.948804","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.98204055762037 40.73185373859279)","1","Manhattan","106","4","74","27","12","3053.0","1831.0","General","backed","2014-11-28T00:00:00.000","250 1st Avenue","250 1st Avenue","1st Avenue","East 14th Street & East 15th Street","Manhattan","106.0","M15","Not Applicable","40.731862","-73.982042","X","AREA OF MINIMAL FLOOD HAZARD","4"
"POINT (-73.9437405671401 40.787010727064875)","1","Manhattan","111","8","68","29","13","3354.0","244.0","Municipal Facilities","backed","2017-08-03T00:00:00.000","345 E 101st Street","345 E 101st Street","1st Avenue","1st Avenue & 2nd Avenue","Manhattan","111.0","Not Applicable","Not Applicable","40.787019","-73.943742","X","0.2 PCT ANNUAL CHANCE FLOOD HAZARD","3"
"POINT (-73.97080055813456 40.791700726824104)","1","Manhattan","107","6","69","30","10","1972.0","500.0","General","backed","2013-07-23T00:00:00.000","154 West 93rd Street","154 West 93rd Street","West 93rd Street","Amsterdam Avenue & Columbus Avenue","Manhattan","107.0","Not Applicable","Not Applicable","40.791709","-73.970802","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.97017656711165 40.64408975611367)","3","Brooklyn","314","40","44","21","9","3393.0","18.0","Bus Route","backless 2","2017-02-10T00:00:00.000","547 Coney Island Avenue","547 Coney Island Avenue","Coney Island Avenue","Beverly Road & Hinckley Place","Brooklyn","314.0","B68","Not Applicable","40.644098","-73.970178","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.84796459622251 40.818677717078685)","2","Bronx","209","18","87","32","15","3601.0","1692.0","Bus Route","backless","2017-07-06T00:00:00.000","575 Castle Hill Avenue","575 Castle Hill Avenue","Castle Hill Avenue","Randall Avenue & Lacombe Avenue","Bronx","209.0","BX28","Not Applicable","40.818686","-73.847966","X","AREA OF MINIMAL FLOOD HAZARD","5"
"POINT (-73.8625749634915 40.74953406636619)","4","Queens","404","21","39","13","14","1342.0","399.0","Plaza","backless 2","2018-06-01T00:00:00.000","103-12 Roosevelt Avenue","103-12 Roosevelt Avenue","Roosevelt Avenue","104th and National Streets","Queens","404.0","Q20A","Not Applicable","40.7495340664","-73.8625749635","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.95416756887764 40.69479174545922)","3","Brooklyn","303","33","50","25","8","3874.0","352.0","General","backed 2","2018-01-11T00:00:00.000","724 Myrtle Avenue","724 Myrtle Avenue","Myrtle Avenue","Walworth Street & Sanford Street","Brooklyn","303.0","Not Applicable",,"40.6948","-73.954169","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.9184215776869 40.743123734345616)","4","Queens","402","26","37","12","14","2516.0","1243.0","BID","backed","2014-07-25T00:00:00.000","46-21 Queens Boulevard","46-21 Queens Boulevard","Queens Boulevard","46th Street & 47th Street","Queens","402.0","Not Applicable","Sunnyside Shines","40.743132","-73.918423","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.81166860781676 40.81537171645267)","2","Bronx","210","13","82","34","14","1531.0","401.0","General","backed","2013-01-14T00:00:00.000","150 Throgs Neck Blvd","150 Throgs Neck Blvd","Throgs Neck Blvd","Schurz Road and Harding Avenue","Bronx","210.0","Not Applicable","Not Applicable","40.81538","-73.81167","X","AREA OF MINIMAL FLOOD HAZARD","4"
"POINT (-73.90063765404835 40.848251681096045)","2","Bronx","206","15","86","33","15","2186.0","1079.0","General","backless","2013-10-23T00:00:00.000","1924 Webster Avenue","1924 Webster Avenue","Webster Avenue","E Tremont Avenue & E178th Street","Bronx","206.0","BX41","Not Applicable","40.8482516811","-73.900637654","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-74.16946250896487 40.55251478073413)","5","Staten Island","503","51","62","24","11","2682.0","1501.0","Municipal Facilities","backed","2014-08-06T00:00:00.000","380 Genesee Avenue","380 Genesee Avenue","Genesee Avenue","Wainwright Avenue & Richmond Avenue","Staten Island","503.0","Not Applicable","Not Applicable","40.552523","-74.169464","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.93840556480296 40.84629071535887)","1","Manhattan","112","10","72","31","13","3337.0","9011.0","Plaza","backless","2015-12-01T00:00:00.000","4140 Broadway","4140 Broadway","W. 175th Street","W. 175th Street & W. 176th Street","Manhattan","112.0","Not Applicable","Not Applicable","40.846299","-73.938407","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.9059705834822 40.71288374036419)","4","Queens","405","30","37","15","6","1503.0","486.0","General","backless","2013-06-12T00:00:00.000","5802 Metropolitan Avenue","5802 Metropolitan Avenue","Metropolitan Avenue","Forest Avenue & 60th Street","Queens","405.0","Q54","Not Applicable","40.712892","-73.905972","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.93035657339631 40.7568687321989)","4","Queens","401","26","30","12","12","4137.0","0.0","Other","backless","2018-05-01T00:00:00.000","30-13 36th Avenue","30-13 36th Avenue","31st Street","35th & 36th Avenue","Queens","401.0","Not Applicable","Not Applicable","40.756877","-73.930358","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.95098057197542 40.66478175102833)","3","Brooklyn","309","35","43","20","9","1751.0","291.0","General","backed","2013-04-08T00:00:00.000","975 Nostrand Avenue","975 Nostrand Avenue","Nostrand Avenue","Montgomery Street & Empire Boulevard","Brooklyn","309.0","Not Applicable","Not Applicable","40.66479","-73.950982","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.98923356308443 40.60636076419213)","3","Brooklyn","311","44","47","22","10","4171.0","0.0","Bus Route","backless","2013-03-06T00:00:00.000","7802 Bay Parkway","7802 Bay Parkway","Bay Parkway","79th Street & 78th Street","Brooklyn","311.0","B82","Not Applicable","40.606369","-73.989235","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.76766978796856 40.69238113233924)","4","Queens","412","27","29","14","5","3619.0","121.0","General","backed 2","2017-05-13T00:00:00.000","179-24 Linden Blvd","179-24 Linden Blvd","Linden Blvd","Newburg Street & 180th Street","Queens","412.0","Not Applicable","Not Applicable","40.6923811323","-73.767669788","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-74.02394655043247 40.633581760130646)","3","Brooklyn","310","43","64","22","11","2319.0","950.0","General","backed","2014-02-11T00:00:00.000","7002 4th Avenue","7002 4th Avenue","4th Avenue","Ovington Avenue & 72nd Street","Brooklyn","310.0","Not Applicable","Not Applicable","40.63359","-74.023948","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.90350457778759 40.82181971890261)","2","Bronx","203","16","79","32","15","3462.0","2161.0","Municipal Facilities","backed","2016-06-10T00:00:00.000","905 Tinton Avenue","905 Tinton Avenue","Tinton Avenue","E 161st Street & E 163rd Street","Bronx","203.0","Not Applicable","Not Applicable","40.821828","-73.903506","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.99637826607854 40.7157621892893)","1","Manhattan","103","1","65","26","7","3805.0","402.0","Senior Safety","backed","2017-12-28T00:00:00.000","50 Bowery","50 Bowery","Bowery","Canal Street & Slip Lane","Manhattan","103.0","Not Applicable","Not Applicable","40.7157621893","-73.9963782661","X","AREA OF MINIMAL FLOOD HAZARD",
"POINT (-73.89063858623742 40.74908173233256)","4","Queens","403","25","39","13","14","4106.0","792.0","General","backed 2","2019-02-07T00:00:00.000","75-07 37th Avenue","75-07 37th Avenue","37th Avenue","75th Street & 76th Street","Queens","403.0","Not Applicable","Not Applicable","40.74909","-73.89064","X","AREA OF MINIMAL FLOOD HAZARD",
