"maprojid","magency","projectid","descriptio","ccnonexemp","ccexempt","totalcityp","nccstate","nccfederal","nccother","totalnonci","totalplann","totalspend","maxdate","mindate","magencyacr","magencynam","typecatego","ccpversion","the_geom"
"850PWDNPROME","850","PWDNPROME","PROMESA  INC. - LOISIDA COMMUNITY CENTER","179000","0.0","179000","0.0","0.0","0.0","0.0","179000","313522.87","2027-06-01T00:00:00.000","2020-10-13T00:00:00.000","DDC","Department of Design and Construction","Lump Sum","fisa_2023","MULTIPOINT ((-73.90435138456118 40.84613032294603))"
"850PWDSANT","850","PWDSANT","SANCTUARY FOR FAMILIES - RENOVATIONS","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","683411.0","2026-06-01T00:00:00.000","2013-04-02T00:00:00.000","DDC","Department of Design and Construction","Fixed Asset","fisa_2023","MULTIPOINT ((-73.92373863166328 40.820676683805274))"
"072C-101WEST","072","C-101WEST","RI WEST PERIMETER EXTERIOR FENCING REPLACEMENT","5032000","0.0","5032000","0.0","0.0","0.0","0.0","5032000","5734709.85","2028-06-01T00:00:00.000","2010-03-31T00:00:00.000","DOC","Department of Correction","Fixed Asset","fisa_2023","MULTIPOINT ((-73.88829092826217 40.793530331149626))"
"072C75NICFAC","072","C75NICFAC","ROOF & FACADE RECONSTRUCTION FOR MAIN AND ANNEX","2640000","0.0","2640000","0.0","0.0","0.0","0.0","2640000","5348793.02","2030-06-01T00:00:00.000","2018-11-05T00:00:00.000","DOC","Department of Correction","Fixed Asset","fisa_2023","MULTIPOINT ((-73.88263961827633 40.7911176814872))"
"072C75RMPWR","072","C75RMPWR","RMSC Power Upgrades for buildings 1,2,3,4,5,6 & 7","2520000","0.0","2520000","0.0","0.0","0.0","0.0","2520000","510266.0","2029-06-01T00:00:00.000","2019-04-08T00:00:00.000","DOC","Department of Correction","Fixed Asset","fisa_2023","MULTIPOINT ((-73.88263961827633 40.7911176814872))"
"850PWKNFRONT","850","PWKNFRONT","SHOREFRONT JEWISH COMMUNITY COUNCIL - INITIAL OUTFITTING","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","45340.0","2032-06-01T00:00:00.000","2021-08-16T00:00:00.000","DDC","Department of Design and Construction","Lump Sum","fisa_2023","MULTIPOINT ((-73.96707860378429 40.576101726164545))"
"850PWKNREDTE","850","PWKNREDTE","RED HOOK INITIATIVE--TECH LAB UPGRADE","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2026-06-01T00:00:00.000","2026-06-01T00:00:00.000","DDC","Department of Design and Construction","Lump Sum","fisa_2023","MULTIPOINT ((-74.00446938600125 40.67675330787289))"
"111NYPD5RTCC","111","NYPD5RTCC","NYPD Real Time Crime Center","7000000","0.0","7000000","0.0","0.0","0.0","0.0","7000000","4629295.46","2028-06-01T00:00:00.000","2011-03-07T00:00:00.000","UK","Unknown","Fixed Asset","fisa_2023","MULTIPOINT ((-74.00179492650251 40.71220221190995))"
"850HRMNCOMM","850","HRMNCOMM","New York Common Pantry: Box Truck Purchase","80000","0.0","80000","0.0","0.0","0.0","0.0","80000","0.0","2024-06-01T00:00:00.000","2024-06-01T00:00:00.000","DDC","Department of Design and Construction","ITT, Vehicles, and Equipment","fisa_2023","MULTIPOINT ((-73.89027059249669 40.83079591296664))"
"111PO163CARD","111","PO163CARD","SMART IDENTIFICATION CARD SYSTEM","1000000","0.0","1000000","0.0","0.0","0.0","0.0","1000000","894989.92","2028-06-01T00:00:00.000","2010-10-25T00:00:00.000","UK","Unknown","Fixed Asset","fisa_2023","MULTIPOINT ((-74.0017945845034 40.71220270089259))"
"111PO163CASE","111","PO163CASE","CASE MANAGEMENT PROJECT","9250000","0.0","9250000","0.0","0.0","0.0","0.0","9250000","8108326.01","2033-06-01T00:00:00.000","2010-01-19T00:00:00.000","UK","Unknown","Lump Sum","fisa_2023","MULTIPOINT ((-74.0017945845034 40.71220270089259))"
"111PO163DCLM","111","PO163DCLM","LEGAL DOCUMENT PLATFORM PROJECT","151000","0.0","151000","0.0","0.0","0.0","0.0","151000","11079566.6","2024-06-01T00:00:00.000","2020-03-09T00:00:00.000","UK","Unknown",,"fisa_2023","MULTIPOINT ((-74.0017924483931 40.712202217351624))"
"111PO187-25","111","PO187-25","OCCB PHOTO","234000","0.0","234000","0.0","0.0","0.0","0.0","234000","0.0","2026-06-01T00:00:00.000","2026-06-01T00:00:00.000","UK","Unknown",,"fisa_2023","MULTIPOINT ((-74.0017924483931 40.712202217351624))"
"111PO187-36","111","PO187-36","HASHIMOTO 2 COLOR PERFECTOR PRESS","182000","0.0","182000","0.0","0.0","0.0","0.0","182000","0.0","2024-06-01T00:00:00.000","2024-06-01T00:00:00.000","UK","Unknown",,"fisa_2023","MULTIPOINT ((-74.0017924483931 40.712202217351624))"
"111PO187-77","111","PO187-77","PISTOL PERMIT AND LONG GUN ID CARD SYSTEM","156000","0.0","156000","0.0","0.0","0.0","0.0","156000","0.0","2024-06-01T00:00:00.000","2024-06-01T00:00:00.000","UK","Unknown",,"fisa_2023","MULTIPOINT ((-74.0017945845034 40.71220270089259))"
"111PO187-PH5","111","PO187-PH5","MINI LAB ENLARGEMENT STATION","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2025-06-01T00:00:00.000","2025-06-01T00:00:00.000","UK","Unknown","Fixed Asset","fisa_2023","MULTIPOINT ((-74.0017924483931 40.712202217351624))"
"111PO187-PR3","111","PO187-PR3","MBO FOLDER 26"" X 50""","146000","0.0","146000","0.0","0.0","0.0","0.0","146000","104267.0","2026-04-01T00:00:00.000","2020-12-28T00:00:00.000","UK","Unknown",,"fisa_2023","MULTIPOINT ((-74.0017924483931 40.712202217351624))"
"111PO187-PR4","111","PO187-PR4","HALM JPWOD SINGLE COLOR JET PRESS","121000","0.0","121000","0.0","0.0","0.0","0.0","121000","0.0","2024-06-01T00:00:00.000","2024-06-01T00:00:00.000","UK","Unknown",,"fisa_2023","MULTIPOINT ((-74.0017924483931 40.712202217351624))"
"111PO187-PR8","111","PO187-PR8","HIGH SPEED SNAPOUT FORMS ROLL COLLATOR","377000","0.0","377000","0.0","0.0","0.0","0.0","377000","0.0","2024-06-01T00:00:00.000","2024-06-01T00:00:00.000","UK","Unknown",,"fisa_2023","MULTIPOINT ((-74.0017945845034 40.71220270089259))"
"111PO187-XRD","111","PO187-XRD","X-RAY DIFFRACTOMETER","808000","0.0","808000","0.0","0.0","0.0","0.0","808000","499696.0","2028-03-01T00:00:00.000","2011-12-12T00:00:00.000","UK","Unknown",,"fisa_2023","MULTIPOINT ((-73.80370464797387 40.70195669631707))"
"111PO187GCHA","111","PO187GCHA","GAS CHROMATOGRAPH WITH HEADSPACE ANALYZER","312000","0.0","312000","0.0","0.0","0.0","0.0","312000","84605.6","2031-06-01T00:00:00.000","2016-08-29T00:00:00.000","UK","Unknown","Fixed Asset","fisa_2023","MULTIPOINT ((-73.80370464797387 40.70195669631707))"
"111PO187LCM2","111","PO187LCM2","LIQUID CHROMAT./MASS SPECT.","1171000","0.0","1171000","0.0","0.0","0.0","0.0","1171000","465579.82","2031-06-01T00:00:00.000","2012-05-22T00:00:00.000","UK","Unknown",,"fisa_2023","MULTIPOINT ((-73.80370464797387 40.70195669631707))"
"111PO187PR11","111","PO187PR11","MULLER MARTINI PERFECT BINDER","629000","0.0","629000","0.0","0.0","0.0","0.0","629000","0.0","2027-06-01T00:00:00.000","2024-06-01T00:00:00.000","UK","Unknown","Fixed Asset","fisa_2023","MULTIPOINT ((-74.0017924483931 40.712202217351624))"
"111PO187PR15","111","PO187PR15","13 STAGE STITCHER/FOLDER/COLLATOR","143000","0.0","143000","0.0","0.0","0.0","0.0","143000","113844.14","2024-06-01T00:00:00.000","2013-02-11T00:00:00.000","UK","Unknown","Fixed Asset","fisa_2023","MULTIPOINT ((-74.0017924483931 40.712202217351624))"
"111PO187PR19","111","PO187PR19","MULTI 4610KSICD OFFSET PRESS","90000","0.0","90000","0.0","0.0","0.0","0.0","90000","0.0","2024-06-01T00:00:00.000","2024-06-01T00:00:00.000","UK","Unknown",,"fisa_2023","MULTIPOINT ((-74.0017924483931 40.712202217351624))"
"850HRXNCOMV","850","HRXNCOMV","New York Common Pantry, Inc: Nourish Senior Program Vehicle","78000","0.0","78000","0.0","0.0","0.0","0.0","78000","0.0","2025-06-01T00:00:00.000","2025-06-01T00:00:00.000","DDC","Department of Design and Construction","ITT, Vehicles, and Equipment","fisa_2023","MULTIPOINT ((-73.89027059249669 40.83079591296664))"
"126PV123LOBY","126","PV123LOBY","New York Live Arts, Inc.- Live Arts Lobby Renovation","1976000","0.0","1976000","0.0","0.0","0.0","0.0","1976000","0.0","2025-06-01T00:00:00.000","2025-06-01T00:00:00.000","DCLA","Department of Cultural Affairs","Lump Sum","fisa_2023","MULTIPOINT ((-73.99819710010496 40.742198372600406))"
"126PV075AQCU","126","PV075AQCU","Brooklyn Music School - ACQUISTION  RET","6624000","0.0","6624000","0.0","0.0","0.0","0.0","6624000","0.0","2031-06-01T00:00:00.000","2026-06-01T00:00:00.000","DCLA","Department of Cultural Affairs","Fixed Asset","fisa_2023","MULTIPOINT ((-73.97737158332407 40.686052044127514))"
"126PV112ADA","126","PV112ADA","CIUSA - ADA Access","1864000","0.0","1864000","0.0","0.0","0.0","0.0","1864000","0.0","2033-06-01T00:00:00.000","2029-06-01T00:00:00.000","DCLA","Department of Cultural Affairs","Fixed Asset","fisa_2023","MULTIPOINT ((-73.9798509888706 40.57523849973664))"
"850HRMNPNTRY","850","HRMNPNTRY","New York Common Pantry - Vehicle Purchase","100000","0.0","100000","0.0","0.0","0.0","0.0","100000","0.0","2024-06-01T00:00:00.000","2024-06-01T00:00:00.000","DDC","Department of Design and Construction","ITT, Vehicles, and Equipment","fisa_2023","MULTIPOINT ((-73.89027059249669 40.83079591296664))"
"126PV180CLSS","126","PV180CLSS","AL -  Art Lab at SHCC, Classroom Reconstr. Bldg H","60000","0.0","60000","0.0","0.0","0.0","0.0","60000","0.0","2033-06-01T00:00:00.000","2029-06-01T00:00:00.000","DCLA","Department of Cultural Affairs","Fixed Asset","fisa_2023","MULTIPOINT ((-74.10689980747807 40.64524870434801))"
"126PV209-ARI","126","PV209-ARI","JCM - The Jewish Children's Museum Founder's Exhibit","6850000","0.0","6850000","0.0","0.0","0.0","0.0","6850000","0.0","2030-06-01T00:00:00.000","2025-06-01T00:00:00.000","DCLA","Department of Cultural Affairs","Fixed Asset","fisa_2023","MULTIPOINT ((-73.94196537180716 40.668927282335275))"
"126PV236AUDI","126","PV236AUDI","BBG - Auditorium Renovations","5489000","0.0","5489000","0.0","0.0","0.0","0.0","5489000","0.0","2027-06-01T00:00:00.000","2025-06-01T00:00:00.000","DCLA","Department of Cultural Affairs","Lump Sum","fisa_2023","MULTIPOINT ((-73.96390109276518 40.66766268170808))"
"850HRMNCOMV","850","HRMNCOMV","New York Common Pantry: Vehicle Purchase","77000","0.0","77000","0.0","0.0","0.0","0.0","77000","0.0","2024-06-01T00:00:00.000","2024-06-01T00:00:00.000","DDC","Department of Design and Construction","ITT, Vehicles, and Equipment","fisa_2023","MULTIPOINT ((-73.89027059249669 40.83079591296664))"
"126PV274ELV2","126","PV274ELV2","NYHOS - New York Hall of Science - Elevator","1986000","0.0","1986000","0.0","0.0","0.0","0.0","1986000","0.0","2028-06-01T00:00:00.000","2024-06-01T00:00:00.000","DCLA","Department of Cultural Affairs","Fixed Asset","fisa_2023","MULTIPOINT ((-73.85168186413729 40.747273814752766))"
"126PV274-AH2","126","PV274-AH2","NYHOS -  New York Hall of Science - Air Handlers Replacement","4450000","0.0","4450000","0.0","0.0","0.0","0.0","4450000","0.0","2028-06-01T00:00:00.000","2024-06-01T00:00:00.000","DCLA","Department of Cultural Affairs","Fixed Asset","fisa_2023","MULTIPOINT ((-73.85168186413729 40.747273814752766))"
"126PV274PERI","126","PV274PERI","NYHOS - New York Hall of Science, Perimeter Landscaping","3186000","0.0","3186000","0.0","0.0","0.0","0.0","3186000","0.0","2027-06-01T00:00:00.000","2025-06-01T00:00:00.000","DCLA","Department of Cultural Affairs","Fixed Asset","fisa_2023","MULTIPOINT ((-73.85168186413729 40.747273814752766))"
"126PV274RSRF","126","PV274RSRF","NYHOS -  New York Hall of Science - Air Handlers Replacement","4317000","0.0","4317000","0.0","0.0","0.0","0.0","4317000","0.0","2027-06-01T00:00:00.000","2027-06-01T00:00:00.000","DCLA","Department of Cultural Affairs","Fixed Asset","fisa_2023","MULTIPOINT ((-73.85168186413729 40.747273814752766))"
"126PV375PRPT","126","PV375PRPT","Second Stage Theatre Envelope Restoration","740000","0.0","740000","0.0","0.0","0.0","0.0","740000","0.0","2025-06-01T00:00:00.000","2025-06-01T00:00:00.000","DCLA","Department of Cultural Affairs","Fixed Asset","fisa_2023","MULTIPOINT ((-73.9895060692329 40.758165521599295))"
"126PV362-SAW","126","PV362-SAW","St. Ann's Warehouse Automated Lighting","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","50000","2024-06-01T00:00:00.000","2013-09-30T00:00:00.000","DCLA","Department of Cultural Affairs","Fixed Asset","fisa_2023","MULTIPOINT ((-73.9890994259707 40.70283657868223))"
"8011680LEXAV","801","1680LEXAV","1680 Lexington Avenue  - Ventiliation","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1123169.66","2025-06-01T00:00:00.000","2010-03-15T00:00:00.000","EDC","Economic Development Corporation",,"fisa_2023","MULTIPOINT ((-73.94686715330752 40.791987981298874))"
"8011680LEXCI","801","1680LEXCI","1680 Lexington Capital Improvements","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","27065.63","2025-06-01T00:00:00.000","2014-02-10T00:00:00.000","EDC","Economic Development Corporation",,"fisa_2023","MULTIPOINT ((-73.94673088004063 40.791962679170375))"
"8011680LEXSP","801","1680LEXSP","1680 Lexington Sound Proofing","69000","0.0","69000","0.0","0.0","0.0","0.0","69000","368963.41","2025-06-01T00:00:00.000","2013-09-17T00:00:00.000","EDC","Economic Development Corporation","Fixed Asset","fisa_2023","MULTIPOINT ((-73.94673624389968 40.791978923976224))"
"8011680LUMP","801","1680LUMP","Lump Sum - 1680 Lexington","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2025-06-01T00:00:00.000","2025-06-01T00:00:00.000","EDC","Economic Development Corporation","Lump Sum","fisa_2023","MULTIPOINT ((-73.94686715330752 40.791987981298874))"
"80134STHELI","801","34STHELI","E. 34th Street Heliport Rehabilitation","448000","0.0","448000","0.0","0.0","0.0","0.0","448000","5493829.23","2023-06-01T00:00:00.000","2010-11-29T00:00:00.000","EDC","Economic Development Corporation","Fixed Asset","fisa_2023","MULTIPOINT ((-73.97199728345211 40.74253824126955))"
"80168201101","801","68201101","RENOVATION AND CONSTRUCTION OF NEW GOLDWATER NORTH LTACH","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","122326477.04","2029-06-01T00:00:00.000","2012-02-08T00:00:00.000","EDC","Economic Development Corporation","Fixed Asset","fisa_2023","MULTIPOINT ((-73.94173628328191 40.803249866092294))"
"80168201102","801","68201102","CONSTRUCTION OF NEW GOLDWATER NORTH SNF","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","127604373.89","2029-06-01T00:00:00.000","2012-03-05T00:00:00.000","EDC","Economic Development Corporation","Fixed Asset","fisa_2023","MULTIPOINT ((-73.94173628328191 40.803249866092294))"
"8018890PHA3","801","8890PHA3","Piers 88 & 90 Cluster Encapsulation Project Phase 3","200000","0.0","200000","0.0","0.0","0.0","0.0","200000","7598312.75","2024-06-01T00:00:00.000","2016-02-02T00:00:00.000","EDC","Economic Development Corporation","Fixed Asset","fisa_2023","MULTIPOINT ((-73.99894442824136 40.767657170214974))"
"801AGDALZEIM","801","AGDALZEIM","FA - Alzheimers Foundation of Staten Island","500000","0.0","500000","0.0","0.0","0.0","0.0","500000","0.0","2025-06-01T00:00:00.000","2025-06-01T00:00:00.000","EDC","Economic Development Corporation",,"fisa_2023","MULTIPOINT ((-74.1278131564042 40.631382648573656))"
"801BOATROCK","801","BOATROCK","Rocking the boat thermal envelope upgrade","27000","0.0","27000","0.0","0.0","0.0","0.0","27000","814000","2026-06-01T00:00:00.000","2020-08-18T00:00:00.000","EDC","Economic Development Corporation",,"fisa_2023","MULTIPOINT ((-73.91283465848832 40.844908139049444))"
"801CONEYWEST","801","CONEYWEST","Coney Island West","70486000","15552000","86038000","0.0","0.0","0.0","0.0","86038000","98633388.86","2030-06-01T00:00:00.000","2015-07-20T00:00:00.000","EDC","Economic Development Corporation",,"fisa_2023","MULTIPOINT ((-73.98853025716588 40.57317285811759))"
"801CSGRIDGE","801","CSGRIDGE","GREATER RIDGEWOOD YOUTH COUNCIL - SITE ACQUISITION","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1619475.0","2024-06-01T00:00:00.000","2014-06-23T00:00:00.000","EDC","Economic Development Corporation","Lump Sum","fisa_2023","MULTIPOINT ((-73.8981086188357 40.69946170014276))"
"801HBMA4501B","801","HBMA4501B","33rd Street West of 11th Avenue (Hudson Yards)","95190000","0.0","95190000","0.0","0.0","0.0","0.0","95190000","1197908.05","2033-06-01T00:00:00.000","2019-04-10T00:00:00.000","EDC","Economic Development Corporation","Fixed Asset","fisa_2023","MULTIPOINT ((-74.00272482175764 40.75517842821045))"
"801HRDN9421","801","HRDN9421","Emerald Isle Immigration Center Renovation","2623000","0.0","2623000","0.0","0.0","0.0","0.0","2623000","0.0","2029-06-01T00:00:00.000","2024-06-01T00:00:00.000","EDC","Economic Development Corporation","Fixed Asset","fisa_2023","MULTIPOINT ((-73.90469375326826 40.744905072372035))"
"801HRDN842A","801","HRDN842A","Bronx House Renovation Project","1000000","0.0","1000000","0.0","0.0","0.0","0.0","1000000","0.0","2026-06-01T00:00:00.000","2024-06-01T00:00:00.000","EDC","Economic Development Corporation","Fixed Asset","fisa_2023","MULTIPOINT ((-73.86027062154274 40.85654866831623))"
"801PASSSHIP","801","PASSSHIP","Passenger Ship Terminal","0.0","0.0","0.0","0.0","1000","0.0","1000","1000","1931.0","2025-06-01T00:00:00.000","2010-03-30T00:00:00.000","EDC","Economic Development Corporation","Fixed Asset","fisa_2023","MULTIPOINT ((-73.99746058085437 40.77002860137953))"
"801PVMOCADA","801","PVMOCADA","MOCADA - MoCADA Museum New Facility","1939000","0.0","1939000","0.0","0.0","0.0","0.0","1939000","6665542.32","2024-06-01T00:00:00.000","2016-05-16T00:00:00.000","EDC","Economic Development Corporation","Fixed Asset","fisa_2023","MULTIPOINT ((-73.97440927379624 40.685221073251974))"
"801PWMNFCNY3","801","PWMNFCNY3","FUND FOR THE CITY OF NEW YORK: CENTER FOR COURT INNOVATION","138000","0.0","138000","0.0","0.0","0.0","0.0","138000","0.0","2025-06-01T00:00:00.000","2025-06-01T00:00:00.000","EDC","Economic Development Corporation","Lump Sum","fisa_2023","MULTIPOINT ((-73.80481405490242 40.70178475134055))"
"801PWKNSEPHA","801","PWKNSEPHA","SEPHARDIC COMMUNITY CENTER--SECURITY UPGRADE","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2024-06-01T00:00:00.000","2024-06-01T00:00:00.000","EDC","Economic Development Corporation","Fixed Asset","fisa_2023","MULTIPOINT ((-73.96541848287544 40.60223526672389))"
"801PWMLGSVC1","801","PWMLGSVC1","LESBIAN AND GAY COMMUNITY SERVICES CENTER, INC.:  HVAC","856000","0.0","856000","0.0","0.0","0.0","0.0","856000","0.0","2025-06-01T00:00:00.000","2025-06-01T00:00:00.000","EDC","Economic Development Corporation","Lump Sum","fisa_2023","MULTIPOINT ((-74.0010625688245 40.738001137408375))"
"801SAND1104","801","SAND1104","HHC FEMA Bellevue Hospital Center Flood Protection Barrier","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","438066.31","2026-06-01T00:00:00.000","2017-03-27T00:00:00.000","EDC","Economic Development Corporation","Fixed Asset","fisa_2023","MULTIPOINT ((-73.97534159168785 40.738738695265624))"
"801SAND2603C","801","SAND2603C","CIH: RENOVATE VACANT SPACE ON FIRST FL MAIN HOSPITAL BLG.","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6059942.07","2025-06-01T00:00:00.000","2016-10-18T00:00:00.000","EDC","Economic Development Corporation","Fixed Asset","fisa_2023","MULTIPOINT ((-73.96486760408824 40.58563772470526))"
