"license_nbr","lic_status","business_name","business_name2","building","street","city","state","zip","swc_type","swc_sq_ft","swc_tables","swc_chairs","dohmh","final_x","final_y","community_district","city_council_district","cd_url","app_id","app_swc_type","app_sq_ft","app_tables","app_chairs","app_status","app_status_date","expiration_date","app_too_date","submit_date","intake","intake_dd","dpqa","send_package_dd","cp","cp_dd","cb","cb_dd","hearing","hearing_dd","hearing_public","hearing_public_dd","cc","cc_dd","moo","moo_dd","issuance","issuance_dd"
"1110383-DCA","Inactive","ANOTHEROOM, INC.","NULL","249","W BROADWAY","NEW YORK","NY","10013","Unenclosed","140","8","16","40720911","982684","201520","101","1","http://www.nyc.gov/html/mancb1/html/home/home.shtml","26482-2019-RSWC","Unenclosed","140","8","16","Pending Review","2020-03-06T00:00:00.000","2020-04-15T00:00:00.000","2020-04-15T00:00:00.000","2019-09-12T00:00:00.000","Ready For Review","2019-09-12T00:00:00.000","Issued Temp Op Letter","2019-09-12T00:00:00.000","Pending Review","2019-09-12T00:00:00.000","Review Period Expired","2019-11-07T00:00:00.000","Waived","2019-11-07T00:00:00.000","NULL",,"Review Period Expired","2019-11-28T00:00:00.000","Pending Review",,"Pending Review",
"1120483-DCA","Inactive","1 & 3 ON 5TH CORP.","FABIANE'S CAFE & PASTRY","142","N 5TH ST","BROOKLYN","NY","11211","Unenclosed","266","13","26","40858996","995660","200323","301","34","http://www.nyc.gov/brooklyncb1","33227-2019-RSWC","Unenclosed","266","13","26","Pending Review","2020-05-28T00:00:00.000","2020-07-14T00:00:00.000","2020-07-14T00:00:00.000","2019-11-21T00:00:00.000","Ready For Review","2019-11-21T00:00:00.000","Issued Temp Op Letter","2019-11-25T00:00:00.000","Pending Review","2019-11-21T00:00:00.000","Review Period Expired","2020-01-14T00:00:00.000","Waived","2020-01-14T00:00:00.000","NULL",,"Review Period Expired","2020-02-04T00:00:00.000","Pending Review",,"Pending Review",
"1131159-DCA","Inactive","FOUR GREEN FIELDS LLC.","AGAVE","140","7TH AVE S","NEW YORK","NY","10014","Enclosed","240","12","24","40868762","983613","206991","102","3","http://www.nyc.gov/manhattancb2","149-2013-RSWC","Enclosed","240","12","24","Pending Review","2019-03-15T00:00:00.000","2019-04-15T00:00:00.000","2019-04-15T00:00:00.000","2015-05-14T00:00:00.000","NULL",,"Issued Temp Op Letter","2014-03-06T00:00:00.000","Pending Review","2014-03-06T00:00:00.000","Pending Review","2014-03-06T00:00:00.000","NULL",,"NULL",,"NULL",,"NULL",,"NULL",
"1133422-DCA","Inactive","BLUE SMOKE, LLC","NULL","116","E 27TH ST","NEW YORK","NY","10016","Unenclosed","210","4","16","40880715","988751","209668","105","2","http://www.cb5.org","392-2020-RSWC","Unenclosed","210","4","16","Pending Review","2020-02-03T00:00:00.000","2020-03-31T00:00:00.000","2020-03-31T00:00:00.000","2020-01-09T00:00:00.000","Ready For Review","2020-01-09T00:00:00.000","Issued Temp Op Letter","2020-01-10T00:00:00.000","Pending Review","2020-01-10T00:00:00.000","Recommend Approval","2020-02-19T00:00:00.000","Waived","2020-02-19T00:00:00.000","NULL",,"Review Period Expired","2020-03-11T00:00:00.000","Pending Review",,"Pending Review",
"1138270-DCA","Inactive","LE-SE AMSTERDAM 732 RESTAURANT, INC.","DIVE BAR","732","AMSTERDAM AVE","NEW YORK","NY","10025","Unenclosed","147","7","17","40388578","992369","228545","107","6","http://www.nyc.gov/mcb7","34083-2019-RSWC","Unenclosed","147","7","17","Pending Review","2020-01-07T00:00:00.000","2020-03-07T00:00:00.000","2020-03-07T00:00:00.000","2019-11-30T00:00:00.000","Ready For Review","2019-12-02T00:00:00.000","Issued Temp Op Letter","2019-12-23T00:00:00.000","Pending Review","2019-12-02T00:00:00.000","Pending Review","2019-12-23T00:00:00.000","Pending Review",,"SWC Public Hearing","2020-02-12T00:00:00.000","Pending Review",,"Pending Review",,"Pending Review",
"1139335-DCA","Inactive","THE 8801 CORP.","CEBU","8801","3RD AVE","BROOKLYN","NY","11209","Unenclosed","575","19","39","40859014","975494","165845","310","43","http://www.bkcb10.org/","5963-2020-RSWC","Unenclosed","575","19","39","Pending Review","2020-06-09T00:00:00.000","2020-07-09T00:00:00.000","2020-07-09T00:00:00.000","2020-06-08T00:00:00.000","Ready For Review","2020-06-09T00:00:00.000","Issued Temp Op Letter",,"Pending Review","2020-06-09T00:00:00.000","Pending Review",,"Pending Review",,"NULL",,"Pending Review",,"Pending Review",,"Pending Review",
"1139678-DCA","Inactive","THE ORIGINAL VINCENT'S, ESTABLISHED 1904 INC.","NULL","119","MOTT ST","NEW YORK","NY","10013","Unenclosed","355","9","18","41529148","984995","200814","102","1","http://www.nyc.gov/manhattancb2","125-2020-RSWC","Unenclosed","355","9","18","Pending Review","2020-06-03T00:00:00.000","2020-08-03T00:00:00.000","2020-08-03T00:00:00.000","2020-01-06T00:00:00.000","Ready For Review","2020-01-06T00:00:00.000","Issued Temp Op Letter","2020-01-07T00:00:00.000","Pending Review","2020-01-07T00:00:00.000","Review Period Expired","2020-03-06T00:00:00.000","Waived","2020-03-06T00:00:00.000","NULL",,"Review Period Expired","2020-03-27T00:00:00.000","Pending Review",,"Pending Review",
"1142288-DCA","Inactive","OLD HEIDELBERG CORP.","NULL","1648","2ND AVE","NEW YORK","NY","10028","Unenclosed","228","12","24","40880188","997583","222514","108","5","http://www.cb8m.com/","33312-2019-RSWC","Unenclosed","228","12","24","Pending Review","2020-02-18T00:00:00.000","2020-03-18T00:00:00.000","2020-03-18T00:00:00.000","2019-11-22T00:00:00.000","Ready For Review","2019-11-22T00:00:00.000","Issued Temp Op Letter","2019-11-25T00:00:00.000","Pending Review","2019-11-25T00:00:00.000","Pending Review","2019-11-25T00:00:00.000","Pending Review",,"SWC Public Hearing","2020-01-15T00:00:00.000","Pending Review",,"Pending Review",,"Pending Review",
"1145512-DCA","Inactive","COFFEE PLACE CORP.","SUNFLOWER CAFE","1223","QUENTIN RD","BROOKLYN","NY","11229","Unenclosed","405","11","22","40731196","995231","160882","315","48","http://www.nyc.gov/brooklyncb15","35704-2019-RSWC","Unenclosed","405","11","22","Pending Review","2020-01-13T00:00:00.000","2020-04-13T00:00:00.000","2020-04-13T00:00:00.000","2019-12-18T00:00:00.000","Ready For Review","2019-12-18T00:00:00.000","Issued Temp Op Letter","2019-12-18T00:00:00.000","Pending Review","2019-12-18T00:00:00.000","Review Period Expired","2020-02-13T00:00:00.000","Waived","2020-02-13T00:00:00.000","NULL",,"Review Period Expired","2020-03-05T00:00:00.000","Pending Review",,"Pending Review",
"1151949-DCA","Inactive","CALSHEA REST. CORP.","THE TRIPLE CROWN","330","7TH AVE","NEW YORK","NY","10001","Unenclosed","158","4","12","40402231","986118","211708","105","3","http://www.cb5.org","26305-2019-RSWC","Unenclosed","158","4","12","Pending Review","2020-01-07T00:00:00.000","2020-02-16T00:00:00.000","2020-02-16T00:00:00.000","2019-09-06T00:00:00.000","Ready For Review","2019-09-11T00:00:00.000","Issued Temp Op Letter","2019-11-08T00:00:00.000","Pending Review","2019-09-11T00:00:00.000","Recommend Approval","2020-01-29T00:00:00.000","Waived","2020-01-29T00:00:00.000","NULL",,"Review Period Expired","2020-02-19T00:00:00.000","Pending Review",,"Pending Review",
"1160623-DCA","Active","WOGIE'S, INC.","WOGIES","39","GREENWICH AVE","NEW YORK","NY","10014","Unenclosed","297","14","28","41011581","984102","207187","102","3","http://www.nyc.gov/manhattancb2","27120-2018-RSWC","Unenclosed","297","14","28","Application Review Completed","2019-04-09T00:00:00.000","2020-09-15T00:00:00.000",,"2018-11-09T00:00:00.000","Ready For Review","2018-11-09T00:00:00.000","Approved","2018-11-09T00:00:00.000","NULL",,"Review Period Expired","2018-12-27T00:00:00.000","Waived","2018-12-27T00:00:00.000","NULL",,"Review Period Expired","2019-01-17T00:00:00.000","Approved","2019-04-09T00:00:00.000","Issued","2019-04-09T00:00:00.000"
"1168148-DCA","Inactive","YUCA BAR & RESTAURANT INC.","NULL","111","AVENUE A","NEW YORK","NY","10009","Unenclosed","200","8","16","40983698","988792","203873","103","2","http://www.nyc.gov/manhattancb3","2348-2020-RSWC","Unenclosed","200","8","16","Pending Review","2020-06-16T00:00:00.000","2020-07-11T00:00:00.000","2020-07-11T00:00:00.000","2020-01-31T00:00:00.000","Ready For Review","2020-01-31T00:00:00.000","Issued Temp Op Letter","2020-02-03T00:00:00.000","Pending Review","2020-02-03T00:00:00.000","Review Period Expired","2020-03-26T00:00:00.000","Waived","2020-03-26T00:00:00.000","NULL",,"Review Period Expired","2020-04-16T00:00:00.000","Pending Review",,"Pending Review",
"1172166-DCA","Inactive","POSTO INC.","NULL","310","2ND AVE","NEW YORK","NY","10003","Unenclosed","273","10","20","41022993","988981","206996","106","2","http://cbsix.org","11630-2018-RSWC","Unenclosed","273","10","20","Pending Review","2020-06-05T00:00:00.000","2020-07-01T00:00:00.000","2020-07-01T00:00:00.000","2018-08-23T00:00:00.000","Ready For Review","2018-08-27T00:00:00.000","Issued Temp Op Letter","2018-08-27T00:00:00.000","Pending Review","2018-08-27T00:00:00.000","Recommend Approval","2018-11-01T00:00:00.000","Waived","2018-11-01T00:00:00.000","NULL",,"Review Period Expired","2018-11-22T00:00:00.000","Approved","2019-03-29T00:00:00.000","Issued","2019-03-30T00:00:00.000"
"1179946-DCA","Inactive","PER TAVERN CORP.","KETTLE BLACK","8622","3RD AVE","BROOKLYN","NY","11209","Enclosed","346","11","30","41035072","975539","166217","310","43","http://www.bkcb10.org/","8868-2018-RSWC","Enclosed","346","11","30","Pending Review","2020-01-07T00:00:00.000","2020-05-14T00:00:00.000","2020-05-14T00:00:00.000","2018-05-25T00:00:00.000","Ready For Review","2018-05-25T00:00:00.000","Issued Temp Op Letter","2018-05-31T00:00:00.000","Proceed","2020-03-17T00:00:00.000","Recommend Approval","2020-03-17T00:00:00.000","Waived","2020-04-17T00:00:00.000","NULL",,"Review Period Expired","2020-05-08T00:00:00.000","Pending Review",,"Pending Review",
"1187714-DCA","Inactive","BROADWAY 104, LLC","CAFE DU SOLEIL","245","W 104TH ST","NEW YORK","NY","10025","Unenclosed","342","18","36","41083927","992933","230800","107","6","http://www.nyc.gov/mcb7","904-2020-RSWC","Unenclosed","342","18","36","Pending Review","2020-06-08T00:00:00.000","2020-06-25T00:00:00.000","2020-06-25T00:00:00.000","2020-01-15T00:00:00.000","Ready For Review","2020-01-15T00:00:00.000","Issued Temp Op Letter","2020-01-16T00:00:00.000","Pending Review","2020-01-16T00:00:00.000","Review Period Expired","2020-03-25T00:00:00.000","Waived","2020-03-25T00:00:00.000","NULL",,"Review Period Expired","2020-04-15T00:00:00.000","Pending Review",,"Pending Review",
"1189655-DCA","Inactive","SBCPS, LLC","NULL","40","CENTRAL PARK S","NEW YORK","NY","10019","Unenclosed","256","10","20","41089876","991091","217986","105","4","http://www.cb5.org","13868-2015-RSWC","Unenclosed","256","10","20","Pending Review","2020-06-03T00:00:00.000","2020-08-29T00:00:00.000","2020-08-29T00:00:00.000","2017-06-15T00:00:00.000","Ready For Review","2015-03-31T00:00:00.000","Issued Temp Op Letter","2015-04-02T00:00:00.000","Pending Review","2015-04-02T00:00:00.000","Review Period Expired","2015-06-01T00:00:00.000","Pending Review","2015-06-01T00:00:00.000","SWC Public Hearing",,"Pending Review",,"Pending Review",,"Pending Review",
"1192051-DCA","Inactive","EAST PUB INC","PHEBE'S","359","BOWERY","NEW YORK","NY","10003","Enclosed","808","24","96","41054554","986620","204080","103","2","http://www.nyc.gov/manhattancb3","18638-2017-RSWC","Enclosed","808","24","96","Pending Review","2020-06-09T00:00:00.000","2020-08-31T00:00:00.000","2020-08-31T00:00:00.000","2017-05-22T00:00:00.000","Ready For Review","2017-05-22T00:00:00.000","Issued Temp Op Letter","2017-05-22T00:00:00.000","Proceed","2017-07-13T00:00:00.000","Review Period Expired","2017-07-13T00:00:00.000","Waived","2017-07-13T00:00:00.000","NULL",,"Review Period Expired","2017-08-03T00:00:00.000","Pending Review",,"Pending Review",
"1192416-DCA","Inactive","CIELI PARTNERS, L.P.","TRATTORIA DELL'ARTE","900","7TH AVE","NEW YORK","NY","10106","Small Unenclosed","268","7","28","40387754","989699","218138","105","4","http://www.cb5.org","26990-2019-RSWC","Small Unenclosed","268","7","28","Pending Review","2020-05-28T00:00:00.000","2020-06-30T00:00:00.000","2020-06-30T00:00:00.000","2019-09-18T00:00:00.000","Ready For Review","2019-09-18T00:00:00.000","Issued Temp Op Letter","2019-09-19T00:00:00.000","Pending Review","2019-09-19T00:00:00.000","Recommend Approval","2020-01-14T00:00:00.000","Waived","2020-01-14T00:00:00.000","NULL",,"Review Period Expired","2020-03-26T00:00:00.000","Pending Review","2020-03-26T00:00:00.000","Pending Review",
"1193339-DCA","Inactive","EISEN & SON, INC.","LASAGNA RESTAURANT","196","8TH AVE","NEW YORK","NY","10011","Unenclosed","253","8","25","41079528","984308","210054","104","3","http://www.nyc.gov/mcb4","28585-2019-RSWC","Unenclosed","253","8","25","Pending Review","2019-10-16T00:00:00.000","2019-12-31T00:00:00.000","2019-12-31T00:00:00.000","2019-10-03T00:00:00.000","Ready For Review","2019-10-03T00:00:00.000","Under Review","2019-10-16T00:00:00.000","Pending Review","2019-10-16T00:00:00.000","Review Period Expired","2019-11-27T00:00:00.000","Waived","2019-11-27T00:00:00.000","NULL",,"Review Period Expired","2019-12-18T00:00:00.000","Pending Review",,"Pending Review",
"1198574-DCA","Inactive","VANETT INC.","JIMMY RYAN'S","3005","MIDDLETOWN RD","BRONX","NY","10461","Unenclosed","133","7","14","40524837","1031225","246870","210","13","http://www.nyc.gov/html/bxcb10/html/home/home.shtml","2953-2020-RSWC","Unenclosed","133","7","14","Pending Review","2020-06-03T00:00:00.000","2020-07-31T00:00:00.000","2020-07-31T00:00:00.000","2020-02-10T00:00:00.000","Ready For Review","2020-02-11T00:00:00.000","Issued Temp Op Letter","2020-02-11T00:00:00.000","Pending Review","2020-02-11T00:00:00.000","Review Period Expired","2020-04-08T00:00:00.000","Waived","2020-04-08T00:00:00.000","NULL",,"Review Period Expired","2020-04-29T00:00:00.000","Pending Review",,"Pending Review",
"1200796-DCA","Inactive","PK & SON LLC","MATCH 65","27","E 65TH ST","NEW YORK","NY","10065","Small Unenclosed","101","6","12","41096100","993019","218867","108","4","http://www.cb8m.com/","23974-2019-RSWC","Small Unenclosed","101","6","12","Pending Review","2020-06-10T00:00:00.000","2020-09-10T00:00:00.000","2020-09-10T00:00:00.000","2019-07-17T00:00:00.000","Ready For Review","2019-07-18T00:00:00.000","Issued Temp Op Letter","2019-08-26T00:00:00.000","Pending Review","2019-07-18T00:00:00.000","Recommend Approval","2019-10-07T00:00:00.000","Waived","2019-10-07T00:00:00.000","NULL",,"Review Period Expired","2020-03-12T00:00:00.000","Pending Review",,"Pending Review",
"1206030-DCA","Inactive","ARRIBA ARRIBA MEXICAN RESTAURANTS, INC.","NULL","762","9TH AVE","NEW YORK","NY","10019","Unenclosed","285","8","14","40380457","987501","217652","104","3","http://www.nyc.gov/mcb4","35126-2019-RSWC","Unenclosed","285","8","14","Pending Review","2020-03-05T00:00:00.000","2020-04-13T00:00:00.000","2020-04-13T00:00:00.000","2019-12-11T00:00:00.000","Ready For Review","2019-12-11T00:00:00.000","Issued Temp Op Letter","2019-12-12T00:00:00.000","Pending Review","2019-12-12T00:00:00.000","Review Period Expired","2020-02-13T00:00:00.000","Waived","2020-02-13T00:00:00.000","NULL",,"Review Period Expired","2020-03-05T00:00:00.000","Pending Review",,"Pending Review",
"1214833-DCA","Inactive","L.E. GLOBE, LLC","CAFE D' ALSACE","1695","2ND AVE","NEW YORK","NY","10128","Unenclosed","565","18","60","41142418","997805","223153","108","5","http://www.cb8m.com/","26253-2019-RSWC","Unenclosed","565","18","60","Pending Review","2020-05-28T00:00:00.000","2020-08-28T00:00:00.000","2020-08-28T00:00:00.000","2019-09-05T00:00:00.000","Ready For Review","2019-09-05T00:00:00.000","Issued Temp Op Letter","2019-09-05T00:00:00.000","Pending Review","2019-09-05T00:00:00.000","Review Period Expired","2019-10-25T00:00:00.000","Waived","2019-10-25T00:00:00.000","NULL",,"Review Period Expired","2019-11-15T00:00:00.000","Pending Review",,"Pending Review",
"1221041-DCA","Inactive","LEAHLALA, LLC","ABILENE","442","COURT ST","BROOKLYN","NY","11231","Unenclosed","351","8","32","41163019","984904","186634","306","39","http://www.brooklyncb6.org/","3758-2020-RSWC","Unenclosed","351","8","32","Pending Review","2020-05-29T00:00:00.000","2020-06-29T00:00:00.000","2020-06-29T00:00:00.000","2020-02-24T00:00:00.000","Ready For Review","2020-02-24T00:00:00.000","Issued Temp Op Letter","2020-02-25T00:00:00.000","Pending Review","2020-02-25T00:00:00.000","Review Period Expired","2020-04-17T00:00:00.000","Waived","2020-04-17T00:00:00.000","NULL",,"Review Period Expired","2020-05-08T00:00:00.000","Pending Review",,"Pending Review",
"1222107-DCA","Inactive","41-08 REST. CORP.","CHRISTOS STEAK HOUSE","4108","23RD AVE","ASTORIA","NY","11105","Unenclosed","439","15","30","41154087","1009894","219931","401","22","http://www.nyc.gov/html/qnscb1/html/home/home.shtml","9247-2018-RSWC","Unenclosed","439","15","30","Pending Review","2020-03-11T00:00:00.000","2020-04-15T00:00:00.000","2020-04-15T00:00:00.000","2018-06-08T00:00:00.000","Ready For Review","2018-06-08T00:00:00.000","Issued Temp Op Letter","2018-06-11T00:00:00.000","Pending Review","2018-06-11T00:00:00.000","Review Period Expired","2018-08-09T00:00:00.000","Waived","2018-08-09T00:00:00.000","NULL",,"Review Period Expired","2018-08-30T00:00:00.000","Pending Review",,"Pending Review",
"1222376-DCA","Inactive","BAROSA INC.","NULL","6229","WOODHAVEN BLVD","REGO PARK","NY","11374","Enclosed","375","10","40","41057755","1020314","203796","406","29","http://queenscb6.org/","8687-2018-RSWC","Enclosed","375","10","40","Pending Review","2019-09-12T00:00:00.000","2020-03-12T00:00:00.000","2020-03-12T00:00:00.000","2018-05-21T00:00:00.000","Ready For Review","2018-05-21T00:00:00.000","Issued Temp Op Letter","2018-05-21T00:00:00.000","Pending Review","2018-05-21T00:00:00.000","Pending Review","2018-05-21T00:00:00.000","Pending Review",,"NULL",,"Pending Review",,"Pending Review",,"Pending Review",
"1223566-DCA","Inactive","CAFE 71, INC.","CAFE ARGENTINO","2061","BROADWAY","NEW YORK","NY","10023","Enclosed","288","9","29","41174407","989170","222796","107","6","http://www.nyc.gov/mcb7","6115-2018-RSWC","Enclosed","288","9","29","Pending Review","2019-10-22T00:00:00.000","2020-03-30T00:00:00.000","2020-03-30T00:00:00.000","2018-04-04T00:00:00.000","Ready For Review","2018-04-04T00:00:00.000","Issued Temp Op Letter","2018-04-05T00:00:00.000","Proceed","2019-01-11T00:00:00.000","Pending Review","2018-04-05T00:00:00.000","Pending Review",,"SWC Public Hearing","2019-02-27T00:00:00.000","Pending Review",,"Pending Review",,"Pending Review",
"1237141-DCA","Inactive","STARBUCKS CORPORATION","STARBUCKS COFFEE COMPANY","7419","3RD AVE","BROOKLYN","NY","11209","Enclosed","260","2","6","40985913","976609","169353","310","43","http://www.bkcb10.org/","8447-2016-RSWC","Enclosed","260","2","6","Pending Review","2019-11-27T00:00:00.000","2020-05-27T00:00:00.000","2020-05-27T00:00:00.000","2019-08-26T00:00:00.000","Ready For Review","2016-05-23T00:00:00.000","Issued Temp Op Letter","2016-05-31T00:00:00.000","Proceed","2016-06-21T00:00:00.000","Review Period Expired","2016-07-21T00:00:00.000","Pending Review","2016-07-21T00:00:00.000","SWC Public Hearing","2016-08-10T00:00:00.000","Pending Review",,"Pending Review",,"Pending Review",
