"entityid","schoolname","number","street","city","state","borough","zipcode","lastinspection","permittee","inspectiondate","ptet","site_type","level","code","violationdescription","latitude","longitude","communityboard","councildistrict","censustract","bin","bbl","nta","borocode"
"40541270","P.S. M079 - HORAN SCHOOL","55","EAST  120 STREET","New York","NY","Manhattan","10035","2023-02-01T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2022-01-28T00:00:00.000","2530","FSE (Public School Cafeteria)",,,,"40.802412345396","-73.942633750365","111","09","019800","1053968","1017470001","MN34","1"
"40541328","P.S. 191 MAYFLOWER, PS 993","8515","258 STREET","FLORAL PARK","NY","Queens","11001","2023-02-16T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2021-07-07T00:00:00.000","2530","FSE (Public School Cafeteria)","C","04N","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.","40.734309108277","-73.709136145441","413","23","157903","4180083","4088010014","QN44","4"
"DM21121645020408745","DREAM CHARTER HIGH SCHOOL","439","EAST  115 STREET","New York","NY","Manhattan","10029","2022-11-29T00:00:00.000","DREAM CHARTER SCHOOLS","2022-11-29T00:00:00.000","2533","FSE (Private School Cafeteria - Not-For-Profit)",,,,"40.794917829793","-73.93495109074","111","08","017800","1081441","1017090031","MN34","1"
"41284280","XAVIER HIGH SCHOOL","30","WEST   16 STREET","New York","NY","Manhattan","10011","2022-10-17T00:00:00.000","COMPASS GROUP USA, INC.","2021-03-16T00:00:00.000","2529","FSE (Private School Cafeteria - For Profit)","C","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.","40.737795740891","-73.993800575286","105","03","005400","1080629","1008170072","MN13","1"
"DM21191507038059598","HARBOR SCIENCE AND ARTS CHARTER SCHOOL","132","EAST  111 STREET","New York","NY","Manhattan","10029","2022-12-08T00:00:00.000","HARBOR SCIENCE AND ARTS CHARTER","2022-06-14T00:00:00.000","2533","FSE (Private School Cafeteria - Not-For-Profit)","G","08C","Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.","40.795663938711","-73.94452848744","111","08","017200","1052192","1016380057","MN33","1"
"40936000","BOBOVER YESHIVAH BNEI ZION","1533","48 STREET","Brooklyn","NY","Brooklyn","11219","2023-01-12T00:00:00.000","BOBOVER YESHIVA BNEI ZION","2022-04-11T00:00:00.000","2533","FSE (Private School Cafeteria - Not-For-Profit)","G","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","40.632423214277","-73.98629137263","312","44","023400","3128816","3054420065","BK88","3"
"40541681","P.S. 121 QUEENS","12610","109 AVENUE","SOUTH OZONE PARK","NY","Queens","11420","2022-11-17T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2022-02-11T00:00:00.000","2530","FSE (Public School Cafeteria)","G","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","40.684042617778","-73.815833402938","410","28","017000","4249769","4116070001","QN55","4"
"40543628","P.S. 022 GRANITEVILLE","1860","FOREST AVENUE","NULL","NY","Staten Island","10303","2023-01-17T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2023-01-17T00:00:00.000","2530","FSE (Public School Cafeteria)",,,,"40.625361014185","-74.150969886077","501","49","030302","5107239","5017060001","SI12","5"
"50074725","MARYMOUNT SCHOOL OF NEW YORK","1026","5 AVENUE","New York","NY","Manhattan","10028","2022-11-30T00:00:00.000","MARYMOUNT SCHOOL OF NEW YORK","2022-04-11T00:00:00.000","2533","FSE (Private School Cafeteria - Not-For-Profit)","G","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","40.780009333543","-73.961508773609","108","04","014200","1046797","1014950072","MN40","1"
"40865275","BIRCH WATHEN LENOX SCHOOL","210","EAST   77 STREET","NULL","NY","Manhattan","10075","2023-01-04T00:00:00.000","CATER TO YOU, INC","2021-05-10T00:00:00.000","2529","FSE (Private School Cafeteria - For Profit)",,,,"40.772742651579","-73.957765380215","108","04","013400","1044089","1014310041","MN31","1"
"40541327","P.S. 041 CROCHERON, P.S. Q993","21443","35 AVENUE","BAYSIDE","NY","Queens","11361","2023-01-25T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2023-01-25T00:00:00.000","2530","FSE (Public School Cafeteria)","G","10B","Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.","40.769593041644","-73.77086127574","411","19","109700","4135975","4061210001","QN46","4"
"40563367","P.S. 048 P.O. MICHAEL J. BUCZEK, P138M AT M048","4360","BROADWAY","New York","NY","Manhattan","10033","2023-03-06T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2020-11-09T00:00:00.000","2530","FSE (Public School Cafeteria)",,,,"40.853459913012","-73.93404775021","112","10","027100","1076752","1021670029","MN35","1"
"40540816","J.H.S. 217 ROBERT A. VAN WYCK","8505","144 STREET","JAMAICA","NY","Queens","11435","2023-02-03T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2023-02-03T00:00:00.000","2530","FSE (Public School Cafeteria)","G","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","40.710022044328","-73.812507823858","408","24","023200","4208124","4097240173","QN35","4"
"40541484","P.S. 130 HERNANDO DE SOTO","143","BAXTER STREET","New York","NY","Manhattan","10013","2023-01-25T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2022-03-29T00:00:00.000","2530","FSE (Public School Cafeteria)",,,,"40.718895440688","-73.998437958829","102","01","004100","1003086","1002360038","MN24","1"
"41453915","WILLIAM SPYROPOULOS SCHOOL","19610","NORTHERN BOULEVARD","FLUSHING","NY","Queens","11358","2022-10-31T00:00:00.000","NICHOLAS GREEK ST.","2022-02-08T00:00:00.000","2533","FSE (Private School Cafeteria - Not-For-Profit)","A","18G","Manufacture of frozen dessert not authorized on Food Service Establishment permit. Milk or milk product undated, improperly dated or expired.","40.757903358281","-73.785195730538","411","19","145101","4124560","4055200001","QN48","4"
"40737412","ZICHRON YEHUDA - BAIS SIMCHA","1051","59 STREET","Brooklyn","NY","Brooklyn","11219","2023-02-14T00:00:00.000","ZICHRON YEHUDA-BAIS SIMCHA","2023-02-14T00:00:00.000","2533","FSE (Private School Cafeteria - Not-For-Profit)","G","10B","Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.","40.632739633413","-74.003426272439","312","38","021400","3258938","3057027502","BK88","3"
"40544067","P.S. 110 FLORENCE NIGHTINGALE","285","DELANCY STREET","New York","NY","Manhattan","10002","2023-02-28T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2023-02-28T00:00:00.000","2530","FSE (Public School Cafeteria)","G","08A","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.","40.71590738094","-73.979892781237","103","01","001200","1004066","1003310140","MN28","1"
"40540499","I.S. 072 ROCCO LAURIE","33","FERNDALE AVENUE","NULL","NY","Staten Island","10314","2022-11-01T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2022-11-01T00:00:00.000","2530","FSE (Public School Cafeteria)","C","04L","Evidence of mice or live mice in establishment's food or non-food areas.","40.592997322426","-74.158987124528","502","51","027706","5037524","5023640001","SI24","5"
"41100401","SOUTH BROOKLYN COMMUNITY HIGH SCHOOL","173","CONOVER STREET","Brooklyn","NY","Brooklyn","11231","2022-09-13T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2021-04-22T00:00:00.000","2530","FSE (Public School Cafeteria)",,,,"40.677961768905","-74.014363366266","306","38","005300","3398190","3005750003","BK33","3"
"40540718","P.S. 146 HOWARD BEACH","9801","159 AVENUE","HOWARD BEACH","NY","Queens","11414","2023-02-10T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2021-01-06T00:00:00.000","2530","FSE (Public School Cafeteria)","G","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","40.659865678678","-73.835068011453","410","32","088400","4295163","4141680016","QN57","4"
"40542965","P.S. 214, EMOLIOR ACADEMY","1970","WEST FARMS ROAD","Bronx","NY","Bronx","10460","2023-03-07T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2023-02-01T00:00:00.000","2530","FSE (Public School Cafeteria)","G","08A","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.","40.839558381735","-73.880356716367","206","17","006000","2094603","2030210038","BX75","2"
"40735945","YESHIVA TIFERES BUNIM","5202","13 AVENUE","Brooklyn","NY","Brooklyn","11219","2022-11-29T00:00:00.000","TIFERES BUNIM YESHIVA","2022-02-16T00:00:00.000","2533","FSE (Private School Cafeteria - Not-For-Profit)","A","20D","“Choking first aid” poster not posted. “Alcohol and pregnancy” warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric), latex gloves, sign not posted.","40.633252800234","-73.993968849274","312","44","021800","3138706","3056620059","BK88","3"
"40563362","P.S. 084 STEINWAY","2245","41 STREET","ASTORIA","NY","Queens","11105","2022-11-30T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2022-03-16T00:00:00.000","2530","FSE (Public School Cafeteria)",,,,"40.771504507619","-73.906329549774","401","22","011900","4015334","4007940017","QN72","4"
"40735684","BAIS BROCHO OF KARLIN STOLIN","4314","10 AVENUE","Brooklyn","NY","Brooklyn","11219","2023-02-14T00:00:00.000","BAIS BROCHO OF KARLIN STOLIN","2022-03-31T00:00:00.000","2533","FSE (Private School Cafeteria - Not-For-Profit)","G","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","40.642233792796","-73.995384141006","312","38","011200","3136036","3056010042","BK34","3"
"40542974","P.S. 178 - DR. SELMAN WAKSMAN, P.S. X596","850","BAYCHESTER AVENUE","Bronx","NY","Bronx","10475","2023-02-27T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2023-02-27T00:00:00.000","2530","FSE (Public School Cafeteria)",,,,"40.875887519224","-73.833861128989","210","12","046201","2116161","2051410150","BX13","2"
"50120245","NEIGHBORHOOD CHARTER SCHOOL HARLEM","421","WEST  145 STREET","New York","NY","Manhattan","10031","2022-12-14T00:00:00.000","NEIGHBORHOOD CHARTER SCHOOL OF HARLEM","2022-06-17T00:00:00.000","2533","FSE (Private School Cafeteria - Not-For-Profit)","AV","18A","Current valid permit, registration or other authorization to operate establishment not available.","40.824322264822","-73.945436716634","109","09","023100","1085780","1020600018","MN04","1"
"40542461","J.H.S. 291 ROLAND HAYES, MATH, ENGIN.& SCIENCE ACADEMY CHS, BUSHWICK COMMUNITY HIGH SCHOOL","231","PALMETTO STREET","Brooklyn","NY","Brooklyn","11221","2023-03-08T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2022-07-26T00:00:00.000","2530","FSE (Public School Cafeteria)",,,,"40.695355090503","-73.915142335393","304","37","043300","3076460","3033430001","BK77","3"
"41378109","LEARNERS AND LEADERS","384","SENECA AVENUE","Ridgewood","NY","Queens","11385","2022-11-10T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2022-03-31T00:00:00.000","2530","FSE (Public School Cafeteria)",,,,"40.707020152008","-73.914842488228","405","34","053900","4538307","4034280015","QN20","4"
"50082275","GRACE CHURCH SCHOOL","46","COOPER SQUARE","New York","NY","Manhattan","10003","2022-10-17T00:00:00.000","CATER TO YOU INC.","2022-02-09T00:00:00.000","2529","FSE (Private School Cafeteria - For Profit)",,,,"40.728693922727","-73.991091803866","102","02","005700","1082213","1005447503","MN23","1"
"50045102","RE-START @ CARES @ ROOSEVELT HOSPITAL CENTER ANTENUCCI","411","WEST  114 STREET","New York","NY","Manhattan","10025","2022-11-01T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2022-02-18T00:00:00.000","2530","FSE (Public School Cafeteria)",,,,"40.804884663059","-73.960497376014","109","07","020101","1056037","1018670009","MN09","1"
"50123399","KIPP FREEDOM ELEMENTARY","2246","JEROME AVENUE","Bronx","NY","Bronx","10453","2023-01-19T00:00:00.000","KIPP NYC PUBLIC CHARTER SCHOOLS","2022-05-12T00:00:00.000","2533","FSE (Private School Cafeteria - Not-For-Profit)","AV","18A","Current valid permit, registration or other authorization to operate establishment not available.","40.85783597112","-73.904201137651","205","14","023900","2014062","2031860049","BX40","2"
"50038663","YESHIVA LKTI PRIMARY","8011","210TH ST","JAMAICA","NY","Queens","11427","2022-12-08T00:00:00.000","YESHIVA RABBI LEIB KOVNER TIFERETH ISRAEL INC.","2022-12-08T00:00:00.000","2533","FSE (Private School Cafeteria - Not-For-Profit)","C","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","40.732811252933","-73.760538741234","411","23","129102","4446230","4077840045","QN42","4"
"40741003","AHI EZER YESHIVA","2433","OCEAN PARKWAY","Brooklyn","NY","Brooklyn","11235","2023-02-14T00:00:00.000","AHI EZER YESHIVA","2022-06-16T00:00:00.000","2533","FSE (Private School Cafeteria - Not-For-Profit)","C","04H","Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.","40.59024240731","-73.965316300815","315","48","037000","3195384","3072010001","BK19","3"
"40541043","FLUSHING HIGH SCHOOL","3501","UNION STREET","FLUSHING","NY","Queens","11354","2023-02-28T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2021-01-19T00:00:00.000","2530","FSE (Public School Cafeteria)","G","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","40.765158378239","-73.827889487092","407","20","116100","4113172","4050020001","QN22","4"
"41081462","P.S. Q233","11443","142 STREET","JAMAICA","NY","Queens","11436","2023-02-06T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2023-02-06T00:00:00.000","2530","FSE (Public School Cafeteria)",,,,"40.683301941979","-73.801290622885","412","28","019200","4259200","4119720070","QN76","4"
"40541488","PACE HIGH SCHOOL, M.S. 131, EMMA LAZARUS HIGH SCHOOL","100","HESTER STREET","New York","NY","Manhattan","10002","2023-01-20T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2021-08-02T00:00:00.000","2530","FSE (Public School Cafeteria)",,,,"40.716545721828","-73.993091909969","103","01","001600","1082489","1003010003","MN27","1"
"50102105","THE RICHMOND PRE-K CENTER AT 2530 VICTORY BOULEVARD","2530","VICTORY BOULEVARD","NULL","NY","Staten Island","10314","2023-01-31T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2021-04-27T00:00:00.000","2530","FSE (Public School Cafeteria)",,,,"40.60994752039","-74.147916770442","501","50","018901","5035399","5020990024","SI07","5"
