"data_as_of","development","hud_amp_","tds_","consolidated_tds_","development_edp_","operating_edp_","hud__","program","method","type","number_of_section_8_transition_apartments","number_of_current_apartments","total_number_of_apartments","number_of_rental_rooms","avg_no_r_r_per_apartment","population_section_8_transition","population_public_housing","total_population","total_of_fixed_income_household","percent_fixed_income_households","number_of_residential_bldgs","number_of_non_residential_bldgs","number_of_stairhalls","number_of_stories","total_area_sq_ft","acres","net_dev_area_sq_ft","excluding_park_acres","bldg_coverage_sq_ft","cubage_cu_ft","bldg_coverage__","density","development_cost","per_rental_room","avg_monthly_gross_rent","location_street_a","location_street_b","location_street_c","location_street_d","borough","community_distirct","us_congressional_district","ny_state_senate_district","ny_state_assembly_district","ny_city_council_district","completion_date","federalized_development","senior_development","electricity_paid_by_residents","private_management"
"1/1/2019","SAMUEL (MHOP) II","NY005013170","398","359","871","871","NY005345","MHOP","CONVENTIONAL","REHAB",,"4","10","20.0","5.00",,"12","12","0","0.0","1","0","1","5","3,098","0.07","3,098","0.07","2,326","114,675","75.08%","171","$967,700","$20,160","$1,036","AC POWELL BLVD","W 139TH ST","LENOX AVE",,"MANHATTAN","10","13","30","70","09","7/31/1993",,,"YES","YES"
"1/1/2019","SAMUEL (MHOP) III","NY005013170","399","359","483","483","NY005359","MHOP","CONVENTIONAL","REHAB",,"1","10","4.5","4.50",,"3","3","0","0.0","1","0","1","5","5,396","0.12","5,396","0.12","1,599","114,675","29.63%","25","$887,005","$20,159","$1,431","AC POWELL BLVD","W 142ND ST","LENOX AVE",,"MANHATTAN","10","13","30","71","09","6/30/1995",,,"YES","YES"
"1/1/2019","SARATOGA VILLAGE","NY005011620","158","162","274","269","NY005067","FEDERAL","CONVENTIONAL","NEW CONST",,"125","125","562.5","4.50",,"298","298","42","0.336","1","0","1","16","54,935","1.26","54,935","1.26","6,911","1,037,975","12.58%","237","$2,334,676","$4,147","$613","SARATOGA AVE","HANCOCK ST","HALSEY ST",,"BROOKLYN","16","8","18","55","41","12/31/1966",,,,
"1/1/2019","SEDGWICK","NY005010450","045","045","368","368","NY005183B","FEDERAL","CONVENTIONAL","NEW CONST",,"783","786","3,316.5","4.24",,"1,457","1,457","341","0.439","7","0","7","14-15","319,008","7.32","319,008","7.32","59,598","6,642,484","18.68%","199","$8,397,841","$2,529","$491","UNDERCLIFF AVE","W 174TH ST","UNIVERSITY AVE",,"BRONX","5","13","29","77","16","3/23/1951","1972/06/29-FED TRAN",,,
"1/1/2019","SEWARD PARK EXTENSION","NY005011000","192","100","312","312","NY005100","FEDERAL","CONVENTIONAL","NEW CONST",,"360","360","1,591.0","4.42",,"796","796","146","0.412","2","2","5","23","90,637","2.08","90,637","2.08","23,922","3,370,430","26.39%","383","$11,871,465","$7,394","$511","BROOME ST","NORFOLK ST","GRAND ST","ESSEX ST","MANHATTAN","3","12","26","65","01","10/31/1973",,,,
"1/1/2019","SHEEPSHEAD BAY","NY005010360","036","036","314","314","NY005114B","FEDERAL","CONVENTIONAL","NEW CONST",,"1,054","1,056","4,911.0","4.66",,"2,383","2,383","371","0.354","18","0","36","6","1,036,600","23.80","953,637","21.89","159,727","10,080,777","15.41%","100","$12,596,000","$2,573","$542","AVENUE X","BATCHELDER ST","AVENUE V","NOSTRAND AVE","BROOKLYN","15","9","19","41","46","8/8/1950","1968/08/29-FED TRAN",,,
"1/1/2019","SHELTON HOUSE","NY005010910","279","091","505","240","NY005203","FEDERAL","CONVENTIONAL","REHAB (ELD)",,"153","155","475.5","3.11",,"164","164","138","0.92","1","0","1","12","21,844","0.50","21,844","0.50","14,991","1,287,831","68.63%","328","$3,615,000","$7,061","$325","162ND ST","89TH AVE","163RD ST","JAMAICA AVE","QUEENS","12","5","14","32","24","10/31/1978",,"EXCLUSIVELY","YES",
"1/1/2019","SMITH","NY005000270","027","027","531","531","NY005220B","FEDERAL","CONVENTIONAL","NEW CONST",,"1,934","1,935","8,988.0","4.65",,"4,126","4,126","923","0.481","12","0","12","17","947,493","21.75","806,175","18.51","126,462","15,937,490","13.35%","190","$29,083,000","$3,270","$551","MADISON ST","CATHERINE ST","SOUTH ST","SAINT JAMES PL","MANHATTAN","3","7","26","65","01","4/27/1953","1978/07/01-ATP 3",,,
"1/1/2019","SOTOMAYOR HOUSES","NY005010670","067","067","222","222","NY005022","FEDERAL","CONVENTIONAL","NEW CONST",,"1,495","1,497","6,963.5","4.66",,"3,286","3,286","567","0.384","28","3","31","7","1,340,519","30.77","1,340,519","30.77","190,435","12,238,008","14.21%","107","$17,963,549","$2,564","$542","WATSON AVE","BRUCKNER BLVD","SOUNDVIEW AVE","LELAND AVE","BRONX","9","15","32","85","18","2/28/1955",,,,
"1/1/2019","SOUNDVIEW","NY005000710","071","071","537","537","NY005220H","FEDERAL","CONVENTIONAL","NEW CONST",,"1,258","1,259","5,863.0","4.66",,"2,901","2,901","493","0.396","13","2","28","7","1,076,761","24.72","1,076,761","24.72","164,048","10,481,330","14.32%","117","$13,445,000","$2,308","$500","ROSEDALE AVE","LACOMBE AVE","BRONX RIVER AVE","SOUNDVIEW PK","BRONX","9","15","32","85","18","10/29/1954","1978/07/01-ATP 3",,,
"1/1/2019","SOUTH BEACH","NY005010350","035","035","315","315","NY005114C","FEDERAL","CONVENTIONAL","NEW CONST",,"421","422","1,936.5","4.60",,"891","891","183","0.441","8","0","15","6","708,283","16.26","638,737","14.66","68,084","3,921,651","9.61%","55","$5,377,000","$2,795","$479","KRAMER ST","LAMPORT BLVD","REID AVE","PARKINSON AVE","STATEN ISLAND","2","11","23","64","50","3/20/1950","1968/08/29-FED TRAN",,,
"1/1/2019","SOUTH BRONX AREA (SITE 402)","NY005013420","305","342","550","753","NY005224","FEDERAL","TURNKEY","NEW CONST",,"112","114","592.0","5.29",,"383","383","18","0.162","4","0","19","3","149,500","3.43","149,500","3.43","41,764","1,301,202","27.94%","112","$8,902,455","$14,764","$636","E 158TH ST","E 161ST ST","CAULDWELL AVE","EAGLE AVE","BRONX","1","15","32","79","17","5/1/1988",,,"YES",
"1/1/2019","SOUTH JAMAICA I","NY005010080","008","008","206","206","NY005004","FEDERAL","CONVENTIONAL","NEW CONST",,"448","448","1,797.0","4.01",,"841","841","144","0.339","11","1","33","3-4","392,989","9.02","392,989","9.02","82,310","2,940,659","20.94%","93","$2,117,392","$1,182","$515","158TH ST","SOUTH RD","160TH ST","109TH AVE","QUEENS","12","5","10, 14","32","28","8/1/1940",,,,
"1/1/2019","SOUTH JAMAICA II","NY005010080","066","008","220","206","NY005018","FEDERAL","CONVENTIONAL","NEW CONST",,"598","600","2,811.0","4.70",,"1,449","1,449","166","0.283","16","0","27","3-7","579,217","13.30","579,217","13.36","116,506","5,268,542","20.11%","109","$8,541,145","$3,030","$592","SOUTH RD","160TH ST","BRINKERHOFF AVE","158TH ST","QUEENS","12","5","10, 14","32","28","10/25/1954",,,,
"1/1/2019","STANTON STREET","NY005013590","559","359","841","840","NY005326","FEDERAL","TURNKEY","NEW CONST",,"13","13","66.5","5.12",,"35","35","2","0.154","1","0","1","6","5,000","0.11","5,000","0.11","3,600",,"72.00%","318","$4,561,538","$68,595","$468","ATTORNEY ST","STANTON ST","RIDGE ST",,"MANHATTAN","3","12","26","65","01","12/1/2003",,,"YES","YES"
"1/1/2019","STAPLETON","NY005021140","114","114","436","436","NY005383","MIXED FINANCE/LLC1","CONVENTIONAL","NEW CONST","125","693","693","3,358.5","4.85","355","1,711","2,066","202","0.306","6","1","12","1, 8","734,857","16.87","611,147","14.03","76,976","6,441,281","10.47%","122","$12,271,000","$3,654","$521","BROAD & HILL STS","TOMPKINS AVE","WARREN ST","GORDON ST","STATEN ISLAND","1","11","23","61","49","5/31/1962",,,,
"1/1/2019","STEBBINS AVENUE-HEWITT PLACE","NY005013420","353","342","770","753","NY005280","FEDERAL","TURNKEY","NEW CONST",,"119","120","535.5","4.50",,"274","274","37","0.311","2","0","14","3","123,156","2.83","123,156","2.83","42,267","1,098,942","34.32%","97","$8,851,338","$16,391","$648","HEWITT PL","WESTCHESTER AVE","REV JAMES A POLITE AVE","DAWSON ST","BRONX","2","15","32","85","17","4/17/1987",,,"YES",
"1/1/2019","STERLING PLACE REHABS (SAINT JOHNS-STERLING)","NY005013510","366","351","801","765","NY005250","FEDERAL","TURNKEY","REHAB",,"83","83","440.5","5.31",,"275","275","12","0.146","5","0","5","4","49,149","1.13","49,149","1.13","28,039","1,312,849","57.05%","243","$9,091,865","$20,640","$709","SAINT JOHNS PL & PARK PL","STERLING PL","BUFFALO AVE & UTICA AVE","RALPH AVE","BROOKLYN","8","9","20, 25","55","36, 41","5/11/1991",,,"YES",
"1/1/2019","STERLING PLACE REHABS (STERLING-BUFFALO)","NY005013510","368","351","837","765","NY005305","FEDERAL","TURNKEY","REHAB",,"125","125","593.5","4.75",,"329","329","25","0.202","7","0","7","4","48,928","1.12","48,928","1.12","36,119","1,656,285","73.82%","294","$12,235,716","$20,616","$614","SAINT JOHNS PL & PARK PL","STERLING PL","BUFFALO AVE & UTICA AVE","RALPH AVE","BROOKLYN","8","9","20, 25","55","36, 41","5/11/1991",,,"YES",
"1/1/2019","STRAUS","NY005011530","153","153","263","263","NY005063","FEDERAL","CONVENTIONAL","NEW CONST",,"267","267","1,162.5","4.35",,"550","550","127","0.481","2","0","2","19-20","46,018","1.06","46,018","1.06","12,476","2,133,126","27.11%","519","$5,442,401","$4,674","$564","THIRD AVE","E 28TH ST","SECOND AVE","E 27TH ST","MANHATTAN","6","12","28","74","02","1/31/1965",,,,
"1/1/2019","STUYVESANT GARDENS I","NY005012210","221","221","337","337","NY005133","FEDERAL","TURNKEY","NEW CONST",,"329","331","1,614.5","4.91",,"828","828","96","0.293","5","0","25","4","202,058","4.64","202,058","4.64","92,431","3,341,149","45.74%","178","$10,070,462","$6,212","$626","QUINCY ST","MALCOLM X BLVD","MONROE ST","LEWIS AVE","BROOKLYN","3","8","25","56","36","8/31/1972",,,,
"1/1/2019","STUYVESANT GARDENS II","NY005012210","333","221","755","755","NY005269","FEDERAL","TURNKEY","NEW CONST (ELD)",,"150","150","525.0","3.50",,"166","166","135","0.912","1","0","1","7","70,050","1.61","70,050","1.61","16,458","1,044,874","23.49%","103","$9,991,893","$19,032","$396","QUINCY ST","MALCOLM X BLVD","MONROE ST","STUYVESANT AVE","BROOKLYN","3","8","25","56","36","2/28/1986",,"EXCLUSIVELY","YES",
"1/1/2019","SUMNER","NY005010730","073","073","538","538","NY005220I","FEDERAL","CONVENTIONAL","NEW CONST",,"1,098","1,099","5,007.0","4.56",,"2,288","2,288","470","0.432","13","0","24","7-12","963,265","22.11","905,577","20.79","131,812","8,881,677","13.68%","103","$18,007,000","$3,608","$528","PARK AVE","LEWIS AVE","MYRTLE AVE","THROOP AVE","BROOKLYN","3","8","18","56","36","5/14/1958","1978/07/01-ATP 3",,,
"1/1/2019","SURFSIDE GARDENS","NY005011700","170","170","278","278","NY005087","FEDERAL","CONVENTIONAL","NEW CONST",,"594","600","2,550.0","4.29",,"1,141","1,141","358","0.617","5","0","5","14-15","323,050","7.42","323,050","7.42","36,810","5,005,316","11.39%","154","$13,577,964","$5,261","$450","W 31ST ST","NEPTUNE AVE","W 33RD ST","SURF AVE","BROOKLYN","13","8","23","46","47","6/30/1969",,"PARTIALLY",,
"1/1/2019","SUTTER AVENUE-UNION STREET","NY005011670","369","167","807","203","NY005311","FEDERAL","TURNKEY","REHAB",,"100","100","467.0","4.67",,"254","254","19","0.192","3","0","3","4-6","37,500","0.86","37,500","0.86","21,424","1,011,839","57.13%","295","$9,370,007","$20,064","$678","SUTTER AVE","UNION STREET","EAST NEW YORK AVE",,"BROOKLYN","16","9","20","55","41","8/31/1995",,,"YES",
"1/1/2019","TAFT","NY005010970","097","097","261","261","NY005064","FEDERAL","CONVENTIONAL","NEW CONST",,"1,463","1,470","6,597.5","4.51",,"3,074","3,074","588","0.407","9","1","19","19","537,645","12.34","537,645","12.34","105,527","13,161,342","19.63%","249","$28,867,029","$4,367","$539","E 112TH ST","E 115TH ST","PARK AVE","FIFTH AVE","MANHATTAN","11","13","30","68","08, 09","12/31/1962",,,,
"1/1/2019","TAPSCOTT STREET REHAB","NY005011670","354","167","775","763","NY005278","FEDERAL","TURNKEY","REHAB",,"155","155","687.5","4.44",,"349","349","39","0.255","8","0","8","4","64,755","1.49","64,755","1.49","37,312","1,679,040","57.62%","234","$10,106,270","$14,721","$532","SUTTER AVE","GRAFTON ST","DUMONT AVE","UNION ST","BROOKLYN","16","9","20","55","41","1/24/1986",,,"YES",
"1/1/2019","TAYLOR STREET-WYTHE AVENUE","NY005012340","234","234","358","358","NY005141","FEDERAL","TURNKEY","NEW CONST",,"525","525","2,465.5","4.70",,"1,226","1,226","227","0.438","5","1","6","8-11-12-13","183,100","4.20","183,100","4.20","57,205","5,051,383","31.24%","292","$20,178,024","$8,118","$477","WYTHE AVE","CLYMER ST","ROSS ST",,"BROOKLYN","1","7","18","50","33","6/30/1974",,,,
"1/1/2019","TELLER AVENUE-EAST 166TH STREET","NY005013080","223","308","344","344","NY005163","FEDERAL","TURNKEY","NEW CONST",,"90","90","352.0","3.91",,"185","185","41","0.461","1","0","1","6","27,481","0.63","27,481","0.63","12,354","816,812","44.95%","294","$2,296,895","$6,363","$463","TELLER AVE","E 167TH ST","CLAY AVE","E 166TH ST","BRONX","4","15","32","77","16","9/30/1971",,,,
"1/1/2019","THOMAS APARTMENTS","NY005011270","268","127","387","259","NY005192","FEDERAL","TURNKEY","NEW CONST (ELD)",,"87","87","304.5","3.50",,"96","96","75","0.872","1","0","1","11","9,410","0.22","9,410","0.22","6,641","652,000","70.57%","436","$11,188,636","$36,744","$375","W 90TH ST","AMSTERDAM AVE","W 91ST ST","COLUMBUS AVE","MANHATTAN","7","10","30","69","06","8/31/1994",,"EXCLUSIVELY","YES",
"1/1/2019","THROGGS NECK","NY005010630","063","063","218","218","NY005015","FEDERAL","CONVENTIONAL","NEW CONST",,"1,182","1,185","5,423.0","4.59",,"2,648","2,648","407","0.349","29","2","66","3-7","1,430,081","32.83","1,430,081","32.83","228,989","11,440,850","16.01%","81","$15,541,569","$2,859","$540","RANDALL AVE","CALHOUN AVE","SAMPSON AVE","BALCOM AVE","BRONX","10","14","34","82","13","11/27/1953",,,,
"1/1/2019","THROGGS NECK ADDITION","NY005010630","193","063","303","218","NY005098","FEDERAL","CONVENTIONAL","NEW CONST",,"287","287","1,330.5","4.64",,"692","692","112","0.4","4","0","4","8-11","384,899","8.84","384,899","8.84","39,315","2,755,918","10.21%","78","$7,405,898","$5,523","$542","DEWEY AVE","BALCOLM AVE","RANDALL AVE","THROGGS NECK HOUSES","BRONX","10","14","34","82","13","9/30/1971",,,,
"1/1/2019","TILDEN","NY005000720","096","096","233","233","NY005034","FEDERAL","CONVENTIONAL","NEW CONST",,"998","998","4,750.0","4.76",,"2,556","2,556","326","0.332","8","1","9","16","465,764","10.69","465,764","10.69","66,416","8,888,637","14.26%","239","$14,827,430","$3,122","$492","DUMONT AVE","MOTHER GASTON BLVD","LIVONIA AVE","ROCKAWAY AVE","BROOKLYN","16","9","20","55","41","6/30/1961",,,,
"1/1/2019","TODT HILL","NY005000520","042","042","583","583","NY005268A","FEDERAL","CONVENTIONAL","NEW CONST",,"502","502","2,174.0","4.33",,"1,005","1,005","190","0.384","7","0","14","6","581,056","13.34","532,084","12.21","79,116","4,454,900","13.62%","75","$6,509,155","$2,994","$579","MANOR RD","SCHMIDTS LA","LAGUARDIA AVE","WESTWOOD AVE","STATEN ISLAND","2","11","24","63","49","6/1/1950","1980/07/01-ATP 6",,,
"1/1/2019","TOMPKINS","NY005011310","131","131","246","246","NY005046","FEDERAL","CONVENTIONAL","NEW CONST",,"1,045","1,046","5,218.5","4.99",,"2,818","2,818","352","0.34","8","1","13","8-16","521,950","11.98","521,950","11.98","94,386","9,894,217","18.08%","235","$18,445,969","$3,532","$572","PARK AVE","THROOP AVE","MYRTLE AVE","TOMPKINS AVE","BROOKLYN","3","8","18","56","36","7/31/1964",,,,
"1/1/2019","TWIN PARKS EAST (SITE 9)","NY005012270","287","180","577","577","NY005227","FEDERAL","CONVENTIONAL","NEW CONST (ELD)",,"219","219","689.5","3.15",,"231","231","189","0.875","1","0","1","14","71,490","1.64","71,490","1.64","11,388","1,505,284","15.93%","141","$11,406,932","$16,520","$296","CLINTON AVE","E 180TH ST","PROSPECT AVE","OAKLAND PL","BRONX","6","15","33","79","15","4/30/1982",,"EXCLUSIVELY","YES",
"1/1/2019","TWO BRIDGES URA (SITE 7)","NY005010760","266","076","389","221","NY005194","FEDERAL","TURNKEY","NEW CONST",,"250","250","1,251.0","5.00",,"622","622","107","0.428","1","0","1","26","31,735","0.73","31,735","0.73","13,314","2,613,000","41.95%","852","$10,508,730","$8,414","$650","CLINTON ST","SOUTH ST","CHERRY ST","MONTGOMERY ST","MANHATTAN","3","7","26","65","01","4/30/1975",,,,
"1/1/2019","UNION AVENUE-EAST 163RD STREET","NY005013420","342","342","753","753","NY005214","FEDERAL","TURNKEY","NEW CONST (ELD)",,"199","200","696.5","3.50",,"229","229","172","0.882","1","0","1","9","115,299","2.65","115,299","2.65","18,632","1,502,857","16.16%","86","$12,675,000","$18,107","$325","E 165TH ST","PROSPECT AVE","E 163RD ST","UNION AVE","BRONX","3","15","32","79","17","3/11/1985",,"EXCLUSIVELY","YES",
"1/1/2019","UNION AVENUE-EAST 166TH STREET","NY005013420","356","342","768","753","NY005291","FEDERAL","TURNKEY","NEW CONST",,"120","120","539.0","4.49",,"280","280","38","0.322","6","0","20","3","98,707","2.27","98,707","2.27","38,943","1,022,257","39.45%","123","$9,239,549","$17,142","$556","E 166TH ST","PROSPECT AVE","HOME ST","UNION AVE","BRONX","3","15","32","79","17","9/1/1988",,,"YES",
"1/1/2019","UNITY PLAZA (SITES 17,24,25A)","NY005012610","240","261","348","375","NY005169","FEDERAL","TURNKEY","NEW CONST",,"167","167","768.5","4.60",,"471","471","41","0.247","3","0","3","6","80,525","1.85","80,525","1.85","27,159","2,001,480","33.73%","255","$5,191,821","$6,699","$583","SUTTER AVE","BLAKE AVE","SHEFFIELD AVE","ALABAMA AVE","BROOKLYN","5","8","19","60","42","11/30/1973",,,,
"1/1/2019","UNITY PLAZA (SITES 4-27)","NY005012610","261","261","318","375","NY005117","FEDERAL","CONVENTIONAL","NEW CONST",,"460","462","2,141.0","4.65",,"1,133","1,133","130","0.288","5","0","13","6","249,250","5.72","249,250","5.72","89,543","5,304,133","35.92%","198","$16,798,483","$7,813","$557","BLAKE ST","SHEFFIELD AVE","DUMONT AVE","HINSDALE ST","BROOKLYN","5","8","19","60","42","9/30/1973",,,,
"1/1/2019","UNIVERSITY AVENUE REHAB","NY005013410","341","341","762","762","NY005283","FEDERAL","TURNKEY","REHAB",,"230","230","1,034.0","4.50",,"519","519","93","0.404","4","0","5","6","77,898","1.79","77,898","1.79","43,696","2,798,894","56.09%","290","$15,900,000","$15,377","$529","W BURNSIDE AVE","UNIVERSITY AVE","W TREMONT AVE","ANDREWS AVE","BRONX","5","15","29","86","14","1/31/1985",,,"YES","YES"
"1/1/2019","UPACA (SITE 5)","NY005012410","343","241","757","760","NY005254","FEDERAL","TURNKEY","NEW CONST (ELD)",,"179","200","626.5","3.50",,"204","204","147","0.84","1","0","1","11","63,577","1.46","63,577","1.46","14,325","1,434,170","22.53%","140","$13,369,245","$19,099","$312","E 121ST ST","LEXINGTON AVE","E 120TH ST","PARK AVE","MANHATTAN","11","13","30","68","09","7/3/1986",,"EXCLUSIVELY","YES",
"1/1/2019","UPACA (SITE 6)","NY005012410","355","241","760","760","NY005281","FEDERAL","TURNKEY","NEW CONST (ELD)",,"150","150","525.0","3.50",,"173","173","132","0.904","1","0","1","12","45,362","1.04","45,362","1.04","10,330","1,041,895","22.77%","166","$10,240,710","$19,506","$313","E 119TH ST","PARK AVE","E 122ND ST","LEXINGTON AVE","MANHATTAN","11","13","30","68","09","11/30/1987",,"EXCLUSIVELY","YES",
"1/1/2019","VAN DYKE I","NY005000610","061","061","216","216","NY005013","FEDERAL","CONVENTIONAL","NEW CONST",,"1,603","1,603","7,402.5","4.62",,"3,855","3,855","469","0.297","22","1","32","3-14","906,484","20.81","844,628","19.39","161,168","13,652,083","16.56%","185","$21,351,730","$2,884","$546","SUTTER AVE","POWELL ST","LIVONIA AVE","MOTHER GASTON BLVD","BROOKLYN","16","9","19, 20","55","41","5/27/1955",,,,
"1/1/2019","VAN DYKE II","NY005011680","146","182","257","257","NY005055","FEDERAL","CONVENTIONAL","NEW CONST (ELD)",,"111","112","413.5","3.73",,"128","128","104","0.945","1","0","1","14","40,574","0.93","40,574","0.93","9,017","845,622","22.22%","138","$2,318,317","$5,546","$334","DUMONT AVE","POWELL ST",,,"BROOKLYN","16","9","19","55","41","4/30/1964",,"EXCLUSIVELY",,
"1/1/2019","VANDALIA AVENUE","NY005011940","315","194","273","273","NY005243","FEDERAL","TURNKEY","NEW CONST (ELD)",,"288","293","1,036.0","3.60",,"333","333","262","0.91","2","1","3","10","256,217","5.88","256,217","5.88","33,868","2,315,113","13.22%","57","$20,511,981","$19,480","$376","LOUISIANA AVE","VANDALIA AVE","GEORGIA AVE","FLATLANDS AVE","BROOKLYN","5","8","19","60","42","5/31/1983",,"EXCLUSIVELY","YES",
"1/1/2019","VLADECK","NY005010060","006","006","204","204","NY005003","FEDERAL","CONVENTIONAL","NEW CONST",,"1,527","1,531","6,248.5","4.09",,"2,894","2,894","711","0.471","20","0","46","6","566,414","13.00","519,124","11.92","171,144","10,617,265","30.22%","223","$7,994,564","$1,276","$514","HENRY ST","WATER ST","GOUVERNEUR ST","JACKSON ST","MANHATTAN","3","7","26","65","02","11/25/1940",,,,
"1/1/2019","VLADECK II","NY005010060","007","006","371","204","NY005181B","FEDERAL","CONVENTIONAL","NEW CONST",,"240","240","1,080.0","4.50",,"545","545","93","0.392","4","0","8","6","96,933","2.23","96,933","2.23","28,827","1,766,160","29.74%","244","$1,269,490","$1,175","$545","MADISON ST","CHERRY ST","JACKSON ST",,"MANHATTAN","3","7","26","65","02","10/25/1940","1972/06/29-FED TRAN",,,
"1/1/2019","WAGNER","NY005010740","074","074","224","224","NY005024","FEDERAL","CONVENTIONAL","NEW CONST",,"2,151","2,162","10,068.5","4.68",,"4,814","4,814","875","0.409","22","1","22","7-16","1,172,233","26.91","1,083,783","24.88","150,639","16,837,094","12.85%","179","$32,794,423","$3,238","$536","E 120TH ST","SECOND AVE","E 124TH ST","FDR DRIVE","MANHATTAN","11","13","30","68","08","6/12/1958",,,,
"1/1/2019","WALD","NY005000230","023","023","511","511","NY005213C","FEDERAL","CONVENTIONAL","NEW CONST",,"1,861","1,861","8,767.5","4.71",,"3,985","3,985","785","0.425","16","2","19","11-14","717,071","16.46","694,013","15.93","133,117","14,691,881","18.56%","242","$22,094,000","$2,561","$564","FDR DRIVE","AVENUE D","E 6TH ST","E HOUSTON ST","MANHATTAN","3","7","26","74","02","10/14/1949","1977/07/01-ATP 1",,,
"1/1/2019","WASHINGTON","NY005010620","062","062","217","217","NY005014","FEDERAL","CONVENTIONAL","NEW CONST",,"1,515","1,515","7,053.5","4.66",,"3,416","3,416","590","0.394","14","1","18","2, 12-14","906,988","20.82","822,228","18.88","124,916","12,618,161","13.77%","164","$23,677,092","$3,357","$563","E 104TH ST","SECOND AVE","E 97TH ST","THIRD AVE","MANHATTAN","11","13","29","68","08","9/20/1957",,,,
"1/1/2019","WASHINGTON HEIGHTS REHAB (GROUPS 1&2)","NY005013090","293","309","563","341","NY005221","FEDERAL","CONVENTIONAL","REHAB",,"215","216","915.5","4.26",,"406","406","103","0.488","5","0","6","5-6","57,544","1.32","57,544","1.32","40,754","2,421,442","70.82%","308","$22,610,848","$24,631","$484","W 176TH ST","AMSTERDAM AVE","W 177TH ST","AUDUBON AVE","MANHATTAN","12","13","31","72","10","5/1/1988",,,"YES",
"1/1/2019","WASHINGTON HEIGHTS REHAB PHASE III","NY005010030&NY005013090","329, 523","003, 309","382 - HARLEM RIVER, 756 - FORT WASHINGTON","754 - HARLEM RIVER, 341 - FORT WASHINGTON","NY005284A - HARLEM RIVER, NY005284B - FORT WASHINGTON","FEDERAL","TURNKEY","REHAB",,"102","102","454.0","4.45",,,"204","36","0.36","8","0","8","5","29,032","0.67","29,032","0.67","21,549","1,292,850","74.22%","304","$7,175,585","$15,823","$532","W 156TH ST","BROADWAY","AMSTERDAM AVE","W 164TH,165TH STS","MANHATTAN","12","13","31","71, 72","07, 10","11/30/1987",,,"YES",
"1/1/2019","WASHINGTON HEIGHTS REHAB PHASE III (FORT WASHINGTON)","NY005013090","523","309","756","341","NY005284B","FEDERAL","TURNKEY","REHAB",,"88","88","391.0","4.44","0","174","174","31","0.36","7","0","7","5","25,086","0.58","25,086","0.58","18,156","1,113,273","72.38%","300","$6,178,887","$15,823","$536","W 163RD ST","W 164TH ST","W 165TH ST","AMSTERDAM AVE","MANHATTAN","12","13","31","71, 72","07, 10","11/30/1987",,,,
"1/1/2019","WASHINGTON HEIGHTS REHAB PHASE III (HARLEM RIVER)","NY005010030","329","003","382","754","NY005284A","FEDERAL","TURNKEY","REHAB",,"14","14","63.0","4.50","0","30","30","5","0.357","1","0","1","5","3,946","0.09","3,946","0.09","3,393","179,577","85.99%","333","$996,698","$15,821","$513","W 156TH ST","BROADWAY","AMSTERDAM AVE",,"MANHATTAN","12","13","31","71","07","11/30/1987",,,,
"1/1/2019","WASHINGTON HEIGHTS REHAB PHASE IV (C)","NY005013090","330","309","788","341","NY005228","FEDERAL","CONVENTIONAL","REHAB",,"32","32","129.0","4.03",,"67","67","16","0.516","2","0","2","5","8,593","0.20","8,593","0.20","6,012","323,625","69.96%","335","$3,052,119","$23,660","$478","W 176TH ST","AMSTERDAM AVE","W 177TH ST","AUDUBON AVE","MANHATTAN","12","13","31","72","10","10/1/1990",,,"YES",
"1/1/2019","WASHINGTON HEIGHTS REHAB PHASE IV (D)","NY005013090","331","309","789","341","NY005229","FEDERAL","CONVENTIONAL","REHAB",,"32","32","132.0","4.13",,"60","60","15","0.469","2","0","2","5","8,743","0.20","8,743","0.20","6,127","329,815","70.08%","300","$3,007,393","$22,783","$508","W 176TH ST","AMSTERDAM AVE",,"AUDUBON AVE","MANHATTAN","12","13","31","72","10","7/1/1990",,,"YES",
"1/1/2019","WEBSTER","NY005011410","141","141","231","231","NY005028","FEDERAL","CONVENTIONAL","NEW CONST",,"606","606","2,831.0","4.67",,"1,562","1,562","223","0.372","5","1","6","21","197,199","4.53","197,199","4.53","31,247","5,322,369","15.85%","345","$12,227,114","$4,319","$503","E 169TH ST","PARK AVE","E 168TH ST","WEBSTER AVE","BRONX","3","15","32","79","16","9/30/1965",,,,
"1/1/2019","WEEKSVILLE GARDENS","NY005010310","229","031","357","357","NY005132","FEDERAL","TURNKEY","NEW CONST",,"256","257","1,285.0","5.02",,"718","718","77","0.308","2","0","14","4-5","141,365","3.25","141,365","3.25","63,228","2,929,695","44.73%","221","$7,871,249","$6,073","$568","PACIFIC ST","SCHENECTADY AVE","DEAN ST","TROY AVE","BROOKLYN","8","8","25","56","36","4/30/1974",,,,
"1/1/2019","WEST BRIGHTON I","NY005010130","116","116","242","209","NY005040","FEDERAL","CONVENTIONAL","NEW CONST",,"487","490","2,338.5","4.80",,"1,377","1,377","135","0.278","8","1","9","8","367,961","8.45","367,961","8.45","65,839","4,850,947","17.89%","163","$9,893,117","$4,204","$543","CASTLETON AVE","HENDERSON AVE","ALASKA ST","BROADWAY","STATEN ISLAND","1","11","23","61","49","12/31/1962",,,,
