"bin","housenumber","streetname","borough","cbno","job_number","workpermitnumber","ahv_permit_number","ahvpermitstatus","variancetype","reasonforvariance","variance_start_date_time","variance_end_date_time","residence_200ft","enclosed_work","demolition","crane_use","latitude","longitude","community_board","council_district","census_tract","bbl","nta"
"2017265","243","EAST  202 STREET","BRONX","207",,"X00480196-I1-GC","X4583530","AHV Permit Issued","Initial","Construction activities with minimal noise impact","2022-06-12T08:00:00.000","2022-06-12T18:00:00.000","true","true","false","false","40.872879","-73.885042","7","11","413","2033080104","Bedford Park-Fordham North"
"1076268","277","PARK AVENUE","MANHATTAN","105",,"M00590820-I1-ST","M3564921","AHV Permit Issued","Initial","Construction activities with minimal noise impact","2021-11-05T18:00:00.000","2021-11-06T02:00:00.000","true","true","false","false","40.755564","-73.975138","5","4","92","1013027501","Turtle Bay-East Midtown"
"1001026","120","BROADWAY","MANHATTAN","101",,"M00589623-I1-GC","M5977636","AHV Permit Issued","Initial","Public Safety","2021-11-24T18:00:00.000","2021-11-24T22:00:00.000","true","false","false","false","40.708546","-74.011041","1","1","7","1000477501","Battery Park City-Lower Manhattan"
"2004869","1180","TINTON AVENUE","BRONX","203",,"X00503453-I1-FN","X1288515","AHV Permit Rejected","Initial","City Construction Project","2021-07-24T07:00:00.000","2021-07-24T17:00:00.000","true","true","false","false","40.828419","-73.900721","3","17","135","2026720001","Morrisania-Melrose"
"1020338","240","EAST   38 STREET","MANHATTAN","106",,"M00513574-I1-GC","M9344974","Approved","Initial","Construction activities with minimal noise impact","2022-04-16T06:00:00.000","2022-04-16T17:00:00.000","true","true","true","false","40.747681","-73.974975","6","4","78","1009187501","Murray Hill-Kips Bay"
"1005379","131","ESSEX STREET","MANHATTAN","103",,"M00565899-I1-SH","M8646064","AHV Permit Issued","Initial","Public Safety","2022-02-17T18:00:00.000","2022-02-18T06:00:00.000","true","false","false","false","40.720008","-73.987464","3","1","3001","1004110068","Chinatown"
"3127705","181","WEBSTER AVENUE","BROOKLYN","314",,"B00330924-I1-FN","B8360917","AHV Permit Issued","Initial","Construction activities with minimal noise impact","2021-02-07T08:00:00.000","2021-02-07T16:00:00.000","true","false","false","false","40.631393","-73.973855","14","44","480","3054160093","Flatbush"
"4436334","168-30","127 AVENUE","QUEENS","412",,"Q00494011-I1-GC","Q3013466","AHV Permit Issued","Initial","Public Safety","2021-09-25T09:00:00.000","2021-09-25T17:00:00.000","true","false","false","false","40.67812","-73.773517","12","28","33402","4124950002","Springfield Gardens North"
"1015175","11","PENNSYLVANIA PLAZA","MANHATTAN","105",,"M00448350-I1-GC, M00429961-I1-MS, M00448408-I1-MS, 140993067-01-AL, M00493917-I1-MS","M9022752","AHV Permit Issued","Initial","Public Safety","2021-05-07T18:00:00.000","2021-05-08T02:00:00.000","true","true","false","false","40.749402","-73.991775","5","3","101","1008070001","Midtown-Midtown South"
"1036465","375","PARK AVENUE","MANHATTAN","105",,"M00503677-I1-GC","M3491273","AHV Permit Issued","Initial","Public Safety","2021-06-18T18:00:00.000","2021-06-19T06:00:00.000","true","true","true","false","40.758786","-73.972801","5","4","100","1013070001","Turtle Bay-East Midtown"
"1023157","787","SEVENTH AVENUE","MANHATTAN","105",,"M00529192-I1-MS","M6280437","AHV Permit Issued","Initial","Public Safety","2021-08-11T18:00:00.000","2021-08-11T20:00:00.000","true","false","false","false","40.761955","-73.982622","5","4","131","1010040020","Midtown-Midtown South"
"2001874","333","EAST  151 STREET","BRONX","201",,"X00528517-I1-FN","X4436646","AHV Permit Issued","Initial","City Construction Project","2022-04-12T18:00:00.000","2022-04-13T00:00:00.000","true","false","false","false","40.818232","-73.919867","1","17","67","2024110022","Melrose South-Mott Haven North"
"1015862","350","FIFTH AVENUE","MANHATTAN","105",,"M00607507-I1-GC","M1640526","AHV Permit Issued","Renewal","Public Safety","2022-03-08T18:00:00.000","2022-03-09T02:00:00.000","true","true","true","false","40.748276","-73.98469","5","4","76","1008350041","Midtown-Midtown South"
"3016509","511","7 AVENUE","BROOKLYN","307",,"B00578510-I1-FN","B8117197","AHV Permit Issued","Renewal","City Construction Project","2022-06-13T18:00:00.000","2022-06-13T23:59:00.000","true","false","true","false","40.661061","-73.986534","7","38","149","3008690001","Park Slope-Gowanus"
"1034485","590","FIFTH AVENUE","MANHATTAN","105",,"M00585807-I1-GC","M8238898","AHV Permit Issued","Initial","Public Safety","2021-10-04T18:00:00.000","2021-10-05T02:00:00.000","true","true","true","false","40.757066","-73.978285","5","4","96","1012630038","Midtown-Midtown South"
"1071418","31","WEST   52 STREET","MANHATTAN","105",,"M00517182-I1-SH","M8363451","AHV Permit Issued","Renewal","Public Safety","2021-06-01T20:00:00.000","2021-06-02T07:00:00.000","true","false","false","false","40.760492","-73.977937","5","4","104","1012687501","Midtown-Midtown South"
"1080314","521","WEST   25 STREET","MANHATTAN","104",,"M00585621-I1-GC, M00584911-I1-MS","M1071021","AHV Permit Issued","Initial","Public Safety","2021-11-04T18:00:00.000","2021-11-04T21:00:00.000","true","false","false","false","40.749441","-74.004313","4","3","99","1006970013","Hudson Yards-Chelsea-Flatiron-Union Square"
"5175100","37","RIDGEFIELD AVENUE","STATEN ISLAND","501",,"S00536299-I1-GC-CX","S1435454","AHV Permit Rejected","Initial","Construction activities with minimal noise impact","2022-03-12T09:00:00.000","2022-03-12T16:00:00.000","true","false","false","false","40.612884","-74.088621","1","49","47",,"Grymes Hill-Clifton-Fox Hills"
"1016749","41","MADISON AVENUE","MANHATTAN","105",,"M00628064-I1-GC","M1135251","AHV Permit Issued","Renewal","Construction activities with minimal noise impact","2022-02-14T18:00:00.000","2022-02-15T06:50:00.000","false","true","true","false","40.742616","-73.986698","5","2","56","1008550037","Hudson Yards-Chelsea-Flatiron-Union Square"
"1076176","125","WEST   55 STREET","MANHATTAN","105",,"M00546730-I1-GC","M6589222","AHV Permit Issued","Initial","Public Safety","2021-09-11T07:00:00.000","2021-09-11T17:00:00.000","true","true","true","false","40.763514","-73.979276","5","4","137","1010080019","Midtown-Midtown South"
"1090274","415","10 AVENUE","MANHATTAN","104",,"M00430448-I1-MS, 140979270-01-EW-OT, M00430885-I1-MS, 140979314-01-EW-OT, M00430205-I1-MS","M4141787","AHV Permit Issued","Initial","Public Safety","2022-05-09T18:00:00.000","2022-05-10T07:00:00.000","true","true","false","false","40.754074","-73.999513","4","3","99","1007050039","Hudson Yards-Chelsea-Flatiron-Union Square"
"3319505","4","METROTECH","BROOKLYN","302",,"B00643703-I1-GC","B6754770","Approved","Initial","Public Safety","2022-04-19T18:00:00.000","2022-04-20T02:00:00.000","false","true","true","false","40.693666","-73.983686","2","33","15","3020590001","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"1015266","1400","BROADWAY","MANHATTAN","105","M00297839-I1","M00297839-I1-ST","M1637191","AHV Permit Rejected","Initial","Public Safety","2020-03-14T09:00:00.000","2020-03-14T17:00:00.000","false","true","false","false","40.753187","-73.987209","5","4","113","1008140019","Midtown-Midtown South"
"1082734","500","SECOND AVENUE","MANHATTAN","106","M00207804-I1","M00207804-I1-MS","M4001457","AHV Permit Rejected","Initial","Construction activities with minimal noise impact","2020-01-18T09:00:00.000","2020-01-18T17:00:00.000","true","true","false","false","40.741111","-73.978539","6","2","66","1009340001","Murray Hill-Kips Bay"
"3428601","595","DEAN STREET","BROOKLYN",,,,"B3236100","AHV Permit Issued","Initial","Construction activities with minimal noise impact","2021-11-07T07:00:00.000","2021-11-07T15:00:00.000","true","false","false","true","40.680653","-73.970133","8","35","163","3011290050","Prospect Heights"
"1000005","1","NEW YORK PLAZA","MANHATTAN","101",,"M00517742-I1-MS, M00517574-I1-GC","M3061897","AHV Permit Issued","Renewal","Public Safety","2021-12-16T18:00:00.000","2021-12-17T02:00:00.000","true","true","false","false","40.70254","-74.012562","1","1","9","1000047501","Battery Park City-Lower Manhattan"
"1012843","460","WEST   34 STREET","MANHATTAN","104",,"M00601720-I1-GC","M5328224","AHV Permit Issued","Initial","Public Safety","2021-12-11T09:00:00.000","2021-12-11T17:00:00.000","true","false","false","false","40.754329","-73.998578","4","3","103","1007310001","Hudson Yards-Chelsea-Flatiron-Union Square"
"3056874","170","GATES AVENUE","BROOKLYN","302",,"B00586082-I1-SE","B8015230","AHV Permit Issued","Renewal","City Construction Project","2022-07-16T08:00:00.000","2022-07-16T16:00:00.000","true","false","false","false","40.68505","-73.960659","2","35","231","3019830010","Clinton Hill"
"1037165","110","EAST   59 STREET","MANHATTAN","105",,"M00563173-I1-GC","M1112002","AHV Permit Rejected","Initial","Public Safety","2021-09-10T18:00:00.000","2021-09-10T22:00:00.000","true","false","false","false","40.762631","-73.969157","5","4","11203","1013130005","Turtle Bay-East Midtown"
"1035727","520","MADISON AVENUE","MANHATTAN","105",,"M00551694-I1-GC, M00511354-I1-MS","M6183943","AHV Permit Issued","Initial","Public Safety","2021-08-26T18:00:00.000","2021-08-27T00:00:00.000","false","true","true","false","40.760107","-73.974768","5","4","102","1012890014","Midtown-Midtown South"
"1037164","499","PARK AVENUE","MANHATTAN","105",,"M00244336-I1-ST","M3833679","AHV Permit Issued","Initial","Public Safety","2020-07-17T18:00:00.000","2020-07-18T03:00:00.000","true","true","false","false","40.762815","-73.969858","5","4","11203","1013130004","Turtle Bay-East Midtown"
"1018162","387","PARK AVENUE SOUTH","MANHATTAN","105",,"M00543972-I1-GC","M8328552","AHV Permit Issued","Initial","Public Safety","2021-07-14T18:00:00.000","2021-07-14T22:00:00.000","true","false","false","false","40.742795","-73.98445","5","2","68","1008830001","Gramercy"
"1036185","230","PARK AVENUE","MANHATTAN","105",,"M00704951-I1-GC","M4955285","AHV Permit Issued","Initial","Construction activities with minimal noise impact","2022-06-03T06:00:00.000","2022-06-03T07:00:00.000","false","true","false","false","40.754508","-73.975951","5","4","92","1013000001","Turtle Bay-East Midtown"
"3257042","28","FLEET WALK","BROOKLYN","302",,"B00352345-I1-SF, B00350023-I1-FN, B00350017-I1-SH","B5842854","AHV Permit Issued","Renewal","Public Safety","2021-05-23T08:00:00.000","2021-05-23T18:00:00.000","true","false","false","false","40.695151","-73.981201","2","35","15","3020500001","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"1076268","277","PARK AVENUE","MANHATTAN","105",,"M00429875-I1-MS","M6984646","AHV Permit Rejected","Initial","Public Safety","2020-12-17T18:00:00.000","2020-12-17T23:59:00.000","true","true","false","false","40.755564","-73.975138","5","4","92","1013027501","Turtle Bay-East Midtown"
"1089972","400","WEST 33 STREET","MANHATTAN","104",,"123857781-01-EW-OT, 123857781-02-EW-OT, 123857790-01-EW-OT, 123857790-02-EW-OT, 123857763-01-EW-OT, 123857763-02-EW-OT, 123857772-01-EW-OT, 123857772-02-EW-OT, M00306198-I1-MS","M8019423","AHV Permit Issued","Renewal","Public Safety","2021-01-20T18:00:00.000","2021-01-20T22:00:00.000","true","true","true","false","40.752825","-73.997051","4","3","103","1007290060","Hudson Yards-Chelsea-Flatiron-Union Square"
"3071688","815","BROADWAY","BROOKLYN","304",,"B00348071-I1-MS, 340727930-01-EW-OT","B5846010","AHV Permit Issued","Initial","Emergency Work","2020-10-06T18:00:00.000","2020-10-06T23:59:00.000","true","true","true","false","40.69955","-73.939838","4","34","389","3031320001","Bushwick South"
"3335899","422","FULTON STREET","BROOKLYN","302",,"B00508264-I1-ST, 320908899-01-AL","B7419325","AHV Permit Issued","Renewal","Public Safety","2021-11-29T23:00:00.000","2021-11-30T07:00:00.000","true","true","false","false","40.690891","-73.985951","2","33","37","3001567502","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"1076262","30","ROCKEFELLER PLAZA","MANHATTAN","105",,"M00593743-I1-GC","M8971728","AHV Permit Issued","Initial","Construction activities with minimal noise impact","2022-06-10T18:00:00.000","2022-06-11T06:00:00.000","false","true","true","false","40.758754","-73.978692","5","4","104","1012657501","Midtown-Midtown South"
"3073752","800","BUSHWICK AVENUE","BROOKLYN","304",,"B00598251-I1-FN","B3837667","AHV Permit Issued","Initial","City Construction Project","2022-05-31T18:00:00.000","2022-05-31T23:59:00.000","true","false","false","false","40.694921","-73.927931","4","34","393","3032410037","Bushwick South"
"4623816","82-11","172 STREET","QUEENS","408",,"Q00318278-I1-ST","Q7573630","AHV Permit Issued","Initial","Public Safety","2020-10-10T08:00:00.000","2020-10-10T17:00:00.000","true","false","false","false","40.719501","-73.794408","8","24","1267","4070500005","Pomonok-Flushing Heights-Hillcrest"
"1081017","420","FIFTH AVENUE","MANHATTAN","105",,"M00602249-I1-GC","M3216693","AHV Permit Issued","Initial","Construction activities with minimal noise impact","2022-06-13T18:00:00.000","2022-06-14T03:00:00.000","false","true","false","false","40.750809","-73.982845","5","4","84","1008397501","Midtown-Midtown South"
"3335129","63","FLUSHING AVENUE","BROOKLYN","302",,"B00641335-I1-GC, B00641335-S2-MS","B6668755","AHV Permit Issued","Initial","Public Safety","2022-06-09T18:00:00.000","2022-06-09T22:00:00.000","true","true","false","false","40.69802","-73.974986","2","33","543","3020230001","park-cemetery-etc-Brooklyn"
"1036049","1","EAST   57 STREET","MANHATTAN","105",,"M08020607-I1-GC","M8501045","AHV Permit Issued","Renewal","Public Safety","2022-12-14T18:00:00.000","2022-12-14T23:59:00.000","true","true","true","false","40.762873","-73.973724","5","4","11202","1012930001","Midtown-Midtown South"
"1083346","55","WATER STREET","MANHATTAN","101",,"M00565041-I1-ST, M00491851-I1-ST, M00491815-I1-GC, M00538253-I1-MS, M00537731-I1-GC","M1895988","AHV Permit Issued","Renewal","Construction activities with minimal noise impact","2021-09-25T00:00:00.000","2021-09-25T23:59:00.000","true","true","false","false","40.703608","-74.009691","1","1","9","1000327501","Battery Park City-Lower Manhattan"
"1088263","2280","FREDERICK DOUGLASS BOULEVARD","MANHATTAN","110",,"M00535662-I1-GC","M9561085","AHV Permit Rejected","Initial","Construction activities with minimal noise impact","2021-07-06T18:00:00.000","2021-07-06T22:00:00.000","true","true","false","false","40.808511","-73.952371","10","9","222","1019287506","Central Harlem South"
"1036465","375","PARK AVENUE","MANHATTAN","105",,"M00524927-I1-GC","M8146881","AHV Permit Issued","Renewal","Construction activities with minimal noise impact","2022-04-22T18:00:00.000","2022-04-23T02:00:00.000","true","true","false","false","40.758786","-73.972801","5","4","100","1013070001","Turtle Bay-East Midtown"
"1083859","50","ROCKEFELLER PLAZA","MANHATTAN","105",,"M00448707-I1-GC, M00448849-I1-MS","M9187583","AHV Permit Rejected","Initial","Public Safety","2021-02-01T18:00:00.000","2021-02-01T23:59:00.000","true","false","false","false","40.75938","-73.97823","5","4","104","1012660001","Midtown-Midtown South"
"5000291","80","MONROE AVENUE","STATEN ISLAND","501",,"S00611620-I1-FN","S8856544","AHV Permit Issued","Renewal","City Construction Project","2022-06-20T18:00:00.000","2022-06-20T23:59:00.000","true","false","true","false","40.6397","-74.079141","1","49","11","5000180015","West New Brighton-New Brighton-St. George"
"1035421","270","PARK AVENUE","MANHATTAN","105","M00078455-I1","M00078455-I1-FN","M5220630","AHV Permit Issued","Initial","Public Safety","2019-07-02T18:00:00.000","2019-07-03T06:00:00.000","true","false","false","false","40.755641","-73.975109","5","4","94","1012830021","Midtown-Midtown South"
"1000880","80","PINE STREET","MANHATTAN","101",,"M00674290-I1-GC, M00674300-I1-MS","M5727554","AHV Permit Rejected","Initial","Construction activities with minimal noise impact","2022-03-11T18:00:00.000","2022-03-11T22:00:00.000","true","false","false","false","40.705892","-74.007181","1","1","7","1000390012","Battery Park City-Lower Manhattan"
"1081146","300","PARK AVENUE","MANHATTAN","105",,"M00454680-I1-GC","M7368964","AHV Permit Issued","Initial","Construction activities with minimal noise impact","2021-07-23T18:00:00.000","2021-07-24T00:00:00.000","false","false","true","false","40.756802","-73.974271","5","4","102","1012850036","Midtown-Midtown South"
