"reporting_year","borough_block_lot","property_street_address_or","borough","zip_code","sold_date","vacant_on_12_31","construction_reported","vacant_6_30_or_date_sold","primary_business_activity","property_number","property_street","unit","borough_1","postcode","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta","nbhd"
"2021 and 2022","1002830043","121 EAST BROADWAY","MANHATTAN","10002",,"NO",,,"MISCELLANEOUS OTHER SERVICE","121","EAST BROADWAY",,"MANHATTAN","10002","40.7137116","-73.9921868","3","1","6","1003579","1002830043","MN28","Lower East Side"
"2021 and 2022","1002830074","28 CANAL STREET","MANHATTAN","10002",,"NO",,,"FOOD SERVICES","28","CANAL STREET",,"MANHATTAN","10002","40.7143181","-73.990513","3","1","6","1003600","1002830074","MN28","Lower East Side"
"2021 and 2022","1002840018","185 East Broadway","MANHATTAN","10002",,"NO",,,"REAL ESTATE","185","EAST BROADWAY",,"MANHATTAN","10002","40.7139118","-73.9890125","3","1","6","1003618","1002840018","MN28","Lower East Side"
"2021 and 2022","1002850023","205 East Bro adway","MANHATTAN","10002",,"NO",,,"NO BUSINESS ACTIVITY IDENTIFIED","205","EAST BROADWAY",,"MANHATTAN","10002","40.7140159","-73.987905","3","1","6","1003701","1002850023","MN28","Lower East Side"
"2021 and 2022","1002880033","521 GRAND STREET","MANHATTAN","10002",,"NO",,,"FOOD SERVICES","521","GRAND STREET",,"MANHATTAN","10002","40.7143253","-73.981852","3","1","2","1003741","1002880033","MN28","Lower East Side"
"2021 and 2022","1002890001","1 BOWERY STREET","MANHATTAN","10002",,"NO",,,"HEALTH CARE or SOCIAL ASSISTANCE","1","BOWERY",,"MANHATTAN","10002","40.7148537","-73.9959382","3","1","16","1075787","1002890001","MN27","Chinatown"
"2021 and 2022","1002920022","19 ELDRIDGE","MANHATTAN","10002",,"YES",,,"NO BUSINESS ACTIVITY IDENTIFIED","19","ELDRIDGE STREET",,"MANHATTAN","10002","40.7150457","-73.9938424","3","1","16","1003767","1002920022","MN27","Chinatown"
"2021 and 2022","1002930009","24 Eldridge st","MANHATTAN","10002",,"NO",,,"RETAIL","24","ELDRIDGE STREET",,"MANHATTAN","10002","40.7150429","-73.9933518","3","1","16","1003782","1002930009","MN27","Chinatown"
"2021 and 2022","1002940021","130 division","MANHATTAN","10002",,"NO",,,"FOOD SERVICES","2","ORCHARD STREET",,"MANHATTAN","10002","40.7145598","-73.9918945","3","1","16","1003798","1002940021","MN27","Chinatown"
"2021 and 2022","1003310120","500 Grand Street","MANHATTAN","10002",,"NO",,,"FOOD SERVICES","530","GRAND STREET",,"MANHATTAN","10002","40.7147725","-73.9805533","3","1","12","1076783","1003310120","MN28","Lower East Side"
"2021 and 2022","1003440040","110 RIDGE STREET","MANHATTAN","10002",,"NO",,,"OTHER","110","RIDGE STREET",,"MANHATTAN","10002","40.7188406","-73.9830737","3","2","22","1004096","1003440040","MN28","Lower East Side"
"2021 and 2022","1003440076","106 RIDGE STREET","MANHATTAN","10002",,"NO",,,"OTHER","106","RIDGE STREET",,"MANHATTAN","10002","40.7186952","-73.9831423","3","2","22","1004108","1003440076","MN28","Lower East Side"
"2021 and 2022","1003450011","174 Attorney Street","MANHATTAN","10002",,"NO",,,"MISCELLANEOUS OTHER SERVICE","319","EAST HOUSTON STREET",,"MANHATTAN","10002","40.7209211","-73.9829938","3","2","22","1004135","1003450011","MN28","Lower East Side"
"2021 and 2022","1003461106","180 BROOME STREET","MANHATTAN","10002",,"NO",,,"RETAIL","180","BROOME STREET","RTL1","MANHATTAN","10002","40.717332","-73.986454","3","1","14","1089891","1003461106","MN28","Lower East Side"
"2021 and 2022","1003471003","175 DELANCEY STREET","MANHATTAN","10002",,"NO",,,"OTHER","175","DELANCEY STREET","CF3","MANHATTAN","10002","40.717054","-73.985754","3","1","14","1089451","1003471003","MN28","Lower East Side"
"2021 and 2022","1003480018","157 RIVINGTON STREET","MANHATTAN","10002",,"NO",,,"RETAIL","157","RIVINGTON STREET",,"MANHATTAN","10002","40.7190111","-73.9855556","3","1","14","1082464","1003480018","MN28","Lower East Side"
"2021 and 2022","1003480024","91 CLINTON STREET","MANHATTAN","10002",,"NO",,,"FOOD SERVICES","91","CLINTON STREET",,"MANHATTAN","10002","40.718679","-73.9855738","3","1","14","1004180","1003480024","MN28","Lower East Side"
"2021 and 2022","1003040004","101 Bowery","MANHATTAN","10002",,"NO",,,"OTHER","101","BOWERY",,"MANHATTAN","10002","40.7174529","-73.9949316","3","1","16","1003921","1003040004","MN27","Chinatown"
"2021 and 2022","1000161302","102 North End Avenue","MANHATTAN","10282",,"NO",,,"FOOD SERVICES","102","NORTH END AVENUE","RETL","MANHATTAN","10282","40.71499","-74.015277","1","1","317","1085867","1000161302","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000163602","2 River Terrace","MANHATTAN","10280",,"NO",,,"FOOD SERVICES","1","RIVER TERRACE","CAFE","MANHATTAN","10280",,,"1","1","317","1087518","1000163602","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000166001","21 SOUTH END AVENUE","MANHATTAN","10280",,"YES",,"YES","NO BUSINESS ACTIVITY IDENTIFIED","21","SOUTH END AVENUE","COMM","MANHATTAN","10280","40.708312","-74.018117","1","1","317","1075698","1000166001","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000170029","90 Washington Street","MANHATTAN","10006",,"NO",,,"EDUCATIONAL SERVICES","90","WASHINGTON STREET",,"MANHATTAN","10006","40.7080732","-74.0148496","1","1","13","1000793","1000170029","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000181001","88 GREENWICH STREET","MANHATTAN","10006",,"NO",,,"FOOD SERVICES","88","GREENWICH STREET","CU","MANHATTAN","10006","40.707876","-74.014088","1","1","13","1000794","1000181001","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000190018","44 Trinity Place","MANHATTAN","10006",,"NO",,,"FOOD SERVICES","81","GREENWICH STREET",,"MANHATTAN","10006","40.7075958","-74.01345","1","1","13","1000798","1000190018","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000200004","39 BROADWAY","MANHATTAN","10006",,"NO",,,"RETAIL","39","BROADWAY",,"MANHATTAN","10006","40.7063442","-74.0134281","1","1","13","1000803","1000200004","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000210001","61 Broadway","MANHATTAN","10006",,"YES",,"YES","NO BUSINESS ACTIVITY IDENTIFIED","61","BROADWAY",,"MANHATTAN","10006","40.7071046","-74.0128367","1","1","13","1000808","1000210001","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000210006","71 BROADWAY","MANHATTAN","10006",,"NO",,,"MISCELLANEOUS OTHER SERVICE","71","BROADWAY",,"MANHATTAN","10006","40.7074916","-74.0125122","1","1","13","1000810","1000210006","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000220017","69 New Street","MANHATTAN","10004",,"NO",,,"FOOD SERVICES","32","BROADWAY",,"MANHATTAN","10004","40.7057953","-74.0127463","1","1","9","1078979","1000220017","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000220024","50 BROADWAY","MANHATTAN","10004",,"NO",,,"RETAIL","50","BROADWAY",,"MANHATTAN","10004","40.7062318","-74.0124398","1","1","9","1000813","1000220024","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000240001","60 BROAD STREET","MANHATTAN","10004",,"YES",,"YES","NO BUSINESS ACTIVITY IDENTIFIED","60","BROAD STREET",,"MANHATTAN","10004","40.7053123","-74.0119996","1","1","9","1000817","1000240001","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000240029","30 BROAD STREET","MANHATTAN","10004",,"NO",,,"FOOD SERVICES","30","BROAD STREET",,"MANHATTAN","10004","40.706273","-74.0116535","1","1","9","1000819","1000240029","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000241001","40 Broad Street","MANHATTAN","10004",,"NO",,,"RETAIL","40","BROAD STREET","COMM1","MANHATTAN","10004","40.706021","-74.011787","1","1","9","1078985","1000241001","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000250027","40 EXCHANGE PLACE","MANHATTAN","10005",,"NO",,,"RETAIL","40","EXCHANGE PLACE",,"MANHATTAN","10005","40.7056858","-74.0102865","1","1","9","1000825","1000250027","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000430002","40 WALL STREET","MANHATTAN","10005",,"NO",,,"OTHER","40","WALL STREET",,"MANHATTAN","10005","40.7070143","-74.0097348","1","1","7","1001018","1000430002","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000440001","28 LIBERTY STREET","MANHATTAN","10005",,"NO",,,"FINANCE & INSURANCE","28","LIBERTY STREET",,"MANHATTAN","10005","40.7077691","-74.0091254","1","1","7","1032583","1000440001","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000460001","2 Wall street","MANHATTAN","10005",,"NO",,,"FINANCE & INSURANCE","2","WALL STREET",,"MANHATTAN","10005","40.7077305","-74.0113256","1","1","7","1001023","1000460001","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000490002","111 BROADWAY","MANHATTAN","10006",,"YES",,,"NO BUSINESS ACTIVITY IDENTIFIED","111","BROADWAY",,"MANHATTAN","10006","40.7087131","-74.0116395","1","1","13","1001029","1000490002","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000500001","115 BROADWAY","MANHATTAN","10006",,"NO",,,"OTHER","115","BROADWAY",,"MANHATTAN","10006","40.7089355","-74.0114701","1","1","13","1001030","1000500001","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000510001","101 Greenwich","MANHATTAN","10006",,"YES",,,"NO BUSINESS ACTIVITY IDENTIFIED","101","GREENWICH STREET",,"MANHATTAN","10006","40.7080871","-74.0131688","1","1","13","1001031","1000510001","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000520016","112 Liberty Street","MANHATTAN","10006",,"YES",,,"NO BUSINESS ACTIVITY IDENTIFIED","112","LIBERTY STREET",,"MANHATTAN","10006","40.7095941","-74.0120978","1","1","13","1001042","1000520016","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000530002","99 WASHINGTON STREET","MANHATTAN","10006",,"NO",,,"OTHER","99","WASHINGTON STREET",,"MANHATTAN","10006","40.7082654","-74.0141246","1","1","13","1088967","1000530002","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000560004","90 WEST STREET","MANHATTAN","10006",,"YES",,,"NO BUSINESS ACTIVITY IDENTIFIED","90","WEST STREET",,"MANHATTAN","10006","40.7099919","-74.0142584","1","1","13","1001064","1000560004","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000621001","1 LIBERTY PLAZA","MANHATTAN","10006",,"NO",,,"FOOD SERVICES","1","LIBERTY PLAZA","1","MANHATTAN","10006","40.709754","-74.010843","1","1","13","1001068","1000621001","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000630020","175 BROADWAY","MANHATTAN","10007",,"YES",,,"NO BUSINESS ACTIVITY IDENTIFIED","175","BROADWAY",,"MANHATTAN","10007","40.7100582","-74.0101429","1","1","13","1001078","1000630020","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000630021","173 BROADWAY","MANHATTAN","10007",,"NO",,,"FOOD SERVICES","173","BROADWAY",,"MANHATTAN","10007","40.7100088","-74.0101861","1","1","13","1001079","1000630021","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000640012","150 BROADWAY","MANHATTAN","10038",,"YES",,,"NO BUSINESS ACTIVITY IDENTIFIED","150","BROADWAY",,"MANHATTAN","10038","40.7091799","-74.0100742","1","1","15","1001087","1000640012","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000650004","59 Nassau Street","MANHATTAN","10038",,"NO",,,"OTHER","25","MAIDEN LANE",,"MANHATTAN","10038","40.7092733","-74.0088587","1","1","15","1001095","1000650004","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000650007","15 MAIDEN LANE","MANHATTAN","10038",,"NO",,,"MISCELLANEOUS OTHER SERVICE","15","MAIDEN LANE",,"MANHATTAN","10038","40.7095889","-74.0090427","1","1","15","1001097","1000650007","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000650024","24A John Street","MANHATTAN","10038",,"YES",,,"NO BUSINESS ACTIVITY IDENTIFIED","24","JOHN STREET",,"MANHATTAN","10038","40.7095835","-74.008783","1","1","15","1001105","1000650024","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000970018","217 Front Street","MANHATTAN","10038",,"NO",,,"FOOD SERVICES","213","FRONT STREET",,"MANHATTAN","10038","40.707248","-74.0022831","1","1","15","1087524","1000970018","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000970030","38 Peck Slip","MANHATTAN","10038",,"NO",,,"OTHER","36","PECK SLIP",,"MANHATTAN","10038","40.707517","-74.0017457","1","1","15","1079113","1000970030","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000971201","220 Front Street","MANHATTAN","10038",,"YES",,"YES","NO BUSINESS ACTIVITY IDENTIFIED","220","FRONT STREET","RETL","MANHATTAN","10038","40.707608","-74.002359","1","1","15","1086561","1000971201","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1001001201","8 SPRUCE STREET","MANHATTAN","10038","2022-06-15T00:00:00.000","NO",,,"FOOD SERVICES","8","SPRUCE STREET","RR/R","MANHATTAN","10038","40.71097","-74.005677","1","1","15","1087485","1001001201","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1001160048","31 JAMES STREET","MANHATTAN","10038",,"YES",,,"NO BUSINESS ACTIVITY IDENTIFIED","31","JAMES STREET",,"MANHATTAN","10038","40.7121254","-73.9988674","3","1","27","1001392","1001160048","MN27","Chinatown"
"2021 and 2022","1001170001","185 Park Row","MANHATTAN","10038",,"NO",,,"HEALTH CARE or SOCIAL ASSISTANCE","185","PARK ROW",,"MANHATTAN","10038","40.7125262","-73.9998521","3","1","27","1077406","1001170001","MN27","Chinatown"
"2021 and 2022","1001170001","217 Park Row","MANHATTAN","10038",,"NO",,,"MISCELLANEOUS OTHER SERVICE","185","PARK ROW",,"MANHATTAN","10038","40.7125262","-73.9998521","3","1","27","1077406","1001170001","MN27","Chinatown"
"2021 and 2022","1001231001","12 Park Place","MANHATTAN","10279",,"NO",,,"FOOD SERVICES","233","BROADWAY","LOWER","MANHATTAN","10279","40.712458","-74.008329","1","1","21","1087167","1001231001","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1001240004","11 PARK PLACE","MANHATTAN","10007",,"NO",,,"FOOD SERVICES","11","PARK PLACE",,"MANHATTAN","10007","40.7131627","-74.0082279","1","1","21","1001399","1001240004","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1001240011","25 PARK PLACE","MANHATTAN","10007",,"NO",,,"FOOD SERVICES","25","PARK PLACE",,"MANHATTAN","10007","40.713385","-74.0087402","1","1","21","1001404","1001240011","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1001250020","50 Park Place","MANHATTAN","10007",,"NO",,,"EDUCATIONAL SERVICES","50","PARK PLACE",,"MANHATTAN","10007","40.713286","-74.0101362","1","1","21","1001409","1001250020","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1001260027","120 CHURCH STREET","MANHATTAN","10007",,"NO",,,"RETAIL","120","CHURCH STREET",,"MANHATTAN","10007","40.7137911","-74.0095086","1","1","21","1001410","1001260027","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1001280002","101 BARCLAY STREET","MANHATTAN","10007",,"NO",,,"OTHER","101","BARCLAY STREET",,"MANHATTAN","10007","40.71451","-74.0122357","1","1","21","1001416","1001280002","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1001320002","67 MURRAY STREET","MANHATTAN","10007",,"NO",,,"FOOD SERVICES","67","MURRAY STREET",,"MANHATTAN","10007","40.7146831","-74.0102229","1","1","21","1001419","1001320002","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1001321001","275 GREENWICH STREET","MANHATTAN","10007",,"NO",,,"RETAIL","275","GREENWICH STREET","COMM","MANHATTAN","10007","40.715172","-74.010923","1","1","21","1001495","1001321001","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1001620018","34 MOTT STREET","MANHATTAN","10013",,"NO",,,"RETAIL","34","MOTT STREET",,"MANHATTAN","10013","40.7148537","-73.9986761","3","1","29","1001695","1001620018","MN27","Chinatown"
"2021 and 2022","1001620033","DOYER STREET","MANHATTAN","10013",,"NO",,,"FOOD SERVICES","3","DOYERS STREET",,"MANHATTAN","10013","40.7142416","-73.9979944","3","1","29","1001703","1001620033","MN27","Chinatown"
"2021 and 2022","1001620041","6 CHATHAM SQUARE","MANHATTAN","10038",,"NO",,"YES","NO BUSINESS ACTIVITY IDENTIFIED","6","CHATHAM SQUARE",,"MANHATTAN","10038","40.7140028","-73.9983335","3","1","29","1001708","1001620041","MN27","Chinatown"
"2021 and 2022","1001620057","10 BOWERY","MANHATTAN","10013",,"NO",,,"OTHER","10","BOWERY",,"MANHATTAN","10013","40.7144228","-73.9976264","3","1","29","1001720","1001620057","MN27","Chinatown"
"2021 and 2022","1001621005","7 CHATHAM SQUARE","MANHATTAN","10038",,"NO",,,"HEALTH CARE or SOCIAL ASSISTANCE","7","CHATHAM SQUARE","206","MANHATTAN","10038","40.714047","-73.998218","3","1","29","1001726","1001621005","MN27","Chinatown"
"2021 and 2022","1001630013","34 PELL STREET","MANHATTAN","10013",,"NO",,,"FOOD SERVICES","34","PELL STREET",,"MANHATTAN","10013","40.71512","-73.9985715","3","1","29","1001784","1001630013","MN27","Chinatown"
"2021 and 2022","1001630016","46 MOTT STREET","MANHATTAN","10013",,"NO",,,"FOOD SERVICES","46","MOTT STREET",,"MANHATTAN","10013","40.7153011","-73.9985102","3","1","29","1001787","1001630016","MN27","Chinatown"
"2021 and 2022","1001630023","63 BAYARD STREET","MANHATTAN","10013",,"NO",,,"RETAIL","63","BAYARD STREET",,"MANHATTAN","10013","40.7152792","-73.9981134","3","1","29","1001792","1001630023","MN27","Chinatown"
"2021 and 2022","1001630028","53 BAYARD STREET","MANHATTAN","10013",,"NO",,,"FOOD SERVICES","53","BAYARD STREET",,"MANHATTAN","10013","40.7151529","-73.9977058","3","1","29","1001796","1001630028","MN27","Chinatown"
"2021 and 2022","1001640007","42 MULBERRY STREET","MANHATTAN","10013",,"NO",,,"RETAIL","42","MULBERRY STREET",,"MANHATTAN","10013","40.7149278","-73.9994192","3","1","29","1001809","1001640007","MN27","Chinatown"
"2021 and 2022","1001640019","89 BAYARD STREET","MANHATTAN","10013",,"NO",,,"FOOD SERVICES","66","MULBERRY STREET",,"MANHATTAN","10013","40.7157128","-73.9991415","3","1","29","1077446","1001640019","MN27","Chinatown"
"2021 and 2022","1001640024","79 Bayard","MANHATTAN","10013",,"NO",,,"EDUCATIONAL SERVICES","77","BAYARD STREET",,"MANHATTAN","10013","40.7155646","-73.9987266","3","1","29","1001813","1001640024","MN27","Chinatown"
"2021 and 2022","1001640026","47 MOTT STREET","MANHATTAN","10013",,"NO",,,"RETAIL","47","MOTT STREET",,"MANHATTAN","10013","40.7153972","-73.9989106","3","1","29","1001815","1001640026","MN27","Chinatown"
"2021 and 2022","1001640032","37 MOTT STREET","MANHATTAN","10013",,"YES",,"YES","NO BUSINESS ACTIVITY IDENTIFIED","33","MOTT STREET",,"MANHATTAN","10013","40.7149937","-73.9991126","3","1","29","1001818","1001640032","MN27","Chinatown"
"2021 and 2022","1001640048","15 MOTT STREET","MANHATTAN","10013",,"NO",,,"FOOD SERVICES","15","MOTT STREET",,"MANHATTAN","10013","40.7141895","-73.9990044","3","1","29","1079264","1001640048","MN27","Chinatown"
"2021 and 2022","1001700020","111 WORTH STREET","MANHATTAN","10013",,"YES",,,"NO BUSINESS ACTIVITY IDENTIFIED","111","WORTH STREET",,"MANHATTAN","10013","40.7160559","-74.0034919","1","1","31","1086161","1001700020","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1001710005","358 BROADWAY","MANHATTAN","10013",,"NO",,,"RETAIL","358","BROADWAY",,"MANHATTAN","10013","40.7170385","-74.0031889","1","1","31","1001840","1001710005","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1001990002","81 Baxter Street","MANHATTAN","10013",,"NO",,,"MISCELLANEOUS OTHER SERVICE","81","BAXTER STREET",,"MANHATTAN","10013","40.7165253","-73.9996537","3","1","29","1002367","1001990002","MN27","Chinatown"
"2021 and 2022","1001990013","214 Canal St","MANHATTAN","10013",,"NO",,,"RETAIL","214","CANAL STREET",,"MANHATTAN","10013","40.7170139","-73.9991919","3","1","29","1002372","1001990013","MN27","Chinatown"
