"the_geom","seatingcho","retailname","bizname","bizdba","biz_desc","other_bizd","bizstreetn","suitenum","bizboro","bizzip","bizaddress","sidewalkdi","sidewalk_1","sidewalkar","openstreet","openstre_1","openstre_2","qualify_si","qualify_op","landmarkdi","landmark_1","healthcomp","submission","creationda","long","lat","x","y"
"POINT (-73.97733314424428 40.7553635525509)","sidewalk","Charles Tyrwhitt","Charles Tyrwhitt Inc","Charles Tyrwhitt","Clothing, Shoe, Accessories Store",,"377 Madison Avenue",,"Manhattan","10017","377 Madison Avenue, Manhattan, NY","70","13","910","0","0",,"yes","no","no",,"yes","2020-11-17T00:00:00.000","2022-11-02T00:00:00.000","-73.9773331442","40.7553635526","990529.865053","214476.814862"
"POINT (-73.89186374403613 40.748685281984585)","sidewalk","Lavanya Inc","Lavanya Inc","Lavanya Inc","Clothing, Shoe, Accessories Store",,"37-08 74th Street",,"Queens","11372","37-08 74th Street, Queens, NY","30","5","150","0","0",,"yes","no","no",,"yes","2021-07-14T00:00:00.000","2022-11-02T00:00:00.000","-73.891863744","40.748685282","1014212.20647","212061.386294"
"POINT (-0.0000000001911132 -0.0000000001788617)","both",,,,,,,,,,,"0","0",,"0","0",,"no","no",,,,,"2022-11-02T00:00:00.000","-0.00000000019041344767","-1.78722274927E-10","31130726.7325","-2280004.57969"
"POINT (-73.93964114314322 40.6250017053163)","sidewalk","H&H Mini Mart Inc.","H&H Mini Mart Inc.","H&H Mini Mart Inc.","Supermarket & Grocery Store",,"1830 Flatbush Avenue",,"Brooklyn","11219","1830 Flatbush Avenue, Brooklyn, NY","25","12","300","0","0",,"yes","no","no",,"yes","2022-06-03T00:00:00.000","2022-11-02T00:00:00.000","-73.9396411431","40.6250017053","1001005.18006","166987.126049"
"POINT (-0.0000000001911132 -0.0000000001788617)","sidewalk","rainbow","rainbow usa inc","rainbow","Clothing, Shoe, Accessories Store",,"1 belmont ave",,"Brooklyn","11212","1 belmont ave, Brooklyn, NY","50","10","500","0","0",,"yes","no","no",,"yes","2020-11-03T00:00:00.000","2022-11-02T00:00:00.000","-0.00000000019041344767","-1.78722274927E-10","31130726.7325","-2280004.57969"
"POINT (-74.00735197269132 40.7393075159865)","sidewalk","Belstaff","Belstaff North America","Belstaff","Clothing, Shoe, Accessories Store",,"62 Gansevoort St.",,"Manhattan","10014","62 Gansevoort St., Manhattan, NY","21","17","357","0","0",,"yes","no","no",,"yes","2020-11-21T00:00:00.000","2022-11-02T00:00:00.000","-74.0073519727","40.739307516","982212.640874","208626.358716"
"POINT (-73.82758472373777 40.75371087416648)","sidewalk","BAI XIANG GUO YUAN INC","BAI XIANG GUO YUAN INC","BAI XIANG GUO YUAN INC","Supermarket & Grocery Store",,"41-42A Main St","#1-2","Queens","11355","41-42A Main St , Queens, NY","17","20","340","0","0",,"yes","no","no",,"yes","2020-10-29T00:00:00.000","2022-11-02T00:00:00.000","-73.8275847237","40.7537108742","1032018.90347","213920.889137"
"POINT (-73.93087945050301 40.76770072934629)","sidewalk","Horton’s Market","Horton’s market llc","Horton’s Market Llc","Supermarket & Grocery Store",,"1454 31st ave","Unit c 1","Queens","11106","1454 31st ave, Queens, NY","60","16","960","0","0",,"yes","no","no",,"yes","2022-08-30T00:00:00.000","2022-11-02T00:00:00.000","-73.9308794505","40.7677007293","1003396.33834","218978.39477"
"POINT (-73.8918622832676 40.82358458144076)","sidewalk","Players USA inc","Players USA inc","Players USA inc","Clothing, Shoe, Accessories Store",,"1027 southern blv","Front store","Bronx","10459","1027 southern blv , Bronx, NY","0","0","0","0","0",,"yes","no","no",,"yes","2021-01-22T00:00:00.000","2022-11-02T00:00:00.000","-73.8918622833","40.8235845814","1014178.92405","239349.742479"
"POINT (-73.8933818391506 40.86187697110088)","sidewalk","Hot Point","Hot Point Of Fordham","Hot Point","Clothing, Shoe, Accessories Store",,"340 East Fordham Road",,"Bronx","10458","340 East Fordham Road, Bronx, NY","32","5","160","0","0",,"yes","no","no",,"yes","2020-10-29T00:00:00.000","2022-11-02T00:00:00.000","-73.8933818392","40.8618769711","1013741.38097","253300.57186"
"POINT (-73.95996097187712 40.59840881812853)","sidewalk","The Mail Drop","L&L Shipping Center Inc","The Mail Drop","Other","Shipping Store,Mail&Parcels,USPS Approved","1202 AVENUE U",,"Brooklyn","11229","1202 AVENUE U , Brooklyn, NY","25","25","625","0","0",,"yes","no","no",,"yes","2020-11-06T00:00:00.000","2022-11-02T00:00:00.000","-73.9599609719","40.5984088181","995368.972173","157295.413149"
"POINT (-73.8211191885701 40.6872876266183)","sidewalk","Kid City","Garico Inc.","Kid City","Clothing, Shoe, Accessories Store",,"122-12 Liberty Ave.",,"Queens","11419","122-12 Liberty Ave., Queens, NY","40","14","560","0","0",,"yes","no","no",,"yes","2022-05-24T00:00:00.000","2022-11-02T00:00:00.000","-73.8211191886","40.6872876266","1033859.64289","189724.500522"
"POINT (-73.86075502858748 40.83663688061748)","sidewalk","Kids Place","Baby Place of Parkchester Inc.","KIDS PLACE OF NEW JERSEY","Clothing, Shoe, Accessories Store",,"1450 Metropolitan Ave.",,"Bronx","10462","1450 Metropolitan Ave., Bronx, NY","90","16","1440","0","0",,"yes","no","no",,"yes","2020-10-29T00:00:00.000","2022-11-02T00:00:00.000","-73.8607550286","40.8366368806","1022780.81203","244117.325791"
"POINT (-73.96622778647493 40.576561051894494)","sidewalk","Global Trade House Inc","Global Trade House Inc","Saint Petersburg Trade House","Gift store, Stationary",,"228-230 Brighton Beach Avenue",,"Brooklyn","11235","228-230 Brighton Beach Avenue, Brooklyn, NY","51","17","867","0","0",,"yes","no","no",,"yes","2020-10-28T00:00:00.000","2022-11-02T00:00:00.000","-73.9662277865","40.5765610519","993631.725647","149334.98911"
"POINT (-0.0000000001911132 -0.0000000001788617)","both",,,,,,,,,,,"0","0",,"0","0",,"no","no",,,,,"2022-11-02T00:00:00.000","-0.00000000019041344767","-1.78722274927E-10","31130726.7325","-2280004.57969"
"POINT (-0.0000000001911132 -0.0000000001788617)","sidewalk",,,,,,,,,,,"0","0",,"0","0",,"no","no",,,,,"2022-11-02T00:00:00.000","-0.00000000019041344767","-1.78722274927E-10","31130726.7325","-2280004.57969"
"POINT (-73.93783501041915 40.74872597229304)","sidewalk","Murray's Cheese BAr","Murray's Cheese LLC","Murray's Cheese Bar","Specialty Food Store (Cheese shop, butcher, fruit and vegetable store, fish market, bakery, etc.)",,"28-30 Jackson Avenue",,"Queens","11101","28-30 Jackson Avenue, Queens, NY","15","20","300","0","0",,"yes","no","no",,"yes","2020-11-09T00:00:00.000","2022-11-02T00:00:00.000","-73.9378350104","40.7487259723","1001474.56003","212063.829203"
"POINT (-73.96451360312953 40.6248085861923)","sidewalk","j steps","j steps","j steps","Clothing, Shoe, Accessories Store",,"1116 ave j",,"Brooklyn","11230","1116 ave j, Brooklyn, NY","10","16","160","0","0",,"yes","no","no",,"yes","2020-10-28T00:00:00.000","2022-11-02T00:00:00.000","-73.9645136031","40.6248085862","994100.794919","166912.990371"
"POINT (-73.98347371849968 40.72299767758379)","sidewalk","3rd & B’zaar","3rd and bzaar incorporated","3rd & B’zaar","Clothing, Shoe, Accessories Store",,"191 E 3rd st","Store front west","Manhattan","10009","191 E 3rd st, Manhattan, NY","19","13","247","0","0",,"yes","no","no",,"yes","2022-04-20T00:00:00.000","2022-11-02T00:00:00.000","-73.9834737185","40.7229976776","988830.840236","202684.521518"
"POINT (-73.90205499942697 40.70499000014642)","sidewalk","MANUS","Clothing Emporium Inc.","MANUS","Clothing, Shoe, Accessories Store",,"342 E. Fordham Rd.",,"Queens","11385","342 E. Fordham Rd., Queens, NY","10","5","50","0","0",,"yes","no","no",,"yes","2020-10-30T00:00:00.000","2022-11-02T00:00:00.000","-73.9020549994","40.7049900001","1011406.23242","196138.527064"
"POINT (-73.95768386013768 40.67134629474344)","sidewalk","Bob and Betty's Food Market","805 Franklin Avenue Food Corp.","Bob and Betty's Food Market","Supermarket & Grocery Store",,"805 Franklin Avenue",,"Brooklyn","11238","805 Franklin Avenue, Brooklyn, NY","100","7","700","0","0",,"yes","no","no",,"yes","2020-10-31T00:00:00.000","2022-11-02T00:00:00.000","-73.9576838601","40.6713462947","995988.496852","183868.796026"
"POINT (-73.91766982830985 40.76065388059521)","sidewalk","The hour children s","Hour children inc","The hour children s","Thrift Store (Used goods, etc.)",,"31-24 Steinway Street","Store front","Queens","11103","31-24 Steinway Street, Queens, NY","19","18","342","0","0",,"yes","no","no",,"yes","2020-11-02T00:00:00.000","2022-11-02T00:00:00.000","-73.9176698283","40.7606538806","1007057.80542","216414.159741"
"POINT (-74.13595101461325 40.624946510112224)","sidewalk","Anna deli grocery Inc","Anna deli grocery Inc","Anna deli grocery Inc","Bodega/Deli/Convenience Store",,"1414 forest ave",,"Staten Island","10302","1414 forest ave , Staten Island, NY","5","4","20","0","0",,"yes","no","no",,"yes","2020-12-02T00:00:00.000","2022-11-02T00:00:00.000","-74.1359510146","40.6249465101","946510.967199","166990.529914"
"POINT (-73.96123641161898 40.77165328578181)","sidewalk","La petite princesse inc DBA OUI!","La Petite Princesse inc","La petite princesse inc DBA OUI!","Other","gift store accessories, hats, mittens, coats, jewels","1031 Leximgton ave - corner store","corner store","Manhattan","10021","1031 Leximgton ave - corner store, Manhattan, NY","33","13","429","0","0",,"yes","no","no",,"yes","2020-11-11T00:00:00.000","2022-11-02T00:00:00.000","-73.9612364116","40.7716532858","994986.847281","220413.264276"
"POINT (-73.96833390603447 40.63948295064487)","sidewalk","Brooklyn Artery","Meredith Jacks, LLC","Brooklyn Artery","Gift store, Stationary",,"1021 Cortelyou Road",,"Brooklyn","11218","1021 Cortelyou Road, Brooklyn, NY","22","17","374","0","0",,"yes","no","no",,"yes","2020-10-28T00:00:00.000","2022-11-02T00:00:00.000","-73.968333906","40.6394829506","993038.370863","172258.848117"
"POINT (-73.98620093938553 40.68742073196608)","sidewalk","Kimera","kimera design group, inc.","Kimera","Clothing, Shoe, Accessories Store",,"366 atlantic avenue",,"Brooklyn","11217","366 atlantic avenue, Brooklyn, NY","30","20","600","0","0",,"yes","no","no",,"yes","2020-10-28T00:00:00.000","2022-11-02T00:00:00.000","-73.9862009394","40.687420732","988076.936888","189722.642586"
"POINT (-73.79380214700497 40.710419290857)","sidewalk","RRAJ Corporation","RRAJ corporation","RRAJ Corporation","Specialty Food Store (Cheese shop, butcher, fruit and vegetable store, fish market, bakery, etc.)",,"16829 Hillside ave",,"Queens","11432","16829 Hillside ave, Queens, NY","12","5","60","0","0",,"yes","no","no",,"yes","2021-01-12T00:00:00.000","2022-11-02T00:00:00.000","-73.793802147","40.7104192909","1041415.72293","198168.68114"
"POINT (-73.9596473211499 40.65442666944039)","sidewalk","Brooklyn Crazy Deals","Brooklyn Crazy Deals","Brooklyn Crazy Deals","General Merchandise Store (99 cent store, etc.)",,"756 Flatbush Ave",,"Brooklyn","11226","756 Flatbush Ave , Brooklyn, NY","20","16","320","0","0",,"yes","no","no",,"yes","2020-10-30T00:00:00.000","2022-11-02T00:00:00.000","-73.9596473211","40.6544266694","995446.672477","177704.245035"
"POINT (-73.81947532880717 40.688087302598824)","sidewalk","MAHA SHAKTI EXCLUSIVE, INC","MAHA SHAKTI EXCLUSIVE, INC","MAHA SHAKTI EXCLUSIVE, INC","Other","RELIGIOUS","124-19 LIBERTY AVENUE",,"Queens","11419","124-19 LIBERTY AVENUE, Queens, NY","30","4","120","0","0",,"yes","no","no",,"yes","2020-11-05T00:00:00.000","2022-11-02T00:00:00.000","-73.8194753288","40.6880873026","1034314.93923","190016.780449"
"POINT (-73.95113357052337 40.724440120297906)","sidewalk","Cato's Army & Navy","Cato Merchandising Mart, Inc.","Cato's Army & Navy","Clothing, Shoe, Accessories Store",,"654 Manhattan Avenue",,"Brooklyn","11222","654 Manhattan Avenue, Brooklyn, NY","25","8","200","0","0",,"yes","no","no",,"yes","2020-10-28T00:00:00.000","2022-11-02T00:00:00.000","-73.9511335705","40.7244401203","997794.756035","203213.39382"
"POINT (-0.0000000001911132 -0.0000000001788617)","both",,,,,,,,,,,"0","0",,"0","0",,"no","no",,,,,"2022-11-02T00:00:00.000","-0.00000000019041344767","-1.78722274927E-10","31130726.7325","-2280004.57969"
"POINT (-73.9592050078447 40.71641738144927)","sidewalk","Office 11211 - Packing & Shipping","Office 11211 Corp","Office 11211 - Packing & Shipping","Office supply",,"223 Bedford Ave","A","Brooklyn","11211","223 Bedford Ave, Brooklyn, NY","12","15","180","0","0",,"yes","no","no",,"yes","2020-10-28T00:00:00.000","2022-11-02T00:00:00.000","-73.9592050078","40.7164173814","995558.88321","200289.318959"
"POINT (-73.95229499726412 40.776313025738276)","sidewalk","Brothers Guitar Shop","Brothers Guitar Shop LLC","Brothers Guitar Shop","Other","Music Store","316 E 84th St",,"Manhattan","10028","316 E 84th St, Manhattan, NY","20","15","300","0","0",,"yes","no","no",,"yes","2020-12-04T00:00:00.000","2022-11-02T00:00:00.000","-73.9522949973","40.7763130257","997462.540492","222112.185747"
"POINT (-73.82045291047683 40.68764813330663)","sidewalk","Anjees International Inc.","Anjees International Inc.","Anjees International Inc.","Clothing, Shoe, Accessories Store",,"123-08 Liberty Avenue",,"Queens","11419","123-08 Liberty Avenue, Queens, NY","16","15","240","0","0",,"yes","no","no",,"yes","2020-10-29T00:00:00.000","2022-11-02T00:00:00.000","-73.8204529105","40.6876481333","1034044.15466","189856.221387"
"POINT (-73.88844280231766 40.84412141721365)","sidewalk","danice","danice","danice","Clothing, Shoe, Accessories Store",,"773 east ttemont ave",,"Bronx","10460","773 east ttemont ave, Bronx, NY","32","16","512","0","0",,"yes","no","no",,"yes","2021-03-17T00:00:00.000","2022-11-02T00:00:00.000","-73.8884428023","40.8441214172","1015115.79324","246833.252118"
"POINT (-0.0000000001911132 -0.0000000001788617)","both",,,,,,,,,,,"0","0",,"0","0",,"no","no",,,,,"2022-11-02T00:00:00.000","-0.00000000019041344767","-1.78722274927E-10","31130726.7325","-2280004.57969"
"POINT (-73.914597334524 40.69912286341619)","sidewalk","RICO CHIMI MYRTLE AVE. CORP","RICO CHIMI MYRTLE AVE. CORP","RICO CHIMI MYRTLE AVE. CORP","Other","RESTAURANTS","1492 MYRTLE AVE. BROOKLYN NY","1","Brooklyn","11237","1492 MYRTLE AVE. BROOKLYN NY , Brooklyn, NY","200","16","3200","0","0",,"yes","no","no",,"yes","2020-11-04T00:00:00.000","2022-11-02T00:00:00.000","-73.9145973345","40.6991228634","1007930.82959","193997.315795"
"POINT (-73.99000819221597 40.736993492943185)","sidewalk","AT&T MOBILITY SUPPLY, LLC","AT&T MOBILITY","AT&T MOBILITY","Electronics Store; Cell Phone Store",,"31 EAST 17TH STREET",,"Manhattan","10003","31 EAST 17TH STREET, Manhattan, NY","18","19","342","0","0",,"yes","no","no",,"yes","2020-11-19T00:00:00.000","2022-11-02T00:00:00.000","-73.9900081922","40.7369934929","987018.999371","207783.359417"
"POINT (-73.99401297522955 40.71380654140485)","sidewalk","DWC International","DWC international","DWC International","Clothing, Shoe, Accessories Store",,"88 East broadway","B12","Manhattan","10002","88 East broadway, Manhattan, NY","12","2","24","0","0",,"yes","no","no",,"yes","2020-10-29T00:00:00.000","2022-11-02T00:00:00.000","-73.9940129752","40.7138065414","985909.743388","199335.533793"
"POINT (-0.0000000001911132 -0.0000000001788617)","sidewalk","AT&T Mobility Supply, LLC","AT&T","AT&T Mobility","Electronics Store; Cell Phone Store",,"160 MONTAGUE STREET",,"Brooklyn","11201","160 MONTAGUE STREET, Brooklyn, NY","15","9","135","0","0",,"yes","no","no",,"yes","2020-12-09T00:00:00.000","2022-11-02T00:00:00.000","-0.00000000019041344767","-1.78722274927E-10","31130726.7325","-2280004.57969"
"POINT (-73.99287854446523 40.717780266370205)","sidewalk","Nice Entertainment Group","Nice Entertainment Group","Nice Entertainment Group","Electronics Store; Cell Phone Store",,"275 Grand St",,"Manhattan","10002","275 Grand St, Manhattan, NY","20","5","100","0","0",,"yes","no","no",,"yes","2020-12-29T00:00:00.000","2022-11-02T00:00:00.000","-73.9928785445","40.7177802664","986224.116447","200783.306488"
"POINT (-73.84997908736545 40.90429933289814)","sidewalk","Elite Dream Vacations","Elite Dream Vacation","Elite Dream Vacations","Other","Travel agency","4729 White Plains Road",,"Bronx","10470","4729 White Plains Road, Bronx, NY","30","12","360","0","0",,"yes","no","no",,"yes","2021-10-08T00:00:00.000","2022-11-02T00:00:00.000","-73.8499790874","40.9042993329","1025720.42623","268774.306005"
"POINT (-0.0000000001911132 -0.0000000001788617)","both",,,,,,,,,,,"0","0",,"0","0",,"no","no",,,,,"2022-11-02T00:00:00.000","-0.00000000019041344767","-1.78722274927E-10","31130726.7325","-2280004.57969"
"POINT (-0.0000000001911132 -0.0000000001788617)","sidewalk","Eileen Fisher Boutique","EF NINTH STREET Inc.","Eileen Fisher Boutique","Clothing, Shoe, Accessories Store",,"314 E 9th street, New York, NY 10003",,"Manhattan","10003","314 E 9th street, New York, NY 10003, Manhattan, NY","10","11","110","0","0",,"yes","no","no",,"yes","2021-03-02T00:00:00.000","2022-11-02T00:00:00.000","-0.00000000019041344767","-1.78722274927E-10","31130726.7325","-2280004.57969"
"POINT (-73.98657976608177 40.74363552610982)","sidewalk","NY Pastry Lab LLC","NY Pastry Lab LLC","Dominique Ansel Workshop","Specialty Food Store (Cheese shop, butcher, fruit and vegetable store, fish market, bakery, etc.)",,"17 East 27th Street",,"Manhattan","10016","17 East 27th Street, Manhattan, NY","50","11","550","0","0",,"yes","no","no",,"yes","2021-04-14T00:00:00.000","2022-11-02T00:00:00.000","-73.9865797661","40.7436355261","987968.737957","210203.389682"
"POINT (-73.95517976658365 40.61011670175856)","sidewalk","Le flip la flop","Le flip la flop","Le flip la flop","Thrift Store (Used goods, etc.)",,"1811 Kings Highway",,"Brooklyn","11229","1811 Kings Highway , Brooklyn, NY","8","2","16","0","0",,"yes","no","no",,"yes","2021-06-04T00:00:00.000","2022-11-02T00:00:00.000","-73.9551797666","40.6101167018","996694.546293","161561.53946"
"POINT (-73.82518918183558 40.79264741091002)","sidewalk","Best Wireless Bell Blvd Inc","Best Wireless Bell Blvd Inc","Best Wireless Bell Blvd Inc","Electronics Store; Cell Phone Store",,"40-04A Bell Blvd",,"Queens","11361","40-04A Bell Blvd, Queens, NY","5","5","25","0","0",,"yes","no","no",,"yes","2020-10-29T00:00:00.000","2022-11-02T00:00:00.000","-73.8251891818","40.7926474109","1032654.29524","228108.059582"
"POINT (-73.9379527364105 40.68228298529275)","sidewalk","A True Love of Wine and Spirits","Kristino LLC DBA A True Love of Wine","Olivino Bed-Stuy","Liquor Store, Wine Store",,"426D Marcus Garvey Blvd",,"Brooklyn","11223","426D Marcus Garvey Blvd, Brooklyn, NY","15","10","150","0","0",,"yes","no","yes","yes","yes","2020-11-03T00:00:00.000","2022-11-02T00:00:00.000","-73.9379527364","40.6822829853","1001459.08729","187856.605636"
