"location","event_date","check_in_from","check_in_to","event_title","job_family","company_name_or_type","qualifications","borough","location_name_and_address"
"Coney Island (Sandy) Workforce1 Career Center","Wednesday, March 18, 2020","1:15 PM","1:30 PM","Teachers","Social Work, Child Care, Counseling","Kinder Prep","1 year of experience working with children ages 10 months- 5 years old preferred. High School Diploma/GED required.","Brooklyn","Coney Island (Sandy) Workforce1 Career Center, 1906 Mermaid Avenue, 2nd Floor, Brooklyn, NY 11224"
"Coney Island (Sandy) Workforce1 Career Center","Friday, March 20, 2020","9:15 AM","9:30 AM","Team Members","Food Service and Accommodations","Whole Foods (Hudson Yards)","For the following departments: Prepared Foods, Bakery, Customer Service, Grocery, Whole Body, Meat, Produce/Floral, Seafood, Specialty. Must be 18 years of age or older Ability to work rotating shifts Monday through Sunday including nights, weekends, and holidays. There are no set schedules or guarantees of schedules. Stand and walk for extended periods of time (8-hour shifts). Bend and lift loads, not to exceed 50 pounds. Position may require to push and pull carts weighing up to 100 pounds and use heavy machinery.","Brooklyn","Coney Island (Sandy) Workforce1 Career Center, 1906 Mermaid Avenue, 2nd Floor, Brooklyn, NY 11224"
"Coney Island (Sandy) Workforce1 Career Center","Friday, March 20, 2020","9:15 AM","9:30 AM","Hosts, Servers, Bussers, Take Away Specialists, Cooks","Food Service and Accommodations","Red Lobster (Gateway Mall)","1 year of restaurant experience required.","Brooklyn","Coney Island (Sandy) Workforce1 Career Center, 1906 Mermaid Avenue, 2nd Floor, Brooklyn, NY 11224"
"Coney Island (Sandy) Workforce1 Career Center","Friday, March 20, 2020","9:15 AM","9:30 AM","Oyster Shuckers","Food Service and Accommodations","Nathan's","Must have professional restaurant or seafood experience shucking a wide variety of oysters.","Brooklyn","Coney Island (Sandy) Workforce1 Career Center, 1906 Mermaid Avenue, 2nd Floor, Brooklyn, NY 11224"
"Coney Island (Sandy) Workforce1 Career Center","Monday, March 16, 2020","1:15 PM","1:30 PM","Team Members","Food Service and Accommodations","Shake Shack","At least 6 months of food service or customer service experience required.","Brooklyn","Coney Island (Sandy) Workforce1 Career Center, 1906 Mermaid Avenue, 2nd Floor, Brooklyn, NY 11224"
"Coney Island (Sandy) Workforce1 Career Center","Wednesday, March 18, 2020","9:15 AM","9:30 AM","Fire Safety Directors","Protective Service","Allied Security","Must have Fire Safety Director License. NY State Security License, 8 hour and 16 hour certificates are also required","Brooklyn","Coney Island (Sandy) Workforce1 Career Center, 1906 Mermaid Avenue, 2nd Floor, Brooklyn, NY 11224"
"Coney Island (Sandy) Workforce1 Career Center","Wednesday, March 18, 2020","1:15 PM","1:30 PM","Parking Attendants","Transportation, Shipping, Warehousing","Icon Parking","Must have a Drivers license for at least 1 year.  Excellent customer service and communication skills.  Must be able to drive both automatic and stick shift (manual). Must be able to stand for long periods of time, run, kneel, bend over, use hands, and lift a minimum of 50lbs.","Brooklyn","Coney Island (Sandy) Workforce1 Career Center, 1906 Mermaid Avenue, 2nd Floor, Brooklyn, NY 11224"
"Coney Island (Sandy) Workforce1 Career Center","Wednesday, March 18, 2020","1:15 PM","1:30 PM","Certified Home Health Aides","Healthcare Practitioners and Support","I & Y Senior Care","Must have HHA/PCA certificate, or have an In Service Certificate if received in the last 6 mos.","Brooklyn","Coney Island (Sandy) Workforce1 Career Center, 1906 Mermaid Avenue, 2nd Floor, Brooklyn, NY 11224"
"Coney Island (Sandy) Workforce1 Career Center","Monday, March 16, 2020","9:15 AM","9:30 AM","Ramp Agent/Baggage Handlers","Transportation, Shipping, Warehousing","DNATA","NY or NJ state Driver's License required. Must be able to lift at least 70lbs.  Must have open availability","Brooklyn","Coney Island (Sandy) Workforce1 Career Center, 1906 Mermaid Avenue, 2nd Floor, Brooklyn, NY 11224"
"Coney Island (Sandy) Workforce1 Career Center","Monday, March 16, 2020","1:15 PM","1:30 PM","Hosts, Servers, Bussers, Take Away Specialists, Cooks","Food Service and Accommodations","Red Lobster (Gateway Mall)","1 year of restaurant experience required.","Brooklyn","Coney Island (Sandy) Workforce1 Career Center, 1906 Mermaid Avenue, 2nd Floor, Brooklyn, NY 11224"
"Coney Island (Sandy) Workforce1 Career Center","Monday, March 16, 2020","9:15 AM","9:30 AM","Oyster Shuckers","Food Service and Accommodations","Nathan's","Must have professional restaurant or seafood experience shucking a wide variety of oysters.","Brooklyn","Coney Island (Sandy) Workforce1 Career Center, 1906 Mermaid Avenue, 2nd Floor, Brooklyn, NY 11224"
"Coney Island (Sandy) Workforce1 Career Center","Monday, March 16, 2020","9:15 AM","9:30 AM","Maintenance","Food Service and Accommodations","RJR Maintenance","Must have at least 1 year of professional cleaning and maintenance experience.  Must have a High Diploma or GED.","Brooklyn","Coney Island (Sandy) Workforce1 Career Center, 1906 Mermaid Avenue, 2nd Floor, Brooklyn, NY 11224"
"Coney Island (Sandy) Workforce1 Career Center","Monday, March 16, 2020","9:15 AM","9:30 AM","Teachers","Social Work, Child Care, Counseling","Kinder Prep","1 year of experience working with children ages 10 months- 5 years old preferred. High School Diploma/GED required.","Brooklyn","Coney Island (Sandy) Workforce1 Career Center, 1906 Mermaid Avenue, 2nd Floor, Brooklyn, NY 11224"
"Coney Island (Sandy) Workforce1 Career Center","Monday, March 16, 2020","9:15 AM","9:30 AM","Restaurant Managers, Kitchen Managers","Food Service and Accommodations","Nathan's","5 years of restaurant management experience (QSR/Casual Dining/ Fast casual) required. Experience supervising staff. $47K- $58K","Brooklyn","Coney Island (Sandy) Workforce1 Career Center, 1906 Mermaid Avenue, 2nd Floor, Brooklyn, NY 11224"
"Coney Island (Sandy) Workforce1 Career Center","Monday, March 16, 2020","9:15 AM","9:30 AM","Parking Attendants","Transportation, Shipping, Warehousing","Icon Parking","Must have a Drivers license for at least 1 year.  Excellent customer service and communication skills.  Must be able to drive both automatic and stick shift (manual). Must be able to stand for long periods of time, run, kneel, bend over, use hands, and lift a minimum of 50lbs.","Brooklyn","Coney Island (Sandy) Workforce1 Career Center, 1906 Mermaid Avenue, 2nd Floor, Brooklyn, NY 11224"
"Coney Island (Sandy) Workforce1 Career Center","Wednesday, March 18, 2020","9:15 AM","9:30 AM","Cashiers","Food Service and Accommodations","Nathan's","3 yrs. of experience as a cashier in a food service environment required.","Brooklyn","Coney Island (Sandy) Workforce1 Career Center, 1906 Mermaid Avenue, 2nd Floor, Brooklyn, NY 11224"
"Coney Island (Sandy) Workforce1 Career Center","Monday, March 16, 2020","9:15 AM","9:30 AM","Teachers","Social Work, Child Care, Counseling","Five Star Daycare","1 year of experience working with children ages 10 months- 5 years old preferred. High School Diploma/GED required.","Brooklyn","Coney Island (Sandy) Workforce1 Career Center, 1906 Mermaid Avenue, 2nd Floor, Brooklyn, NY 11224"
"Coney Island (Sandy) Workforce1 Career Center","Wednesday, March 18, 2020","9:15 AM","9:30 AM","Security Guards","Protective Service","Allied Security","NY State Security License, 8 hour and 16 hour certificates are required.","Brooklyn","Coney Island (Sandy) Workforce1 Career Center, 1906 Mermaid Avenue, 2nd Floor, Brooklyn, NY 11224"
"Coney Island (Sandy) Workforce1 Career Center","Friday, March 20, 2020","9:15 AM","9:30 AM","Team Members","Food Service and Accommodations","Shake Shack","At least 6 months of food service or customer service experience required.","Brooklyn","Coney Island (Sandy) Workforce1 Career Center, 1906 Mermaid Avenue, 2nd Floor, Brooklyn, NY 11224"
"Coney Island (Sandy) Workforce1 Career Center","Wednesday, March 18, 2020","1:15 PM","1:30 PM","Security Managers","Protective Service","Allied Security","NY State Security License, 8 hour and 16 hour certificates are required. Must have at least 6 months of management experience.","Brooklyn","Coney Island (Sandy) Workforce1 Career Center, 1906 Mermaid Avenue, 2nd Floor, Brooklyn, NY 11224"
"Coney Island (Sandy) Workforce1 Career Center","Wednesday, March 18, 2020","1:15 PM","1:30 PM","Educational Director","Education, Library","Five Stars Daycare","Must have at least a Bachelor's Degree in Early Childhood Education and certified in Early Childhood. Minimum of 3 years of experience. 8am- 6pm.  $65k per year.","Brooklyn","Coney Island (Sandy) Workforce1 Career Center, 1906 Mermaid Avenue, 2nd Floor, Brooklyn, NY 11224"
"Coney Island (Sandy) Workforce1 Career Center","Wednesday, March 18, 2020","1:15 PM","1:30 PM","Line Cooks, Prep Cooks","Food Service and Accommodations","Nathan's","Must have at least 3 years of restaurant kitchen experience.","Brooklyn","Coney Island (Sandy) Workforce1 Career Center, 1906 Mermaid Avenue, 2nd Floor, Brooklyn, NY 11224"
"Coney Island (Sandy) Workforce1 Career Center","Wednesday, March 18, 2020","9:15 AM","9:30 AM","Hosts, Servers, Bussers, Take Away Specialists, Cooks","Food Service and Accommodations","Outback Stakehouse (Gateway Mall)","1 year of restaurant experience required.","Brooklyn","Coney Island (Sandy) Workforce1 Career Center, 1906 Mermaid Avenue, 2nd Floor, Brooklyn, NY 11224"
"Coney Island (Sandy) Workforce1 Career Center","Wednesday, March 18, 2020","1:15 PM","1:30 PM","Team Members","Food Service and Accommodations","Whole Foods (Hudson Yards)","For the following departments: Prepared Foods, Bakery, Customer Service, Grocery, Whole Body, Meat, Produce/Floral, Seafood, Specialty. Must be 18 years of age or older Ability to work rotating shifts Monday through Sunday including nights, weekends, and holidays. There are no set schedules or guarantees of schedules. Stand and walk for extended periods of time (8-hour shifts). Bend and lift loads, not to exceed 50 pounds. Position may require to push and pull carts weighing up to 100 pounds and use heavy machinery.","Brooklyn","Coney Island (Sandy) Workforce1 Career Center, 1906 Mermaid Avenue, 2nd Floor, Brooklyn, NY 11224"
"Coney Island (Sandy) Workforce1 Career Center","Monday, March 16, 2020","1:15 PM","1:30 PM","Fire Safety Directors","Protective Service","Allied Security","Must have Fire Safety Director License. NY State Security License, 8 hour and 16 hour certificates are also required","Brooklyn","Coney Island (Sandy) Workforce1 Career Center, 1906 Mermaid Avenue, 2nd Floor, Brooklyn, NY 11224"
"Coney Island (Sandy) Workforce1 Career Center","Monday, March 16, 2020","1:15 PM","1:30 PM","Team Members","Food Service and Accommodations","Whole Foods (Hudson Yards)","For the following departments: Prepared Foods, Bakery, Customer Service, Grocery, Whole Body, Meat, Produce/Floral, Seafood, Specialty. Must be 18 years of age or older Ability to work rotating shifts Monday through Sunday including nights, weekends, and holidays. There are no set schedules or guarantees of schedules. Stand and walk for extended periods of time (8-hour shifts). Bend and lift loads, not to exceed 50 pounds. Position may require to push and pull carts weighing up to 100 pounds and use heavy machinery.","Brooklyn","Coney Island (Sandy) Workforce1 Career Center, 1906 Mermaid Avenue, 2nd Floor, Brooklyn, NY 11224"
"Coney Island (Sandy) Workforce1 Career Center","Monday, March 16, 2020","9:15 AM","9:30 AM","Educational Director","Education, Library","Five Stars Daycare","Must have at least a Bachelor's Degree in Early Childhood Education and certified in Early Childhood. Minimum of 3 years of experience. 8am- 6pm.  $65k per year.","Brooklyn","Coney Island (Sandy) Workforce1 Career Center, 1906 Mermaid Avenue, 2nd Floor, Brooklyn, NY 11224"
"Coney Island (Sandy) Workforce1 Career Center","Wednesday, March 18, 2020","9:15 AM","9:30 AM","Maintenance","Food Service and Accommodations","RJR Maintenance","Must have at least 1 year of professional cleaning and maintenance experience.  Must have a High Diploma or GED.","Brooklyn","Coney Island (Sandy) Workforce1 Career Center, 1906 Mermaid Avenue, 2nd Floor, Brooklyn, NY 11224"
"Coney Island (Sandy) Workforce1 Career Center","Monday, March 16, 2020","1:15 PM","1:30 PM","Line Cooks, Prep Cooks","Food Service and Accommodations","Nathan's","Must have at least 3 years of restaurant kitchen experience.","Brooklyn","Coney Island (Sandy) Workforce1 Career Center, 1906 Mermaid Avenue, 2nd Floor, Brooklyn, NY 11224"
"Coney Island (Sandy) Workforce1 Career Center","Wednesday, March 18, 2020","9:15 AM","9:30 AM","Security Managers","Protective Service","Allied Security","NY State Security License, 8 hour and 16 hour certificates are required. Must have at least 6 months of management experience.","Brooklyn","Coney Island (Sandy) Workforce1 Career Center, 1906 Mermaid Avenue, 2nd Floor, Brooklyn, NY 11224"
