"borough","neighborhood","building_class_category","tax_class_as_of_final_roll","block","lot","ease_ment","building_class_as_of_final","address","apartment_number","zip_code","residential_units","commercial_units","total_units","land_square_feet","gross_square_feet","year_built","tax_class_at_time_of_sale","building_class_at_time_of","sale_price","sale_date","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta","census_tract_2020","nta_code"
"1","CHINATOWN","13 CONDOS - ELEVATOR APARTMENTS","2","239","1050",,"R4","80 ELIZABETH STREET, 6B","6B","10013","1","0","1","0","0",,"2","R4","800000.00","2019-02-06T00:00:00.000","40.718046","-73.996035","102","1","41","1003115","1002397501","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CHINATOWN","13 CONDOS - ELEVATOR APARTMENTS","2","239","1073",,"R4","80 ELIZABETH STREET, 7M","7M","10013","1","0","1","0","0",,"2","R4","800000.00","2019-05-17T00:00:00.000","40.718046","-73.996035","102","1","41","1003115","1002397501","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CHINATOWN","13 CONDOS - ELEVATOR APARTMENTS","2","239","1079",,"R4","80 ELIZABETH STREET, 8E","8E","10013","1","0","1","0","0",,"2","R4","0.00","2019-06-04T00:00:00.000","40.718046","-73.996035","102","1","41","1003115","1002397501","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CHINATOWN","13 CONDOS - ELEVATOR APARTMENTS","2","277","1037",,"R4","60 HENRY STREET, 4C1","4C1","10002","1","0","1","0","0","1989","2","R4","0.00","2019-12-05T00:00:00.000","40.712968","-73.995008","103","1","8","1077812","1002777501","Chinatown",,
"1","CHINATOWN","13 CONDOS - ELEVATOR APARTMENTS","2","277","1068",,"R4","60 HENRY STREET, 9F1","9F1","10002","1","0","1","0","0","1989","2","R4","0.00","2019-12-06T00:00:00.000","40.712968","-73.995008","103","1","8","1077812","1002777501","Chinatown",,
"1","CHINATOWN","13 CONDOS - ELEVATOR APARTMENTS","2","277","1078",,"R4","60 HENRY STREET, 11F1","11F1","10002","1","0","1","0","0","1989","2","R4","0.00","2019-06-26T00:00:00.000","40.712968","-73.995008","103","1","8","1077812","1002777501","Chinatown",,
"1","CHINATOWN","13 CONDOS - ELEVATOR APARTMENTS","2","277","1202",,"R4","50 HENRY STREET, 2A","2A","10002","1","0","1","0","0",,"2","R4","458000.00","2019-09-26T00:00:00.000","40.712935","-73.995379","103","1","8","1003345","1002777502","Chinatown",,
"1","CHINATOWN","13 CONDOS - ELEVATOR APARTMENTS","2","292","1115",,"R4","86 CANAL STREET, 6A","6A","10002","1","0","1","0","0","2012","2","R4","0.00","2019-09-30T00:00:00.000","40.715389","-73.993536","103","1","16","1088640","1002927502","Chinatown",,
"1","CHINATOWN","13 CONDOS - ELEVATOR APARTMENTS","2","292","1118",,"R4","86 CANAL STREET, 6D","6D","10002","1","0","1","0","0","2012","2","R4","0.00","2019-09-30T00:00:00.000","40.715389","-73.993536","103","1","16","1088640","1002927502","Chinatown",,
"1","CHINATOWN","13 CONDOS - ELEVATOR APARTMENTS","2","292","1122",,"R4","86 CANAL STREET, 7D","7D","10002","1","0","1","0","0","2012","2","R4","0.00","2019-09-30T00:00:00.000","40.715389","-73.993536","103","1","16","1088640","1002927502","Chinatown",,
"1","CHINATOWN","13 CONDOS - ELEVATOR APARTMENTS","2","292","1133",,"R4","86 CANAL STREET, 10C","10C","10002","1","0","1","0","0","2012","2","R4","661863.00","2019-03-19T00:00:00.000","40.715389","-73.993536","103","1","16","1088640","1002927502","Chinatown",,
"1","CHINATOWN","13 CONDOS - ELEVATOR APARTMENTS","2","292","1139",,"R4","86 CANAL STREET, 12A","12A","10002","1","0","1","0","0","2012","2","R4","809509.00","2019-05-22T00:00:00.000","40.715389","-73.993536","103","1","16","1088640","1002927502","Chinatown",,
"1","CHINATOWN","13 CONDOS - ELEVATOR APARTMENTS","2","293","1007",,"R4","18 ELDRIDGE STREET, 4A","4A","10002","1","0","1","0","0","2007","2","R4","680000.00","2019-05-07T00:00:00.000","40.714906","-73.993622","103","1","16","1087758","1002937501","Chinatown",,
"1","CHINATOWN","15 CONDOS - 2-10 UNIT RESIDENTIAL","2C","172","1602",,"R1","372 BROADWAY, R3","R3","10013","1","0","1","0","0","1915","2","R1","4300000.00","2019-12-30T00:00:00.000","40.717791","-74.003232","101","1","31","1001865","1001727505","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CHINATOWN","15 CONDOS - 2-10 UNIT RESIDENTIAL","2C","172","1603",,"R1","372 BROADWAY, R4","R4","10013","1","0","1","0","0","1915","2","R1","5224735.00","2019-03-15T00:00:00.000","40.717791","-74.003232","101","1","31","1001865","1001727505","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CHINATOWN","15 CONDOS - 2-10 UNIT RESIDENTIAL","2C","172","1604",,"R1","372 BROADWAY, R5","R5","10013","1","0","1","0","0","1915","2","R1","4800000.00","2019-04-17T00:00:00.000","40.717791","-74.003232","101","1","31","1001865","1001727505","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CHINATOWN","15 CONDOS - 2-10 UNIT RESIDENTIAL","2C","195","1102",,"R1","83 WALKER STREET, 2","2","10013","1","0","1","0","0","2014","2","R1","1850000.00","2019-06-13T00:00:00.000","40.718181","-74.001566","101","1","31","1090537","1001957502","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CHINATOWN","15 CONDOS - 2-10 UNIT RESIDENTIAL","2C","195","1103",,"R1","83 WALKER STREET, 3","3","10013","1","0","1","0","0","2014","2","R1","2140000.00","2019-02-05T00:00:00.000","40.718181","-74.001566","101","1","31","1090537","1001957502","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CHINATOWN","15 CONDOS - 2-10 UNIT RESIDENTIAL","2C","195","1105",,"R1","83 WALKER STREET, 5","5","10013","1","0","1","0","0","2014","2","R1","2200000.00","2019-04-15T00:00:00.000","40.718181","-74.001566","101","1","31","1090537","1001957502","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CHINATOWN","15 CONDOS - 2-10 UNIT RESIDENTIAL","2C","205","1102",,"R1","180 HESTER STREET, R3","R3","10013","1","0","1","0","0",,"2","R1","10100295.00","2019-08-15T00:00:00.000","40.718109","-73.99781","102","1","41","1087706","1002057502","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CHINATOWN","15 CONDOS - 2-10 UNIT RESIDENTIAL","2C","205","1103",,"R1","180 HESTER STREET, R4","R4","10013","1","0","1","0","0",,"2","R1","10100295.00","2019-08-15T00:00:00.000","40.718109","-73.99781","102","1","41","1087706","1002057502","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CHINATOWN","15 CONDOS - 2-10 UNIT RESIDENTIAL","2C","205","1104",,"R1","180 HESTER STREET, R5","R5","10013","1","0","1","0","0",,"2","R1","10100295.00","2019-08-15T00:00:00.000","40.718109","-73.99781","102","1","41","1087706","1002057502","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CHINATOWN","15 CONDOS - 2-10 UNIT RESIDENTIAL","2C","205","1105",,"R1","180 HESTER STREET, PH","PH","10013","1","0","1","0","0",,"2","R1","10100295.00","2019-08-15T00:00:00.000","40.718109","-73.99781","102","1","41","1087706","1002057502","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CHINATOWN","15 CONDOS - 2-10 UNIT RESIDENTIAL","2C","237","1103",,"R1","181 HESTER STREET, 3A","3A","10013","1","0","1","0","0","2004","2","R1","0.00","2019-02-01T00:00:00.000","40.717978","-73.997392","102","1","41","1087250","1002377502","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CHINATOWN","15 CONDOS - 2-10 UNIT RESIDENTIAL","2C","237","1104",,"R1","181 HESTER STREET, 3B","3B","10013","1","0","1","0","0","2004","2","R1","0.00","2019-02-01T00:00:00.000","40.717978","-73.997392","102","1","41","1087250","1002377502","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CHINATOWN","15 CONDOS - 2-10 UNIT RESIDENTIAL","2C","237","1109",,"R1","181 HESTER STREET, 6A","6A","10013","1","0","1","0","0","2004","2","R1","0.00","2019-08-23T00:00:00.000","40.717978","-73.997392","102","1","41","1087250","1002377502","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CHINATOWN","16 CONDOS - 2-10 UNIT WITH COMMERCIAL UNIT","2C","205","1101",,"R8","180 HESTER STREET, C","C","10013","1","0","1","0","0",,"2","R8","10100295.00","2019-08-15T00:00:00.000","40.718109","-73.99781","102","1","41","1087706","1002057502","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CHINATOWN","21 OFFICE BUILDINGS","4","204","27",,"O5","167-169 CANAL STREET",,"10013","0","13","13","3,158","14,775","1900","4","O5","0.00","2019-06-05T00:00:00.000","40.716591","-73.997096","102","1","41","1002622","1002040027","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CHINATOWN","22 STORE BUILDINGS","4","162","26",,"K4","15 DOYERS STREET",,"10013","2","5","7","2,941","8,571","1915","4","K4","0.00","2019-09-12T00:00:00.000","40.714621","-73.998113","103","1","29","1001700","1001620026","Chinatown",,
"1","CHINATOWN","22 STORE BUILDINGS","4","162","26",,"K4","15 DOYERS STREET",,"10013","2","5","7","2,941","8,571","1915","4","K4","0.00","2019-07-08T00:00:00.000","40.714621","-73.998113","103","1","29","1001700","1001620026","Chinatown",,
"1","CHINATOWN","22 STORE BUILDINGS","4","162","48",,"K4","16 DOYERS STREET",,"10013","2","2","4","665","1,995","1920","4","K4","0.00","2019-03-27T00:00:00.000","40.714621","-73.998092","103","1","29","1001712","1001620048","Chinatown",,
"1","CHINATOWN","22 STORE BUILDINGS","4","163","35",,"K4","26 BOWERY",,"10013","4","2","6","2,437","11,565","1920","4","K4","0.00","2019-04-26T00:00:00.000","40.714906","-73.996909","103","1","29","1001802","1001630035","Chinatown",,
"1","CHINATOWN","22 STORE BUILDINGS","4","205","25",,"K4","107 MOTT STREET",,"10013","1","2","3","2,467","2,730","1900","4","K4","0.00","2019-09-20T00:00:00.000","40.717418","-73.997399","102","1","41","1079540","1002050025","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CHINATOWN","22 STORE BUILDINGS","4","277","48",,"K1","25 CATHERINE STREET",,"10038","0","4","4","1,418","1,394","1910","4","K1","3000000.00","2019-12-04T00:00:00.000","40.712694","-73.997082","103","1","8","1003354","1002770048","Chinatown",,
"1","CHINATOWN","22 STORE BUILDINGS","4","301","11",,"K7","93 CANAL STREET",,"10002","0","1","1","1,250","2,500","1900","4","K7","0.00","2019-06-19T00:00:00.000","40.71545","-73.993684","103","1","16","1081953","1003010011","Chinatown",,
"1","CHINATOWN","22 STORE BUILDINGS","4","303","5",,"K4","149 CANAL STREET",,"10002","0","5","5","1,910","7,205","1910","4","K4","7250000.00","2019-10-10T00:00:00.000","40.716504","-73.995725","103","1","16","1003903","1003030005","Chinatown",,
"1","CHINATOWN","22 STORE BUILDINGS","4","306","33",,"K2","71 ELDRIDGE",,"10002","0","3","3","2,500","3,550","1910","4","K2","5880000.00","2019-04-15T00:00:00.000",,,,,,,,,,
"1","CHINATOWN","22 STORE BUILDINGS","4","307","17",,"K2","295 GRAND STREET",,"10002","0","2","2","1,294","2,588","1910","4","K2","2900000.00","2019-06-18T00:00:00.000","40.717582","-73.991995","103","1","16","1003979","1003070017","Chinatown",,
"1","CHINATOWN","23 LOFT BUILDINGS","4","172","13",,"L8","83 WHITE STREET",,"10013","0","5","5","5,033","25,000","1915","4","L8","0.00","2019-05-10T00:00:00.000","40.717538","-74.002085","101","1","31","1001869","1001720013","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CHINATOWN","23 LOFT BUILDINGS","4","196","29",,"L2","78 WALKER STREET",,"10013","0","8","8","4,551","41,200","1915","4","L2","0.00","2019-05-10T00:00:00.000","40.71826","-74.001699","101","1","31","1002353","1001960029","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CHINATOWN","23 LOFT BUILDINGS","4","301","1",,"L8","99 CANAL STREET",,"10002","0","12","12","3,775","21,230","1900","4","L8","0.00","2019-06-19T00:00:00.000","40.715521","-73.993911","103","1","16","1081956","1003010001","Chinatown",,
"1","CHINATOWN","23 LOFT BUILDINGS","4","301","10",,"L8","95 CANAL STREET",,"10002","0","7","7","2,512","7,875","1900","4","L8","0.00","2019-06-19T00:00:00.000","40.715474","-73.993759","103","1","16","1081954","1003010010","Chinatown",,
"1","CHINATOWN","23 LOFT BUILDINGS","4","301","12",,"L8","91 CANAL STREET",,"10002","0","2","2","1,250","5,600","1900","4","L8","0.00","2019-06-19T00:00:00.000","40.715428","-73.993604","103","1","16","1081952","1003010012","Chinatown",,
"1","CHINATOWN","23 LOFT BUILDINGS","4","301","13",,"L8","89 CANAL STREET",,"10002","0","4","4","1,250","5,020","1900","4","L8","0.00","2019-06-19T00:00:00.000","40.715403","-73.993529","103","1","16","1081957","1003010013","Chinatown",,
"1","CHINATOWN","27 FACTORIES","4","196","31",,"F1","72 WALKER STREET",,"10013","0","6","6","6,060","30,000","1912","4","F1","0.00","2019-05-10T00:00:00.000","40.718477","-74.002179","101","1","31","1002354","1001960031","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CHINATOWN","29 COMMERCIAL GARAGES","4","164","17",,"G1","62 MULBERRY STREET",,"10013","0","1","1","4,825","34,800","1999","4","G1","18750000.00","2019-07-24T00:00:00.000","40.715628","-73.999437","103","1","29","1088223","1001640017","Chinatown",,
"1","CHINATOWN","43 CONDO OFFICE BUILDINGS","4","162","1006",,"RB","7 CHATHAM SQUARE, 222","222","10038","0","1","1","0","0","1899","4","RB","0.00","2019-05-10T00:00:00.000","40.713737","-73.997991","103","1","29","1001726","1001627501","Chinatown",,
"1","CHINATOWN","43 CONDO OFFICE BUILDINGS","4","162","1025",,"RB","7 CHATHAM SQUARE, 503","503","10038","0","1","1","0","0","1899","4","RB","930000.00","2019-08-20T00:00:00.000","40.713737","-73.997991","103","1","29","1001726","1001627501","Chinatown",,
"1","CHINATOWN","43 CONDO OFFICE BUILDINGS","4","197","1023",,"RB","109 LAFAYETTE STREET, C-4","C-4","10013","0","1","1","0","0","1907","4","RB","130000.00","2019-06-26T00:00:00.000","40.718087","-74.00083","101","1","31","1075741","1001977501","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CHINATOWN","43 CONDO OFFICE BUILDINGS","4","197","1024",,"RB","109 LAFAYETTE STREET, C-5","C-5","10013","0","1","1","0","0","1907","4","RB","180000.00","2019-06-26T00:00:00.000","40.718087","-74.00083","101","1","31","1075741","1001977501","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CHINATOWN","43 CONDO OFFICE BUILDINGS","4","197","1196",,"RB","139 CENTRE STREET, 715","715","10013","0","1","1","0","0","1911","4","RB","1200000.00","2019-08-08T00:00:00.000","40.717217","-74.000602","101","1","31","1002357","1001977502","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CHINATOWN","43 CONDO OFFICE BUILDINGS","4","199","1022",,"RB","210 CANAL STREET, 401","401","10013","0","1","1","0","0",,"4","RB","550000.00","2019-07-22T00:00:00.000","40.717247","-73.99917","103","1","29","1085449","1001997501","Chinatown",,
"1","CHINATOWN","43 CONDO OFFICE BUILDINGS","4","199","1032",,"RB","210 CANAL STREET","411","10013","0","1","1","0","0",,"4","RB","0.00","2019-11-01T00:00:00.000","40.717247","-73.99917","103","1","29","1085449","1001997501","Chinatown",,
"1","CHINATOWN","43 CONDO OFFICE BUILDINGS","4","199","1042",,"RB","210 CANAL STREET, 510","510","10013","0","1","1","0","0",,"4","RB","655000.00","2019-04-05T00:00:00.000","40.717247","-73.99917","103","1","29","1085449","1001997501","Chinatown",,
"1","CHINATOWN","43 CONDO OFFICE BUILDINGS","4","201","1037",,"RB","13 ELIZABETH STREET, 112","112","10013","0","1","1","0","0",,"4","RB","500000.00","2019-02-28T00:00:00.000","40.715848","-73.997428","103","1","29","1002415","1002017501","Chinatown",,
"1","CHINATOWN","43 CONDO OFFICE BUILDINGS","4","201","1038",,"RB","13 ELIZABETH STREET, 113","113","10013","0","1","1","0","0",,"4","RB","500000.00","2019-02-28T00:00:00.000","40.715848","-73.997428","103","1","29","1002415","1002017501","Chinatown",,
"1","CHINATOWN","43 CONDO OFFICE BUILDINGS","4","201","1043",,"RB","13-17 ELIZABETH STREET, 118","118","10013","0","1","1","0","0",,"4","RB","560000.00","2019-07-09T00:00:00.000","40.715848","-73.997428","103","1","29","1002415","1002017501","Chinatown",,
"1","CHINATOWN","43 CONDO OFFICE BUILDINGS","4","201","1072",,"RB","13 ELIZABETH STREET, 504","504","10013","0","1","1","0","0",,"4","RB","1900000.00","2019-06-21T00:00:00.000","40.715848","-73.997428","103","1","29","1002415","1002017501","Chinatown",,
"1","CHINATOWN","43 CONDO OFFICE BUILDINGS","4","201","1073",,"RB","13 ELIZABETH STREET, 505","505","10013","0","1","1","0","0",,"4","RB","1900000.00","2019-06-21T00:00:00.000","40.715848","-73.997428","103","1","29","1002415","1002017501","Chinatown",,
"1","CHINATOWN","43 CONDO OFFICE BUILDINGS","4","201","1074",,"RB","13 ELIZABETH STREET, 506","506","10013","0","1","1","0","0",,"4","RB","1900000.00","2019-06-21T00:00:00.000","40.715848","-73.997428","103","1","29","1002415","1002017501","Chinatown",,
"1","CHINATOWN","43 CONDO OFFICE BUILDINGS","4","201","1093",,"RB","13-17 ELIZABETH STREET, 705","705","10013","0","1","1","0","0",,"4","RB","1028000.00","2019-08-21T00:00:00.000","40.715848","-73.997428","103","1","29","1002415","1002017501","Chinatown",,
"1","CHINATOWN","43 CONDO OFFICE BUILDINGS","4","204","1107",,"RB","53 ELIZABETH STREET, 3B","3B","10013","0","1","1","0","0","1915","4","RB","1340000.00","2019-03-27T00:00:00.000","40.717094","-73.996652","102","1","41","1002619","1002047502","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CHINATOWN","43 CONDO OFFICE BUILDINGS","4","238","1232",,"RB","128 MOTT STREET, 509","509","10013","0","1","1","0","0",,"4","RB","732145.00","2019-06-25T00:00:00.000","40.718362","-73.996793","102","1","41","1087662","1002387501","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CHINATOWN","43 CONDO OFFICE BUILDINGS","4","238","1233",,"RB","128 MOTT STREET, 510","510","10013","0","1","1","0","0",,"4","RB","690575.00","2019-05-31T00:00:00.000","40.718362","-73.996793","102","1","41","1087662","1002387501","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CHINATOWN","43 CONDO OFFICE BUILDINGS","4","238","1235",,"RB","128 MOTT STREET, 602","602","10013","0","1","1","0","0",,"4","RB","2050000.00","2019-08-26T00:00:00.000","40.718362","-73.996793","102","1","41","1087662","1002387501","SoHo-TriBeCa-Civic Center-Little Italy",,
"1","CHINATOWN","43 CONDO OFFICE BUILDINGS","4","279","1106",,"RB","11 EAST BROADWAY, 4C","4C","10038","0","1","1","0","0","1991","4","RB","809875.00","2019-03-06T00:00:00.000","40.713435","-73.997533","103","1","27","1003379","1002797502","Chinatown",,
"1","CHINATOWN","43 CONDO OFFICE BUILDINGS","4","279","1108",,"RB","11 EAST BROADWAY, 5A","5A","10038","0","1","1","0","0","1991","4","RB","691814.00","2019-02-28T00:00:00.000","40.713435","-73.997533","103","1","27","1003379","1002797502","Chinatown",,
"1","CHINATOWN","43 CONDO OFFICE BUILDINGS","4","279","1125",,"RB","11 EAST BROADWAY, 10A","10A","10038","0","1","1","0","0","1991","4","RB","4130766.00","2019-02-19T00:00:00.000","40.713435","-73.997533","103","1","27","1003379","1002797502","Chinatown",,
"1","CHINATOWN","43 CONDO OFFICE BUILDINGS","4","279","1133",,"RB","11 EAST BROADWAY, 5D","5D","10038","0","1","1","0","0","1991","4","RB","1695259.00","2019-02-28T00:00:00.000","40.713435","-73.997533","103","1","27","1003379","1002797502","Chinatown",,
"1","CHINATOWN","46 CONDO STORE BUILDINGS","4","280","1027",,"RK","17-23 EAST BROADWAY, 406","406","10002","0","1","1","0","0","1899","4","RK","460000.00","2019-04-15T00:00:00.000","40.713493","-73.996894","103","1","8","1003432","1002807501","Chinatown",,
"1","CHINATOWN","46 CONDO STORE BUILDINGS","4","280","1034",,"RK","17 EAST BROADWAY, 506","506","10002","0","1","1","0","0","1899","4","RK","670000.00","2019-02-28T00:00:00.000","40.713493","-73.996894","103","1","8","1003432","1002807501","Chinatown",,
"1","CHINATOWN","46 CONDO STORE BUILDINGS","4","292","1101",,"RK","86 CANAL STREET, M1","M1","10002","0","1","1","0","0","2012","4","RK","0.00","2019-09-30T00:00:00.000","40.715389","-73.993536","103","1","16","1088640","1002927502","Chinatown",,
"1","CHINATOWN","46 CONDO STORE BUILDINGS","4","292","1102",,"RK","86 CANAL STREET, S1","S1","10002","0","1","1","0","0","2012","4","RK","0.00","2019-09-30T00:00:00.000","40.715389","-73.993536","103","1","16","1088640","1002927502","Chinatown",,
"1","CHINATOWN","46 CONDO STORE BUILDINGS","4","292","1107",,"RK","86 CANAL STREET, S6","S6","10002","0","1","1","0","0","2012","4","RK","0.00","2019-09-30T00:00:00.000","40.715389","-73.993536","103","1","16","1088640","1002927502","Chinatown",,
