"the_geom","borocode","boroname","borocd","coundist","assemdist","stsendist","congdist","location","borough","date_insta","point_x","point_y","femafldz","femafldt","hrcevac","ntaname"
"POINT (-74.13262099987887 40.635014001257645)","5","Staten Island","501","49","61","23","11","Castleton Avenue and Heberton Avenue","Staten Island","2023-03-08T00:00:00.000","-74.132621","40.635014","X","AREA OF MINIMAL FLOOD HAZARD",,"Port Richmond"
"POINT (-74.1271540002162 40.59833400085753)","5","Staten Island","502","50","63","24","11","Brielle Avenue and Suffolk Avenue","Staten Island","2022-05-18T00:00:00.000","-74.127154","40.598334","X","AREA OF MINIMAL FLOOD HAZARD",,"Todt Hill-Emerson Hill-Lighthouse Hill-Manor Heights"
"POINT (-74.0004569998347 40.605935001092554)","3","Brooklyn","311","47","47","17","11","86 Street and  19 Avenue","Brooklyn","2019-09-20T00:00:00.000","-74.000457","40.605935","X","AREA OF MINIMAL FLOOD HAZARD","6","Bensonhurst"
"POINT (-73.88072100043792 40.756048000978694)","4","Queens","403","25","34","13","14","Northern Boulevard and  87 Street","Queens","2023-04-13T00:00:00.000","-73.880721","40.756048","X","AREA OF MINIMAL FLOOD HAZARD",,"Jackson Heights"
"POINT (-73.7594419997242 40.72106400130787)","4","Queens","408","23","24","11","5","Hillside Avenue and Francis Lewis Boulevard","Queens","2022-07-11T00:00:00.000","-73.759442","40.721064","X","AREA OF MINIMAL FLOOD HAZARD",,"Jamaica Estates-Holliswood"
"POINT (-73.84737300037702 40.722952000734104)","4","Queens","406","29","28","14","6","Queens Boulevard and Yellowstone Boulevard","Queens","2018-10-31T00:00:00.000","-73.847373","40.722952","X","AREA OF MINIMAL FLOOD HAZARD",,"Forest Hills"
"POINT (-73.89996500014169 40.86801800051676)","2","Bronx","208","14","78","31","13","West Kingsbridge Road and Reservoir Avenue","Bronx","2020-12-21T00:00:00.000","-73.899965","40.868018","X","AREA OF MINIMAL FLOOD HAZARD",,"Kingsbridge Heights-Van Cortlandt Village"
"POINT (-73.9712240001398 40.78270600059695)","1","Manhattan","107","6","69","47","12","Central Park West and West  82 Street","Manhattan","2021-10-14T00:00:00.000","-73.971224","40.782706","X","AREA OF MINIMAL FLOOD HAZARD",,"Upper West Side (Central)"
"POINT (-73.90121499987211 40.753902000646484)","4","Queens","401","26","30","12","6","Northern Boulevard and  61 Street","Queens","2020-04-03T00:00:00.000","-73.901215","40.753902","X","AREA OF MINIMAL FLOOD HAZARD",,"Woodside"
"POINT (-73.84203900014278 40.76364900138162)","4","Queens","481","21","27","11","14","Marina Road  and Harper Street","Queens","2018-05-10T00:00:00.000","-73.842039","40.763649","AE",,"1","Flushing-Willets Point"
"POINT (-73.9596350005523 40.57799400106728)","3","Brooklyn","313","48","46","23","8","Coney Island Avenue and Brighton Beach Avenue","Brooklyn","2018-03-01T00:00:00.000","-73.959635","40.577994","X","0.2 PCT ANNUAL CHANCE FLOOD HAZARD","1","Brighton Beach"
"POINT (-74.10558099951093 40.577598000890355)","5","Staten Island","502","50","64","24","11","Lincoln Avenue and Clawson Avenue","Staten Island","2023-06-29T00:00:00.000","-74.105581","40.577598","X","AREA OF MINIMAL FLOOD HAZARD","4","New Dorp-Midland Beach"
"POINT (-73.85968599960347 40.863078000988246)","2","Bronx","211","13","80","33","15","Mace Avenue and Colden Avenue","Bronx","2014-06-13T00:00:00.000","-73.859686","40.863078","X","AREA OF MINIMAL FLOOD HAZARD",,"Allerton"
"POINT (-73.9162989998992 40.67857600134207)","3","Brooklyn","316","41","55","25","8","Fulton Street and Saratoga Avenue","Brooklyn","2020-10-09T00:00:00.000","-73.916299","40.678576","X","AREA OF MINIMAL FLOOD HAZARD",,"Ocean Hill"
"POINT (-73.94129299963653 40.85239000062474)","1","Manhattan","112","10","71","31","13","Riverside Drive and 200' North of West 181 Street / Pedestrian Crossing","Manhattan","2018-12-03T00:00:00.000","-73.941293","40.85239","X","AREA OF MINIMAL FLOOD HAZARD",,"Washington Heights (North)"
"POINT (-73.97919399970563 40.771781001354825)","1","Manhattan","107","6","75","47","12","Central Park West and West  65 Street","Manhattan","2015-10-20T00:00:00.000","-73.979194","40.771781","X","AREA OF MINIMAL FLOOD HAZARD",,"Upper West Side-Lincoln Square"
"POINT (-73.93845099949526 40.846192000609236)","1","Manhattan","112","10","72","31","13","Broadway and West 175 Street","Manhattan","2016-10-31T00:00:00.000","-73.938451","40.846192","X","AREA OF MINIMAL FLOOD HAZARD",,"Washington Heights (South)"
"POINT (-73.94311899968112 40.622307001164145)","3","Brooklyn","318","45","41","21","9","Avenue L and New York Avenue","Brooklyn","2022-11-10T00:00:00.000","-73.943119","40.622307","X","AREA OF MINIMAL FLOOD HAZARD","5","Flatlands"
"POINT (-74.00035699997254 40.735308000680604)","1","Manhattan","102","3","66","47","10","Greenwich Avenue and Charles Street","Manhattan","2022-11-14T00:00:00.000","-74.000357","40.735308","X","AREA OF MINIMAL FLOOD HAZARD","5","West Village"
"POINT (-73.90746999995433 40.6220210005102)","3","Brooklyn","318","46","59","21","8","Avenue T and East  73 Street","Brooklyn","2023-06-09T00:00:00.000","-73.90747","40.622021","X","AREA OF MINIMAL FLOOD HAZARD","3","Marine Park-Mill Basin-Bergen Beach"
"POINT (-73.96247400027796 40.804886001041524)","1","Manhattan","109","7","69","30","13","Amsterdam Avenue and West 113 Street","Manhattan","2015-10-31T00:00:00.000","-73.962474","40.804886","X","AREA OF MINIMAL FLOOD HAZARD",,"Morningside Heights"
"POINT (-73.94813899985165 40.59769800135923)","3","Brooklyn","315","48","41","22","8","Avenue V with Gravesend Neck Road and East  23 Street","Brooklyn","2020-06-13T00:00:00.000","-73.948139","40.597698","X","AREA OF MINIMAL FLOOD HAZARD","4","Madison"
"POINT (-73.9893259997821 40.69100100095278)","3","Brooklyn","302","33","52","26","10","Boerum Place and Livingston Street","Brooklyn","2012-05-09T00:00:00.000","-73.989326","40.691001","X","AREA OF MINIMAL FLOOD HAZARD",,"Brooklyn Heights"
"POINT (-73.95310399982735 40.67179000130626)","3","Brooklyn","308","35","57","20","9","Rogers Avenue and Saint Johns Place","Brooklyn","2019-09-10T00:00:00.000","-73.953104","40.67179","X","AREA OF MINIMAL FLOOD HAZARD",,"Crown Heights (North)"
"POINT (-73.95190300036984 40.69206200137851)","3","Brooklyn","303","33","57","25","8","Nostrand Avenue and Pulaski Street","Brooklyn","2022-08-17T00:00:00.000","-73.951903","40.692062","X","AREA OF MINIMAL FLOOD HAZARD",,"Bedford-Stuyvesant (West)"
"POINT (-73.99775999944609 40.72157600090619)","1","Manhattan","102","1","66","27","10","Kenmare Street and Lafayette Street","Manhattan","2022-08-05T00:00:00.000","-73.99776","40.721576","X","AREA OF MINIMAL FLOOD HAZARD",,"SoHo-Little Italy-Hudson Square"
"POINT (-73.90614299995526 40.90171100083645)","2","Bronx","208","11","81","33","15","Riverdale Avenue and West 254 Street","Bronx","2023-05-10T00:00:00.000","-73.906143","40.901711","X","AREA OF MINIMAL FLOOD HAZARD",,"Riverdale-Spuyten Duyvil"
"POINT (-73.99097000054725 40.69254900112493)","3","Brooklyn","302","33","52","26","10","Court Street and Joralemon Street","Brooklyn","2013-05-25T00:00:00.000","-73.99097","40.692549","X","AREA OF MINIMAL FLOOD HAZARD",,"Downtown Brooklyn-DUMBO-Boerum Hill"
"POINT (-73.93153099954124 40.74070900067784)","4","Queens","402","26","37","12","7","48 Avenue and  34 Street","Queens","2022-09-09T00:00:00.000","-73.931531","40.740709","X","AREA OF MINIMAL FLOOD HAZARD",,"Sunnyside"
"POINT (-73.91561500034598 40.78145800084377)","4","Queens","401","22","36","11","14","21 Street and  21 Road","Queens","2020-04-21T00:00:00.000","-73.915615","40.781458","X","AREA OF MINIMAL FLOOD HAZARD",,"Astoria (North)-Ditmars-Steinway"
"POINT (-73.94272999997007 40.624794001011196)","3","Brooklyn","318","45","41","21","9","Avenue K and East  34 Street","Brooklyn","2022-01-28T00:00:00.000","-73.94273","40.624794","X","AREA OF MINIMAL FLOOD HAZARD","5","Flatlands"
"POINT (-73.96715299946958 40.75676400117843)","1","Manhattan","106","4","73","28","12","2 Avenue and East  53 Street","Manhattan","2022-04-18T00:00:00.000","-73.967153","40.756764","X","AREA OF MINIMAL FLOOD HAZARD",,"East Midtown-Turtle Bay"
"POINT (-73.97477999946989 40.729793000992736)","1","Manhattan","106","4","74","59","12","Avenue C and East  16 Street","Manhattan","2019-10-31T00:00:00.000","-73.97478","40.729793","AE",,"1","Stuyvesant Town-Peter Cooper Village"
"POINT (-74.16437799996999 40.57684100066891)","5","Staten Island","502","51","63","24","11","Platinum  Avenue and Marsh Avenue","Staten Island","2022-09-24T00:00:00.000","-74.164378","40.576841","X","AREA OF MINIMAL FLOOD HAZARD",,"New Springville-Willowbrook-Bulls Head-Travis"
"POINT (-73.81175899984731 40.675288001106374)","4","Queens","410","28","31","10","5","Rockaway Boulevard and 126 Street","Queens","2020-01-05T00:00:00.000","-73.811759","40.675288","X","AREA OF MINIMAL FLOOD HAZARD","6","South Ozone Park"
"POINT (-73.93022500043773 40.742445001016435)","4","Queens","402","26","37","12","7","47 Avenue and  35 Street","Queens","2022-01-16T00:00:00.000","-73.930225","40.742445","X","AREA OF MINIMAL FLOOD HAZARD",,"Sunnyside"
"POINT (-73.92273299972786 40.69838100080796)","3","Brooklyn","304","37","53","18","7","Myrtle Avenue and Stanhope Avenue","Brooklyn","2019-08-13T00:00:00.000","-73.922733","40.698381","X","AREA OF MINIMAL FLOOD HAZARD",,"Bushwick (West)"
"POINT (-73.91969499978775 40.83787200097359)","2","Bronx","204","16","84","29","15","Jerome Avenue    and East 169 Street","Bronx","2019-11-21T00:00:00.000","-73.919695","40.837872","X","AREA OF MINIMAL FLOOD HAZARD",,"Mount Eden-Claremont (West)"
"POINT (-73.91290199951432 40.88974800104218)","2","Bronx","208","11","81","33","15","Independence Avenue and West 239 Street","Bronx","2022-05-05T00:00:00.000","-73.912902","40.889748","X","AREA OF MINIMAL FLOOD HAZARD",,"Riverdale-Spuyten Duyvil"
"POINT (-73.8704309998421 40.73328700115556)","4","Queens","404","25","39","12","6","Woodhaven Boulevard and Queens Boulevard South S/R / Hoffman Drive","Queens","2012-04-23T00:00:00.000","-73.870431","40.733287","X","AREA OF MINIMAL FLOOD HAZARD","6","Elmhurst"
"POINT (-73.97650199956689 40.788314001125784)","1","Manhattan","107","6","67","47","12","Broadway and West  86 Street","Manhattan","2019-07-30T00:00:00.000","-73.976502","40.788314","X","AREA OF MINIMAL FLOOD HAZARD",,"Upper West Side (Central)"
"POINT (-73.94957200021692 40.65080700071285)","3","Brooklyn","317","40","42","21","9","Nostrand Avenue and Church Avenue","Brooklyn","2022-03-17T00:00:00.000","-73.949572","40.650807","X","AREA OF MINIMAL FLOOD HAZARD",,"East Flatbush-Erasmus"
"POINT (-73.82384999986553 40.67780000107717)","4","Queens","410","28","31","15","5","Linden Boulevard and 115 Street","Queens","2021-07-15T00:00:00.000","-73.82385","40.6778","X","AREA OF MINIMAL FLOOD HAZARD",,"South Ozone Park"
"POINT (-73.9884180000072 40.75665600075155)","1","Manhattan","105","3","75","28","12","West  42 Street between 7 Avenue and 8 Avenue","Manhattan","2016-05-02T00:00:00.000","-73.988418","40.756656","X","AREA OF MINIMAL FLOOD HAZARD",,"Midtown-Times Square"
"POINT (-74.0721590004946 40.59891900067889)","5","Staten Island","502","50","64","23","11","Hylan Boulevard and West Fingerboard Road","Staten Island","2021-05-19T00:00:00.000","-74.072159","40.598919","X","AREA OF MINIMAL FLOOD HAZARD",,"Grasmere-Arrochar-South Beach-Dongan Hills"
"POINT (-73.89683600038954 40.84536100107415)","2","Bronx","206","15","86","32","15","3rd Avenue and East 176 Street","Bronx","2020-10-28T00:00:00.000","-73.896836","40.845361","X","AREA OF MINIMAL FLOOD HAZARD",,"Tremont"
"POINT (-73.87275400037936 40.83440100136401)","2","Bronx","209","18","85","34","14","East 174 Street and Fteley Avenue","Bronx","2022-12-13T00:00:00.000","-73.872754","40.834401","X","AREA OF MINIMAL FLOOD HAZARD","5","Soundview-Bruckner-Bronx River"
"POINT (-73.80213299990115 40.76090200128783)","4","Queens","407","19","40","16","3","Northern Boulevard and 164 Street","Queens","2022-08-11T00:00:00.000","-73.802133","40.760902","X","AREA OF MINIMAL FLOOD HAZARD",,"Murray Hill-Broadway Flushing"
"POINT (-73.9587080004454 40.650388001010995)","3","Brooklyn","314","40","42","20","9","Flatbush Avenue and Church Avenue","Brooklyn","2019-06-20T00:00:00.000","-73.958708","40.650388","X","AREA OF MINIMAL FLOOD HAZARD",,"Flatbush"
"POINT (-73.90704700000843 40.68539500065248)","3","Brooklyn","304","37","54","18","7","Chauncey Street and Evergreen Avenue","Brooklyn","2023-05-05T00:00:00.000","-73.907047","40.685395","X","AREA OF MINIMAL FLOOD HAZARD",,"Bushwick (East)"
"POINT (-73.8592839997814 40.87773400057293)","2","Bronx","212","12","83","36","15","Bronxwood Avenue and East 213 Street","Bronx","2017-09-15T00:00:00.000","-73.859284","40.877734","X","AREA OF MINIMAL FLOOD HAZARD",,"Williamsbridge-Olinville"
"POINT (-73.84704100022984 40.73864400095953)","4","Queens","406","29","35","13","6","Horace Harding Expressway E/B S/R and Grand Central Parkway West /S/R","Queens","2020-01-10T00:00:00.000","-73.847041","40.738644","X","0.2 PCT ANNUAL CHANCE FLOOD HAZARD","2","Forest Hills"
"POINT (-73.94702000035231 40.636320001185524)","3","Brooklyn","317","45","42","21","9","Farragut Road and East  31 Street","Brooklyn","2021-06-09T00:00:00.000","-73.94702","40.63632","X","AREA OF MINIMAL FLOOD HAZARD","6","East Flatbush-Farragut"
"POINT (-73.83617899985242 40.865211000813304)","2","Bronx","211","13","80","36","14","East Gun Hill Road and Allerton Avenue","Bronx","2018-07-20T00:00:00.000","-73.836179","40.865211","X","AREA OF MINIMAL FLOOD HAZARD","4","Pelham Gardens"
"POINT (-73.8877019999024 40.74724100087085)","4","Queens","403","25","39","13","6","Roosevelt Avenue and  78 Street","Queens","2022-05-25T00:00:00.000","-73.887702","40.747241","X","AREA OF MINIMAL FLOOD HAZARD",,"Jackson Heights"
"POINT (-73.76098699994618 40.761585000597385)","4","Queens","411","19","26","16","6","Northern Boulevard and 220 Place","Queens","2021-12-20T00:00:00.000","-73.760987","40.761585","X","AREA OF MINIMAL FLOOD HAZARD",,"Bayside"
"POINT (-73.9469329996445 40.81088000052346)","1","Manhattan","110","9","70","30","13","7 Avenue and West 128 Street","Manhattan","2023-04-26T00:00:00.000","-73.946933","40.81088","X","AREA OF MINIMAL FLOOD HAZARD","6","Harlem (North)"
"POINT (-73.95126199957431 40.774292001255695)","1","Manhattan","108","5","76","28","12","1  Avenue and East  82 Street","Manhattan","2020-09-14T00:00:00.000","-73.951262","40.774292","X","AREA OF MINIMAL FLOOD HAZARD",,"Upper East Side-Yorkville"
"POINT (-73.95487099942143 40.60611300119483)","3","Brooklyn","315","48","45","22","9","Avenue R and East  18 Street","Brooklyn","2022-10-31T00:00:00.000","-73.954871","40.606113","X","AREA OF MINIMAL FLOOD HAZARD","5","Madison"
"POINT (-73.95775500024573 40.60582900120545)","3","Brooklyn","315","48","45","22","9","Avenue R and East  15 Street","Brooklyn","2020-03-06T00:00:00.000","-73.957755","40.605829","X","AREA OF MINIMAL FLOOD HAZARD","5","Gravesend (East)-Homecrest"
"POINT (-73.99174199978465 40.6909930005081)","3","Brooklyn","302","33","52","26","10","Court Street and Schermerhorn Street","Brooklyn","2012-08-27T00:00:00.000","-73.991742","40.690993","X","AREA OF MINIMAL FLOOD HAZARD",,"Brooklyn Heights"
"POINT (-73.78568199958733 40.73880600060005)","4","Queens","408","23","25","16","6","64 Avenue (South Leg) and 188 Street","Queens","2021-08-10T00:00:00.000","-73.785682","40.738806","X","AREA OF MINIMAL FLOOD HAZARD",,"Fresh Meadows-Utopia"
"POINT (-73.79352399986931 40.73005300084819)","4","Queens","408","24","25","16","6","Utopia Parkway and  73 Avenue","Queens","2023-04-20T00:00:00.000","-73.793524","40.730053","X","AREA OF MINIMAL FLOOD HAZARD",,"Fresh Meadows-Utopia"
"POINT (-73.91323999983975 40.69132000107625)","3","Brooklyn","304","37","54","18","7","Central Avenue and Jefferson Avenue","Brooklyn","2021-02-25T00:00:00.000","-73.91324","40.69132","X","AREA OF MINIMAL FLOOD HAZARD",,"Bushwick (East)"
"POINT (-73.91833799972709 40.82338600088987)","2","Bronx","204","16","79","29","15","Park Avenue and East 158 Street","Bronx","2019-12-12T00:00:00.000","-73.918338","40.823386","X","AREA OF MINIMAL FLOOD HAZARD",,"Concourse-Concourse Village"
"POINT (-73.92255099969456 40.650584000731605)","3","Brooklyn","317","45","58","21","9","Snyder Avenue and East  58 Street","Brooklyn","2020-07-09T00:00:00.000","-73.922551","40.650584","X","AREA OF MINIMAL FLOOD HAZARD","5","East Flatbush-Rugby"
"POINT (-73.8823220001557 40.85106100059755)","2","Bronx","206","15","78","33","15","Southern Boulevard and East 183 Street","Bronx","2023-06-15T00:00:00.000","-73.882322","40.851061","X","AREA OF MINIMAL FLOOD HAZARD",,"Bronx Park"
"POINT (-73.92733699943199 40.82831300105682)","2","Bronx","204","16","84","29","15","East 161 Street and Midblock Pedestrian Crossing","Bronx","2019-03-08T00:00:00.000","-73.927337","40.828313","X","AREA OF MINIMAL FLOOD HAZARD","6","Yankee Stadium-Macombs Dam Park"
"POINT (-73.89650299949766 40.8941570012616)","2","Bronx","208","11","81","33","15","Broadway and 580' South of 251 Street","Bronx","2017-01-01T00:00:00.000","-73.896503","40.894157","X","AREA OF MINIMAL FLOOD HAZARD",,"Riverdale-Spuyten Duyvil"
"POINT (-73.98574699944356 40.599314000624666)","3","Brooklyn","311","47","47","17","11","Stillwell Avenue and  25 Avenue","Brooklyn","2022-02-10T00:00:00.000","-73.985747","40.599314","X","AREA OF MINIMAL FLOOD HAZARD","3","Gravesend (West)"
"POINT (-73.85192200014943 40.693021000560016)","4","Queens","409","32","38","15","7","Woodhaven Boulevard West S/R and Jamaica Avenue 147' South of","Queens","2018-10-23T00:00:00.000","-73.851922","40.693021","X","AREA OF MINIMAL FLOOD HAZARD",,"Woodhaven"
"POINT (-73.9080300001313 40.768384000673464)","4","Queens","401","22","34","12","14","Astoria Boulevard and  43 Street / 42 Street Pre-emption","Queens","2022-04-25T00:00:00.000","-73.90803","40.768384","X","AREA OF MINIMAL FLOOD HAZARD",,"Astoria (East)-Woodside (North)"
"POINT (-73.99516199982969 40.65967100067036)","3","Brooklyn","307","38","51","20","10","5 Avenue and  24 Street","Brooklyn","2021-11-24T00:00:00.000","-73.995162","40.659671","X","AREA OF MINIMAL FLOOD HAZARD",,"Sunset Park (West)"
"POINT (-73.98011099999943 40.77052900098974)","1","Manhattan","107","6","75","28","12","Central Park West and West  63 Street","Manhattan","2022-10-24T00:00:00.000","-73.980111","40.770529","X","AREA OF MINIMAL FLOOD HAZARD",,"Central Park"
